year,lgid,tmid,oppid,w,l,t,otl
2010,NHL,PIT,EDM,1,0,,0
1938,NHL,NYR,BOS,3,5,0.0,
2000,NHL,DAL,MIN,2,2,0.0,0
2003,NHL,MIN,ANA,1,2,1.0,0
1972,WHA,CLC,WIJ,3,3,0.0,
1994,NHL,NYI,HAR,1,2,0.0,
1990,NHL,NJD,EDM,1,2,0.0,
1972,NHL,STL,TOR,2,3,0.0,
1985,NHL,TOR,BUF,2,1,0.0,
1976,NHL,LAK,VAN,0,2,2.0,
2005,NHL,CAL,ANA,2,2,,0
1992,NHL,NJD,QUE,1,3,0.0,
1972,NHL,PHI,CLF,3,1,2.0,
1999,NHL,ATL,OTT,0,4,0.0,0
1992,NHL,NYR,MNS,0,1,1.0,
1989,NHL,MTL,VAN,2,1,0.0,
1969,NHL,OAK,TOR,1,4,1.0,
2000,NHL,NYR,VAN,0,1,0.0,0
1934,NHL,BOS,TOR,3,2,1.0,
2007,NHL,STL,COL,2,2,,0
1992,NHL,BUF,NJD,1,2,1.0,
2011,NHL,PHI,CBS,1,0,,0
1998,NHL,BUF,DET,0,1,1.0,
2000,NHL,CAL,OTT,0,2,0.0,0
1997,NHL,CAL,EDM,1,3,1.0,
2000,NHL,STL,VAN,2,1,0.0,1
1990,NHL,PHI,LAK,1,2,0.0,
1980,NHL,EDM,LAK,0,2,2.0,
1997,NHL,BOS,VAN,1,1,0.0,
1992,NHL,STL,TBL,4,2,1.0,
1989,NHL,STL,BOS,1,2,0.0,
1992,NHL,NJD,STL,1,0,1.0,
1995,NHL,DAL,FLO,0,1,1.0,
1995,NHL,FLO,OTT,3,1,0.0,
2005,NHL,COL,TOR,1,0,,0
1973,NHL,STL,MNS,1,3,1.0,
1987,NHL,NYI,LAK,3,0,0.0,
1987,NHL,LAK,CAL,4,4,0.0,
1984,NHL,NYR,BUF,1,1,1.0,
1977,NHL,TOR,CLE,4,2,0.0,
1991,NHL,STL,MTL,0,1,2.0,
2008,NHL,NJD,MIN,1,0,,0
2006,NHL,BOS,VAN,1,0,,0
1978,NHL,DET,ATF,0,3,1.0,
1943,NHL,NYR,DET,1,8,1.0,
2000,NHL,CAL,NAS,2,2,0.0,0
1992,NHL,MTL,NJD,2,1,0.0,
1975,NHL,TOR,ATF,2,2,0.0,
1982,NHL,BOS,PHI,2,0,1.0,
1967,NHL,CHI,PHI,3,1,0.0,
1976,NHL,PIT,VAN,2,1,1.0,
1979,NHL,WIN,NYI,0,2,2.0,
1990,NHL,WIN,DET,0,3,0.0,
2001,NHL,EDM,BUF,1,0,0.0,0
2007,NHL,WAS,STL,0,1,,0
1952,NHL,MTL,DET,4,4,6.0,
2007,NHL,DAL,CHI,2,1,,1
1976,WHA,SDM,HOU,3,8,0.0,
2002,NHL,FLO,PIT,4,0,0.0,0
1975,NHL,LAK,KCS,4,0,0.0,
1937,NHL,CHI,DET,3,4,1.0,
1997,NHL,CAR,PHI,1,2,1.0,
2007,NHL,AND,DET,2,1,,1
1988,NHL,TOR,WAS,1,2,0.0,
2010,NHL,BUF,ATL,3,0,,1
1996,NHL,COL,MTL,2,0,0.0,
2010,NHL,DET,ATL,0,1,,0
1982,NHL,NYR,PIT,5,1,1.0,
1976,NHL,BUF,PIT,0,4,1.0,
1974,NHL,PIT,NYI,2,2,0.0,
1999,NHL,NJD,DAL,0,1,0.0,1
1998,NHL,NYI,STL,1,0,1.0,
2007,NHL,WAS,NYR,2,2,,0
1997,NHL,EDM,OTT,2,0,0.0,
2006,NHL,NYR,NJD,3,3,,2
1977,WHA,HOU,QUN,5,5,1.0,
1999,NHL,OTT,SJS,0,1,0.0,0
1969,NHL,DET,MNS,1,1,4.0,
1929,NHL,OTS,NYA,3,2,1.0,
2002,NHL,PHO,OTT,0,1,0.0,0
2007,NHL,PHI,BOS,1,1,,2
1977,NHL,COR,ATF,1,2,2.0,
1973,NHL,LAK,MNS,2,3,1.0,
1989,NHL,PHI,MNS,2,1,0.0,
1928,NHL,DTC,NYR,1,4,1.0,
1993,NHL,LAK,NYR,0,2,0.0,
1937,NHL,NYA,NYR,1,4,1.0,
1987,NHL,NJD,MTL,2,1,0.0,
1979,NHL,QUE,PIT,2,2,0.0,
2010,NHL,MTL,FLO,3,1,,0
2005,NHL,VAN,PHO,3,1,,0
1974,NHL,WAS,CLF,2,3,0.0,
2006,NHL,COL,CAL,5,3,,0
1969,NHL,OAK,CHI,2,4,0.0,
2010,NHL,VAN,STL,2,2,,0
1992,NHL,BOS,BUF,4,3,0.0,
2001,NHL,DET,ATL,1,0,0.0,0
2001,NHL,NYR,LAK,1,1,0.0,0
1997,NHL,EDM,STL,4,0,0.0,
1987,NHL,WIN,NYR,0,2,1.0,
2003,NHL,BOS,CAL,0,1,0.0,0
2008,NHL,NYI,NAS,0,1,,0
2002,NHL,FLO,PHI,1,2,1.0,0
1987,NHL,DET,MNS,4,3,1.0,
1971,NHL,CHI,CLF,4,1,1.0,
1970,NHL,TOR,MNS,2,2,2.0,
1989,NHL,CAL,NYR,2,1,0.0,
1988,NHL,BUF,BOS,5,0,3.0,
1995,NHL,FLO,DET,1,1,0.0,
1996,NHL,HAR,STL,1,1,0.0,
2000,NHL,PHI,PHO,0,2,0.0,0
1988,NHL,CAL,PIT,2,1,0.0,
1970,NHL,MTL,DET,4,1,1.0,
1993,NHL,CHI,VAN,1,3,0.0,
1975,NHL,NYI,CHI,3,1,1.0,
1980,NHL,BOS,NYR,2,2,0.0,
1992,NHL,STL,BUF,0,1,1.0,
1982,NHL,PIT,MTL,1,2,0.0,
1927,NHL,MTM,OTS,3,2,1.0,
1975,WHA,TOT,WIJ,2,9,0.0,
1996,NHL,FLO,NYR,3,1,2.0,
1982,NHL,BOS,NYR,3,0,0.0,
1995,NHL,LAK,BOS,0,1,1.0,
1970,NHL,STL,BUF,4,2,0.0,
2000,NHL,CAR,OTT,3,1,0.0,0
1974,WHA,QUN,EDO,4,2,0.0,
1975,NHL,WAS,ATF,0,4,0.0,
1978,NHL,ATF,MNS,1,2,1.0,
1993,NHL,MTL,NYR,2,1,1.0,
2008,NHL,CHI,DET,2,2,,2
1995,NHL,STL,CAL,0,2,2.0,
1992,NHL,QUE,NYR,4,0,0.0,
1986,NHL,STL,QUE,3,0,0.0,
1975,WHA,SDM,CLC,4,2,0.0,
1974,NHL,TOR,ATF,1,3,0.0,
2007,NHL,NYI,NJD,6,1,,1
2008,NHL,CAR,NJD,3,1,,0
2002,NHL,COL,EDM,2,1,1.0,1
2010,NHL,SJS,PHO,5,1,,0
1987,NHL,PIT,LAK,1,0,2.0,
2010,NHL,BUF,MTL,3,3,,0
1971,NHL,STL,TOR,2,4,0.0,
2008,NHL,STL,PHI,1,0,,0
1949,NHL,TOR,CHI,7,4,3.0,
2005,NHL,MTL,MIN,0,0,,1
1975,NHL,CLF,CHI,2,1,1.0,
1980,NHL,BOS,WIN,2,0,2.0,
2002,NHL,PIT,OTT,1,3,0.0,0
1973,NHL,PHI,BOS,1,3,1.0,
1916,NHA,TBS,MOC,2,1,0.0,
1995,NHL,OTT,NJD,1,3,0.0,
1995,NHL,VAN,FLO,1,0,1.0,
1977,WHA,NEW,WIJ,3,7,1.0,
2010,NHL,NYR,WAS,3,1,,0
2007,NHL,COL,MIN,3,4,,1
2002,NHL,PHO,PIT,2,0,0.0,0
2002,NHL,FLO,ANA,0,1,1.0,0
1975,NHL,MTL,PIT,6,0,0.0,
1944,NHL,TOR,BOS,5,5,0.0,
1998,NHL,TOR,PHO,1,0,0.0,
1972,WHA,NEW,WIJ,5,1,0.0,
1995,NHL,TOR,BOS,1,0,1.0,
1988,NHL,TOR,HAR,1,2,0.0,
1985,NHL,DET,VAN,0,3,0.0,
1984,NHL,NYI,MTL,1,2,0.0,
2006,NHL,CAL,CAR,1,0,,0
2011,NHL,AND,DET,1,2,,1
2007,NHL,COL,EDM,6,2,,0
1924,NHL,OTS,MTL,3,3,0.0,
1986,NHL,PIT,BUF,2,0,1.0,
1985,NHL,TOR,MNS,0,7,1.0,
2000,NHL,LAK,CBS,3,1,0.0,0
2003,NHL,ANA,NJD,0,0,1.0,0
1987,NHL,STL,CHI,4,3,1.0,
1995,NHL,DAL,SJS,4,0,0.0,
1980,NHL,VAN,PIT,3,0,1.0,
2010,NHL,MIN,VAN,2,4,,0
1987,NHL,CAL,WIN,3,4,1.0,
1992,NHL,WIN,TOR,1,2,0.0,
1979,NHL,MTL,MNS,3,1,0.0,
1927,NHL,CHI,NYR,2,4,0.0,
1983,NHL,PHI,WAS,3,4,0.0,
1996,NHL,CAL,TBL,0,2,0.0,
1995,NHL,SJS,WIN,2,1,1.0,
2007,NHL,BOS,CHI,1,0,,0
2006,NHL,MTL,CHI,0,1,,0
2000,NHL,FLO,CAR,1,1,2.0,1
2002,NHL,NYR,MTL,0,4,0.0,0
2010,NHL,NYR,ATL,1,3,,0
2005,NHL,NYI,BOS,4,0,,0
2005,NHL,CAL,BUF,1,0,,0
1933,NHL,OTS,DET,2,4,0.0,
2011,NHL,NYI,PIT,2,3,,1
1981,NHL,BUF,LAK,2,1,0.0,
2005,NHL,DAL,DET,2,2,,0
2008,NHL,VAN,NAS,3,1,,0
2002,NHL,CAR,TOR,0,3,1.0,0
1983,NHL,BOS,MTL,6,2,0.0,
2000,NHL,CAR,EDM,0,1,0.0,0
1990,NHL,NJD,CAL,2,1,0.0,
1972,NHL,PIT,STL,3,2,0.0,
2001,NHL,ANA,NJD,1,0,0.0,0
1978,NHL,BOS,TOR,5,1,2.0,
2010,NHL,PIT,SJS,0,0,,1
2009,NHL,PHI,DAL,2,0,,0
1982,NHL,TOR,EDM,0,2,1.0,
1990,NHL,MNS,QUE,3,0,0.0,
1928,NHL,CHI,DTC,1,4,1.0,
2001,NHL,MIN,SJS,2,0,2.0,0
2000,NHL,STL,TOR,2,0,1.0,0
1975,NHL,MNS,CLF,1,3,0.0,
1971,NHL,CHI,TOR,4,0,2.0,
2000,NHL,TBL,CHI,0,1,0.0,0
1987,NHL,WIN,DET,0,2,1.0,
1984,NHL,PHI,QUE,1,1,1.0,
1982,NHL,PHI,NJD,5,2,0.0,
1996,NHL,LAK,DAL,0,3,1.0,
1999,NHL,MTL,EDM,0,1,0.0,1
1975,WHA,MFS,IND,4,0,0.0,
2000,NHL,STL,ANA,4,0,0.0,0
2007,NHL,PHO,LAK,6,1,,1
1975,WHA,PHR,IND,3,3,0.0,
1972,NHL,CHI,BUF,3,2,0.0,
1984,NHL,DET,TOR,5,3,0.0,
1990,NHL,LAK,VAN,5,3,0.0,
1973,WHA,WIJ,NEW,3,3,0.0,
1929,NHL,NYA,CHI,2,2,0.0,
2007,NHL,TOR,ATL,3,0,,1
2008,NHL,BOS,NJD,2,1,,1
1923,NHL,OTS,MTL,5,3,0.0,
1943,NHL,DET,MTL,0,9,1.0,
2000,NHL,PHO,CHI,1,1,1.0,0
1988,NHL,TOR,NJD,1,2,0.0,
2005,NHL,CBS,MIN,3,1,,0
2011,NHL,NAS,COL,4,0,,0
1994,NHL,PHI,QUE,0,3,1.0,
1992,NHL,MTL,LAK,1,0,2.0,
1980,NHL,CHI,QUE,3,0,1.0,
2005,NHL,TOR,CAR,2,1,,1
1980,NHL,LAK,STL,0,2,2.0,
1996,NHL,NJD,HAR,3,1,0.0,
1967,NHL,PIT,STL,4,6,0.0,
2001,NHL,PHI,LAK,1,0,0.0,0
1989,NHL,HAR,LAK,2,1,0.0,
1997,NHL,TOR,STL,1,4,0.0,
2002,NHL,DAL,EDM,3,1,0.0,0
1993,NHL,FLO,WAS,2,2,1.0,
2002,NHL,STL,PIT,0,0,0.0,1
2000,NHL,PIT,SJS,0,1,0.0,0
1985,NHL,BOS,CHI,1,2,0.0,
1980,NHL,TOR,WAS,1,3,0.0,
1989,NHL,STL,DET,4,3,1.0,
2011,NHL,EDM,MTL,1,1,,0
1979,NHL,PIT,MNS,1,3,0.0,
1983,NHL,QUE,BUF,6,1,1.0,
2005,NHL,COL,CAL,3,4,,1
1995,NHL,COL,CAL,4,0,1.0,
1987,NHL,NJD,PIT,6,1,0.0,
1981,NHL,EDM,WAS,2,0,1.0,
1999,NHL,SJS,PHI,0,2,0.0,0
1975,NHL,DET,MTL,0,5,1.0,
2000,NHL,PIT,FLO,2,1,1.0,0
1997,NHL,COL,DAL,0,3,1.0,
1973,WHA,VAB,NEW,2,4,0.0,
1981,NHL,WAS,VAN,1,1,1.0,
2003,NHL,LAK,CAR,0,0,0.0,1
2008,NHL,DET,LAK,4,0,,0
2007,NHL,NYI,LAK,0,1,,0
2006,NHL,CAL,NAS,1,3,,0
2011,NHL,COL,CAL,2,4,,0
1985,NHL,BUF,VAN,2,1,0.0,
1983,NHL,TOR,DET,5,3,0.0,
2002,NHL,NYI,WAS,0,3,0.0,1
1930,NHL,CHI,MTM,0,4,0.0,
1993,NHL,ANA,SJS,0,6,0.0,
2006,NHL,CAR,MIN,0,1,,0
2008,NHL,DAL,PHO,2,2,,2
1973,WHA,NEW,VAB,4,2,0.0,
1933,NHL,CHI,MTM,2,2,2.0,
1995,NHL,DET,NYR,1,1,0.0,
2011,NHL,NAS,NYR,0,1,,0
1986,NHL,NYR,WAS,4,3,0.0,
2008,NHL,CAR,BOS,0,4,,0
1995,NHL,HAR,MTL,2,4,0.0,
2007,NHL,SJS,CBS,3,1,,0
2005,NHL,OTT,LAK,1,0,,0
2001,NHL,NYI,CAL,1,1,0.0,0
2008,NHL,VAN,TBL,1,0,,0
1993,NHL,QUE,NYR,0,4,0.0,
1999,NHL,CAR,LAK,1,0,0.0,0
2009,NHL,CBS,PHI,0,1,,0
2000,NHL,DAL,CBS,3,1,0.0,0
2011,NHL,BUF,CAL,1,0,,0
1983,NHL,TOR,LAK,2,0,1.0,
1995,NHL,LAK,HAR,0,2,0.0,
1972,NHL,CLF,LAK,2,4,0.0,
2000,NHL,PIT,CAR,1,3,0.0,0
1981,NHL,WAS,PHI,4,3,1.0,
1929,NHL,NYA,MTM,0,5,1.0,
1980,NHL,BUF,QUE,3,0,1.0,
1982,NHL,MNS,PHI,1,1,1.0,
1998,NHL,PIT,NJD,1,4,0.0,
1989,NHL,NYI,VAN,2,1,0.0,
2003,NHL,STL,OTT,0,1,0.0,0
1998,NHL,CHI,SJS,1,2,1.0,
2010,NHL,SJS,STL,3,1,,0
1997,NHL,STL,FLO,2,0,0.0,
1999,NHL,COL,PHO,2,2,0.0,0
1998,NHL,NAS,DET,1,5,0.0,
1994,NHL,TBL,NYR,0,3,1.0,
1962,NHL,MTL,CHI,4,3,7.0,
1996,NHL,NYR,ANA,1,1,0.0,
2006,NHL,LAK,WAS,0,0,,1
1927,NHL,BOS,DTC,4,2,0.0,
1968,NHL,LAK,PHI,3,4,1.0,
1986,NHL,NJD,HAR,1,1,1.0,
1997,NHL,BUF,VAN,2,0,0.0,
1982,NHL,BOS,MNS,3,0,0.0,
1995,NHL,LAK,OTT,1,1,0.0,
1993,NHL,DET,OTT,1,1,0.0,
1980,NHL,BOS,PIT,3,0,1.0,
1992,NHL,TOR,NYI,1,1,0.0,
1909,NHA,COB,LES,2,0,0.0,
1913,NHA,TBS,TOO,4,0,0.0,
2006,NHL,DAL,COL,4,0,,0
2008,NHL,VAN,STL,2,2,,0
1960,NHL,TOR,CHI,7,5,2.0,
2006,NHL,FLO,VAN,0,0,,1
2002,NHL,ANA,VAN,1,1,2.0,0
1992,NHL,WIN,CHI,1,2,0.0,
1991,NHL,CAL,WAS,0,2,1.0,
1985,NHL,VAN,LAK,5,1,2.0,
1997,NHL,SJS,MTL,0,1,1.0,
1977,NHL,DET,TOR,1,2,2.0,
1996,NHL,EDM,OTT,2,0,0.0,
1991,NHL,CAL,MTL,1,1,1.0,
1999,NHL,PHO,MTL,0,1,0.0,0
1994,NHL,PIT,WAS,2,2,0.0,
1972,NHL,NYI,STL,1,3,1.0,
2011,NHL,VAN,NYI,1,0,,0
1984,NHL,PIT,NYR,3,4,0.0,
1973,NHL,NYI,VAN,2,1,3.0,
2008,NHL,CAR,BUF,2,2,,0
1995,NHL,SJS,EDM,1,3,1.0,
1995,NHL,PIT,LAK,0,2,0.0,
2008,NHL,FLO,NYR,3,0,,1
1919,NHL,TRS,OTS,3,5,0.0,
1989,NHL,BUF,BOS,3,4,1.0,
1998,NHL,PIT,BUF,1,2,1.0,
2006,NHL,NJD,AND,0,1,,0
1996,NHL,PIT,OTT,4,1,1.0,
1996,NHL,PHI,DAL,1,0,1.0,
2006,NHL,BOS,EDM,1,0,,0
2005,NHL,CHI,NYR,1,0,,0
1999,NHL,DAL,ATL,2,0,0.0,0
1983,NHL,BUF,EDM,1,2,0.0,
1992,NHL,EDM,MTL,0,2,0.0,
1984,NHL,DET,CHI,3,3,2.0,
1987,NHL,BUF,MTL,3,3,2.0,
1974,NHL,STL,MNS,5,1,0.0,
1955,NHL,TOR,NYR,5,9,0.0,
2010,NHL,CBS,CAR,1,0,,0
1997,NHL,DAL,SJS,2,2,0.0,
2009,NHL,DET,VAN,3,1,,0
1922,NHL,TRS,HAM,6,2,0.0,
2005,NHL,NAS,CHI,6,2,,0
1997,NHL,CHI,DAL,0,4,1.0,
2007,NHL,VAN,WAS,1,0,,0
2006,NHL,CAR,NYR,1,2,,1
2011,NHL,WPG,COL,2,0,,0
2011,NHL,PHO,MTL,0,0,,1
1994,NHL,FLO,PHI,1,2,1.0,
2008,NHL,COL,NYR,0,1,,0
1976,NHL,NYI,BUF,3,1,1.0,
1991,NHL,BOS,CHI,1,2,0.0,
1990,NHL,NYI,VAN,0,2,1.0,
2006,NHL,PHO,LAK,4,3,,1
1984,NHL,CAL,DET,2,1,0.0,
2003,NHL,TOR,NYR,4,0,0.0,0
2008,NHL,BUF,ATL,0,0,,4
1996,NHL,DAL,MTL,1,1,0.0,
1993,NHL,TOR,OTT,2,0,0.0,
1999,NHL,NYR,BOS,1,2,1.0,0
2000,NHL,DAL,BUF,1,0,1.0,0
1991,NHL,NYR,LAK,2,1,0.0,
2008,NHL,VAN,TOR,2,0,,0
1996,NHL,NYR,PHO,2,0,0.0,
1994,NHL,CHI,TOR,1,2,2.0,
2008,NHL,NAS,OTT,0,1,,0
1943,NHL,CHI,NYR,7,1,2.0,
2003,NHL,ATL,NAS,1,0,0.0,0
1973,WHA,LAS,QUN,2,4,0.0,
2002,NHL,NYR,PHO,1,0,0.0,0
1975,WHA,EDO,DOT,0,1,0.0,
1979,NHL,LAK,TOR,3,0,1.0,
2002,NHL,MIN,PIT,0,0,1.0,0
1998,NHL,DAL,CHI,2,1,1.0,
2000,NHL,COL,BOS,2,0,0.0,0
2002,NHL,CBS,CAL,3,0,0.0,1
2008,NHL,NYR,WAS,1,2,,1
1985,NHL,PHI,PIT,6,0,1.0,
2010,NHL,CAR,CHI,0,1,,0
1970,NHL,PIT,NYR,0,5,1.0,
2001,NHL,TOR,ATL,2,2,0.0,0
1984,NHL,HAR,BUF,0,5,3.0,
1987,NHL,NYI,DET,1,2,0.0,
1993,NHL,OTT,TBL,0,4,0.0,
1983,NHL,NYR,NJD,5,1,1.0,
1990,NHL,CHI,PIT,3,0,0.0,
1927,NHL,MTM,MTL,2,2,2.0,
1927,NHL,DTC,TOR,2,2,0.0,
2002,NHL,TBL,CAL,0,1,0.0,0
1979,NHL,ATF,MTL,0,3,1.0,
1983,NHL,BOS,VAN,2,0,1.0,
1995,NHL,OTT,WIN,0,2,0.0,
1995,NHL,PIT,NJD,2,1,1.0,
1984,NHL,BOS,VAN,2,1,0.0,
1983,NHL,MNS,CAL,1,2,0.0,
2009,NHL,LAK,NJD,1,0,,0
2002,NHL,NJD,LAK,0,0,0.0,1
1958,NHL,NYR,BOS,5,6,3.0,
1980,NHL,VAN,EDM,2,2,0.0,
1980,NHL,DET,PHI,1,3,0.0,
1997,NHL,LAK,TBL,2,0,0.0,
1999,NHL,COL,CAL,6,0,0.0,0
1998,NHL,DAL,CAL,2,1,1.0,
2003,NHL,SJS,CAL,2,2,0.0,0
2003,NHL,MTL,LAK,1,0,0.0,0
2008,NHL,PHI,COL,1,1,,0
1999,NHL,NAS,NYR,0,1,0.0,0
1922,PCHA,SEA,CAT,2,0,0.0,
1973,NHL,VAN,NYI,1,2,3.0,
2010,NHL,MIN,PHI,0,1,,0
1975,NHL,DET,LAK,2,3,1.0,
1998,NHL,NYI,PIT,3,2,0.0,
1974,NHL,TOR,MNS,3,1,0.0,
1996,NHL,MTL,PHO,0,1,1.0,
1991,NHL,BOS,SJS,2,0,0.0,
1985,NHL,CHI,BOS,2,1,0.0,
1997,NHL,NYI,TBL,5,0,0.0,
2001,NHL,TBL,ANA,2,0,0.0,0
1972,NHL,CLF,NYI,1,4,0.0,
1986,NHL,PIT,CAL,1,2,0.0,
1999,NHL,CAR,PHI,2,2,0.0,0
2011,NHL,MTL,PIT,1,1,,2
1979,NHL,NYI,MTL,3,0,1.0,
1982,NHL,PIT,BOS,1,2,0.0,
1979,NHL,PIT,MTL,1,2,1.0,
2001,NHL,ATL,BOS,1,2,0.0,1
1972,NHL,VAN,BUF,2,3,0.0,
2011,NHL,WAS,PHO,1,0,,0
1996,NHL,SJS,PHI,0,1,1.0,
1989,NHL,HAR,TOR,1,1,1.0,
1961,NHL,TOR,NYR,9,4,1.0,
2003,NHL,CHI,BUF,0,1,0.0,0
1997,NHL,LAK,PIT,0,1,1.0,
1977,NHL,CLE,STL,1,2,1.0,
1993,NHL,LAK,DET,1,2,1.0,
1975,NHL,STL,MNS,4,2,0.0,
1978,NHL,BUF,VAN,3,1,1.0,
2006,NHL,CAR,ATL,4,3,,1
2008,NHL,MIN,LAK,0,3,,1
1991,NHL,WIN,WAS,2,0,1.0,
1989,NHL,MTL,WIN,1,1,1.0,
2000,NHL,DAL,NYR,2,0,0.0,0
1914,NHA,TOO,OT1,1,3,0.0,
2010,NHL,PHI,FLO,3,1,,0
1987,NHL,PHI,WAS,2,4,1.0,
1997,NHL,PHO,PIT,1,0,1.0,
1980,NHL,CAL,HAR,3,1,0.0,
1996,NHL,STL,OTT,1,0,1.0,
2011,NHL,COL,NAS,0,3,,1
1997,NHL,LAK,COL,4,1,0.0,
2002,NHL,CBS,BUF,1,1,0.0,0
1991,NHL,CHI,TOR,6,1,1.0,
1975,NHL,NYI,MNS,4,1,0.0,
1958,NHL,CHI,BOS,7,6,1.0,
1992,NHL,TOR,LAK,2,1,1.0,
1996,NHL,TOR,STL,3,3,0.0,
1981,NHL,CHI,CAL,2,0,1.0,
1991,NHL,MTL,STL,1,0,2.0,
1996,NHL,ANA,LAK,3,1,1.0,
1998,NHL,PIT,CAL,2,0,0.0,
1946,NHL,NYR,CHI,8,4,0.0,
1987,NHL,MTL,BUF,3,3,2.0,
2011,NHL,EDM,CHI,3,1,,0
2007,NHL,TBL,TOR,2,1,,1
2000,NHL,SJS,ANA,4,1,0.0,0
2011,NHL,NAS,STL,4,1,,1
2009,NHL,STL,NAS,1,4,,1
1993,NHL,EDM,NYR,0,1,1.0,
1987,NHL,NYI,CHI,0,1,2.0,
2009,NHL,NAS,DET,2,2,,2
1965,NHL,DET,MTL,4,7,3.0,
1999,NHL,MTL,CAL,1,0,1.0,0
1999,NHL,TBL,FLO,0,4,1.0,0
1991,NHL,NJD,SJS,2,1,0.0,
1990,NHL,NYI,DET,0,2,1.0,
1988,NHL,QUE,WIN,2,1,0.0,
1992,NHL,NJD,WIN,0,1,1.0,
1989,NHL,WIN,WAS,3,0,0.0,
1989,NHL,PHI,HAR,1,2,0.0,
1972,WHA,ALB,NRA,3,3,0.0,
1978,NHL,CHI,BOS,1,3,1.0,
2008,NHL,MIN,DET,1,2,,1
1989,NHL,LAK,MTL,1,1,1.0,
1998,NHL,VAN,CAR,1,1,0.0,
1995,NHL,MTL,BUF,2,3,0.0,
2002,NHL,WAS,ATL,3,1,1.0,0
1996,NHL,PHI,COL,1,0,1.0,
2009,NHL,MIN,LAK,2,2,,0
1985,NHL,WIN,QUE,2,1,0.0,
2011,NHL,COL,DAL,2,1,,1
1934,NHL,BOS,DET,5,0,1.0,
1999,NHL,EDM,TBL,2,0,0.0,0
1967,NHL,TOR,BOS,5,2,3.0,
1998,NHL,LAK,EDM,3,0,1.0,
2006,NHL,CAL,COL,3,5,,0
1975,NHL,CHI,PHI,1,2,2.0,
1985,NHL,PIT,MTL,0,2,1.0,
1978,NHL,PHI,COR,3,0,1.0,
1937,NHL,CHI,BOS,2,6,0.0,
