name,id,award,year,lgid,note
"Джон А. ""Снюкс"" Келли",,Пэтрик,1971,NHL,
Джек Паркер,,Пэтрик,2009,NHL,
Боб Флеминг,,Пэтрик,1994,NHL,
Джек Адамс,adamsja01,Пэтрик,1965,NHL,
Арт Берглунд,,Пэтрик,1991,NHL,
Джон Макиннес,,Пэтрик,1985,NHL,
Гэри Беттман,,Пэтрик,2000,NHL,
Майк Эмерик,,Пэтрик,2003,NHL,
Эмиль Фрэнсис,francem01,Пэтрик,1981,NHL,
Гарри Синден,sindeha01c,Пэтрик,1998,NHL,
Чарльз Адамс,adamsch01h,Пэтрик,1966,NHL,похищенный после смерти
Реймонд Борк,bourqra01,Пэтрик,2002,NHL,
Джордж Ганд,,Пэтрик,1995,NHL,
Джо Маллен,mullejo01,Пэтрик,1994,NHL,
Стан Микита,mikitst01,Пэтрик,1975,NHL,
Камми Гранато,,Пэтрик,2006,NHL,
Джеймс Д. Норрис,norrija03h,Пэтрик,1971,NHL,похищенный после смерти
Рей Мирон,,Пэтрик,2003,NHL,
Бобби Кларк,clarkbo01,Пэтрик,1979,NHL,
Стив Йзерман,yzermst01,Пэтрик,2005,NHL,
Уильям Дженнингс,jenniwi01h,Пэтрик,1970,NHL,
Джон Букик,bucykjo01,Пэтрик,1976,NHL,
Лу Вайро,,Пэтрик,1999,NHL,
Артур Вирц,wirtzar01h,Пэтрик,1984,NHL,
Уэйн Гретцки,gretzwa01,Пэтрик,1993,NHL,
Боб Джонсон,johnsbo02c,Пэтрик,1987,NHL,
Нил Бротен,brotene01,Пэтрик,1997,NHL,
Фил Эспосито,esposph01,Пэтрик,1977,NHL,
Джордж Лидер,,Пэтрик,1975,NHL,
Глен Сономор,sonmogl01,Пэтрик,2005,NHL,
Билл Клири,,Пэтрик,1996,NHL,
Буд Поил,poilebu01,Пэтрик,1988,NHL,
Горди Хоу,howego01,Пэтрик,1966,NHL,
Скоти Боумен,bowmasc01c,Пэтрик,2000,NHL,
Стэн Фишлер,,Пэтрик,2006,NHL,
Пэт Лафонтайн,lafonpa01,Пэтрик,1996,NHL,
Дональд Кларк,,Пэтрик,1974,NHL,
Тони Росси,,Пэтрик,2010,NHL,
Кейт Аллен,allenke01,Пэтрик,1987,NHL,
Брайан Бёрк,,Пэтрик,2007,NHL,
Брюс Макналл,,Пэтрик,1992,NHL,
Фред Кусик,,Пэтрик,1987,NHL,
Джим Хендри,hendyji01h,Пэтрик,1969,NHL,похищенный после смерти
1960 года олимпийская сборная США по хоккею с шайбой,,Пэтрик,2001,NHL,
Бобби Хэлл,hullbo01,Пэтрик,1968,NHL,
Клэрнс Кэмпбелл,campbcl01h,Пэтрик,1971,NHL,
Арт Росс,rossar01,Пэтрик,1983,NHL,похищенный после смерти
Ларри Плю,pleaula01,Пэтрик,2001,NHL,
Джон Мариуччи,mariujo01,Пэтрик,1976,NHL,
Алекса Делевео,delveal01,Пэтрик,1973,NHL,
Сборная США по хоккею среди женщин на Олимпийских играх 1998,,Пэтрик,1998,NHL,
Марсель Дион,dionnma01,Пэтрик,2005,NHL,
Лу Нанн,nannelo01,Пэтрик,1988,NHL,
Макс МакНаб,mcnabma01,Пэтрик,1997,NHL,
Марк Мессье,messima01,Пэтрик,2008,NHL,
Тед Линздейл,lindste01,Пэтрик,2007,NHL,
Джим Деваллоно,,Пэтрик,2008,NHL,
Кэм Нилли,neelyca01,Пэтрик,2009,NHL,
Роберт Ридер,,Пэтрик,1993,NHL,
Ред Дэттон,duttore01,Пэтрик,1992,NHL,
Гил Штайн,,Пэтрик,1992,NHL,
Джон Маясич,,Пэтрик,1997,NHL,
Дэвид Поил,,Пэтрик,2000,NHL,
Сайрмур Х. Кнокс III,,Пэтрик,1996,NHL,похищенный после смерти
Том Фицджеральд,,Пэтрик,1977,NHL,
Линн Патрик,patrily01,Пэтрик,1988,NHL,похищенный после смерти
Мильт Шмидт,schmimi01,Пэтрик,1995,NHL,
Джон Б. Солленбергер,,Пэтрик,1970,NHL,похищенный после смерти
Эд Джеремия,jeremed01,Пэтрик,1968,NHL,похищенный после смерти
Чарльз Л. Кроват,,Пэтрик,1973,NHL,похищенный после смерти
Мюре Армстронг,armstmu01,Пэтрик,1976,NHL,
Лейн Циглерский,,Пэтрик,1989,NHL,
Марк Джонсон,johnsma02,Пэтрик,2010,NHL,
Дэйв Эндрюс,,Пэтрик,2009,NHL,
Томас Локхарт,lockhth01h,Пэтрик,1967,NHL,
Уилли О'Ри,oreewi01,Пэтрик,2002,NHL,
Джеймс Норрис,norrija02h,Пэтрик,1966,NHL,похищенный после смерти
Марио Лемьё,lemiema01,Пэтрик,1999,NHL,
