year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1982,NHL,NYR,9,5,4,0,33,37,171,2,9,47,3,10,40,1
1986,NHL,WAS,7,3,4,0,19,19,199,0,2,36,0,4,30,0
1985,NHL,STL,19,10,9,0,64,70,579,0,13,91,3,26,96,3
2009,NHL,NAS,6,2,4,0,15,17,52,4,1,27,1,4,23,1
2008,NHL,NYR,7,3,4,0,11,19,120,2,4,31,1,6,33,0
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
1975,NHL,LAK,9,5,4,0,17,27,151,2,5,41,2,11,43,0
1981,NHL,NYI,19,15,4,0,85,52,458,0,23,77,0,16,84,4
1923,WCHL,CAT,5,3,1,1,14,9,,,,,,,,
1927,NHL,PIP,2,1,1,0,4,6,12,,,,,,,
1977,NHL,MTL,15,12,3,0,58,29,213,2,14,57,0,6,55,2
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
1959,NHL,DET,6,2,4,0,16,20,45,,,,,,,
1984,NHL,WAS,5,2,3,0,12,14,90,0,4,28,0,3,17,0
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
1993,NHL,STL,4,0,4,0,10,16,81,0,3,20,0,6,23,1
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1985,NHL,MTL,20,15,5,0,56,41,689,6,17,93,3,10,82,4
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1977,NHL,CHI,4,0,4,0,9,19,33,0,4,15,0,4,9,0
1983,NHL,STL,11,6,5,0,30,31,241,4,8,42,3,8,49,3
1994,NHL,TOR,7,3,4,0,20,22,89,0,7,36,1,2,27,0
1939,NHL,BOS,6,2,4,0,9,15,22,,,,,,,
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
1949,NHL,MTL,5,1,4,0,7,15,77,,,,,,,
1936,NHL,DET,10,6,4,0,22,16,57,,,,,,,
1974,NHL,LAK,3,1,2,0,6,7,82,0,2,9,0,0,9,0
1939,NHL,NYR,12,8,4,0,29,20,137,,,,,,,
1928,NHL,DTC,2,0,2,0,2,7,24,,,,,,,
2002,NHL,STL,7,3,4,0,21,17,137,4,10,48,1,7,47,0
1979,NHL,ATF,4,1,3,0,8,14,68,0,4,20,1,3,18,0
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
1948,NHL,MTL,7,3,4,0,14,17,103,,,,,,,
1989,NHL,WAS,15,8,7,0,49,48,480,0,13,71,3,13,79,3
1931,NHL,MTM,4,1,1,2,6,5,24,,,,,,,
1990,NHL,DET,7,3,4,0,20,24,272,2,4,33,0,3,39,1
2010,NHL,NAS,12,6,6,0,33,34,121,0,7,48,2,12,40,2
1972,NHL,NYR,10,5,5,0,33,26,98,,5,,1,5,,0
1944,NHL,BOS,7,3,4,0,22,22,30,,,,,,,
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
2007,NHL,OTT,4,0,4,0,5,16,85,0,1,13,0,6,23,0
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
1961,NHL,CHI,12,6,6,0,34,31,191,,,,,,,
1989,NHL,TOR,5,1,4,0,16,20,257,0,4,28,1,8,28,1
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
2000,NHL,TOR,11,7,4,0,28,24,146,2,9,39,0,6,48,1
1991,NHL,HAR,7,3,4,0,18,21,147,0,6,40,1,8,41,2
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1998,NHL,ANA,4,0,4,0,6,17,80,0,4,20,0,7,23,0
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
1992,NHL,CAL,6,2,4,0,28,33,213,0,9,40,1,5,40,3
1929,NHL,MTM,4,1,3,0,5,11,56,,,,,,,
1918,PCHA,VML,2,1,1,0,5,7,,,,,,,,
2009,NHL,NJD,5,1,4,0,9,15,92,4,4,32,0,8,29,1
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
2008,NHL,PHI,6,2,4,0,16,18,116,0,4,30,0,4,32,1
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1978,WHA,WIJ,10,8,2,0,51,38,,,,,,,,
2003,NHL,MTL,11,4,7,0,24,28,148,0,5,40,1,5,42,0
1975,NHL,PIT,3,1,2,0,3,8,25,0,1,13,0,2,9,0
1919,PCHA,SEA,2,1,1,0,7,3,,,,,,,,
2010,NHL,AND,6,2,4,0,20,22,109,0,8,22,0,6,27,1
1988,NHL,CHI,16,9,7,0,52,45,484,6,16,90,,15,99,7
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
2007,NHL,NYR,10,5,5,0,31,27,150,4,7,42,0,10,48,1
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
2010,NHL,MTL,7,3,4,0,17,17,54,4,6,27,0,0,21,1
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
1984,NHL,PHI,19,12,7,0,61,54,563,2,19,103,2,17,83,4
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
1976,NHL,TOR,9,4,5,0,31,29,115,0,14,43,1,8,28,0
1999,NHL,TOR,12,6,6,0,26,26,154,0,2,43,1,7,47,1
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
1972,NHL,BUF,6,2,4,0,16,21,59,,4,,0,4,,0
1975,NHL,NYI,13,7,6,0,43,39,247,0,9,49,2,7,60,1
2001,NHL,NJD,6,2,4,0,11,9,52,2,6,28,0,4,21,1
1996,NHL,EDM,12,5,7,0,32,37,204,0,8,55,1,10,61,3
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
2007,NHL,CAL,7,3,4,0,17,19,70,2,6,22,0,6,31,0
1919,PCHA,VML,2,1,1,0,3,7,,,,,,,,
2010,NHL,LAK,6,2,4,0,20,20,85,0,5,24,0,2,23,0
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
2000,NHL,STL,15,9,6,0,40,34,183,0,9,62,1,8,64,3
1978,NHL,VAN,3,1,2,0,9,15,47,0,2,19,0,4,11,0
2003,NHL,COL,11,6,5,0,26,24,154,4,9,48,0,9,47,2
1927,NHL,MTL,2,0,1,1,2,3,35,,,,,,,
2010,NHL,BUF,7,3,4,0,18,22,109,2,7,31,0,5,35,0
2008,NHL,WAS,14,7,7,0,41,38,162,0,11,52,0,13,65,2
1987,NHL,LAK,5,1,4,0,18,30,178,4,8,38,,8,34,0
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
2006,NHL,ATL,4,0,4,0,6,17,115,2,1,17,0,5,24,0
2009,NHL,OTT,6,2,4,0,19,24,123,6,7,22,1,7,28,0
1997,NHL,DAL,17,10,7,0,36,32,300,4,10,100,2,11,93,1
1971,NHL,BOS,15,12,3,0,64,34,389,,18,,1,11,,5
1916,NHA,OT1,2,1,1,0,6,7,,,,,,,,
1923,WCHL,REG,2,0,1,1,2,4,,,,,,,,
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1941,NHL,NYR,6,2,4,0,12,13,60,,,,,,,
1984,NHL,QUE,18,9,9,0,58,63,533,6,16,87,3,18,90,2
1989,NHL,CAL,6,2,4,0,24,29,149,6,2,33,1,10,46,2
1989,NHL,NYR,10,5,5,0,37,35,291,2,15,63,2,11,54,4
2010,NHL,DET,11,7,4,0,36,28,125,0,8,43,0,11,46,0
1986,NHL,NYI,14,7,7,0,35,42,293,0,11,50,2,9,58,0
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
1998,NHL,TOR,17,9,8,0,43,46,252,0,12,87,3,13,71,0
1992,NHL,DET,7,3,4,0,30,24,163,2,10,30,0,4,34,4
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
1948,NHL,DET,11,4,7,0,22,26,164,,,,,,,
1973,NHL,PHI,17,12,5,0,54,36,578,,14,,1,9,,2
1961,NHL,NYR,6,2,4,0,15,22,46,,,,,,,
1955,NHL,NYR,5,1,4,0,9,24,62,,,,,,,
1980,NHL,BUF,8,4,4,0,30,30,175,0,10,27,1,5,28,0
1993,NHL,CHI,6,2,4,0,10,15,121,2,4,29,1,9,32,0
1929,NHL,MTL,6,5,0,1,14,6,100,,,,,,,
1980,NHL,VAN,3,0,3,0,7,13,77,0,1,12,0,4,11,0
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1999,NHL,PIT,11,6,5,0,31,23,173,4,8,56,1,7,45,0
1997,NHL,SJS,6,2,4,0,12,16,152,0,6,36,1,7,38,0
1996,NHL,NYR,15,9,6,0,36,35,218,2,10,64,1,14,68,1
1983,NHL,QUE,9,5,4,0,26,25,344,2,4,35,1,3,43,2
2006,NHL,CAL,6,2,4,0,10,18,117,0,6,34,2,5,38,1
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
2011,NHL,PHO,16,9,7,0,37,35,224,0,7,50,1,6,65,0
1984,NHL,BOS,5,2,3,0,17,19,97,0,1,15,0,5,21,0
1974,NHL,BOS,3,1,2,0,15,12,47,0,2,14,0,4,14,1
1993,NHL,VAN,24,15,9,0,76,61,436,0,19,116,2,20,114,2
1998,NHL,PHI,6,2,4,0,11,9,82,0,3,27,0,5,34,0
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
1995,NHL,CHI,10,6,4,0,30,28,180,2,7,46,0,5,53,0
1963,NHL,DET,14,7,7,0,41,40,211,,,,,,,
1936,NHL,MTL,5,2,3,0,8,13,15,,,,,,,
2000,NHL,BUF,13,7,6,0,38,30,138,2,10,51,1,8,44,2
1971,NHL,STL,11,4,7,0,27,47,232,,8,,1,14,,0
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
2008,NHL,AND,13,7,6,0,35,32,220,6,13,50,0,11,55,0
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1972,NHL,CHI,16,10,6,0,60,53,155,,14,,1,9,,3
1926,NHL,OTS,6,3,0,3,12,4,85,,,,,,,
1973,WHA,HOU,14,12,2,0,71,35,,,,,,,,
1995,NHL,MTL,6,2,4,0,17,19,72,2,3,31,1,8,31,2
1978,WHA,CIN,3,1,2,0,10,10,,,,,,,,
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1979,NHL,BUF,14,9,5,0,48,36,237,6,17,61,3,9,55,1
2005,NHL,PHI,6,2,4,0,14,27,129,4,3,29,2,7,41,1
1945,NHL,MTL,9,8,1,0,45,20,91,,,,,,,
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
1978,WHA,EDO,13,6,7,0,61,50,,,,,,,,
1986,NHL,WIN,10,4,6,0,31,32,289,2,9,42,1,8,47,2
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1975,WHA,CLC,3,0,3,0,6,14,,,,,,,,
2000,NHL,NJD,25,15,10,0,69,52,334,2,16,101,2,17,104,3
1982,NHL,QUE,4,1,3,0,8,11,117,0,2,12,0,3,24,1
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
2007,NHL,NAS,6,2,4,0,12,17,68,2,2,23,1,3,26,0
1979,NHL,BOS,10,4,6,0,35,33,346,0,6,37,1,8,33,2
1976,NHL,CHI,2,0,2,0,3,7,19,0,3,7,0,1,7,0
1986,NHL,STL,6,2,4,0,12,15,182,2,5,30,0,2,28,0
1981,NHL,EDM,5,2,3,0,23,27,178,2,3,18,0,9,26,3
1999,NHL,DET,9,5,4,0,23,19,132,0,10,43,0,5,49,1
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
2002,NHL,DET,4,0,4,0,6,10,36,2,2,14,0,0,14,0
2007,NHL,MTL,12,5,7,0,33,35,133,2,8,55,2,7,44,1
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
2000,NHL,DAL,10,4,6,0,22,26,116,2,5,43,1,6,47,0
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
1994,NHL,QUE,6,2,4,0,19,25,89,2,2,25,1,7,29,2
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
2003,NHL,STL,5,1,4,0,9,12,68,0,1,22,1,3,31,2
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
1946,NHL,MTL,11,6,5,0,29,23,171,,,,,,,
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1987,NHL,CHI,5,1,4,0,17,21,188,0,8,29,,10,38,1
2009,NHL,VAN,12,6,6,0,43,41,175,6,11,50,2,17,54,0
1999,NHL,NJD,23,16,7,0,61,39,192,6,12,70,1,5,67,4
1989,NHL,CHI,20,10,10,0,69,65,532,6,18,109,1,22,109,5
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
1987,NHL,NJD,20,11,9,0,67,71,871,10,23,117,,22,128,4
2007,NHL,DET,22,16,6,0,72,41,243,4,20,106,0,14,98,6
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
1988,NHL,PIT,11,7,4,0,43,42,452,2,16,70,,17,69,1
1974,NHL,TOR,7,2,5,0,13,21,108,0,4,36,0,5,20,0
1980,NHL,MTL,3,0,3,0,6,15,62,0,2,17,0,1,12,0
1997,NHL,MTL,10,4,6,0,28,32,148,0,6,50,3,9,58,0
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1954,NHL,MTL,12,7,5,0,36,36,174,,,,,,,
1978,NHL,BOS,11,7,4,0,36,32,131,4,6,25,0,8,32,1
1991,NHL,VAN,13,6,7,0,44,35,243,0,10,70,1,11,63,1
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1983,NHL,WAS,8,4,4,0,28,25,161,2,10,38,1,5,25,0
1981,NHL,CAL,3,0,3,0,5,10,112,2,2,12,0,2,10,0
1953,NHL,TOR,5,1,4,0,8,15,57,,,,,,,
1973,NHL,LAK,5,1,4,0,7,10,109,,2,,0,1,,0
1974,WHA,MFS,12,6,6,0,44,42,,,,,,,,
1973,NHL,NYR,13,7,6,0,38,39,245,,7,,1,8,,0
1961,NHL,TOR,12,8,4,0,40,30,178,,,,,,,
1942,NHL,DET,10,8,2,0,36,22,87,,,,,,,
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
2009,NHL,BUF,6,2,4,0,15,16,114,2,0,19,0,6,22,0
1996,NHL,MTL,5,1,4,0,11,22,105,0,0,16,3,9,28,2
1988,NHL,HAR,4,0,4,0,11,18,111,0,1,15,,4,18,1
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1950,NHL,MTL,11,5,6,0,23,25,86,,,,,,,
2003,NHL,NYI,5,1,4,0,5,12,50,4,2,16,1,2,23,0
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
1933,NHL,MTL,2,0,1,1,3,4,8,,,,,,,
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
1975,WHA,QUN,5,1,4,0,15,23,,,,,,,,
2003,NHL,PHI,18,11,7,0,50,43,272,8,8,61,0,14,71,3
1976,NHL,PHI,10,4,6,0,27,32,199,4,7,28,1,11,43,1
1975,WHA,EDO,4,0,4,0,11,22,,,,,,,,
1937,NHL,CHI,10,7,3,0,26,21,66,,,,,,,
1975,NHL,STL,3,1,2,0,8,7,54,0,2,14,1,0,13,1
1943,NHL,CHI,9,4,5,0,25,24,60,,,,,,,
1940,NHL,MTL,3,1,2,0,7,8,34,,,,,,,
1985,NHL,NYI,3,0,3,0,4,11,84,0,1,11,0,3,13,0
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
1982,NHL,WAS,4,1,3,0,11,19,98,0,1,24,0,3,18,0
1917,PCHA,VML,2,1,0,1,3,2,,,,,,,,
1947,NHL,DET,10,4,6,0,24,30,116,,,,,,,
2005,NHL,NYR,4,0,4,0,4,17,71,2,2,21,3,8,27,0
1999,NHL,EDM,5,1,4,0,11,14,84,0,3,25,0,2,26,1
1917,NHL,MTL,2,1,1,0,7,10,59,,,,,,,
1938,NHL,BOS,12,8,4,0,26,18,98,,,,,,,
1982,NHL,CAL,9,4,5,0,30,49,317,2,9,45,5,8,43,2
1929,NHL,CHI,2,0,1,1,2,3,50,,,,,,,
1974,WHA,HOU,13,12,1,0,61,26,,,,,,,,
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
1976,NHL,ATF,3,1,2,0,7,11,96,0,2,11,0,3,14,1
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
1933,NHL,CHI,8,6,1,1,19,12,51,,,,,,,
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
1953,NHL,MTL,11,7,4,0,28,18,160,,,,,,,
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
1997,NHL,PHO,6,2,4,0,18,24,127,0,6,33,0,7,42,2
2001,NHL,LAK,7,3,4,0,13,16,72,2,1,17,0,2,26,0
1975,NHL,BUF,9,4,5,0,25,29,162,0,2,42,1,7,41,1
1991,NHL,CHI,18,12,6,0,65,48,340,4,18,108,2,13,90,1
1941,NHL,TOR,13,8,5,0,38,31,117,,,,,,,
1998,NHL,SJS,6,2,4,0,17,19,102,0,7,41,1,7,42,2
2002,NHL,BOS,5,1,4,0,8,13,70,0,3,18,0,3,22,0
1979,NHL,HAR,3,0,3,0,8,18,22,0,0,7,0,2,10,1
