schoolid,schoolname,schoolcity,schoolstate,schoolnick
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Крысы
coastcar,Прибрежный университет Каролины,Конвей,ПК,Шантажисты
casewestrn,Университет западной резервной системы,Кливленд,Ооо.,Спартанцы
manchester,Манчестерский колледж,Северный Манчестер,ВНУТРЕННИЕ,Спартанцы
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,Зарядные устройства
oralrob,Оральный университет Робертса,Талса,Хорошо.,Золотые орехи
stjosephin,Колледж Святого Иосифа,Ренсалаер,ВНУТРЕННИЕ,Пума
movalley,Колледж долины Миссури,Маршалл,МО,Викинги
butler,Батлерский университет,Индианаполис,ВНУТРЕННИЕ,Бульдоги
tarletonst,Тарлтонский государственный университет,Стивенвилль,TX,Техасцы
sterlingks,Стерлингский университет,Стерлинг,KS,Воины
ncentralil,Северный центральный колледж,Напервиль,Ил,Кардиналы
olivetmi,Колледж Оливета,Оливет,МИ,Кометы
catawba,Колледж Катавба,Солсбери,НС,Индейцы
nyoneonta,Колледж Государственного университета в Одинонте,Одинонта,Нью-Йорк,Красные драконы
blackbrnil,Колледж Блэкберн,Карлинвилль,Ил,Бэтлин Биверс
arkmont,Университет Арканзаса-Монтичелло,Монтичелло,ОАР,Болл Уитвилз
duke,Университет Дюка,Дурхем,НС,Голубые дьяволы
pfeiffer,Пфайферский университет,Мисенхаймер,НС,Соколы
uofsouth,Южноамериканский университет,Севани,TN,Тигры
drexel,Университет Дрекселя,Филадельфия,ПА,Драконы
ohwesleyan,Университет Огайо Уэслиана,Делавэр,Ооо.,Бродячие епископы
mrningside,Утренний колледж,Город Сиу,IA,Мустанги
sonomast,Государственный университет Сономы,Ронерт Парк,КА,Морские волки
macollege,Массачусетский колледж либерального искусства,Северный Адамс,МЭТ,Трубопроводы
wminsterpa,Вестминстерский колледж,Новый Уилмингтон,ПА,Титаны
uconn,Университет Коннектикута,Шторры,КТ,Хаски
rutgers,Университет Рутгерса,Нью-Брансуик,NJ,Скарлет рыцари
arkansaslr,Университет Арканзаса в Литтл-Рок,Маленький камень,ОАР,Троянцы
txchrist,Техасский христианский университет,Жилье стоит,TX,Рыжие лягушатники
ncolorado,Университет Северного Колорадо,Грили,CO,Медведи
norleans,Университет Нового Орлеана,Новый Орлеан,Лос-Анджелес,Частные лица
mryvilletn,Мэривильский колледж,Мэривилль,TN,Борьба со шотландцами
latech,Технологический университет Луизианы,Рустон,Лос-Анджелес,Бульдоги
upperiowa,Верхний университет Айовы,Фейетт,IA,Павлины
ccri,Общинный колледж Род-Айленда,Уорвик,РИ,Рыцари
ric,Колледж Род-Айленда,Провидение,РИ,Анкормены
coppinst,Копинский государственный колледж,Балтимор,MD,Орлы
loyolano,Новый Орлеанский университет Лойола,Новый Орлеан,Лос-Анджелес,Вольфпак
grossmont,Колледж Гросмонта,Эль-Каджон,КА,
jksonvilst,Джексонвильский государственный университет,Джексонвилль,AL,Игровые петухи
genevapa,Женевский колледж,Бивер Фоллс,ПА,Золотые торнадо
idahost,Государственный университет Айдахо,Покателло,Идентификационный номер,Бенгалы
loyolamary,Университет &lt; &lt; Лойола Мэримаунт &gt; &gt;,Лос-Анджелес,КА,Львы
ucla,"Калифорнийский университет, Лос-Анджелес",Лос-Анджелес,КА,Бруины
pepperdine,Пеппердинский университет,Малибу,КА,Волны
estroud,Ист-Страудсбургский университет Пенсильвании,Восточный Стродсбург,ПА,Воины
cmichigan,Центральный Мичиганский университет,Гора Плезант,МИ,Чиппева
auburn,Университет Оберна,Оберн,AL,Тигры
sulrossst,Сул Россский государственный университет,Альпийский,TX,Лобос
iawesleyan,Айова Уэслианский колледж,Гора Плезант,IA,Тигры
nebomaha,Небраскский университет в Омахе,Омаха,Нет,Маверики
centralst,Центральный государственный университет,Уилберфорс,Ооо.,Мародеры
rockhurst,Университет Рокхёрста,Канзас-Сити,МО,Ястребы
occidental,Колледж им.,Лос-Анджелес,КА,Тигры
lewclarkst,Государственный колледж Льюис-Кларк,Льюистон,Идентификационный номер,Воины
wabashin,Колледж Вабаша,Кроуфордсвилль,ВНУТРЕННИЕ,Маленькие Гиганты
hampton,Хэмптонский университет,Хэмптон,VA,Пираты
ecarolina,Университет Восточной Каролины,Гринвилль,НС,Пираты
bartonnc,Бартонский колледж,Уилсон,НС,Бульдоги
lasalle,Университет ЛаСалле,Филадельфия,ПА,Исследователи
frankmarsh,Колледж им. Франклина и Маршалла,Ланкастер,ПА,Дипломаты
utahst,Университет штата Юта,Логан,UT,Агги
grcanyon,Большой каньонский университет,Феникс,AZ,Антелопы
olivetnaz,Университет Оливета Назарена,Бурбоннайс,Ил,Тигры
smaine,Университет Южного Мэна,Горхам,Я,Хаски
lehigh,Лехайский университет,Вифлеем,ПА,Горные Ястребы
riogrande,Университет Рио-Гранде,&lt; &lt; Рио Гранде &gt; &gt;,Ооо.,Редмены
cornell,Корнельский университет,Итака,Нью-Йорк,Большой красный
missouri,Университет Миссури,Колумбия,МО,Тигры
murrayst,Мюррейский государственный университет,Мюррей,KY,Тяжелые костюмы
lenoirrhyn,Ленуар-Райнский колледж,Хикори,НС,Медведи
wittnbrgoh,Виттенбергский университет,Спрингфилд,Ооо.,Тигры
ncstate,Университет штата Северная Каролина,Роли,НС,Вольфпак
stjohns,Университет Св. Иоанна,Чили,Нью-Йорк,Красный шторм
adelphi,Адельфийский университет,Садовой город,Нью-Йорк,Пантеры
mscollege,Колледж Миссисипи,Клинтон,MS,Шоколадки
knoxil,Колледж Нокса (и Ломбардский колледж),Гейлсбург,Ил,Огонь в прериях
princeton,Принстонский университет,Принстон,NJ,Тигры
campbell,Кэмпбеллский университет,Бьюз Крик,НС,Верблюды
carthagewi,Карфагенный колледж,Кеноша,ЖИ,Редмены
flinternat,Международный университет Флориды,Майами,ФЛ,Золотые пантеры
biolaca,Университет &lt; &lt; Биола &gt; &gt;,Ла Мирада,КА,Орлы
arktech,Технологический университет Арканзаса,Расселвиль,ОАР,Чудесные мальчики
samford,Сэмфордский университет,Бирмингем,AL,Бульдоги
kansasst,Канзасский государственный университет,Манхэттен,KS,Дикие кошки
wlmcarey,Колледж Уильяма Кэри,Хэттисбург,MS,Крестоносцы
citadel,Цитадель,Чарльстон,ПК,Бульдоги
tntech,Технологический университет Теннесси,Кукевиль,TN,Золотые орехи
alabamast,Университет штата Алабама,Монтгомери,AL,Шершень
lafayette,Лафайеттский колледж,Истон,ПА,Леопарды
robertmor,Университет Роберта Морриса,Лунный поселок,ПА,Колониальные
pacific,Тихоокеанский университет,Стоктон,КА,Тигры
utsa,Техасский университет в Сан-Антонио,Сан-Антонио,TX,Дорожные бегуны
cameronok,Университет Кэмерон,Лоутон,Хорошо.,Агги
radford,Рэдфордский университет,Рэдфорд,VA,Горцы
swtexas,Юго-западный университет штата Техас,Сан-Маркос,TX,Бобкоты
lemoynowen,Колледж ЛеМойн-Овен,Мемфис,TN,Волшебники
neillinois,Северо-восточный Иллинойский университет,Чикаго,Ил,
albertsnid,Альбертсонский колледж Айдахо,Колдвелл,Идентификационный номер,Койоты
minnesota,Университет Миннесоты,Миннеаполис,МН,Золотые гоферы
syracuse,Сиракузский университет,Сиракуз,Нью-Йорк,Апельсины
sarkansas,Университет Южного Арканзаса,Магнолия,ОАР,Мулеридеры
rhodeisle,Университет Род-Айленда,Кингстон,РИ,Рамс
mosouthern,Университет Южного штата Миссури (Джоплин),Джоплин,МО,Львы
saginawval,Государственный университет долины Сагинау,Университетский центр,МИ,Кардиналы
ucsb,"Калифорнийский университет, Санта-Барбара",Санта-Барбара,КА,Гаучос
etxbaptist,Баптистский университет Восточного Техаса,Маршалл,TX,Тигры
sindiana,Университет Южной Индииa,Эвансвилль,ВНУТРЕННИЕ,Кричащие орехи
warnerpac,Тихоокеанский колледж &lt; &lt; Уорнер &gt; &gt;,Портленд,ИЛИ,Рыцари
edinboro,Пенсильванский университет им. Эдинборо,Эдинборо,ПА,Борьба со шотландцами
lynchbrgva,Линчбургский колледж,Линчбург,VA,Шершень
salemintl,Международный университет Салема,Салем,WV,Тигры
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
unlv,"Университет Невады, Лас-Вегас",Лас-Вегас,NV,Повстанцы
brdgwatrva,Колледж Бриджвотер,Бриджвотер,VA,Орлы
inbethel,Вефильский колледж,Мишавака,ВНУТРЕННИЕ,Экспериментальные проекты
uncgreen,Университет Северной Каролины в Гринсборо,Гринсборо,НС,Спартанцы
ucdavis,"Калифорнийский университет, Дэвис",Дэвис,КА,Агги
clrmuddscr,Клэрмонтский колледж МакКенна,Клэрмонт,КА,Олени
tulsa,Университет Талсы,Талса,Хорошо.,Золотой ураган
alabamaam,Алабамский университет АиМ,Обычный,AL,Бульдоги
gannon,Университет Гэннона,Эри,ПА,Золотые Рыцари
concrdiamn,Университет Конкордии,Святой Павел,МН,Золотые медведи
hiramoh,Колледж &lt; &lt; Хирам &gt; &gt;,Хирам,Ооо.,Терьеры
jacksonst,Университет штата Джексон,Джексон,MS,Тигры
arkansas,Университет Арканзаса,Фейетвилль,ОАР,Бритва
nwstate,Северо-западный государственный университет Луизианы,Начотосы,Лос-Анджелес,Демоны
jacksonvil,Университет Джексонвиля,Джексонвилль,ФЛ,Дельфины
txtech,Техасский технологический университет,Любобок,TX,Красные бойцы
montevallo,Университет Монтевальо,Монтевальо,AL,Соколы
illinoisst,Иллинойский государственный университет,Обычный,Ил,Красные птицы
pbsc,Государственный колледж Палм-Бич,Озеро &lt; &lt; Уорт &gt; &gt;,ФЛ,Пантеры
iupui,Индианский университет/Пурдуский университет Индианаполис,Индианаполис,ВНУТРЕННИЕ,Ягуары
setonhall,Университет Сетон Холл,Южный апельсин,NJ,Пираты
mowestern,Западноамериканский колледж Миссури,Святой Иосиф,МО,Гриффины
lanecol,Колледж Лэйна,Джексон,TN,Драконы
augsburgmn,Авгсбургский колледж,Миннеаполис,МН,Огги
iupufw,Индианский университет-Пурдуский университет Форт-Уэйн,Форт Уэйн,ВНУТРЕННИЕ,Мастодоны
bryant,Колледж Брайанта,Смитфилд,РИ,Бульдоги
swoklahoma,Университет штата Юго-Западная Оклахома,Уэзерфорд,Хорошо.,Бульдоги
vandy,Университет Вандербильта,Нэшвилл,TN,Коммодоры
canisius,Колледж Канисия,Буффало,Нью-Йорк,Грифы
stpeters,Колледж Святого Петра,Город Джерси,NJ,Павлины
marist,Маристский колледж,Покипси,Нью-Йорк,Красные лисы
tnmartin,"Теннессийский университет, Мартин",Мартин,TN,Скайхоуки
jamesmad,Университет Джеймса Мэдисона,Харрисонбург,VA,Дюки
sdcity,Городской колледж Сан-Диего,Сан-Диего,КА,Рыцари
kennesawst,Кеннесовский государственный университет,Кеннезау,GA,Совы
siena,Сиенский колледж,Лудонвилль,Нью-Йорк,Святые
concrdiatx,Университет Конкордии в Остине,Остин,TX,Торнадо
wioshkosh,Университет Висконсин-Ошкоша,Ошкош,ЖИ,Титаны
denisonoh,Университет Денизона,Гранвиль,Ооо.,Большой красный
baconeok,Колледж Баконе,Мускоге,Хорошо.,Воины
morganst,Университет штата Морган,Балтимор,MD,Медведи
whitmanwa,Уитманский колледж,Уолла Уолла,WA,Миссионеры
calstla,"Калифорнийский государственный университет, Лос-Анджелес",Лос-Анджелес,КА,Золотые орехи
ozarks,Озарский университет,Кларксвилль,ОАР,Орлы
oakland,Оклендский университет,Рочестер,МИ,Гризли
utchat,Теннессийский университет в Чаттануге,Чаттануга,TN,Мокры
bostoncoll,Бостонский колледж,Каштановый холм,МЭТ,Орлы
georgiasou,Южный университет Грузии,Соединенные Штатыboro,GA,Орлы
sanfranst,Университет штата Сан-Франциско,Сан-Франциско,КА,Гейтеры
ptparkpa,Университет Пойнт-Парка,Питтсбург,ПА,Пионеры
monmouth,Монмутский университет,Западный Лонг Бранч,NJ,Ястребы
brandeisma,Университет Брандейса,Вальтам,МЭТ,Судьи
flatlantic,Флоридский Атлантический университет,Бока Ратон,ФЛ,Совы
michigan,Мичиганский университет,Энн Арбор,МИ,Извержение
tnwesleyan,Теннесси Уэслианский колледж,Афины,TN,Бульдоги
oglethrpga,Оглеторпский университет,Атланта,GA,Сторми Петрельс
montana,Университет Монтаны-Миссулы,Миссула,МТ,Гризли
toledo,Университет Толедо,Толедо,Ооо.,Ракеты
whittierca,Уиттиерский колледж,Виттье,КА,Поэты
ohvalley,Университет долины Огайо,Вена,WV,Борьба со шотландцами
wvstate,Государственный колледж Западной Вирджинии,Институт,WV,Желтые пекарни
oklahoma,Оклахомский университет,Норман,Хорошо.,Рановато
cconnst,Центральный университет штата Коннектикут,Новая Великобритания,КТ,Голубые дьяволы
piedmontga,Колледж Пьемонта,Демократия,GA,Львы
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
benedctnks,Бенедиктский колледж,Атчисон,KS,Вороны
wiwhitewtr,Висконсинский университет - белая вода,Белая вода,ЖИ,Вархауки
oregon,Орегонский университет,Юджин,ИЛИ,Утки
lacollege,Колледж Луизианы,Пайнвиль,Лос-Анджелес,Дикие кошки
utpanam,Техасский и Панамериканский университет,Эдинбург,TX,Бронки
brown,Университет Брауна,Провидение,РИ,Медведи
grandview,Колледж Гранд-Вью,Де Мойнс,IA,Викинги
howard,Университет Говарда,Вашингтон,РС,Бизон
sdakotast,Университет штата Южная Дакота,Брукингский,УР,Джекраббиты
rosehulman,Технологический институт Роуз-Хулман,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Инженеры
delawarest,Государственный университет Делавэра,Довер,DE,Шершень
purdue,Университет Пурду,Западный Лафайетт,ВНУТРЕННИЕ,Котлоагрегаты
shipnsburg,Шиппенсбургский университет Пенсильвании,Шиппенсбург,ПА,Красные бойцы
carsnewm,Колледж Карсон-Ньюман,Город Джефферсон,TN,Орлы
wrightst,Государственный университет Райта,Дейтон,Ооо.,Рейдеры
sanfran,Университет Сан-Франциско,Сан-Франциско,КА,Доны
etennst,Восточный Теннессиский государственный университет,Джонсон Сити,TN,Букканеры
shenandoah,Университет Шенандоа,Винчестер,VA,Шершень
calstfull,"Калифорнийский государственный университет, Фуллертон",Фуллертон,КА,Титаны
armstratl,Университет Атлантики Армстронг,Саванна,GA,Пираты
sfloridacc,Южная Флорида,Парк Эйвон,ФЛ,
ithacany,Колледж &lt; &lt; Итака &gt; &gt;,Итака,Нью-Йорк,Бомбардировщики
sunybuff,Университет штата Нью-Йорк в Буффало,Буффало,Нью-Йорк,Буллс
maryland,Университет Мэриленда,Парк колледжа,MD,Террапины
crdstritch,Университет им. кардинала Стрича,Милуоки,ЖИ,Волки
temple,Темплский университет,Филадельфия,ПА,Совы
umbc,"Университет Мэриленда, округ Балтимор",Катонсвилль,MD,Ретриверы
uab,Университет Алабамы в Бирмингеме,Бирмингем,AL,Блейзеры
messiah,Мессианский колледж,Грэнтэм,ПА,Соколы
tamucc,Техасский университет &lt; &lt; АиМ &gt; &gt; -- &lt; &lt; Корпус Кристи &gt; &gt;,Корпус Кристи,TX,Жители островов
nyfredonia,Колледж Нью-Йоркского университета в Фредонии,Фредония,Нью-Йорк,Голубые дьяволы
sliprock,Пенсильванский университет &lt; &lt; Слиппери Рок &gt; &gt;,Скользкий камень,ПА,Скала
boisest,Государственный университет &lt; &lt; Бойз &gt; &gt;,Бойз,Идентификационный номер,Бронкос
lebvalley,Ливанский колледж долины,Эннвилль,ПА,Летающие голландцы
memphis,Мемфисский университет,Мемфис,TN,Тигры
bradley,Университет Брэдли,Пеориа,Ил,Храбрые
maryhrdbay,Университет Мэри Хардин-Бейлор,Белтон,TX,Крестоносцы
swarthmore,Колледж Свартмор,Свармор,ПА,Гарнет Тайд
swesterntx,Юго-западный университет,Джорджтаун,TX,Пираты
charleswv,Чарльстонский университет,Чарльстон,WV,Золотые орехи
waynest,Университет штата Уэйн,Детройт,МИ,Воины
mansfield,Мэнсфилдский университет Пенсильвании,Мэнсфилд,ПА,Горные горы
eutah,Колледж Восточной Юты,Цена,UT,Золотые орехи
morehouse,Морхаусский колледж,Атланта,GA,Марунские тигры
wofford,Воффордский колледж,Спартанбург,ПК,Терьеры
betheltn,Вефильский колледж,Маккензи,TN,Королевские власти
stfrncisil,Университет Сент-Фрэнсиса,Джулиет,Ил,Боевые святые
lewclarkor,Колледж Льюиса и Кларка,Портленд,ИЛИ,Пионеры
trinitytx,Университет Троицы,Сан-Антонио,TX,Тигры
hartford,Университет Хартфорда,Хартфорд,КТ,Ястребы
cwashngton,Центральный Вашингтонский университет,Элленсбург,WA,Дикие кошки
calpoly,"Калифорнийский государственный политехнический университет, Сан-Луис-Обиспо",Сан-Луис Обиспо,КА,Мустанги
colgate,Университет Колгейта,Гамильтон,Нью-Йорк,Рейдеры
arizonast,Университет штата Аризона,Температура,AZ,Солнечные дьяволы
uniontn,Юнионный университет,Джексон,TN,Бульдоги
utahvalley,Университет долины Юта,Орем,UT,Извержение
utarl,Техасский университет в Арлингтоне,Арлингтон,TX,Маверики
williamsma,Уильямский колледж,Вильямстон,МЭТ,Эфы
newesleyan,Небраска Уэслианский университет,Линкольн,Нет,Волки Прейри
susquehnna,Университет Сускеханны,Селинсгроув,ПА,Крестоносцы
appalst,Аппалачский государственный университет,Бун,НС,Горные горы
american,Американский университет,Вашингтон,РС,Орлы
dubuque,Университет Дубуке,Дюбук,IA,Спартанцы
waynestne,Государственный колледж Уэйна,Уэйн,Нет,Дикие кошки
tamucomm,Техасский университет A&M - торговля,Торговля,TX,Львы
rice,Университет риса,Хьюстон,TX,Совы
lubbchrist,Луббокский христианский университет,Любобок,TX,Чарралы
wlmjewell,Колледж Уильяма Джеуэлла,Свобода,МО,Кардиналы
dartmouth,Дартмутский колледж,Ганновер,NH,Большой зелёный
willinois,Западный Иллинойский университет,Макомб,Ил,Пробоотборники
hofstra,Университет Хофстра,Хэмпстед,Нью-Йорк,Гордость
fairfield,Фейрфилдский университет,Фэрфилд,КТ,Олени
sutah,Университет Южной Юты,Седар-Сити,UT,Громкие птицы
akron,Акронский университет,Акрон,Ооо.,Зипсы
gacollege,Грузинский колледж и Государственный университет,Миллиджвиль,GA,Бобкоты
kentst,Кентский государственный университет,Кент,Ооо.,Золотые флэшки
lamar,Университет Ламара,Бомонт,TX,Кардиналы
savcolad,Колледж искусств и дизайна Саванны,Саванна,GA,Пчёлы
wlibertyst,Государственный колледж &lt; &lt; Западная свобода &gt; &gt;,&lt; &lt; Западная свобода &gt; &gt;,WV,Подземные охотники
portland,Портлендский университет,Портленд,ИЛИ,Экспериментальные проекты
eillinois,Восточный Иллинойский университет,Чарльстон,Ил,Пантеры
nflorida,Университет Северной Флориды,Джексонвилль,ФЛ,Оспрей
albionmi,Албионский колледж,Альбион,МИ,Британцы
delaware,Университет Делавэра,Ньюарк,DE,Синие курицы
neastern,Северо-восточный университет,Бостон,МЭТ,Хаски
winstsalst,Уинстон-Салемский государственный университет,Уинстон-Салем,НС,Рамс
ouachitab,Баптистский университет Уачита,Аркадельфия,ОАР,Тигры
floridast,Флоридский государственный университет,Таллахасси,ФЛ,Семинолы
wcarolina,Университет Западной Каролины,Каллоухи,НС,Катагоны
willmary,Колледж Уильяма и Мэри,Вильямсбург,VA,Площадь
hartwickny,Хартвикский колледж,Одинонта,Нью-Йорк,Ястребы
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
clarksonny,Университет Кларксона,Потсдам,Нью-Йорк,Рыцари
mercer,Университет Мерсера,Мейсон,GA,Медведи
flagler,Флаглерский колледж,Сент-Августин,ФЛ,Святые
marquette,Маркеттский университет,Милуоки,ЖИ,Золотые орехи
columbia,Колумбийский университет,Нью-Йорк,Нью-Йорк,Львы
roanokeva,Колледж Роанок,Салем,VA,Маруны
valpo,Университет Вальпараисо,Вальпараисо,ВНУТРЕННИЕ,Крестоносцы
rowannj,Университет Роуэна,Стеклоборо,NJ,Профессоры
howrdpayne,Университет Говарда Пейна,Brownwood,TX,Желтые пекарни
pacificor,Тихоокеанский университет,Лесной Гроув,ИЛИ,Боксеры
nalabama,Университет Северной Алабамы,Флоренция,AL,Львы
fayetvilst,Фейетвильский государственный университет,Фейетвилль,НС,Бронкос
stlouis,Университет Сент-Луиса,Сент-Луис,МО,Билликен
nwokstate,Северо-западный Оклахомский государственный университет,Альва,Хорошо.,Рейнджеры
stleo,Сент-Леоский университет,Святой Лео,ФЛ,Львы
stmartinwa,Колледж Святого Мартина,Лейси,WA,Святые
mtennst,Средний университет штата Теннесси,Мурфрисборо,TN,&lt; &lt; Голубые рейдеры &gt; &gt;
ucsd,"Калифорнийский университет, Сан-Диего",Ля Джолла,КА,Тритоны
belmont,Белмонтский университет,Нэшвилл,TN,Бруины
shorterga,Более короткий колледж,Рим,GA,Ястребы
cwpost,"Лонг-Айлендский университет, К.В., Пост-кампус",Бруквилль,Нью-Йорк,Пионеры
centok,Центральный Оклахомский университет,Эдмонд,Хорошо.,Бронхос
freedhrdmn,Университет им. Фрида Хардемана,Хендерсон,TN,Львы
ntexas,Университет Северного Техаса,Дентон,TX,Средний зелёный
wkentucky,Западный Кентукский университет,Зеленый боулинг,KY,Подземные охотники
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
widenerpa,Вайднерский университет,Честер,ПА,Пионеры
narizona,Северный университет Аризоны,Флагстаф,AZ,Ломбардировщики
johnbrwnar,Университет Джона Брауна,Шилоам Спрингс,ОАР,Золотые орехи
olemiss,Университет Миссисипи,Оксфорд,MS,Повстанцы
humboldtst,Гумбольдтский государственный университет,Арката,КА,Ломбардировщики
hendrsonst,Университет штата Хендерсон,Аркадельфия,ОАР,Редди
tuftsma,Университет Тафтса,Медфорд,МЭТ,Jumbos
longbeach,"Калифорнийский государственный университет, Лонг-Бич",Длинный пляж,КА,49 ч. 00 м.
clemson,Университет Клемсона,Клемсон,ПК,Тигры
tamukvill,Техасский университет АиМ-Кингсвиль,Кингсвилль,TX,Javelinas
norwichvt,Норвичский университет,Нортфилд,VT,Кадеты
louisville,Университет Луивиля,Луисвилль,KY,Кардиналы
walabama,Университет Западной Алабамы,Ливингстон,AL,Тигры
trumanst,Труманский государственный университет,Кирксвилль,МО,Бульдоги
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индейцы
tulane,Университет Тулейна,Новый Орлеан,Лос-Анджелес,Зеленая волна
stmarysca,Колледж Святой Марии в Калифорнии,Морага,КА,Галстук
iowa,Университет Айовы,Айова,IA,Ястребы
ashland,Ашландский университет,Эшланд,Ооо.,Орлы
albany,"Университет Олбани, Университет штата Нью-Йорк",Олбани,Нью-Йорк,Великие датчане
stfranpa,Университет Сент-Фрэнсиса,Лоретто,ПА,Красный Флэш
azusapac,Тихоокеанский университет Азузы,Азуза,КА,Кугары
gardwebb,Гарднер-Уэббский университет,Кипящие источники,НС,Бульдоги
marshall,Маршаллский университет,Хантингтон,WV,Громкое стадо
shepherdwv,Шепардский колледж,Шепардстаун,WV,Рамс
georgefox,Университет Джорджа Фокса,Ньюберг,ИЛИ,Бруины
silledward,Университет Южного Иллинойса,Эдвардсвилль,Ил,Кугары
illinois,Иллинойский университет в Урбане-Чампайне,Шампайн,Ил,Борьба с Иллини
hillsdale,Колледж Хиллсдейл,Хиллсдейл,МИ,Зарядные устройства
umes,"Университет Мэриленда, Восточный Шор",Принцесса Анна,MD,Борьба с Ястребами
iowast,Университет штата Айова,Эймс,IA,Циклоны
willamette,Университет Уилламета,Салем,ИЛИ,Медвежие
montreatnc,Колледж Монхея,Монгу,НС,Кавалеры
colocollege,Колорадский колледж,Колорадо Спрингс,CO,Тигры
