playerid,awardid,yearid,lgid,tie,notes
dimagjo01,TSN Guide MVP,1941,AL,,
killeha01,Most Valuable Player,1969,AL,,
winfida01,Silver Slugger,1992,AL,,ДГ
sandbry01,TSN All-Star,1991,NL,,2B
rommeed01,TSN All-Star,1925,ML,,Р
simmoal01,Baseball Magazine All-Star,1933,ML,,LF
stonest01,TSN All-Star,1980,AL,,RHP
santajo01,Cy Young Award,2006,AL,,
glavito02,Babe Ruth Award,1995,NL,,Р
castijo01,Rookie of the Year,1979,AL,Y,
davenji01,Gold Glove,1962,NL,,3B
clarkfr01,Baseball Magazine All-Star,1909,NL,,LF
santajo01,Gold Glove,2007,AL,,Р
blackew01,Baseball Magazine All-Star,1947,NL,,С1
larkiba01,Silver Slugger,1999,NL,,СС
mayswi01,All-Star Game MVP,1963,ML,,
cuellmi01,TSN All-Star,1969,AL,,LHP
kluszte01,TSN All-Star,1954,ML,,1B
heltoto01,Gold Glove,2001,NL,,1B
foxne01,TSN All-Star,1955,ML,,2B
schmimi01,Silver Slugger,1983,NL,,3B
cochrmi01,Baseball Magazine All-Star,1932,AL,,C
willite01,TSN All-Star,1947,ML,,В ЛЮБОЙ ЧАСТИ
howarel01,TSN All-Star,1961,AL,,C
foulkke01,Rolaids Relief Man Award,2003,AL,,
higgipi01,TSN All-Star,1934,ML,,3B
robinfr02,Triple Crown,1966,AL,,
fainfe01,TSN All-Star,1951,ML,,1B
mcwilla01,TSN All-Star,1983,NL,,LHP
anderga01,TSN All-Star,2003,AL,,В ЛЮБОЙ ЧАСТИ
schmimi01,Gold Glove,1977,NL,,3B
flanami01,TSN Pitcher of the Year,1979,AL,,
applilu01,Baseball Magazine All-Star,1937,AL,,СС
draveda01,Hutch Award,1989,ML,,
cansejo01,Silver Slugger,1990,AL,,В ЛЮБОЙ ЧАСТИ
newhoha01,Baseball Magazine All-Star,1947,AL,,С2
cochrmi01,Baseball Magazine All-Star,1931,ML,,C
coopemo01,Baseball Magazine All-Star,1943,ML,,С2
hubbeca01,Baseball Magazine All-Star,1938,NL,,С2
sutclri01,TSN All-Star,1984,NL,,RHP
martied01,Silver Slugger,1995,AL,,ДГ
cobbty01,Baseball Magazine All-Star,1924,AL,,CF
clemero01,World Series MVP,1971,ML,,
wheatza01,Baseball Magazine All-Star,1920,NL,,В ЛЮБОЙ ЧАСТИ
simmoal01,Baseball Magazine All-Star,1934,AL,,LF
estrajo01,Silver Slugger,2004,NL,,C
koufasa01,World Series MVP,1965,ML,,
leonadu02,Baseball Magazine All-Star,1941,AL,,С-5
maddugr01,Gold Glove,2006,NL,,Р
stephve01,Baseball Magazine All-Star,1945,AL,,СС
marioma01,TSN All-Star,1945,ML,,СС
riceji01,TSN All-Star,1975,AL,,В ЛЮБОЙ ЧАСТИ
peckiro01,Most Valuable Player,1925,AL,,
hoffmtr01,Rolaids Relief Man Award,2006,NL,,
gomezle01,Baseball Magazine All-Star,1937,ML,,С2
morgajo02,All-Star Game MVP,1972,ML,,
seweljo01,Baseball Magazine All-Star,1924,AL,,СС
frymatr01,Gold Glove,2000,AL,,3B
walberu01,Baseball Magazine All-Star,1931,AL,,С4
victosh01,Gold Glove,2008,NL,,В ЛЮБОЙ ЧАСТИ
dawsoan01,TSN Player of the Year,1987,NL,,
palmeji01,Gold Glove,1979,AL,,Р
sutclri01,Roberto Clemente Award,1987,ML,,
edmonji01,Gold Glove,1997,AL,,В ЛЮБОЙ ЧАСТИ
knickbi01,Baseball Magazine All-Star,1934,AL,,СС
applilu01,Baseball Magazine All-Star,1940,ML,,СС
fernato01,Gold Glove,1986,AL,,СС
robinja02,Baseball Magazine All-Star,1950,NL,,2B
foxne01,Gold Glove,1960,AL,,2B
schalra01,Baseball Magazine All-Star,1917,AL,,C
righeda01,Rolaids Relief Man Award,1987,AL,,
maddugr01,Gold Glove,2005,NL,,Р
clemero01,Most Valuable Player,1966,NL,,
anderga01,Silver Slugger,2003,AL,,В ЛЮБОЙ ЧАСТИ
hamptmi01,Silver Slugger,2002,NL,,Р
willima04,Silver Slugger,1994,NL,,3B
jackstr01,Baseball Magazine All-Star,1927,NL,,СС
koufasa01,TSN All-Star,1964,NL,,Р
brosisc01,World Series MVP,1998,ML,,
sislege01,Baseball Magazine All-Star,1925,ML,,1B
biggicr01,Silver Slugger,1989,NL,,C
rodrial01,TSN All-Star,1996,AL,,СС
morgajo02,Most Valuable Player,1975,NL,,
bondsba01,Gold Glove,1993,NL,,В ЛЮБОЙ ЧАСТИ
konerpa01,TSN All-Star,2004,AL,,1B
kalinal01,Gold Glove,1963,AL,,В ЛЮБОЙ ЧАСТИ
seaveto01,TSN All-Star,1981,NL,,RHP
porteda02,NLCS MVP,1982,NL,,
hubbeca01,TSN All-Star,1933,ML,,Р
galaran01,Gold Glove,1990,NL,,1B
eckerde01,TSN Fireman of the Year,1991,AL,Y,
ramirma02,Silver Slugger,2001,AL,,В ЛЮБОЙ ЧАСТИ
aaronha01,TSN All-Star,1956,ML,,В ЛЮБОЙ ЧАСТИ
mcgeewi01,Silver Slugger,1985,NL,,В ЛЮБОЙ ЧАСТИ
fossera01,TSN All-Star,1970,AL,,C
newhoha01,TSN Pitcher of the Year,1945,AL,,
quiseda01,Rolaids Relief Man Award,1985,AL,,
hubbeca01,Baseball Magazine All-Star,1933,NL,,С1
greenmi01,Silver Slugger,1988,AL,,В ЛЮБОЙ ЧАСТИ
hubbeca01,TSN All-Star,1936,ML,,Р
molinya01,Gold Glove,2010,NL,,C
merriji01,TSN All-Star,1970,NL,,LHP
lynnfr01,TSN Player of the Year,1975,AL,,
mcraeha01,TSN All-Star,1982,AL,,ДГ
dawsoan01,Gold Glove,1980,NL,,В ЛЮБОЙ ЧАСТИ
johnswa01,Baseball Magazine All-Star,1911,ML,,С2
daviscu01,Baseball Magazine All-Star,1939,NL,,С3
wilsoja02,Silver Slugger,2004,NL,,СС
werbebi01,Baseball Magazine All-Star,1940,NL,,3B
newhoha01,Baseball Magazine All-Star,1948,AL,,С2
wagneho01,Baseball Magazine All-Star,1909,ML,,СС
newcodo01,TSN All-Star,1956,ML,,Р
jenkife01,TSN All-Star,1972,NL,,RHP
klingjo01,Baseball Magazine All-Star,1908,ML,,C
puckeki01,ALCS MVP,1991,AL,,
riverma01,Rolaids Relief Man Award,2001,AL,,
maddugr01,Gold Glove,2002,NL,,Р
traynpi01,Baseball Magazine All-Star,1927,NL,,3B
blairpa01,Gold Glove,1970,AL,,В ЛЮБОЙ ЧАСТИ
boyerke01,Gold Glove,1959,NL,,3B
stanlmi01,Gold Glove,1973,AL,,В ЛЮБОЙ ЧАСТИ
cabreme01,All-Star Game MVP,2012,NL,,
stirnsn01,Baseball Magazine All-Star,1944,AL,,2B
mcgwima01,Lou Gehrig Memorial Award,1999,ML,,
foxxji01,Most Valuable Player,1932,AL,,
parkewe01,Gold Glove,1972,NL,,1B
fingero01,Most Valuable Player,1981,AL,,
leede02,Gold Glove,2005,NL,,1B
youklke01,Gold Glove,2007,AL,,1B
bondsbo01,Gold Glove,1973,NL,,В ЛЮБОЙ ЧАСТИ
earnsge01,Baseball Magazine All-Star,1931,ML,,С3
puckeki01,TSN All-Star,1989,AL,,В ЛЮБОЙ ЧАСТИ
medwijo01,TSN All-Star,1939,ML,,В ЛЮБОЙ ЧАСТИ
peavyja01,Cy Young Award,2007,NL,,
cuyleki01,Baseball Magazine All-Star,1931,ML,,CF
heathje01,Baseball Magazine All-Star,1941,ML,,RF
smithoz01,Gold Glove,1989,NL,,СС
hernake01,Silver Slugger,1984,NL,,1B
robinja02,Rookie of the Year,1947,ML,,
teixema01,Silver Slugger,2009,AL,,1B
dimagjo01,Baseball Magazine All-Star,1938,AL,,CF
cobbty01,Baseball Magazine All-Star,1915,ML,,LF
francju01,TSN All-Star,1989,AL,,2B
cartega01,Gold Glove,1981,NL,,C
gonzaad01,Gold Glove,2008,NL,,1B
decindo01,Silver Slugger,1982,AL,,3B
scottge02,Gold Glove,1972,AL,,1B
willibe02,Gold Glove,1997,AL,,В ЛЮБОЙ ЧАСТИ
bartedi01,TSN All-Star,1937,ML,,СС
knighra01,World Series MVP,1986,ML,,
gosligo01,TSN All-Star,1926,ML,,В ЛЮБОЙ ЧАСТИ
musiast01,Baseball Magazine All-Star,1946,NL,,1B
finlech01,TSN All-Star,1990,AL,,LHP
fieldce01,Silver Slugger,1990,AL,,1B
heathje01,Baseball Magazine All-Star,1941,AL,,RF
tesreje01,Baseball Magazine All-Star,1912,NL,,С1
averiea01,TSN All-Star,1936,ML,,В ЛЮБОЙ ЧАСТИ
jonesra01,TSN All-Star,1975,NL,,LHP
rixeyep01,Baseball Magazine All-Star,1922,NL,,С2
posadjo01,Silver Slugger,2007,AL,,C
sundbji01,TSN All-Star,1981,AL,,C
knighra01,Hutch Award,1983,ML,,
sainjo01,TSN All-Star,1948,ML,,Р
kleinch01,Triple Crown,1933,NL,,
cuyleki01,Baseball Magazine All-Star,1925,NL,,RF
larkiba01,TSN All-Star,1999,NL,,СС
pujolal01,TSN Major League Player of the Year,2003,ML,,
powervi01,Gold Glove,1962,AL,,1B
bondsba01,Most Valuable Player,2003,NL,,
welchbo01,TSN All-Star,1990,AL,,RHP
palmera01,Gold Glove,1997,AL,,1B
foxxji01,Most Valuable Player,1938,AL,,
aurilri01,TSN All-Star,2001,NL,,СС
bakerdu01,Silver Slugger,1981,NL,,В ЛЮБОЙ ЧАСТИ
wagnebi02,Rolaids Relief Man Award,1999,NL,,
grohhe01,Baseball Magazine All-Star,1920,NL,,3B
hollima01,Silver Slugger,2008,NL,,В ЛЮБОЙ ЧАСТИ
wyattwh01,Baseball Magazine All-Star,1941,ML,,С2
santibe01,TSN All-Star,1987,NL,,C
bergewa01,TSN All-Star,1933,ML,,В ЛЮБОЙ ЧАСТИ
mayswi01,Gold Glove,1959,NL,,CF
rodrial01,Hank Aaron Award,2001,AL,,СС
danniha01,Baseball Magazine All-Star,1939,NL,,C
oliveal01,Silver Slugger,1982,NL,,1B
musiast01,Most Valuable Player,1948,NL,,
templga01,TSN All-Star,1980,NL,,СС
doerrbo01,TSN All-Star,1946,ML,,2B
willite01,Baseball Magazine All-Star,1948,ML,,LF
boddimi01,ALCS MVP,1983,AL,,
santajo01,TSN Pitcher of the Year,2006,AL,,
stargwi01,TSN All-Star,1965,NL,,В ЛЮБОЙ ЧАСТИ
morgajo02,Gold Glove,1975,NL,,2B
ruthba01,Baseball Magazine All-Star,1926,ML,,В ЛЮБОЙ ЧАСТИ
vaughar01,Baseball Magazine All-Star,1938,NL,,СС
alexape01,Baseball Magazine All-Star,1913,NL,,С2
cedence01,Gold Glove,1975,NL,,В ЛЮБОЙ ЧАСТИ
boyerke01,TSN Major League Player of the Year,1964,ML,,
ainsmed01,Baseball Magazine All-Star,1912,AL,,C2
sosasa01,TSN All-Star,2001,NL,,В ЛЮБОЙ ЧАСТИ
schulfr01,Baseball Magazine All-Star,1910,NL,,RF
wynnea01,TSN All-Star,1959,ML,,Р
wertzvi01,Baseball Magazine All-Star,1949,AL,,RF
boonebo01,Gold Glove,1987,AL,,C
knoblch01,Gold Glove,1997,AL,,2B
jacksre01,TSN All-Star,1976,AL,,В ЛЮБОЙ ЧАСТИ
gonzaad01,Silver Slugger,2011,AL,,1B
arroylu01,TSN Fireman of the Year,1961,AL,,
heltoto01,TSN All-Star,2001,NL,,1B
mageesh01,Baseball Magazine All-Star,1912,NL,,В ЛЮБОЙ ЧАСТИ
hershor01,NLCS MVP,1988,NL,,
buehrma01,Gold Glove,2010,AL,,Р
tolanbo01,TSN All-Star,1970,NL,,В ЛЮБОЙ ЧАСТИ
rodrial01,TSN All-Star,2001,AL,,СС
aaronha01,Most Valuable Player,1957,NL,,
bondsba01,Gold Glove,1994,NL,,В ЛЮБОЙ ЧАСТИ
kaatji01,Gold Glove,1967,AL,,Р
howarfr01,Rookie of the Year,1960,NL,,
cochrmi01,Baseball Magazine All-Star,1925,AL,,C2
giustda01,TSN Fireman of the Year,1971,NL,,
martipe02,TSN All-Star,1999,AL,,RHP
ruthba01,Baseball Magazine All-Star,1929,AL,,RF
duganjo01,Baseball Magazine All-Star,1922,ML,,3B
landiji01,Gold Glove,1962,AL,,В ЛЮБОЙ ЧАСТИ
piercbi02,TSN Pitcher of the Year,1956,AL,,
slaugen01,Baseball Magazine All-Star,1942,NL,,RF
belanma01,Gold Glove,1974,AL,,СС
coopewa01,Baseball Magazine All-Star,1944,NL,,C
murphdw01,Gold Glove,1983,AL,,В ЛЮБОЙ ЧАСТИ
larkiba01,TSN All-Star,1998,NL,,СС
richabo01,TSN All-Star,1961,AL,,2B
roepr01,TSN All-Star,1951,ML,,Р
garcida01,TSN All-Star,1982,AL,,2B
leede02,Gold Glove,2003,NL,,1B
doerrbo01,TSN Player of the Year,1944,AL,,
maglisa01,TSN All-Star,1951,ML,,Р
riceji01,TSN All-Star,1983,AL,,В ЛЮБОЙ ЧАСТИ
yountro01,Gold Glove,1982,AL,,СС
hernawi01,Most Valuable Player,1984,AL,,
ripkeca01,TSN All-Star,1995,AL,,СС
lollash01,Gold Glove,1958,AL,,C
smithoz01,Gold Glove,1990,NL,,СС
devliar01,Baseball Magazine All-Star,1908,NL,,3B
lylesp01,Cy Young Award,1977,AL,,
koufasa01,Pitching Triple Crown,1965,NL,,
finlest01,Gold Glove,1996,NL,,В ЛЮБОЙ ЧАСТИ
mayswi01,Most Valuable Player,1954,NL,,
benchjo01,Most Valuable Player,1972,NL,,
borowha01,TSN All-Star,1945,ML,,Р
gibsoki01,ALCS MVP,1984,AL,,
penaca01,TSN All-Star,2007,AL,,1B
morneju01,Silver Slugger,2006,AL,,1B
ruthba01,Baseball Magazine All-Star,1931,AL,,RF
aloumo01,Babe Ruth Award,1997,NL,,В ЛЮБОЙ ЧАСТИ
niekrjo01,TSN All-Star,1979,NL,,RHP
olerujo01,Hutch Award,1993,ML,,
molitpa01,Silver Slugger,1987,AL,,ДГ
larocad01,Gold Glove,2012,NL,,1B
beltrca01,Silver Slugger,2006,NL,,В ЛЮБОЙ ЧАСТИ
nichobi01,Baseball Magazine All-Star,1940,NL,,RF
clemero01,Gold Glove,1963,NL,,В ЛЮБОЙ ЧАСТИ
cavarph01,Most Valuable Player,1945,NL,,
thurmma01,TSN All-Star,1984,NL,,LHP
strawda01,TSN All-Star,1988,NL,,В ЛЮБОЙ ЧАСТИ
snidedu01,TSN Player of the Year,1955,NL,,
coombja01,Baseball Magazine All-Star,1910,AL,,С2
crawfsa01,Baseball Magazine All-Star,1915,AL,,RF
garvest01,Gold Glove,1975,NL,,1B
rodriiv01,Silver Slugger,1999,AL,,C
lopezfe01,Silver Slugger,2005,NL,,СС
smithoz01,TSN All-Star,1985,NL,,СС
brandja01,Gold Glove,1959,NL,,LF
hernawi01,TSN Pitcher of the Year,1984,AL,,
gonzalu01,Branch Rickey Award,2005,ML,,
dawsoan01,Silver Slugger,1983,NL,,В ЛЮБОЙ ЧАСТИ
gehrilo01,TSN Guide MVP,1936,AL,,
hoffmtr01,TSN Fireman of the Year,1998,NL,,
torrejo01,TSN Major League Player of the Year,1971,ML,,
garcino01,Comeback Player of the Year,2006,NL,,
niekrph01,Lou Gehrig Memorial Award,1979,ML,,
kalinal01,Lou Gehrig Memorial Award,1968,ML,,
wyseha01,Baseball Magazine All-Star,1945,NL,,С4
gehrilo01,TSN All-Star,1928,ML,,1B
mcgrifr01,TSN All-Star,1993,NL,,1B
olivato01,Gold Glove,1966,AL,,В ЛЮБОЙ ЧАСТИ
carltst01,TSN Pitcher of the Year,1972,NL,,
martipe01,Baseball Magazine All-Star,1935,NL,,3B
sosasa01,Silver Slugger,1995,NL,,В ЛЮБОЙ ЧАСТИ
hemslro01,Baseball Magazine All-Star,1938,AL,,C2
travice01,Baseball Magazine All-Star,1941,ML,,СС
robinbr01,Gold Glove,1973,AL,,3B
pendlte01,Gold Glove,1989,NL,,3B
forstte01,TSN Fireman of the Year,1974,AL,,
wynnea01,TSN Pitcher of the Year,1959,AL,,
ripkeca01,Silver Slugger,1983,AL,,СС
bagweje01,Gold Glove,1994,NL,,1B
ziskri01,TSN All-Star,1981,AL,,ДГ
lindsfr01,TSN All-Star,1930,ML,,3B
dickebi01,Baseball Magazine All-Star,1943,ML,,C
schulfr01,Most Valuable Player,1911,NL,,
spahnwa01,Baseball Magazine All-Star,1949,NL,,С2
tejadmi01,Silver Slugger,2005,AL,,СС
killeha01,TSN All-Star,1964,AL,,В ЛЮБОЙ ЧАСТИ
smithoz01,Gold Glove,1980,NL,,СС
murphda05,Most Valuable Player,1982,NL,,
edmonji01,Gold Glove,2005,NL,,В ЛЮБОЙ ЧАСТИ
gehrich01,TSN All-Star,1938,ML,,2B
vizquom01,Gold Glove,1994,AL,,СС
larkiba01,Silver Slugger,1998,NL,,СС
camparo01,TSN All-Star,1951,ML,,C
nettlgr01,TSN All-Star,1975,AL,,3B
piercbi02,TSN All-Star,1957,ML,,Р
hernake01,Gold Glove,1985,NL,,1B
thomeji01,TSN All-Star,1996,AL,,3B
hubbeca01,TSN All-Star,1937,ML,,Р
powelbo01,Most Valuable Player,1970,AL,,
cedence01,Gold Glove,1974,NL,,В ЛЮБОЙ ЧАСТИ
vanceda01,Baseball Magazine All-Star,1925,ML,,С2
pearsal02,TSN All-Star,1963,AL,,В ЛЮБОЙ ЧАСТИ
alexape01,Pitching Triple Crown,1916,NL,,
tettlmi01,TSN All-Star,1989,AL,,C
ferrewe01,Baseball Magazine All-Star,1930,AL,,С2
jonesch06,TSN All-Star,2001,NL,,3B
grimebu01,Baseball Magazine All-Star,1928,NL,,С3
polanpl01,Gold Glove,2011,NL,,3B
ruthba01,Baseball Magazine All-Star,1920,AL,,В ЛЮБОЙ ЧАСТИ
hartnga01,Most Valuable Player,1935,NL,,
raschvi01,Baseball Magazine All-Star,1948,AL,,С3
kaatji01,TSN All-Star,1966,AL,,Р
gehrich01,TSN Guide MVP,1937,AL,,
rossco01,NLCS MVP,2010,NL,,
burnsge01,Baseball Magazine All-Star,1919,NL,,В ЛЮБОЙ ЧАСТИ
bondsba01,Silver Slugger,2003,NL,,В ЛЮБОЙ ЧАСТИ
piercbi02,TSN All-Star,1956,ML,,Р
gehrilo01,TSN Guide MVP,1934,AL,,
whitede03,Gold Glove,1991,AL,,В ЛЮБОЙ ЧАСТИ
derripa01,Baseball Magazine All-Star,1939,ML,,С2
greenha01,Baseball Magazine All-Star,1945,ML,,LF
thomeji01,Roberto Clemente Award,2002,ML,,
malonpa02,Baseball Magazine All-Star,1930,ML,,С3
rodriiv01,Most Valuable Player,1999,AL,,
sislege01,Baseball Magazine All-Star,1920,AL,,1B
camparo01,TSN All-Star,1949,ML,,C
kluszte01,TSN All-Star,1955,ML,,1B
santajo01,TSN All-Star,2004,AL,,Р
verlaju01,Cy Young Award,2011,AL,,
mitchke01,TSN All-Star,1989,NL,,В ЛЮБОЙ ЧАСТИ
tennefr02,Baseball Magazine All-Star,1908,NL,,1B
mathemi01,Gold Glove,2005,NL,,C
cravaga01,Baseball Magazine All-Star,1915,NL,,RF
manwaki01,Gold Glove,1993,NL,,C
pagejo01,Baseball Magazine All-Star,1949,AL,,С2
coopewi01,Baseball Magazine All-Star,1924,NL,,С3
daviswi02,Gold Glove,1971,NL,,В ЛЮБОЙ ЧАСТИ
rolfere01,Baseball Magazine All-Star,1939,ML,,3B
jonesto02,Rolaids Relief Man Award,2000,AL,,
hubbeca01,Most Valuable Player,1936,NL,,
fostege01,TSN All-Star,1981,NL,,В ЛЮБОЙ ЧАСТИ
cobbty01,Most Valuable Player,1911,AL,,
shockur01,Baseball Magazine All-Star,1920,AL,,С3
wagneho01,Baseball Magazine All-Star,1908,ML,,СС
rogerke01,Gold Glove,2006,AL,,Р
cuccito01,Baseball Magazine All-Star,1945,AL,,3B
whiteea01,Baseball Magazine All-Star,1933,ML,,С3
jonesan01,Gold Glove,1998,NL,,В ЛЮБОЙ ЧАСТИ
pettian01,ALCS MVP,2001,AL,,
richabo01,Gold Glove,1964,AL,,2B
