playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
grossmi01,Mike,Michael,James,Grosso,,,,Mike,C,0.0,0.0,81.0,230,Louisville,South Carolina,1947-09-07,Raritan,NJ,USA,Bridgewater-Raritan,Raritan,NJ,USA,0000-00-00,W
gardnea01,Earl,Earl,Baker,Gardner,,,,Red,F,0.0,0.0,75.0,190,DePauw,Wabash,1923-09-18,,,,New Market,New Market,IN,USA,2005-10-15,W
edwarke01,Kevin,Kevin,Durell,Edwards,,,,,G,0.0,0.0,75.0,190,DePaul,Lakeland C.C.,1965-10-30,Cleveland Heights,OH,USA,St. Joseph Academy,Cleveland,OH,USA,0000-00-00,B
slaugjo01,Jose,Jose,Dan,Slaughter,,,,,G,0.0,0.0,77.0,205,Portland,,1960-09-09,Los Angeles,CA,USA,Compton,Compton,CA,USA,0000-00-00,B
glovecl01,Clarence,Clarence,,Glover,,,,,F,0.0,0.0,80.0,210,Western Kentucky,,1947-11-01,Horse Caves,KY,USA,Caverna,Horse Caves,KY,USA,0000-00-00,B
smithbi01,Bill,William,F.,Smith,,,,Bill,G-F,0.0,0.0,77.0,190,St. Peter's,,1939-04-26,,,,Dickinson / NY Military Academy,Jersey City / Cornwall-on-Hudson,NJ / NY,USA,0000-00-00,W
ivoryel01,Elvin,Elvin,Dennis,Ivory,,,,Little E,F,0.0,0.0,79.5,210,Southwestern Louisiana,,1948-07-02,Birmingham,AL,USA,C.W. Hayes,Birmingham,AL,USA,0000-00-00,B
gibsomi01,Mike,Michael,Jerome,Gibson,,,,Mike,F,0.0,0.0,82.0,205,SC-Spartanburg,,1960-10-27,Williamsburg Co.,SC,USA,Hemingway,Hemingway,SC,USA,0000-00-00,B
brownle02,Lewis,Lewis,,Brown,,,,,C,0.0,0.0,82.0,225,UNLV,,1955-02-19,Los Angeles,CA,USA,Verbum Dei,Los Angeles,CA,USA,2011-09-14,B
masinal01,Al,Alfred,Albert,Masino,,,,Al,G,0.0,0.0,70.0,174,Canisius,,1928-02-05,,,,East,Rochester,NY,USA,2006-08-16,W
bassbr01,Brandon,Brandon,Sam,Bass,,,,B Bass,F,0.0,0.0,80.0,240,Louisiana State,,1985-04-30,Baton Rouge,LA,USA,Capitol,Baton Rouge,LA,USA,0000-00-00,B
mcdonro01,Rod,Roderick,William,McDonald,,,,Rod,F,0.0,0.0,78.0,205,Whitworth,,1945-04-09,Jacksonville,FL,USA,Clover Park,Tacoma,WA,USA,0000-00-00,W
dillami01,Mickey,Mickey,Anthony,Dillard,,,,,G,0.0,0.0,75.0,170,Florida State,,1958-10-15,Hollywood,FL,USA,Nova,Fort Lauderdale,FL,USA,0000-00-00,B
perigbi01,,William,J.,Perigo,,,,Bill,F,0.0,0.0,72.0,180,Western Michigan,,1911-09-17,,,,Delphi,Delphi,IN,USA,1990-02-07,W
rambiku01,Kurt,Darrell,Kurt,Rambis,,,,"Kurt, Rambo",F,0.0,0.0,80.0,213,Santa Clara,,1958-02-25,Cupertino,CA,USA,Cupertino,Cupertino,CA,USA,0000-00-00,W
ochseru01,,Russell,W.,Ochsenhirt,,,,Russ,F,0.0,0.0,75.0,195,Pittsburgh,,1912-04-16,,,,Perry,Pittsburgh,PA,USA,2002-10-04,W
warneco01,Cornell,Cornell,,Warner,,,,Memphis,F-C,0.0,0.0,81.0,220,Jackson State,,1948-08-12,Jackson,MS,USA,Lanier,Jackson,MS,USA,0000-00-00,B
lloydbi01,,Bill,,Lloyd,,,,,G-F,0.0,0.0,74.0,180,St. John's (NY),,0000-00-00,,,,,,,,0000-00-00,W
humphkr01,Kris,Kris,Nathan,Humphries,,,,,F,0.0,0.0,81.0,235,Minnesota,,1985-02-06,Minneapolis,MN,USA,Hopkins,Minneapolis,MN,USA,0000-00-00,B
mengejo01,John,John,P.,Mengelt,,,,Crash,G,0.0,0.0,74.0,195,Auburn,,1949-10-16,Lacrosse,WI,USA,Wilkie,Elwood,IN,USA,0000-00-00,W
longar01,Art,Arthur,Donnell,Long,,,,Art,F-C,0.0,0.0,81.0,240,Cincinnati,SE Iowa CC/DodgeCityCC/IndCC,1973-10-01,Rochester,NY,USA,East,Rochester,NY,USA,0000-00-00,B
cunnico01,,Harold,Brewer,Cunningham,,,,Cookie,F-C,0.0,0.0,75.0,210,Ohio State,,1905-02-04,Mt. Vernon,OH,USA,Mt. Vernon,Mt. Vernon,OH,USA,1995-11-03,W
birdla01,Larry,Larry,Joe,Bird,,,,,F-G,0.0,0.0,81.0,220,Indiana State,Indiana/Northwood Institute,1956-12-07,West Baden,IN,USA,Springs Valley,French Lick,IN,USA,0000-00-00,W
mitchle01,Leland,Leland,,Mitchell,,,,,G,0.0,0.0,76.0,210,Mississippi State,Pearl River CC,1941-02-22,Kiln,MS,USA,Kiln,Kiln,MS,USA,0000-00-00,W
fulleho01,,Homer,,Fuller,,,,,G-F,0.0,0.0,75.0,220,East Texas State,,0000-00-00,,,,,,,,0000-00-00,W
nelsoro01,Ron,Ron,,Nelson,,,,,G,0.0,0.0,74.0,175,New Mexico,,1946-10-07,,,,Artesia,Artesia,NM,USA,0000-00-00,W
adamssp01,,Glenn,Reed,Adams,,,Jr.,Sparky,F,0.0,0.0,73.0,185,Marquette,,1917-04-04,Carpentersville,IL,USA,Dundee,Dundee,IL,USA,2011-03-31,W
greenri01,Rickey,Rickey,,Green,,,,,G,0.0,0.0,72.0,170,Michigan,Vincennes,1954-08-18,Chicago,IL,USA,Hirsch Metro,Chicago,IL,USA,0000-00-00,B
graywy01,Wyndol,Wyndol,Woodrow,Gray,,,,,G-F,0.0,0.0,73.0,175,Bowling Green,Harvard,1922-03-20,,,,Akron South,Akron,OH,USA,1994-01-30,W
swageke01,Keith,Keith,M.,Swagerty,,,,,F,0.0,0.0,79.0,235,Pacific,,1945-10-30,San Jose,CA,USA,Camden,San Jose,CA,USA,0000-00-00,W
tskitni01,Nikoloz,Nikoloz,,Tskitishvili,,,,,F,0.0,0.0,84.0,225,none,,1983-04-14,Tbilisi,,GEO,58 Sports School,Tbilisi,,GEO,0000-00-00,W
jordath01,Thomas,Thomas,,Jordan,,,,,F-C,0.0,0.0,82.0,220,Oklahoma State,,1968-05-23,Baltimore,MD,USA,Lake Clifton,Baltimore,MD,USA,0000-00-00,B
wetzejo01,John,John,Francis,Wetzel,,,,,G-F,0.0,0.0,77.0,183,Virginia Tech,,1944-10-22,Waynesboro,VA,USA,Wilson Memorial,Fisherville,VA,USA,0000-00-00,W
johnsch02,Cheese,Lynbert,Rich,Johnson,,,,Cheese,F-G,0.0,0.0,77.5,195,Wichita State,,1957-09-07,New York,NY,USA,Haaren,New York,NY,USA,0000-00-00,B
mihalre01,Red,Zigmund,John,Mihalik,,,,Red,G,0.0,0.0,72.0,180,none,,1916-09-22,Ford City,PA,USA,Ford City,Ford City,PA,USA,1996-09-25,W
alexaga01,Gary,Gary,R.,Alexander,,,,,F,0.0,0.0,79.0,240,Jacksonville,,1969-11-01,Jacksonville,FL,USA,William M. Raines,Jacksonville,FL,USA,0000-00-00,B
epperch01,,Charles,,Epperson,,,,Charlie,F-G,0.0,0.0,74.0,170,Wisconsin,,0000-00-00,(ht) Jackson,MI,USA,,,,,0000-00-00,W
swansge01,,George,,Swanson,,,,,G-F,0.0,0.0,0.0,0,Toledo,,0000-00-00,,,,,,,,0000-00-00,W
mariasa01,Saul,Saul,George,Mariaschin,,,,aka Saul Marsch,G,0.0,0.0,71.0,165,Harvard,Bloomsburg / Syracuse,1924-09-01,(ht) Brooklyn,NY,USA,Lafayette,Brooklyn,NY,USA,0000-00-00,W
pughro01,Roy,Roy,,Pugh,,,,,C-F,0.0,0.0,78.0,210,SMU,,1922-10-16,Jacksonville,TX,USA,Athens,Athens,TX,USA,2006-08-03,W
sulliqu01,,Quitman,,Sullins,,,,Skeeter,C,0.0,0.0,81.0,225,Murray State,,0000-00-00,Boonville,MS,USA,Luxora,Luxora,AR,USA,0000-00-00,W
irvinby01,Byron,Byron,Edward,Irvin,,,,,G,0.0,0.0,77.0,190,Missouri,Arkansas,1966-12-02,LaGrange,IL,USA,Percy L. Julian,Chicago,IL,USA,0000-00-00,B
lynchlo01,,Richard,C.,Lynch,,,,"Looper, Dick",F,0.0,0.0,76.0,210,Loras,,1924-03-12,,,,Loras Academy,Dubuque,IA,USA,2004-04-25,W
swiftro01,Robert,Robert,,Swift,,,,,C,0.0,0.0,84.0,245,none,,1985-12-03,Bakersfield,CA,USA,Bakersfield / Garces Memorial,Bakersfield,CA,USA,0000-00-00,W
oshaubo01,,Bob,,O'Shaughnessy,,,,,G,0.0,0.0,72.0,175,Nevada,,0000-00-00,,,,,,,,0000-00-00,W
dovoved01,Eddie,Eddie,,Dovovan,,,,,,0.0,0.0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
butleja01,Jackie,Jackie,,Butler,,,,,F-C,0.0,0.0,82.0,250,none,,1985-03-10,McComb,MS,USA,Coastal Christian / Laurinburg / McComb,Virginia Beach / Laurinburg / Mccomb,VA / NC / MS,USA,0000-00-00,B
asmondo01,Don,Donald,A.,Asmonga,,,,Don,G,0.0,0.0,74.0,185,California (PA),Alliance,1928-02-15,,,,Homestead,Homestead,PA,USA,0000-00-00,W
grantbu01,Bud,Harry,Peter,Grant,,,Jr.,Bud,F,0.0,0.0,75.0,195,Minnesota,,1927-05-20,Superior,WI,USA,Central,Superior,WI,USA,0000-00-00,W
willike02,Kevin,Kevin,Alvin,Willis,,,,"Devo, Fresh",F-C,0.0,0.0,84.0,220,Michigan State,Jackson CC,1962-09-06,Los Angeles,CA,USA,Pershing,Detroit,MI,USA,0000-00-00,B
cardfr01,Frank,Frank,Howard,Card,,,,,F,0.0,0.0,79.0,195,South Carolina State,,1944-12-28,Philadelphia,PA,USA,West,Philadelphia,PA,USA,0000-00-00,B
butlech01,,Charles,J.,Butler,,,,Charlie,F-G,0.0,0.0,74.0,165,Notre Dame,,0000-00-00,Chicago,IL,USA,Mt. Carmel,Chicago,IL,USA,0000-00-00,W
foustla01,Larry,Lawrence,Michael,Foust,,,,"Larry, Large Lawrence",C-F,0.0,0.0,81.0,215,LaSalle,,1928-06-24,Painesville,OH,USA,South Catholic,Philadelphia,PA,USA,1984-10-27,W
chuckch01,,Charles,H.,Chuckovits,,,,Chuck,F-G,0.0,0.0,73.0,175,Toledo,,1912-07-10,Akron,OH,USA,St. Vincents,Akron,OH,USA,1991-08-12,W
lambejo01,John,John,Edward,Lambert,,,,,C-F,0.0,0.0,82.0,225,USC,,1953-01-14,Berkeley,CA,USA,Berkeley,Berkeley,CA,USA,0000-00-00,W
okoremi01,Mike,Michael,F.,O'Koren,,,,Mike,F-G,0.0,0.0,79.0,207,North Carolina,,1958-02-07,Jersey City,NJ,USA,Hudson Catholic,Jersey City,NJ,USA,0000-00-00,W
burkepa01,Pat,Patrick,John,Burke,,,,Pat,F-C,0.0,0.0,83.0,250,Auburn,,1973-12-14,Dublin,,IRL,Mariner,Cape Coral,FL,USA,0000-00-00,W
hoppeda01,Dave,David,Dirk,Hoppen,,,,Dave,C-F,0.0,0.0,83.0,235,Nebraska,,1964-03-13,Omaha,NE,USA,Benson,Omaha,NE,USA,0000-00-00,W
sailoke01,Kenny,Kenneth,L.,Sailors,,,,Kenny,G,0.0,0.0,70.0,175,Wyoming,,1922-01-14,Hillsdale,WY,USA,Laramie,Laramie,WY,USA,0000-00-00,W
davisbr01,Brad,Bradley,Ernest,Davis,,,,Brad,G,0.0,0.0,75.0,180,Maryland,,1955-12-17,Monaca,PA,USA,Monaca Senior,Monaca,PA,USA,0000-00-00,W
udrihbe01,Beno,Beno,,Udrih,,,,,G,0.0,0.0,75.0,203,none,,1982-07-05,Celje,,SLO,,,,,0000-00-00,W
schefhe01,,Herbert,G.,Scheffler,,,,Herb,C-F,0.0,0.0,76.0,220,Illinois,Oklahoma,1917-11-05,,,,Springfield,Springfield,IL,USA,2001-01-20,W
stewano01,Norm,Norman,E.,Stewart,,,,Norm,F,0.0,0.0,77.0,200,Missouri,,1935-01-20,Leonard,MO,USA,Shelbyville,Shelbyville,MO,USA,0000-00-00,W
burnsda01,David,David,Earl,Burns,,,,,G,0.0,0.0,74.0,180,St. Louis,Navarro JC ,1958-07-03,Dallas,TX,USA,South Oak Cliff,Dallas,TX,USA,0000-00-00,B
creviro01,Ron,Ronald,Joseph Oscar Camille,Crevier,,,,Ron,C,0.0,0.0,84.0,235,Boston College,,1958-04-14,Montreal,QU,CAN,Dawson,Montreal,QU,CAN,0000-00-00,W
knighne01,Negele,Negele,Oscar,Knight,,,,,G,0.0,0.0,73.0,175,Dayton,,1967-03-06,Detroit,MI,USA,St. Martin De Porres,Detroit,MI,USA,0000-00-00,B
gunthco01,Coulby,Coulby,,Gunther,,,,,F,0.0,0.0,76.0,190,St. John's (NY),Boston College / LIU,1923-02-05,New York,NY,USA,Southside,Rockville Centre,NY,USA,2005-07-14,W
benneel01,Elmer,Elmer,James,Bennett,,,,,G,0.0,0.0,72.0,170,Notre Dame,,1970-02-13,Evanston,IL,USA,Bellaire,Bellaire,TX,USA,0000-00-00,B
divetru01,Russ,Russ,,Divette,,,,,F,,,77.0,190,,,,,,,,,,,0000-00-00,
