year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1982,NBA,IND,IND,EC,CD,6,11,,Indiana Pacers,3707,7723,1447,1910,50,236,1299,2294,3593,2150,2086,755,1535,411,8911,3768,7284,1815,40,142,2413,1206,2564,3770,2237,1886,761,1643,439,9391,0,0,14,27,6,35,0,0,12,46,6,24,0,20,62,82,19830.0,Market Square Arena,32767,IND
2000,NBA,TOR,TOR,EC,CD,2,5,CS,Toronto Raptors,3048,6972,1482,1984,429,1164,1118,2529,3647,2004,1745,599,1080,519,8007,3009,6725,1425,379,1045,1890,926,2511,3437,1696,1792,561,1156,439,7822,0,0,27,14,20,21,0,0,36,18,18,10,0,47,35,82,19955.0,Air Canada Centre,32767,TOR
1991,NBA,GSW,GSW,WC,PC,2,3,C1,Golden State Warriors,3767,7427,1944,2606,254,763,1137,2376,3513,2064,2049,854,1353,375,9732,3616,7507,1923,257,776,2563,1324,2436,3760,2122,2021,794,1512,435,9412,0,0,31,10,24,17,0,0,36,18,19,11,0,55,27,82,19880.0,Oakland-Alameda County Coliseum Arena,32767,GSW
1987,NBA,UTA,UTA,WC,MW,3,5,CS,Utah Jazz,3484,7092,1802,2404,129,404,1066,2553,3619,2407,1986,771,1481,627,8899,3273,7283,1905,146,464,2475,1277,2444,3721,1991,2013,771,1467,472,8597,0,0,33,8,14,27,0,0,38,22,18,12,0,47,35,82,19705.0,Salt Palace,32767,UTA
1981,NBA,DAL,DAL,WC,MW,5,10,,Dallas Mavericks,3390,7224,1740,2366,55,190,1213,2228,3441,2117,2193,566,1317,313,8575,3530,6953,1847,31,138,2491,1108,2361,3469,1984,2243,643,1370,509,8938,0,0,16,25,12,29,0,0,19,41,11,19,0,28,54,82,19730.0,Reunion Arena,32767,DAL
2002,NBA,DAL,DAL,WC,MW,1,3,CF,Dallas Mavericks,3161,6982,1486,1793,636,1668,912,2544,3456,1837,1730,665,949,449,8444,2926,6687,1477,477,1401,2032,1045,2682,3727,1781,1746,546,1316,322,7806,0,0,33,8,27,14,0,0,34,18,18,6,0,60,22,82,19780.0,American Airlines Center,32767,DAL
1979,NBA,POR,POR,WC,PC,4,6,C1,Portland Trail Blazers,3408,7167,1560,2100,26,132,1295,2408,3703,1898,1956,708,1552,472,8402,3349,7008,1716,55,186,2281,1138,2358,3496,2008,1880,756,1450,395,8469,0,0,26,15,12,29,0,0,29,31,13,17,0,38,44,82,19780.0,Memorial Coliseum,32767,POR
1979,NBA,NJN,NJN,EC,AT,5,10,,New Jersey Nets,3456,7504,1882,2406,85,298,1229,2535,3764,2094,2181,869,1702,581,8879,3480,7427,1957,58,208,2572,1285,2596,3881,2189,2042,849,1692,514,8975,0,0,22,19,12,29,0,0,26,34,7,17,0,34,48,82,19805.0,Rutgers Athletic Center,32767,NJN
1976,NBA,ATL,ATL,EC,CD,6,9,,Atlanta Hawks,3279,7176,1836,2451,0,0,1244,2512,3756,1882,2302,733,1779,330,8394,3409,7137,1909,0,0,2527,1121,2533,3654,2020,2174,803,1692,442,8727,0,0,19,22,12,29,0,0,18,22,9,11,0,31,51,82,19705.0,Omni Coliseum,32767,ATL
2008,NBA,MIA,MIA,EC,SE,3,5,C1,Miami Heat,3034,6646,1411,1871,582,1631,828,2411,3239,1671,1696,651,1026,451,8061,2920,6412,1609,591,1519,2086,896,2536,3432,1646,1632,528,1246,335,8040,0,0,28,13,15,26,0,0,28,24,9,7,93,43,39,82,19955.0,AmericanAirlines Arena,32767,
2010,NBA,DAL,DAL,WC,SW,2,0,NC,Dallas Mavericks,3069,6463,1437,1850,645,1768,780,2618,3398,1954,1575,557,1145,352,8220,2996,6656,1373,1830,508,1480,880,2459,3339,1689,1650,623,1114,303,7873,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,0,,,0,
1995,NBA,PHO,PHO,WC,PC,4,7,C1,Phoenix Suns,3159,6673,1907,2472,327,984,1009,2501,3510,2001,1776,623,1207,331,8552,3217,6837,1540,551,1492,2083,1003,2382,3385,2088,2011,586,1191,420,8525,0,0,25,16,16,25,0,0,23,29,9,15,0,41,41,82,19955.0,America West Arena,32767,PHO
1981,NBA,WSB,WAS,EC,AT,4,5,CS,Washington Bullets,3400,7168,1626,2105,59,236,1047,2583,3630,1983,2072,643,1390,397,8485,3362,7229,1645,44,183,2237,1110,2516,3626,1889,1907,624,1325,543,8413,0,0,22,19,21,20,0,0,31,27,7,17,0,43,39,82,19830.0,Capital Centre,32767,WAS
2003,NBA,DET,DET,EC,CD,2,3,NC,Detroit Pistons,2747,6314,1561,2074,333,968,1014,2492,3506,1702,1664,659,1241,570,7388,2633,6378,1287,356,1180,1730,980,2353,3333,1561,1877,649,1310,410,6909,0,0,31,10,23,18,0,0,37,17,17,11,0,54,28,82,19780.0,The Palace of Auburn Hills,32767,DET
1955,NBA,BOS,BOS,,ED,2,0,DS,Boston Celtics,2745,6913,2142,2785,0,0,0,0,4583,1834,1874,0,0,0,7632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7585,441,0,20,7,12,15,7,11,0,0,18,18,0,39,33,72,17355.0,Boston Garden,32767,BOS
1976,NBA,NYK,NYK,EC,AT,3,7,,New York Knicks,3659,7530,1587,2078,0,0,974,2680,3654,1956,2007,714,1680,304,8905,3577,7610,1752,0,0,2327,1163,2716,3879,1847,2008,793,1612,412,8906,0,0,26,15,14,27,0,0,19,21,8,8,0,40,42,82,19755.0,Madison Square Garden (IV),32767,NYK
1984,NBA,SEA,SEA,WC,PC,4,10,,Seattle Supersonics,3277,6910,1777,2305,45,185,1019,2287,3306,2185,1974,649,1493,343,8376,3520,7142,1703,79,253,2212,1113,2379,3492,2220,2020,732,1383,458,8822,0,0,20,21,11,30,0,0,23,37,13,17,0,31,51,82,19705.0,King County Domed Stadium,32767,SEA
1952,NBA,FTW,DET,,WD,3,0,DF,Fort Wayne Pistons,1876,5230,1839,2491,0,0,0,0,3548,1438,2119,0,0,0,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5599,394,0,25,9,8,19,3,5,0,0,18,22,0,36,33,69,16810.0,War Memorial Coliseum,0,FWP
1958,NBA,STL,ATL,,WD,1,0,DF,St. Louis Hawks,2879,7015,2072,2757,0,0,0,0,5045,1567,1937,0,0,0,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7564,629,0,28,3,14,15,7,5,0,0,27,9,0,49,23,72,17380.0,Kiel Auditorium,32767,STL
1984,NBA,UTA,UTA,WC,MW,4,6,CS,Utah Jazz,3478,7302,1878,2434,103,307,1081,2554,3635,2143,1961,712,1575,697,8937,3532,7604,1810,72,280,2375,1360,2645,4005,2069,2076,806,1606,443,8946,0,0,26,15,15,26,0,0,32,28,19,11,0,41,41,82,19755.0,Salt Palace,32767,UTA
2007,NBA,IND,IND,EC,CD,3,9,,Indiana Pacers,3102,6993,1568,2042,755,2021,904,2633,3537,1864,1921,623,1207,412,8527,3093,6817,1850,606,1571,2443,929,2800,3729,1820,1782,663,1233,416,8642,0,0,21,20,15,26,0,0,24,28,5,11,99,36,46,82,19755.0,Conseco Fieldhouse,32767,
1981,NBA,LAL,LAL,WC,PC,1,1,NC,Los Angeles Lakers,3919,7585,1549,2161,13,94,1258,2505,3763,2356,1999,848,1468,517,9400,3745,7679,1433,78,213,2008,1275,2255,3530,2319,2004,718,1483,435,9001,0,0,30,11,27,14,0,0,44,16,21,9,0,57,25,82,19855.0,The Forum,32767,LAL
2007,NBA,PHI,PHI,EC,AT,3,7,C1,Philadelphia 76ers,3056,6648,1509,2137,302,952,1067,2370,3437,1673,1620,712,1112,400,7923,3000,6504,1332,557,1549,1726,923,2293,3216,1903,1708,550,1226,420,7889,0,0,22,19,18,23,0,0,25,27,7,9,92,40,42,82,19755.0,Wachovia Center,32767,
1996,NBA,GSW,GSW,WC,PC,7,10,,Golden State Warriors,2997,6567,1696,2180,481,1363,1086,2259,3345,1822,1787,611,1410,359,8171,3199,6735,1578,581,1558,2103,1089,2272,3361,2159,1886,824,1288,395,8557,0,0,18,23,12,29,0,0,19,33,4,20,0,30,52,82,19905.0,San Jose Arena,32767,GSW
1994,NBA,MIN,MIN,WC,MW,6,12,,Minnesota Timberwolves,2792,6219,1824,2355,318,1016,883,2090,2973,1780,2074,609,1400,402,7726,3088,6509,1820,468,1243,2491,1169,2305,3474,2069,1982,703,1323,512,8464,0,0,13,28,8,33,0,0,12,42,4,22,0,21,61,82,19780.0,Target Center,32767,MIN
1963,NBA,BAL,WAS,,WD,4,0,,Baltimore Bullets,3456,7862,2036,2958,0,0,0,0,5460,1423,2073,0,0,0,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091,571,0,20,19,8,21,3,9,0,0,16,24,0,31,49,80,19325.0,Baltimore Civic Center,32767,BLT
1984,NBA,KCK,SAC,WC,MW,6,9,,Kansas City Kings,3664,7275,2022,2595,63,238,1167,2327,3494,2342,2169,661,1593,300,9413,3805,7461,1957,65,259,2546,1166,2267,3433,2344,2205,761,1424,512,9632,0,0,23,18,8,33,0,0,22,38,8,22,0,31,51,82,19755.0,Kemper Arena,32767,KCK
1948,NBA,MNL,LAL,,WD,2,0,NC,Minneapolis Lakers,1885,5146,1272,1759,0,0,0,0,0,1134,1386,0,0,0,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4599,0,0,26,3,16,13,2,0,0,0,22,8,0,44,16,60,14600.0,Minneapolis Auditorium,0,MNL
1975,ABA,DNA,DEN,,,1,0,F,Denver Nuggets,4059,8036,2078,2667,41,178,1311,2776,4087,2442,1988,891,1755,539,10237,4027,8683,1567,113,418,2061,1662,2578,4240,2133,2287,952,1763,485,9734,0,0,39,3,21,21,0,0,0,0,0,0,0,60,24,84,20310.0,McNichols Sports Arena,32767,DEN
1999,NBA,IND,IND,EC,CD,1,1,F,Indiana Pacers,3047,6640,1629,2008,583,1487,842,2612,3454,1857,1786,559,1159,422,8306,3113,6982,1374,329,1006,1821,1040,2545,3585,1735,1910,610,1126,323,7929,0,0,36,5,20,21,0,0,36,18,20,8,0,56,26,82,19730.0,Conseco Fieldhouse,32767,IND
1990,NBA,ATL,ATL,EC,CD,4,6,C1,Atlanta Hawks,3349,7223,2034,2544,271,836,1235,2420,3655,1864,1768,729,1231,374,9003,3568,7219,1587,217,621,2069,1080,2499,3579,2320,2034,688,1291,361,8940,0,0,29,12,14,27,0,0,26,28,11,19,0,43,39,82,19755.0,Omni Coliseum,32767,ATL
2005,NBA,CHI,CHI,EC,CD,3,7,C1,Chicago Bulls,3004,6737,1452,1967,560,1477,906,2602,3508,1804,2038,508,1224,345,8020,2773,6515,1921,501,1428,2472,881,2541,3422,1652,1883,611,1228,420,7968,0,0,21,20,20,21,0,0,30,22,4,12,0,41,41,82,19905.0,United Center,32767,CHI
1976,NBA,PHI,PHI,EC,AT,1,1,F,Philadelphia 76ers,3511,7322,2012,2732,0,0,1293,2752,4045,1966,2074,814,1915,561,9034,3575,7920,1561,0,0,2074,1416,2448,3864,2012,2232,823,1769,371,8711,0,0,32,9,18,23,0,0,28,12,11,5,0,50,32,82,19780.0,The Spectrum,32767,PHI
1990,NBA,SAS,SAS,WC,MW,1,2,C1,San Antonio Spurs,3409,6988,1883,2459,81,297,1131,2657,3788,2140,1896,670,1445,571,8782,3265,7289,1664,218,704,2187,1122,2270,3392,1928,2008,801,1260,437,8412,0,0,33,8,22,19,0,0,36,20,20,8,0,55,27,82,19830.0,HemisFair Arena,32767,SAN
1972,ABA,NYA,NJN,,ED,4,0,DS,New York Nets,3400,7073,1851,2513,49,174,1161,2673,3834,1899,2112,0,1696,0,8700,3547,7611,2057,94,309,2738,1426,2685,4111,1894,2044,0,1525,0,9245,0,0,21,21,9,31,0,2,0,0,15,29,0,30,54,84,20210.0,Nassau Veterans Memorial Coliseum,32767,NYN
1961,ABL1,KCS,KCS,,WE,1,0,LC,Kansas City Steers,3101,7275,1836,2482,220,707,0,0,4179,1501,2029,0,0,0,8258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7888,153,0,0,0,0,0,0,0,0,0,0,0,0,54,25,79,18910.0,Municipal Auditorium,0,
1979,NBA,ATL,ATL,EC,CD,1,2,CS,Atlanta Hawks,3261,7027,2038,2645,13,75,1369,2406,3775,1913,2293,782,1495,539,8573,3144,6872,2000,46,183,2616,1261,2339,3600,1758,2171,682,1660,554,8334,0,0,32,9,18,23,0,0,38,22,21,9,0,50,32,82,19780.0,Omni Coliseum,32767,ATL
1982,NBA,PHO,PHO,WC,PC,2,3,C1,Phoenix Suns,3555,7158,1626,2189,40,158,1094,2518,3612,2300,2062,749,1545,495,8776,3305,7265,1707,44,199,2268,1210,2326,3536,1988,2039,712,1560,343,8361,0,0,32,9,21,20,0,0,42,18,21,9,0,53,29,82,19730.0,Arizona Veterans Memorial Coliseum,32767,PHO
2011,NBA,ATL,ATL,EC,SE,2,0,C1,Atlanta Hawks,2429,5348,1025,1385,492,1330,652,2066,2718,1481,1178,536,921,303,6375,2380,5366,997,1324,391,1137,712,2079,2791,1354,1263,494,999,313,6148,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,,,0,
1999,NBA,CHH,NOH,EC,CD,2,4,C1,Charlotte Hornets,2935,6533,1863,2458,339,1001,884,2635,3519,2023,1670,732,1206,480,8072,3048,6811,1347,410,1086,1807,966,2550,3516,1903,2076,604,1297,421,7853,0,0,30,11,19,22,0,0,36,18,20,8,0,49,33,82,19780.0,Charlotte Coliseum,32767,CHA
1957,NBA,SYR,PHI,,ED,2,0,DS,Syracuse Nationals,2823,7336,2075,2617,0,0,0,0,4895,1298,1820,0,0,0,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7564,657,0,26,5,9,21,6,5,0,0,21,15,0,41,31,72,17305.0,Onondaga War Memorial,32767,SYR
1991,NBA,BOS,BOS,EC,AT,1,2,CS,Boston Celtics,3543,7196,1549,1917,110,359,1095,2583,3678,2072,1686,636,1165,484,8745,3323,7293,1601,201,652,2084,1178,2333,3511,1923,1634,680,1114,414,8448,0,0,34,7,17,24,0,0,35,21,19,9,0,51,31,82,19780.0,Boston Garden,32767,BOS
1986,NBA,CLE,CLE,EC,CD,6,9,,Cleveland Cavaliers,3349,7122,1779,2554,81,338,1257,2420,3677,1912,1853,672,1619,559,8558,3556,7441,1664,95,342,2209,1254,2396,3650,2056,2076,810,1398,479,8871,0,0,25,16,6,35,0,0,22,36,8,22,0,31,51,82,19755.0,Coliseum at Richfield,32767,CLE
1982,NBA,SDC,LAC,WC,PC,6,11,,San Diego Clippers,3625,7634,1589,2195,64,262,1394,2108,3502,2087,2284,820,1600,408,8903,3652,6910,1963,32,130,2626,1095,2365,3460,2105,1962,789,1723,519,9299,0,0,18,23,7,34,0,0,16,44,7,23,0,25,57,82,19830.0,San Diego Sports Arena,32767,SDC
1993,NBA,PHI,PHI,EC,AT,6,11,,Philadelphia 76ers,3103,6819,1509,2112,318,942,1012,2394,3406,1827,1488,663,1368,525,8033,3549,7338,1297,263,795,1744,1202,2607,3809,2357,1729,806,1190,385,8658,0,0,15,26,10,31,0,0,17,39,7,21,0,25,57,82,19805.0,The Spectrum,32767,PHI
1937,NBL,INK,INJ,,WE,4,0,,Indianapolis Kautskys,159,0,118,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,4,2,0,6,0,0,0,0,0,0,0,4,9,13,,,0,INK
1993,NBA,NJN,NJN,EC,AT,3,7,C1,New Jersey Nets,3169,7115,1900,2495,223,683,1300,2556,3856,1900,1693,696,1196,576,8461,3266,7125,1514,235,739,2038,1142,2528,3670,1919,1901,715,1248,582,8281,0,0,29,12,16,25,0,0,32,24,17,11,0,45,37,82,19830.0,Brendan Byrne Arena,32767,NJN
2007,NBA,NJN,NJN,EC,AT,4,10,,New Jersey Nets,2856,6450,1647,2237,498,1430,913,2520,3433,1925,1855,521,1178,390,7857,2982,6543,1774,534,1448,2311,896,2517,3413,1810,1836,662,1050,362,8272,0,0,21,20,13,28,0,0,26,26,4,12,93,34,48,82,19830.0,Izod Center,32767,
1990,NBA,ORL,ORL,WC,MW,4,9,,Orlando Magic,3298,7256,1818,2447,270,754,1233,2429,3662,1809,1976,602,1391,306,8684,3454,7232,1879,223,674,2451,1095,2500,3595,2118,1983,706,1215,654,9010,0,0,24,17,7,34,0,0,23,33,13,15,0,31,51,82,19780.0,Orlando Arena,32767,ORL
1948,NBA,BLB,BLB,,ED,3,0,DS,Baltimore Bullets,1736,5162,1545,2053,0,0,0,0,0,1000,1730,0,0,0,5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4934,0,0,17,12,11,17,1,2,0,0,15,15,0,29,31,60,14600.0,Baltimore Coliseum,0,BLT
1968,NBA,BOS,BOS,,ED,4,0,NC,Boston Celtics,3583,8316,1936,2657,0,0,0,0,4840,1953,2073,0,0,0,9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8645,0,0,24,12,21,19,3,3,0,0,23,17,0,48,34,82,19830.0,Boston Garden,32767,BOS
1974,NBA,MIL,MIL,WC,MW,4,6,,Milwaukee Bucks,3450,7367,1354,1746,0,0,1021,2766,3787,1932,1949,596,1540,400,8254,3371,7600,1495,0,0,1910,1153,2645,3798,1960,1704,660,1379,298,8237,0,0,25,16,13,28,0,0,20,26,14,12,0,38,44,82,19805.0,MECCA Arena,32767,MIL
2008,NBA,MIN,MIN,WC,NW,4,11,,Minnesota Timberwolves,2986,6766,1504,1957,543,1539,975,2442,3417,1674,1785,512,1165,322,8019,3109,6561,1668,536,1420,2145,813,2539,3352,1765,1642,610,1028,484,8422,0,0,11,30,13,28,0,0,13,39,3,13,94,24,58,82,19805.0,Target Center,32767,
2010,NBA,NOH,NOH,WC,SW,3,0,C1,New Orleans Hornets,2944,6416,1452,1897,444,1232,824,2468,3292,1691,1719,624,1069,359,7784,2882,6306,1390,1805,557,1562,769,2457,3226,1739,1674,497,1192,396,7711,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,0,,,0,
1986,NBA,DET,DET,EC,CD,2,3,CF,Detroit Pistons,3544,7237,1991,2602,39,169,1245,2649,3894,2021,2078,643,1417,436,9118,3376,7307,1951,133,419,2608,1143,2339,3482,2029,2067,670,1294,472,8836,0,0,32,9,20,21,0,0,38,20,17,13,0,52,30,82,19830.0,Pontiac Silverdome,32767,DET
1973,NBA,NYK,NYK,EC,AT,2,2,CF,New York Knicks,3478,7483,1350,1738,0,0,959,2725,3684,1937,1884,554,1463,277,8306,3292,7377,1496,0,0,1974,1042,2790,3832,1580,1792,479,1555,348,8080,0,0,28,13,21,19,0,1,25,21,10,12,0,49,33,82,19780.0,Madison Square Garden (IV),32767,NYK
1985,NBA,MIL,MIL,EC,CD,1,2,CF,Milwaukee Bucks,3601,7310,2063,2701,125,382,1189,2420,3609,2158,2210,805,1369,460,9390,3286,7043,1980,97,329,2674,1169,2325,3494,1952,2139,633,1631,397,8649,0,0,33,8,24,17,0,0,39,19,21,9,0,57,25,82,19805.0,MECCA Arena,32767,MIL
1946,NBA,BOS,BOS,,ED,5,0,,Boston Celtics,1397,5133,811,1375,0,0,0,0,0,470,1202,0,0,0,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898,0,0,14,16,8,22,0,0,0,0,11,19,0,22,38,60,14500.0,Boston Garden,32767,BOS
1947,NBA,BOS,BOS,,ED,3,0,R1,Boston Celtics,1241,4323,821,1246,0,0,0,0,0,364,1065,0,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491,0,0,11,13,9,15,0,0,0,0,11,13,0,20,28,48,11645.0,Boston Garden,32767,BOS
1948,NBA,BOS,BOS,,ED,5,0,,Boston Celtics,1706,5483,1181,1856,0,0,0,0,0,1135,1382,0,0,0,4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768,0,0,17,12,7,20,1,3,0,0,12,18,0,25,35,60,14600.0,Boston Garden,32767,BOS
1949,NBA,BOS,BOS,,ED,6,0,,Boston Celtics,1945,5756,1530,2163,0,0,0,0,0,1473,1644,0,0,0,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5590,0,0,12,14,5,28,5,4,0,0,11,15,0,22,46,68,16570.0,Boston Garden,32767,BOS
