qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6128,911,20,9,1,3,2:10.105,2:08.868,2:07.717
1939,212,64,21,2,21,1:21.029,,
7100,967,20,6,5,5,1:12.159,1:12.010,1:11.495
5522,883,822,3,17,15,1:34.425,1:34.105,
2462,251,44,27,26,13,1:27.384,,
2309,245,77,6,28,4,1:28.189,,
705,51,17,9,15,7,1:37.199,1:36.602,1:38.153
3488,343,15,205,18,19,1:30.237,,
5712,893,4,6,3,7,1:45.115,1:44.153,1:43.938
2900,269,105,18,24,19,1:23.364,,
4401,107,22,6,2,1,1:10.646,,
2457,251,65,22,2,8,1:26.433,,
522,42,27,12,21,22,1:14.597,,
1698,192,73,25,20,21,1:20.748,,
7231,973,832,5,55,12,1:21.941,1:21.371,
3891,114,43,7,21,10,1:16.744,,
5155,867,819,206,25,23,1:42.675,,
7226,973,4,1,14,7,1:22.015,1:21.251,1:21.048
4625,844,67,5,18,16,1:27.620,1:27.255,
5411,878,817,5,16,18,1:39.114,,
1412,104,32,19,15,14,1:21.989,,
2785,265,57,1,7,8,1:45.487,,
6006,905,822,3,77,13,1:18.407,1:18.082,
3159,9,15,7,9,14,1:31.760,1:42.771,
