season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2012,124,1279,60,1104,51,Н,0,21,49,2,10,16,34,14,24,8,7,5,7,15,19,55,5,20,8,14,17,25,11,13,5,3,27
2005,21,1120,85,1202,74,Н,0,27,55,8,18,23,35,13,20,15,13,10,1,21,26,57,9,21,13,18,16,22,14,25,9,1,29
2003,44,1345,78,1125,61,Н,0,25,48,3,11,25,32,12,21,17,16,11,1,17,21,45,8,21,11,16,4,16,15,18,8,0,26
2004,113,1287,80,1184,71,A,0,24,46,3,8,29,33,9,24,13,16,10,2,17,28,61,8,25,7,13,11,15,18,14,11,2,23
2013,130,1308,74,1402,65,Н,0,24,49,4,11,22,37,6,32,10,7,7,5,19,19,55,5,17,22,29,9,26,7,9,3,0,25
2014,114,1424,78,1161,70,Н,0,27,67,7,28,17,27,19,29,10,9,4,5,19,23,56,8,18,16,22,8,27,12,10,2,1,25
2007,124,1332,70,1333,49,Н,0,25,55,9,23,11,14,14,24,11,11,7,1,15,19,50,4,19,7,15,11,19,8,13,7,3,17
2010,61,1219,78,1205,68,Н,0,27,54,5,17,19,30,10,25,17,15,6,4,20,26,56,8,22,8,13,10,23,16,22,6,3,26
2008,5,1221,61,1220,47,Н,0,18,51,5,16,20,28,14,31,13,14,5,6,23,13,49,6,17,15,26,11,23,3,14,7,7,26
2003,18,1241,68,1202,66,A,0,28,57,4,16,8,12,10,23,13,13,3,9,23,26,62,3,14,11,21,18,23,13,14,6,3,19
2004,121,1396,98,1269,92,Н,2,32,76,10,35,24,35,19,20,9,4,11,4,16,32,72,18,40,10,12,19,31,24,19,1,1,26
2003,36,1395,87,1317,80,A,0,27,61,10,26,23,36,10,32,15,13,9,3,26,26,66,7,20,21,30,15,30,16,17,6,5,26
2009,80,1284,74,1254,73,Н,0,27,56,9,17,11,17,3,25,18,11,4,5,19,22,53,9,24,20,22,6,29,11,15,7,4,17
2005,61,1374,95,1409,83,A,1,32,59,5,12,26,33,12,24,13,17,9,2,26,29,59,2,11,23,33,10,18,19,13,11,9,22
2006,62,1116,83,1442,54,Н,0,27,53,5,18,24,38,14,18,16,13,14,8,15,19,53,6,15,10,12,15,19,10,24,5,1,21
2006,89,1387,64,1200,54,Н,0,25,56,2,12,12,15,14,26,12,6,2,2,12,19,47,9,19,7,10,4,19,7,7,3,4,17
2008,116,1162,61,1217,54,Н,0,23,52,0,12,15,23,7,29,13,12,5,0,18,20,48,3,18,11,17,4,27,9,13,4,5,24
2014,101,1211,83,1337,68,Н,0,31,59,10,24,11,16,8,28,17,9,9,2,13,27,58,3,17,11,17,7,22,15,13,6,5,15
2013,107,1184,91,1122,53,Н,0,34,58,10,23,13,15,5,22,21,8,10,2,18,18,49,5,21,12,17,11,20,13,21,3,5,14
2009,33,1102,71,1294,64,A,0,23,36,8,15,17,28,6,19,14,17,6,3,17,25,56,6,20,8,15,16,14,12,17,5,2,24
2011,60,1193,68,1119,61,Н,0,21,51,1,9,25,37,11,22,11,12,6,4,19,20,51,10,26,11,15,13,26,10,20,7,0,29
2014,117,1374,70,1416,55,Н,0,23,47,4,8,20,30,6,29,16,11,9,8,20,21,56,4,19,9,20,14,22,10,15,8,3,24
2008,67,1171,73,1217,56,Н,0,28,59,5,10,12,15,6,32,12,14,9,5,21,18,52,3,16,17,26,8,26,5,17,9,3,15
2005,22,1144,75,1456,62,Н,0,28,60,6,16,13,21,12,27,14,12,10,1,25,21,55,4,27,16,24,13,24,11,17,4,4,22
2005,51,1294,86,1402,82,Н,2,30,67,5,20,21,33,16,28,21,16,7,5,21,31,73,6,20,14,23,21,28,13,16,8,1,32
2010,89,1115,92,1212,69,Н,0,26,45,4,10,36,52,9,34,19,28,7,6,20,24,64,3,15,18,27,10,17,12,16,16,1,33
2014,8,1214,64,1389,59,A,0,19,47,5,13,21,30,8,24,11,11,2,6,23,18,47,2,12,21,32,12,27,7,15,7,4,24
2008,20,1301,69,1437,68,Н,0,23,43,7,15,16,25,8,23,13,22,3,4,19,29,68,2,12,8,18,21,18,13,11,11,3,21
2007,93,1456,65,1241,62,Н,0,23,49,8,19,11,16,10,20,16,10,5,3,12,24,55,6,19,8,11,14,18,10,12,7,1,15
2003,47,1187,86,1144,61,Н,0,32,64,6,14,16,23,21,30,22,12,5,7,19,20,52,4,16,17,22,6,16,15,11,5,3,21
2011,52,1321,70,1291,47,Н,0,29,61,6,24,6,10,11,30,25,12,9,2,7,20,55,6,17,1,7,8,24,12,15,10,2,14
2009,22,1172,78,1259,48,Н,0,29,62,14,27,6,9,11,26,20,11,3,2,18,16,47,6,18,10,13,8,23,8,21,4,2,14
2005,66,1129,72,1409,71,Н,0,22,56,5,20,23,31,15,24,10,11,6,0,14,27,60,9,29,8,13,12,22,13,13,5,2,24
2012,80,1332,65,1425,62,Н,0,20,44,6,16,19,24,12,22,9,19,5,2,15,25,61,2,13,10,12,12,15,5,9,5,0,19
2008,65,1456,69,1241,66,Н,0,22,40,5,17,20,30,8,17,9,19,4,1,17,25,57,3,18,13,19,18,16,8,15,9,1,27
2009,38,1275,69,1454,45,Н,0,26,66,10,18,7,13,17,28,14,9,6,1,18,17,53,4,19,7,14,13,27,7,15,3,4,15
2014,75,1437,88,1177,62,Н,0,31,56,9,26,17,23,10,27,21,5,5,4,19,22,54,4,14,14,19,7,19,13,8,3,2,20
2004,117,1324,88,1442,59,Н,0,35,72,5,23,13,19,14,25,17,13,15,4,18,18,51,6,22,17,20,9,26,9,26,5,0,15
2012,68,1142,73,1168,67,Н,0,24,59,5,14,20,30,15,20,8,7,5,3,20,21,43,8,17,17,30,6,25,12,15,5,6,21
2014,114,1296,74,1405,66,Н,0,22,48,5,11,25,30,12,28,6,18,2,3,25,23,55,3,21,17,27,11,18,9,9,12,3,23
2009,61,1274,76,1300,42,Н,0,26,63,8,23,16,25,19,34,15,9,4,5,14,15,57,3,23,9,11,9,25,9,10,2,3,20
2006,59,1394,90,1366,45,Н,0,33,64,9,22,15,29,12,31,26,12,11,7,23,13,54,1,14,18,27,14,28,2,23,6,4,27
2005,43,1155,83,1313,56,Н,0,27,61,5,20,24,38,13,28,16,11,12,7,14,21,56,4,14,10,18,10,29,11,21,6,2,24
2014,76,1374,73,1220,49,Н,0,27,54,4,12,15,24,13,30,18,13,12,6,15,16,48,10,29,7,13,7,20,11,18,6,6,19
2010,20,1122,69,1310,67,Н,0,28,55,3,11,10,15,11,25,19,16,3,3,19,21,52,11,26,14,21,8,21,14,13,9,6,18
2003,110,1440,61,1422,60,Н,0,25,53,6,13,5,12,12,25,17,16,8,5,14,22,54,5,17,11,13,8,20,15,13,10,2,14
2010,50,1145,59,1379,56,Н,0,21,57,6,35,11,12,10,24,10,9,6,1,18,20,53,2,15,14,19,14,27,10,15,2,3,15
2006,127,1319,98,1170,83,Н,0,34,60,7,14,23,35,19,30,18,16,5,0,21,28,57,8,19,19,27,3,13,12,10,9,2,26
2011,101,1418,72,1198,68,A,0,24,55,3,9,21,30,19,19,15,14,5,2,25,22,48,3,14,21,30,12,20,8,16,7,3,25
2013,80,1422,66,1359,64,Н,0,21,55,4,12,20,29,12,27,7,14,7,2,14,22,55,7,22,13,18,9,26,11,13,8,2,21
2012,124,1353,61,1385,58,Н,0,20,53,5,18,16,21,14,28,10,14,6,1,21,22,59,4,16,10,22,19,23,12,15,8,4,20
2008,7,1199,92,1204,67,Н,0,27,55,6,17,32,35,8,36,13,18,5,8,15,27,75,3,21,10,14,15,19,11,14,6,3,22
2007,101,1450,58,1390,45,Н,0,19,48,3,9,17,22,9,26,6,8,7,12,15,15,53,6,16,9,16,16,22,7,15,3,5,18
2011,49,1272,68,1394,63,Н,0,21,53,5,16,21,27,12,28,12,13,9,6,15,25,60,7,21,6,11,11,23,19,13,9,4,23
2006,22,1430,82,1442,69,Н,0,26,50,5,15,25,30,11,24,16,11,7,5,22,22,52,4,14,21,33,13,15,9,11,7,2,25
2007,96,1275,62,1444,59,Н,0,24,47,7,19,7,10,4,25,13,11,3,3,20,20,46,6,17,13,21,7,21,10,8,6,1,17
2013,100,1397,58,1435,46,A,0,24,56,4,14,6,8,13,25,11,9,3,6,9,20,53,3,14,3,6,9,19,10,11,3,4,12
2007,114,1150,99,1182,90,A,0,35,73,13,31,16,21,18,28,26,13,4,3,23,30,70,9,30,21,30,16,22,20,11,9,7,18
2004,117,1234,66,1278,62,Н,0,24,54,5,17,13,26,10,30,18,11,10,6,13,22,57,10,30,8,12,8,28,17,13,6,1,22
2012,107,1233,75,1351,62,A,0,27,65,12,28,9,13,14,20,18,8,10,1,13,21,50,9,23,11,14,10,24,13,19,5,8,9
2011,78,1140,83,1395,67,Н,0,27,55,8,18,21,26,8,34,14,13,6,3,16,25,65,8,18,9,14,10,24,16,11,5,2,20
2003,56,1329,71,1116,45,Н,0,27,48,4,10,13,30,10,24,16,14,12,4,22,17,52,1,13,10,18,16,17,7,22,5,3,23
2007,30,1130,65,1277,58,Н,0,22,56,4,16,17,23,17,20,14,14,4,6,17,21,53,2,15,14,20,14,22,12,16,7,8,22
2003,126,1132,90,1123,81,A,0,22,42,9,14,37,43,10,29,17,19,1,5,30,21,59,9,21,30,35,12,13,12,9,5,3,31
2009,91,1192,71,1248,68,Н,0,27,59,3,12,14,17,16,19,15,20,4,8,13,25,62,4,21,14,16,18,17,18,17,9,2,17
2007,123,1339,55,1258,41,Н,0,21,48,5,11,8,13,10,30,10,18,9,1,13,15,54,4,23,7,12,11,20,11,14,5,2,18
2013,4,1158,75,1406,58,Н,0,27,48,4,9,17,29,12,22,11,17,4,6,18,21,57,4,12,12,17,17,15,5,15,7,4,23
2011,94,1334,74,1364,68,A,0,25,45,12,19,12,17,3,25,19,12,3,0,11,28,56,7,22,5,7,5,20,16,8,7,1,15
2009,16,1217,80,1306,69,A,0,27,44,8,12,18,22,4,24,14,13,5,1,18,25,62,10,27,9,13,15,12,8,10,7,2,22
2009,33,1331,85,1355,76,A,0,31,54,8,20,15,21,10,26,15,18,4,2,18,32,61,4,18,8,10,4,18,11,13,8,0,23
2009,11,1133,67,1227,61,Н,0,15,46,4,21,33,47,13,30,6,15,7,2,20,20,57,7,23,14,20,11,28,12,12,5,4,32
2014,33,1312,55,1262,44,Н,0,20,53,4,19,11,13,10,22,12,9,8,5,17,13,50,6,22,12,13,13,25,5,15,3,4,17
2010,68,1159,68,1119,58,Н,1,20,52,7,21,21,26,12,25,15,16,5,4,13,23,54,5,16,7,12,9,23,14,18,8,2,22
2008,56,1165,86,1346,84,A,1,31,57,8,18,16,23,6,20,18,15,8,3,18,30,63,10,18,14,18,15,26,21,18,7,0,23
2011,99,1345,67,1231,53,Н,0,20,49,4,12,23,28,8,28,13,11,8,8,15,22,62,2,13,7,7,12,20,9,13,9,2,22
2008,82,1461,73,1161,58,Н,0,26,64,5,16,16,21,16,31,14,13,8,8,14,23,67,5,25,7,11,16,24,7,16,6,6,18
2003,89,1148,80,1254,70,A,0,27,60,4,11,22,28,14,26,9,13,5,1,21,25,58,8,25,12,19,12,23,13,18,7,0,26
2009,77,1338,78,1393,60,Н,0,32,60,5,15,9,17,12,28,18,11,6,8,15,23,55,7,20,7,16,9,19,13,14,2,3,15
2006,34,1267,73,1464,70,Н,0,25,56,8,19,15,19,10,20,16,15,10,2,14,27,64,8,24,8,11,18,23,13,19,7,4,18
2010,87,1331,71,1295,57,Н,0,27,59,1,11,16,30,12,33,9,8,4,7,15,22,62,6,20,7,12,9,25,12,13,4,1,23
2006,59,1151,90,1263,75,Н,0,32,61,8,20,18,33,11,24,20,10,11,1,10,30,60,9,29,6,7,6,26,15,20,6,3,24
2008,26,1228,78,1451,61,Н,0,32,63,10,27,4,8,10,21,17,12,9,1,12,21,50,6,17,13,17,9,24,8,21,4,4,14
2005,72,1356,69,1191,57,A,0,27,60,4,16,11,15,12,30,15,11,7,0,25,18,49,5,15,16,25,8,23,10,13,7,2,16
2013,79,1403,56,1235,51,Н,0,20,51,3,13,13,19,7,31,8,15,8,3,17,18,51,6,23,9,15,3,26,8,11,7,0,16
2014,116,1145,79,1351,66,A,0,29,54,10,21,11,14,5,27,16,11,9,2,17,20,50,11,27,15,20,7,21,13,16,7,0,13
2008,99,1335,70,1343,65,Н,0,17,44,5,19,31,36,8,19,10,12,4,3,24,24,48,3,12,14,21,7,19,11,13,5,1,27
2014,21,1326,65,1461,50,Н,0,23,56,8,23,11,16,14,28,8,6,2,7,15,19,53,2,14,10,13,8,21,6,8,0,3,18
2004,101,1426,89,1270,78,A,0,26,51,6,12,31,39,12,20,13,18,10,3,23,24,48,7,17,23,30,9,18,5,20,7,5,33
2004,42,1415,72,1319,69,Н,1,24,63,10,26,14,22,13,28,14,16,5,5,15,23,58,7,23,16,21,9,29,12,20,7,7,19
2014,118,1373,70,1284,54,Н,0,23,54,2,11,22,25,12,27,14,11,5,11,21,19,58,3,10,13,22,15,20,9,12,3,3,17
2010,49,1123,59,1300,45,Н,0,22,50,2,8,13,17,12,25,17,13,4,2,12,20,50,3,17,2,5,6,17,12,11,7,5,17
2013,40,1191,80,1106,67,Н,0,24,51,6,15,26,33,15,21,17,19,9,2,15,24,52,8,21,11,15,10,17,18,22,10,0,26
2012,82,1257,73,1338,62,A,0,26,47,6,17,15,20,8,22,17,17,12,5,14,27,59,7,22,1,6,14,16,16,18,7,1,19
2004,73,1332,84,1449,74,Н,0,26,50,9,20,23,32,15,18,19,21,5,2,20,27,57,6,16,14,19,13,10,11,20,9,2,24
2005,100,1275,54,1123,52,A,0,21,47,5,14,7,16,8,30,11,13,1,4,19,14,46,5,22,19,25,6,23,6,7,4,1,18
2013,125,1436,85,1420,72,Н,0,28,53,7,14,22,26,10,20,16,10,8,4,14,23,51,12,22,14,16,9,17,9,17,4,1,22
2013,112,1371,66,1437,65,Н,0,20,47,13,21,13,18,6,22,13,19,8,4,21,18,45,4,18,25,27,7,24,7,18,12,4,20
2004,70,1393,82,1281,68,A,0,27,61,4,10,24,30,15,26,14,7,5,0,20,26,62,5,27,11,18,13,23,14,9,2,3,21
2005,57,1333,86,1170,59,Н,0,29,65,6,15,22,27,16,30,16,15,5,9,15,22,68,4,23,11,17,20,23,9,18,7,3,23
2008,4,1437,86,1392,64,Н,0,31,56,8,16,16,24,17,18,19,8,5,4,15,21,41,9,21,13,21,5,14,11,13,2,2,22
2003,21,1383,72,1220,56,Н,0,27,55,5,15,13,18,12,19,12,21,14,2,24,22,53,3,21,9,16,15,19,13,27,7,3,23
2005,75,1279,79,1120,72,A,0,29,45,5,11,16,25,7,25,17,21,4,4,16,26,59,7,17,13,19,10,14,12,13,6,2,22
2012,89,1406,66,1423,61,Н,0,22,45,1,8,21,31,12,29,8,17,8,5,15,24,61,9,24,4,8,11,18,10,10,7,2,19
2006,38,1203,70,1198,45,Н,0,23,50,4,9,20,31,12,32,20,20,15,5,19,17,55,1,16,10,21,13,22,10,19,4,4,24
2004,22,1301,71,1224,51,Н,0,21,49,11,25,18,21,5,28,15,16,4,5,16,22,63,6,16,1,4,14,24,7,18,8,2,18
2007,115,1405,86,1296,83,A,0,33,65,5,17,15,20,14,11,11,8,10,2,19,30,54,5,11,18,22,13,20,15,18,5,4,14
2009,127,1177,67,1153,57,Н,0,26,53,4,14,11,17,12,32,10,19,6,2,13,24,67,5,22,4,10,15,20,11,12,7,5,20
2006,52,1461,75,1374,69,Н,0,23,47,3,11,26,34,13,31,12,24,7,11,17,28,75,7,23,6,16,20,17,12,11,12,3,30
2009,47,1237,67,1371,65,A,0,25,53,5,12,12,23,7,26,14,11,4,2,16,21,50,9,23,14,18,5,24,13,12,8,3,16
2012,124,1225,70,1363,64,A,0,23,43,6,14,18,29,5,26,16,10,3,4,15,25,63,7,18,7,9,11,21,18,6,3,0,21
2008,47,1435,83,1398,74,Н,0,26,55,10,17,21,28,15,29,14,21,6,5,17,28,65,8,25,10,18,12,18,7,14,10,5,23
2008,37,1140,88,1249,66,Н,0,30,67,11,28,17,30,17,33,23,14,4,3,20,24,63,5,18,13,20,8,26,11,14,9,4,24
2014,124,1372,85,1146,61,Н,0,28,59,8,25,21,27,16,24,18,13,6,1,14,23,49,4,12,11,18,6,15,8,16,7,3,20
2006,19,1181,84,1172,55,Н,0,31,59,10,21,12,17,9,24,16,9,5,11,14,22,57,1,8,10,11,11,20,10,14,3,1,18
2004,47,1163,104,1233,54,Н,0,38,75,14,28,14,22,12,41,27,13,10,13,13,22,75,4,23,6,12,15,28,11,23,10,4,20
2005,47,1333,90,1129,79,A,0,31,60,8,20,20,24,10,21,10,14,7,3,18,31,65,6,23,11,15,12,20,12,13,4,3,19
2014,126,1295,83,1176,48,Н,0,30,48,8,12,15,20,11,21,10,7,3,1,19,19,46,1,13,9,17,12,9,8,10,3,0,17
2011,110,1429,75,1388,65,A,0,24,48,2,6,25,32,7,26,8,13,6,2,16,23,59,9,22,10,13,10,19,17,10,8,2,22
2013,125,1233,79,1310,73,Н,0,27,60,7,17,18,22,13,32,14,14,5,4,13,28,69,7,33,10,13,10,22,16,7,7,5,15
2004,64,1272,73,1437,57,A,0,23,58,6,17,21,28,15,35,14,18,12,2,22,18,58,7,25,14,21,10,27,12,20,8,6,25
2009,86,1452,75,1385,52,Н,0,28,63,8,23,11,12,13,26,18,14,10,9,21,18,49,1,6,15,23,10,23,7,18,9,5,16
2003,61,1128,69,1149,61,A,0,24,48,5,17,16,30,11,23,13,11,7,4,19,19,46,7,15,16,21,8,19,10,11,2,1,27
2005,117,1324,94,1237,89,Н,1,25,44,10,20,34,48,10,22,18,8,2,2,16,32,65,15,32,10,14,13,15,19,6,5,2,30
2011,52,1458,80,1164,56,Н,0,27,56,17,38,9,13,12,22,17,5,3,3,12,22,49,6,12,6,9,6,17,2,9,3,0,14
2007,51,1349,82,1341,65,Н,0,27,38,8,15,20,28,6,36,16,32,5,7,20,23,77,8,27,11,21,25,12,16,15,16,1,24
2014,25,1167,61,1319,50,Н,0,18,47,5,18,20,26,10,19,8,17,9,5,20,17,52,0,11,16,23,20,23,4,23,7,2,23
2008,124,1373,66,1264,58,Н,0,26,61,3,12,11,17,15,21,16,11,8,1,14,25,56,3,14,5,12,13,22,9,15,3,5,20
2011,40,1206,84,1251,54,A,0,33,55,9,21,9,12,7,23,16,9,9,2,20,19,48,3,12,13,21,11,17,9,17,3,0,18
2014,59,1143,69,1390,62,A,0,24,57,5,11,16,22,12,25,10,12,6,1,19,24,58,4,14,10,20,11,24,7,11,4,6,20
2013,110,1272,89,1379,73,Н,0,29,58,11,24,20,24,7,28,25,13,7,8,16,25,66,7,18,16,18,15,24,11,13,7,3,17
2006,45,1458,74,1454,68,Н,0,26,51,2,15,20,30,10,25,11,12,4,8,15,23,61,12,32,10,12,14,20,8,16,3,1,29
2007,130,1197,74,1299,66,Н,0,25,55,11,26,13,18,17,21,15,14,4,1,17,21,47,9,24,15,16,6,16,11,12,7,1,17
2011,110,1201,68,1415,49,Н,0,26,56,6,18,10,17,14,28,16,14,6,1,14,20,53,4,12,5,10,8,18,11,11,11,2,15
2010,11,1336,70,1335,55,Н,0,26,54,9,27,9,17,8,24,11,10,3,1,23,18,48,5,23,14,22,8,23,12,13,2,0,23
2006,124,1265,68,1145,62,Н,0,24,49,11,24,9,17,9,25,17,16,2,1,16,24,61,5,17,9,14,15,20,8,9,7,1,18
2014,78,1246,68,1401,51,Н,0,22,50,6,21,18,27,12,30,12,15,6,7,20,19,51,2,8,11,21,6,18,6,11,6,2,23
2007,106,1356,51,1283,47,A,0,17,52,4,16,13,16,9,22,8,12,6,3,22,14,37,4,10,15,25,5,27,7,18,7,5,16
2012,117,1461,64,1129,54,Н,0,23,51,6,17,12,19,6,27,14,5,5,4,15,18,55,6,24,12,13,10,27,7,10,4,0,19
2005,68,1174,69,1456,59,A,0,23,50,6,15,17,26,9,24,15,11,3,2,19,20,52,3,13,16,23,10,22,13,14,4,0,22
2007,25,1395,64,1212,46,Н,0,20,55,7,21,17,39,18,25,13,25,15,4,19,15,51,4,15,12,19,14,27,8,30,8,4,23
2009,125,1373,80,1193,65,Н,0,33,62,8,20,6,9,10,23,25,12,12,1,11,24,52,12,27,5,10,7,21,18,18,6,3,8
2006,73,1219,100,1440,90,A,0,31,60,11,27,27,37,7,24,15,24,16,2,31,31,61,2,16,26,39,11,27,17,30,15,1,24
2005,57,1353,76,1243,66,A,0,25,53,9,20,17,23,7,20,19,5,6,1,17,23,60,10,25,10,18,20,25,16,13,1,3,20
2006,65,1380,54,1411,48,A,0,20,58,4,17,10,14,20,21,8,18,9,3,23,11,37,5,13,21,27,8,22,5,22,2,8,18
2014,61,1308,84,1213,62,A,0,28,55,9,19,19,26,12,29,15,11,4,5,17,23,57,4,13,12,16,7,18,9,8,6,1,20
2008,76,1396,54,1387,53,A,1,20,58,9,29,5,6,9,24,12,10,5,8,14,19,50,5,16,10,11,8,30,10,15,3,3,9
2011,129,1323,89,1153,51,Н,0,32,57,9,19,16,21,11,27,22,5,4,6,12,19,58,5,22,8,17,17,16,9,10,2,5,21
2012,20,1422,72,1406,60,Н,0,25,66,10,27,12,18,20,15,16,13,20,3,19,22,40,3,9,13,25,9,24,6,28,7,1,20
2010,102,1335,79,1165,64,Н,0,27,48,11,21,14,17,10,20,18,12,8,1,16,23,53,10,29,8,11,11,14,11,11,7,4,18
2005,70,1145,75,1233,63,Н,0,26,58,9,20,14,15,13,29,17,18,7,5,14,26,66,3,20,8,10,10,18,14,10,6,7,14
2013,65,1460,69,1156,53,Н,0,22,49,9,20,16,20,8,21,14,12,6,1,13,19,51,7,20,8,8,11,22,11,16,2,3,16
2003,73,1257,87,1187,70,A,0,36,62,5,15,10,16,7,31,19,9,4,0,23,23,60,4,21,20,31,14,23,12,13,3,1,18
2011,106,1342,52,1347,49,A,1,19,57,9,27,5,9,15,29,16,15,4,4,10,21,59,6,26,1,4,11,27,12,11,8,6,17
2009,115,1276,87,1345,78,Н,0,29,46,8,16,21,35,7,22,18,14,9,3,16,27,59,7,25,17,21,11,16,15,16,5,1,25
2009,117,1163,72,1323,65,Н,0,29,54,2,8,12,23,9,30,15,9,3,13,7,28,72,8,27,1,5,15,22,11,6,5,2,17
2003,20,1435,68,1105,40,Н,0,22,53,4,17,20,29,17,31,17,26,13,6,23,11,57,4,14,14,17,14,17,4,28,16,3,25
2005,108,1292,80,1117,60,Н,0,23,55,8,23,26,35,16,26,10,14,8,2,17,23,59,4,18,10,12,12,21,7,20,9,1,24
2014,113,1448,62,1155,57,Н,0,21,38,3,11,17,25,3,22,13,14,6,2,18,23,54,6,22,5,13,12,15,11,13,4,2,19
2004,33,1176,66,1381,53,Н,0,24,50,8,24,10,14,10,23,15,10,9,2,17,19,44,9,17,6,11,5,21,16,16,4,0,14
2014,117,1424,93,1102,67,A,0,34,55,12,18,13,19,10,35,21,15,3,7,19,23,64,9,29,12,20,11,14,14,8,7,2,20
2013,82,1170,79,1294,72,Н,0,27,50,9,19,16,19,7,16,16,5,7,1,9,29,55,11,24,3,6,11,19,13,12,3,3,15
2012,61,1184,73,1398,68,Н,0,25,47,8,19,15,23,7,26,12,11,6,3,17,25,67,9,30,9,13,19,17,11,9,6,1,19
2004,66,1142,87,1225,63,Н,0,30,60,6,18,21,31,17,27,18,5,6,3,17,20,60,7,27,16,22,15,16,7,9,1,3,21
2007,108,1125,87,1205,55,Н,0,30,57,17,29,10,11,12,35,24,17,6,4,16,20,61,6,21,9,12,8,16,16,11,9,2,11
2006,79,1160,81,1124,48,Н,0,30,67,11,25,10,18,22,34,17,12,5,10,14,16,64,6,27,10,19,19,20,7,11,2,4,17
2010,31,1400,69,1425,50,Н,0,24,58,2,11,19,34,16,27,9,10,8,10,15,21,69,1,10,7,11,21,26,2,17,8,7,25
2006,94,1373,89,1259,83,A,0,32,65,8,20,17,20,12,25,16,10,6,1,13,33,76,8,23,9,11,19,23,15,11,7,6,19
2012,101,1363,79,1201,71,Н,2,26,54,5,22,22,29,8,30,18,13,5,2,16,26,75,5,26,14,19,20,24,18,9,6,3,24
2011,110,1319,59,1142,56,A,0,24,51,6,20,5,10,8,20,14,11,8,6,14,21,51,3,16,11,19,13,22,6,11,5,1,15
2006,30,1102,63,1115,44,Н,0,19,40,9,19,16,22,4,25,14,10,8,1,14,17,44,8,22,2,4,4,20,10,16,5,4,18
2009,50,1166,83,1177,75,Н,0,28,60,9,28,18,19,7,21,11,8,9,2,21,28,57,6,17,13,24,16,26,12,18,3,0,17
2005,112,1105,80,1380,77,A,0,28,54,9,25,15,29,10,23,11,13,7,2,24,30,63,3,14,14,23,16,25,18,16,4,2,22
2009,22,1348,94,1216,72,Н,0,35,67,12,23,12,20,15,27,19,13,6,5,12,26,56,10,27,10,16,7,23,18,15,6,2,21
