season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2014,145,1196,62,1173,52,Н,0,18,48,5,15,21,28,12,25,10,7,5,5,10,19,48,8,18,6,8,5,21,11,9,5,5,19
2010,138,1320,69,1242,67,Н,0,22,55,9,26,16,19,11,19,11,9,9,1,16,24,54,6,23,13,18,14,24,9,15,5,3,19
2011,136,1139,60,1330,58,Н,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17
2006,134,1284,71,1214,49,Н,0,27,61,10,26,7,9,7,31,21,9,2,10,11,19,63,4,15,7,13,15,27,7,13,4,4,11
2014,136,1196,67,1107,55,Н,0,25,49,3,12,14,18,5,25,11,10,7,5,14,20,51,4,13,11,14,6,21,10,10,4,2,15
2010,136,1320,69,1424,66,Н,0,20,45,9,19,20,23,13,22,11,16,7,2,16,25,58,9,22,7,12,15,13,12,8,9,2,20
2003,144,1277,60,1268,58,Н,0,22,56,6,17,10,12,11,26,10,18,8,3,20,20,54,2,16,16,18,9,24,8,15,12,4,15
2009,137,1113,66,1396,57,Н,0,20,39,8,14,18,24,3,24,12,11,4,1,14,19,51,6,17,13,17,9,20,13,9,5,4,16
2013,134,1299,73,1251,72,Н,0,27,52,8,18,11,19,6,27,10,8,6,4,19,23,54,10,23,16,18,6,24,15,10,4,3,17
2009,137,1266,58,1429,57,Н,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21
2012,139,1325,62,1378,56,Н,0,17,43,9,18,19,25,7,18,10,9,9,1,19,20,46,2,15,14,19,10,23,10,10,5,6,16
2004,143,1104,80,1393,71,Н,0,26,52,9,22,19,23,10,17,22,9,11,6,17,26,55,5,14,14,20,16,19,12,18,5,4,20
2005,143,1228,77,1454,63,Н,0,28,57,9,20,12,15,8,25,20,9,7,2,20,22,57,7,29,12,18,13,22,12,12,4,3,12
2012,137,1242,65,1178,50,Н,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2003,137,1139,47,1280,46,Н,0,18,47,5,18,6,8,7,19,5,8,3,0,15,16,44,6,21,8,14,8,22,10,10,6,4,13
2008,137,1373,83,1435,62,Н,0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19
2004,137,1280,85,1284,52,Н,0,30,56,8,22,17,23,13,34,19,17,12,3,13,18,51,9,27,7,15,3,17,12,17,7,0,18
2007,137,1332,58,1275,56,Н,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15
2007,138,1139,62,1268,59,Н,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13
2010,136,1124,68,1358,59,Н,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20
2006,137,1322,64,1234,63,Н,0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17
2005,152,1314,87,1277,71,Н,0,35,71,6,20,11,17,13,38,18,13,5,6,17,25,74,7,23,14,18,15,27,15,12,10,4,19
2013,139,1231,58,1396,52,Н,0,19,45,4,13,16,20,4,28,9,12,0,2,8,21,62,3,24,7,8,14,21,8,10,5,4,18
2006,152,1417,59,1261,45,Н,0,21,51,5,18,12,17,15,27,10,17,10,5,24,16,50,0,6,13,28,14,19,4,15,9,7,18
2014,152,1246,74,1458,73,Н,0,29,58,2,5,14,21,11,21,9,4,4,1,17,23,50,8,20,19,20,6,21,11,8,4,3,18
2007,139,1397,77,1438,74,Н,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26
2013,139,1247,76,1279,74,Н,0,27,55,9,23,13,18,9,21,14,12,8,4,19,30,63,4,19,10,21,18,22,14,13,5,4,18
2004,137,1334,66,1344,58,Н,0,24,50,6,14,12,18,7,22,17,12,7,1,11,23,61,6,26,6,6,15,21,12,15,4,2,18
2003,136,1141,79,1166,73,Н,0,29,53,3,7,18,25,11,20,15,18,13,1,19,27,60,7,17,12,17,14,17,20,21,6,6,21
2003,137,1345,80,1261,56,Н,0,27,52,9,16,17,19,8,25,7,19,9,1,18,20,60,6,26,10,17,17,18,7,16,7,3,13
2005,136,1454,83,1104,73,Н,0,26,50,12,21,19,28,8,14,20,7,6,1,18,26,50,9,23,12,16,12,22,17,19,3,3,20
2003,139,1268,77,1462,64,Н,0,30,58,3,13,14,17,7,32,19,8,2,6,21,20,57,7,18,17,24,8,20,12,7,2,0,16
2006,139,1272,72,1137,56,Н,0,23,48,7,16,19,26,7,18,15,9,10,2,20,15,41,2,12,24,29,11,22,8,19,4,0,20
2007,136,1231,70,1211,57,Н,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17
2013,137,1181,73,1107,61,Н,0,27,46,4,11,15,21,5,23,17,11,9,3,18,19,52,9,15,14,16,10,16,14,13,7,2,19
2007,138,1435,78,1450,74,Н,2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16
2005,139,1257,76,1210,54,Н,0,22,42,10,21,22,28,9,28,10,11,1,7,15,20,53,6,16,8,10,7,15,11,7,7,0,21
2009,152,1277,82,1163,73,Н,0,31,72,6,19,14,20,18,24,18,11,11,3,25,25,59,2,6,21,33,16,26,8,16,5,7,18
2012,137,1301,79,1361,65,Н,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2005,138,1228,71,1305,59,Н,0,26,49,2,12,17,20,6,26,18,16,9,3,18,20,54,3,9,16,25,12,20,10,14,10,1,17
2009,137,1338,72,1190,62,Н,0,24,55,7,19,17,23,9,38,16,18,5,3,16,23,75,4,22,12,24,20,24,12,9,6,3,17
2004,137,1301,61,1418,52,Н,0,18,49,5,17,20,24,13,24,10,15,5,0,20,16,49,5,22,15,23,11,21,9,15,9,2,21
2005,137,1137,64,1242,63,Н,0,22,55,8,31,12,16,9,21,17,9,10,1,21,20,46,1,11,22,27,8,26,14,13,5,3,15
2013,137,1228,57,1160,49,Н,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20
2008,137,1328,72,1386,64,Н,0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22
2004,139,1412,76,1246,75,Н,0,30,67,8,18,8,13,18,15,19,12,9,1,19,27,61,7,20,14,18,20,21,13,16,4,4,16
2012,136,1433,62,1455,59,Н,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2007,137,1425,77,1116,60,Н,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20
2004,139,1462,89,1280,74,Н,0,30,55,13,19,16,23,6,32,14,13,3,9,14,26,72,9,26,13,21,18,22,14,8,11,3,21
2003,134,1421,92,1411,84,Н,1,32,69,11,29,17,26,14,30,17,12,5,3,22,29,67,12,31,14,31,17,28,16,15,5,0,22
2003,136,1112,80,1436,51,Н,0,31,66,7,23,11,14,11,36,22,16,10,7,8,20,64,4,16,7,7,8,26,12,17,10,3,15
2003,136,1113,84,1272,71,Н,0,31,59,6,14,16,22,10,27,18,9,7,4,19,25,69,7,28,14,21,20,22,11,12,2,5,18
2003,136,1143,76,1301,74,Н,1,27,64,7,20,15,23,18,20,17,13,8,2,14,25,56,9,21,15,20,10,26,16,14,5,8,19
2003,136,1163,58,1140,53,Н,0,17,52,4,14,20,27,12,29,8,14,3,8,16,20,64,2,17,11,13,15,26,11,11,8,4,22
2003,136,1181,67,1161,57,Н,0,19,54,4,13,25,31,13,27,4,16,10,8,23,18,54,3,11,18,22,11,24,8,19,5,4,19
2003,136,1211,74,1153,69,Н,0,20,47,6,14,28,37,8,28,12,12,2,2,15,26,66,10,27,7,10,13,22,13,10,7,6,24
2003,136,1228,65,1443,60,Н,0,24,56,5,14,12,14,15,23,15,14,11,4,14,22,58,8,24,8,13,17,18,10,14,6,5,16
2003,136,1266,72,1221,68,Н,0,22,51,9,16,19,23,11,20,14,10,4,3,23,24,54,5,15,15,25,14,20,14,9,4,1,20
2003,136,1281,72,1356,71,Н,0,28,52,5,13,11,18,9,32,7,23,4,6,19,26,65,8,19,11,21,11,18,19,13,6,0,19
2003,136,1323,70,1454,69,Н,0,23,54,3,13,21,25,11,33,7,20,6,6,19,23,66,8,23,15,20,14,23,15,12,11,3,25
2003,136,1328,71,1354,54,Н,0,24,52,10,18,13,24,11,24,16,14,8,3,12,21,52,6,20,6,8,7,22,8,18,7,2,23
2003,136,1390,77,1360,69,Н,0,29,64,8,24,11,15,12,29,16,14,4,8,24,20,61,4,18,25,32,17,25,7,11,3,0,18
2003,136,1409,84,1173,71,Н,0,33,57,8,12,10,13,8,26,18,12,6,1,11,28,66,9,28,6,9,12,16,11,11,3,3,19
2003,136,1458,81,1451,74,Н,0,31,58,6,16,13,22,10,24,16,9,7,2,16,29,71,7,24,9,15,22,21,9,10,4,0,20
2003,137,1120,65,1386,63,Н,1,25,57,7,18,8,13,14,24,11,15,4,5,16,22,59,6,24,13,16,15,21,11,12,8,4,19
2003,137,1196,85,1358,55,Н,0,32,61,13,28,8,14,9,31,24,10,6,3,15,19,57,6,18,11,18,12,25,10,16,1,4,16
2003,137,1246,95,1237,64,Н,0,40,65,10,20,5,11,10,25,22,13,7,4,17,22,60,4,15,16,22,15,18,10,19,7,1,15
2003,137,1257,86,1122,64,Н,0,35,70,8,24,8,13,15,29,18,12,12,4,22,24,54,2,21,14,22,8,21,11,18,5,3,18
2003,137,1268,75,1423,73,Н,0,27,54,10,19,11,15,8,27,17,13,3,3,20,20,55,13,29,20,26,10,19,16,8,7,1,19
2003,137,1277,79,1160,64,Н,0,26,56,7,13,20,25,10,28,16,11,5,1,18,26,60,5,14,7,17,12,23,9,13,6,8,19
2003,137,1329,77,1335,63,Н,0,27,50,7,20,16,28,10,15,15,11,12,0,17,20,41,8,18,15,16,2,13,17,18,5,0,20
2003,137,1338,87,1447,61,Н,0,33,59,9,16,12,21,10,23,22,9,14,6,19,21,51,7,21,12,18,9,20,13,19,6,2,20
2003,137,1393,76,1264,65,Н,0,30,52,4,11,12,15,11,28,16,18,5,9,17,22,61,6,21,15,18,14,14,16,11,9,2,14
2003,137,1400,82,1421,61,Н,0,31,62,6,16,14,20,19,28,15,14,6,2,16,23,62,5,21,10,12,13,16,5,11,9,3,16
2003,137,1428,60,1332,58,Н,0,18,61,9,23,15,18,13,23,8,15,7,4,22,19,55,3,17,17,24,13,29,8,17,6,2,22
2003,137,1448,76,1190,73,Н,0,29,69,6,23,12,20,19,29,13,19,8,9,19,24,60,5,10,20,28,13,25,7,15,12,4,20
2003,137,1462,71,1407,59,Н,0,26,64,6,20,13,18,17,30,19,10,5,4,11,23,65,11,29,2,6,12,21,13,9,6,6,19
2003,138,1112,96,1211,95,Н,2,34,74,7,24,21,29,18,29,18,9,7,4,20,34,77,11,30,16,21,16,27,20,11,5,5,25
2003,138,1163,85,1390,74,Н,0,31,68,6,10,17,21,17,26,12,9,4,1,13,27,62,8,23,12,17,11,22,12,11,2,6,18
2003,138,1181,86,1141,60,Н,0,32,52,10,15,12,16,4,23,14,11,15,9,18,21,57,8,17,10,14,14,19,8,21,4,2,14
2003,138,1242,108,1113,76,Н,0,40,59,5,9,23,34,12,28,21,13,6,6,20,28,69,4,15,16,23,17,14,11,11,7,5,21
2003,138,1266,101,1281,92,Н,1,35,62,12,18,19,20,8,25,18,12,6,0,20,31,72,15,36,15,19,18,20,19,12,4,4,17
2003,138,1323,68,1228,60,Н,0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10
2005,134,1324,79,1105,69,Н,0,29,57,7,15,14,20,14,29,14,17,2,2,14,23,59,10,28,13,18,10,19,16,14,6,3,17
2005,136,1112,66,1429,53,Н,0,23,49,6,14,14,18,9,24,9,11,3,6,12,20,55,7,19,6,10,12,20,15,12,6,3,16
2005,136,1153,76,1234,64,Н,0,27,57,9,18,13,22,9,27,18,8,5,8,19,20,59,5,17,19,25,16,27,5,11,6,1,20
2005,136,1211,74,1457,64,Н,0,27,59,5,16,15,22,11,29,13,10,5,5,14,22,60,10,26,10,12,10,26,16,13,4,0,19
2005,136,1228,67,1192,55,Н,0,23,54,6,21,15,21,8,22,16,8,8,2,13,23,57,4,16,5,11,15,27,11,17,6,3,19
2005,136,1246,72,1184,64,Н,0,26,51,2,11,18,26,9,22,11,14,9,4,11,26,59,6,18,6,11,13,22,14,17,5,1,20
2005,136,1305,61,1400,57,Н,0,23,62,3,14,12,18,16,33,11,8,4,7,14,24,68,5,10,4,6,13,27,2,5,5,6,16
2005,136,1328,84,1310,67,Н,0,34,74,3,13,13,15,14,34,16,14,9,3,14,24,68,6,28,13,15,11,26,12,16,8,2,16
2005,136,1334,79,1338,71,Н,0,26,55,10,20,17,23,10,25,15,12,2,1,18,25,59,8,23,13,18,10,20,10,10,7,3,20
2005,136,1403,78,1417,66,Н,0,32,52,3,7,11,16,4,28,21,14,7,2,14,26,60,6,20,8,15,9,18,16,13,5,2,15
2005,136,1428,60,1431,54,Н,0,21,49,6,24,12,20,15,25,15,18,7,4,13,22,53,2,9,8,9,5,17,13,10,6,1,20
2005,136,1448,70,1151,54,Н,0,24,58,8,28,14,21,15,22,16,15,10,2,12,21,52,6,20,6,9,11,24,12,22,5,1,19
2005,136,1449,88,1285,77,Н,0,32,58,9,19,15,22,9,23,19,16,9,1,14,33,65,9,20,2,8,12,21,15,18,5,0,16
2005,136,1452,63,1166,61,Н,0,22,46,8,20,11,13,8,21,19,16,12,4,15,21,50,8,20,11,13,10,17,12,17,8,3,16
2005,137,1163,77,1416,71,Н,0,29,58,3,6,16,25,14,29,17,13,7,6,13,21,61,11,28,18,21,12,17,16,10,10,6,21
2005,137,1181,57,1175,46,Н,0,16,39,6,20,19,29,5,27,9,8,5,6,15,19,52,5,15,3,6,9,21,10,11,3,1,23
2005,137,1196,67,1325,62,Н,0,21,54,7,23,18,19,11,21,15,16,11,8,21,18,46,9,18,17,26,10,23,8,20,8,5,21
2005,137,1210,80,1203,68,Н,0,28,56,7,16,17,22,10,32,11,17,10,3,22,29,65,6,16,4,16,12,22,19,14,9,4,20
2005,137,1235,64,1278,53,Н,0,25,57,2,8,12,19,15,24,11,13,12,8,17,21,63,5,23,6,10,20,21,8,17,9,1,18
2005,137,1277,89,1330,81,Н,0,29,51,3,14,28,36,5,25,11,13,9,1,22,26,61,7,20,22,26,10,20,13,15,9,1,29
2005,137,1280,93,1390,70,Н,0,32,57,9,17,20,26,10,29,13,9,3,6,19,24,63,4,18,18,25,12,18,9,5,6,3,19
2005,137,1301,75,1150,63,Н,0,26,59,4,19,19,22,11,22,14,16,14,8,10,23,58,8,21,9,14,12,24,11,20,8,2,18
2005,137,1314,96,1324,68,Н,0,37,58,12,19,10,19,15,24,27,15,9,3,13,25,58,6,15,12,18,11,11,12,10,9,0,16
2005,137,1329,63,1368,50,Н,0,18,37,4,7,23,29,8,22,13,17,11,1,13,20,45,3,10,7,10,5,14,10,17,12,2,22
2005,137,1356,65,1388,56,Н,0,25,61,4,12,11,14,12,21,12,10,8,2,22,17,51,4,20,18,22,16,26,3,20,2,2,17
2005,137,1436,60,1393,57,Н,1,22,59,7,21,9,11,13,17,14,16,10,0,12,23,55,3,12,8,9,14,23,8,24,9,3,12
2005,137,1437,55,1307,47,Н,0,15,53,8,29,17,24,18,29,9,20,12,4,15,17,57,4,25,9,12,12,23,6,17,9,4,20
2005,137,1458,57,1320,52,Н,0,20,48,11,26,6,10,5,25,14,8,3,2,13,22,53,4,17,4,8,8,27,8,8,4,2,15
2005,138,1112,85,1412,63,Н,0,30,57,7,22,18,23,11,28,16,16,7,7,14,21,64,6,30,15,18,15,17,15,14,9,2,22
2005,138,1403,71,1211,69,Н,0,29,59,4,11,9,16,8,24,18,7,7,1,14,29,62,2,13,9,18,17,27,14,13,2,1,17
2005,138,1428,67,1328,58,Н,0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24
2005,138,1449,97,1334,79,Н,0,36,64,9,23,16,19,12,23,17,7,2,3,20,30,67,8,24,11,17,17,14,13,8,4,1,18
2005,138,1452,111,1448,105,Н,2,37,70,7,21,30,39,10,25,20,11,5,5,26,36,71,9,23,24,36,17,29,23,18,7,3,28
2005,138,1454,83,1130,75,Н,0,26,55,11,24,20,22,10,16,17,16,11,5,26,23,50,4,11,25,35,15,21,16,22,6,2,22
2005,139,1181,63,1280,55,Н,0,19,50,8,21,17,21,13,30,8,16,8,6,22,20,62,4,13,11,21,18,21,9,10,7,5,19
2005,139,1277,72,1436,61,Н,0,27,56,2,12,16,22,12,27,12,9,4,4,16,22,70,7,22,10,14,23,18,5,9,4,0,19
2005,139,1301,65,1163,62,Н,0,20,50,10,20,15,17,7,19,13,13,10,4,18,22,52,2,14,16,18,9,22,9,14,3,4,16
2005,139,1314,92,1235,65,Н,0,31,65,8,25,22,37,15,35,20,13,14,4,18,27,76,4,13,7,17,20,27,20,17,8,2,23
2005,139,1329,85,1356,77,Н,0,25,46,6,12,29,33,8,22,18,14,3,0,23,23,56,6,19,25,30,12,16,14,11,8,0,28
2005,139,1437,76,1196,65,Н,0,24,58,3,11,25,35,17,27,10,14,11,4,23,20,52,7,18,18,25,10,24,9,19,6,4,30
2005,143,1112,79,1329,78,Н,0,31,47,7,14,10,17,8,23,17,14,3,5,17,29,66,10,23,10,13,16,11,17,8,10,0,17
2005,143,1257,93,1449,79,Н,0,31,56,11,26,20,28,10,34,17,17,8,4,18,28,67,6,25,17,28,13,20,15,11,9,0,25
2005,144,1246,62,1428,52,Н,0,24,39,4,13,10,19,4,21,10,14,6,2,25,17,41,4,10,14,28,9,16,10,12,5,0,20
2005,144,1277,78,1181,68,Н,0,27,65,5,14,19,23,16,22,12,16,13,0,22,22,51,7,23,17,24,9,24,8,22,11,2,22
2005,144,1314,67,1437,66,Н,0,20,48,8,19,19,24,12,30,11,17,3,3,24,23,61,8,28,12,19,14,19,7,9,5,5,21
2005,144,1458,65,1301,56,Н,0,21,42,4,10,19,25,4,31,7,18,2,0,14,19,50,9,22,9,13,2,19,12,13,10,5,25
2005,145,1228,90,1112,89,Н,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10
2005,145,1257,93,1452,85,Н,1,32,58,11,28,18,29,15,19,19,11,8,4,18,26,47,18,27,15,19,4,15,23,14,5,2,19
2005,146,1277,94,1246,88,Н,2,30,64,10,19,24,30,17,23,15,13,6,3,20,31,69,9,19,17,23,16,21,14,11,7,3,25
2005,146,1314,88,1458,82,Н,0,34,64,5,16,15,18,12,21,19,9,5,5,15,30,61,11,24,11,13,10,19,17,12,5,0,17
2005,152,1228,72,1257,57,Н,0,27,56,12,30,6,8,10,28,21,7,4,0,12,21,54,6,20,9,12,7,19,10,5,5,4,13
2005,154,1314,75,1228,70,Н,0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,70,12,40,4,6,17,22,18,8,8,1,18
2014,138,1277,80,1217,73,Н,0,28,57,7,21,17,22,10,24,17,11,9,1,20,22,53,6,17,23,30,8,24,8,11,4,3,17
2009,136,1211,77,1103,64,Н,0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23
2009,137,1242,84,1295,74,Н,0,32,64,4,12,16,20,10,29,17,5,5,2,17,26,62,10,24,12,15,9,25,9,9,3,4,21
2012,137,1199,66,1382,63,Н,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2014,137,1314,79,1344,77,Н,0,33,71,4,15,9,13,21,19,15,9,7,4,19,28,53,4,16,17,21,9,17,12,10,4,8,14
2011,137,1181,87,1214,45,Н,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
2011,145,1163,65,1112,63,Н,0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12
2008,137,1437,75,1155,69,Н,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24
2012,152,1242,64,1326,62,Н,0,25,56,3,11,11,14,12,30,14,17,5,8,15,20,59,8,22,14,15,10,20,11,12,7,7,17
2012,135,1378,65,1143,54,Н,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
2010,137,1277,70,1308,67,Н,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23
2012,139,1277,65,1387,61,Н,0,25,46,4,10,11,17,5,27,12,11,2,1,19,18,51,7,25,18,23,8,20,9,6,5,1,16
2012,143,1393,64,1458,63,Н,0,27,49,5,9,5,9,7,19,5,6,4,1,13,21,49,14,27,7,12,8,17,15,6,2,2,12
2011,139,1242,73,1228,59,Н,0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18
2007,137,1345,72,1112,63,Н,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23
2013,136,1433,88,1103,42,Н,0,35,65,8,16,10,14,13,23,15,7,11,0,17,15,43,1,13,11,19,9,20,5,22,2,6,12
2008,136,1277,72,1396,61,Н,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12
2004,137,1458,76,1350,64,Н,0,25,51,8,18,18,24,11,18,14,9,7,3,11,25,54,7,16,7,13,13,16,17,14,8,3,19
2008,154,1242,75,1272,68,Н,1,29,55,3,12,14,15,9,30,14,17,11,1,18,25,62,6,22,12,19,11,17,14,13,11,3,17
2012,139,1153,62,1199,56,Н,0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20
