managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
oatesjo01m,1993,BAL,AL,1,162,85,77,3,"Hello, how can I help you today?"
andersp01m,1986,DET,AL,1,162,87,75,3,"Hello, how can I help you today?"
bochybr01m,2000,SDN,NL,1,162,76,86,5,"Hello, how can I help you today?"
schoere01m,1968,SLN,NL,1,162,97,65,1,"Hello, how can I help you today?"
virdobi01m,1979,HOU,NL,1,162,89,73,2,"Hello, how can I help you today?"
gibsoge01m,1925,CHN,NL,3,26,12,14,8,"Hello, how can I help you today?"
bakerdu01m,2009,CIN,NL,1,162,78,84,4,"Hello, how can I help you today?"
hanlone01m,1891,PIT,NL,1,78,31,47,8,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
willidi02m,1982,SDN,NL,1,162,81,81,4,"Hello, how can I help you today?"
lopated01m,1963,KC1,AL,1,162,73,89,8,"Hello, how can I help you today?"
lemonbo01m,1982,NYA,AL,1,14,6,8,5,"Hello, how can I help you today?"
craftha01m,1962,HOU,NL,1,162,64,96,8,"Hello, how can I help you today?"
terrybi01m,1933,NY1,NL,1,156,91,61,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
lavagco01m,1961,MIN,AL,1,49,19,30,7,"Hello, how can I help you today?"
mcnamjo99m,1986,BOS,AL,1,161,95,66,1,"Hello, how can I help you today?"
kaskoed01m,1971,BOS,AL,1,162,85,77,3,"Hello, how can I help you today?"
elliobo01m,1960,KC1,AL,1,155,58,96,8,"Hello, how can I help you today?"
terrybi01m,1938,NY1,NL,1,152,83,67,3,"Hello, how can I help you today?"
pinielo01m,2002,SEA,AL,1,162,93,69,3,"Hello, how can I help you today?"
shottbu01m,1931,PHI,NL,1,155,66,88,6,"Hello, how can I help you today?"
sciosmi01m,2008,LAA,AL,1,162,100,62,1,"Hello, how can I help you today?"
boudrlo01m,1950,CLE,AL,1,155,92,62,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
griffcl01m,1906,NYA,AL,1,155,90,61,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
gastoci01m,1991,TOR,AL,3,9,6,3,1,"Hello, how can I help you today?"
melvibo01m,2011,OAK,AL,2,99,47,52,4,"Hello, how can I help you today?"
coxbo01m,1992,ATL,NL,1,162,98,64,1,"Hello, how can I help you today?"
wrighal99m,1876,PHN,NL,1,60,14,45,7,"Hello, how can I help you today?"
andersp01m,1977,CIN,NL,1,162,88,74,2,"Hello, how can I help you today?"
stengca01m,1942,BSN,NL,1,150,59,89,7,"Hello, how can I help you today?"
mackea01m,1937,PHA,AL,2,34,15,17,7,"Hello, how can I help you today?"
howleda01m,1931,CIN,NL,1,154,58,96,8,"Hello, how can I help you today?"
larusto01m,2006,SLN,NL,1,161,83,78,1,"Hello, how can I help you today?"
howear01m,1992,HOU,NL,1,162,81,81,4,"Hello, how can I help you today?"
eversjo01m,1924,CHA,AL,4,103,41,61,8,"Hello, how can I help you today?"
hutchfr01m,1956,SLN,NL,1,156,76,78,4,"Hello, how can I help you today?"
ansonca01m,1883,CHN,NL,1,98,59,39,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
boudrlo01m,1956,KC1,AL,1,154,52,102,8,"Hello, how can I help you today?"
martibi02m,1974,TEX,AL,1,161,84,76,2,"Hello, how can I help you today?"
showabu99m,2006,TEX,AL,1,162,80,82,3,"Hello, how can I help you today?"
darkal01m,1975,OAK,AL,1,162,98,64,1,"Hello, how can I help you today?"
goryljo01m,1981,MIN,AL,1,37,11,25,7,"Hello, how can I help you today?"
lopezal01m,1969,CHA,AL,1,17,8,9,5,"Hello, how can I help you today?"
hendrja01m,1918,SLN,NL,1,133,51,78,8,"Hello, how can I help you today?"
melesa01m,1964,MIN,AL,1,163,79,83,6,"Hello, how can I help you today?"
comisch01m,1892,CIN,NL,1,155,82,68,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
woodji01m,1875,CH2,NA,1,69,30,37,6,"Hello, how can I help you today?"
friscfr01m,1944,PIT,NL,1,158,90,63,2,"Hello, how can I help you today?"
durocle01m,1968,CHN,NL,1,163,84,78,3,"Hello, how can I help you today?"
tebeapa01m,1894,CL4,NL,1,130,68,61,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
tebbebi01m,1964,CLE,AL,2,91,46,44,6,"Hello, how can I help you today?"
freyji99m,1985,CHN,NL,1,162,77,84,4,"Hello, how can I help you today?"
valenbo02m,1988,TEX,AL,1,161,70,91,6,"Hello, how can I help you today?"
harribu01m,1938,WS1,AL,1,152,75,76,5,"Hello, how can I help you today?"
loftuto01m,1889,CL4,NL,1,136,61,72,6,"Hello, how can I help you today?"
southbi01m,1950,BSN,NL,1,156,83,71,4,"Hello, how can I help you today?"
willidi02m,1971,OAK,AL,1,161,101,60,1,"Hello, how can I help you today?"
lopezal01m,1953,CLE,AL,1,155,92,62,2,"Hello, how can I help you today?"
peckiro01m,1928,CLE,AL,1,155,62,92,7,"Hello, how can I help you today?"
mcgrajo01m,1924,NY1,NL,3,81,45,35,1,"Hello, how can I help you today?"
fanniji01m,1984,MON,NL,2,30,14,16,5,"Hello, how can I help you today?"
stengca01m,1939,BSN,NL,1,152,63,88,7,"Hello, how can I help you today?"
willidi02m,1985,SDN,NL,1,162,83,79,3,"Hello, how can I help you today?"
whitede01m,1879,CN1,NL,1,18,9,9,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
southbi01m,1929,SLN,NL,1,90,43,45,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
tinkejo01m,1913,CIN,NL,1,156,64,89,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
torboje01m,2002,FLO,NL,1,162,79,83,4,"Hello, how can I help you today?"
clarkfr01m,1906,PIT,NL,1,154,93,60,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
crandde01m,1984,SEA,AL,1,135,59,76,5,"Hello, how can I help you today?"
mcnamjo99m,1983,CAL,AL,1,162,70,92,5,"Hello, how can I help you today?"
mccarjo99m,1934,NYA,AL,1,154,94,60,2,"Hello, how can I help you today?"
mitchfr01m,1918,CHN,NL,1,131,84,45,1,"Hello, how can I help you today?"
richapa01m,1953,CHA,AL,1,156,89,65,3,"Hello, how can I help you today?"
kellyto01m,1994,MIN,AL,1,113,53,60,4,"Hello, how can I help you today?"
grimmch01m,1949,CHN,NL,1,50,19,31,8,"Hello, how can I help you today?"
fuchsju99m,1929,BSN,NL,1,154,56,98,8,"Hello, how can I help you today?"
willidi02m,1976,CAL,AL,1,96,39,57,4,"Hello, how can I help you today?"
morrijo01m,1882,BSN,NL,1,85,45,39,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
colliji01m,1905,BOS,AL,1,153,78,74,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
hanlone01m,1905,BRO,NL,1,155,48,104,8,"Hello, how can I help you today?"
griffcl01m,1919,WS1,AL,1,142,56,84,7,"Hello, how can I help you today?"
fergubo01m,1879,TRN,NL,2,30,7,22,8,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
pinielo01m,1996,SEA,AL,1,161,85,76,2,"Hello, how can I help you today?"
altobjo01m,1985,BAL,AL,1,55,29,26,4,"Hello, how can I help you today?"
peckiro01m,1929,CLE,AL,1,152,81,71,3,"Hello, how can I help you today?"
tannech01m,1978,PIT,NL,1,161,88,73,2,"Hello, how can I help you today?"
leylaji99m,2011,DET,AL,1,162,95,67,1,"Hello, how can I help you today?"
careyma01m,1933,BRO,NL,1,157,65,88,6,"Hello, how can I help you today?"
melesa01m,1966,MIN,AL,1,162,89,73,2,"Hello, how can I help you today?"
kellyki01m,1891,CN3,AA,1,102,43,57,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
prothdo01m,1940,PHI,NL,1,153,50,103,8,"Hello, how can I help you today?"
torboje01m,1992,NYN,NL,1,162,72,90,5,"Hello, how can I help you today?"
crandde01m,1975,ML4,AL,1,161,67,94,5,"Hello, how can I help you today?"
garneph01m,2006,HOU,NL,1,162,82,80,2,"Hello, how can I help you today?"
darkal01m,1967,KC1,AL,1,121,52,69,10,"Hello, how can I help you today?"
gonzafr99m,2012,ATL,NL,1,162,94,68,2,"Hello, how can I help you today?"
bambege01m,1985,ML4,AL,1,161,71,90,6,"Hello, how can I help you today?"
fergubo01m,1877,HAR,NL,1,60,31,27,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
chapmbe01m,1948,PHI,NL,1,79,37,42,6,"Hello, how can I help you today?"
coxbo01m,2008,ATL,NL,1,162,72,90,4,"Hello, how can I help you today?"
higgipi01m,1960,BOS,AL,3,105,48,57,7,"Hello, how can I help you today?"
larusto01m,2011,SLN,NL,1,162,90,72,2,"Hello, how can I help you today?"
lasorto01m,1976,LAN,NL,2,4,2,2,2,"Hello, how can I help you today?"
holliho01m,1875,WS6,NA,1,20,4,16,10,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
collite99m,1997,ANA,AL,1,162,84,78,2,"Hello, how can I help you today?"
lasorto01m,1982,LAN,NL,1,162,88,74,2,"Hello, how can I help you today?"
lopezal01m,1968,CHA,AL,5,36,15,21,8,"Hello, how can I help you today?"
herzowh01m,1986,SLN,NL,1,161,79,82,3,"Hello, how can I help you today?"
streega01m,1932,SLN,NL,1,156,72,82,6,"Hello, how can I help you today?"
larusto01m,2008,SLN,NL,1,162,86,76,4,"Hello, how can I help you today?"
mauchge01m,1969,MON,NL,1,162,52,110,6,"Hello, how can I help you today?"
pinielo01m,1995,SEA,AL,1,145,79,66,1,"Hello, how can I help you today?"
dressch01m,1964,DET,AL,1,163,85,77,4,"Hello, how can I help you today?"
baylodo01m,1994,COL,NL,1,117,53,64,3,"Hello, how can I help you today?"
bicke99m,1884,WS7,AA,2,1,0,1,12,"Hello, how can I help you today?"
showabu99m,1994,NYA,AL,1,113,70,43,1,"Hello, how can I help you today?"
ofarrbo01m,1934,CIN,NL,1,91,30,60,8,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
barnibi01m,1891,BL3,AA,1,139,71,64,4,"Hello, how can I help you today?"
altobjo01m,1984,BAL,AL,1,162,85,77,5,"Hello, how can I help you today?"
mcgrajo01m,1924,NY1,NL,1,29,16,13,1,"Hello, how can I help you today?"
wedgeer01m,2011,SEA,AL,1,162,67,95,5,"Hello, how can I help you today?"
gardnbi02m,1983,MIN,AL,1,162,70,92,6,"Hello, how can I help you today?"
mutriji99m,1885,NY1,NL,1,112,85,27,2,"Hello, how can I help you today?"
foxch01m,1973,SFN,NL,1,162,88,74,3,"Hello, how can I help you today?"
tannech01m,1986,ATL,NL,1,161,72,89,6,"Hello, how can I help you today?"
stengca01m,1941,BSN,NL,1,156,62,92,7,"Hello, how can I help you today?"
mackco01m,1948,PHA,AL,1,154,84,70,4,"Hello, how can I help you today?"
bellbu01m,1996,DET,AL,1,162,53,109,5,"Hello, how can I help you today?"
marshji01m,1979,OAK,AL,1,162,54,108,7,"Hello, how can I help you today?"
rigglji99m,1998,CHN,NL,1,163,90,73,2,"Hello, how can I help you today?"
barnibi01m,1889,BL2,AA,1,139,70,65,5,"Hello, how can I help you today?"
hurdlcl01m,2006,COL,NL,1,162,76,86,4,"Hello, how can I help you today?"
hackech99m,1884,CL2,NL,1,113,35,77,7,"Hello, how can I help you today?"
adcocjo01m,1967,CLE,AL,1,162,75,87,8,"Hello, how can I help you today?"
bochybr01m,2003,SDN,NL,1,162,64,98,5,"Hello, how can I help you today?"
trebeto99m,1988,ML4,AL,1,162,87,75,4,"Hello, how can I help you today?"
torboje01m,1977,CLE,AL,2,104,45,59,5,"Hello, how can I help you today?"
mauchge01m,1975,MON,NL,1,162,75,87,5,"Hello, how can I help you today?"
woodge01m,1891,PH4,AA,2,125,67,55,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
tebbebi01m,1963,CLE,AL,1,162,79,83,6,"Hello, how can I help you today?"
larusto01m,1992,OAK,AL,1,162,96,66,1,"Hello, how can I help you today?"
lillibo01m,1982,HOU,NL,2,51,28,23,5,"Hello, how can I help you today?"
yostne01m,2006,MIL,NL,1,162,75,87,4,"Hello, how can I help you today?"
harribu01m,1948,NYA,AL,1,154,94,60,3,"Hello, how can I help you today?"
hurdlcl01m,2011,PIT,NL,1,162,72,90,4,"Hello, how can I help you today?"
crandde01m,1974,ML4,AL,1,162,76,86,5,"Hello, how can I help you today?"
mackco01m,1912,PHA,AL,1,153,90,62,3,"Hello, how can I help you today?"
myattge01m,1968,PHI,NL,2,1,1,0,7,"Hello, how can I help you today?"
mcinnst01m,1927,PHI,NL,1,155,51,103,8,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
tebeapa01m,1895,CL4,NL,1,132,84,46,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
mcaleji01m,1911,WS1,AL,1,154,64,90,7,"Hello, how can I help you today?"
unglabo01m,1907,BOS,AL,3,29,9,20,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
rosepe01m,1986,CIN,NL,1,162,86,76,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
robinwi01m,1926,BRO,NL,1,155,71,82,6,"Hello, how can I help you today?"
stallge01m,1919,BSN,NL,1,140,57,82,6,"Hello, how can I help you today?"
gordojo01m,1969,KCA,AL,1,163,69,93,4,"Hello, how can I help you today?"
kerinjo01m,1888,LS2,AA,3,7,3,4,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
larusto01m,2003,SLN,NL,1,162,85,77,3,"Hello, how can I help you today?"
bochybr01m,1995,SDN,NL,1,144,70,74,3,"Hello, how can I help you today?"
houkra01m,1961,NYA,AL,1,163,109,53,1,"Hello, how can I help you today?"
martibi02m,1981,OAK,AL,1,109,64,45,1,"Hello, how can I help you today?"
herzowh01m,1974,CAL,AL,2,4,2,2,6,"Hello, how can I help you today?"
mackco01m,1940,PHA,AL,1,154,54,100,8,"Hello, how can I help you today?"
mckecbi01m,1946,CIN,NL,1,152,64,86,6,"Hello, how can I help you today?"
mccarjo99m,1948,BOS,AL,1,155,96,59,2,"Hello, how can I help you today?"
wilsoji01m,1941,CHN,NL,1,155,70,84,6,"Hello, how can I help you today?"
durocle01m,1949,NY1,NL,1,156,73,81,5,"Hello, how can I help you today?"
bragabo01m,1956,PIT,NL,1,157,66,88,7,"Hello, how can I help you today?"
wedgeer01m,2004,CLE,AL,1,162,80,82,3,"Hello, how can I help you today?"
mattibo01m,1981,TOR,AL,1,106,37,69,7,"Hello, how can I help you today?"
harribu01m,1956,DET,AL,1,155,82,72,5,"Hello, how can I help you today?"
coonejo01m,1949,BSN,NL,2,46,20,25,4,"Hello, how can I help you today?"
stallge01m,1918,BSN,NL,1,124,53,71,7,"Hello, how can I help you today?"
smithhe01m,1902,NY1,NL,2,32,5,27,8,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
durocle01m,1972,HOU,NL,3,31,16,15,2,"Hello, how can I help you today?"
farreja02m,1881,PRO,NL,1,51,24,27,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
southbi01m,1947,BSN,NL,1,154,86,68,3,"Hello, how can I help you today?"
darkal01m,1964,SFN,NL,1,162,90,72,4,"Hello, how can I help you today?"
stengca01m,1952,NYA,AL,1,154,95,59,1,"Hello, how can I help you today?"
hardeme01m,1962,CLE,AL,2,2,2,0,6,"Hello, how can I help you today?"
torboje01m,1991,CHA,AL,1,162,87,75,2,"Hello, how can I help you today?"
buckeal99m,1903,BSN,NL,1,140,58,80,6,"Hello, how can I help you today?"
donovpa01m,1910,BOS,AL,1,158,81,72,4,"Hello, how can I help you today?"
torrejo01m,1991,SLN,NL,1,162,84,78,2,"Hello, how can I help you today?"
grimmch01m,1933,CHN,NL,1,154,86,68,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
mackco01m,1911,PHA,AL,1,152,101,50,1,"Hello, how can I help you today?"
nixonru01m,1982,CIN,NL,2,70,27,43,6,"Hello, how can I help you today?"
comisch01m,1886,SL4,AA,1,139,93,46,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
clarkfr01m,1902,PIT,NL,1,142,103,36,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
jonesfi01m,1906,CHA,AL,1,154,93,58,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
wedgeer01m,2009,CLE,AL,1,162,65,97,4,"Hello, how can I help you today?"
tinkejo01m,1914,CHF,FL,1,158,87,67,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
pinielo01m,1998,SEA,AL,1,161,76,85,3,"Hello, how can I help you today?"
guttedo01m,1969,CHA,AL,2,145,60,85,5,"Hello, how can I help you today?"
schoere01m,1973,SLN,NL,1,162,81,81,2,"Hello, how can I help you today?"
lopezal01m,1963,CHA,AL,1,162,94,68,2,"Hello, how can I help you today?"
