playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
adcocjo01,1960,2,ALS196007130,ML1,NL,1.0,3.0
ageeto01,1966,0,NLS196607120,CHA,AL,1.0,
ageeto01,1967,0,ALS196707110,CHA,AL,1.0,
aguilri01,1991,0,ALS199107090,MIN,AL,1.0,
aguilri01,1992,0,NLS199207140,MIN,AL,1.0,
aguilri01,1993,0,ALS199307130,MIN,AL,1.0,
aguirha01,1962,1,ALS196207100,DET,AL,0.0,
aguirha01,1962,2,NLS196207300,DET,AL,1.0,
alexado01,1988,0,NLS198807120,DET,AL,0.0,
alfoned01,2000,0,NLS200007110,NYN,NL,1.0,
allendi01,1965,0,ALS196507130,PHI,NL,1.0,5.0
allendi01,1966,0,NLS196607120,PHI,NL,1.0,
allendi01,1967,0,ALS196707110,PHI,NL,1.0,5.0
allendi01,1970,0,NLS197007140,SLN,NL,1.0,3.0
allendi01,1972,0,NLS197207250,CHA,AL,1.0,3.0
allendi01,1973,0,ALS197307240,CHA,AL,0.0,
allendi01,1974,0,NLS197407230,CHA,AL,1.0,3.0
allenjo02,1938,0,NLS193807060,CLE,AL,1.0,
alleyge01,1967,0,ALS196707110,PIT,NL,1.0,6.0
alleyge01,1968,0,NLS196807090,PIT,NL,0.0,
allisbo01,1959,2,NLS195908030,WS1,AL,0.0,
allisbo01,1963,0,ALS196307090,MIN,AL,1.0,
allisbo01,1964,0,NLS196407070,MIN,AL,1.0,3.0
alomaro01,1990,0,NLS199007100,SDN,NL,1.0,
alomaro01,1991,0,ALS199107090,TOR,AL,1.0,4.0
alomaro01,1992,0,NLS199207140,TOR,AL,1.0,4.0
alomaro01,1993,0,ALS199307130,TOR,AL,1.0,4.0
alomaro01,1994,0,NLS199407120,TOR,AL,1.0,4.0
alomaro01,1995,0,ALS199507110,TOR,AL,1.0,
alomaro01,1996,0,NLS199607090,BAL,AL,1.0,4.0
alomaro01,1997,0,ALS199707080,BAL,AL,1.0,4.0
alomaro01,1998,0,NLS199807070,BAL,AL,1.0,4.0
alomaro01,1999,0,ALS199907130,CLE,AL,1.0,4.0
alomaro01,2000,0,NLS200007110,CLE,AL,1.0,4.0
alomaro01,2001,0,ALS200107100,CLE,AL,1.0,
alomasa01,1970,0,NLS197007140,CAL,AL,1.0,
alomasa02,1990,0,NLS199007100,CLE,AL,1.0,2.0
alomasa02,1991,0,ALS199107090,CLE,AL,1.0,2.0
alomasa02,1992,0,NLS199207140,CLE,AL,1.0,2.0
alomasa02,1996,0,NLS199607090,CLE,AL,1.0,
alomasa02,1997,0,ALS199707080,CLE,AL,1.0,
alomasa02,1998,0,NLS199807070,CLE,AL,1.0,
aloufe01,1962,1,ALS196207100,SFN,NL,1.0,
aloufe01,1966,0,NLS196607120,ATL,NL,0.0,
aloufe01,1968,0,NLS196807090,ATL,NL,1.0,
alouma01,1968,0,NLS196807090,PIT,NL,1.0,
alouma01,1969,0,ALS196907230,PIT,NL,1.0,8.0
aloumo01,1994,0,NLS199407120,MON,NL,1.0,
aloumo01,1997,0,ALS199707080,FLO,NL,1.0,
aloumo01,1998,0,NLS199807070,HOU,NL,1.0,
aloumo01,2001,0,ALS200107100,HOU,NL,1.0,
aloumo01,2004,0,NLS200407130,CHN,NL,1.0,
aloumo01,2005,0,ALS200507120,SFN,NL,1.0,
morgajo02,1973,0,ALS197307240,CIN,NL,1.0,4.0
frankfr02,1934,0,NLS193407100,BSN,NL,1.0,
hodgegi01,1955,0,NLS195507120,BRO,NL,1.0,
kessido01,1972,0,NLS197207250,CHN,NL,1.0,6.0
martied01,1996,0,NLS199607090,SEA,AL,1.0,
lidgebr01,2008,0,ALS200807150,PHI,NL,1.0,
koufasa01,1961,2,ALS196107310,LAN,NL,1.0,
leebi02,1939,0,ALS193907110,CHN,NL,1.0,
simmote01,1981,0,ALS198108090,ML4,AL,1.0,
durenry01,1958,0,ALS195807080,NYA,AL,0.0,
bankser01,1958,0,ALS195807080,CHN,NL,1.0,6.0
sanchfr01,2009,0,NLS200907140,PIT,NL,0.0,
campabe01,1974,0,NLS197407230,OAK,AL,1.0,6.0
aparilu01,1972,0,NLS197207250,BOS,AL,0.0,
morgajo02,1975,0,ALS197507150,CIN,NL,1.0,4.0
crandde01,1956,0,ALS195607100,ML1,NL,0.0,
batteea01,1962,2,NLS196207300,MIN,AL,1.0,2.0
galaran01,1997,0,ALS199707080,COL,NL,1.0,
rosepe01,1982,0,NLS198207130,PHI,NL,1.0,3.0
vogelry01,2011,0,NLS201107120,SFN,NL,,
eckerde01,1990,0,NLS199007100,OAK,AL,1.0,
howarry01,2010,0,ALS201007130,PHI,NL,1.0,10.0
caudibi01,1984,0,NLS198407100,OAK,AL,1.0,
howsedi01,1961,1,NLS196107110,KC1,AL,1.0,
lolicmi01,1972,0,NLS197207250,DET,AL,1.0,
medwijo01,1944,0,NLS194407110,NY1,NL,1.0,
finlech01,2000,0,NLS200007110,CLE,AL,0.0,
sharpmi01,1992,0,NLS199207140,LAN,NL,1.0,
roberbi01,1992,0,NLS199207140,CIN,NL,1.0,
winfida01,1986,0,NLS198607150,NYA,AL,1.0,9.0
willima04,1995,0,ALS199507110,SFN,NL,0.0,
mccormi03,1960,2,ALS196007130,SFN,NL,0.0,
soriajo01,2010,0,ALS201007130,KCA,AL,0.0,
bailean01,2010,0,ALS201007130,OAK,AL,1.0,
larkiba01,1991,0,ALS199107090,CIN,NL,1.0,
hendeda01,1991,0,ALS199107090,OAK,AL,1.0,9.0
hayesvo01,1989,0,ALS198907110,PHI,NL,1.0,
cahiltr01,2010,0,ALS201007130,OAK,AL,0.0,
kalinal01,1960,2,ALS196007130,DET,AL,1.0,
kingmda01,1980,0,NLS198007080,CHN,NL,1.0,7.0
clemero01,1960,1,ALS196007110,PIT,NL,1.0,
gallayo01,2010,0,ALS201007130,MIL,NL,0.0,
victosh01,2011,0,NLS201107120,PHI,NL,,
whitede03,1993,0,ALS199307130,TOR,AL,1.0,
zachrpa01,1978,0,NLS197807110,NYN,NL,0.0,
percitr01,2001,0,ALS200107100,ANA,AL,1.0,
ortajo01,1975,0,ALS197507150,CHA,AL,0.0,
zimmedo01,1961,1,NLS196107110,CHN,NL,1.0,
carrocl02,1972,0,NLS197207250,CIN,NL,0.0,
jeterde01,2010,0,ALS201007130,NYA,AL,1.0,6.0
puckeki01,1989,0,ALS198907110,MIN,AL,1.0,8.0
scorehe01,1956,0,ALS195607100,CLE,AL,1.0,
foxne01,1954,0,ALS195407130,CHA,AL,1.0,
whitter01,1985,0,ALS198507160,TOR,AL,1.0,
shortch02,1964,0,NLS196407070,PHI,NL,1.0,
derripa01,1940,0,NLS194007090,CIN,NL,1.0,1.0
milleed03,1944,0,NLS194407110,CIN,NL,0.0,
grovele01,1937,0,ALS193707070,BOS,AL,0.0,
hubbagl01,1983,0,ALS198307060,ATL,NL,1.0,
anderga01,2002,0,NLS200207090,ANA,AL,1.0,
hayesfr01,1945,0,,CLE,AL,0.0,
sosasa01,1999,0,ALS199907130,CHN,NL,1.0,8.0
nilssda01,1999,0,ALS199907130,MIL,NL,1.0,
wickmbo01,2005,0,ALS200507120,CLE,AL,1.0,
urbinug01,2002,0,NLS200207090,BOS,AL,1.0,
rosadjo01,1997,0,ALS199707080,KCA,AL,1.0,
fiskca01,1985,0,ALS198507160,CHA,AL,1.0,2.0
mayle01,1971,0,ALS197107130,CIN,NL,1.0,
barbest01,1963,0,ALS196307090,BAL,AL,0.0,
youngmi02,2005,0,ALS200507120,TEX,AL,1.0,
oswalro01,2005,0,ALS200507120,HOU,NL,1.0,
singlke01,1977,0,ALS197707190,BAL,AL,1.0,
fordwh01,1954,0,ALS195407130,NYA,AL,1.0,1.0
colavro01,1959,2,NLS195908030,CLE,AL,1.0,
pradoma01,2010,0,ALS201007130,ATL,NL,1.0,4.0
buckjo01,2010,0,ALS201007130,TOR,AL,1.0,
romanjo01,1961,1,NLS196107110,CLE,AL,1.0,2.0
heltoto01,2003,0,ALS200307150,COL,NL,1.0,3.0
ripkeca01,2000,0,NLS200007110,BAL,AL,0.0,
schoere01,1950,0,ALS195007110,SLN,NL,1.0,
johnsho01,1991,0,ALS199107090,NYN,NL,1.0,
garcica01,1994,0,NLS199407120,PIT,NL,1.0,
spahnwa01,1962,1,ALS196207100,ML1,NL,0.0,
davalvi01,1965,0,ALS196507130,CLE,AL,1.0,8.0
rosepe01,1978,0,NLS197807110,CIN,NL,1.0,5.0
borowha01,1944,0,NLS194407110,NYA,AL,1.0,1.0
musiast01,1948,0,ALS194807130,SLN,NL,1.0,7.0
grovele01,1933,0,ALS193307060,PHA,AL,1.0,
polanpl01,2007,0,NLS200707100,DET,AL,1.0,4.0
facero01,1960,2,ALS196007130,PIT,NL,0.0,
berrayo01,1949,0,NLS194907120,NYA,AL,1.0,
olivato01,1965,0,ALS196507130,MIN,AL,1.0,
johnsbo01,1939,0,ALS193907110,PHA,AL,0.0,
yorkru01,1943,0,ALS194307130,DET,AL,1.0,
caminke01,1997,0,ALS199707080,SDN,NL,1.0,5.0
gonzaal02,1999,0,ALS199907130,FLO,NL,1.0,
foxne01,1956,0,ALS195607100,CHA,AL,1.0,4.0
newhoha01,1943,0,ALS194307130,DET,AL,1.0,
krameja01,1946,0,ALS194607090,SLA,AL,1.0,
gwynnto01,1989,0,ALS198907110,SDN,NL,1.0,9.0
garcimi01,1954,0,ALS195407130,CLE,AL,0.0,
koufasa01,1962,1,ALS196207100,LAN,NL,0.0,
bonilbo01,1991,0,ALS199107090,PIT,NL,1.0,10.0
longoev01,2008,0,ALS200807150,TBA,AL,1.0,
francti01,1961,2,ALS196107310,CLE,AL,0.0,
grimeos01,1945,0,,NYA,AL,0.0,
henderi01,1980,0,NLS198007080,OAK,AL,1.0,
rodriiv01,1992,0,NLS199207140,TEX,AL,1.0,
willido03,2003,0,ALS200307150,FLO,NL,0.0,
brownch02,1986,0,NLS198607150,SFN,NL,1.0,
furcara01,2012,0,ALS201207100,SLN,NL,1.0,6.0
hoffmtr01,2002,0,NLS200207090,SDN,NL,1.0,
frankry01,2009,0,NLS200907140,SLN,NL,1.0,
pettian01,1996,0,NLS199607090,NYA,AL,0.0,
youngmi02,2011,0,NLS201107120,TEX,AL,1.0,
fingero01,1981,0,ALS198108090,ML4,AL,1.0,
jeterde01,2009,0,NLS200907140,NYA,AL,1.0,6.0
justida01,1997,0,ALS199707080,CLE,AL,0.0,
koosmje01,1969,0,ALS196907230,NYN,NL,1.0,
vernomi01,1956,0,ALS195607100,BOS,AL,1.0,3.0
tayloto02,1960,1,ALS196007110,PHI,NL,1.0,
kentje01,2000,0,NLS200007110,SFN,NL,1.0,4.0
hartco01,2008,0,ALS200807150,MIL,NL,1.0,
purkebo01,1962,2,NLS196207300,CIN,NL,0.0,
ryanno01,1989,0,ALS198907110,TEX,AL,1.0,
mitchke01,1989,0,ALS198907110,SFN,NL,1.0,7.0
derripa01,1935,0,ALS193507080,CIN,NL,1.0,
bellga01,1960,2,ALS196007130,CLE,AL,1.0,
tebbebi01,1949,0,NLS194907120,BOS,AL,1.0,2.0
rudijo01,1975,0,ALS197507150,OAK,AL,1.0,7.0
violafr01,1991,0,ALS199107090,NYN,NL,1.0,
winfida01,1983,0,ALS198307060,NYA,AL,1.0,9.0
cashda01,1974,0,NLS197407230,PHI,NL,1.0,
voisebi01,1944,0,NLS194407110,NY1,NL,0.0,
peterga01,1964,0,NLS196407070,CHA,AL,0.0,
whitefr01,1978,0,NLS197807110,KCA,AL,1.0,
hamiljo03,2012,0,ALS201207100,TEX,AL,1.0,7.0
stigmdi01,1960,2,ALS196007130,CLE,AL,0.0,
carewro01,1968,0,NLS196807090,MIN,AL,1.0,4.0
brownke01,1992,0,NLS199207140,TEX,AL,1.0,1.0
hoffmtr01,1998,0,NLS199807070,SDN,NL,1.0,
nichobi01,1944,0,NLS194407110,CHN,NL,1.0,
blausje01,1997,0,ALS199707080,ATL,NL,1.0,6.0
cardele01,1965,0,ALS196507130,CIN,NL,1.0,
bonilbo01,1995,0,ALS199507110,NYN,NL,1.0,
verlaju01,2007,0,NLS200707100,DET,AL,1.0,
hammaat01,1983,0,ALS198307060,SFN,NL,1.0,
templga01,1985,0,ALS198507160,SDN,NL,1.0,
ripkeca01,1998,0,NLS199807070,BAL,AL,1.0,5.0
yountro01,1982,0,NLS198207130,ML4,AL,1.0,6.0
hallaro01,2009,0,NLS200907140,TOR,AL,1.0,1.0
carewro01,1984,0,NLS198407100,CAL,AL,1.0,3.0
greenmi01,1988,0,NLS198807120,BOS,AL,1.0,
malzofr01,1959,1,NLS195907070,BOS,AL,1.0,
hallaro01,2003,0,ALS200307150,TOR,AL,0.0,
conceda01,1976,0,NLS197607130,CIN,NL,1.0,6.0
spahnwa01,1953,0,NLS195307140,ML1,NL,1.0,
reynoal01,1953,0,NLS195307140,NYA,AL,1.0,
patekfr01,1978,0,NLS197807110,KCA,AL,1.0,6.0
kleinch01,1933,0,ALS193307060,PHI,NL,1.0,9.0
bellbu01,1982,0,NLS198207130,TEX,AL,1.0,
vidrojo01,2000,0,NLS200007110,MON,NL,1.0,
singebi01,1969,0,ALS196907230,LAN,NL,1.0,
aparilu01,1970,0,NLS197007140,CHA,AL,1.0,6.0
doerrbo01,1942,0,NLS194207060,BOS,AL,0.0,
gomezle01,1935,0,ALS193507080,NYA,AL,1.0,1.0
willida03,1953,0,NLS195307140,NY1,NL,1.0,
cardele01,1966,0,NLS196607120,CIN,NL,1.0,6.0
schmija01,2006,0,NLS200607110,SFN,NL,0.0,
russeje01,1989,0,ALS198907110,TEX,AL,1.0,
herrto01,1985,0,ALS198507160,SLN,NL,1.0,4.0
busbyst01,1975,0,ALS197507150,KCA,AL,1.0,
colavro01,1964,0,NLS196407070,KC1,AL,1.0,
hernali01,2004,0,NLS200407130,MON,NL,0.0,
cronijo01,1941,0,ALS194107080,BOS,AL,1.0,6.0
clarkwi02,1988,0,NLS198807120,SFN,NL,1.0,3.0
labincl01,1956,0,ALS195607100,BRO,NL,0.0,
jayjo01,1961,2,ALS196107310,CIN,NL,0.0,
musiast01,1949,0,NLS194907120,SLN,NL,1.0,8.0
grichbo01,1972,0,NLS197207250,BAL,AL,1.0,6.0
lamanra01,1946,0,ALS194607090,CIN,NL,1.0,
honeyri01,1980,0,NLS198007080,SEA,AL,0.0,
lopated01,1951,0,ALS195107100,NYA,AL,1.0,
hernafe02,2011,0,NLS201107120,SEA,AL,,
byrdma01,2010,0,ALS201007130,CHN,NL,1.0,
charlno01,1992,0,NLS199207140,CIN,NL,1.0,
rodrial01,1998,0,NLS199807070,SEA,AL,1.0,6.0
treshto01,1962,2,NLS196207300,NYA,AL,1.0,
gilesbr02,2000,0,NLS200007110,PIT,NL,1.0,
smithoz01,1987,0,ALS198707140,SLN,NL,1.0,6.0
ashbyan01,1999,0,ALS199907130,SDN,NL,1.0,
hermabi01,1939,0,ALS193907110,CHN,NL,1.0,
hallaro01,2008,0,ALS200807150,TOR,AL,1.0,
henrybi01,1960,1,ALS196007110,CIN,NL,0.0,
rhoderi01,1986,0,NLS198607150,PIT,NL,0.0,
seaveto01,1971,0,ALS197107130,NYN,NL,0.0,
galanau01,1943,0,ALS194307130,BRO,NL,1.0,
bournmi01,2010,0,ALS201007130,HOU,NL,1.0,
koufasa01,1966,0,NLS196607120,LAN,NL,1.0,1.0
smithle02,1991,0,ALS199107090,SLN,NL,0.0,
minosmi01,1960,2,ALS196007130,CHA,AL,1.0,7.0
jablora01,1954,0,ALS195407130,SLN,NL,1.0,5.0
dimagjo01,1949,0,NLS194907120,NYA,AL,1.0,8.0
brownke01,1997,0,ALS199707080,FLO,NL,1.0,
kingmda01,1976,0,NLS197607130,NYN,NL,1.0,9.0
baergca01,1993,0,ALS199307130,CLE,AL,1.0,
lyonste01,1939,0,ALS193907110,CHA,AL,0.0,
konerpa01,2002,0,NLS200207090,CHA,AL,1.0,
fingero01,1982,0,NLS198207130,ML4,AL,1.0,
reisepe01,1942,0,NLS194207060,BRO,NL,1.0,8.0
larkiba01,1989,0,ALS198907110,CIN,NL,0.0,
robinbr01,1973,0,ALS197307240,BAL,AL,1.0,5.0
jimenub01,2010,0,ALS201007130,COL,NL,1.0,1.0
hunteca01,1966,0,NLS196607120,KC1,AL,0.0,
terrybi01,1933,0,ALS193307060,NY1,NL,1.0,3.0
osteecl01,1970,0,NLS197007140,LAN,NL,1.0,
hernafe02,2009,0,NLS200907140,SEA,AL,1.0,
dunnad01,2012,0,ALS201207100,CHA,AL,,
carltst01,1974,0,NLS197407230,PHI,NL,0.0,
jacksre01,1982,0,NLS198207130,CAL,AL,1.0,9.0
wertzvi01,1949,0,NLS194907120,DET,AL,1.0,
hammoje01,2000,0,NLS200007110,COL,NL,1.0,
sosasa01,2002,0,NLS200207090,CHN,NL,1.0,9.0
clarkja01,1985,0,ALS198507160,SLN,NL,1.0,
finigji01,1954,0,ALS195407130,PHA,AL,0.0,
eckerde01,1991,0,ALS199107090,OAK,AL,1.0,
greinza01,2009,0,NLS200907140,KCA,AL,1.0,
forscke01,1976,0,NLS197607130,HOU,NL,1.0,
ottme01,1934,0,NLS193407100,NY1,NL,1.0,
rosepe01,1974,0,NLS197407230,CIN,NL,1.0,7.0
mauerjo01,2009,0,NLS200907140,MIN,AL,1.0,2.0
starrra01,1942,0,NLS194207060,CIN,NL,0.0,
grichbo01,1982,0,NLS198207130,CAL,AL,1.0,4.0
millest01,1961,2,ALS196107310,SFN,NL,1.0,
humeto01,1982,0,NLS198207130,CIN,NL,1.0,
hodgegi01,1949,0,NLS194907120,BRO,NL,1.0,
fernato01,1999,0,ALS199907130,TOR,AL,1.0,
caldeiv01,1991,0,ALS199107090,MON,NL,1.0,7.0
hermabi01,1934,0,NLS193407100,CHN,NL,1.0,
stonebi01,1972,0,NLS197207250,MON,NL,1.0,
mantlmi01,1962,1,ALS196207100,NYA,AL,1.0,9.0
beckegl01,1972,0,NLS197207250,CHN,NL,1.0,
mcdowsa01,1969,0,ALS196907230,CLE,AL,1.0,
groatdi01,1959,1,NLS195907070,PIT,NL,1.0,
brownma01,1938,0,NLS193807060,PIT,NL,1.0,
hunteca01,1972,0,NLS197207250,OAK,AL,0.0,
hermabi01,1941,0,ALS194107080,BRO,NL,1.0,
boggswa01,1994,0,NLS199407120,NYA,AL,1.0,5.0
perezod01,2002,0,NLS200207090,LAN,NL,1.0,
clemero01,1962,2,NLS196207300,PIT,NL,1.0,9.0
mcgloly01,1974,0,NLS197407230,SLN,NL,1.0,
garcino01,2003,0,ALS200307150,BOS,AL,1.0,
ripkeca01,1999,0,ALS199907130,BAL,AL,1.0,5.0
leecl02,2010,0,ALS201007130,SEA,AL,1.0,
vernomi01,1958,0,ALS195807080,CLE,AL,1.0,
dietzdi01,1970,0,NLS197007140,SFN,NL,1.0,
powelbo01,1970,0,NLS197007140,BAL,AL,1.0,3.0
reesepe01,1947,0,NLS194707080,BRO,NL,1.0,
wagnebi02,2008,0,ALS200807150,NYN,NL,1.0,
brechha01,1948,0,ALS194807130,SLN,NL,0.0,
andruel01,2012,0,ALS201207100,TEX,AL,1.0,
womacto01,1997,0,ALS199707080,PIT,NL,1.0,
garneph01,1980,0,NLS198007080,PIT,NL,1.0,
mcmilro01,1956,0,ALS195607100,CIN,NL,1.0,6.0
sandbry01,1991,0,ALS199107090,CHN,NL,1.0,4.0
boyerke01,1961,2,ALS196107310,SLN,NL,0.0,
mcgwima01,1987,0,ALS198707140,OAK,AL,1.0,
slaugen01,1952,0,NLS195207080,SLN,NL,1.0,9.0
terryra01,1962,2,NLS196207300,NYA,AL,0.0,
rodrial01,2002,0,NLS200207090,TEX,AL,1.0,6.0
rolensc01,2003,0,ALS200307150,SLN,NL,1.0,5.0
boyerke01,1964,0,NLS196407070,SLN,NL,1.0,5.0
cartega01,1983,0,ALS198307060,MON,NL,1.0,2.0
mcquige02,1939,0,ALS193907110,SLA,AL,0.0,
daviscu01,1936,0,NLS193607070,CHN,NL,1.0,
hughste01,1943,0,ALS194307130,BOS,AL,1.0,
blassst01,1972,0,NLS197207250,PIT,NL,1.0,
nealch01,1960,2,ALS196007130,LAN,NL,1.0,
smithle02,1993,0,ALS199307130,SLN,NL,0.0,
credejo01,2008,0,ALS200807150,CHA,AL,1.0,
clarkto02,2001,0,ALS200107100,DET,AL,1.0,
larkiba01,1993,0,ALS199307130,CIN,NL,1.0,6.0
mcbrike01,1963,0,ALS196307090,LAA,AL,1.0,1.0
doerrbo01,1941,0,ALS194107080,BOS,AL,1.0,4.0
grichbo01,1974,0,NLS197407230,BAL,AL,1.0,
hattogr01,1952,0,NLS195207080,CIN,NL,0.0,
johnto01,1979,0,ALS197907170,NYA,AL,0.0,
spencst01,1942,0,NLS194207060,WS1,AL,0.0,
mcnalda01,1972,0,NLS197207250,BAL,AL,1.0,
nettlgr01,1980,0,NLS198007080,NYA,AL,1.0,5.0
maricju01,1967,0,ALS196707110,SFN,NL,1.0,1.0
izturce01,2005,0,ALS200507120,LAN,NL,0.0,
larkiba01,1996,0,NLS199607090,CIN,NL,1.0,6.0
hodgegi01,1952,0,NLS195207080,BRO,NL,0.0,
medwijo01,1936,0,NLS193607070,SLN,NL,1.0,7.0
baineha01,1986,0,NLS198607150,CHA,AL,1.0,
whitebi03,1964,0,NLS196407070,SLN,NL,1.0,
diazbo01,1987,0,ALS198707140,CIN,NL,1.0,
riverma01,2011,0,NLS201107120,NYA,AL,,
sauerha01,1952,0,NLS195207080,CHN,NL,1.0,7.0
rodrial01,2008,0,ALS200807150,NYA,AL,1.0,5.0
rodriiv01,2006,0,NLS200607110,DET,AL,1.0,2.0
piercbi02,1958,0,ALS195807080,CHA,AL,0.0,
keougma02,1978,0,NLS197807110,OAK,AL,1.0,
davisjo02,1984,0,NLS198407100,CHN,NL,1.0,
gibsobo01,1962,2,NLS196207300,SLN,NL,1.0,
davisto02,1963,0,ALS196307090,LAN,NL,1.0,7.0
oliveal01,1982,0,NLS198207130,MON,NL,1.0,
nathajo01,2005,0,ALS200507120,MIN,AL,1.0,
facero01,1959,2,NLS195908030,PIT,NL,1.0,
smithoz01,1990,0,NLS199007100,SLN,NL,1.0,6.0
francjo01,1986,0,NLS198607150,CIN,NL,0.0,
luzingr01,1978,0,NLS197807110,PHI,NL,1.0,7.0
frymawo01,1976,0,NLS197607130,MON,NL,0.0,
smithle02,1987,0,ALS198707140,CHN,NL,1.0,
coopewa01,1949,0,NLS194907120,CIN,NL,0.0,
gilliji01,1956,0,ALS195607100,BRO,NL,0.0,
bankser01,1967,0,ALS196707110,CHN,NL,1.0,
hislela01,1977,0,ALS197707190,MIN,AL,1.0,
howarfr01,1971,0,ALS197107130,WS2,AL,1.0,
powervi01,1960,2,ALS196007130,CLE,AL,1.0,
brettge01,1977,0,ALS197707190,KCA,AL,1.0,5.0
bandosa01,1972,0,NLS197207250,OAK,AL,1.0,
stargwi01,1966,0,NLS196607120,PIT,NL,1.0,
mayswi01,1970,0,NLS197007140,SFN,NL,1.0,8.0
crandde01,1954,0,ALS195407130,ML1,NL,0.0,
freehbi01,1973,0,ALS197307240,DET,AL,0.0,
mcgrifr01,2000,0,NLS200007110,TBA,AL,1.0,
kellge01,1953,0,NLS195307140,BOS,AL,1.0,
mungere01,1944,0,NLS194407110,SLN,NL,0.0,
percitr01,1998,0,NLS199807070,ANA,AL,1.0,
kingmda01,1979,0,ALS197907170,CHN,NL,0.0,
mantlmi01,1959,2,NLS195908030,NYA,AL,1.0,8.0
wrighda03,2006,0,NLS200607110,NYN,NL,1.0,5.0
gentiji01,1961,2,ALS196107310,BAL,AL,0.0,
mongesi01,1979,0,ALS197907170,CLE,AL,0.0,
marshmi01,1975,0,ALS197507150,LAN,NL,0.0,
baineha01,1999,0,ALS199907130,BAL,AL,1.0,
hillaa01,2009,0,NLS200907140,TOR,AL,1.0,4.0
martivi01,2007,0,NLS200707100,CLE,AL,1.0,
skowrbi01,1959,2,NLS195908030,NYA,AL,0.0,
musiast01,1960,2,ALS196007130,SLN,NL,1.0,
ogandal01,2011,0,NLS201107120,TEX,AL,1.0,
jonesdo01,1990,0,NLS199007100,CLE,AL,0.0,
jonesan01,2006,0,NLS200607110,ATL,NL,0.0,
josepdu01,1968,0,NLS196807090,CHA,AL,1.0,
disarga01,1995,0,ALS199507110,CAL,AL,1.0,
avilabo01,1954,0,ALS195407130,CLE,AL,1.0,4.0
clemero02,1988,0,NLS198807120,BOS,AL,1.0,
siebeno01,1962,2,NLS196207300,KC1,AL,0.0,
ripkeca01,1983,0,ALS198307060,BAL,AL,1.0,
coneda01,1992,0,NLS199207140,NYN,NL,1.0,
bondsba01,2004,0,NLS200407130,SFN,NL,1.0,7.0
jacksra01,1954,0,ALS195407130,CHN,NL,1.0,
braunry02,2010,0,ALS201007130,MIL,NL,1.0,7.0
mantlmi01,1960,2,ALS196007130,NYA,AL,1.0,8.0
walkela01,1998,0,NLS199807070,COL,NL,1.0,8.0
bagweje01,1994,0,NLS199407120,HOU,NL,1.0,
puckeki01,1994,0,NLS199407120,MIN,AL,1.0,9.0
jurgebi01,1939,0,ALS193907110,NY1,NL,0.0,
jonesan01,2003,0,ALS200307150,ATL,NL,1.0,
jacksre01,1977,0,ALS197707190,NYA,AL,1.0,9.0
andremi01,1969,0,ALS196907230,BOS,AL,1.0,
schoere01,1952,0,NLS195207080,SLN,NL,0.0,
mayswi01,1971,0,ALS197107130,SFN,NL,1.0,8.0
ibanera01,2009,0,NLS200907140,PHI,NL,1.0,7.0
carltst01,1979,0,ALS197907170,PHI,NL,1.0,1.0
yastrca01,1971,0,ALS197107130,BOS,AL,1.0,7.0
kaskoed01,1961,1,NLS196107110,CIN,NL,0.0,
sandopa01,2011,0,NLS201107120,SFN,NL,1.0,
