playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
mejiami01,1996,SLN,NL,НЛКС,CF,2,0,18.0,2,0,0,0,0,,,
rueteki01,2000,SFN,NL,NLDS2,П,1,0,13.0,1,0,0,0,0,,0.0,0.0
greento02,2001,NYA,AL,ws,С,1,0,12.0,4,0,0,0,0,0.0,0.0,0.0
montajo01,1979,CAL,AL,АЛКС,П,2,0,12.0,0,2,0,0,0,,0.0,1.0
millsal01,1996,BAL,AL,АЛКС,П,3,0,7.0,0,0,0,0,0,,1.0,0.0
cookde01,2000,NYN,NL,ws,П,3,0,2.0,0,0,0,0,0,,0.0,0.0
hafeych01,1926,SLN,NL,ws,ЛФ,7,7,189.0,20,1,0,0,0,,,
watsomu01,1924,NY1,NL,ws,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
gehrilo01,1926,NYA,AL,ws,1Б,7,7,189.0,77,1,0,3,0,,,
mclemma01,2001,SEA,AL,АЛКС,SS,3,3,73.0,6,2,0,3,0,,,
trillma01,1980,PHI,NL,ws,Две единицы,6,6,161.0,14,25,1,6,0,,,
suzukic01,2001,SEA,AL,АЛКС,RF,5,4,103.0,7,0,0,0,0,,,
barryja01,1911,PHA,AL,ws,SS,6,6,167.0,8,12,3,0,0,,,
grillja01,2006,DET,AL,ws,П,2,0,5.0,0,2,0,0,0,,0.0,0.0
brownbo04,1984,SDN,NL,НЛКС,CF,1,1,21.0,3,0,0,0,0,,,
hallbi03,2008,MIL,NL,NLDS2,3Б,3,2,55.0,0,8,0,1,0,,,
rodrifr03,2011,MIL,NL,NLDS2,П,2,0,,0,0,0,0,0,,,
mendora01,2001,NYA,AL,АЛКС,П,3,0,16.0,1,0,0,0,0,,0.0,0.0
naragha01,1954,CLE,AL,ws,С,1,0,3.0,1,0,0,0,0,0.0,0.0,0.0
carlete01,1938,CHN,NL,ws,П,1,0,0.0,0,0,0,0,0,,1.0,0.0
seleaa01,1998,TEX,AL,ALDS2,П,1,1,18.0,1,0,0,0,0,,0.0,0.0
alomasa02,1998,CLE,AL,АЛДС-1,С,4,4,108.0,29,0,1,0,0,0.0,1.0,0.0
fieldpr01,2008,MIL,NL,NLDS2,1Б,4,4,102.0,34,0,0,5,0,,,
orsater01,1934,SLN,NL,ws,CF,6,6,163.0,16,1,2,0,0,,,
stantmi02,1993,ATL,NL,НЛКС,П,1,0,3.0,0,0,0,0,0,,0.0,0.0
heganmi01,1972,OAK,AL,АЛКС,1Б,1,0,3.0,1,0,0,0,0,,,
johnsja01,1978,NYA,AL,ws,RF,2,0,9.0,1,0,0,0,0,,,
templga01,1984,SDN,NL,НЛКС,SS,5,5,129.0,19,11,1,4,0,,,
oquenjo01,1987,SLN,NL,ws,RF,3,3,75.0,7,0,0,0,0,,,
nixla01,2010,CIN,NL,НЛДС-1,ЛФ,1,1,17.0,2,0,0,0,0,,,
wilsoen01,2001,NYA,AL,ws,SS,1,0,12.0,0,1,0,0,0,,,
carpech01,2005,SLN,NL,НЛКС,П,2,2,45.0,0,8,0,0,0,,0.0,0.0
smoltjo01,2004,ATL,NL,NLDS2,П,2,0,15.0,2,0,0,0,0,,0.0,0.0
bandosa01,1974,OAK,AL,АЛКС,3Б,4,4,108.0,3,8,0,2,0,,,
bondsba01,2002,SFN,NL,НЛКС,ЛФ,5,5,135.0,11,0,0,0,0,,,
cabreme01,2009,NYA,AL,АЛДС-1,CF,3,3,78.0,4,0,0,0,0,,,
dempsry01,2007,CHN,NL,НЛДС-1,П,1,0,3.0,1,0,0,0,0,,0.0,0.0
longda02,1962,NYA,AL,ws,1Б,2,1,33.0,9,3,0,1,0,,,
wambsbi01,1920,CLE,AL,ws,Две единицы,7,7,180.0,21,18,0,4,1,,,
espinal01,1995,CLE,AL,АЛКС,3Б,4,2,60.0,0,3,1,0,0,,,
byrdpa01,2005,LAA,AL,АЛКС,П,2,2,32.0,1,0,0,0,0,,0.0,1.0
ledeeri01,1999,NYA,AL,АЛКС,ЛФ,2,2,45.0,3,0,1,0,0,,,
brettge01,1985,KCA,AL,АЛКС,3Б,7,7,188.0,7,9,2,0,0,,,
pujolal01,2002,SLN,NL,NLDS2,1Б,1,0,4.0,1,0,0,0,0,,,
hernali01,1997,FLO,NL,НЛДС-1,П,1,0,12.0,0,0,0,0,0,,0.0,0.0
batteea01,1965,MIN,AL,ws,С,7,7,169.0,31,6,0,2,0,0.0,9.0,5.0
willido03,2003,FLO,NL,НЛДС-1,П,2,1,17.0,0,0,0,0,0,,0.0,0.0
wettejo01,1996,NYA,AL,ws,П,5,0,13.0,0,0,0,0,0,,0.0,0.0
scottro01,1981,MON,NL,НЛКС,Две единицы,5,5,132.0,11,15,1,7,0,,,
iguchta01,2005,CHA,AL,ws,Две единицы,4,4,111.0,8,8,0,3,0,,,
yeagest01,1981,LAN,NL,НДВИ,С,2,1,29.0,6,0,0,0,0,0.0,0.0,0.0
chrisja01,2003,SFN,NL,НЛДС-1,П,1,0,0.0,0,0,0,0,0,,0.0,0.0
gilesbr02,2005,SDN,NL,НЛДС-1,RF,3,2,63.0,7,0,0,0,0,,,
shielsc01,2004,ANA,AL,АЛДС-1,П,2,0,9.0,0,0,0,0,0,,0.0,0.0
batesja01,1995,COL,NL,НЛДС-1,Две единицы,1,0,12.0,1,2,0,0,0,,,
byrneto01,1957,NYA,AL,ws,П,2,0,10.0,0,0,0,0,0,,0.0,0.0
hergema01,2007,COL,NL,НЛКС,П,3,0,9.0,1,0,0,0,0,,0.0,0.0
hershor01,1996,CLE,AL,АЛДС-1,П,1,1,15.0,1,1,0,1,0,,0.0,0.0
benzito01,1990,CIN,NL,НЛКС,1Б,2,2,54.0,17,0,0,0,0,,,
calerki01,2006,OAK,AL,ALDS2,П,1,0,3.0,0,0,0,0,0,,1.0,0.0
rudijo01,1971,OAK,AL,АЛКС,ЛФ,2,2,48.0,3,0,0,0,0,,,
walkege02,1935,DET,AL,ws,CF,1,1,27.0,0,0,0,0,0,,,
sandesc02,1996,SDN,NL,NLDS2,П,1,1,13.0,0,1,0,0,0,,0.0,0.0
amaroru02,1995,CLE,AL,ws,RF,1,0,6.0,0,0,0,0,0,,,
burnsge02,1920,CLE,AL,ws,1Б,4,3,93.0,38,1,1,4,0,,,
gehrich01,1934,DET,AL,ws,Две единицы,7,7,195.0,18,26,3,3,0,,,
smilejo01,1995,CIN,NL,НЛКС,П,1,1,15.0,1,1,0,0,0,,0.0,0.0
brownke01,1997,FLO,NL,НЛДС-1,П,1,1,21.0,2,1,0,0,0,,0.0,1.0
foxch02,2003,FLO,NL,НЛДС-1,П,3,0,15.0,0,1,0,0,0,,1.0,1.0
jacksre01,1981,NYA,AL,ws,RF,3,3,72.0,5,0,1,0,0,,,
merulle01,1945,CHN,NL,ws,SS,3,1,36.0,4,2,0,2,0,,,
morrijo04,1925,PIT,NL,ws,П,3,0,28.0,0,3,0,0,0,,1.0,1.0
torreyo01,2007,COL,NL,ws,С,4,4,102.0,22,0,0,0,0,0.0,2.0,0.0
reynobo01,1973,BAL,AL,АЛКС,П,2,0,17.0,1,0,0,0,0,,0.0,1.0
caseyse01,2006,DET,AL,АЛДС-1,1Б,4,4,105.0,28,3,0,3,0,,,
shinjts01,2002,SFN,NL,ws,RF,1,0,7.0,1,0,0,0,0,,,
furcara01,2008,LAN,NL,НЛДС-1,SS,3,3,81.0,3,11,0,3,0,,,
woodlge01,1953,NYA,AL,ws,ЛФ,6,6,156.0,9,1,0,1,0,,,
bandosa01,1975,OAK,AL,АЛКС,3Б,3,3,75.0,4,9,1,1,0,,,
wilsomo01,1986,NYN,NL,НЛКС,ЛФ,6,4,138.0,13,1,0,1,0,,,
ausmubr01,2005,HOU,NL,NLDS2,С,4,4,123.0,35,1,0,0,0,0.0,4.0,0.0
donnebr01,2002,ANA,AL,АЛКС,П,3,0,10.0,0,0,0,0,0,,0.0,0.0
lacorfr01,1980,HOU,NL,НЛКС,П,2,0,9.0,0,0,0,0,0,,0.0,0.0
bauerha01,1952,NYA,AL,ws,RF,7,5,153.0,10,0,0,0,0,,,
perezto01,1973,CIN,NL,НЛКС,1Б,5,5,138.0,47,4,0,3,0,,,
stargwi01,1975,PIT,NL,НЛКС,1Б,3,3,75.0,15,0,0,2,0,,,
clemero02,1995,BOS,AL,АЛДС-1,П,1,1,21.0,0,0,0,0,0,,0.0,0.0
walkegr01,1983,CHA,AL,АЛКС,1Б,1,1,21.0,7,1,0,2,0,,,
silveke01,1950,PHI,NL,ws,С,1,0,6.0,1,0,0,0,0,0.0,0.0,0.0
piercbi01,1921,NYA,AL,ws,П,1,0,3.0,0,0,0,0,0,,0.0,1.0
wheelda01,2010,TBA,AL,АЛДС-1,П,1,0,3.0,0,0,0,0,0,,0.0,0.0
snidedu01,1956,BRO,NL,ws,CF,7,7,183.0,20,0,0,0,0,,,
rolfere01,1936,NYA,AL,ws,3Б,6,6,162.0,14,7,1,0,0,,,
repulri01,1959,LAN,NL,ws,RF,1,0,3.0,0,0,0,0,0,,,
mannle01,1914,BSN,NL,ws,RF,1,1,27.0,0,0,0,0,0,,,
stennre01,1975,PIT,NL,НЛКС,SS,1,0,3.0,0,0,0,0,0,,,
burleri01,1975,BOS,AL,ws,SS,7,7,196.0,9,20,1,4,0,,,
kieltbo01,2007,BOS,AL,АЛКС,RF,2,2,36.0,0,0,0,0,0,,,
larocad01,2012,WAS,NL,НЛДС-1,1Б,5,5,132.0,39,2,1,5,0,0.0,0.0,0.0
leonade01,1980,KCA,AL,АЛКС,П,1,1,24.0,0,0,0,0,0,,0.0,0.0
nixontr01,2005,BOS,AL,АЛДС-1,RF,3,3,75.0,6,0,0,0,0,,,
garcino01,2008,LAN,NL,НЛКС,1Б,1,1,21.0,9,0,0,0,0,,,
timlimi01,2001,SLN,NL,NLDS2,П,1,0,4.0,0,0,0,0,0,,0.0,0.0
riverma01,2009,NYA,AL,АЛДС-1,П,3,0,11.0,0,0,0,0,0,,0.0,0.0
millake01,2004,BOS,AL,АЛКС,1Б,7,7,165.0,49,7,0,3,0,,,
embreal01,2000,SFN,NL,NLDS2,П,2,0,5.0,0,0,0,0,0,,1.0,0.0
klingjo01,1906,CHN,NL,ws,С,6,6,159.0,45,9,1,3,0,3.0,6.0,6.0
smilejo01,1991,PIT,NL,НЛКС,П,2,2,8.0,0,1,0,0,0,,0.0,1.0
yastrca01,1975,BOS,AL,ws,ЛФ,4,4,106.0,8,0,0,0,0,,,
bellga01,1967,BOS,AL,ws,П,3,1,16.0,0,2,0,1,0,,0.0,0.0
bystrma01,1980,PHI,NL,ws,П,1,1,15.0,1,1,0,0,0,,1.0,0.0
walkedi02,1941,BRO,NL,ws,RF,5,5,132.0,14,0,0,0,0,,,
reulbed01,1908,CHN,NL,ws,П,2,1,23.0,0,5,0,0,0,,3.0,1.0
worreti01,1996,SDN,NL,NLDS2,П,2,0,11.0,0,1,0,0,0,,0.0,1.0
davalvi01,1971,PIT,NL,ws,CF,1,0,2.0,1,0,0,0,0,,,
batismi01,2002,ARI,NL,NLDS2,П,1,1,11.0,0,0,0,0,0,,0.0,0.0
weeksri01,2008,MIL,NL,NLDS2,Две единицы,2,2,23.0,1,1,1,0,0,,,
raudo01,1978,LAN,NL,НЛКС,П,1,1,15.0,1,0,0,0,0,,0.0,1.0
hallaro01,2010,PHI,NL,НЛКС,П,2,2,39.0,0,0,0,0,0,,0.0,0.0
hortori01,1985,SLN,NL,ws,П,3,0,12.0,2,0,0,0,0,,1.0,0.0
smithbo02,1932,CHN,NL,ws,П,1,0,3.0,0,0,0,0,0,,0.0,0.0
baineha01,1983,CHA,AL,АЛКС,RF,4,4,105.0,6,1,0,0,0,,,
mccovwi01,1962,SFN,NL,ws,1Б,2,2,51.0,18,4,1,2,0,,,
wilsoha01,1929,CHN,NL,ws,CF,5,5,131.0,14,0,1,0,0,,,
flannti01,1984,SDN,NL,ws,Две единицы,1,0,3.0,1,0,0,0,0,,,
mussimi01,2002,NYA,AL,АЛДС-1,П,1,1,12.0,0,0,0,0,0,,1.0,0.0
lowenjo01,1979,BAL,AL,АЛКС,ЛФ,3,2,43.0,6,0,0,0,0,,,
howarry01,2011,PHI,NL,НЛДС-1,1Б,5,5,,38,4,0,3,0,,,
fuentbr01,2009,LAA,AL,ALDS2,П,2,0,5.0,0,0,0,0,0,,0.0,0.0
volqued01,2010,CIN,NL,НЛДС-1,П,1,1,5.0,0,0,0,0,0,,1.0,0.0
pooleji02,1995,CLE,AL,ws,П,2,0,7.0,0,0,0,0,0,,0.0,0.0
baldwja01,2000,CHA,AL,ALDS2,П,1,1,18.0,0,1,0,0,0,,0.0,0.0
cimolgi01,1960,PIT,NL,ws,ЛФ,6,5,138.0,5,0,0,0,0,,,
milletr02,2008,TBA,AL,ALDS2,П,1,0,0.0,0,0,0,0,0,,0.0,0.0
counscr01,2001,ARI,NL,NLDS2,Две единицы,5,4,108.0,4,11,0,1,0,,,
cottsne01,2005,CHA,AL,АЛКС,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
strakle01,1987,MIN,AL,АЛКС,П,1,1,8.0,0,2,0,0,0,,1.0,0.0
meyerch01,1913,NY1,NL,ws,С,1,1,27.0,4,2,0,0,0,0.0,1.0,1.0
soriaal01,2002,NYA,AL,АЛДС-1,Две единицы,4,4,102.0,10,13,1,4,0,,,
roberge01,1928,NYA,AL,ws,3Б,3,2,60.0,2,1,1,0,0,,,
leebi03,1981,MON,NL,НЕДИВ,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
leibrch01,1992,ATL,NL,НЛКС,П,2,0,14.0,0,1,0,0,0,,0.0,0.0
oylerra01,1968,DET,AL,ws,SS,4,0,24.0,2,0,0,0,0,,,
seminan01,1950,PHI,NL,ws,С,4,4,98.0,14,2,1,0,0,0.0,1.0,1.0
leskacu01,2004,BOS,AL,АЛКС,П,3,0,8.0,0,1,0,0,0,,0.0,0.0
pizarju01,1974,PIT,NL,НЛКС,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
loftoke01,2007,CLE,AL,ALDS2,ЛФ,4,4,111.0,6,0,0,0,0,,,
maddoga01,1980,PHI,NL,ws,CF,6,6,158.0,11,1,0,1,0,,,
pinaho01,1973,OAK,AL,ws,П,2,0,9.0,0,0,0,0,0,,0.0,0.0
valenjo03,2006,NYN,NL,НЛКС,Две единицы,7,7,183.0,15,31,0,9,0,,,
kotsama01,2008,BOS,AL,АЛДС-1,1Б,2,2,54.0,22,0,0,0,0,,,
ottme01,1937,NY1,NL,ws,3Б,5,5,129.0,5,9,1,1,0,,,
booneaa01,2003,NYA,AL,АЛДС-1,3Б,4,4,108.0,3,9,0,0,0,,,
nelsoje01,1998,NYA,AL,ALDS2,П,2,0,8.0,0,0,0,0,0,,0.0,0.0
lowede01,2010,ATL,NL,NLDS2,П,2,2,35.0,0,1,0,0,0,,1.0,1.0
schumha02,1937,NY1,NL,ws,П,1,1,18.0,0,1,0,0,0,,0.0,0.0
blackjo02,1952,BRO,NL,ws,П,3,3,64.0,1,2,0,0,0,,0.0,0.0
ramirma02,1997,CLE,AL,ws,RF,7,7,191.0,16,1,1,0,0,,,
vuckope01,1981,ML4,AL,Аидив,П,2,1,16.0,0,1,0,0,0,,0.0,0.0
nolanga01,1970,CIN,NL,ws,П,2,2,28.0,0,1,0,0,0,,0.0,0.0
welchbo01,1988,OAK,AL,ws,П,1,1,15.0,1,1,0,0,0,,1.0,0.0
friscfr01,1922,NY1,NL,ws,Две единицы,5,5,138.0,10,19,1,3,0,,,
hernaca01,1998,SDN,NL,NLDS2,С,4,3,87.0,34,6,0,0,0,2.0,0.0,0.0
marquja01,2004,SLN,NL,НЛДС-1,П,1,1,10.0,0,0,0,0,0,,0.0,0.0
gipsoch01,2000,SEA,AL,АЛКС,RF,1,0,6.0,0,0,0,0,0,,,
millsal01,1997,BAL,AL,АЛКС,П,3,0,10.0,0,0,0,0,0,,0.0,0.0
sparmjo01,1968,DET,AL,ws,П,1,0,1.0,0,0,0,0,0,,0.0,0.0
tucketh01,1948,CLE,AL,ws,CF,1,1,27.0,3,1,0,1,0,,,
coxda01,1985,SLN,NL,НЛКС,П,1,1,18.0,0,0,0,0,0,,0.0,1.0
spahnwa01,1948,BSN,NL,ws,П,3,1,36.0,0,3,0,0,0,,0.0,0.0
smithre06,1977,LAN,NL,ws,CF,2,2,42.0,6,0,0,0,0,,,
loesbi01,1953,BRO,NL,ws,П,1,1,24.0,0,0,0,0,0,,0.0,0.0
reussje01,1985,LAN,NL,НЛКС,П,1,1,5.0,0,0,1,0,0,,0.0,0.0
anderga01,2002,ANA,AL,АЛДС-1,ЛФ,4,4,105.0,9,0,0,0,0,,,
lemkema01,1995,ATL,NL,ws,Две единицы,6,6,162.0,10,24,1,2,0,,,
hermabi01,1938,CHN,NL,ws,Две единицы,4,4,102.0,5,15,2,2,0,,,
radkebr01,2002,MIN,AL,ALDS2,П,2,2,35.0,1,2,0,0,0,,1.0,0.0
gossari01,1981,NYA,AL,ws,П,3,0,15.0,0,0,0,0,0,,2.0,0.0
muellbi02,2003,BOS,AL,ALDS2,3Б,5,5,146.0,9,10,0,0,0,,,
isrinja01,2004,SLN,NL,НЛДС-1,П,2,0,6.0,0,0,0,0,0,,0.0,0.0
clarkwi02,1989,SFN,NL,ws,1Б,4,4,102.0,40,2,0,2,0,,,
soriara01,2012,NYA,AL,АЛКС,П,1,0,3.0,0,0,0,0,0,0.0,0.0,0.0
johnsja01,1976,PHI,NL,НЛКС,RF,2,2,52.0,3,0,0,0,0,,,
powelbo01,1966,BAL,AL,ws,1Б,4,4,108.0,27,1,0,3,0,,,
weathda01,1996,NYA,AL,ALDS2,П,2,0,15.0,0,1,0,0,0,,0.0,0.0
bellle01,1926,SLN,NL,ws,3Б,7,7,189.0,7,17,2,0,0,,,
clancji01,1991,ATL,NL,ws,П,3,0,13.0,0,0,0,0,0,,1.0,0.0
donovdi01,1959,CHA,AL,ws,П,3,1,25.0,1,1,0,0,0,,0.0,0.0
hawkila01,2007,COL,NL,ws,П,2,0,6.0,0,1,0,0,0,,1.0,0.0
burksel01,2000,SFN,NL,NLDS2,RF,4,4,114.0,12,0,0,0,0,,,
kimby01,2001,ARI,NL,NLDS2,П,1,0,4.0,0,0,0,0,0,,0.0,0.0
thomago01,1982,ML4,AL,АЛКС,CF,5,5,120.0,13,0,0,0,0,,,
mclemma01,2001,SEA,AL,АЛДС-1,SS,5,5,129.0,11,12,1,4,0,,,
cabreor01,2009,MIN,AL,АЛДС-1,SS,3,3,81.0,3,11,0,1,0,,,
gantro01,1991,ATL,NL,ws,CF,7,7,196.0,19,0,0,0,0,,,
quinnja01,1921,NYA,AL,ws,П,1,0,11.0,0,1,0,1,0,,2.0,0.0
washbra01,1968,SLN,NL,ws,П,2,2,22.0,0,1,0,0,0,,0.0,0.0
jonesch06,2012,ATL,NL,НЛВК,3Б,1,1,27.0,1,3,1,1,0,0.0,0.0,0.0
dykstle01,1988,NYN,NL,НЛКС,CF,7,4,115.0,9,0,0,0,0,,,
fermife01,1995,SEA,AL,АЛКС,Две единицы,1,0,3.0,0,0,0,0,0,,,
mabryjo01,1996,SLN,NL,НЛКС,RF,2,0,15.0,2,0,0,0,0,,,
princto01,2002,MIN,AL,АЛКС,С,1,0,3.0,1,0,0,0,0,0.0,0.0,0.0
damonjo01,2004,BOS,AL,ws,CF,4,4,108.0,7,0,0,0,0,,,
powelja03,1938,NYA,AL,ws,ЛФ,1,0,3.0,0,0,0,0,0,,,
willige02,1995,NYA,AL,ALDS2,ЛФ,4,0,42.0,5,1,0,1,0,,,
fernato01,1997,CLE,AL,АЛДС-1,Две единицы,4,3,90.0,8,9,0,2,0,,,
jacksgr01,1971,BAL,AL,ws,П,1,0,2.0,0,0,0,0,0,,0.0,0.0
wellsda01,2003,NYA,AL,ws,П,2,2,24.0,0,2,0,0,0,,1.0,0.0
burleri01,1986,CAL,AL,АЛКС,Две единицы,2,1,42.0,3,5,0,0,0,,,
larsedo01,1956,NYA,AL,ws,П,2,2,32.0,0,1,0,0,0,,0.0,0.0
smithlo01,1985,KCA,AL,ws,ЛФ,7,7,156.0,7,2,0,0,0,,,
mclouna01,2012,BAL,AL,АЛВЦ,ЛФ,1,1,27.0,3,0,0,0,0,0.0,0.0,0.0
vosbeed01,1997,FLO,NL,ws,П,2,0,9.0,0,1,0,0,0,,1.0,1.0
biancbu01,1984,KCA,AL,АЛКС,SS,2,0,15.0,1,2,0,0,0,,,
justida01,2001,NYA,AL,ALDS2,RF,2,2,54.0,4,0,0,0,0,,,
cansejo01,1989,OAK,AL,ws,RF,4,4,102.0,6,0,0,0,0,,,
rodriwa01,2005,HOU,NL,NLDS2,П,1,0,3.0,0,0,0,0,0,,0.0,0.0
vanslan01,1985,SLN,NL,ws,RF,6,2,74.0,8,0,0,0,0,,,
marisro01,1962,NYA,AL,ws,RF,7,7,183.0,11,1,0,0,0,,,
jamesmi01,2000,SLN,NL,НЛКС,П,4,0,7.0,1,0,0,0,0,,0.0,1.0
treshto01,1963,NYA,AL,ws,ЛФ,4,4,102.0,3,0,0,0,0,,,
caseyhu01,1941,BRO,NL,ws,П,3,0,16.0,0,3,0,0,0,,0.0,0.0
assenpa01,1997,CLE,AL,ws,П,5,0,12.0,0,0,0,0,0,,0.0,0.0
jennido01,1990,OAK,AL,АЛКС,RF,1,0,12.0,0,0,0,0,0,,,
zitoba01,2006,OAK,AL,ALDS2,П,1,1,24.0,0,1,0,0,0,,0.0,1.0
conceda01,1972,CIN,NL,НЛКС,SS,1,0,9.0,0,0,0,0,0,,,
saundto01,1997,FLO,NL,ws,П,1,1,6.0,0,1,1,0,0,,0.0,0.0
snydefr01,1921,NY1,NL,ws,С,6,6,162.0,43,5,0,0,0,1.0,3.0,5.0
billija01,1972,CIN,NL,ws,П,3,2,41.0,1,1,0,0,0,,0.0,0.0
grandcu01,2010,NYA,AL,ALDS2,CF,3,3,81.0,7,0,0,0,0,,,
molinbe01,2010,TEX,AL,ws,С,4,4,105.0,34,4,0,0,0,0.0,1.0,1.0
milnejo01,1973,NYN,NL,ws,1Б,7,7,195.0,65,1,0,2,0,,,
lombaer01,1940,CIN,NL,ws,С,1,1,21.0,4,0,0,0,0,0.0,0.0,0.0
johnsra05,1998,HOU,NL,NLDS2,П,2,2,42.0,0,2,0,0,0,,0.0,1.0
