playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
hancoga01,1978,1,BOS,AL,ДХ,13,,,,,,,,,,,
isbelfr01,1904,1,CHA,AL,1Б,57,,,599.0,48.0,9.0,22.0,,,,,
wathajo01,1980,1,KCA,AL,1Б,12,11.0,307.0,112.0,7.0,1.0,14.0,,,,,
grabore01,1934,1,PHI,NL,П,27,,,5.0,6.0,0.0,2.0,,,,,
bakersc02,2010,1,MIN,AL,П,29,29.0,511.0,15.0,13.0,1.0,1.0,0.0,,0.0,0.0,
spencro01,1936,1,NY1,NL,С,14,,,18.0,3.0,0.0,0.0,0.0,,,,
douglkl01,1899,1,PHI,NL,1Б,4,,,25.0,3.0,1.0,1.0,,,,,
fitzgmi02,1988,1,MON,NL,RF,1,1.0,27.0,1.0,0.0,0.0,0.0,,,,,
weavebu01,1912,1,CHA,AL,SS,147,,,342.0,425.0,71.0,53.0,,,,,
rayjo01,1988,1,CAL,AL,Две единицы,104,102.0,2660.0,194.0,328.0,15.0,64.0,,,,,
hillje01,1935,1,NYA,AL,ОФ,94,,,203.0,9.0,11.0,1.0,,,,,
wasdeji01,1945,1,PHI,NL,1Б,63,,,597.0,43.0,7.0,51.0,,,,,
bealsto01,1873,1,WS5,NA,Две единицы,26,,,101.0,81.0,27.0,16.0,,,,,
tayloto02,1969,1,PHI,NL,1Б,10,10.0,270.0,83.0,5.0,0.0,14.0,,,,,
javiest01,2001,1,SEA,AL,ОФ,76,61.0,1643.0,139.0,1.0,1.0,1.0,,,,,
rosarbu01,1947,1,PHA,AL,С,102,,,406.0,70.0,2.0,12.0,3.0,,,,
purkebo01,1964,1,CIN,NL,П,34,25.0,587.0,17.0,44.0,4.0,4.0,,,,,
larocad01,2007,1,PIT,NL,1Б,151,148.0,3904.0,1296.0,81.0,6.0,154.0,,,,,
wrighge03,1984,1,TEX,AL,ОФ,80,80.0,2086.0,175.0,3.0,3.0,0.0,,,,,
ochoaal01,2002,2,ANA,AL,ЛФ,7,5.0,144.0,12.0,0.0,1.0,0.0,,,,,
gardnla01,1915,1,BOS,AL,3Б,127,,,134.0,227.0,26.0,16.0,,,,,
pooleji02,1999,2,CLE,AL,П,3,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
newsosk01,1945,1,BOS,AL,SS,33,,,61.0,114.0,4.0,21.0,,,,,
duffyhu01,1889,1,CHN,NL,ОФ,126,,,184.0,19.0,24.0,2.0,,,,,
slaybsc01,1926,1,NY1,NL,Две единицы,2,,,4.0,4.0,1.0,0.0,,,,,
heepda01,1984,1,NYN,NL,RF,23,19.0,517.0,37.0,1.0,2.0,1.0,,,,,
huntebr01,2000,2,PHI,NL,ЛФ,6,1.0,56.0,3.0,0.0,0.0,0.0,,,,,
goslimi01,2007,1,CIN,NL,П,23,0.0,99.0,2.0,2.0,0.0,0.0,,,,,
evansst01,1915,1,BRF,FL,1Б,1,,,1.0,0.0,0.0,0.0,,,,,
gutiefr01,2009,1,SEA,AL,CF,153,152.0,4060.0,445.0,6.0,7.0,2.0,0.0,,0.0,0.0,
kellyro01,1989,1,NYA,AL,CF,137,133.0,3485.0,354.0,9.0,6.0,2.0,,,,,
terrelu01,2003,1,ARI,NL,ОФ,3,0.0,18.0,1.0,0.0,0.0,0.0,,,,,
baylodo01,1979,1,CAL,AL,ЛФ,78,78.0,2003.0,161.0,3.0,3.0,0.0,,,,,
thornan01,1985,1,CLE,AL,ДХ,122,,,,,,,,,,,
doschhe01,1879,2,CHN,NL,3Б,3,,,2.0,5.0,3.0,0.0,,,,,
norenir01,1955,1,NYA,AL,ОФ,126,93.0,2676.0,238.0,9.0,5.0,0.0,,,,,
wingoiv01,1915,1,CIN,NL,ОФ,1,,,2.0,0.0,1.0,0.0,,,,,
quinlro01,2008,1,LAA,AL,1Б,22,12.0,342.0,105.0,11.0,0.0,11.0,,,,,
newsobo01,1937,1,WS1,AL,П,11,,,3.0,12.0,0.0,1.0,,,,,
simmote01,1977,1,SLN,NL,ОФ,1,1.0,15.0,0.0,0.0,0.0,0.0,,,,,
gowdyha01,1913,1,BSN,NL,С,2,,,9.0,0.0,0.0,0.0,1.0,,,,
shopato01,1977,1,BAL,AL,ЛФ,24,3.0,167.0,15.0,1.0,0.0,0.0,,,,,
schreos01,1907,1,PHA,AL,С,99,,,640.0,145.0,12.0,4.0,9.0,,,,
arciajo01,1969,1,SDN,NL,ЛФ,4,0.0,24.0,2.0,0.0,0.0,0.0,,,,,
wiggity01,2008,1,HOU,NL,ОФ,31,31.0,741.0,46.0,2.0,0.0,0.0,,,,,
dragodi01,1979,1,BOS,AL,П,53,1.0,267.0,5.0,11.0,1.0,2.0,,,,,
northja01,1918,1,BSN,NL,П,7,,,0.0,14.0,0.0,0.0,,,,,
pyburji01,1955,1,BAL,AL,3Б,33,19.0,638.0,26.0,36.0,0.0,1.0,,,,,
dreiscl01,1944,1,BOS,AL,П,7,,,1.0,7.0,1.0,0.0,,,,,
jonessa02,1952,1,CLE,AL,П,14,,,0.0,4.0,0.0,0.0,,,,,
paynefr01,1909,1,CHA,AL,С,27,,,110.0,38.0,2.0,5.0,5.0,,,,
schofdi01,1959,1,PIT,NL,Две единицы,28,26.0,672.0,65.0,80.0,3.0,21.0,,,,,
lannijo01,1936,1,BSN,NL,П,28,,,8.0,28.0,3.0,1.0,,,,,
webbha01,1973,1,NYN,NL,П,2,0.0,5.0,0.0,0.0,0.0,0.0,,,,,
johnser01,1925,1,NYA,AL,SS,28,,,30.0,17.0,2.0,4.0,,,,,
yastrca01,1977,1,BOS,AL,RF,2,2.0,36.0,2.0,0.0,0.0,0.0,,,,,
orthal01,1902,1,WS1,AL,П,38,,,25.0,95.0,10.0,3.0,,,,,
moralri01,1968,1,CHA,AL,Две единицы,5,6.0,146.0,5.0,10.0,0.0,1.0,,,,,
jackssa01,1871,1,BS1,NA,Две единицы,14,,,38.0,43.0,18.0,1.0,,,,,
tynerja01,2002,1,TBA,AL,ОФ,42,40.0,1072.0,98.0,2.0,1.0,0.0,,,,,
blaehge01,1934,1,SLA,AL,П,39,,,16.0,43.0,3.0,6.0,,,,,
fournja01,1916,1,CHA,AL,1Б,85,,,855.0,49.0,22.0,47.0,,,,,
vanhage01,1890,1,BRP,PL,ОФ,67,,,113.0,16.0,15.0,1.0,,,,,
pellaed01,1951,1,PHI,NL,SS,8,,,15.0,10.0,3.0,3.0,,,,,
harribu01,1924,1,WS1,AL,Две единицы,143,,,393.0,386.0,26.0,100.0,,,,,
goldsgo01,1952,1,SLA,AL,1Б,72,,,524.0,40.0,10.0,56.0,,,,,
snydeje01,1958,1,WS1,AL,SS,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
andermi01,1978,1,BAL,AL,RF,6,2.0,72.0,5.0,0.0,0.0,0.0,,,,,
abbotku01,1998,2,COL,NL,ОФ,9,6.0,144.0,13.0,0.0,1.0,0.0,,,,,
steelfa01,1901,2,PHA,AL,ОФ,12,,,10.0,2.0,0.0,1.0,,,,,
geronce01,1978,1,CIN,NL,ОФ,115,85.0,2437.0,259.0,4.0,5.0,1.0,,,,,
pennohe01,1914,1,PHA,AL,П,28,,,9.0,37.0,3.0,1.0,,,,,
stinsbo01,1976,1,KCA,AL,С,79,62.0,1733.0,304.0,30.0,7.0,4.0,3.0,14.0,54.0,22.0,0.0
keenaji01,1886,1,CN2,AA,П,2,,,0.0,1.0,0.0,0.0,,,,,
perryhe01,1995,1,CLE,AL,1Б,45,41.0,1133.0,388.0,30.0,0.0,30.0,,,,,
pattejo02,2002,1,ARI,NL,П,7,5.0,92.0,1.0,5.0,0.0,0.0,,,,,
irwinar01,1885,1,PRO,NL,SS,58,,,70.0,209.0,40.0,17.0,,,,,
whiteea01,1937,1,CLE,AL,П,33,,,9.0,33.0,2.0,0.0,,,,,
warthda01,1977,1,MON,NL,П,12,6.0,105.0,1.0,7.0,0.0,2.0,,,,,
bondeje01,2003,1,DET,AL,П,33,28.0,486.0,14.0,25.0,1.0,2.0,,,,,
gonzavi01,1955,1,WS1,AL,П,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
varnepe01,1976,1,CHA,AL,С,14,11.0,312.0,76.0,4.0,1.0,0.0,2.0,4.0,18.0,3.0,0.0
hurdlcl01,1979,1,KCA,AL,ОФ,50,47.0,1113.0,88.0,2.0,3.0,0.0,,,,,
gotayju01,1962,1,SLN,NL,Две единицы,8,4.0,150.0,11.0,21.0,1.0,5.0,,,,,
senseco01,1871,1,PH1,NA,ОФ,25,,,46.0,2.0,11.0,1.0,,,,,
simmsmi01,1995,1,HOU,NL,1Б,25,23.0,595.0,204.0,17.0,1.0,17.0,,,,,
gottji01,1987,1,SFN,NL,П,30,3.0,168.0,2.0,8.0,1.0,0.0,,,,,
minosmi01,1961,1,CHA,AL,ЛФ,147,147.0,3865.0,267.0,10.0,13.0,2.0,,,,,
raineti01,1983,1,MON,NL,CF,2,1.0,30.0,3.0,0.0,0.0,0.0,,,,,
dykesji01,1927,1,PHA,AL,ОФ,5,,,9.0,0.0,0.0,0.0,,,,,
dolanco02,1909,1,CIN,NL,3Б,3,,,2.0,4.0,2.0,1.0,,,,,
oneiled01,1890,2,PH4,AA,П,6,,,3.0,14.0,2.0,0.0,,,,,
whitero01,1974,1,NYA,AL,ДХ,53,,,,,,,,,,,
valenel01,1979,1,MON,NL,ОФ,144,144.0,3731.0,281.0,10.0,5.0,2.0,,,,,
erskica01,1953,1,BRO,NL,П,39,,,15.0,30.0,4.0,0.0,,,,,
martira03,2005,2,PHI,NL,1Б,10,9.0,228.0,75.0,6.0,0.0,8.0,,,,,
willine01,1883,1,CHN,NL,П,1,,,0.0,0.0,0.0,0.0,,,,,
mcveyca01,1877,1,CHN,NL,С,40,,,137.0,34.0,28.0,3.0,48.0,,,,
pruitro01,1975,1,TEX,AL,С,13,4.0,134.0,21.0,5.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0
sullisu01,1898,1,SLN,NL,1Б,1,,,0.0,0.0,0.0,0.0,,,,,
alomaro01,2003,2,CHA,AL,Две единицы,67,65.0,1672.0,120.0,171.0,3.0,37.0,,,,,
escobal01,2003,1,CLE,AL,RF,25,25.0,663.0,59.0,3.0,2.0,2.0,,,,,
tomlida01,1983,1,PIT,NL,П,5,0.0,12.0,0.0,0.0,0.0,0.0,,,,,
lyonsst01,1987,1,CHA,AL,ЛФ,6,4.0,99.0,10.0,1.0,0.0,1.0,,,,,
boydbo01,1956,1,BAL,AL,1Б,60,54.0,1462.0,469.0,24.0,5.0,46.0,,,,,
littlha01,1877,1,SL3,NL,ОФ,3,,,6.0,0.0,0.0,0.0,,,,,
marquru01,1909,1,NY1,NL,П,29,,,3.0,45.0,4.0,1.0,,,,,
mcginru01,1995,1,KCA,AL,ОФ,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
estalbo01,1945,1,PHA,AL,ОФ,124,,,314.0,10.0,4.0,3.0,,,,,
trammbu01,2000,2,NYN,NL,RF,16,7.0,241.0,18.0,1.0,1.0,0.0,,,,,
joosted01,1940,1,CIN,NL,3Б,4,,,4.0,14.0,0.0,0.0,,,,,
tomkobr01,2001,1,SEA,AL,П,11,4.0,104.0,2.0,3.0,0.0,1.0,,,,,
kelledi01,1971,1,SDN,NL,П,48,1.0,179.0,5.0,8.0,0.0,1.0,,,,,
tettlmi01,1992,1,DET,AL,1Б,3,0.0,15.0,3.0,0.0,0.0,1.0,,,,,
stennre01,1974,1,PIT,NL,Две единицы,154,153.0,4131.0,441.0,475.0,19.0,115.0,,,,,
edwarbr01,1949,1,BRO,NL,С,41,,,184.0,13.0,2.0,0.0,4.0,,,,
gosligo01,1928,1,WS1,AL,ОФ,125,,,266.0,14.0,11.0,4.0,,,,,
heckegu01,1888,1,LS2,AA,ОФ,1,,,0.0,0.0,0.0,0.0,,,,,
greensh01,2004,1,LAN,NL,1Б,111,107.0,2780.0,878.0,53.0,5.0,82.0,,,,,
barfije01,1987,1,TOR,AL,CF,13,10.0,263.0,31.0,0.0,0.0,0.0,,,,,
booeev01,1914,2,BUF,FL,ОФ,58,,,86.0,8.0,4.0,2.0,,,,,
zambrvi01,2003,1,TBA,AL,П,34,28.0,565.0,10.0,16.0,2.0,2.0,,,,,
rybami01,1941,1,BOS,AL,П,40,,,10.0,30.0,2.0,3.0,,,,,
walkero01,1918,1,CHN,NL,П,13,,,1.0,12.0,0.0,1.0,,,,,
betanyu01,2011,1,MIL,NL,SS,149,146.0,3836.0,167.0,418.0,21.0,85.0,,,,,
nichore01,1985,2,CHA,AL,ЛФ,25,10.0,309.0,23.0,0.0,0.0,0.0,,,,,
marreco01,1951,1,WS1,AL,П,25,,,5.0,29.0,3.0,1.0,,,,,
lollash01,1963,1,CHA,AL,С,23,18.0,475.0,94.0,9.0,2.0,2.0,4.0,6.0,5.0,5.0,1.0
aragoan01,1917,1,NYA,AL,SS,2,,,2.0,3.0,0.0,1.0,,,,,
rudijo01,1976,1,OAK,AL,1Б,2,0.0,26.0,12.0,1.0,0.0,2.0,,,,,
moateda01,1975,1,TEX,AL,ОФ,51,45.0,1203.0,114.0,6.0,2.0,1.0,,,,,
youngra01,1919,1,DET,AL,Две единицы,120,,,296.0,388.0,21.0,38.0,,,,,
weavesa01,1878,1,ML2,NL,ОФ,9,,,6.0,2.0,2.0,0.0,,,,,
sewared01,1890,1,PH4,AA,П,21,,,17.0,26.0,10.0,2.0,,,,,
fishera01,1917,1,NYA,AL,П,23,,,12.0,42.0,2.0,5.0,,,,,
sandoda01,2006,1,PHI,NL,Две единицы,8,2.0,99.0,7.0,7.0,0.0,1.0,,,,,
olivoch01,1964,1,ML1,NL,П,38,0.0,180.0,3.0,13.0,0.0,0.0,,,,,
gardnha01,1912,1,PIT,NL,П,1,,,1.0,0.0,0.0,0.0,,,,,
maddoel01,1974,1,NYA,AL,3Б,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
husonje01,1998,1,SEA,AL,3Б,8,6.0,159.0,1.0,7.0,2.0,0.0,,,,,
shafeti01,1910,1,NY1,NL,3Б,8,,,5.0,11.0,2.0,2.0,,,,,
sweenmi01,2000,1,KCA,AL,ДХ,45,,,,,,,,,,,
batemjo01,1965,1,HOU,NL,С,39,38.0,1042.0,234.0,26.0,4.0,3.0,4.0,13.0,12.0,10.0,1.0
quirkja01,1991,1,OAK,AL,С,54,49.0,1310.0,293.0,32.0,6.0,2.0,2.0,20.0,38.0,24.0,0.0
josefe01,1988,1,OAK,AL,ЛФ,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
murrage01,1922,1,NYA,AL,П,22,,,0.0,15.0,1.0,2.0,,,,,
oestero01,1980,1,CIN,NL,SS,17,8.0,280.0,16.0,27.0,2.0,4.0,,,,,
ledeeri01,2000,2,CLE,AL,ЛФ,12,12.0,303.0,22.0,0.0,0.0,0.0,,,,,
lathrbi01,1913,1,CHA,AL,П,6,,,0.0,6.0,0.0,0.0,,,,,
livinmi01,1948,1,NY1,NL,С,42,,,135.0,10.0,3.0,2.0,1.0,,,,
obrieed01,1955,1,PIT,NL,SS,4,2.0,45.0,4.0,4.0,1.0,0.0,,,,,
berryse01,1995,1,MON,NL,3Б,83,78.0,2024.0,54.0,162.0,12.0,19.0,,,,,
wrighge02,1902,1,CLE,AL,П,21,,,2.0,35.0,1.0,0.0,,,,,
durhara01,1997,1,CHA,AL,ДХ,1,,,,,,,,,,,
elybo01,1899,1,PIT,NL,SS,132,,,274.0,472.0,58.0,45.0,,,,,
harrijo03,1925,1,BOS,AL,1Б,6,,,45.0,1.0,0.0,2.0,,,,,
regalru01,1954,1,CLE,AL,3Б,50,45.0,1231.0,62.0,84.0,5.0,7.0,,,,,
hinchbi01,1918,1,PIT,NL,ОФ,40,,,28.0,8.0,0.0,0.0,,,,,
douglse01,2003,1,BAL,AL,П,3,0.0,24.0,0.0,0.0,0.0,0.0,,,,,
savagbo01,1947,1,PHA,AL,П,44,,,6.0,16.0,2.0,0.0,,,,,
stokeal01,1925,1,BOS,AL,С,17,,,40.0,23.0,2.0,3.0,3.0,,,,
moyerja01,2004,1,SEA,AL,П,34,33.0,606.0,14.0,24.0,0.0,3.0,,,,,
matlajo01,1978,1,TEX,AL,П,35,33.0,810.0,17.0,42.0,5.0,2.0,,,,,
mankoph01,1978,1,DET,AL,ДХ,1,,,,,,,,,,,
youngjo02,1982,1,NYN,NL,ОФ,63,40.0,1172.0,88.0,5.0,3.0,1.0,,,,,
rettgge01,1892,1,CL4,NL,П,6,,,1.0,8.0,2.0,0.0,,,,,
esaskni01,1986,1,CIN,NL,3Б,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
sojolu01,2001,1,NYA,AL,1Б,8,3.0,90.0,32.0,3.0,0.0,2.0,,,,,
lehanja01,1884,1,WSU,UA,ОФ,1,,,0.0,0.0,0.0,0.0,,,,,
torredi01,1995,1,KCA,AL,П,24,2.0,133.0,6.0,12.0,0.0,1.0,,,,,
sistisi01,1949,1,BSN,NL,Две единицы,21,,,38.0,35.0,1.0,7.0,,,,,
mcbeepr01,1926,1,CHA,AL,П,1,,,0.0,0.0,0.0,0.0,,,,,
lowenjo01,1979,1,BAL,AL,ЛФ,46,29.0,810.0,71.0,0.0,0.0,0.0,,,,,
espossa01,1962,1,CHA,AL,3Б,41,5.0,325.0,6.0,16.0,4.0,1.0,,,,,
spehrti01,1998,1,NYN,NL,С,21,15.0,441.0,118.0,10.0,0.0,1.0,1.0,6.0,12.0,7.0,0.0
smithvi01,1946,1,PIT,NL,С,7,,,25.0,4.0,1.0,0.0,0.0,,,,
bergehe01,1910,1,CLE,AL,П,13,,,4.0,20.0,3.0,0.0,,,,,
sosasa01,1994,1,CHN,NL,CF,15,10.0,269.0,29.0,1.0,2.0,0.0,,,,,
mcclubo01,1977,1,ML4,AL,П,68,0.0,214.0,2.0,19.0,2.0,2.0,,,,,
hattesc01,2001,1,BOS,AL,ДХ,8,,,,,,,,,,,
mcgeewi01,1994,1,SFN,NL,RF,42,40.0,1053.0,76.0,2.0,1.0,1.0,,,,,
hemslro01,1938,1,CLE,AL,С,58,,,358.0,38.0,8.0,5.0,6.0,,,,
bergmda01,1977,1,NYA,AL,ОФ,3,0.0,21.0,3.0,0.0,0.0,0.0,,,,,
shubage01,1955,1,BRO,NL,ОФ,9,7.0,179.0,10.0,0.0,1.0,0.0,,,,,
ewingsa01,1978,1,TOR,AL,RF,3,2.0,42.0,4.0,0.0,0.0,0.0,,,,,
myersha01,1915,1,BRF,FL,1Б,107,,,961.0,56.0,10.0,52.0,,,,,
keougma01,1959,1,BOS,AL,1Б,3,2.0,54.0,17.0,0.0,0.0,1.0,,,,,
pisonji01,1957,1,KC1,AL,RF,1,0.0,3.0,1.0,0.0,0.0,0.0,,,,,
puhlte01,1985,1,HOU,NL,ЛФ,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
mannfr01,1885,1,PT1,AA,ОФ,97,,,157.0,10.0,17.0,2.0,,,,,
wheelge01,1898,1,PHI,NL,П,15,,,8.0,41.0,6.0,0.0,,,,,
pierzaj01,2001,1,MIN,AL,С,110,102.0,2705.0,611.0,44.0,10.0,7.0,4.0,35.0,44.0,21.0,2.0
midkidi01,1938,1,BOS,AL,П,13,,,2.0,7.0,0.0,0.0,,,,,
kraneed01,1979,1,NYN,NL,RF,6,6.0,129.0,12.0,0.0,0.0,0.0,,,,,
rhielbi01,1932,1,DET,AL,3Б,37,,,33.0,53.0,4.0,8.0,,,,,
risbesw01,1918,1,CHA,AL,SS,30,,,59.0,76.0,8.0,12.0,,,,,
egandi01,1916,1,BSN,NL,Две единицы,59,,,81.0,125.0,11.0,11.0,,,,,
nelsoge01,1987,1,OAK,AL,П,54,6.0,371.0,8.0,13.0,2.0,0.0,,,,,
lohmape01,1891,1,WS9,AA,Две единицы,1,,,0.0,0.0,0.0,0.0,,,,,
peterga01,1966,1,CHA,AL,П,30,27.0,614.0,7.0,41.0,1.0,4.0,,,,,
siscost01,2000,1,ATL,NL,ДХ,1,,,,,,,,,,,
lambly01,1921,1,SLA,AL,3Б,25,,,23.0,42.0,4.0,0.0,,,,,
schafha01,1871,1,BS1,NA,3Б,31,,,49.0,79.0,59.0,7.0,,,,,
mcewijo01,2003,1,NYN,NL,3Б,2,1.0,34.0,2.0,5.0,0.0,1.0,,,,,
lugoju01,2006,2,LAN,NL,ОФ,3,3.0,60.0,1.0,0.0,0.0,0.0,,,,,
swansre01,1957,1,PIT,NL,П,32,8.0,218.0,4.0,8.0,0.0,1.0,,,,,
adamsbo03,1951,1,CIN,NL,3Б,60,,,72.0,122.0,9.0,8.0,,,,,
rossch01,1944,1,BSN,NL,ОФ,38,,,75.0,8.0,0.0,2.0,,,,,
sparmjo01,1967,1,DET,AL,П,37,37.0,653.0,16.0,20.0,2.0,1.0,,,,,
jonesni01,1957,1,ML1,NL,1Б,20,15.0,399.0,143.0,12.0,1.0,12.0,,,,,
thomaga01,1979,1,LAN,NL,1Б,1,0.0,3.0,2.0,0.0,0.0,0.0,,,,,
mulvejo01,1888,1,PHI,NL,3Б,100,,,87.0,174.0,32.0,9.0,,,,,
bresnro01,1903,1,NY1,NL,3Б,4,,,3.0,12.0,3.0,0.0,,,,,
melenlu01,1975,1,SLN,NL,ЛФ,36,15.0,582.0,36.0,0.0,1.0,0.0,,,,,
velezot01,1974,1,NYA,AL,ОФ,3,2.0,51.0,1.0,0.0,1.0,0.0,,,,,
mcdowro01,1989,2,PHI,NL,П,44,0.0,170.0,7.0,13.0,2.0,1.0,,,,,
robinya01,1890,1,PTP,PL,Две единицы,98,,,226.0,286.0,65.0,46.0,,,,,
anderda01,1889,1,PHI,NL,П,5,,,0.0,7.0,0.0,0.0,,,,,
matosju01,2002,1,SDN,NL,SS,4,1.0,52.0,3.0,3.0,0.0,1.0,,,,,
mccrato01,1964,1,CHA,AL,CF,2,2.0,39.0,3.0,0.0,0.0,0.0,,,,,
almanar01,2005,1,ARI,NL,П,6,0.0,12.0,1.0,1.0,0.0,1.0,,,,,
haefnmi01,1949,1,WS1,AL,П,19,,,0.0,26.0,1.0,0.0,,,,,
kuipedu01,1975,1,CLE,AL,Две единицы,87,87.0,2331.0,192.0,230.0,12.0,65.0,,,,,
parrila01,1984,1,TEX,AL,ДХ,63,,,,,,,,,,,
leoned01,1971,1,CLE,AL,Две единицы,107,106.0,2700.0,235.0,271.0,9.0,71.0,,,,,
hayesvo01,1992,1,CAL,AL,RF,85,79.0,2045.0,169.0,1.0,3.0,1.0,,,,,
thamema01,2006,1,DET,AL,ДХ,45,,,,,,,,,,,
reynosh01,2000,1,HOU,NL,П,22,22.0,393.0,9.0,20.0,0.0,0.0,,,,,
gantnji01,1990,1,ML4,AL,Две единицы,80,76.0,2027.0,164.0,220.0,7.0,54.0,,,,,
mackost01,1980,1,CHN,NL,Две единицы,1,1.0,27.0,2.0,1.0,0.0,0.0,,,,,
fostege01,1976,1,CIN,NL,ЛФ,115,79.0,2416.0,196.0,3.0,1.0,2.0,,,,,
lindsfr01,1925,1,NY1,NL,SS,1,,,2.0,2.0,2.0,0.0,,,,,
holtzmi01,1997,1,ANA,AL,П,66,0.0,130.0,2.0,8.0,1.0,1.0,,,,,
bondsbo01,1971,1,SFN,NL,CF,35,28.0,755.0,85.0,1.0,1.0,0.0,,,,,
sudakbi01,1972,1,NYN,NL,С,5,5.0,144.0,37.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
erricdi01,1938,1,BSN,NL,П,34,,,6.0,34.0,2.0,0.0,,,,,
whitede01,1889,1,PIT,NL,1Б,3,,,30.0,2.0,2.0,3.0,,,,,
hoffebi01,1899,1,PIT,NL,Две единицы,1,,,0.0,1.0,1.0,0.0,,,,,
mclaufr01,1883,1,PT1,AA,ОФ,4,,,2.0,0.0,0.0,0.0,,,,,
jonesch05,1995,1,NYN,NL,1Б,5,5.0,102.0,43.0,3.0,0.0,3.0,,,,,
gonzada01,1980,1,DET,AL,ЛФ,1,1.0,24.0,3.0,0.0,1.0,0.0,,,,,
johnsma01,2001,1,NYN,NL,ДХ,3,,,,,,,,,,,
mcclell01,1990,1,CHN,NL,ОФ,23,20.0,501.0,49.0,0.0,1.0,0.0,,,,,
bonilbo01,1986,2,PIT,NL,RF,24,18.0,461.0,26.0,2.0,0.0,0.0,,,,,
smithza01,1994,1,PIT,NL,П,25,24.0,471.0,8.0,40.0,0.0,1.0,,,,,
elartsc01,2005,1,CLE,AL,П,31,31.0,545.0,7.0,11.0,2.0,2.0,,,,,
allisbo01,1968,1,MIN,AL,ОФ,117,110.0,2757.0,166.0,4.0,6.0,0.0,,,,,
singlke01,1975,1,BAL,AL,ОФ,155,153.0,4136.0,283.0,9.0,3.0,2.0,,,,,
maaske01,1991,1,NYA,AL,ДХ,109,,,,,,,,,,,
bakerje03,2009,1,COL,NL,3Б,3,2.0,43.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,
ruthba01,1921,1,NYA,AL,П,2,,,1.0,2.0,0.0,0.0,,,,,
teahema01,2008,1,KCA,AL,1Б,14,13.0,364.0,130.0,10.0,1.0,13.0,,,,,
schypje01,1955,1,KC1,AL,Две единицы,2,2.0,42.0,5.0,6.0,0.0,2.0,,,,,
wiseca01,1960,1,DET,AL,Две единицы,17,10.0,321.0,21.0,37.0,1.0,8.0,,,,,
strando01,1989,1,DET,AL,Две единицы,9,4.0,135.0,16.0,14.0,1.0,5.0,,,,,
hamilda02,1991,1,ML4,AL,CF,55,42.0,1151.0,108.0,0.0,0.0,0.0,,,,,
