schoolid,schoolname,schoolcity,schoolstate,schoolnick
washst,Вашингтонский государственный университет,Пулман,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Пираты
sprngfldma,Колледж Спрингфилд,Спрингфилд,МА,Гордость
hopemi,Хоп-колледж,Голландия,МИ,Летящие голландцы
milligantn,Колледж Миллегэн,Колледж Миллегэн,ТН,Оранты
nevada,"Университет Невады, Рено",Рено,НВ,Стволный пакет
econnst,Восточный университет штата Коннектикут,Вильямантик,КТ,Воины
sflorida,Университет Южной Флориды,Тампа,ФЛ,Буйволы
quincy,Университет Кинси,Квинси,ИЛ,Сыры
charleston,Колледж Чарльстона,Чарльстон,СК,Пираты
washcolltn,Вашингтонский колледж (Теннеси),Джонесборо,ТН,
bucknell,Университет Бэкнелл,Левусбург,ПА,Бизон
portlandst,Портлендский государственный университет,Портленд,О́,Викинги
floridaam,Флоридский сельскохозяйственный и механический университет,Талахасси,ФЛ,Ясты
coastcar,Университет Прибрежной Каролины,Конвей,СК,Кантиклеры
casewestrn,Университет Кейс Уэстерн Рервзайл,Кливленд,ОХ,Спартаны
manchester,Манчестерский колледж,Северный Манчестер,В,Спартаны
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,""" Зарядные устройства """
oralrob,Университет Орала Робертса,Тулса,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Золотые орлы
stjosephin,Колледж Святого Иосифа,Ренсалер,В,Пума
movalley,Колледж Миссури-Вэлли,Маршалл,МО,Викинги
butler,Бутлерский университет,Индианаполис,В,Бульдоги
tarletonst,Tarлоунский государственный университет,Стефенвилл,ТХ,Техасцы
sterlingks,Стёрлингский университет,Стирлинг,К,Воины
ncentralil,Северо-Центральный колледж,Напервиль,ИЛ,Кардиналы
olivetmi,Колледж Оливет,Оливет,МИ,Кометы
catawba,Колледж Катауба,Салисбери,НГ,Индийцы
nyoneonta,Одинонский колледж государственного университета,Онеонта,Нью-Йорк,красные драконы
blackbrnil,Колледж Блэкберн,Карлинвилл,ИЛ,Баттлин' Бизоны
arkmont,Университет Арканзаса-Монровилл,Монтицелло,АР,Булл-эвилы
duke,Дюкский университет,Дурхем,НГ,Синяя дьяволи
pfeiffer,Университет Пфайферна,Мисеньхеймера,НГ,Соколы
uofsouth,Университет Южного штата,Соуанни,ТН,Тигры
drexel,Дрекселский университет,Филиадельфиа,ПА,Драконы
ohwesleyan,Университет Оио Уэлслиан,Делавэр,ОХ,Битва епископов
mrningside,Колледж Мориндж-Хилл,Сою-Сити,Я,Мустанги
sonomast,Сономский государственный университет,Ронерт-Парк,Калифорния,Семиорлы
macollege,Массачусетский колледж либеральных искусств,Северный Адамс,МА,Пионеры
wminsterpa,Вестминстерский колледж,Новый Уилмингтон,ПА,Титаники
uconn,Університет Коннектикута,Сторрс,КТ,Хаски
rutgers,Рутгерский университет,Новый Бразиль,НГ,Скарлетт Найтс
arkansaslr,Университет Арканзаса в Литл-Роке,Маленький Рок,АР,Трояны
txchrist,Техасский христианский университет,Форт-Уорт,ТХ,Угрюмые лягушки
ncolorado,Университет Северного Колорадо,Грейли,К,Медведи
norleans,Университет Нового Орлеана,Новый Орлеан,Лос-Анджелес,Пираты
mryvilletn,Колледж Мэривиллл,Мэривилл,ТН,Борющиеся шотландцы
latech,Луисианский технический университет,Рустон,Лос-Анджелес,Бульдоги
upperiowa,Верховная университетская Иоуа,Файет,Я,Павлины
ccri,Общий колледж Род-Айленда,Вэлли,Ри,Рыцари
ric,Рход-Айлендский колледж,Провиденс,Ри,Анчormen
coppinst,Колледж Коппин штата,Балтимор,МД,Орлы
loyolano,Луизианский университет в Новом Орлеане,Новый Орлеан,Лос-Анджелес,Стволный пакет
grossmont,Колледж Гроссмонт,Эль-Кахон,Калифорния,
jksonvilst,Джексонвилл Стейт Университет,Джексонвилл,АЛ,Птица цыплят
genevapa,Женевский колледж,Бэвер-Фоллс,ПА,Золотой торнадо
idahost,Университет штата Айдахо,Покаотелло,Какой-то ID?,Бенгалы
loyolamary,Университет Лойолы Мэримунт,Лос-Анджелес,Калифорния,Левы
ucla,Калифорнийский университет в Лос-Анджелесе,Лос-Анджелес,Калифорния,Брюинз
pepperdine,Университет Пеппердин,Малибу,Калифорния,Волны
estroud,Университет Ист-Страудсбурга Пенсильвании,Восточный Страудсбург,ПА,Воины
cmichigan,Центральный университет Мичигана,Гора-Плейнт,МИ,Чиппуа
auburn,Аубернский университет,Орон,АЛ,Тигры
sulrossst,Университет штата Сал Росс,Альпина,ТХ,Львы
iawesleyan,Иоэльский университет,Гора-Плейнт,Я,Тигры
nebomaha,Университет Небраски в Омахе,Омаха,НЕ,"""Маверики"""
centralst,Центральный университет штата Огайо,Уильям Уилберфорс,ОХ,Бандиты
rockhurst,Университет Рокхёрст,Канзас-Сити,МО,Сыры
occidental,Западный колледж,Лос-Анджелес,Калифорния,Тигры
lewclarkst,Lewis-Clark State College,Леовтон,Какой-то ID?,Воины
wabashin,Вабашский колледж,Кравфордвилл,В,Маленькие гиганты
hampton,Хэмптонский университет,Гэмптон,Ва,Пираты
ecarolina,Восточный университет Каролины,Гринвилл,НГ,Пираты
bartonnc,Колледж Бартона,Уилсон,НГ,Бульдоги
lasalle,Университет Ласале,Филиадельфиа,ПА,Исследователи
frankmarsh,Фрэнклин и Маршалл Колледж,Ланкастер,ПА,Дипломаты
utahst,Государственный университет Юты,Логан,УТ,Аги
grcanyon,Универсият Гранд Каньона,Финикс,АЗ,Антилопы
olivetnaz,Университет Оливета Назарена,Бурбонский,ИЛ,Тигры
smaine,Университет ЮжнойMaine,Горхам,Я,Хаски
lehigh,Льюисвиллский университет,Бетлехем,ПА,Горные ястребы
riogrande,Университет Рио-Гранде,Рио-Гранде,ОХ,Редмен
cornell,Корнеллский университет,Итака,Нью-Йорк,Больший Красный
missouri,Университет Миссури,Колумбия,МО,Тигры
murrayst,Университет Мюррея штата Кентукки,Мэри,КЕ,Торфобоны
lenoirrhyn,Колледж Ленор-Райн,Хикори,НГ,Медведи
wittnbrgoh,Виттенбергский университет,Спрингфилд,ОХ,Тигры
ncstate,Норфукский государственный университет,Рали,НГ,Стволный пакет
stjohns,Университет Святого Иоанна,Ямайка,Нью-Йорк,Красный шторм
adelphi,Университет Адельфи,Городской сад,Нью-Йорк,Пантеры
mscollege,Миссисипский колледж,Клинтон,Мएस,Чоктамы
knoxil,Колледж Кنوкс (и колледж Ломбард),Галеسبург,ИЛ,Пламень прерий
princeton,Универси́тет При́нстона,Прिंстон,НГ,Тигры
campbell,Универсиитет Кэмпбелла,Бьюис-Крик,НГ,Великие казахи
carthagewi,Картахенский колледж,Кеноша,ВИ,Редмен
flinternat,Флоридский университет,Майами,ФЛ,Золотые пантеры
biolaca,Университет Биола,Ла Мирада,Калифорния,Орлы
arktech,Арканзасский технологический университет,Расселвилл,АР,Удивительные парни
samford,Университет Самфорда,Бирмингем,АЛ,Бульдоги
kansasst,Университет штата Канзас,Мэнхэттен,К,Дикие кошки
wlmcarey,Колледж Уильяма Кэри,Хаттиспург,Мएस,Крестоносцы
citadel,Цитадель,Чарльстон,СК,Бульдоги
tntech,Технологический университет Теннесси,Кукевилл,ТН,Золотые орлы
alabamast,Государственный университет Алабамы,Монтгомери,АЛ,Жерцы
lafayette,Колледж Лейк-Форест,Восточон,ПА,Леопарды
robertmor,Роберт Моррис Университет,Мун-Тауншип,ПА,Колонисты
pacific,Университет Тихого океана,Стоктон,Калифорния,Тигры
utsa,Университет Техаса в Сан-Антонио,Сан-Антонио,ТХ,Прыгуны-шарашки
cameronok,Университет Кэмерона,Лоутон,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Аги
radford,Университет Радфорда,Радфорд,Ва,Хайлендеры
swtexas,Университет штата Техас на юго-западе,Сан-Маркос,ТХ,Бобкаты
lemoynowen,Колледж ЛеМойн-Оуэн,Мемфис,ТН,Маги
neillinois,Северо-Восточный университет Иллинойса,Чикаго,ИЛ,
albertsnid,Колледж Альберсона Айдахо,Кальдвелл,Какой-то ID?,Койоты
minnesota,Университет Миннесоты,Миннеаполис,MN — МН,Золотые габароны
syracuse,Университет Сиракуз,Сиракузы,Нью-Йорк,Оранджмен
sarkansas,Университет Южной Арканса,Магнолия,АР,Мулеридеры
rhodeisle,Университет Рода Айленда,Кингстон,Ри,Рамсы
mosouthern,Миссури-Южный Государственный Университет-Джоплин,Джоплин,МО,Левы
saginawval,Сагино-Вэлли Стейт Университет,Центр Университета,МИ,Кардиналы
ucsb,Университет Калифорнии в Санта-Барбаре,Сан-Барбара,Калифорния,Гавочо
etxbaptist,Восточный университет Баптистов Техаса,Маршалл,ТХ,Тигры
sindiana,Университет Южного Индианы,Эвансвилл,В,Крикующие орлы
warnerpac,Вернер Тихоокеанский Колледж,Портленд,О́,Рыцари
edinboro,Университет Эдинборо Пенсильвании,Единборо,ПА,Борющиеся шотландцы
lynchbrgva,Колледж Линчбург,Линчбург,Ва,Жерцы
salemintl,Международный университет Салема,Салем,Западная Вирджиния,Тигры
coloradost,Пенсионный университет штата Колорадо,Форт-Коллинз,К,Рамсы
unlv,"Университет Невады, Лас-Вегас",Las-Вегас,НВ,Бунтующие
brdgwatrva,Колледж Бриджвотер,Бридджвотер,Ва,Орлы
inbethel,Бетелловский колледж,Мишавака,В,Пилоты
uncgreen,Университет Северной Каролины в Гринсборо,Гринсборо,НГ,Спартаны
ucdavis,"Университет Калифорнии, Дэвис",Дэвис,Калифорния,Аги
clrmuddscr,Клементон Маккенна Колледж,Кларемонт,Калифорния,Острые копыта
tulsa,Университет Талсы,Тулса,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Золотой Hurриканс
alabamaam,Университет Алабамы А&М,Да,АЛ,Бульдоги
gannon,Ганнонский университет,Эри,ПА,Золотые Рыцари
concrdiamn,Конкордийский университет,Св. Павел,MN — МН,Золотые медведи
hiramoh,Хирам Колледж,Хирам,ОХ,Терьеры
jacksonst,Джексонский государственный университет,Джексон,Мएस,Тигры
arkansas,Университет Аризоны,Файетвилл,АР,Рэзоры
nwstate,Северо-Западный государственный университет Луизианы,Натчи-Тош,Лос-Анджелес,Дьяволы
jacksonvil,Джексонвиллский университет,Джексонвилл,ФЛ,Дельфины
txtech,Университет Техаса в Lubbockе,Луббок,ТХ,Красный рейдер
montevallo,Университет Монтевелло,Монтевелло,АЛ,Соколы
illinoisst,штата Иллинойс,Да,ИЛ,Красавцы
pbsc,Школа-колледж Палм-Бич штата Флорида,Озеро Ворт,ФЛ,Пантеры
iupui,Индианские университеты - Пурдью в Индиане,Индианаполис,В,Ягуары
setonhall,Университет Сетаон Холл,Южный Орандж,НГ,Пираты
mowestern,Мизури-Западный государственный колледж,Святой Иосиф,МО,Грифоны
lanecol,Колледж Лейн,Джексон,ТН,Драконы
augsburgmn,Августовский колледж,Миннеаполис,MN — МН,Авгии
iupufw,Индианский университет-Пурдью Форт-Уэйн,Форт-Уэйн,В,Мастодоны
bryant,Колледж Брэинт,Смитфилд,Ри,Бульдоги
swoklahoma,Университет юго-запада Оклахомы,Вэдерзфилд,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Бульдоги
vandy,Университет Вандербильта,Нэшвилл,ТН,Коммодоры
canisius,Колледж Каньисиса,Баффало,Нью-Йорк,Гриффы
stpeters,Колледж Святого Петра,Джерси-Сити,НГ,Павлины
marist,Колледж Марист,Поухкипсе,Нью-Йорк,Красный лис
tnmartin,Университет Теннесси в Мартинике,Мартин,ТН,Скайхауки
jamesmad,Университет Джеймса Мадисона,Гаррисонбург,Ва,Герцоги
sdcity,Сан-Диего Колледж города,Сан-Диего,Калифорния,Рыцари
kennesawst,Кенесавский государственный университет,Кеннью,GA,Сова
siena,Сиднейский колледж,Лудонвилл,Нью-Йорк,Святые
concrdiatx,Конкордийский университет в Остине,Остин,ТХ,Торнадо
wioshkosh,Университет Висконсина в Ошкоше,Ошкош,ВИ,Титаники
denisonoh,Университет Денисона,Гранвилл,ОХ,Больший Красный
baconeok,Колледж Бэкона,Мускоги,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Воины
morganst,Морган Стейт Университет,Балтимор,МД,Медведи
whitmanwa,Уитманский колледж,Волла Волла,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Миссионеры
calstla,Калифорнийский государственный университет в Лос-Анджелесе,Лос-Анджелес,Калифорния,Золотые орлы
ozarks,Университет Озаркса,Кларксвилл,АР,Орлы
oakland,Оуклендский университет,Рочестер,МИ,Гризли
utchat,Университет Теннесси в Чаттанугу,Чаттануг,ТН,Мокрые
bostoncoll,Бостонский колледж,Черешневый холм,МА,Орлы
georgiasou,Университет Южной Джорджии,Стаутсборо,GA,Орлы
sanfranst,Сан-Франциско Staatский университет,Сан-Франциско,Калифорния,Гейторы
ptparkpa,Пункт Парк Университет,Питтсбург,ПА,Пионеры
monmouth,Университет Монмут,Западный Лонг-Бранч,НГ,Сыры
brandeisma,Университет Брандейса,Валтхем,МА,Судьи
flatlantic,Флоридский государственный университет,Бока-Ратон,ФЛ,Сова
michigan,Университет Мичигана,Анн-Арбор,МИ,Вольверины
tnwesleyan,Теннессийский университет в Нэшвилле,Афины,ТН,Бульдоги
oglethrpga,Университет Огледорфа,Атланта,GA,Бурные соловьи
montana,Университет Монтаны - Миссула,Μισаулила,МТ,Гризли
toledo,Университет Толида,Толедо,ОХ,Ракеты
whittierca,Уиттьерский колледж,Уиттиер,Калифорния,Поэты
ohvalley,Университет Охио-Вэлли,Вена,Западная Вирджиния,Борющиеся шотландцы
wvstate,Западно-Виргинский государственный колледж,Институт,Западная Вирджиния,Желтые жакеты
oklahoma,Университет Оклахомы,Норман,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Рапторы
cconnst,Центральный университет штата Коннектикут,Новая Британия,КТ,Синяя дьяволи
piedmontga,Пьемонтский колледж,Деморест,GA,Левы
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
benedctnks,Бенедиктинский колледж,Атчison,К,Королёвские орлы
wiwhitewtr,Университет Висконсина — Уайтвотер,Воды для рафтинга,ВИ,Вархексы
oregon,Университет Орегона,Евгений,О́,Утиные
lacollege,Луизианский колледж,Пайнвилл,Лос-Анджелес,Дикие кошки
utpanam,Университет Техаса — Пан-Американский,Эдинбург,ТХ,Бронцы
brown,Университет Браун,Провиденс,Ри,Медведи
grandview,Большой вид колледжа,Дес-Молинс,Я,Викинги
howard,Ховардский университет,Вашингтон,ДК,Бизон
sdakotast,Южный Дакота Государственный Университет,Брукингс,"Извините, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст?",ジャックラビット
rosehulman,Институт Роза-Хулмана,Терр-Хaut,В,Инженеры
delawarest,Делавэрский государственный университет,Довер,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Жерцы
purdue,Пурдьюский университет,Западный Лавफетер,В,Паровзалом
shipnsburg,Университет Шиппенсбуг в Пенсильвании,Шиппенсбург,ПА,Красный рейдер
carsnewm,Колледж Карсон-Ньюман,Джеймзтаун,ТН,Орлы
wrightst,Университет штата Уайт-Рэйт,Дейтон,ОХ,Разбойники
sanfran,Университет Сан-Франциско,Сан-Франциско,Калифорния,Доны
etennst,Восточно-Теннессийская государственная университет,Джонсон-Сити,ТН,Буканеры
shenandoah,Университет Шенандоа,Винчестер,Ва,Жерцы
calstfull,Калифорнийский государственный университет в Фуллертоне,Фуллертон,Калифорния,Титаники
armstratl,Университет штата Армстронг,Саванна,GA,Пираты
sfloridacc,Южный Флорида КК,Авон-Парк,ФЛ,
ithacany,Итака Колледж,Итака,Нью-Йорк,Бомжи
sunybuff,Государственный университет Нью-Йорка в Буффало,Баффало,Нью-Йорк,Буйволы
maryland,Университет Мэриленда,Колледж-Парк,МД,Террацыны
crdstritch,Университет кардинала Стритча,Милвоки,ВИ,Воли
temple,Темплский университет,Филиадельфиа,ПА,Сова
umbc,"Университет Мэриленда, Балтимор-Каунти",Катонсвилл,МД,Псы-поводыри
uab,Университет Алабамы в Бирмингеме,Бирмингем,АЛ,Блузеры
messiah,Мессия Колледж,Грантам,ПА,Соколы
tamucc,Техасский университет А&М в Корпус-Кристи,Корпус-Кристи,ТХ,Островитяне
nyfredonia,Фредонский колледж штата Нью-Йорк,Фредония,Нью-Йорк,Синяя дьяволи
sliprock,"Университет Пенсильвании ""Слипери Рок""",Скользкий камень,ПА,Роке́т
boisest,Университет Боуи,Боис,Какой-то ID?,Бонзы
lebvalley,Колледж Ливан-Вэлли,Анвилл,ПА,Летящие голландцы
memphis,Университет Мемфиса,Мемфис,ТН,Тигры
bradley,Брадли-Университи,Пеория,ИЛ,Храбрые
maryhrdbay,Университет Мэри Хардин-Бэйлору,Белтон,ТХ,Крестоносцы
swarthmore,Сварморовский колледж,Свартоу́м,ПА,Зарница прилив
swesterntx,Южно-Западный университет,Джорджтаун,ТХ,Пираты
charleswv,Университет Чарлстона,Чарльстон,Западная Вирджиния,Золотые орлы
waynest,Вэйнский государственный университет,Детройт,МИ,Воины
mansfield,Университет Мэнсфилд Пенсильвании,Мансфилд,ПА,Пешие альпинисты
eutah,Колледж Восточного Юты,Цена,УТ,Золотые орлы
morehouse,Морхаусский колледж,Атланта,GA,Марун Тайгерс
wofford,Колледж Воффорд,Спартанбург,СК,Терьеры
betheltn,Бетелловский колледж,Макензи,ТН,Королевы
stfrncisil,Университет Святого Франциска,Джолиет,ИЛ,Бойцы-кавалергарды
lewclarkor,Льюис и Кларк Колледж,Портленд,О́,Пионеры
trinitytx,Тринити-Университи,Сан-Антонио,ТХ,Тигры
hartford,Университет Хартфорда,Харфорд,КТ,Сыры
cwashngton,Центральный университет Вашингтона,Элленсбёрг,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Дикие кошки
calpoly,"Калифорнийский политехнический университет, Сан-Луис-Обиспо",Сан-Луис-Обиспо,Калифорния,Мустанги
colgate,Университет Колгата,Хамильтон,Нью-Йорк,Разбойники
arizonast,Аризонский государственный университет,Темпа,АЗ,Солнечные Змеи
uniontn,Университетский союз,Джексон,ТН,Бульдоги
utahvalley,Университет Вала Вэй,Орем,УТ,Вольверины
utarl,Университет Техаса в Арлингтоне,Арлингтон,ТХ,"""Маверики"""
williamsma,Уильямс Колледж,Уильямстон,МА,Эфсы
newesleyan,Университет Небраски в Линкольне,Линкольн,НЕ,Пещеры волков-пастухов
susquehnna,Университет Сасквехена,Селинсгров,ПА,Крестоносцы
appalst,Аппалачийский государственный университет,Бюон,НГ,Пешие альпинисты
american,Американский университет,Вашингтон,ДК,Орлы
dubuque,Университет Дебрауса,Дебуке,Я,Спартаны
waynestne,Уэйн Стейт Колледж,Уэйн,НЕ,Дикие кошки
tamucomm,Университет Техаса в Комме,Коммерция,ТХ,Левы
rice,Рисский университет,Хьюстон,ТХ,Сова
lubbchrist,Луббокский христианский университет,Луббок,ТХ,Чапрасы
wlmjewell,Уильям Джуел Колледж,Свобода,МО,Кардиналы
dartmouth,Дартмутский колледж,Ганновер,НХ,Большие зелёные
willinois,Западный университет Иллинойса,Макомб,ИЛ,Корпусные
hofstra,Университет Хофстра,Хемпстед,Нью-Йорк,Гордость
fairfield,Университет Фейрфакс,Ферфлэйд,КТ,Острые копыта
sutah,Южный Техасский университет,Кеддровый город,УТ,Тандербирды
akron,Университет Акрона,Акрон,ОХ,Зипы
gacollege,Горация Колледж и государственный университет,Милледжвилл,GA,Бобкаты
kentst,Университет штата Кент,Кент,ОХ,Золотые блики
lamar,Ламарский университет,Бемонт,ТХ,Кардиналы
savcolad,Колледж искусств Саванны,Саванна,GA,Пчёлы
wlibertyst,Западно-Ливерти-Стейт-Колледж,Западная Либерти,Западная Вирджиния,Горные вёрсты
portland,Университет Портленда,Портленд,О́,Пилоты
eillinois,Восточный Университет Иллинойса,Чарльстон,ИЛ,Пантеры
nflorida,Университет Северной Флориды,Джексонвилл,ФЛ,Оспри
albionmi,Альбионский колледж,Альбион,МИ,Британцы
delaware,Университет Делавэра,Ньюарк,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Синие цапли
neastern,Нэшнлйлд-Университи,Бостон,МА,Хаски
winstsalst,Университет штата Уинстон-Сэмплер,Винстон-Сейлем,НГ,Рамсы
ouachitab,Университет Баптистов Вачиты,Аркаделлия,АР,Тигры
floridast,Флоридский государственный университет,Талахасси,ФЛ,Семинолы
wcarolina,Западнокаролинский университет,Куллоухи,НГ,Кочереги
willmary,Колледж Уильяма и Марии,Вильямсбург,Ва,Трайб
hartwickny,Колледж Хартвика,Онеонта,Нью-Йорк,Сыры
upenn,Университет Пенсильвании,Филиадельфиа,ПА,Квакеры
clarksonny,Университет Кларсон,Потсдам,Нью-Йорк,Рыцари
mercer,Университет Мерцера,Макон,GA,Медведи
flagler,Флаглерский колледж,Сент-Огастин,ФЛ,Святые
marquette,Маркетский университет,Милвоки,ВИ,Золотые орлы
columbia,Колумбийский университет,Нью-Йорк,Нью-Йорк,Левы
roanokeva,Колледж Роанок,Салем,Ва,Маруни
valpo,Университет Вальпараисо,Валпараисо,В,Крестоносцы
rowannj,Ровенский университет,Глассборо,НГ,Учителя
howrdpayne,Университет Говарда Пейни,Браунвуд,ТХ,Желтые жакеты
pacificor,Пacíфикский университет,Лесной Гроб,О́,Боксёр
nalabama,Университет Северной Альянсы,Флоренция,АЛ,Левы
fayetvilst,Файеттвиллский государственный университет,Файетвилл,НГ,Бонзы
stlouis,Сент-Луийский университет,Сент-Луис,МО,Билликены
nwokstate,Северо-Западный университет Оклахомы,Альва,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Ранжерз
stleo,Университет Святого Лео,Святой Лео,ФЛ,Левы
stmartinwa,Колледж Святого Мартина,Лейсли,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Святые
mtennst,Средний טесси,Муфресборо,ТН,Блю Райдерс
ucsd,"Университет Калифорнии, Сан-Диего",Ла-Хойя,Калифорния,Тритоны
belmont,Бельмонтский университет,Нэшвилл,ТН,Брюинз
shorterga,Краткий колледж,Рим,GA,Сыры
cwpost,"Long Island University, C.W., пост-студия",Бруквилл,Нью-Йорк,Пионеры
centok,Университет Центрального Оклахомы,Эдмон,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Бронхоскопия
freedhrdmn,Университет Фрид-Хардемана,Гендерсон,ТН,Левы
ntexas,Университет Северного Техаса,Дентон,ТХ,Зелёная середа
wkentucky,Западный университет Кентукки,Боулинг-Грин,КЕ,Горные вёрсты
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Фиалки
widenerpa,Университет Вайднера,Честер,ПА,Пионеры
narizona,Северо-Аризонский университет,Флагстафф,АЗ,Лесорубы
johnbrwnar,Университет Джона Брауна,Силоам-Спрингс,АР,Золотые орлы
olemiss,Университет Миссисипи,Оксфорд,Мएस,Бунтующие
humboldtst,Гумбольдский государственный университет,Арката,Калифорния,Лесорубы
hendrsonst,Хендерсонский государственный университет,Аркаделлия,АР,Редди
tuftsma,Тафтс-университи,Медфорд,МА,Джумбо
longbeach,Калифорнийский государственный университет в Лонг-Бич,Долгий-Бич,Калифорния,"""49ers"" переводится с английского как ""четки"". Это слово относится к золотой лихорадке в Калифорнии в середине 19 века и является названием, используемым для обозначения жителей этого штата."
clemson,Університет Клемсона,Клемсон,СК,Тигры
tamukvill,Тэксасский agrентный университет в Кингсвилле,Кингсвилл,ТХ,Явелины
