playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
glavito02,1998,НЛДС-1,ATL,NL,0,0,1,1,0,0,0,21,3,1,0,1,8,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0,1,1.0,0.0,0.0
verlaju01,2012,ALDS2,DET,AL,2,0,2,2,1,1,0,48,7,1,1,5,22,0.0,0.0,0.0,0.0,0.0,,59.0,0,1,,,0.0
palmeji01,1969,АЛКС,BAL,AL,1,0,1,1,1,0,0,27,10,2,0,2,4,0.0,2.0,1.0,1.0,0.0,0.0,38.0,0,2,0.0,0.0,1.0
weaveje01,2003,ws,NYA,AL,0,1,1,0,0,0,0,3,1,1,1,0,0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1,1,0.0,0.0,0.0
reuscri01,1989,НЛКС,SFN,NL,1,1,2,2,0,0,0,26,12,5,0,2,5,0.0,5.0,1.0,0.0,1.0,0.0,39.0,0,6,1.0,0.0,2.0
honeyri01,1996,NLDS2,SLN,NL,1,0,3,0,0,0,0,8,3,1,1,1,2,0.0,3.0,1.0,0.0,0.0,0.0,12.0,0,1,1.0,0.0,0.0
billija01,1972,НЛКС,CIN,NL,0,0,1,1,0,0,0,14,5,2,0,2,4,0.0,3.0,0.0,0.0,1.0,0.0,21.0,0,2,0.0,0.0,1.0
smoltjo01,1999,НЛКС,ATL,NL,0,0,3,1,0,0,1,26,8,6,2,0,8,0.0,6.0,0.0,0.0,0.0,0.0,34.0,1,6,0.0,0.0,0.0
guerrma02,2006,ALDS2,MIN,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
fultzaa01,2007,ALDS2,CLE,AL,0,0,1,0,0,0,0,3,2,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0,2,1.0,0.0,0.0
walkbo01,1990,НЛКС,PIT,NL,1,1,2,2,0,0,0,39,11,7,2,2,8,0.0,4.0,0.0,0.0,0.0,0.0,50.0,0,7,1.0,1.0,1.0
brettke01,1967,ws,BOS,AL,0,0,2,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,0,0.0,0.0,0.0
duchsju01,2006,ALDS2,OAK,AL,0,0,2,0,0,0,0,12,1,1,1,0,4,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0,1,0.0,0.0,0.0
kinger01,1987,АЛКС,DET,AL,0,0,2,0,0,0,0,16,3,1,0,2,4,0.0,1.0,0.0,2.0,1.0,0.0,23.0,1,1,0.0,1.0,0.0
grillja01,2006,АЛКС,DET,AL,0,0,2,0,0,0,0,3,1,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,0.0,1.0
valvejo01,2011,АЛДС-1,DET,AL,0,0,3,0,0,0,2,9,2,2,1,4,3,0.0,6.0,0.0,0.0,0.0,0.0,15.0,3,2,,,0.0
fingero01,1973,АЛКС,OAK,AL,0,1,3,0,0,0,1,14,4,1,1,2,4,0.0,1.0,0.0,0.0,0.0,0.0,18.0,3,1,0.0,0.0,0.0
maddugr01,1998,НЛДС-1,ATL,NL,1,0,1,1,0,0,0,21,7,2,0,0,4,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0,2,0.0,0.0,0.0
sheasp01,1947,ws,NYA,AL,2,0,3,3,1,0,0,46,10,4,0,8,10,0.0,2.0,1.0,0.0,0.0,1.0,61.0,0,4,1.0,0.0,0.0
allenjo02,1941,ws,BRO,NL,0,0,3,0,0,0,0,11,1,0,0,3,0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2,0,0.0,0.0,0.0
patteda02,1968,ws,DET,AL,0,0,2,0,0,0,0,9,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0.0,0.0,0.0
streehu01,2006,ALDS2,OAK,AL,0,0,3,0,0,0,2,9,4,1,0,1,1,0.0,3.0,0.0,0.0,0.0,0.0,13.0,3,1,0.0,0.0,1.0
helliri01,1999,ALDS2,TEX,AL,0,1,1,1,0,0,0,19,5,2,0,1,8,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0,2,0.0,0.0,0.0
schmija01,2002,НЛКС,SFN,NL,1,0,1,1,0,0,0,23,4,1,1,1,8,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0,1,1.0,0.0,0.0
palmeji01,1974,АЛКС,BAL,AL,0,1,1,1,1,0,0,27,4,1,1,1,4,0.0,1.0,0.0,0.0,1.0,0.0,32.0,0,1,1.0,0.0,0.0
hillri01,2007,НЛДС-1,CHN,NL,0,1,1,1,0,0,0,9,6,3,1,2,3,0.0,9.0,0.0,0.0,1.0,0.0,18.0,0,3,0.0,0.0,0.0
verlaju01,2006,АЛДС-1,DET,AL,0,0,1,1,0,0,0,16,7,3,1,4,5,0.0,5.0,0.0,0.0,0.0,0.0,26.0,0,3,0.0,0.0,1.0
marshmi01,1974,ws,LAN,NL,0,1,5,0,0,0,1,27,6,1,1,1,10,0.0,1.0,0.0,0.0,0.0,0.0,32.0,5,1,1.0,0.0,1.0
nenro01,2000,NLDS2,SFN,NL,0,0,2,0,0,0,0,7,2,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,0,0.0,0.0,0.0
lonboji01,1976,НЛКС,PHI,NL,0,1,1,1,0,0,0,16,2,1,0,2,2,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0,3,0.0,0.0,0.0
schilcu01,2002,NLDS2,ARI,NL,0,0,1,1,0,0,0,21,7,1,1,1,7,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0,1,0.0,0.0,0.0
beimejo01,2009,NLDS2,COL,NL,0,0,3,0,0,0,0,2,1,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
phillde01,1903,ws,PIT,NL,3,2,5,5,5,0,0,132,38,15,0,3,22,0.0,3.0,0.0,1.0,1.0,0.0,178.0,0,19,3.0,4.0,1.0
swindgr01,1998,АЛДС-1,BOS,AL,0,0,1,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,1.0
millebo04,1972,НЛКС,PIT,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
loopebr01,2003,НЛДС-1,FLO,NL,1,0,2,0,0,0,0,5,1,0,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1,1,1.0,0.0,0.0
farnsky01,2003,НЛКС,CHN,NL,0,0,5,0,0,0,0,16,6,6,0,2,7,0.0,10.0,2.0,0.0,0.0,0.0,24.0,1,6,1.0,1.0,0.0
hortori01,1988,НЛКС,LAN,NL,0,0,4,0,0,0,0,13,4,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1,0,0.0,0.0,1.0
earnsge01,1929,ws,PHA,AL,1,1,2,2,1,0,0,41,14,4,0,6,17,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0,6,0.0,0.0,0.0
houghch01,1978,ws,LAN,NL,0,0,2,0,0,0,0,16,10,5,0,2,5,0.0,8.0,0.0,1.0,0.0,0.0,29.0,2,5,0.0,0.0,0.0
walberu01,1929,ws,PHA,AL,1,0,2,0,0,0,0,19,3,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1,1,0.0,1.0,0.0
mcintha01,1910,ws,CHN,NL,0,1,2,0,0,0,0,16,4,4,1,3,3,0.0,6.0,0.0,0.0,1.0,0.0,23.0,1,5,0.0,0.0,0.0
ryanro01,1922,ws,NY1,NL,1,0,1,0,0,0,0,6,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0,0.0,0.0,0.0
nelsoje01,1996,АЛКС,NYA,AL,0,1,2,0,0,0,0,7,5,3,1,0,2,0.0,11.0,0.0,0.0,0.0,0.0,13.0,0,3,0.0,0.0,0.0
watsomu01,1924,ws,NY1,NL,0,0,1,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0.0
urbinug01,2003,НЛКС,FLO,NL,1,0,4,0,0,0,1,21,2,2,1,0,10,0.0,2.0,0.0,0.0,1.0,0.0,24.0,2,2,0.0,0.0,0.0
bookegr01,1984,ws,SDN,NL,0,0,1,0,0,0,0,3,0,1,0,4,0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0,1,0.0,0.0,0.0
garcija01,2010,ws,SFN,NL,0,0,1,0,0,0,0,4,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
eldreca01,2005,НЛДС-1,SLN,NL,0,0,1,0,0,0,0,2,2,2,0,1,0,0.0,27.0,0.0,0.0,0.0,0.0,5.0,0,2,0.0,0.0,0.0
dempsry01,2007,НЛДС-1,CHN,NL,0,0,1,0,0,0,0,3,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
wohlema01,1996,НЛДС-1,ATL,NL,0,0,3,0,0,0,3,10,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3,0,0.0,0.0,0.0
hammaat01,1989,НЛКС,SFN,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
vazquja01,2004,АЛКС,NYA,AL,1,0,2,0,0,0,0,19,9,7,3,7,6,0.0,9.0,0.0,0.0,0.0,0.0,33.0,0,7,0.0,0.0,0.0
redmama01,2003,НЛКС,FLO,NL,0,0,2,2,0,0,0,29,13,7,2,4,4,0.0,6.0,0.0,0.0,1.0,0.0,46.0,0,7,2.0,1.0,1.0
jacksgr01,1979,ws,PIT,NL,1,0,4,0,0,0,0,14,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1,0,0.0,0.0,1.0
valdeis01,1996,НЛДС-1,LAN,NL,0,1,1,1,0,0,0,19,5,3,3,0,5,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0,3,0.0,0.0,0.0
drysddo01,1965,ws,LAN,NL,1,1,2,2,1,0,0,35,12,5,4,3,15,0.0,3.0,0.0,0.0,0.0,0.0,50.0,0,9,1.0,0.0,0.0
vogelry01,2012,NLDS2,SFN,NL,0,0,1,1,0,0,0,15,3,1,0,3,5,0.0,1.0,0.0,0.0,0.0,,20.0,0,1,,,0.0
koufasa01,1959,ws,LAN,NL,0,1,2,1,0,0,0,27,5,1,0,1,7,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0,1,1.0,0.0,1.0
rockejo01,1999,НЛДС-1,ATL,NL,1,0,2,0,0,0,1,10,0,0,0,2,5,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1,0,0.0,0.0,0.0
kisonbr01,1974,НЛКС,PIT,NL,1,0,1,1,0,0,0,20,2,0,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0.0,0.0,0.0
stanhdo01,1979,ws,BAL,AL,0,1,3,0,0,0,0,6,6,3,0,3,0,0.0,,2.0,0.0,0.0,0.0,14.0,2,3,1.0,0.0,0.0
bedrost01,1989,НЛКС,SFN,NL,0,0,4,0,0,0,3,10,4,1,0,2,2,0.0,2.0,0.0,0.0,0.0,0.0,16.0,4,1,0.0,0.0,0.0
garcifr02,2011,АЛДС-1,NYA,AL,0,1,1,1,0,0,0,16,6,3,1,0,6,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0,4,,,0.0
murphjo04,1941,ws,NYA,AL,1,0,2,0,0,0,0,18,2,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2,0,0.0,0.0,0.0
durbich01,2012,НЛВК,ATL,NL,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,,1.0,0,1,,,0.0
harenda01,2006,ALDS2,OAK,AL,1,0,1,1,0,0,0,18,9,2,1,1,2,0.0,3.0,0.0,0.0,0.0,0.0,26.0,0,2,1.0,0.0,1.0
mussimi01,2003,ws,NYA,AL,1,0,1,1,0,0,0,21,7,1,0,1,9,0.0,1.0,1.0,0.0,0.0,0.0,29.0,0,1,1.0,0.0,0.0
bondeje01,2006,АЛКС,DET,AL,0,0,1,1,0,0,0,20,6,3,1,2,3,0.0,4.0,0.0,1.0,0.0,0.0,28.0,0,3,0.0,0.0,0.0
giustda01,1970,НЛКС,PIT,NL,0,0,2,0,0,0,0,7,3,1,0,1,1,0.0,3.0,1.0,0.0,0.0,0.0,10.0,2,1,0.0,0.0,1.0
glavito02,2001,НЛКС,ATL,NL,1,1,2,2,0,0,0,36,10,2,1,5,5,0.0,1.0,0.0,1.0,0.0,0.0,52.0,0,4,1.0,0.0,0.0
forstte01,1981,НЛКС,LAN,NL,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
motagu01,2006,НЛКС,NYN,NL,0,0,5,0,0,0,0,13,4,2,0,2,2,0.0,4.0,0.0,0.0,0.0,0.0,17.0,2,2,0.0,0.0,2.0
koosmje01,1969,ws,NYN,NL,2,0,2,2,1,0,0,53,7,4,2,4,9,0.0,2.0,0.0,0.0,0.0,0.0,64.0,0,4,0.0,0.0,0.0
garmami01,1977,НЛКС,LAN,NL,0,0,2,0,0,0,1,4,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1,0,0.0,0.0,0.0
robindo01,1979,ws,PIT,NL,1,0,4,0,0,0,0,15,4,3,0,6,3,0.0,5.0,0.0,0.0,0.0,0.0,25.0,0,3,0.0,0.0,0.0
brusswa01,1977,НЛКС,PHI,NL,0,0,2,0,0,0,0,8,2,1,0,1,2,0.0,3.0,1.0,0.0,0.0,0.0,10.0,1,1,0.0,0.0,0.0
anderbr02,2001,ws,ARI,NL,0,1,1,1,0,0,0,16,5,2,1,3,1,0.0,3.0,0.0,1.0,0.0,0.0,24.0,0,2,0.0,0.0,1.0
mungere01,1946,ws,SLN,NL,1,0,1,1,1,0,0,27,9,1,1,3,2,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0,3,0.0,0.0,0.0
nelsoje01,1999,ALDS2,NYA,AL,0,0,3,0,0,0,0,5,1,0,0,1,3,0.0,,0.0,0.0,0.0,0.0,7.0,1,0,0.0,0.0,0.0
walldo01,1998,НЛКС,SDN,NL,0,0,3,0,0,0,1,9,3,1,0,4,4,0.0,3.0,1.0,0.0,0.0,0.0,15.0,1,2,1.0,0.0,1.0
kingsi01,1887,ws,SL4,AA,1,3,4,4,4,0,0,93,26,7,0,2,21,,2.0,,,,,,0,17,,,
lopezja02,2010,ws,SFN,NL,0,0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
pottene01,1944,ws,SLA,AL,0,1,2,2,0,0,0,29,10,1,0,3,6,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0,5,1.0,0.0,0.0
stantmi02,1993,НЛКС,ATL,NL,0,0,1,0,0,0,0,3,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
jacksgr01,1971,ws,BAL,AL,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0
hunteca01,1978,ws,NYA,AL,1,1,2,2,0,0,0,39,13,6,2,1,5,0.0,4.0,0.0,0.0,0.0,0.0,50.0,0,6,1.0,0.0,2.0
atherke01,1987,АЛКС,MIN,AL,0,0,1,0,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1.0,0.0,0.0
tidrodi01,1977,АЛКС,NYA,AL,0,0,2,0,0,0,0,21,6,3,2,3,3,0.0,3.0,0.0,0.0,0.0,0.0,30.0,0,3,0.0,0.0,0.0
caseyhu01,1947,ws,BRO,NL,2,0,6,0,0,0,1,31,5,1,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,35.0,6,1,0.0,0.0,3.0
mcdowja01,1995,ALDS2,NYA,AL,0,2,2,1,0,0,0,21,8,7,1,4,6,0.0,9.0,1.0,1.0,1.0,0.0,32.0,1,7,0.0,0.0,2.0
riverma01,1996,ALDS2,NYA,AL,0,0,2,0,0,0,0,14,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,0.0,0.0,0.0
fernaal01,1997,НЛКС,FLO,NL,0,1,1,1,0,0,0,8,6,5,2,1,3,0.0,16.0,0.0,0.0,0.0,0.0,15.0,0,5,0.0,0.0,0.0
rodrife01,2003,НЛДС-1,SFN,NL,0,1,3,0,0,0,0,12,4,1,0,1,5,0.0,2.0,1.0,0.0,1.0,0.0,19.0,1,3,0.0,0.0,0.0
overmst01,1945,ws,DET,AL,0,1,1,1,0,0,0,18,4,2,0,2,2,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0,2,1.0,0.0,0.0
clayke01,1978,АЛКС,NYA,AL,0,0,1,0,0,0,1,11,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0,0.0,1.0,0.0
smithza01,1995,АЛДС-1,BOS,AL,0,1,1,0,0,0,0,4,1,1,1,0,0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1,1,0.0,0.0,0.0
smoltjo01,1996,ws,ATL,NL,1,1,2,2,0,0,0,42,6,1,0,8,14,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0,2,0.0,0.0,0.0
loesbi01,1955,ws,BRO,NL,0,1,1,1,0,0,0,11,7,4,0,1,5,0.0,9.0,0.0,0.0,2.0,0.0,18.0,0,4,0.0,0.0,2.0
stonege02,1973,НЛКС,NYN,NL,0,0,1,1,0,0,0,20,3,1,1,2,4,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0,1,0.0,0.0,2.0
whitsed01,1984,НЛКС,SDN,NL,1,0,1,1,0,0,0,24,5,1,0,2,6,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0,1,0.0,0.0,1.0
tananfr01,1979,АЛКС,CAL,AL,0,0,1,1,0,0,0,15,6,2,0,2,3,0.0,3.0,0.0,0.0,1.0,0.0,23.0,0,2,0.0,0.0,1.0
assenpa01,1995,АЛКС,CLE,AL,0,0,3,0,0,0,0,4,0,0,0,1,2,0.0,,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
kosloda01,1951,ws,NY1,NL,1,1,2,2,1,0,0,45,12,5,0,7,6,0.0,3.0,2.0,1.0,0.0,0.0,63.0,0,5,0.0,0.0,1.0
kaatji01,1976,НЛКС,PHI,NL,0,0,1,1,0,0,0,18,2,2,0,2,1,0.0,3.0,0.0,0.0,0.0,0.0,21.0,0,2,0.0,0.0,1.0
ayalalu01,2011,АЛДС-1,NYA,AL,0,0,2,0,0,0,0,4,3,1,0,0,0,0.0,6.0,0.0,0.0,1.0,0.0,8.0,1,1,,,0.0
smoltjo01,2002,НЛДС-1,ATL,NL,0,0,2,0,0,0,0,10,2,1,1,2,7,0.0,2.0,0.0,0.0,0.0,0.0,13.0,2,1,0.0,0.0,0.0
donnebr01,2004,АЛДС-1,ANA,AL,0,0,2,0,0,0,0,10,3,4,0,2,5,0.0,10.0,2.0,1.0,0.0,0.0,15.0,1,4,0.0,0.0,0.0
sherdbi01,1928,ws,SLN,NL,0,2,2,2,0,0,0,40,15,7,4,3,3,0.0,4.0,0.0,0.0,0.0,0.0,58.0,0,7,1.0,0.0,1.0
francjo01,2000,НЛКС,NYN,NL,0,0,3,0,0,0,0,8,3,2,0,2,2,0.0,6.0,0.0,1.0,0.0,0.0,13.0,0,2,0.0,0.0,0.0
stewada01,1990,ws,OAK,AL,0,2,2,2,1,0,0,39,10,4,1,6,5,0.0,2.0,0.0,0.0,1.0,0.0,54.0,0,6,1.0,1.0,1.0
hoytwa01,1926,ws,NYA,AL,1,1,2,2,1,0,0,45,19,2,0,1,10,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0,8,1.0,3.0,0.0
ankieri01,2000,НЛДС-1,SLN,NL,0,0,1,1,0,0,0,8,4,4,0,6,3,0.0,13.0,0.0,5.0,0.0,0.0,16.0,0,4,0.0,0.0,0.0
bushgu01,1929,ws,CHN,NL,1,0,2,1,1,0,0,33,12,1,0,2,4,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1,3,1.0,1.0,0.0
schilcu01,2001,НЛКС,ARI,NL,1,0,1,1,1,0,0,27,4,1,0,2,12,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0,1,0.0,0.0,1.0
forstte01,1978,НЛКС,LAN,NL,1,0,1,0,0,0,0,3,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
grimebu01,1930,ws,SLN,NL,0,2,2,2,2,0,0,51,10,7,3,6,13,0.0,3.0,1.0,0.0,0.0,0.0,65.0,0,7,1.0,1.0,1.0
maddugr01,1998,НЛКС,ATL,NL,0,1,2,1,0,0,1,18,5,2,0,3,4,0.0,3.0,1.0,0.0,1.0,0.0,27.0,1,2,0.0,0.0,1.0
cookde01,1997,НЛКС,FLO,NL,0,0,2,0,0,0,0,7,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0,0,0.0,0.0,0.0
carrocl02,1975,НЛКС,CIN,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
klinest02,2004,НЛКС,SLN,NL,0,0,1,0,0,0,0,0,2,0,0,0,0,1.0,,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
mendora01,2001,ALDS2,NYA,AL,0,0,3,0,0,0,0,13,2,0,0,1,5,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1,0,0.0,0.0,0.0
erickpa01,1945,ws,CHN,NL,0,0,4,0,0,0,0,21,8,3,0,3,5,0.0,3.0,0.0,0.0,1.0,0.0,32.0,3,3,0.0,0.0,0.0
beckejo02,2007,АЛДС-1,BOS,AL,1,0,1,1,1,1,0,27,4,0,0,0,8,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0,0,0.0,0.0,0.0
thigpbo01,1993,НЛКС,PHI,NL,0,0,2,0,0,0,0,5,1,1,1,1,3,0.0,5.0,0.0,0.0,0.0,0.0,7.0,1,1,0.0,0.0,0.0
marquja01,2008,НЛДС-1,CHN,NL,0,0,1,0,0,0,0,3,1,1,1,0,1,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1,1,0.0,0.0,0.0
bonhati01,1942,ws,NYA,AL,0,1,2,1,1,0,0,33,9,5,0,3,3,0.0,4.0,2.0,0.0,0.0,0.0,46.0,1,5,4.0,0.0,0.0
odombl01,1973,ws,OAK,AL,0,0,2,0,0,0,0,14,5,2,0,2,2,0.0,3.0,0.0,1.0,0.0,0.0,19.0,0,2,0.0,0.0,2.0
smilejo01,1995,NLDS2,CIN,NL,0,0,1,1,0,0,0,18,9,2,1,0,1,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0,2,1.0,0.0,0.0
embreal01,2006,NLDS2,SDN,NL,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
benoijo01,2012,ALDS2,DET,AL,0,0,3,0,0,0,0,9,4,2,1,1,2,0.0,6.0,0.0,1.0,0.0,,14.0,0,2,,,0.0
loaizes01,2006,АЛКС,OAK,AL,0,1,1,1,0,0,0,18,9,7,1,1,5,0.0,10.0,0.0,0.0,0.0,0.0,27.0,0,7,0.0,2.0,1.0
burneaj01,2010,АЛКС,NYA,AL,0,1,1,1,0,0,0,18,6,5,1,3,4,0.0,7.0,1.0,1.0,1.0,0.0,27.0,0,5,1.0,0.0,1.0
holtzke01,1973,ws,OAK,AL,2,1,3,3,0,0,0,32,13,5,1,5,6,0.0,4.0,0.0,0.0,0.0,0.0,48.0,0,5,1.0,0.0,1.0
adamsmi03,2011,ws,TEX,AL,1,0,3,0,0,0,0,6,5,1,0,2,1,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0,1,,,0.0
wakefti01,2005,АЛДС-1,BOS,AL,0,1,1,1,0,0,0,16,6,4,1,1,4,0.0,6.0,0.0,0.0,2.0,0.0,23.0,0,4,0.0,0.0,1.0
