playerid,awardid,yearid,lgid,tie,notes
fostege01,Most Valuable Player,1977,NL,,
rolliji01,Gold Glove,2009,NL,,SS
musiast01,Baseball Magazine All-Star,1948,NL,,RF
richabo01,TSN All-Star,1962,AL,,Две единицы
hamptmi01,Silver Slugger,2001,NL,,П
gonzaju03,Silver Slugger,1993,AL,,ОФ
madlobi01,TSN All-Star,1975,NL,,3Б
yountro01,TSN Player of the Year,1982,AL,,
voisebi01,TSN Pitcher of the Year,1944,NL,,
schilcu01,TSN All-Star,2002,NL,,Правостороннее движение
oneilst01,Baseball Magazine All-Star,1918,AL,,С
grissma02,ALCS MVP,1997,AL,,
fingero01,TSN Fireman of the Year,1981,AL,,
hunteto01,Gold Glove,2004,AL,,ОФ
hornsro01,Baseball Magazine All-Star,1923,NL,,Две единицы
dickebi01,TSN All-Star,1933,ML,,С
gwynnto01,Roberto Clemente Award,1999,ML,,
coopemo01,TSN Guide MVP,1942,NL,,
griffke02,All-Star Game MVP,1992,ML,,
foxpe01,Baseball Magazine All-Star,1935,AL,,RF
hallaro01,TSN All-Star,2003,AL,,Правостороннее движение
buhneja01,Gold Glove,1996,AL,,ОФ
hafeych01,Baseball Magazine All-Star,1929,NL,,ЛФ
furilca01,TSN All-Star,1953,ML,,ОФ
mattido01,Silver Slugger,1985,AL,,1Б
boggswa01,TSN All-Star,1994,AL,,3Б
pujolal01,Lou Gehrig Memorial Award,2009,ML,,
simmoal01,TSN All-Star,1927,ML,,ОФ
belanma01,Gold Glove,1977,AL,,SS
rosepe01,TSN All-Star,1981,NL,,1Б
grovele01,Baseball Magazine All-Star,1930,AL,,П4
mazerbi01,TSN All-Star,1960,ML,,Две единицы
johnsra05,Cy Young Award,1999,NL,,
griffke02,Silver Slugger,1996,AL,,ОФ
carltst01,Cy Young Award,1980,NL,,
mantlmi01,Gold Glove,1962,AL,,ОФ
sheffga01,Silver Slugger,2004,AL,,ОФ
mathech01,Pitching Triple Crown,1908,NL,,
whitalo01,Gold Glove,1983,AL,,Две единицы
gehrich01,Baseball Magazine All-Star,1932,ML,,Две единицы
helmsto01,Gold Glove,1970,NL,,Две единицы
seaveto01,TSN Pitcher of the Year,1969,NL,,
mcdowja01,TSN Pitcher of the Year,1993,AL,,
greenha01,Most Valuable Player,1935,AL,,
rodriiv01,Silver Slugger,1998,AL,,С
beltrca01,Rookie of the Year,1999,AL,,
suttodo01,Lou Gehrig Memorial Award,1976,ML,,
jackstr01,Baseball Magazine All-Star,1927,ML,,SS
bondsba01,Hank Aaron Award,2001,NL,,ОФ
lasorto01,Branch Rickey Award,2006,ML,,
garcino01,TSN All-Star,1999,AL,,SS
wagneho01,Baseball Magazine All-Star,1911,ML,,SS
duganjo01,Baseball Magazine All-Star,1924,AL,,3Б
roushed01,Baseball Magazine All-Star,1924,NL,,CF
coneda01,TSN All-Star,1994,AL,,Правостороннее движение
turlebo01,Cy Young Award,1958,ML,,
fingero01,TSN Fireman of the Year,1978,NL,,
dickebi01,Baseball Magazine All-Star,1937,AL,,С
hafeych01,Baseball Magazine All-Star,1928,NL,,ОФ
maricju01,All-Star Game MVP,1965,ML,,
chaveer01,Gold Glove,2005,AL,,3Б
jacksre01,TSN All-Star,1969,AL,,ОФ
kubekto01,TSN All-Star,1961,AL,,SS
saberbr01,TSN Pitcher of the Year,1989,AL,,
musiast01,TSN All-Star,1958,ML,,1Б
speaktr01,Baseball Magazine All-Star,1910,AL,,CF
coombja01,Baseball Magazine All-Star,1911,AL,,Пять
templga01,TSN All-Star,1977,NL,,SS
schilcu01,Branch Rickey Award,2001,ML,,
johnsda02,Gold Glove,1969,AL,,Две единицы
strawda01,Silver Slugger,1988,NL,,ОФ
grimebu01,Baseball Magazine All-Star,1921,NL,,Q1: Что такое P1?
crowdal01,TSN All-Star,1933,ML,,П
sandbry01,TSN All-Star,1988,NL,,Две единицы
tenacge01,Babe Ruth Award,1972,AL,,С
vanslan01,Gold Glove,1990,NL,,ОФ
mattido01,Gold Glove,1986,AL,,1Б
spahnwa01,Baseball Magazine All-Star,1947,NL,,P3
elliobo01,TSN All-Star,1948,ML,,3Б
whitalo01,Gold Glove,1985,AL,,Две единицы
wheatza01,Baseball Magazine All-Star,1918,NL,,ОФ
maddugr01,TSN Pitcher of the Year,1995,NL,,
brownji03,Baseball Magazine All-Star,1942,NL,,Две единицы
wrighda03,TSN All-Star,2006,NL,,3Б
biggicr01,Silver Slugger,1994,NL,,Две единицы
cochrmi01,TSN All-Star,1928,ML,,С
francju01,All-Star Game MVP,1990,ML,,
griffke02,TSN Major League Player of the Year,1997,ML,,
medwijo01,Baseball Magazine All-Star,1937,ML,,ЛФ
pearsal02,Rookie of the Year,1958,AL,,
caminke01,Most Valuable Player,1996,NL,,
dimagjo01,TSN Guide MVP,1941,AL,,
killeha01,Most Valuable Player,1969,AL,,
winfida01,Silver Slugger,1992,AL,,ДХ
sandbry01,TSN All-Star,1991,NL,,Две единицы
rommeed01,TSN All-Star,1925,ML,,П
simmoal01,Baseball Magazine All-Star,1933,ML,,ЛФ
stonest01,TSN All-Star,1980,AL,,Правостороннее движение
santajo01,Cy Young Award,2006,AL,,
glavito02,Babe Ruth Award,1995,NL,,П
castijo01,Rookie of the Year,1979,AL,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",
davenji01,Gold Glove,1962,NL,,3Б
clarkfr01,Baseball Magazine All-Star,1909,NL,,ЛФ
santajo01,Gold Glove,2007,AL,,П
blackew01,Baseball Magazine All-Star,1947,NL,,Q1: Что такое P1?
larkiba01,Silver Slugger,1999,NL,,SS
mayswi01,All-Star Game MVP,1963,ML,,
cuellmi01,TSN All-Star,1969,AL,,ЛХП
kluszte01,TSN All-Star,1954,ML,,1Б
heltoto01,Gold Glove,2001,NL,,1Б
foxne01,TSN All-Star,1955,ML,,Две единицы
schmimi01,Silver Slugger,1983,NL,,3Б
cochrmi01,Baseball Magazine All-Star,1932,AL,,С
willite01,TSN All-Star,1947,ML,,ОФ
howarel01,TSN All-Star,1961,AL,,С
foulkke01,Rolaids Relief Man Award,2003,AL,,
higgipi01,TSN All-Star,1934,ML,,3Б
robinfr02,Triple Crown,1966,AL,,
fainfe01,TSN All-Star,1951,ML,,1Б
mcwilla01,TSN All-Star,1983,NL,,ЛХП
anderga01,TSN All-Star,2003,AL,,ОФ
schmimi01,Gold Glove,1977,NL,,3Б
flanami01,TSN Pitcher of the Year,1979,AL,,
applilu01,Baseball Magazine All-Star,1937,AL,,SS
draveda01,Hutch Award,1989,ML,,
cansejo01,Silver Slugger,1990,AL,,ОФ
newhoha01,Baseball Magazine All-Star,1947,AL,,П2
cochrmi01,Baseball Magazine All-Star,1931,ML,,С
coopemo01,Baseball Magazine All-Star,1943,ML,,П2
hubbeca01,Baseball Magazine All-Star,1938,NL,,П2
sutclri01,TSN All-Star,1984,NL,,Правостороннее движение
martied01,Silver Slugger,1995,AL,,ДХ
cobbty01,Baseball Magazine All-Star,1924,AL,,CF
clemero01,World Series MVP,1971,ML,,
wheatza01,Baseball Magazine All-Star,1920,NL,,ОФ
simmoal01,Baseball Magazine All-Star,1934,AL,,ЛФ
estrajo01,Silver Slugger,2004,NL,,С
koufasa01,World Series MVP,1965,ML,,
leonadu02,Baseball Magazine All-Star,1941,AL,,Пять
maddugr01,Gold Glove,2006,NL,,П
stephve01,Baseball Magazine All-Star,1945,AL,,SS
marioma01,TSN All-Star,1945,ML,,SS
riceji01,TSN All-Star,1975,AL,,ОФ
peckiro01,Most Valuable Player,1925,AL,,
hoffmtr01,Rolaids Relief Man Award,2006,NL,,
gomezle01,Baseball Magazine All-Star,1937,ML,,П2
morgajo02,All-Star Game MVP,1972,ML,,
seweljo01,Baseball Magazine All-Star,1924,AL,,SS
frymatr01,Gold Glove,2000,AL,,3Б
walberu01,Baseball Magazine All-Star,1931,AL,,П4
victosh01,Gold Glove,2008,NL,,ОФ
dawsoan01,TSN Player of the Year,1987,NL,,
palmeji01,Gold Glove,1979,AL,,П
sutclri01,Roberto Clemente Award,1987,ML,,
edmonji01,Gold Glove,1997,AL,,ОФ
knickbi01,Baseball Magazine All-Star,1934,AL,,SS
applilu01,Baseball Magazine All-Star,1940,ML,,SS
fernato01,Gold Glove,1986,AL,,SS
robinja02,Baseball Magazine All-Star,1950,NL,,Две единицы
foxne01,Gold Glove,1960,AL,,Две единицы
schalra01,Baseball Magazine All-Star,1917,AL,,С
righeda01,Rolaids Relief Man Award,1987,AL,,
maddugr01,Gold Glove,2005,NL,,П
clemero01,Most Valuable Player,1966,NL,,
anderga01,Silver Slugger,2003,AL,,ОФ
hamptmi01,Silver Slugger,2002,NL,,П
willima04,Silver Slugger,1994,NL,,3Б
jackstr01,Baseball Magazine All-Star,1927,NL,,SS
koufasa01,TSN All-Star,1964,NL,,П
brosisc01,World Series MVP,1998,ML,,
sislege01,Baseball Magazine All-Star,1925,ML,,1Б
biggicr01,Silver Slugger,1989,NL,,С
rodrial01,TSN All-Star,1996,AL,,SS
morgajo02,Most Valuable Player,1975,NL,,
bondsba01,Gold Glove,1993,NL,,ОФ
konerpa01,TSN All-Star,2004,AL,,1Б
kalinal01,Gold Glove,1963,AL,,ОФ
seaveto01,TSN All-Star,1981,NL,,Правостороннее движение
porteda02,NLCS MVP,1982,NL,,
hubbeca01,TSN All-Star,1933,ML,,П
galaran01,Gold Glove,1990,NL,,1Б
eckerde01,TSN Fireman of the Year,1991,AL,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",
ramirma02,Silver Slugger,2001,AL,,ОФ
aaronha01,TSN All-Star,1956,ML,,ОФ
mcgeewi01,Silver Slugger,1985,NL,,ОФ
fossera01,TSN All-Star,1970,AL,,С
newhoha01,TSN Pitcher of the Year,1945,AL,,
quiseda01,Rolaids Relief Man Award,1985,AL,,
hubbeca01,Baseball Magazine All-Star,1933,NL,,Q1: Что такое P1?
greenmi01,Silver Slugger,1988,AL,,ОФ
hubbeca01,TSN All-Star,1936,ML,,П
molinya01,Gold Glove,2010,NL,,С
merriji01,TSN All-Star,1970,NL,,ЛХП
lynnfr01,TSN Player of the Year,1975,AL,,
mcraeha01,TSN All-Star,1982,AL,,ДХ
dawsoan01,Gold Glove,1980,NL,,ОФ
johnswa01,Baseball Magazine All-Star,1911,ML,,П2
daviscu01,Baseball Magazine All-Star,1939,NL,,P3
wilsoja02,Silver Slugger,2004,NL,,SS
werbebi01,Baseball Magazine All-Star,1940,NL,,3Б
newhoha01,Baseball Magazine All-Star,1948,AL,,П2
wagneho01,Baseball Magazine All-Star,1909,ML,,SS
newcodo01,TSN All-Star,1956,ML,,П
jenkife01,TSN All-Star,1972,NL,,Правостороннее движение
klingjo01,Baseball Magazine All-Star,1908,ML,,С
puckeki01,ALCS MVP,1991,AL,,
riverma01,Rolaids Relief Man Award,2001,AL,,
maddugr01,Gold Glove,2002,NL,,П
traynpi01,Baseball Magazine All-Star,1927,NL,,3Б
blairpa01,Gold Glove,1970,AL,,ОФ
boyerke01,Gold Glove,1959,NL,,3Б
stanlmi01,Gold Glove,1973,AL,,ОФ
cabreme01,All-Star Game MVP,2012,NL,,
stirnsn01,Baseball Magazine All-Star,1944,AL,,Две единицы
mcgwima01,Lou Gehrig Memorial Award,1999,ML,,
foxxji01,Most Valuable Player,1932,AL,,
parkewe01,Gold Glove,1972,NL,,1Б
fingero01,Most Valuable Player,1981,AL,,
leede02,Gold Glove,2005,NL,,1Б
youklke01,Gold Glove,2007,AL,,1Б
bondsbo01,Gold Glove,1973,NL,,ОФ
earnsge01,Baseball Magazine All-Star,1931,ML,,P3
puckeki01,TSN All-Star,1989,AL,,ОФ
medwijo01,TSN All-Star,1939,ML,,ОФ
peavyja01,Cy Young Award,2007,NL,,
cuyleki01,Baseball Magazine All-Star,1931,ML,,CF
heathje01,Baseball Magazine All-Star,1941,ML,,RF
smithoz01,Gold Glove,1989,NL,,SS
hernake01,Silver Slugger,1984,NL,,1Б
robinja02,Rookie of the Year,1947,ML,,
teixema01,Silver Slugger,2009,AL,,1Б
dimagjo01,Baseball Magazine All-Star,1938,AL,,CF
cobbty01,Baseball Magazine All-Star,1915,ML,,ЛФ
francju01,TSN All-Star,1989,AL,,Две единицы
cartega01,Gold Glove,1981,NL,,С
gonzaad01,Gold Glove,2008,NL,,1Б
decindo01,Silver Slugger,1982,AL,,3Б
scottge02,Gold Glove,1972,AL,,1Б
willibe02,Gold Glove,1997,AL,,ОФ
bartedi01,TSN All-Star,1937,ML,,SS
knighra01,World Series MVP,1986,ML,,
gosligo01,TSN All-Star,1926,ML,,ОФ
musiast01,Baseball Magazine All-Star,1946,NL,,1Б
finlech01,TSN All-Star,1990,AL,,ЛХП
fieldce01,Silver Slugger,1990,AL,,1Б
heathje01,Baseball Magazine All-Star,1941,AL,,RF
tesreje01,Baseball Magazine All-Star,1912,NL,,Q1: Что такое P1?
averiea01,TSN All-Star,1936,ML,,ОФ
jonesra01,TSN All-Star,1975,NL,,ЛХП
rixeyep01,Baseball Magazine All-Star,1922,NL,,П2
posadjo01,Silver Slugger,2007,AL,,С
sundbji01,TSN All-Star,1981,AL,,С
knighra01,Hutch Award,1983,ML,,
sainjo01,TSN All-Star,1948,ML,,П
kleinch01,Triple Crown,1933,NL,,
cuyleki01,Baseball Magazine All-Star,1925,NL,,RF
larkiba01,TSN All-Star,1999,NL,,SS
pujolal01,TSN Major League Player of the Year,2003,ML,,
powervi01,Gold Glove,1962,AL,,1Б
bondsba01,Most Valuable Player,2003,NL,,
welchbo01,TSN All-Star,1990,AL,,Правостороннее движение
palmera01,Gold Glove,1997,AL,,1Б
foxxji01,Most Valuable Player,1938,AL,,
aurilri01,TSN All-Star,2001,NL,,SS
bakerdu01,Silver Slugger,1981,NL,,ОФ
wagnebi02,Rolaids Relief Man Award,1999,NL,,
grohhe01,Baseball Magazine All-Star,1920,NL,,3Б
hollima01,Silver Slugger,2008,NL,,ОФ
wyattwh01,Baseball Magazine All-Star,1941,ML,,П2
santibe01,TSN All-Star,1987,NL,,С
bergewa01,TSN All-Star,1933,ML,,ОФ
mayswi01,Gold Glove,1959,NL,,CF
rodrial01,Hank Aaron Award,2001,AL,,SS
danniha01,Baseball Magazine All-Star,1939,NL,,С
oliveal01,Silver Slugger,1982,NL,,1Б
musiast01,Most Valuable Player,1948,NL,,
templga01,TSN All-Star,1980,NL,,SS
doerrbo01,TSN All-Star,1946,ML,,Две единицы
willite01,Baseball Magazine All-Star,1948,ML,,ЛФ
boddimi01,ALCS MVP,1983,AL,,
santajo01,TSN Pitcher of the Year,2006,AL,,
stargwi01,TSN All-Star,1965,NL,,ОФ
morgajo02,Gold Glove,1975,NL,,Две единицы
ruthba01,Baseball Magazine All-Star,1926,ML,,ОФ
vaughar01,Baseball Magazine All-Star,1938,NL,,SS
alexape01,Baseball Magazine All-Star,1913,NL,,П2
cedence01,Gold Glove,1975,NL,,ОФ
boyerke01,TSN Major League Player of the Year,1964,ML,,
ainsmed01,Baseball Magazine All-Star,1912,AL,,С2
sosasa01,TSN All-Star,2001,NL,,ОФ
schulfr01,Baseball Magazine All-Star,1910,NL,,RF
wynnea01,TSN All-Star,1959,ML,,П
wertzvi01,Baseball Magazine All-Star,1949,AL,,RF
boonebo01,Gold Glove,1987,AL,,С
knoblch01,Gold Glove,1997,AL,,Две единицы
jacksre01,TSN All-Star,1976,AL,,ОФ
gonzaad01,Silver Slugger,2011,AL,,1Б
arroylu01,TSN Fireman of the Year,1961,AL,,
heltoto01,TSN All-Star,2001,NL,,1Б
mageesh01,Baseball Magazine All-Star,1912,NL,,ОФ
hershor01,NLCS MVP,1988,NL,,
buehrma01,Gold Glove,2010,AL,,П
tolanbo01,TSN All-Star,1970,NL,,ОФ
rodrial01,TSN All-Star,2001,AL,,SS
aaronha01,Most Valuable Player,1957,NL,,
bondsba01,Gold Glove,1994,NL,,ОФ
kaatji01,Gold Glove,1967,AL,,П
howarfr01,Rookie of the Year,1960,NL,,
cochrmi01,Baseball Magazine All-Star,1925,AL,,С2
giustda01,TSN Fireman of the Year,1971,NL,,
martipe02,TSN All-Star,1999,AL,,Правостороннее движение
ruthba01,Baseball Magazine All-Star,1929,AL,,RF
duganjo01,Baseball Magazine All-Star,1922,ML,,3Б
landiji01,Gold Glove,1962,AL,,ОФ
piercbi02,TSN Pitcher of the Year,1956,AL,,
slaugen01,Baseball Magazine All-Star,1942,NL,,RF
belanma01,Gold Glove,1974,AL,,SS
coopewa01,Baseball Magazine All-Star,1944,NL,,С
murphdw01,Gold Glove,1983,AL,,ОФ
larkiba01,TSN All-Star,1998,NL,,SS
richabo01,TSN All-Star,1961,AL,,Две единицы
roepr01,TSN All-Star,1951,ML,,П
garcida01,TSN All-Star,1982,AL,,Две единицы
leede02,Gold Glove,2003,NL,,1Б
doerrbo01,TSN Player of the Year,1944,AL,,
maglisa01,TSN All-Star,1951,ML,,П
riceji01,TSN All-Star,1983,AL,,ОФ
yountro01,Gold Glove,1982,AL,,SS
hernawi01,Most Valuable Player,1984,AL,,
ripkeca01,TSN All-Star,1995,AL,,SS
lollash01,Gold Glove,1958,AL,,С
smithoz01,Gold Glove,1990,NL,,SS
devliar01,Baseball Magazine All-Star,1908,NL,,3Б
lylesp01,Cy Young Award,1977,AL,,
koufasa01,Pitching Triple Crown,1965,NL,,
finlest01,Gold Glove,1996,NL,,ОФ
mayswi01,Most Valuable Player,1954,NL,,
benchjo01,Most Valuable Player,1972,NL,,
borowha01,TSN All-Star,1945,ML,,П
gibsoki01,ALCS MVP,1984,AL,,
penaca01,TSN All-Star,2007,AL,,1Б
morneju01,Silver Slugger,2006,AL,,1Б
ruthba01,Baseball Magazine All-Star,1931,AL,,RF
aloumo01,Babe Ruth Award,1997,NL,,ОФ
niekrjo01,TSN All-Star,1979,NL,,Правостороннее движение
olerujo01,Hutch Award,1993,ML,,
molitpa01,Silver Slugger,1987,AL,,ДХ
larocad01,Gold Glove,2012,NL,,1Б
beltrca01,Silver Slugger,2006,NL,,ОФ
nichobi01,Baseball Magazine All-Star,1940,NL,,RF
clemero01,Gold Glove,1963,NL,,ОФ
cavarph01,Most Valuable Player,1945,NL,,
thurmma01,TSN All-Star,1984,NL,,ЛХП
strawda01,TSN All-Star,1988,NL,,ОФ
snidedu01,TSN Player of the Year,1955,NL,,
coombja01,Baseball Magazine All-Star,1910,AL,,П2
crawfsa01,Baseball Magazine All-Star,1915,AL,,RF
garvest01,Gold Glove,1975,NL,,1Б
rodriiv01,Silver Slugger,1999,AL,,С
lopezfe01,Silver Slugger,2005,NL,,SS
smithoz01,TSN All-Star,1985,NL,,SS
brandja01,Gold Glove,1959,NL,,ЛФ
hernawi01,TSN Pitcher of the Year,1984,AL,,
gonzalu01,Branch Rickey Award,2005,ML,,
dawsoan01,Silver Slugger,1983,NL,,ОФ
gehrilo01,TSN Guide MVP,1936,AL,,
hoffmtr01,TSN Fireman of the Year,1998,NL,,
torrejo01,TSN Major League Player of the Year,1971,ML,,
garcino01,Comeback Player of the Year,2006,NL,,
niekrph01,Lou Gehrig Memorial Award,1979,ML,,
kalinal01,Lou Gehrig Memorial Award,1968,ML,,
wyseha01,Baseball Magazine All-Star,1945,NL,,П4
gehrilo01,TSN All-Star,1928,ML,,1Б
mcgrifr01,TSN All-Star,1993,NL,,1Б
olivato01,Gold Glove,1966,AL,,ОФ
carltst01,TSN Pitcher of the Year,1972,NL,,
martipe01,Baseball Magazine All-Star,1935,NL,,3Б
sosasa01,Silver Slugger,1995,NL,,ОФ
hemslro01,Baseball Magazine All-Star,1938,AL,,С2
travice01,Baseball Magazine All-Star,1941,ML,,SS
robinbr01,Gold Glove,1973,AL,,3Б
pendlte01,Gold Glove,1989,NL,,3Б
forstte01,TSN Fireman of the Year,1974,AL,,
wynnea01,TSN Pitcher of the Year,1959,AL,,
ripkeca01,Silver Slugger,1983,AL,,SS
bagweje01,Gold Glove,1994,NL,,1Б
ziskri01,TSN All-Star,1981,AL,,ДХ
lindsfr01,TSN All-Star,1930,ML,,3Б
dickebi01,Baseball Magazine All-Star,1943,ML,,С
schulfr01,Most Valuable Player,1911,NL,,
spahnwa01,Baseball Magazine All-Star,1949,NL,,П2
tejadmi01,Silver Slugger,2005,AL,,SS
killeha01,TSN All-Star,1964,AL,,ОФ
smithoz01,Gold Glove,1980,NL,,SS
murphda05,Most Valuable Player,1982,NL,,
edmonji01,Gold Glove,2005,NL,,ОФ
gehrich01,TSN All-Star,1938,ML,,Две единицы
vizquom01,Gold Glove,1994,AL,,SS
larkiba01,Silver Slugger,1998,NL,,SS
camparo01,TSN All-Star,1951,ML,,С
nettlgr01,TSN All-Star,1975,AL,,3Б
piercbi02,TSN All-Star,1957,ML,,П
hernake01,Gold Glove,1985,NL,,1Б
thomeji01,TSN All-Star,1996,AL,,3Б
hubbeca01,TSN All-Star,1937,ML,,П
powelbo01,Most Valuable Player,1970,AL,,
cedence01,Gold Glove,1974,NL,,ОФ
vanceda01,Baseball Magazine All-Star,1925,ML,,П2
pearsal02,TSN All-Star,1963,AL,,ОФ
alexape01,Pitching Triple Crown,1916,NL,,
tettlmi01,TSN All-Star,1989,AL,,С
ferrewe01,Baseball Magazine All-Star,1930,AL,,П2
jonesch06,TSN All-Star,2001,NL,,3Б
grimebu01,Baseball Magazine All-Star,1928,NL,,P3
polanpl01,Gold Glove,2011,NL,,3Б
ruthba01,Baseball Magazine All-Star,1920,AL,,ОФ
hartnga01,Most Valuable Player,1935,NL,,
raschvi01,Baseball Magazine All-Star,1948,AL,,P3
kaatji01,TSN All-Star,1966,AL,,П
gehrich01,TSN Guide MVP,1937,AL,,
rossco01,NLCS MVP,2010,NL,,
burnsge01,Baseball Magazine All-Star,1919,NL,,ОФ
bondsba01,Silver Slugger,2003,NL,,ОФ
piercbi02,TSN All-Star,1956,ML,,П
gehrilo01,TSN Guide MVP,1934,AL,,
whitede03,Gold Glove,1991,AL,,ОФ
derripa01,Baseball Magazine All-Star,1939,ML,,П2
greenha01,Baseball Magazine All-Star,1945,ML,,ЛФ
thomeji01,Roberto Clemente Award,2002,ML,,
malonpa02,Baseball Magazine All-Star,1930,ML,,P3
rodriiv01,Most Valuable Player,1999,AL,,
sislege01,Baseball Magazine All-Star,1920,AL,,1Б
camparo01,TSN All-Star,1949,ML,,С
kluszte01,TSN All-Star,1955,ML,,1Б
santajo01,TSN All-Star,2004,AL,,П
verlaju01,Cy Young Award,2011,AL,,
mitchke01,TSN All-Star,1989,NL,,ОФ
tennefr02,Baseball Magazine All-Star,1908,NL,,1Б
mathemi01,Gold Glove,2005,NL,,С
cravaga01,Baseball Magazine All-Star,1915,NL,,RF
manwaki01,Gold Glove,1993,NL,,С
pagejo01,Baseball Magazine All-Star,1949,AL,,П2
coopewi01,Baseball Magazine All-Star,1924,NL,,P3
daviswi02,Gold Glove,1971,NL,,ОФ
rolfere01,Baseball Magazine All-Star,1939,ML,,3Б
jonesto02,Rolaids Relief Man Award,2000,AL,,
hubbeca01,Most Valuable Player,1936,NL,,
fostege01,TSN All-Star,1981,NL,,ОФ
cobbty01,Most Valuable Player,1911,AL,,
shockur01,Baseball Magazine All-Star,1920,AL,,P3
wagneho01,Baseball Magazine All-Star,1908,ML,,SS
rogerke01,Gold Glove,2006,AL,,П
cuccito01,Baseball Magazine All-Star,1945,AL,,3Б
whiteea01,Baseball Magazine All-Star,1933,ML,,P3
jonesan01,Gold Glove,1998,NL,,ОФ
pettian01,ALCS MVP,2001,AL,,
richabo01,Gold Glove,1964,AL,,Две единицы
alomaro01,Gold Glove,1991,AL,,Две единицы
boddimi01,TSN All-Star,1984,AL,,Правостороннее движение
ruthba01,Baseball Magazine All-Star,1924,AL,,RF
willite01,Baseball Magazine All-Star,1947,ML,,ЛФ
gibsobo01,World Series MVP,1967,ML,,
palmeji01,Gold Glove,1976,AL,,П
cantwbe01,Baseball Magazine All-Star,1933,NL,,P3
medwijo01,Baseball Magazine All-Star,1938,ML,,ЛФ
stargwi01,Hutch Award,1978,ML,,
fiskca01,TSN All-Star,1990,AL,,С
smithlo01,TSN All-Star,1982,NL,,ОФ
bahnsst01,Rookie of the Year,1968,AL,,
johnsra05,Pitching Triple Crown,2002,NL,,
eckerde01,Most Valuable Player,1992,AL,,
musiast01,Baseball Magazine All-Star,1949,ML,,CF
sandere02,TSN All-Star,1995,NL,,ОФ
kinerra01,Baseball Magazine All-Star,1947,NL,,ЛФ
koufasa01,Babe Ruth Award,1965,NL,,П
guidrro01,Cy Young Award,1978,AL,,
hornsro01,Baseball Magazine All-Star,1916,NL,,3Б
gordojo01,Baseball Magazine All-Star,1947,AL,,Две единицы
rowesc01,Baseball Magazine All-Star,1934,ML,,П4
millest01,TSN Fireman of the Year,1963,AL,,
mclaide01,Cy Young Award,1969,AL,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",
molinya01,Gold Glove,2008,NL,,С
graydo02,Baseball Magazine All-Star,1929,AL,,P3
crandde01,TSN All-Star,1960,ML,,С
murphda05,TSN All-Star,1982,NL,,ОФ
burnsge02,Most Valuable Player,1926,AL,,
