yearid,teamid,lgid,playerid,salary
1992,MON,NL,sampebi01,175000
1996,MON,NL,rodrihe02,220000
1995,ML4,AL,givenbr01,109000
1990,TOR,AL,bordepa01,180000
2004,PHI,NL,millwke01,11000000
2005,CLE,AL,stanfja01,316500
2010,PIT,NL,crosbbo01,1000000
2006,SDN,NL,younger01,700000
2008,MIL,NL,hardyjj01,2650000
1985,ML4,AL,manniri01,510000
2006,COL,NL,fuentbr01,2000000
2008,SDN,NL,hampsju01,402500
1986,SDN,NL,martica01,240000
1990,DET,AL,wardga01,537500
2010,NYN,NL,paganan01,1500000
2006,COL,NL,carroja01,700000
1999,CHA,AL,rodrili01,200000
1990,CLE,AL,mantoje01,100000
2005,NYA,AL,sanchre01,600000
1995,BAL,AL,mcdonbe01,4500000
2004,ATL,NL,jonesch06,15333333
1990,CAL,AL,downibr01,1250000
1993,CAL,AL,nielsje01,115000
1999,PHI,NL,ogeach01,1783334
2007,SFN,NL,ortizru01,380000
2008,BAL,AL,pattotr01,390000
1994,OAK,AL,wittbo01,3250000
1985,CAL,AL,corbedo01,360000
2006,OAK,AL,perezan01,334500
1990,KCA,AL,dejesjo01,100000
2012,TOR,AL,perezlu01,485700
1989,CLE,AL,obriepe03,700000
2006,DET,AL,rodnefe01,385000
2007,LAN,NL,seaneru01,700000
1990,MIN,AL,newmaal01,350000
2009,TOR,AL,purceda01,403700
1997,BOS,AL,eshelva01,182000
1997,BOS,AL,brandma01,187500
2012,CHA,AL,thornma01,5500000
2001,PIT,NL,ritchto01,1933333
2010,HOU,NL,keppije01,1150000
1985,TEX,AL,wardga01,720000
1994,LAN,NL,waynega01,350000
2002,MIL,NL,ochoaal01,2750000
1997,TOR,AL,crespfe01,160000
1997,ML4,AL,reyesal01,153000
1991,CHN,NL,dascedo01,165000
2000,ARI,NL,kimby01,762500
1993,NYA,AL,gallemi01,1575000
2001,PHI,NL,huntebr02,900000
2000,OAK,AL,isrinja01,825000
2007,BAL,AL,bedarer01,3400000
1986,OAK,AL,mcgwima01,60000
1987,LAN,NL,guerrpe01,1520000
2010,SDN,NL,latosma01,407800
2005,PIT,NL,grabojo02,327000
2003,DET,AL,higgibo02,11850000
1990,SDN,NL,benesan01,130000
2000,SEA,AL,lampkto01,950000
2007,CIN,NL,braybi01,382500
2008,SDN,NL,hoffmtr01,7500000
1997,HOU,NL,kileda01,1700000
2000,KCA,AL,bottari01,1500000
1993,OAK,AL,blankla02,627000
1990,CAL,AL,finlech01,725000
2003,SLN,NL,tomkobr01,3300000
1991,SLN,NL,moyerja01,200000
2004,MIN,AL,mauerjo01,300000
2008,HOU,NL,cruzjo02,650000
1994,CAL,AL,salmoti01,600000
1990,PIT,NL,backmwa01,400000
2004,MON,NL,bergepe01,300000
1986,TOR,AL,mosebll01,732500
1997,SDN,NL,finlest01,2986672
2009,CLE,AL,reyesan01,414200
2003,CHN,NL,choihe01,305000
2002,PHI,NL,persoro01,6250000
2010,CHA,AL,nixja01,420000
1985,CAL,AL,hendrge01,737000
2006,TBA,AL,harpetr01,850000
2005,COL,NL,sullico01,316000
2001,ARI,NL,milleda02,1250000
1998,CIN,NL,sandere02,3700000
2009,LAA,AL,shielsc01,5000000
1998,COL,NL,echevan01,175000
1991,TEX,AL,jeffcmi01,390000
2009,SLN,NL,carpech01,13302583
1993,SDN,NL,gutieri01,109000
1999,OAK,AL,hernara02,200000
1993,PHI,NL,batiski01,122500
2000,NYA,AL,stantmi02,2400000
2002,TBA,AL,flahejo01,3250000
1991,ATL,NL,blausje01,280000
2000,BAL,AL,surhobj01,4146789
2007,DET,AL,seaybo01,450000
2002,KCA,AL,durbich01,275000
1997,PIT,NL,liebejo01,335000
2002,MON,NL,armasto02,335000
1995,BAL,AL,rhodear01,275000
2010,CHN,NL,fontemi01,1000000
2006,LAA,AL,izturma01,350000
1985,TEX,AL,slaugdo01,215000
1986,DET,AL,lagami01,72500
1999,MIN,AL,hunteto01,200000
2004,HOU,NL,palmeor01,750000
2007,LAN,NL,schmija01,15703946
1996,ATL,NL,jonesch06,825000
2005,CHN,NL,blanche01,1200000
2005,DET,AL,vinafe01,3000000
1993,MON,NL,siddajo01,109000
2010,CLE,AL,branyru01,1500000
1998,BAL,AL,mathete01,865000
2002,BAL,AL,gibboja01,232500
1996,ML4,AL,kiefema01,130000
2000,CHN,NL,younger01,4500000
1997,COL,NL,leskacu01,516667
2002,SEA,AL,sasakka01,5070000
2009,CLE,AL,leecl02,6000000
2002,TEX,AL,valdeis01,2500000
2008,OAK,AL,dinarle01,900000
1990,KCA,AL,perryge01,662500
2001,CIN,NL,reitsch01,200000
1985,DET,AL,herndla01,675000
1998,SDN,NL,vosbeed01,575000
2003,CIN,NL,mateoru01,340000
1996,TEX,AL,greerru01,258333
1993,PIT,NL,kingje01,675000
2007,BOS,AL,lowelmi01,9000000
2003,SFN,NL,alfoned01,4000000
2005,TOR,AL,frasoja01,332500
2006,MIN,AL,radkebr01,9000000
1988,BOS,AL,trautjo01,62500
1996,KCA,AL,jacomja01,150000
2008,CIN,NL,volqued01,392500
1991,CHN,NL,berryda01,230000
2011,DET,AL,peraljh01,5250000
1987,SFN,NL,masonmi01,280000
2012,CIN,NL,baileho02,2425000
2000,BOS,AL,daubabr01,295000
1987,CIN,NL,daviser01,330000
1988,SEA,AL,jacksmi02,77500
2001,LAN,NL,rebouje01,450000
2003,DET,AL,ingebr01,315000
2010,WAS,NL,costech01,650000
1991,CAL,AL,valenfe01,300000
2010,DET,AL,cokeph01,425000
2012,CLE,AL,marsolo01,491700
2002,BOS,AL,clarkto02,5000000
1989,TEX,AL,russeje01,480000
2001,LAN,NL,bogarti01,525000
1990,TEX,AL,russeje01,1166667
2009,TEX,AL,teagata01,401000
1999,MON,NL,klinest02,260000
2003,MIL,NL,fostejo01,300000
1997,TEX,AL,stevele01,300000
1991,ML4,AL,molitpa01,3243333
1994,BAL,AL,smithlo01,750000
1993,DET,AL,kreutch01,240000
1992,CIN,NL,morriha02,430000
2010,LAN,NL,monasca01,400000
1995,SEA,AL,amarari01,250000
1985,LAN,NL,sciosmi01,435000
1993,SEA,AL,nelsoje01,195000
1993,MON,NL,shawje01,140000
1995,OAK,AL,helfaer01,112000
1999,HOU,NL,bakopa01,230000
2004,OAK,AL,rhodear01,1800000
1990,PIT,NL,walkbo01,850000
1998,PHI,NL,ariasal01,425000
1999,CLE,AL,riskeda01,200000
1991,BOS,AL,reardje01,2533333
2002,SLN,NL,veresda01,4250000
1989,MON,NL,paredjo01,70500
2001,CIN,NL,larkiba01,9000000
1988,BAL,AL,thurmma01,435000
1993,ATL,NL,jonesch06,109000
1999,CLE,AL,wilsoen01,214000
1999,LAN,NL,vizcajo01,3000000
2002,PIT,NL,boehrbr01,675000
2008,BOS,AL,caseyse01,800000
1992,CAL,AL,stevele01,130000
2007,FLO,NL,olsensc01,380000
2000,BOS,AL,floribr01,1350000
2004,ANA,AL,weberbe01,900000
2007,PHI,NL,dobbsgr01,385000
2006,ARI,NL,grimsja01,825000
1993,SLN,NL,whitema01,508333
2005,CLE,AL,sauersc01,500000
1993,BAL,AL,reynoha01,1650000
2000,SLN,NL,howarth01,650000
1987,CAL,AL,whitede03,70000
2007,SLN,NL,carpech01,8500000
1990,KCA,AL,macfami01,105000
1995,TOR,AL,coxda01,700000
2006,ARI,NL,easleda01,700000
2005,SEA,AL,guarded01,6000000
1991,TEX,AL,stanlmi02,145000
1998,NYN,NL,ordonre01,320000
2002,BAL,AL,garcilu02,200000
2008,OAK,AL,foulkke01,700000
1989,BAL,AL,ripkebi01,100000
1990,ML4,AL,hamilda02,100000
2000,COL,NL,shumpte01,650000
1999,ATL,NL,jordabr01,4600000
2008,LAA,AL,shielsc01,4250000
2003,MON,NL,hernali01,3825000
2012,OAK,AL,colonba01,2000000
2000,OAK,AL,jonesdo01,600000
1999,CHA,AL,lundqda01,200000
1989,LAN,NL,griffal01,1000000
1988,LAN,NL,griffal01,750000
2011,WAS,NL,coffeto01,1350000
1992,NYA,AL,learyti01,2175000
1990,BOS,AL,kieckda01,100000
1995,TOR,AL,cedendo01,140000
2005,PIT,NL,foggjo01,2150000
1999,CHA,AL,navarja01,5000000
2001,TEX,AL,mateoru01,300000
2011,SLN,NL,pujolal01,14508395
1998,KCA,AL,offerjo01,2000000
2003,MON,NL,vazquja01,6000000
2002,TBA,AL,zambrvi01,215000
2007,TEX,AL,wilkebr01,4350000
2010,WAS,NL,wangch01,2000000
1997,NYN,NL,wilsopa02,167500
1993,SFN,NL,thompro01,1925000
2002,FLO,NL,tejermi01,201000
2008,NYN,NL,vargaja01,394000
1997,BOS,AL,averyst01,4850000
2010,ATL,NL,jurrjja01,480000
2000,ARI,NL,milleda02,300000
1999,SDN,NL,riverru01,265000
1990,SEA,AL,brantmi01,170000
1993,MON,NL,colbrgr01,126000
2002,DET,AL,weaveje01,2350000
1996,DET,AL,trammal01,600000
2003,ATL,NL,jonesch06,13333333
2006,ATL,NL,jordabr01,700000
1999,MIL,NL,nilssda01,5694133
1999,CHA,AL,nortogr01,255000
1998,ANA,AL,edmonji01,3175000
2009,MIN,AL,bonsebo01,450000
1997,ANA,AL,jamesmi01,330000
2007,SLN,NL,kinnejo01,382000
1999,SEA,AL,ramsaro01,200000
1999,CLE,AL,colonba01,625000
1990,PHI,NL,krukjo01,655000
1994,TOR,AL,cedendo01,122500
2005,PIT,NL,perezol01,381000
1995,SFN,NL,rossejo01,109000
1994,NYN,NL,maddumi01,1362500
1987,ATL,NL,suttebr01,1729167
1993,SDN,NL,nieveme01,109000
2010,SDN,NL,cabreev01,418800
1989,MIN,AL,guthrma01,68000
2001,TEX,AL,glynnry01,240000
1987,BAL,AL,boddimi01,825000
1995,BOS,AL,hoseydw01,110000
2012,HOU,NL,lowrije01,1150000
1994,FLO,NL,mathete01,118000
1998,TBA,AL,mecirji01,205000
2006,PHI,NL,lidleco01,3300000
1995,ML4,AL,mercejo02,125000
2012,DET,AL,raburry01,2100000
1986,PHI,NL,maddumi01,60000
2012,MIA,NL,infanom01,4000000
1993,SDN,NL,gwynnto01,4333333
2002,SDN,NL,boydja02,253000
1992,BOS,AL,zupcibo01,109000
1990,MIN,AL,larkige01,228000
1987,HOU,NL,agostju01,100000
1998,CHN,NL,tapanke01,4000000
1991,LAN,NL,morgami01,650000
1988,PIT,NL,drabedo01,160000
2008,CHN,NL,johnsre02,1300000
2007,ATL,NL,diazma02,395000
2007,KCA,AL,sandere02,5000000
2009,BOS,AL,greenni01,550000
2011,CHN,NL,mateoma01,417000
2003,SEA,AL,guillca01,2500000
2008,CHN,NL,sotoge01,401000
2004,ATL,NL,wrighja02,850000
1989,CAL,AL,downibr01,1250000
2004,MIN,AL,mientdo01,2800000
2001,TEX,AL,haselbi01,800000
2009,PHI,NL,ibanera01,7166666
2011,SDN,NL,quallch01,1500000
1992,MON,NL,cartega01,825000
1993,SFN,NL,allanan01,120000
2007,BOS,AL,penawi01,1875000
1986,SDN,NL,wojnaed01,65000
2007,DET,AL,durbich01,385000
1999,DET,AL,weaveje01,200000
2007,LAN,NL,furcara01,13730196
1995,TEX,AL,greerru01,175000
1997,PHI,NL,ruffcsc01,158500
1990,DET,AL,sheetla01,670000
2004,SDN,NL,greenkh01,300500
1990,CAL,AL,wittmi01,1300000
2007,CLE,AL,delluda01,3750000
1996,PIT,NL,parrist01,135000
1994,CIN,NL,hansoer01,2700000
2009,WAS,NL,gonzaal03,400000
1994,COL,NL,holmeda01,740000
1999,TBA,AL,lambda01,200000
2000,CIN,NL,caseyse01,400000
1996,PHI,NL,benjami01,325000
1999,NYN,NL,jonesbo03,4866666
2012,MIA,NL,hayesbr01,480000
1985,CAL,AL,beniqju01,365000
1987,NYA,AL,clemepa01,125000
2006,HOU,NL,wheelda01,930000
2003,ANA,AL,lackejo01,315000
2011,WAS,NL,desmoia01,441500
1988,DET,AL,nokesma01,165000
2001,ARI,NL,schilcu01,6500000
2006,BAL,AL,coninje01,1700000
2003,FLO,NL,redmomi01,1050000
1986,HOU,NL,mizerjo01,60000
2007,LAA,AL,kendrho01,395000
1999,MIN,AL,hockide01,325000
1994,PHI,NL,liebemi01,109000
2008,ARI,NL,meddebr01,409500
1999,ARI,NL,womacto01,1650000
2007,MIN,AL,kubelja01,387500
2004,PHI,NL,liebemi01,7500000
2009,PHI,NL,victosh01,3125000
1998,CLE,AL,wilsoen01,175000
2008,CHN,NL,dempsry01,7333333
1997,CHN,NL,tapanke01,3750000
2001,COL,NL,petribe01,232000
2003,SFN,NL,ainswku01,302000
1989,CIN,NL,collida02,225000
2001,NYN,NL,wendetu01,3100000
1989,KCA,AL,farrst01,605000
2010,TEX,AL,saltaja01,418580
2004,SFN,NL,eyresc01,1000000
2004,SDN,NL,eatonad01,1925000
1997,BAL,AL,millsal01,850000
2007,CHN,NL,marquja01,4750000
2005,SEA,AL,soriara01,340000
1994,BOS,AL,blossgr01,109000
1995,PHI,NL,eisenji01,1369445
1999,SLN,NL,lankfra01,6600000
1999,MIL,NL,eldreca01,4766667
1998,NYA,AL,mendora01,275000
1999,DET,AL,fickro01,200000
2011,ATL,NL,freemfr01,414000
1987,NYN,NL,darliro01,1050000
1992,TEX,AL,russeje01,2600000
2003,DET,AL,bondeje01,300000
2004,ARI,NL,katama01,315000
1988,HOU,NL,smithda02,1100000
2007,ARI,NL,durbijd01,380000
1997,CLE,AL,colonba01,150000
1998,COL,NL,mcelrch01,817000
2001,SFN,NL,dunstsh01,1000000
2009,ATL,NL,escobyu01,425000
1989,NYN,NL,milleke01,85000
1997,PIT,NL,cookest01,300000
2005,ATL,NL,perezed02,625000
2005,LAA,AL,figgich01,390000
1994,COL,NL,paintla01,120000
2010,CHA,AL,lucydo01,400000
1988,PHI,NL,almonbi01,250000
2004,KCA,AL,stairma01,1000000
1996,SDN,NL,joynewa01,2550000
2000,ATL,NL,mcglike01,242000
2007,SFN,NL,morrima01,10037283
2008,NYA,AL,giambja01,23428571
1991,CHN,NL,boskish01,130000
1995,MIN,AL,tapanke01,3600000
1991,PIT,NL,landrbi01,820000
2001,TEX,AL,helliri01,4500000
2012,SFN,NL,wilsobr01,8500000
1985,CAL,AL,mccaski01,60000
1996,COL,NL,freemma02,2500000
1999,TOR,AL,bordepa01,270000
1997,LAN,NL,guthrma01,1600000
1996,CLE,AL,ramirma02,1100000
1997,MIN,AL,trombmi01,375000
2004,CIN,NL,castrju01,1000000
2009,BAL,AL,johnsji04,420000
2010,LAN,NL,belisro01,412500
1999,DET,AL,blairwi01,3750000
1993,CIN,NL,hernace01,120000
1987,OAK,AL,steinte01,62500
2007,DET,AL,rabelmi01,380000
1990,MON,NL,foleyto02,335000
2012,CHA,AL,pierzaj01,6000000
2005,OAK,AL,kotsama01,6500000
1989,CHA,AL,mormaru01,68000
1994,SDN,NL,cianfar01,185000
2001,NYA,AL,willibe02,12357143
1994,NYN,NL,bonilbo01,6300000
2006,TEX,AL,blaloha01,3050000
1990,CLE,AL,brownje01,310000
2005,DET,AL,whitero02,3250000
1992,MON,NL,vandejo02,110500
2010,CIN,NL,janispa01,412500
2010,CLE,AL,westbja01,11000000
1997,SEA,AL,sheetan01,152500
2011,NYA,AL,novaiv01,432900
1986,PHI,NL,hudsoch02,277500
1996,CAL,AL,smithle02,2100000
1998,SEA,AL,mccargr01,180000
1986,CIN,NL,willica01,70000
2001,ANA,AL,wisema01,207500
1986,KCA,AL,whitefr01,485000
2010,OAK,AL,zieglbr01,410000
1991,DET,AL,tettlmi01,1600000
1995,TEX,AL,heredwi01,109000
1994,FLO,NL,whitmda02,131000
1986,OAK,AL,willaje01,80000
1989,SLN,NL,dipinfr01,452500
1990,CAL,AL,howelja02,652500
1992,NYA,AL,mattido01,3620000
2007,NYA,AL,mussimi01,11070423
2010,SEA,AL,lowema01,1150000
1994,CAL,AL,pattebo01,650000
1991,SEA,AL,buhneja01,247500
2003,BAL,AL,bedarer01,300000
2012,CHN,NL,mateoma01,485000
1993,TEX,AL,davisbu02,130000
1988,CIN,NL,landrbi01,75000
2005,PHI,NL,padilvi01,3200000
2002,COL,NL,speieju01,310000
2010,NYN,NL,mainejo01,3300000
2010,OAK,AL,bradeda01,420000
2009,WAS,NL,tavarju01,500000
1987,CIN,NL,stillku01,80000
2003,BOS,AL,damonjo01,7500000
1986,CHN,NL,lopesda01,490000
1988,SFN,NL,butlebr01,900000
2003,NYN,NL,piazzmi01,15571429
2007,LAN,NL,clarkbr02,3900000
1995,BAL,AL,gomezle02,925000
1999,DET,AL,nitkocj01,300000
1986,MON,NL,burketi01,160000
1993,DET,AL,mooremi01,3333333
2004,ATL,NL,perezed02,625000
2005,SEA,AL,sexsori01,6000000
2002,ATL,NL,francju01,600000
1997,SFN,NL,roajo01,150000
2007,OAK,AL,scutama01,1550000
1985,CHN,NL,sorenla01,320000
1994,PIT,NL,bellja01,3400000
1999,TBA,AL,cairomi01,235000
2012,CLE,AL,masteju01,3825000
1999,NYA,AL,einerda01,200000
1990,MON,NL,raineti01,2055555
2000,LAN,NL,dreifda01,3700000
1998,KCA,AL,macfami01,725000
1989,BAL,AL,gonzare01,95000
2009,SLN,NL,mccleky01,411000
1997,COL,NL,mccurje01,175000
1992,NYA,AL,maaske01,255000
2000,OAK,AL,mathetj01,1225000
1988,OAK,AL,lansfca01,1300000
1995,ML4,AL,reyesal01,109000
1993,FLO,NL,barbebr01,190000
1994,COL,NL,younger01,205000
1993,TEX,AL,bronkje01,109000
1991,NYN,NL,teufeti01,637500
1992,OAK,AL,baineha01,1583333
2003,SFN,NL,eyresc01,725000
1998,SLN,NL,polanpl01,170000
2006,CIN,NL,kearnau01,1850000
2012,OAK,AL,bradeda01,3350000
1997,BOS,AL,oleartr01,1100000
2010,HOU,NL,matsuka01,5500000
2000,ATL,NL,hubbatr01,400000
2006,BAL,AL,lopezro01,3750000
1991,OAK,AL,rileser01,792500
1986,CLE,AL,nixonot01,97500
2007,NYN,NL,chaveen01,1725000
2011,CIN,NL,masseni01,1725000
1992,BAL,AL,pooleji02,140000
1989,CIN,NL,scuddsc01,68000
1988,NYA,AL,kellyro01,67000
1992,NYA,AL,wittmi01,2916667
2011,PIT,NL,overbly01,5000000
2006,LAA,AL,colonba01,14000000
2003,SDN,NL,loretma01,1250000
2009,TOR,AL,tallebr01,1015000
1996,TOR,AL,crespfe01,109000
1991,MON,NL,rojasme01,115000
2002,TEX,AL,kolbda01,260000
1993,CHN,NL,sandbry01,5975000
1986,ATL,NL,morenom01,100000
2008,NYA,AL,betemwi01,1165000
1989,HOU,NL,kneppbo01,68000
2000,CLE,AL,burbada01,5000000
1993,CLE,AL,belleal01,1675000
2008,LAA,AL,napolmi01,425000
1989,SFN,NL,maldoca01,900000
2011,SFN,NL,poseybu01,575000
2008,CLE,AL,perezra01,406700
2003,SEA,AL,hasegsh01,1800000
1999,SFN,NL,johnsjo07,702500
1988,PIT,NL,cangejo01,125000
2000,TBA,AL,alvarwi01,9000000
1989,ML4,AL,sveumda01,225000
1987,SEA,AL,ziskri01,272500
2011,COL,NL,hammeja01,3000000
2006,BAL,AL,broweji01,700000
1995,NYA,AL,elsteke01,300000
1997,SDN,NL,hamiljo02,675000
2004,FLO,NL,spoonti01,305000
2012,SDN,NL,staufti01,3200000
2002,CHN,NL,osbordo01,450000
1999,MIL,NL,collilo01,215000
2005,KCA,AL,greinza01,330500
1998,ANA,AL,wilsotr01,225000
2007,NYA,AL,jeterde01,21600000
1990,PHI,NL,combspa01,112000
1992,CAL,AL,abbotji01,1850000
1997,CHN,NL,gonzaje01,150000
2012,CIN,NL,arroybr01,8166666
1998,CHN,NL,mieskma01,550000
2012,NYA,AL,jeterde01,15729364
1986,BAL,AL,dixonke01,140000
1986,TOR,AL,alexado01,700000
