qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
2279,243,64,28,21,26,1:29.540,,
7331,978,826,5,26,12,1:41.726,1:30.355,
2007,216,77,22,8,1,1:41.873,,
1086,68,17,3,9,14,1:48.560,1:46.413,
183,26,6,3,8,15,1:21.407,1:21.112,
6128,911,20,9,1,3,2:10.105,2:08.868,2:07.717
4730,849,4,6,5,3,1:32.986,1:31.727,1:30.516
5390,877,808,207,21,21,1:45.151,,
3849,112,14,1,5,8,1:19.128,,
1623,176,23,3,6,11,1:18.506,,
2751,263,111,31,32,26,1:21.829,,
5256,872,30,131,7,5,1:25.302,1:24.675,1:24.540
2046,224,73,29,16,18,1:36.198,,
5138,867,3,131,8,6,1:39.061,1:38.504,1:38.623
4438,71,30,6,1,18,1:57.931,,
3864,113,31,3,3,3,1:09.391,,
2818,266,94,18,23,15,1:21.837,,
5749,894,820,206,23,22,1:41.322,,
6459,933,815,10,11,16,1:12.522,,
1368,88,13,15,12,10,1:48.278,,
1837,208,21,17,12,7,1:16.912,,
3145,8,67,5,12,20,1:20.236,,
7031,964,3,131,6,1,1:31.858,1:30.714,1:30.647
6796,953,20,6,5,4,1:14.610,1:14.318,1:14.552
1935,212,22,24,22,17,1:20.255,,
6904,958,830,9,33,4,1:40.424,1:22.660,1:20.557
997,64,15,7,8,13,1:15.430,1:15.150,
6543,938,830,5,33,20,,,
222,28,7,5,14,14,1:20.640,1:20.963,
6627,943,817,9,3,5,1:21.166,1:20.783,1:20.399
1302,85,18,16,3,4,1:21.369,,
2303,244,90,28,22,24,1:29.608,,
732,52,21,4,3,12,1:13.482,1:12.968,
7409,982,832,5,55,10,1:42.176,1:41.826,1:42.056
3948,117,22,6,2,8,1:16.166,,
4207,96,22,6,2,7,1:29.353,,
5417,878,39,164,23,24,1:42.740,,
5034,862,10,206,24,21,1:39.282,,
1589,173,48,18,20,21,1:39.972,,
2509,253,84,27,25,12,1:21.541,,
