playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
hobaued01,1963,1,WS2,AL,0,0,9,1,0,0,0,48,20,11,3,6,11,0.0,6,2.0,1.0,2.0,0,77.0,3.0,13,,,
hickmch01,1898,1,BSN,NL,1,2,6,3,3,1,2,99,22,8,0,13,9,0.0,2,,1.0,0.0,0,0.0,3.0,8,,,
ojedabo01,1994,1,NYA,AL,0,0,2,2,0,0,0,9,11,8,1,6,3,0.0,24,0.0,0.0,0.0,0,25.0,0.0,8,,,
ryanji01,1893,1,CHN,NL,0,0,1,0,0,0,0,14,3,0,0,0,1,0.0,0,,0.0,0.0,0,0.0,1.0,0,,,
baumgst01,1914,1,PHI,NL,2,2,15,3,2,1,0,181,60,22,0,16,24,0.0,3,,0.0,2.0,0,248.0,8.0,29,,,
heimafr01,1928,1,NYA,AL,2,3,13,9,5,0,0,204,66,25,3,16,25,0.0,3,,1.0,1.0,0,311.0,3.0,30,,,
podbibu01,1952,2,CIN,NL,4,5,24,7,4,1,1,260,78,27,8,26,22,0.0,2,,0.0,1.0,0,354.0,8.0,30,,,
harrisl01,1928,1,BOS,AL,8,11,27,15,4,1,1,385,141,66,5,33,37,0.0,4,,0.0,2.0,0,566.0,8.0,74,,,
burkejo03,1994,1,SFN,NL,6,8,25,25,0,0,0,478,176,64,14,36,85,0.0,3,7.0,2.0,7.0,0,676.0,0.0,72,,,
freemma02,1986,1,PHI,NL,2,0,3,3,0,0,0,48,6,4,0,10,8,0.0,2,0.0,1.0,0.0,0,61.0,0.0,4,,,
knetzel01,1915,1,PTF,FL,18,14,41,33,22,3,3,837,256,80,5,89,120,9.0,2,,4.0,1.0,0,1111.0,8.0,105,,,
cummica01,1872,1,NY2,,33,20,55,55,53,3,0,1491,600,139,2,30,43,,2,,,,0,,,347,,,
jurisal01,1947,1,PHI,NL,1,7,34,12,5,0,3,355,110,65,15,52,48,0.0,4,,0.0,1.0,0,488.0,12.0,69,,,
meltocl01,1941,1,NY1,NL,8,11,42,22,9,3,1,583,181,65,14,61,100,0.0,3,,2.0,2.0,0,818.0,10.0,80,,,
craigro01,1962,1,NYN,NL,10,24,42,33,13,0,3,700,261,117,35,70,118,0.0,4,3.0,7.0,7.0,2,998.0,8.0,133,,,
mclisca01,1947,1,PIT,NL,0,0,1,0,0,0,0,3,2,2,0,0,0,0.0,18,,0.0,1.0,0,6.0,1.0,2,,,
jenkife01,1974,1,TEX,AL,25,12,41,41,29,6,0,985,286,103,27,45,225,0.0,2,3.0,4.0,8.0,2,1305.0,0.0,117,,,
hubbeca01,1943,1,NY1,NL,4,4,12,11,3,0,0,198,87,36,7,24,31,0.0,4,,4.0,0.0,0,299.0,0.0,36,,,
howele01,1923,1,BOS,AL,1,0,12,2,0,0,0,90,23,8,0,7,7,0.0,2,,0.0,1.0,0,122.0,4.0,10,,,
pascuca02,1955,1,WS1,AL,2,12,43,16,1,0,3,387,158,88,5,70,82,0.0,6,6.0,2.0,6.0,1,605.0,12.0,94,,,
faulbi01,1963,1,DET,AL,5,6,28,10,2,0,1,291,93,50,14,48,64,0.0,4,3.0,6.0,4.0,3,431.0,8.0,55,,,
ilslebl01,1994,1,CHN,NL,0,0,10,0,0,0,0,45,25,13,2,9,9,0.0,7,2.0,1.0,0.0,0,74.0,1.0,13,,,
baldsja01,1965,1,PHI,NL,5,8,65,0,0,0,6,297,102,42,4,42,81,0.0,3,12.0,5.0,4.0,0,436.0,31.0,53,,,
ciscoga01,1965,1,NYN,NL,4,8,35,17,1,1,0,337,119,56,12,51,58,0.0,4,2.0,3.0,1.0,2,499.0,8.0,63,,,
antonjo02,1960,1,SFN,NL,6,7,41,10,1,1,11,337,106,47,7,47,57,0.0,3,10.0,1.0,2.0,0,480.0,19.0,51,,,
portuma01,1992,1,HOU,NL,6,3,18,16,1,1,0,304,76,30,7,41,62,0.0,2,3.0,1.0,1.0,1,405.0,0.0,32,,,
cuppyni01,1895,1,CL4,NL,26,14,47,40,36,1,2,1059,384,139,9,95,91,0.0,3,,8.0,0.0,1,0.0,6.0,210,,,
cadargr01,1994,1,TOR,AL,0,1,21,0,0,0,0,60,24,13,4,17,15,0.0,5,2.0,6.0,0.0,0,100.0,8.0,15,,,
ryancy01,1887,1,NY4,AA,0,1,2,1,0,0,0,7,5,6,1,6,0,,23,,0.0,0.0,0,17.0,1.0,9,,,
terrysc01,1989,1,SLN,NL,8,10,31,24,1,0,2,446,142,59,14,43,69,0.0,3,6.0,2.0,3.0,2,619.0,5.0,65,,,
burkeje01,1890,1,NY1,NL,3,10,21,12,6,0,0,354,134,73,3,92,82,0.0,5,,16.0,0.0,0,0.0,7.0,123,,,
thielja01,1908,1,CLE,AL,4,3,11,8,5,0,0,185,59,25,2,9,15,0.0,3,,0.0,4.0,1,245.0,2.0,30,,,
pearsik01,1948,1,CHA,AL,2,3,23,2,0,0,1,159,62,29,8,27,12,0.0,4,,2.0,2.0,0,245.0,14.0,32,,,
schoesc01,2002,1,ANA,AL,9,8,54,15,0,0,1,354,119,64,17,49,65,,4,4.0,1.0,5.0,1,510.0,4.0,68,,,
fernaja01,2004,1,HOU,NL,0,0,2,1,0,0,0,3,6,6,0,5,0,0.0,54,0.0,0.0,0.0,0,14.0,0.0,6,,,
colluja01,1962,2,CLE,AL,0,0,1,0,0,0,0,4,4,2,0,0,1,0.0,13,0.0,0.0,0.0,0,7.0,0.0,2,,,
delosra01,1974,1,HOU,NL,1,1,12,0,0,0,0,37,11,3,0,9,7,0.0,2,4.0,0.0,0.0,0,57.0,5.0,6,,,
karnsbi01,1901,1,BLA,AL,1,0,3,1,1,0,0,51,30,12,0,9,5,0.0,6,,1.0,0.0,0,0.0,2.0,18,,,
dobsoch01,1974,1,CAL,AL,2,3,5,5,2,0,0,90,39,19,3,13,16,0.0,5,1.0,3.0,0.0,0,137.0,0.0,19,,,
anderbi01,1925,1,BSN,NL,0,0,2,0,0,0,0,8,5,3,0,2,1,0.0,10,,0.0,0.0,0,14.0,2.0,3,,,
mcgratu01,1977,1,PHI,NL,7,3,45,0,0,0,9,237,62,23,6,24,58,0.0,2,5.0,1.0,1.0,0,311.0,31.0,25,,,
fossla01,1961,1,PIT,NL,1,1,3,3,0,0,0,46,15,10,3,11,9,0.0,5,0.0,0.0,2.0,0,70.0,0.0,11,,,
mitchbo01,1878,1,CN1,NL,7,2,9,9,9,1,0,240,69,19,1,18,51,0.0,2,,3.0,,0,328.0,0.0,32,,,
moranch02,1903,1,SLN,NL,0,1,3,2,2,0,0,72,30,14,0,19,7,0.0,5,,2.0,1.0,0,121.0,1.0,29,,,
nenro01,1997,1,FLO,NL,9,3,73,0,0,0,35,222,72,32,7,40,81,0.0,3,7.0,5.0,0.0,0,332.0,65.0,35,,,
brechha01,1953,1,SLA,AL,5,13,26,16,3,0,1,352,122,40,7,31,44,0.0,3,,1.0,3.0,1,494.0,7.0,51,,,
lolicmi01,1972,1,DET,AL,22,14,41,41,23,4,0,982,282,91,29,74,250,0.0,2,5.0,6.0,11.0,0,1321.0,0.0,100,,,
yoshima01,1998,1,NYN,NL,6,8,29,29,1,0,0,515,166,75,22,53,117,,3,5.0,5.0,6.0,1,724.0,0.0,79,,,
mcglyst01,1908,1,SLN,NL,1,6,16,6,4,0,1,227,76,29,0,17,23,0.0,3,,1.0,2.0,1,316.0,9.0,40,,,
willile01,1914,1,DET,AL,0,1,1,1,0,0,0,3,3,0,0,2,0,0.0,0,,0.0,0.0,0,9.0,0.0,5,,,
phoebto01,1966,1,BAL,AL,2,1,3,3,2,2,0,66,16,3,0,6,17,0.0,1,0.0,2.0,0.0,1,82.0,0.0,3,,,
carpecr01,1993,2,TEX,AL,4,1,27,0,0,0,1,96,35,15,4,12,27,0.0,4,1.0,2.0,2.0,0,139.0,8.0,15,,,
coreybr01,2008,2,SDN,NL,1,3,39,0,0,0,0,117,42,27,7,9,18,,6,3.0,2.0,0.0,1,167.0,8.0,27,,,
strahdi01,1954,1,CHA,AL,0,0,9,0,0,0,1,43,16,9,0,8,8,0.0,5,,0.0,0.0,0,68.0,7.0,10,,,
pavliro01,1998,1,TEX,AL,1,1,5,0,0,0,1,42,16,6,2,5,8,,3,1.0,1.0,1.0,0,63.0,2.0,8,,,
gebhabo01,1974,1,MON,NL,0,0,1,0,0,0,0,6,5,1,1,0,0,0.0,4,0.0,0.0,0.0,0,11.0,1.0,1,,,
candito01,1988,1,CLE,AL,14,8,31,31,11,1,0,650,225,79,15,53,137,0.0,3,3.0,5.0,6.0,7,903.0,0.0,86,,,
jordani01,1951,1,PHI,NL,2,3,5,5,2,1,0,110,35,13,4,8,11,0.0,3,,0.0,0.0,1,149.0,0.0,15,,,
mayru01,1977,1,BAL,AL,18,14,37,37,11,4,0,755,243,101,25,78,105,0.0,3,2.0,2.0,5.0,0,1047.0,0.0,114,,,
earlear01,1963,1,BOS,AL,3,7,53,4,0,0,1,347,124,61,13,43,97,0.0,4,8.0,2.0,8.0,0,523.0,18.0,73,,,
youngcy01,1902,1,BOS,AL,32,11,45,43,41,3,0,1154,350,92,6,53,160,0.0,2,,3.0,13.0,0,1527.0,1.0,136,,,
grimsja01,1994,1,CLE,AL,5,2,14,13,1,0,0,248,91,42,7,34,59,0.0,4,1.0,6.0,6.0,1,368.0,0.0,47,,,
perraro01,1961,1,LAN,NL,7,5,53,1,0,0,6,275,82,27,5,41,56,0.0,2,7.0,4.0,4.0,1,393.0,15.0,31,,,
cattajo01,1884,2,SLU,UA,1,1,2,2,2,0,0,51,12,4,0,4,13,,2,,0.0,,0,,0.0,10,,,
purdijo01,1965,1,LAN,NL,2,1,11,2,0,0,0,68,26,17,8,13,16,0.0,6,3.0,2.0,0.0,0,106.0,1.0,19,,,
bushjo01,1922,1,NYA,AL,26,7,39,30,20,0,3,766,240,94,16,85,92,0.0,3,,5.0,1.0,0,1062.0,8.0,109,,,
corrifr01,1910,1,SLN,NL,6,14,30,18,9,0,3,468,168,66,1,55,51,0.0,3,,7.0,9.0,1,658.0,9.0,88,,,
walkbo01,1993,1,PIT,NL,13,14,32,32,3,0,0,561,214,118,23,70,80,0.0,5,5.0,2.0,5.0,3,822.0,0.0,121,,,
holleed01,1928,1,CHN,NL,0,0,13,1,0,0,0,93,31,13,1,16,10,0.0,3,,0.0,2.0,1,137.0,8.0,15,,,
gregopa01,1932,1,CHA,AL,5,3,33,9,3,0,0,353,125,59,8,51,39,0.0,4,,2.0,2.0,1,518.0,12.0,75,,,
spencge01,1950,1,NY1,NL,1,0,10,1,1,0,0,76,12,7,3,7,5,0.0,2,,0.0,0.0,0,94.0,4.0,7,,,
cunnibe01,1901,1,CHN,NL,0,1,1,1,1,0,0,27,11,5,0,3,2,0.0,5,,0.0,0.0,1,40.0,0.0,6,,,
jonessa02,1961,1,SFN,NL,8,8,37,17,2,0,1,385,134,64,12,57,105,0.0,4,7.0,7.0,8.0,0,579.0,10.0,72,,,
shawbo01,1964,1,SFN,NL,7,6,61,1,0,0,11,280,105,39,5,31,57,0.0,3,6.0,4.0,5.0,0,412.0,27.0,43,,,
eischjo01,1997,1,CIN,NL,0,0,1,0,0,0,0,4,2,1,0,1,2,0.0,6,0.0,1.0,0.0,0,7.0,0.0,2,,,
davisda01,1884,2,BSN,NL,1,3,4,4,3,0,0,93,50,27,2,8,13,0.0,7,,2.0,0.0,0,149.0,0.0,36,,,
leibrch01,1984,1,KCA,AL,11,7,23,23,0,0,0,431,158,58,11,38,53,0.0,3,2.0,5.0,3.0,1,621.0,0.0,65,,,
fletcpa01,1995,1,PHI,NL,1,0,10,0,0,0,0,40,15,8,2,9,10,0.0,5,2.0,2.0,1.0,0,64.0,1.0,8,,,
shirlbo01,1980,1,SDN,NL,11,12,59,12,3,0,7,411,143,54,12,54,67,0.0,3,15.0,1.0,0.0,2,585.0,32.0,58,,,
mcgowdu01,2007,1,TOR,AL,12,10,27,27,2,1,0,509,146,77,14,61,144,,4,3.0,13.0,2.0,0,705.0,0.0,80,,,
earleto01,1939,1,BSN,NL,1,4,14,2,0,0,1,120,49,21,1,19,9,0.0,4,,1.0,2.0,1,189.0,5.0,28,,,
brusswa01,1978,1,PHI,NL,6,3,58,0,0,0,0,266,74,23,0,30,60,0.0,2,7.0,1.0,3.0,2,348.0,17.0,25,,,
peterji01,1937,1,BRO,NL,0,0,3,0,0,0,0,17,8,5,3,2,4,0.0,7,,0.0,0.0,0,26.0,1.0,5,,,
boehljo01,1914,1,WS1,AL,12,8,27,24,14,2,1,588,180,66,3,76,91,0.0,3,,4.0,9.0,1,782.0,3.0,76,,,
wingaer01,1926,1,SLA,AL,5,8,39,16,7,0,3,507,188,67,9,76,30,0.0,3,,1.0,5.0,0,760.0,16.0,86,,,
wyattwh01,1939,1,BRO,NL,8,3,16,14,6,2,0,327,88,28,3,39,52,0.0,2,,3.0,2.0,0,451.0,2.0,34,,,
gettich01,1899,1,NY1,NL,7,8,18,15,12,0,0,384,161,63,3,54,25,0.0,4,,4.0,4.0,0,0.0,3.0,102,,,
taberjo01,1890,1,BSN,NL,0,1,2,1,1,0,1,39,11,6,0,8,3,0.0,4,,0.0,0.0,1,0.0,1.0,8,,,
bielemi01,1994,1,ATL,NL,2,0,19,1,0,0,0,81,28,12,2,12,18,0.0,4,1.0,0.0,1.0,1,115.0,7.0,12,,,
wilheho01,1958,1,CLE,AL,2,7,30,6,1,0,5,271,70,25,4,35,57,0.0,2,2.0,2.0,1.0,0,371.0,16.0,32,,,
oroscje01,2000,1,SLN,NL,0,0,6,0,0,0,0,7,3,1,1,3,4,0.0,3,2.0,0.0,2.0,0,16.0,0.0,3,,,
kushem01,1949,1,CHN,NL,3,3,26,0,0,0,2,143,51,20,7,24,22,0.0,3,,2.0,2.0,2,209.0,17.0,21,,,
gelnajo01,1970,1,ML4,AL,4,3,53,0,0,0,4,277,98,43,7,23,48,0.0,4,5.0,1.0,5.0,1,394.0,23.0,46,,,
dicksmu01,1942,1,SLN,NL,6,3,36,7,2,0,2,362,91,39,1,61,66,0.0,2,,2.0,1.0,0,488.0,13.0,41,,,
alvarwi01,1993,1,CHA,AL,15,8,31,31,1,1,0,623,168,68,14,122,155,0.0,2,8.0,2.0,7.0,1,877.0,0.0,78,,,
depaujo01,2004,1,NYA,AL,0,1,3,1,0,0,0,27,9,5,2,4,2,0.0,5,0.0,0.0,0.0,0,38.0,0.0,6,,,
kuzavbo01,1949,1,CHA,AL,10,6,29,18,9,1,0,470,139,70,6,91,83,0.0,4,,2.0,1.0,0,685.0,3.0,76,,,
cullobu01,1926,1,PIT,NL,0,0,4,0,0,0,0,11,3,3,0,6,1,0.0,7,,0.0,0.0,1,21.0,3.0,4,,,
fanovfr01,1953,1,PHA,AL,0,3,26,3,0,0,0,185,62,38,5,37,37,0.0,5,,7.0,6.0,0,282.0,9.0,41,,,
brancra01,1954,1,DET,AL,3,3,17,5,0,0,0,136,63,29,10,30,15,0.0,5,,0.0,2.0,0,227.0,4.0,33,,,
dunklda01,1899,1,WAS,NL,0,2,4,2,2,0,0,78,46,29,3,14,9,0.0,10,,1.0,1.0,0,0.0,2.0,34,,,
rodrifr03,2002,1,ANA,AL,0,0,5,0,0,0,0,17,3,0,0,2,13,,0,1.0,0.0,1.0,0,21.0,4.0,0,,,
oswalro01,2011,1,PHI,NL,9,10,23,23,0,0,0,417,153,57,10,33,93,,3,2.0,3.0,5.0,0,594.0,0.0,60,,,
glendma01,1902,1,CIN,NL,0,1,1,1,0,0,0,9,5,4,0,4,0,0.0,12,,0.0,0.0,0,0.0,0.0,5,,,
ferrado01,1960,1,CHA,AL,0,1,5,0,0,0,0,12,8,8,2,9,4,0.0,18,0.0,0.0,0.0,0,29.0,1.0,8,,,
rhinebi01,1898,1,PIT,NL,12,16,31,29,27,2,0,774,289,101,0,61,48,0.0,3,,4.0,13.0,0,0.0,2.0,143,,,
lehrju01,2006,1,MIL,NL,2,1,16,0,0,0,0,47,24,15,2,7,12,,8,1.0,1.0,1.0,0,75.0,4.0,16,,,
varnedi01,1902,1,CLE,AL,1,1,3,3,0,0,0,44,14,10,0,12,7,0.0,6,,1.0,5.0,0,0.0,0.0,15,,,
cottren01,1911,1,PIT,NL,0,0,1,0,0,0,0,3,4,1,0,1,0,0.0,9,,0.0,0.0,0,7.0,0.0,4,,,
marshmi01,1978,1,MIN,AL,10,12,54,0,0,0,21,297,80,27,3,37,56,0.0,2,1.0,2.0,1.0,0,404.0,51.0,31,,,
hallaro01,2001,1,TOR,AL,5,3,17,16,1,1,0,316,97,37,3,25,96,,3,0.0,4.0,1.0,1,432.0,0.0,41,,,
silvajo01,2002,1,CIN,NL,1,0,12,0,0,0,0,70,25,11,3,10,6,,4,3.0,2.0,3.0,0,101.0,1.0,11,,,
frostda01,1980,1,CAL,AL,4,8,15,15,2,0,0,235,97,46,8,21,28,0.0,5,1.0,3.0,2.0,0,343.0,0.0,53,,,
bystrma01,1984,1,PHI,NL,4,4,11,11,0,0,0,170,66,32,5,22,36,0.0,5,1.0,0.0,0.0,4,258.0,0.0,36,,,
ramsdwi01,1950,1,BRO,NL,1,2,5,0,0,0,1,19,7,2,0,2,2,0.0,2,,1.0,1.0,0,27.0,5.0,3,,,
wickeke01,1938,1,NYA,AL,1,0,1,0,0,0,0,3,0,0,0,1,0,0.0,0,,0.0,0.0,0,4.0,0.0,0,,,
schanch01,1946,1,PHI,NL,6,6,32,15,4,0,4,349,130,75,8,71,47,0.0,5,,6.0,5.0,0,535.0,12.0,82,,,
graydo02,1932,1,SLA,AL,7,12,52,18,7,3,4,620,250,104,9,53,79,0.0,4,,6.0,1.0,1,919.0,18.0,126,,,
mcaleja01,1901,1,CHA,AL,0,0,1,0,0,0,0,9,7,3,0,1,1,0.0,9,,0.0,0.0,0,0.0,1.0,3,,,
boydja02,1999,1,PIT,NL,0,0,4,0,0,0,0,16,5,2,0,2,4,0.0,3,0.0,1.0,1.0,0,24.0,0.0,2,,,
belinbo01,1963,1,LAA,AL,2,9,13,13,2,0,0,230,78,49,12,35,60,0.0,5,2.0,2.0,4.0,0,341.0,0.0,54,,,
hodgesh01,1921,1,CHA,AL,6,8,36,10,5,0,2,428,191,104,7,54,25,0.0,6,,3.0,5.0,0,655.0,18.0,118,,,
ruhleve01,1980,1,HOU,NL,12,4,28,22,6,2,0,478,148,42,7,29,55,0.0,2,1.0,0.0,3.0,2,638.0,1.0,51,,,
greinza01,2004,1,KCA,AL,8,11,24,24,0,0,0,435,143,64,26,26,100,0.0,3,3.0,1.0,8.0,1,599.0,0.0,64,,,
johnssi01,1930,1,CIN,NL,3,1,35,3,0,0,0,235,86,43,5,31,47,0.0,4,,2.0,4.0,0,345.0,17.0,54,,,
geyerru01,1913,1,SLN,NL,1,5,30,4,2,0,1,236,83,46,6,38,21,0.0,5,,3.0,2.0,0,349.0,20.0,57,,,
ogdencu01,1923,1,PHA,AL,1,2,18,2,0,0,0,139,63,29,2,32,14,0.0,5,,1.0,3.0,0,235.0,11.0,39,,,
andujjo01,1981,1,HOU,NL,2,3,9,3,0,0,0,71,29,13,2,12,18,0.0,4,0.0,0.0,0.0,0,113.0,0.0,17,,,
alexape01,1926,2,SLN,NL,9,7,23,16,11,2,2,445,136,48,8,24,35,0.0,2,,0.0,2.0,0,597.0,7.0,57,,,
groveor01,1941,1,CHA,AL,0,0,2,0,0,0,0,21,9,8,2,5,5,0.0,10,,1.0,0.0,0,35.0,0.0,8,,,
howelke01,1986,1,LAN,NL,6,12,62,0,0,0,12,293,86,42,7,63,104,0.0,3,9.0,4.0,3.0,0,437.0,36.0,48,,,
schoesc01,2000,1,ANA,AL,7,10,27,27,1,1,0,510,183,103,21,67,78,0.0,5,2.0,4.0,6.0,3,742.0,0.0,112,,,
ciscoga01,1961,1,BOS,AL,2,4,17,8,0,0,0,157,67,39,5,28,26,0.0,6,0.0,1.0,0.0,1,242.0,4.0,40,,,
mathech01,1909,1,NY1,NL,25,6,37,33,26,8,2,826,192,35,2,36,149,0.0,1,,4.0,0.0,0,1021.0,4.0,57,,,
mecirji01,1999,1,TBA,AL,0,1,17,0,0,0,0,62,15,6,0,14,15,0.0,2,0.0,0.0,1.0,0,91.0,3.0,7,,,
cicoted01,1912,1,BOS,AL,1,3,9,6,2,0,0,138,58,29,0,15,20,0.0,5,,2.0,1.0,0,198.0,2.0,34,,,
byrdpa01,1997,1,ATL,NL,4,4,31,4,0,0,0,159,47,31,6,28,37,0.0,5,4.0,3.0,4.0,1,236.0,9.0,34,,,
colemjo04,1948,1,PHA,AL,14,13,33,29,13,3,0,647,224,98,11,90,86,0.0,4,,6.0,1.0,1,944.0,2.0,105,,,
jacksed01,2007,1,TBA,AL,5,15,32,31,1,1,0,483,195,103,19,88,128,,5,3.0,7.0,4.0,1,755.0,0.0,116,,,
sosajo02,2005,1,ATL,NL,13,3,44,20,0,0,0,402,122,38,12,64,85,,2,8.0,3.0,0.0,0,577.0,5.0,42,,,
brechha01,1947,1,SLN,NL,16,11,29,28,18,1,1,670,220,82,20,66,89,0.0,3,,3.0,3.0,0,927.0,1.0,92,,,
sandesc01,1994,1,CHA,AL,8,4,18,14,1,0,0,276,110,52,20,12,36,0.0,5,1.0,0.0,2.0,1,389.0,0.0,57,,,
staneal01,1963,1,SFN,NL,0,0,11,0,0,0,0,40,10,7,1,12,5,0.0,4,2.0,1.0,0.0,0,61.0,4.0,7,,,
schotge01,1938,1,CIN,NL,5,5,31,4,0,0,2,249,89,41,8,32,21,0.0,4,,2.0,1.0,0,359.0,21.0,47,,,
vealebo01,1963,1,PIT,NL,5,2,34,7,3,2,3,233,59,9,1,40,68,0.0,1,2.0,5.0,1.0,1,321.0,10.0,15,,,
merckke01,1997,1,CIN,NL,8,11,28,25,0,0,0,434,135,63,16,62,75,0.0,3,6.0,2.0,2.0,1,616.0,0.0,65,,,
allenne01,1981,1,NYN,NL,7,6,43,0,0,0,18,200,64,22,4,26,50,0.0,2,8.0,3.0,0.0,0,286.0,35.0,26,,,
mathegr01,1990,1,SLN,NL,0,5,11,10,0,0,0,152,53,30,2,30,18,0.0,5,1.0,2.0,2.0,1,229.0,0.0,34,,,
giebefl01,1939,1,DET,AL,1,1,9,0,0,0,0,46,19,5,1,12,9,0.0,2,,2.0,0.0,0,74.0,6.0,7,,,
critcmo01,1882,2,SL4,AA,0,4,4,4,4,0,0,102,43,16,3,7,2,,4,,0.0,,0,0.0,0.0,31,,,
muncrbo01,1937,1,SLA,AL,0,0,1,1,0,0,0,6,3,1,1,2,0,0.0,4,,0.0,0.0,0,12.0,0.0,2,,,
hamnera01,1946,1,CHA,AL,2,7,25,7,1,0,1,214,80,35,2,39,29,0.0,4,,2.0,5.0,0,337.0,9.0,47,,,
roquera01,1999,1,MIL,NL,1,6,43,9,0,0,1,253,96,50,16,42,66,0.0,5,1.0,4.0,4.0,1,386.0,7.0,52,,,
duranro01,1998,1,DET,AL,0,1,18,0,0,0,0,46,9,10,0,17,12,,5,0.0,2.0,2.0,0,74.0,5.0,10,,,
trlicri01,1997,2,NYN,NL,0,0,9,0,0,0,0,27,10,8,2,5,4,0.0,8,0.0,2.0,0.0,0,39.0,4.0,9,,,
curtijo01,1984,1,CAL,AL,1,2,17,0,0,0,0,86,30,14,4,11,18,0.0,4,1.0,3.0,0.0,0,127.0,6.0,16,,,
arlinst01,1974,2,CLE,AL,2,5,11,10,1,0,0,131,59,32,1,22,20,0.0,6,4.0,5.0,0.0,0,200.0,1.0,34,,,
halldi01,1965,1,BAL,AL,11,8,48,0,0,0,12,281,84,32,8,11,79,0.0,3,7.0,0.0,0.0,0,368.0,35.0,34,,,
doherjo02,1992,1,DET,AL,7,4,47,11,0,0,3,348,131,50,4,25,37,0.0,3,5.0,5.0,4.0,0,491.0,9.0,61,,,
buxtora01,1938,1,PHA,AL,0,1,5,0,0,0,0,28,12,5,1,5,9,0.0,4,,0.0,0.0,0,43.0,3.0,7,,,
wellsda01,1994,1,DET,AL,5,7,16,16,5,1,0,334,113,49,13,24,71,0.0,3,6.0,5.0,2.0,0,464.0,0.0,54,,,
belinbo01,1970,1,CIN,NL,0,0,3,0,0,0,0,24,10,4,0,6,6,0.0,4,0.0,3.0,0.0,0,40.0,1.0,6,,,
lerchra01,1978,1,PHI,NL,11,8,33,28,5,0,0,552,183,81,15,70,96,0.0,3,3.0,5.0,1.0,2,784.0,3.0,89,,,
rasmuha01,1915,1,CHF,FL,0,0,2,0,0,0,0,6,3,3,0,2,2,9.0,13,,2.0,0.0,0,0.0,2.0,3,,,
sanchdu01,2005,1,LAN,NL,4,7,79,0,0,0,8,246,75,34,8,36,71,,3,6.0,7.0,3.0,1,353.0,31.0,36,,,
colcoto01,1894,1,PIT,NL,8,5,22,14,11,0,0,446,207,117,5,70,29,0.0,7,,7.0,0.0,0,0.0,8.0,143,,,
nolanth01,1885,1,PHI,NL,1,5,7,7,6,0,0,162,55,25,1,24,20,0.0,4,,5.0,0.0,0,239.0,0.0,43,,,
lawrebr01,1958,1,CIN,NL,8,13,46,23,6,2,5,543,194,83,12,55,74,0.0,4,7.0,1.0,4.0,0,773.0,13.0,89,,,
millewa04,2006,1,CHN,NL,0,2,5,5,0,0,0,65,19,11,4,18,20,,4,1.0,1.0,1.0,0,103.0,0.0,12,,,
strombr01,1976,1,SDN,NL,12,16,36,33,8,1,0,632,188,77,15,73,103,0.0,3,8.0,13.0,2.0,2,878.0,1.0,100,,,
