playerid,yearid,gamenum,gameid,teamid,lgid,gp,startingpos
guerrvl01,2002,0,NLS200207090,MON,NL,1.0,8.0
odombl01,1969,0,ALS196907230,OAK,AL,1.0,
fellebo01,1940,0,NLS194007090,CLE,AL,1.0,
camildo01,1941,0,ALS194107080,BRO,NL,0.0,
doerrbo01,1947,0,NLS194707080,BOS,AL,1.0,
grosswa01,1977,0,ALS197707190,OAK,AL,0.0,
howelja01,1989,0,ALS198907110,LAN,NL,1.0,
guerrvl01,1999,0,ALS199907130,MON,NL,1.0,
freylo01,1943,0,ALS194307130,CIN,NL,1.0,
garcimi01,1952,0,NLS195207080,CLE,AL,0.0,
hubbeca01,1941,0,ALS194107080,NY1,NL,0.0,
gordojo01,1949,0,NLS194907120,CLE,AL,1.0,
bentoal01,1942,0,NLS194207060,DET,AL,1.0,
murraed02,1983,0,ALS198307060,BAL,AL,1.0,
smithoz01,1989,0,ALS198907110,SLN,NL,1.0,6.0
olivato01,1964,0,NLS196407070,MIN,AL,1.0,9.0
fellebo01,1948,0,ALS194807130,CLE,AL,0.0,
lefebji01,1966,0,NLS196607120,LAN,NL,1.0,4.0
murcebo01,1975,0,ALS197507150,SFN,NL,1.0,
treshto01,1962,2,NLS196207300,NYA,AL,1.0,
oliveal01,1982,0,NLS198207130,MON,NL,1.0,
nealch01,1960,1,ALS196007110,LAN,NL,1.0,
foxxji01,1941,0,ALS194107080,BOS,AL,1.0,
jurrjja01,2011,0,NLS201107120,ATL,NL,1.0,
mcculcl01,1953,0,NLS195307140,CHN,NL,0.0,
aloufe01,1966,0,NLS196607120,ATL,NL,0.0,
adamsac01,1943,0,ALS194307130,NY1,NL,0.0,
burgmto01,1980,0,NLS198007080,BOS,AL,0.0,
dykesji01,1934,0,NLS193407100,CHA,AL,0.0,
reynocr01,1979,0,ALS197907170,HOU,NL,1.0,
richabo01,1962,2,NLS196207300,NYA,AL,1.0,
mantlmi01,1962,2,NLS196207300,NYA,AL,0.0,
conceda01,1975,0,ALS197507150,CIN,NL,1.0,6.0
bowala01,1974,0,NLS197407230,PHI,NL,1.0,6.0
killeha01,1970,0,NLS197007140,MIN,AL,1.0,5.0
josefe01,1991,0,ALS199107090,SLN,NL,1.0,
powervi01,1960,2,ALS196007130,CLE,AL,1.0,
rudijo01,1975,0,ALS197507150,OAK,AL,1.0,7.0
pinedmi01,2011,0,NLS201107120,SEA,AL,1.0,
sievero01,1956,0,ALS195607100,WS1,AL,1.0,
piazzmi01,1998,0,NLS199807070,NYN,NL,1.0,2.0
pagejo01,1944,0,NLS194407110,NYA,AL,0.0,
aaronha01,1955,0,NLS195507120,ML1,NL,1.0,
castrst01,2012,0,ALS201207100,CHN,NL,1.0,
sundbji01,1978,0,NLS197807110,TEX,AL,1.0,
camildo01,1939,0,ALS193907110,BRO,NL,1.0,
mizejo01,1953,0,NLS195307140,NYA,AL,1.0,
finlech01,1996,0,NLS199607090,CAL,AL,1.0,
bagweje01,1994,0,NLS199407120,HOU,NL,1.0,
rosepe01,1974,0,NLS197407230,CIN,NL,1.0,7.0
foxne01,1955,0,NLS195507120,CHA,AL,1.0,4.0
luzingr01,1975,0,ALS197507150,PHI,NL,1.0,
warnelo01,1933,0,ALS193307060,CHN,NL,1.0,
guerrvl01,2006,0,NLS200607110,LAA,AL,1.0,7.0
crandde01,1956,0,ALS195607100,ML1,NL,0.0,
baineha01,1989,0,ALS198907110,CHA,AL,1.0,10.0
medwijo01,1934,0,NLS193407100,SLN,NL,1.0,7.0
beltrca01,2012,0,ALS201207100,NYN,NL,1.0,9.0
mcgratu01,1972,0,NLS197207250,NYN,NL,1.0,
henrybi01,1960,1,ALS196007110,CIN,NL,0.0,
uptonju01,2009,0,NLS200907140,ARI,NL,1.0,
callijo01,1962,2,NLS196207300,PHI,NL,1.0,
dyeje01,2006,0,NLS200607110,CHA,AL,1.0,
pujolal01,2003,0,ALS200307150,SLN,NL,1.0,7.0
parneme01,1949,0,NLS194907120,BOS,AL,1.0,1.0
allendi01,1972,0,NLS197207250,CHA,AL,1.0,3.0
greinza01,2009,0,NLS200907140,KCA,AL,1.0,
hernali01,2005,0,ALS200507120,WAS,NL,1.0,
camparo01,1954,0,ALS195407130,BRO,NL,1.0,2.0
kimbrcr01,2011,0,NLS201107120,ATL,NL,1.0,
dobyla01,1950,0,ALS195007110,CLE,AL,1.0,8.0
foxne01,1956,0,ALS195607100,CHA,AL,1.0,4.0
leibeha01,1941,0,ALS194107080,CHN,NL,0.0,
carewro01,1977,0,ALS197707190,MIN,AL,1.0,3.0
jacksla01,1958,0,ALS195807080,SLN,NL,1.0,
johnsda02,1968,0,NLS196807090,BAL,AL,1.0,
donovdi01,1961,2,ALS196107310,WS2,AL,0.0,
smithre06,1969,0,ALS196907230,BOS,AL,1.0,
brownch02,1986,0,NLS198607150,SFN,NL,1.0,
stephve01,1945,0,,SLA,AL,0.0,
schwado01,1961,2,ALS196107310,BOS,AL,1.0,
howarel01,1964,0,NLS196407070,NYA,AL,1.0,2.0
puckeki01,1995,0,ALS199507110,MIN,AL,1.0,9.0
henderi01,1990,0,NLS199007100,OAK,AL,1.0,7.0
nelsoje01,2001,0,ALS200107100,SEA,AL,1.0,
hendrge01,1983,0,ALS198307060,SLN,NL,0.0,
montgje01,1996,0,NLS199607090,KCA,AL,0.0,
gentiji01,1961,2,ALS196107310,BAL,AL,0.0,
loftoke01,1998,0,NLS199807070,CLE,AL,1.0,7.0
skowrbi01,1961,2,ALS196107310,NYA,AL,0.0,
smithle02,1995,0,ALS199507110,CAL,AL,0.0,
moorete01,1940,0,NLS194007090,SLN,NL,1.0,8.0
salech01,2012,0,ALS201207100,CHA,AL,1.0,
liebemi01,1999,0,ALS199907130,PHI,NL,1.0,
youngmi02,2008,0,ALS200807150,TEX,AL,1.0,
conceda01,1977,0,ALS197707190,CIN,NL,1.0,6.0
piazzmi01,2001,0,ALS200107100,NYN,NL,1.0,2.0
cartela02,2003,0,ALS200307150,TBA,AL,0.0,
willite01,1960,1,ALS196007110,BOS,AL,1.0,
halleto01,1968,0,NLS196807090,LAN,NL,1.0,
narlera01,1958,0,ALS195807080,CLE,AL,1.0,
knighra01,1982,0,NLS198207130,HOU,NL,1.0,
dawsoan01,1987,0,ALS198707140,CHN,NL,1.0,8.0
vernomi01,1954,0,ALS195407130,WS1,AL,1.0,
farretu01,1964,0,NLS196407070,HOU,NL,1.0,
willite01,1959,2,NLS195908030,BOS,AL,1.0,7.0
waltebu01,1939,0,ALS193907110,CIN,NL,0.0,
hackst01,1941,0,ALS194107080,CHN,NL,1.0,5.0
gilesbr02,2000,0,NLS200007110,PIT,NL,1.0,
hodgegi01,1954,0,ALS195407130,BRO,NL,1.0,
oliveal01,1983,0,ALS198307060,MON,NL,1.0,3.0
loftoke01,1996,0,NLS199607090,CLE,AL,1.0,8.0
stearjo01,1980,0,NLS198007080,NYN,NL,1.0,
kalinal01,1965,0,ALS196507130,DET,AL,1.0,
weaveje02,2011,0,NLS201107120,DET,AL,1.0,1.0
mazerbi01,1960,2,ALS196007130,PIT,NL,1.0,4.0
utleych01,2006,0,NLS200607110,PHI,NL,1.0,4.0
mantlmi01,1959,1,NLS195907070,NYA,AL,1.0,
cedence01,1974,0,NLS197407230,HOU,NL,1.0,
tejadmi01,2005,0,ALS200507120,BAL,AL,1.0,6.0
foxxji01,1939,0,ALS193907110,BOS,AL,0.0,
francju01,1991,0,ALS199107090,TEX,AL,0.0,
mccanbr01,2007,0,NLS200707100,ATL,NL,1.0,
berkmla01,2004,0,NLS200407130,HOU,NL,1.0,8.0
willite01,1960,2,ALS196007130,BOS,AL,1.0,
loesbi01,1957,0,NLS195707090,BAL,AL,1.0,
bollifr01,1961,2,ALS196107310,ML1,NL,1.0,4.0
