lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
1771,bucknbi01,,bucknbi01h,1949,12,14,USA,CA,Vallejo,,,,,,,Bill,Buckner,,William Joseph,Billy Buck,185,72,L,L,9/21/1969,5/30/1990,Arizona State,bucknbi01,bucknbi01,buckb001,bucknbi01,bucknbi01
1783,buforda01,,,1970,6,12,USA,MD,Baltimore,,,,,,,Damon,Buford,,Damon Jackson,,170,70,R,R,5/4/1993,5/15/2001,,buforda01,buforda01,bufod001,buforda01,buforda01
1847,burkejo03,,,1964,11,28,USA,PA,New Brighton,,,,,,,John,Burkett,,John David,,175,74,R,R,9/15/1987,9/26/2003,,burkejo03,burkejo03,burkj001,burkejo03,burkejo03
1850,burksel01,,burksel01h,1964,9,11,USA,MS,Vicksburg,,,,,,,Ellis,Burks,,Ellis Rena,,175,74,R,R,4/30/1987,10/2/2004,Ranger JC,burksel01,burksel01,burke001,burksel01,burksel01
2031,camermi01,,,1973,1,8,USA,GA,LaGrange,,,,,,,Mike,Cameron,,Michael Terrance,Cammy,205,74,R,R,8/27/1995,,,camermi01,camermi01,camem001,camermi01,camermi01
2225,caseyse01,,,1974,7,2,USA,NJ,Willingboro,,,,,,,Sean,Casey,,Sean Thomas,The Mayor,215,76,L,R,9/12/1997,9/28/2008,Richmond,caseyse01,caseyse01,cases001,caseyse01,caseyse01
2250,castifr01,,,1969,4,1,USA,TX,ElPaso,,,,,,,Frank,Castillo,,Frank Anthony,,180,73,R,R,6/27/1991,5/26/2005,,castifr01,castifr01,castf001,castifr01,castifr01
2299,ceronri01,,,1954,5,19,USA,NJ,Newark,,,,,,,Rick,Cerone,,Richard Aldo,,192,71,R,R,8/17/1975,7/10/1992,Seton Hall,ceronri01,ceronri01,ceror001,ceronri01,ceronri01
2487,clarkja01,,clarkja01h,1955,11,10,USA,PA,New Brighton,,,,,,,Jack,Clark,,Jack Anthony,Jack the Ripper,175,74,R,R,9/12/1975,8/28/1992,,clarkja01,clarkja01,clarj001,clarkja01,clarkja01
2505,clarkto02,,,1972,6,15,USA,KS,Newton,,,,,,,Tony,Clark,,Anthony Christopher,,205,80,B,R,9/3/1995,,San Diego State,clarkto02,clarkto02,clart002,clarkto02,clarkto02
2542,clearma01,,,1956,5,27,USA,CA,Los Angeles,,,,,,,Mark,Clear,,Mark Alan,,200,76,R,R,4/4/1979,5/16/1990,Mount San Antonio JC,clearma01,clearma01,cleam001,clearma01,clearma01
2548,clemero02,,clemero02h,1962,8,4,USA,OH,Dayton,,,,,,,Roger,Clemens,,William Roger,Rocket,205,76,R,R,5/15/1984,9/16/2007,Texas,clemero02,clemero02,clemr001,clemero02,clemero02
2550,clemema01,,,1974,8,12,USA,PA,McCandless Township,,,,,,,Matt,Clement,,,,190,75,R,R,9/6/1998,6/14/2006,,clemema01,clemema01,clemm001,clemema01,clemema01
2651,colemmi01,,,1975,8,16,USA,TN,Nashville,,,,,,,Michael,Coleman,,Michael Donnell,Prime Time,180,71,R,R,9/1/1997,5/16/2001,,colemmi01,colemmi01,colem001,colemmi01,colemmi01
2722,coneda01,,coneda01h,1963,1,2,USA,MO,Kansas City,,,,,,,David,Cone,,David Brian,,180,73,L,R,6/8/1986,5/28/2003,,coneda01,coneda01,coned001,coneda01,coneda01
2832,coopesc01,,,1967,10,13,USA,MO,St. Louis,,,,,,,Scott,Cooper,,Scott Kendrick,,200,75,L,R,9/5/1990,9/28/1997,,coopesc01,coopesc01,coops001,coopesc01,coopesc01
2860,coreybr01,,,1973,10,21,USA,CA,Thousand Oaks,,,,,,,Bryan,Corey,,Bryan Scott,,170,73,R,R,5/13/1998,8/9/2008,,coreybr01,coreybr01,coreb001,coreybr01,coreybr01
2884,corsiji01,,,1961,9,9,USA,MA,Newton,,,,,,,Jim,Corsi,,James Bernard,,210,73,R,R,6/28/1988,10/3/1999,St. Leo,corsiji01,corsiji01,corsj001,corsiji01,corsiji01
2991,crawfpa02,,,1977,8,4,USA,AR,Little Rock,,,,,,,Paxton,Crawford,,,,205,75,R,R,7/1/2000,6/6/2001,,crawfpa02,crawfpa02,crawp001,crawfpa02,crawfpa02
2993,crawfst01,,,1958,4,29,USA,OK,Pryor,,,,,,,Steve,Crawford,,Steven Ray,,225,77,R,R,9/2/1980,10/5/1991,NE Oklahoma State,crawfst01,crawfst01,craws001,crawfst01,crawfst01
3178,cuylemi01,,,1968,10,7,USA,GA,Macon,,,,,,,Milt,Cuyler,,Milton (Jr.),,175,70,B,R,9/6/1990,9/27/1998,,cuylemi01,cuylemi01,cuylm001,cuylemi01,cuylemi01
3228,damonjo01,,,1973,11,5,USA,KS,Fort Riley,,,,,,,Johnny,Damon,,Johnny David,Caveman,205,74,L,L,8/12/1995,,,damonjo01,damonjo01,damoj001,damonjo01,damonjo01
3264,darwida01,,darwida01h,1955,10,25,USA,TX,Bonham,,,,,,,Danny,Darwin,,Daniel Wayne,"Bonham Bullet,Dr. Death",185,75,R,R,9/8/1978,9/22/1998,Grayson County,darwida01,darwida01,darwd001,darwida01,darwida01
3272,daubabr01,,,1972,2,11,USA,IL,Belleville,,,,,,,Brian,Daubach,,,Belleville Basher,201,73,L,R,9/10/1998,7/8/2005,,daubabr01,daubabr01,daubb001,daubabr01,daubabr01
3367,dawsoan01,,dawsoan01h,1954,7,10,USA,FL,Miami,,,,,,,Andre,Dawson,,Andre Nolan,The Hawk,180,75,R,R,9/11/1976,9/29/1996,Florida A&M,dawsoan01,dawsoan01,dawsa001,dawsoan01,dawsoan01
3655,doherjo02,,,1967,6,11,USA,NY,New York,,,,,,,John,Doherty,,John Harold,,190,76,R,R,4/8/1992,4/15/1996,Concordia,doherjo02,doherjo02,dohej001,doherjo02,doherjo02
3686,donnech01,,,1966,4,21,USA,CA,Los Angeles,,,,,,,Chris,Donnels,,Chris Barton,,185,72,L,R,5/7/1991,9/29/2002,Loyola Marymount,donnech01,donnech01,donnc001,donnech01,donnech01
3703,dopsojo01,,,1963,7,14,USA,MD,Baltimore,,,,,,,John,Dopson,,John Robert,,205,76,L,R,9/4/1985,6/22/1994,,dopsojo01,dopsojo01,dopsj001,dopsojo01,dopsojo01
3803,drewjd01,,,1975,11,20,USA,GA,Valdosta,,,,,,,J.D.,Drew,,David Jonathan,,200,73,L,R,9/8/1998,,,drewj01,drewj.01,drewj001,drewj01,drewj.01
3951,easlemi01,,,1950,11,29,USA,OH,Cleveland,,,,,,,Mike,Easler,,Michael Anthony,Hit Man,190,72,L,R,9/5/1973,10/4/1987,Cleveland State,easlemi01,easlemi01,easlm001,easlemi01,easlemi01
3979,eckerde01,,eckerde01h,1954,10,3,USA,CA,Oakland,,,,,,,Dennis,Eckersley,,Dennis Lee,Eck,190,74,R,R,4/12/1975,9/26/1998,,eckerde01,eckerde01,ecked001,eckerde01,eckerde01
4082,ellswst01,,,1960,7,30,USA,IL,Chicago,,,,,,,Steve,Ellsworth,,Steven Clark,,220,80,R,R,4/7/1988,7/8/1988,Cal St. Northridge,ellswst01,ellswst01,ellss001,ellswst01,ellswst01
4090,embreal01,,,1970,1,23,USA,OR,The Dalles,,,,,,,Alan,Embree,,Alan Duane,,200,74,L,L,9/15/1992,,,embreal01,embreal01,embra001,embreal01,embreal01
4151,esaskni01,,,1960,2,24,USA,FL,Hialeah,,,,,,,Nick,Esasky,,Nicholas Andrew,,200,75,R,R,6/19/1983,4/21/1990,,esaskni01,esaskni01,esasn001,esaskni01,esaskni01
4160,eshelva01,,,1969,5,22,USA,PA,Philadelphia,,,,,,,Vaughn,Eshelman,,Vaughn Michael,,205,75,L,L,5/2/1995,7/11/1997,Houston,eshelva01,eshelva01,eshev001,eshelva01,eshelva01
4206,evansdw01,,evansdw01h,1951,11,3,USA,CA,Santa Monica,,,,,,,Dwight,Evans,,Dwight Michael,Dewey,180,74,R,R,9/16/1972,10/6/1991,,evansdw01,evansdw01,evand002,evansdw01,evansdw01
4214,evereca01,,,1971,6,3,USA,FL,Tampa,,,,,,,Carl,Everett,,Carl Edward,"C-Rex,Jurassic Carl",181,72,B,R,7/1/1993,7/25/2006,,evereca01,evereca01,everc001,evereca01,evereca01
4302,fasseje01,,,1963,1,5,USA,IL,Springfield,,,,,,,Jeff,Fassero,,Jeffrey Joseph,,180,73,L,L,5/4/1991,5/7/2006,Mississippi,fasseje01,fasseje01,fassj001,fasseje01,fasseje01
4489,flahejo01,,,1967,10,21,USA,NY,New York,,,,,,,John,Flaherty,,John Timothy,Flash,195,73,R,R,4/12/1992,10/1/2005,George Washington,flahejo01,flahejo01,flahj001,flahejo01,flahejo01
4519,fletcsc01,,,1958,7,30,USA,FL,Fort Walton Beach,,,,,,,Scott,Fletcher,,Scott Brian,,168,71,R,R,4/25/1981,9/29/1995,Georgia Southern,fletcsc01,fletcsc01,flets001,fletcsc01,fletcsc01
4536,floribr01,,,1970,5,21,USA,SC,Charleston,,,,,,,Bryce,Florie,,Bryce Bettencourt,,185,72,R,R,7/17/1994,7/21/2001,,floribr01,floribr01,florb001,floribr01,floribr01
4614,fossuca01,,,1978,1,6,USA,NJ,Cherry Hill,,,,,,,Casey,Fossum,,Casey Paul,the Blade,160,73,L,L,7/28/2001,,Texas A&M,fossuca01,fossuca01,fossc001,fossuca01,fossuca01
4633,foulkke01,,,1972,10,19,USA,SD,Ellsworth AFB,,,,,,,Keith,Foulke,,Keith Charles,,195,72,R,R,5/21/1997,9/18/2008,Galveston JC,foulkke01,foulkke01,foulk001,foulkke01,foulkke01
4646,foxch02,,,1970,9,3,USA,CA,Coronado,,,,,,,Chad,Fox,,Chad Douglas,,180,74,R,R,7/13/1997,,Tarleton (TX) State,foxch02,foxch02,fox-c001,foxch02,foxch02
4762,fryeje01,,,1966,8,31,USA,CA,Oakland,,,,,,,Jeff,Frye,,Jeffrey Dustin,,180,69,R,R,7/9/1992,9/20/2001,SE Oklahoma,fryeje01,fryeje01,fryej001,fryeje01,fryeje01
4811,gaettga01,,gaettga01h,1958,8,19,USA,IL,Centralia,,,,,,,Gary,Gaetti,,Gary Joseph,"The Rat,G-Man",180,72,R,R,9/20/1981,4/12/2000,NW Missouri State,gaettga01,gaettga01,gaetg001,gaettga01,gaettga01
4910,garcino01,,,1973,7,23,USA,CA,Whittier,,,,,,,Nomar,Garciaparra,,Anthony Nomar,Nomah,165,72,R,R,8/31/1996,,Georgia Tech,garcino01,garcino01,garcn001,garcino01,garcino01
4931,gardnwe01,,,1961,4,29,USA,AR,Benton,,,,,,,Wes,Gardner,,Wesley Brian,,197,76,R,R,7/29/1984,8/3/1991,Central Arkansas,gardnwe01,gardnwe01,gardw001,gardnwe01,gardnwe01
4992,gedmari01,,,1959,9,26,USA,MA,Worcester,,,,,,,Rich,Gedman,,Richard Leo (Jr.),,210,72,L,R,9/7/1980,10/4/1992,,gedmari01,gedmari01,gedmr001,gedmari01,gedmari01
5057,giambje01,,,1974,9,30,USA,CA,San Jose,,,,,,,Jeremy,Giambi,,,,185,72,L,L,9/1/1998,8/1/2003,,giambje01,giambje01,giamj002,giambje01,giambje01
5310,gordoto01,,,1967,11,18,USA,FL,Sebring,,,,,,,Tom,Gordon,,Thomas,Flash,160,69,R,R,9/8/1988,,,gordoto01,gordoto01,gordt001,gordoto01,gordoto01
5408,grayje01,,,1963,4,10,USA,VA,Richmond,,,,,,,Jeff,Gray,,Jeffrey Edward,,175,73,R,R,6/21/1988,7/28/1991,Florida State,grayje01,grayje01,grayj001,grayje01,grayje01
5419,grebecr01,,,1964,12,29,USA,PA,Johnstown,,,,,,,Craig,Grebeck,,Craig Allen,,160,68,R,R,4/13/1990,6/2/2001,,grebecr01,grebecr01,grebc001,grebecr01,grebecr01
5452,greenmi01,,greenmi01h,1963,7,18,USA,KY,Louisville,,,,,,,Mike,Greenwell,,Michael Lewis,Gator,170,72,L,R,9/5/1985,9/28/1996,,greenmi01,greenmi01,greem001,greenmi01,greenmi01
5534,grosski01,,,1964,8,24,USA,NE,Scottsbluff,,,,,,,Kip,Gross,,Kip Lee,,195,74,R,R,4/21/1990,5/29/2000,Nebraska,grosski01,grosski01,grosk002,grosski01,grosski01
5608,guthrma01,,,1965,9,22,USA,NY,Buffalo,,,,,,,Mark,Guthrie,,Mark Andrew,,192,76,R,L,7/25/1989,9/28/2003,Louisiana State,guthrma01,guthrma01,guthm001,guthrma01,guthrma01
