playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
otsukak01,2005,NLDS1,SDN,NL,0,0,3,0,0,0,0,9,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1,0,0.0,0.0,0.0
hoytwa01,1926,WS,NYA,AL,1,1,2,2,1,0,0,45,19,2,0,1,10,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0,8,1.0,3.0,0.0
clemero02,1995,ALDS1,BOS,AL,0,0,1,1,0,0,0,21,5,3,0,1,5,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0,3,0.0,0.0,0.0
embreal01,2003,ALCS,BOS,AL,1,0,5,0,0,0,0,14,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1,0,0.0,1.0,2.0
odayha01,1889,WS,NY1,NL,2,0,3,2,2,0,0,69,10,3,0,14,12,,1.0,,,,,,1,3,,,
hootobu01,1981,NWDIV,LAN,NL,1,0,1,1,0,0,0,21,3,1,1,3,2,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,1,0.0,0.0,2.0
coneda01,1998,ALDS2,NYA,AL,1,0,1,1,0,0,0,17,2,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,1.0,0.0,0.0
goodedw01,1997,ALDS1,NYA,AL,0,0,1,1,0,0,0,17,5,1,1,3,5,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,1,0.0,0.0,0.0
nenro01,1997,NLDS1,FLO,NL,1,0,2,0,0,0,0,6,1,0,0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2,1,0.0,0.0,0.0
lopated01,1950,WS,NYA,AL,0,0,1,1,0,0,0,24,9,2,0,0,5,0.0,2.0,0.0,0.0,0.0,0.0,32.0,0,2,3.0,0.0,0.0
wyattjo02,1967,WS,BOS,AL,1,0,2,0,0,0,0,11,1,2,1,3,1,0.0,4.0,0.0,0.0,0.0,1.0,15.0,1,2,0.0,0.0,0.0
raschvi01,1947,WS,NYA,AL,0,0,2,0,0,0,0,4,2,1,0,0,1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0,1,0.0,0.0,0.0
alexado01,1976,WS,NYA,AL,0,1,1,1,0,0,0,18,9,5,1,2,1,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0,5,0.0,1.0,2.0
swiftbi02,1995,NLDS1,COL,NL,0,0,1,1,0,0,0,18,7,4,0,2,3,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0,4,0.0,0.0,1.0
bosmadi01,1975,ALCS,OAK,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
condrcl01,2007,NLDS2,PHI,NL,0,0,1,0,0,0,0,5,4,1,0,0,2,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0,1,0.0,0.0,1.0
warddu01,1989,ALCS,TOR,AL,0,0,2,0,0,0,0,11,6,3,0,3,5,0.0,7.0,0.0,1.0,0.0,0.0,19.0,1,3,0.0,0.0,0.0
malonpa02,1932,WS,CHN,NL,0,0,1,0,0,0,0,8,1,0,0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0,0,0.0,0.0,0.0
ashbyan01,2000,NLDS1,ATL,NL,0,0,2,0,0,0,0,11,1,1,0,3,5,0.0,2.0,2.0,1.0,0.0,0.0,15.0,1,1,0.0,0.0,0.0
smithmi03,1988,ALCS,BOS,AL,0,0,1,0,0,0,0,7,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0.0,0.0,0.0
lovetto01,1890,WS,BRO,NL,2,2,4,4,4,0,0,105,29,11,0,6,14,,2.0,,,,,,0,16,,,
cuppyni01,1892,CS,CL4,NL,0,1,1,1,1,0,0,24,6,1,1,4,1,,1.0,,,,,,0,4,,,
benoijo01,2012,ALDS2,DET,AL,0,0,3,0,0,0,0,9,4,2,1,1,2,0.0,6.0,0.0,1.0,0.0,,14.0,0,2,,,0.0
walldo01,1998,WS,SDN,NL,0,1,2,0,0,0,0,8,3,2,1,3,1,0.0,,0.0,0.0,0.0,0.0,12.0,0,2,0.0,0.0,2.0
whiteri01,2000,WS,NYN,NL,0,0,1,0,0,0,0,4,1,1,0,1,1,0.0,6.0,1.0,0.0,0.0,0.0,6.0,0,1,0.0,1.0,0.0
downske01,1989,NLCS,SFN,NL,1,0,2,0,0,0,0,26,8,3,0,6,6,0.0,3.0,1.0,0.0,0.0,0.0,37.0,0,3,0.0,0.0,3.0
bushgu01,1932,WS,CHN,NL,0,1,2,2,0,0,0,17,5,9,1,6,2,0.0,14.0,0.0,0.0,1.0,0.0,31.0,0,9,1.0,0.0,1.0
berenju01,1987,ALCS,MIN,AL,0,0,4,0,0,0,1,18,1,1,1,3,6,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1,1,0.0,0.0,1.0
carutbo01,1887,WS,SL4,AA,4,4,8,8,8,0,0,213,64,17,3,12,19,,2.0,,,,,,0,29,,,
bielemi01,1996,WS,ATL,NL,0,0,2,0,0,0,0,9,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0,0.0,0.0,0.0
lopezal02,2001,NLDS2,ARI,NL,0,1,1,1,0,0,0,9,4,4,2,3,0,0.0,12.0,0.0,0.0,0.0,0.0,15.0,0,4,1.0,0.0,1.0
hernali01,2007,NLCS,ARI,NL,0,1,1,1,0,0,0,17,8,4,2,2,4,0.0,6.0,0.0,0.0,0.0,0.0,27.0,0,4,0.0,0.0,0.0
cookde01,1999,NLDS2,NYN,NL,0,0,1,0,0,0,0,5,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,0.0,0.0
mooremi01,1989,WS,OAK,AL,2,0,2,2,0,0,0,39,9,3,1,3,10,0.0,2.0,0.0,2.0,0.0,0.0,50.0,0,3,0.0,1.0,0.0
beckejo02,2003,NLCS,FLO,NL,1,0,3,2,1,1,0,58,11,7,3,2,19,0.0,3.0,0.0,0.0,0.0,0.0,71.0,0,7,1.0,0.0,1.0
wrighja02,1998,ALCS,CLE,AL,0,1,2,1,0,0,0,20,7,6,1,8,4,0.0,8.0,0.0,1.0,0.0,0.0,32.0,0,6,1.0,0.0,2.0
baldwja01,2000,ALDS2,CHA,AL,0,0,1,1,0,0,0,18,3,1,0,3,2,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0,1,1.0,0.0,0.0
mullige01,1908,WS,DET,AL,1,0,1,1,1,0,0,27,7,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0,3,0.0,0.0,2.0
beckejo02,2008,ALCS,BOS,AL,1,0,2,2,0,0,0,28,13,10,5,2,8,0.0,9.0,0.0,0.0,1.0,0.0,41.0,0,10,0.0,0.0,1.0
thomato02,1933,WS,WS1,AL,0,0,2,0,0,0,0,4,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
phoebto01,1970,WS,BAL,AL,1,0,1,0,0,0,0,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,1.0
hancojo01,2006,NLDS2,SLN,NL,0,0,1,0,0,0,0,5,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0.0,0.0,0.0
rogerke01,2006,ALCS,DET,AL,1,0,1,1,0,0,0,22,2,0,0,2,6,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0,0,0.0,0.0,1.0
renifha01,1964,WS,NYA,AL,0,0,1,0,0,0,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0
bielemi01,1989,NLCS,CHN,NL,0,1,2,2,0,0,0,37,7,5,1,6,11,0.0,3.0,0.0,0.0,0.0,0.0,49.0,0,5,1.0,1.0,0.0
clemero02,2001,ALDS2,NYA,AL,0,1,2,2,0,0,0,25,9,5,1,4,6,0.0,5.0,0.0,1.0,2.0,0.0,41.0,0,5,0.0,1.0,1.0
mathetj01,1996,NLCS,SLN,NL,0,0,2,0,0,0,0,2,2,0,0,1,2,0.0,,1.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
schatda01,1987,WS,MIN,AL,1,0,3,0,0,0,0,13,4,3,0,3,3,0.0,6.0,1.0,0.0,0.0,0.0,19.0,1,3,0.0,1.0,0.0
myersra01,1990,WS,CIN,NL,0,0,3,0,0,0,1,9,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3,0,0.0,0.0,0.0
maddugr01,1999,NLCS,ATL,NL,1,0,2,2,0,0,0,42,12,3,1,1,7,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0,3,0.0,0.0,1.0
tiantlu01,1975,WS,BOS,AL,2,0,3,3,2,1,0,75,25,10,1,8,12,0.0,3.0,2.0,0.0,0.0,1.0,107.0,0,10,1.0,0.0,0.0
wellsda01,1989,ALCS,TOR,AL,0,0,1,0,0,0,0,3,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0.0,0.0,0.0
pagejo01,1947,WS,NYA,AL,1,1,4,0,0,0,1,39,12,6,0,2,7,0.0,4.0,0.0,2.0,0.0,0.0,52.0,3,6,0.0,0.0,1.0
raschvi01,1953,WS,NYA,AL,0,1,1,1,1,0,0,24,9,3,1,3,4,0.0,3.0,0.0,0.0,0.0,1.0,35.0,0,3,1.0,0.0,1.0
marteda01,2009,ALCS,NYA,AL,0,0,3,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1.0,0.0,0.0
lidgebr01,2010,NLCS,PHI,NL,0,0,3,0,0,0,1,9,3,0,0,2,5,0.0,0.0,1.0,0.0,1.0,0.0,15.0,3,0,0.0,0.0,0.0
merckke01,1992,NLCS,ATL,NL,0,0,2,0,0,0,0,9,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,0,0.0,0.0,0.0
worreti01,2002,WS,SFN,NL,1,1,6,0,0,0,0,17,4,2,1,1,4,0.0,3.0,0.0,0.0,0.0,0.0,22.0,2,3,0.0,0.0,0.0
eyresc01,2008,WS,PHI,NL,0,0,2,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
smoltjo01,1995,NLCS,ATL,NL,0,0,1,1,0,0,0,21,7,2,0,2,2,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0,2,0.0,0.0,0.0
brettke01,1967,WS,BOS,AL,0,0,2,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,0,0.0,0.0,0.0
suttodo01,1978,NLCS,LAN,NL,0,1,1,1,0,0,0,17,7,4,1,2,0,0.0,6.0,0.0,0.0,0.0,0.0,27.0,0,7,1.0,0.0,0.0
henketo01,1989,ALCS,TOR,AL,0,0,3,0,0,0,0,8,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,0,0.0,0.0,0.0
mingost01,1978,ALCS,KCA,AL,0,0,1,0,0,0,0,11,5,3,0,3,0,0.0,7.0,1.0,0.0,0.0,0.0,18.0,0,3,0.0,0.0,0.0
clemema01,2005,ALDS1,BOS,AL,0,1,1,1,0,0,0,10,7,8,3,0,0,0.0,21.0,0.0,0.0,2.0,0.0,18.0,0,8,1.0,0.0,0.0
scherfr01,1972,ALCS,DET,AL,0,0,1,0,0,0,0,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0
guarded01,2003,ALDS1,MIN,AL,0,0,2,0,0,0,1,6,5,2,1,0,2,0.0,9.0,0.0,0.0,0.0,0.0,11.0,2,2,0.0,0.0,0.0
hansoer01,1995,ALDS1,BOS,AL,0,1,1,1,1,0,0,24,4,4,1,4,5,0.0,4.0,1.0,0.0,1.0,0.0,34.0,0,4,1.0,0.0,0.0
hammaat01,1989,WS,SFN,NL,0,0,2,0,0,0,0,7,8,4,0,0,2,0.0,15.0,0.0,0.0,1.0,0.0,16.0,0,4,0.0,0.0,0.0
sparkst01,2003,ALDS2,OAK,AL,0,0,1,0,0,0,0,12,2,2,1,3,1,0.0,4.0,0.0,0.0,0.0,0.0,17.0,0,2,0.0,0.0,0.0
howest01,1981,NWDIV,LAN,NL,0,0,2,0,0,0,0,6,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1.0,0.0,0.0
tayloro01,1969,NLCS,NYN,NL,1,0,2,0,0,0,0,10,3,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1,0,0.0,0.0,0.0
drabomo01,1970,WS,BAL,AL,0,0,2,0,0,0,0,10,2,1,1,1,1,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1,1,1.0,0.0,0.0
webbbr01,2007,NLDS1,ARI,NL,1,0,1,1,0,0,0,21,4,1,0,3,9,0.0,1.0,0.0,1.0,1.0,0.0,30.0,0,1,0.0,0.0,0.0
normafr01,1973,NLCS,CIN,NL,0,0,1,1,0,0,0,15,1,1,0,3,3,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0,1,0.0,0.0,1.0
ruffire01,1937,WS,NYA,AL,1,0,1,1,1,0,0,27,7,1,0,3,8,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0,1,0.0,0.0,0.0
rueteki01,2002,WS,SFN,NL,0,0,2,1,0,0,0,30,10,3,1,1,5,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0,3,0.0,1.0,2.0
wellsda01,1991,ALCS,TOR,AL,0,0,4,0,0,0,0,23,6,2,0,2,9,0.0,2.0,1.0,0.0,0.0,0.0,31.0,1,2,0.0,0.0,0.0
jacksmi02,1995,NLDS2,CIN,NL,0,0,3,0,0,0,0,11,4,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,0.0,0.0,0.0
lidgebr01,2008,NLDS2,PHI,NL,0,0,3,0,0,0,2,9,3,1,0,1,4,0.0,3.0,0.0,1.0,0.0,0.0,13.0,3,1,0.0,0.0,0.0
woodke02,2008,NLDS1,CHN,NL,0,0,1,0,0,0,0,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,1,0.0,0.0,0.0
jacksmi02,1997,ALCS,CLE,AL,0,0,5,0,0,0,0,13,1,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0,0.0,0.0,1.0
glavito02,2000,NLDS1,ATL,NL,0,1,1,1,0,0,0,7,6,7,2,1,2,0.0,27.0,0.0,0.0,1.0,0.0,15.0,0,7,0.0,1.0,0.0
bumpna01,2003,NLCS,FLO,NL,0,0,2,0,0,0,0,9,3,2,1,0,3,0.0,6.0,0.0,1.0,0.0,0.0,12.0,0,2,0.0,0.0,0.0
rootch01,1938,WS,CHN,NL,0,0,1,0,0,0,0,9,3,1,1,0,1,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0,1,0.0,0.0,0.0
henrybi01,1961,WS,CIN,NL,0,0,2,0,0,0,0,7,4,5,1,2,3,0.0,19.0,1.0,0.0,0.0,0.0,13.0,1,5,1.0,0.0,0.0
polleho01,1942,WS,SLN,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
reulbed01,1907,WS,CHN,NL,1,0,2,1,1,0,0,36,6,1,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1,1,0.0,0.0,1.0
smithal03,1936,WS,NY1,NL,0,0,1,0,0,0,0,1,2,3,0,1,0,0.0,81.0,0.0,0.0,0.0,0.0,4.0,0,3,0.0,0.0,0.0
stottto01,1996,NLCS,SLN,NL,1,1,3,2,0,0,0,24,15,11,1,3,11,0.0,12.0,0.0,0.0,1.0,0.0,43.0,1,11,0.0,0.0,0.0
anderbr02,2001,WS,ARI,NL,0,1,1,1,0,0,0,16,5,2,1,3,1,0.0,3.0,0.0,1.0,0.0,0.0,24.0,0,2,0.0,0.0,1.0
leecl02,2009,WS,PHI,NL,2,0,2,2,1,0,0,48,13,5,0,3,13,0.0,2.0,0.0,0.0,0.0,0.0,63.0,0,6,0.0,0.0,0.0
stewasa01,1983,ALCS,BAL,AL,0,0,2,0,0,0,1,13,2,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1,0,0.0,0.0,0.0
johnsra05,2002,NLDS2,ARI,NL,0,1,1,1,0,0,0,18,10,5,2,2,4,0.0,7.0,1.0,0.0,0.0,0.0,30.0,0,6,0.0,1.0,0.0
balfogr01,2010,ALDS1,TBA,AL,0,0,3,0,0,0,0,11,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0,0.0,0.0,1.0
boehrbr01,1996,WS,NYA,AL,0,0,2,0,0,0,0,15,5,3,2,0,5,0.0,5.0,0.0,0.0,0.0,0.0,21.0,0,5,0.0,1.0,0.0
reedro01,1969,NLCS,ATL,NL,0,1,1,1,0,0,0,5,5,4,1,3,3,0.0,21.0,0.0,0.0,0.0,0.0,13.0,0,4,0.0,0.0,0.0
hawkila01,2007,WS,COL,NL,0,0,2,0,0,0,0,6,1,1,0,0,2,0.0,4.0,0.0,0.0,0.0,0.0,7.0,2,1,1.0,1.0,0.0
ritzke01,1995,NLDS1,COL,NL,0,0,2,1,0,0,0,21,12,6,3,3,5,0.0,7.0,1.0,0.0,0.0,0.0,34.0,0,7,0.0,0.0,2.0
clemero02,2005,NLDS2,HOU,NL,1,1,2,1,0,0,0,24,7,5,1,3,6,0.0,5.0,0.0,0.0,0.0,0.0,35.0,1,5,2.0,0.0,0.0
hershor01,1997,WS,CLE,AL,0,2,2,2,0,0,0,30,15,13,3,6,5,0.0,11.0,0.0,0.0,0.0,0.0,49.0,0,13,1.0,0.0,1.0
troutst01,1984,NLCS,CHN,NL,1,0,2,1,0,0,0,27,5,2,0,3,3,0.0,2.0,0.0,0.0,0.0,0.0,33.0,0,2,0.0,1.0,2.0
