yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
1985,NL,ATL,ATL,W,5,162,81,66,96,N,,N,N,632,5526,1359,213,28,126,553,849,72,52,,,781,678,4,9,9,29,4371,1512,134,642,776,159,197,0,Atlanta Braves,Atlanta-Fulton County Stadium,1350137,105,106,ATL,ATL,ATL
1985,NL,CHN,CHC,E,4,162,81,77,84,N,,N,N,686,5492,1397,239,28,150,562,937,182,49,,,729,667,4,20,8,42,4326,1492,156,519,820,134,150,0,Chicago Cubs,Wrigley Field,2161534,110,110,CHC,CHN,CHN
1985,NL,CIN,CIN,W,2,162,81,89,72,N,,N,N,677,5431,1385,249,34,114,576,856,159,70,,,666,598,3,24,11,45,4353,1347,131,535,910,121,142,0,Cincinnati Reds,Riverfront Stadium,1834619,104,105,CIN,CIN,CIN
1985,NL,HOU,HOU,W,3,162,81,83,79,N,,N,N,706,5582,1457,261,42,121,477,873,96,56,,,691,593,3,17,9,42,4374,1393,119,543,909,152,159,0,Houston Astros,Astrodome,1184314,97,96,HOU,HOU,HOU
1985,NL,LAN,LAD,W,1,162,81,95,67,Y,,N,N,682,5502,1434,226,28,129,539,846,136,58,,,579,482,2,37,21,36,4395,1280,102,462,979,166,131,0,Los Angeles Dodgers,Dodger Stadium,3264593,97,96,LAD,LAN,LAN
1985,NL,MON,WSN,E,3,161,81,84,77,N,,N,N,633,5429,1342,242,49,118,492,880,169,77,,,636,575,3,13,13,53,4371,1346,99,509,870,121,152,0,Montreal Expos,Stade Olympique,1502494,95,95,MON,MON,MON
1985,NL,NYN,NYM,E,2,162,81,98,64,N,,N,N,695,5549,1425,239,35,134,546,872,117,53,,,568,514,3,32,19,37,4464,1306,111,515,1039,115,138,0,New York Mets,Shea Stadium,2761601,99,97,NYM,NYN,NYN
1985,NL,PHI,PHI,E,5,162,81,75,87,N,,N,N,667,5477,1343,238,47,141,527,1095,122,51,,,673,592,3,24,9,30,4341,1424,115,596,899,139,142,0,Philadelphia Phillies,Veterans Stadium,1830350,103,103,PHI,PHI,PHI
1985,NL,PIT,PIT,E,6,161,80,57,104,N,,N,N,568,5436,1340,251,28,80,514,842,110,60,,,708,637,3,15,6,29,4335,1406,107,584,962,133,127,0,Pittsburgh Pirates,Three Rivers Stadium,735900,99,100,PIT,PIT,PIT
1985,NL,SDN,SDP,W,3,162,81,83,79,N,,N,N,650,5507,1405,241,28,109,513,809,60,39,,,622,548,3,26,19,44,4353,1399,127,443,727,124,158,0,San Diego Padres,Jack Murphy Stadium,2210352,99,99,SDP,SDN,SDN
1985,NL,SFN,SFG,W,6,162,81,62,100,N,,N,N,556,5420,1263,217,31,115,488,962,99,55,,,674,581,3,13,5,24,4344,1348,125,572,985,144,134,0,San Francisco Giants,Candlestick Park,818697,95,96,SFG,SFN,SFN
1985,NL,SLN,STL,E,1,162,81,101,61,Y,,Y,N,747,5467,1446,245,59,87,586,853,314,96,,,572,504,3,37,20,44,4392,1343,98,453,798,108,166,0,St. Louis Cardinals,Busch Stadium II,2637563,100,99,STL,SLN,SLN
1986,AL,BAL,BAL,E,7,162,79,73,89,N,,N,N,708,5524,1425,223,13,169,563,862,64,34,,,760,686,4,17,6,39,4308,1451,177,535,954,135,163,0,Baltimore Orioles,Memorial Stadium,1973176,98,99,BAL,BAL,BAL
1986,AL,BOS,BOS,E,1,161,81,95,66,Y,,Y,N,794,5498,1488,320,21,144,595,707,41,34,,,696,624,3,36,6,41,4287,1469,167,474,1033,129,146,0,Boston Red Sox,Fenway Park II,2147641,101,100,BOS,BOS,BOS
1986,AL,CAL,ANA,W,1,162,82,92,70,Y,,N,N,786,5433,1387,236,36,167,671,860,109,42,,,684,621,3,29,12,40,4368,1356,153,478,955,107,156,0,California Angels,Anaheim Stadium,2655872,99,99,CAL,CAL,CAL
1986,AL,CHA,CHW,W,5,162,81,72,90,N,,N,N,644,5406,1335,197,34,121,487,940,115,54,,,699,630,3,18,8,38,4326,1361,143,561,895,117,142,0,Chicago White Sox,Comiskey Park,1424313,104,104,CHW,CHA,CHA
1986,AL,CLE,CLE,E,5,163,81,84,78,N,,N,N,831,5702,1620,270,45,157,456,944,141,54,,,841,736,4,31,7,34,4341,1548,167,605,744,156,148,0,Cleveland Indians,Cleveland Stadium,1471805,98,99,CLE,CLE,CLE
1986,AL,DET,DET,E,3,162,81,87,75,N,,N,N,798,5512,1447,234,30,198,613,885,138,58,,,714,645,4,33,12,38,4329,1374,183,571,880,108,163,0,Detroit Tigers,Tiger Stadium,1899437,100,99,DET,DET,DET
1986,AL,KCA,KCR,W,3,162,81,76,86,N,,N,N,654,5561,1403,264,45,137,474,919,97,46,,,673,611,3,24,13,31,4320,1413,121,479,888,123,153,0,Kansas City Royals,Royals Stadium,2320794,102,101,KCR,KCA,KCA
1986,AL,MIN,MIN,W,6,162,81,71,91,N,,N,N,741,5531,1446,257,39,196,501,977,81,61,,,839,759,4,39,6,24,4296,1579,200,503,937,118,168,0,Minnesota Twins,Hubert H Humphrey Metrodome,1255453,102,102,MIN,MIN,MIN
1986,AL,ML4,MIL,E,6,161,80,77,84,N,,N,N,667,5461,1393,255,38,127,530,986,100,50,,,734,638,4,29,12,32,4293,1478,158,494,952,146,146,0,Milwaukee Brewers,County Stadium,1265041,103,104,MIL,MIL,MIL
1986,AL,NYA,NYY,E,2,162,80,90,72,N,,N,N,797,5570,1512,275,23,188,645,911,139,48,,,738,659,4,13,8,58,4329,1461,175,492,878,127,153,0,New York Yankees,Yankee Stadium II,2268030,99,98,NYY,NYA,NYA
1986,AL,OAK,OAK,W,3,162,83,76,86,N,,N,N,731,5435,1370,213,25,163,553,983,139,61,,,760,686,4,22,8,37,4299,1334,166,667,937,135,120,0,Oakland Athletics,Oakland Coliseum,1314646,92,92,OAK,OAK,OAK
1986,AL,SEA,SEA,W,7,162,82,67,95,N,,N,N,718,5498,1392,243,41,158,572,1148,93,76,,,835,743,4,33,5,27,4317,1590,171,585,944,156,191,0,Seattle Mariners,Kingdome,1029045,100,101,SEA,SEA,SEA
1986,AL,TEX,TEX,W,2,162,81,87,75,N,,N,N,771,5529,1479,248,43,184,511,1088,103,85,,,743,662,4,15,8,41,4350,1356,145,736,1059,120,160,0,Texas Rangers,Arlington Stadium,1692002,102,103,TEX,TEX,TEX
1986,AL,TOR,TOR,E,4,163,81,86,76,N,,N,N,809,5716,1540,285,35,181,496,848,110,59,,,733,669,4,16,12,44,4428,1467,164,487,1002,100,150,0,Toronto Blue Jays,Exhibition Stadium,2455477,103,102,TOR,TOR,TOR
1986,NL,ATL,ATL,W,6,161,81,72,89,N,,N,N,615,5384,1348,241,24,138,538,904,93,76,,,719,628,3,17,5,39,4272,1443,117,576,932,141,181,0,Atlanta Braves,Atlanta-Fulton County Stadium,1387181,105,106,ATL,ATL,ATL
1986,NL,CHN,CHC,E,5,160,80,70,90,N,,N,N,680,5499,1409,258,27,155,508,966,132,62,,,781,721,4,11,6,42,4335,1546,143,557,962,124,147,0,Chicago Cubs,Wrigley Field,1859102,107,108,CHC,CHN,CHN
1986,NL,CIN,CIN,W,2,162,81,86,76,N,,N,N,732,5536,1404,237,35,144,586,920,177,53,,,717,638,3,14,8,45,4404,1465,136,524,924,140,160,0,Cincinnati Reds,Riverfront Stadium,1692432,104,104,CIN,CIN,CIN
1986,NL,HOU,HOU,W,1,162,81,96,66,Y,,N,N,654,5441,1388,244,32,125,536,916,163,75,,,569,510,3,18,19,51,4368,1203,116,523,1160,130,108,0,Houston Astros,Astrodome,1734276,97,96,HOU,HOU,HOU
1986,NL,LAN,LAD,W,5,162,81,73,89,N,,N,N,638,5471,1373,232,14,130,478,966,155,67,,,679,607,3,35,14,25,4362,1428,115,499,1051,179,118,0,Los Angeles Dodgers,Dodger Stadium,3023208,93,93,LAD,LAN,LAN
1986,NL,MON,WSN,E,4,161,80,78,83,N,,N,N,637,5508,1401,255,50,110,537,1016,193,95,,,688,616,3,15,9,50,4398,1350,119,566,1051,133,132,0,Montreal Expos,Stade Olympique,1128981,100,100,MON,MON,MON
1986,NL,NYN,NYM,E,1,162,81,108,54,Y,,Y,Y,783,5558,1462,261,31,148,631,968,118,48,,,578,513,3,27,11,46,4452,1304,103,509,1083,138,145,0,New York Mets,Shea Stadium,2767601,98,96,NYM,NYN,NYN
1986,NL,PHI,PHI,E,2,161,80,86,75,N,,N,N,739,5483,1386,266,39,154,589,1154,153,59,,,713,621,3,22,11,39,4353,1473,130,553,874,137,157,0,Philadelphia Phillies,Veterans Stadium,1933335,104,104,PHI,PHI,PHI
1986,NL,PIT,PIT,E,6,162,81,64,98,N,,N,N,663,5456,1366,273,33,111,569,929,152,84,,,700,628,3,17,9,30,4350,1397,138,570,924,142,134,0,Pittsburgh Pirates,Three Rivers Stadium,1000917,102,103,PIT,PIT,PIT
1986,NL,SDN,SDP,W,4,162,81,74,88,N,,N,N,656,5515,1442,239,25,136,484,917,96,68,,,723,640,3,13,7,32,4329,1406,150,607,934,135,135,0,San Diego Padres,Jack Murphy Stadium,1805716,98,98,SDP,SDN,SDN
1986,NL,SFN,SFG,W,3,162,81,83,79,N,,N,N,698,5501,1394,269,29,114,536,1087,148,93,,,618,540,3,18,10,35,4380,1264,121,591,992,143,149,0,San Francisco Giants,Candlestick Park,1528748,95,95,SFG,SFN,SFN
1986,NL,SLN,STL,E,3,161,81,79,82,N,,N,N,601,5378,1270,216,48,58,568,905,262,78,,,611,549,3,17,4,46,4398,1364,135,485,761,123,178,0,St. Louis Cardinals,Busch Stadium II,2471974,100,99,STL,SLN,SLN
1987,AL,BAL,BAL,E,6,162,82,67,95,N,,N,N,729,5576,1437,219,20,211,524,939,69,45,,,880,801,5,17,6,30,4317,1555,226,547,870,109,174,0,Baltimore Orioles,Memorial Stadium,1835692,97,98,BAL,BAL,BAL
1987,AL,BOS,BOS,E,5,162,80,78,84,N,,N,N,842,5586,1554,273,26,174,606,825,77,45,,,825,761,4,47,13,16,4308,1584,190,517,1034,110,158,0,Boston Red Sox,Fenway Park II,2231551,103,102,BOS,BOS,BOS
1987,AL,CAL,ANA,W,6,162,81,75,87,N,,N,N,770,5570,1406,257,26,172,590,926,125,44,,,803,709,4,20,7,36,4371,1481,212,504,941,117,162,0,California Angels,Anaheim Stadium,2696299,97,97,CAL,CAL,CAL
1987,AL,CHA,CHW,W,5,162,81,77,85,N,,N,N,748,5538,1427,283,36,173,487,971,138,52,,,746,691,4,29,12,37,4341,1436,189,537,792,115,174,0,Chicago White Sox,Comiskey Park,1208060,103,103,CHW,CHA,CHA
