name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Missouri,Mississippi,Fort Peck Lake,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Kura,,Caspian Sea,,1364.0,42.76,40.7,Kurdistan,2650.0,49.43,39.28
Saluen,,,Andaman Sea,2980.0,91.9,32.5,,5450.0,97.5,17.0
Narva,,,Baltic Sea,78.0,27.49,58.68,,30.0,28.04,59.46
Uelle,Ubangi,,,1130.0,30.5,2.0,East African Rift,,22.5,4.0
Morava,Donau,,,185.0,21.4,43.7,,,21.1,44.6
Saone,Rhone,,,480.0,6.2,48.1,Vogesen,451.0,4.8,45.7
Olt,Donau,,,615.0,25.8,46.65,Karpaten,1280.0,24.8,43.7
Amur,,,Sea of Okhotsk,2824.0,121.48,53.33,,305.0,140.73,53.1
Schatt al Arab,,,Persian Gulf,193.0,47.44,31.0,,20.0,48.6,29.9
Semliki,,Lake Sese Seko/Albertsee,,230.0,29.6,-0.35,East African Rift,920.0,30.9,1.7
Limmat,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Oka,Volga,,,1480.0,36.1,52.5,,,44.0,56.3
Luapula,,Lake Mweru,,300.0,29.7,-11.2,East African Rift,1140.0,28.7,-9.0
Bani,Niger,,,430.0,-6.56,12.6,,285.0,-4.2,14.52
Loire,,,Atlantic Ocean,1013.0,4.22,44.84,Cevennes,1408.0,-2.18,47.27
Sanaga,,Barrage de Mbakaou,Atlantic Ocean,918.0,,,,,9.65,3.55
Oder,,,Baltic Sea,866.0,17.52,49.61,Sudety Mountains,634.0,14.59,53.6
Murat,,Lake Keban,,720.0,44.1,39.55,Kurdistan,1950.0,38.75,38.8
Fimi,Kwa,,,200.0,18.2,-2.7,,,16.9,3.0
Reuss,Aare,Vierwaldstattersee,,164.0,8.54,46.56,Alps,2431.0,8.2371,47.4921
Hudson River,,,Atlantic Ocean,493.0,-73.95,44.1,Adirondacks,1309.0,-74.0,40.7
Saint Lawrence River,,,Atlantic Ocean,1197.0,-76.55,44.2,,75.0,-64.8,49.6
