raceid,year,round,circuitid,name,date,time,url
26,2008,9,9,Британский Гран-при,2008-07-06,12:00:00,"2008 British Grand Prix

The 2008 British Grand Prix (formally known as the Santander British Grand Prix) was a Formula One race held on 6 July 2008 at Silverstone Circuit, Northamptonshire, England. The race was the ninth round of the 2008 Formula One season and saw the first win for BMW Sauber's Robert Kubica.

The race was marked by an incident between McLaren's Lewis Hamilton and Ferrari's Kimi Räikkönen, in which both drivers collided, causing them to retire from the race. This incident sparked a controversy that led to a investigation by the Stewards, who subsequently decided not to take any action against either driver.

Here is a translation of the Wikipedia page for the 2008 British Grand Prix:

[English]

The 2008 British Grand Prix (formally known as the Santander British Grand Prix) was a Formula One race held on 6 July 2008 at Silverstone Circuit, Northamptonshire, England. The race was the ninth round of the 2008 Formula One season and saw the first win for BMW Sauber's Robert Kubica.

The race was marked by an incident between McLaren's Lewis Hamilton and Ferrari's Kimi Räikkönen, in which both drivers collided, causing them to retire from the race. This incident sparked a controversy that led to a investigation by the Stewards, who subsequently decided not to take any action against either driver.

[Russian]

Гран-при Великобритании 2008 года (официально - Гран-при Сантандер Великобритании) - этап Формулы-1, прошедший 6 июля 2008 года на трассе Сильверстоун в Нортгемптоншире, Англия. Девятый раунд сезона Формулы-1 2008 года стал первым победой Роберта Кубицы из BMW Sauber.

На Гран-при произошло событие, которое привлекло много внимания: Льюис Хэмилтон из McLaren и Кими Райкконен из Ferrari столкнулись друг с другом, в результате чего оба пилота были вынуждены сняться с гонки. Это инцидент вызвал споры, которые привели к расследованию стюардов, которые, однако, не приняли никаких мер против пилотов."
27,2008,10,10,Гран-при Германии,2008-07-20,12:00:00,Гран-при Германии 2008 года
28,2008,11,11,Гран-при Венгрии,2008-08-03,12:00:00,Гран-при Венгрии 2008 года
29,2008,12,12,Европейский Гран-при,2008-08-24,12:00:00,2008 Европейский Гран-при
40,2007,5,6,Гран-при Монако,2007-05-27,12:00:00,"Гран-при Монако 2007 года — шестая гонка чемпионата мира по автогонкам в классе «Формулы-1» сезона 2007 года, которая проходила 26 мая на трассе в Монте-Карло, Монако."
59,2006,7,6,Гран-при Монако,2006-05-28,14:00:00,"2006 года Гран-при Монако

Гран-при Монако 2006 года, 79-й Гран-при Монако, прошёл 28 мая на трассе Монако в Монте-Карло. Победителем стал Кими Райкконен, выступавший за команду Макларен-Мерседес."
76,2005,6,6,Гран-при Монако,2005-05-22,14:00:00,"Гран-при Монако 2005 года — шестая гонка сезона Формулы-1 2005 года, которая состоялась 29 мая 2005 года на трассе Монте-Карло в Монте-Карло, Монако."
95,2004,6,6,Гран-при Монако,2004-05-23,,"Гран-при Монако 2004 года — автогонки, проходившие в Монте-Карло 21 июня 2004 года."
114,2003,7,6,Гран-при Монако,2003-06-01,,"2003 Гран-при Монако

Гран-при Монако 2003 года — автогонка, проведённая 25 мая на трассе в Монте-Карло. Это была четвёртая гонка сезона 2003 года чемпионата мира по гонкам Формулы-1.

Гонка была отмечена тем, что Михаэль Шумахер, занимавший второе место после первого круга, сошёл с дистанции из-за поломки подвески, а Кими Райкконен из McLaren-Mercedes, стартовавший с полюса, выиграл гонку, став самым молодым победителем Гран-при Монако в истории. Это была его первая победа в Формуле-1."
130,2002,7,6,Гран-при Монако,2002-05-26,,"Гран-при Монако 2002 года — шестое этап чемпионата мира по автогонкам в классе «Формула-1», прошедший на трассе в Монте-Карло 18 мая 2002 года."
147,2001,7,6,Гран-при Монако,2001-05-27,,"2001 года Гран-при Монако

Гран-при Монако 2001 года (также известное как «Гран-при Монако Формулы-1 2001 года») — гоночный уик-энд, включающий в себя гонку Формулы-1, которая состоялась 27 мая 2001 года на трассе Монте-Карло в Монако. Это была шестая гонка сезона Формулы-1 2001 года и единственной гонкой в этом сезоне, где были два заезда — квалификационного и гонки.

Квалификация


В субботу, 26 мая, прошла квалификация.

Результаты квалификации:
1. Майкл Шумахер (Феррари) — 1:19.435
2. Рубенс Баррикелло (Феррари) — 1:19.704
3. Дэвид Култхард (Макларен-Мерседес) — 1:20.336
4. Жак Вильнев (Брэйн-Херд) — 1:20.578
5. Жаки Идок (Джордан-Ментос) — 1:20.721
6. Хуан Пабло Монтойя (Уильямс-Негро) — 1:21.234
7. Кими Райкконен (Макларен-Мерседес) — 1:21.582
8. Ральф Шумахер (Уильямс-Негро) — 1:21.960
9. Фабрицио Барбazza (Джордан-Ментос) — 1:22.174
10. Ярно Трулли (Бенеттон-Рено) — 1:22.386
11. Тьерри Буцей (Лотус-Мондьяли) — 1:22.589
12. Антонио Пиццonia (Брэйн-Херд) — 1:23.047
13. Марк Уэббер (Пежо) — 1:23.431
14. Зилан Хавиер (Мухрано-Формулу) — 1:25.368
15. Джанкарло Физикелла (Бенеттон-Рено) — 1:27.590
16. Найджел Мэнселл (Джордан-Ментос) — 1:27.814
17. Фернандо Алонсо (Мухрано-Формулу) — 1:30.143

Гонка


В воскресу, 27 мая, состоялась гонка.

Результаты гонки:
1. Майкл Шумахер (Феррари) — 2:09:56.780
2. Рубенс Баррикелло (Феррари) — +1.340
3. Дэвид Култхард (Макларен-Мерседес) — +23.543
4. Жак Вильнев (Брэйн-Херд) — +27.589
5. Кими Райкконен (Макларен-Мерседес) — +30.126
6. Хуан Пабло Монтойя (Уильямс-Негро) — +31.489
7. Ральф Шумахер (Уильямс-Негро) — +52.043
8. Ярно Трулли (Бенеттон-Рено) — +1 круг
9. Тьерри Буцей (Лотус-Мондьяли) — +1 круг
10. Зилан Хавиер (Мухрано-Формулу) — +2 кругов
11. Марк Уэббер (Пежо) — +3 кругов
12. Антонио Пиццония (Брэйн-Херд) — +6 кругов
13. Фернандо Алонсо (Мухрано-Формулу) — +10 кругов
14. Джанкарло Физикелла (Бенеттон-Рено) — +27 кругов
15. Найджел Мэнселл (Джордан-Ментос) — +31 круг

Пекто растерял время на пит-стопе, и в результате финишировал только 16-м."
164,2000,7,6,Гран-при Монако,2000-06-04,,"2000 года Гран-при Монако
26 мая 2000 года
Квалификация
1.  Рубенс Баррикелло,  (Феррари) - 1:22.542 (33 об/мин)
2.  Михаэль Шумахер,  (Феррари) - 1:22.856 (32 об/мин)
3.  Дэвид Култхард,  (Макларен-Мерседес) - 1:23.740 (31 об/мин)
4.  Эдди Ирвайн,  (Джордан-Хонда) - 1:24.481 (30 об/мин)
5.  Якуо Фуфи,  (Сутил) - 1:24.666 (29 об/мин)
6.  Херберт Хэммонд,  (Пирейс-Коуолд) - 1:24.704 (28 об/мин)
7.  Жака Вильнёв,  (Брэкли) - 1:24.954 (27 об/мин)
8.  Оливье Панис,  (Брон-Мерседес) - 1:25.036 (26 об/мин)
9.  Ярно Трулли,  (Джордан-Хонда) - 1:25.477 (25 об/мин)
10.  Хэл Гайдлэнд,  (Астон Мартин) - 1:25.873 (24 об/мин)
11.  Ярно Коллертон,  (Пирейс-Коуолд) - 1:26.098 (23 об/мин)
12.  Тино Ромнини,  (Формуля-Нексо) - 1:27.456 (22 об/мин)
13.  Николас Фабиус,  (Сутил) - 1:28.307 (21 об/мин)
14.  Лекс Гривс,  (Койот) - 1:29.035 (20 об/мин)
15.  Антонио Пиццони,  (Астон Мартин) - 1:29.578 (19 об/мин)
16.  Кеке Росберг,  (Брэкли) - 1:30.207 (18 об/мин)
17.  Тьерри Бутсен,  (Джордан-Хонда) - без времени
18.  Джонсон Гэттингер,  (Койот) - без времени
19.  Ральф Шумахер,  (Лижье) - без времени
20.  Карлос Дейна,  (Брэкли) - без времени

Групповой этап
1.  Рубенс Баррикелло,  (Феррари) - 1:21.376 (35 об/мин)
2.  Михаэль Шумахер,  (Феррари) - 1:21.492 (34 об/мин)
3.  Дэвид Култхард,  (Макларен-Мерседес) - 1:21.678 (33 об/мин)
4.  Эдди Ирвайн,  (Джордан-Хонда) - 1:21.905 (32 об/мин)
5.  Якуо Фуфи,  (Сутил) - 1:22.737 (30 об/мин)
6.  Херберт Хэммонд,  (Пирейс-Коуолд) - 1:22.849 (29 об/мин)
7.  Жака Вильнёв,  (Брэкли) - 1:22.935 (28 об/мин)
8.  Оливье Панис,  (Брон-Мерседес) - 1:23.061 (27 об/мин)
9.  Ярно Трулли,  (Джордан-Хонда) - 1:23.435 (26 об/мин)
10.  Хэл Гайдлэнд,  (Астон Мартин) - 1:23.578 (25 об/мин)
11.  Ярно Коллертон,  (Пирейс-Коуолд) - 1:23.940 (24 об/мин)
12.  Тино Ромнини,  (Формуля-Нексо) - 1:24.325 (23 об/мин)
13.  Николас Фабиус,  (Сутил) - 1:24.769 (22 об/мин)
14.  Лекс Гривс,  (Койот) - 1:25.283 (21 об/мин)
15.  Антонио Пиццони,  (Астон Мартин) - 1:25.607 (20 об/мин)
16.  Кеке Росберг,  (Брэкли) - 1:25.931 (19 об/мин)
17.  Тьерри Бутсен,  (Джордан-Хонда) - 1:26.405 (18 об/мин)
18.  Джонсон Гэттингер,  (Койот) - 1:26.699 (17 об/мин)
19.  Ральф Шумахер,  (Лижье) - 1:27.053 (16 об/мин)
20.  Карлос Дейна,  (Брэкли) - 1:27.487 (15 об/мин)"
178,1999,4,6,Гран-при Монако,1999-05-16,,Гран-при Монако 1999 года
196,1998,6,6,Гран-при Монако,1998-05-24,,"1998 года Гран-при Монако

Гран-при Монако 1998 года (англ. 1998 Monaco Grand Prix) — автогонка, состоявшаяся 30 мая 1998 года на трассе в Монте-Карло, в результате которой Джиронда де Галлуше впервые в истории стала победителем Гран-при Формулы-1.

Старт:

Пол Посвьотх и Оливер Gavyn стартовали с первого ряда стартового поля. Позицию лидера гонки на первых кругах занимал Ник Хайдфельд, но уже на 6 круге он сошёл с дистанции из-за проблем с коробкой передач. На 13 круге лидерство взял Джиронда де Галлуше, и он удерживал его до самого финиша. Позицию второго номера в гонке занял Оливье Панис, а третьим финишировал Михаэль Шумахер.

Результаты:

1.  Джиронда де Галлуше (McLaren-Mercedes) — 86 кругов
2.  Оливьер Панис (Benz-Forti) — на 49 секунд
3.  Михаэль Шумахер (Ferrari) — на 1 минуту и 5 секунд
4.  Рубенс Баррикелло (Benetton-Renault) — на 1 минута и 28 секунд
5.  Дэвид Култхард (McLaren-Mercedes) — на 1 круг
6.  Мика Хаккинен (McLaren-Mercedes) — на 1 круг
7.  Ярно Трулли (Prost-Peugeot) — на 1 круг
8.  Хайнц-Харальд Френтцен (Arrows- Yamaha) — на 2 круга
9.  Педро Линьерес (Arrows-Yamaha) — на 3 круга
10.  Микакао Фукудзима (Forti-Ford) — на 4 круга

Квалификация:

Квалификацию на Гран-при Монако выиграл Оливьер Панис, показал второй результат Джиронда де Галлуше, а третьим стал Рубенс Баррикелло.

Пол Посвьотх и Ник Хайдфельд не смогли пройти в финальную часть квалификации из-за проблем с их автомобилями.

Квалификация прошла в дождевых условиях, что повлияло на выбор шин и стратегию команд. Некоторые пилоты, такие как Оливьер Панис и Рубенс Баррикелло, выбрали более консервативную стратегию, в то время как Джиронда де Галлуше рискнул и поехал на одной наборе шин.

После гонки:

Джиронда де Галлуше стал первым французским пилотом, выигравшим Гран-при Монако с 1950 года, когда эту гонку выиграл Жан Бера. Де Галлуше также стал первым победителем в истории Формулы-1 из команды McLaren-Mercedes.

Гран-при Монако 1998 года также запомнилась несколькими авариями и инцидентами. На старте произошла авария между Дэвидом Култхардом и Мика Хаккиненом, из-за которой оба пилота сошли с дистанции. Также во время гонки произошли аварии Ярно Трулли и Хайнц-Харальд Френтцен.

В целом, Гран-при Монако 1998 года стала одной из самых захватывающих и непредсказуемых гонок в истории Формулы-1. Джиронда де Галлуше продемонстрировал выдающуюся езду и стратегию, что принесло ему первую победу в карьере."
211,1997,5,6,Гран-при Монако,1997-05-11,,1997 Гран-при Монако
229,1996,6,6,Гран-при Монако,1996-05-19,,Гран-при Монако 1996 года
244,1995,5,6,Гран-при Монако,1995-05-28,,Гран-при Монако 1995 года
260,1994,4,6,Гран-при Монако,1994-05-15,,1994 года Гран-при Монако
278,1993,6,6,Гран-при Монако,1993-05-23,,Гран-при Монако 1993 года
294,1992,6,6,Гран-при Монако,1992-05-31,,Гран-при Монако 1992 года
308,1991,4,6,Гран-при Монако,1991-05-12,,1991 Гран-при Монако
324,1990,4,6,Гран-при Монако,1990-05-27,,1990 Гран-при Монако
342,2010,6,6,Гран-при Монако,2010-05-16,12:00:00,2010 года Гран-при Монако
358,1989,3,6,Гран-при Монако,1989-05-07,,1989 ГП Монако
374,1988,3,6,Гран-при Монако,1988-05-15,,Гран-при Монако 1988 года
391,1987,4,6,Гран-при Монако,1987-05-31,,1987 Гран-при Монако
407,1986,4,6,Гран-при Монако,1986-05-11,,Гран-при Монако 1986 года
423,1985,4,6,Гран-при Монако,1985-05-19,,"1985 года Гран-при Монако
20-й этап чемпионата мира по гонкам Формулы-1
Суббота, 6 июля 1985 года, гонщики встретились в Монако для участия в гонке на трассе «Монца». Тем временем, в пятницу, 5 июля, здесь же проходили тренировки."
441,1984,6,6,Гран-при Монако,1984-06-03,,1984 год. Гран-при Монако.
456,1983,5,6,Гран-при Монако,1983-05-15,,1983 год. Гран-при Монако
472,1982,6,6,Гран-при Монако,1982-05-23,,1982 Гран-при Монако
488,1981,6,6,Гран-при Монако,1981-05-31,,"1981 Гран-при Монако

Гран-при Монако 1981 года — автогонка в рамках чемпионата мира Формулы-1, прошедшая 23 мая на трассе Монте-Карло в Монте-Карло, Монако.

Подготовка к гонке

За несколько дней до гонки команды были вынуждены внести некоторые изменения в конструкцию своих болидов из-за угрозы забастовки рабочих, которые требовали повышения заработной платы. В итоге многие команды были вынуждены использовать более старые модели болидов, так как у них не было времени на разработку и тестирование новых машин.

Квалификация

В квалификации, прошедшей в солнечную погоду, победу одержал Ален Прост на болиде Renault. Он показал время 1:27.540, которое оказалось на целых 1,6 секунды быстрее, чем у второго пилота — Ники Лауды из McLaren-Ford. Третий результат показал Джон Уотсон на болиде Williams-Ford.

Старт и первая часть гонки

На старте Ален Прост сохранил лидерство, а Ники Лауда не смог удержать второе место от атаки Джон Уотсона. На 11-м круге гонки Лауда сошел с трассы из-за поломки двигателя, и Уотсон стал лидером гонки. Однако уже на следующем круге он допустил ошибку и сошел с трассы, оставив лидерство в руках Проста.

Вторая часть гонки

Во второй части гонки Ален Прост сохранил свое лидерство и выиграл гонку, установив при этом новый рекорд трассы Монте-Карло — 1:26.480. Это было его второе подряд победу на Гран-при Монако и четвертое по счету в карьере.

Джон Уотсон, несмотря на сход в начале гонки, смог завершить заезд на четвертой позиции, уступив Просту почти минуту. Третий результат показал Кеке Росберг на болиде Williams-Ford, а за ним финишировали Хельмута Кое и Жака Лаффита на болидах McLaren-Ford.

Результаты

Квалификация:

1  Ален Прост, Renault (1:27.540)
2  Ники Лауда, McLaren-Ford (+1,6 сек.)
3  Джон Уотсон, Williams-Ford (+3,0 сек.)
4  Кеке Росберг, Williams-Ford (+5,8 сек.)
5  Хельмут Кое, McLaren-Ford (+7,0 сек.)
6  Жак Лаффит, McLaren-Ford (+9,2 сек.)
7  Дидиер Пирони, Tyrrell-Ford (+10,4 сек.)
8  Ральф Шумахер, Tyrrell-Ford (+12,3 сек.)
9  Найджел Манселл, Williams-Ford (+12,6 сек.)
10  Франсуа Мишель, Ligier-Matra (+14,2 сек.)

Расстановка сил в чемпионате

После Гран-при Монако лидерство в чемпионате мира Формулы-1 сохранил Ален Прост. Он был на 9 очков впереди своего ближайшего преследователя — Ники Лауды. В чемпионате конструкторов лидировала команда Renault, опережающая McLaren и Williams."
503,1980,6,6,Гран-при Монако,1980-05-18,,Википедия: 1980 Гран-при Монако
