circuitid,circuitref,name,location,country,lat,lng,alt,url
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,"Фэйр-Парк (англ. Fair Park) — район в городе Далласе, штат Техас, США. Район расположен на северо-востоке города, и его граничит с 19-й авеню от Фэрхэмптон-роуд до Лашей-драйв."
43,Лонг-Бич,Долгий пляж,Калифорния,США,33.7651,-118.189,,"Википедия: Лонг-Бич, Калифорния"
44,Лас-Вегас,Круговая дорога в Лас-Вегасе,Невада,США,36.1162,-115.174,,"Википедия: Лас-Вегас, Невада"
45,Ярама,Ярама,Мадрид,Испания,40.6171,-3.58558,,Круг Перанаменталь дель Ярама
46,Уаткинс-Глен,Водкослань,Нью-Йоркский штат,США,42.3369,-76.9272,,Ваткинс-Глен Интернэшнл
47,Андерсторп,Скандинавская гоночная трасса,Андерсгорп,Швеция,57.2653,13.6042,,Скандинавская гоночная трасса
48,Моспорт,Международная трасса Мозпорт,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монтжуик,Барселона,Испания,41.3664,2.15167,,Шоссейная гонка «Монжуик»
50,ниветели,Нивелль-Баулс,Брюссель,Бельгия,50.6211,4.32694,,Нивелль-Бауло́рс
51,шарада,Схема-импровизация,Клермон-Ферран,Франция,45.7472,3.03889,,"Шарада (шарада-круг) — это метод решения головоломок, основанный на подсказках и отгадывании слов или выражений. Участники по очереди дают подсказки и отгадывают слова или выражения, которые соответствуют определённым условиям или описанию. Цель игры состоит в том, чтобы правильно отгадать как можно больше слов или выражений за установленное время. Шарада часто используется как развлечение на вечеринках или семейных встречах, а также может быть полезна для улучшения словарного запаса и расширения кругозора. Правила шарады могут варьироваться в зависимости от предпочтений участников, но обычно включают в себя следующие элементы:

   1. Подсказки: Участники по очереди дают подсказки, которые помогают другим участникам отгадать слово или выражение. Подсказки могут быть даны в виде слов, фраз или жестов, и они должны быть связаны с объектом, который нужно угадать.

   2. Отгадывание: Другие участники пытаются отгадать слово или выражение на основе подсказек. Они могут задавать вопросы или предлагать свои догадки.

   3. Условия: Перед каждым раундом устанавливаются определённые условия для отгадывания слов или выражений, такие как категория, начало слова или определённая тема. Это помогает направить процесс отгадывания и сделать его более интересным.

   4. Очередь: Участники по очереди дают подсказки и отгадывают слова или выражения. Обычно игра продолжается до тех пор, пока не будет угадано все словари или не истечёт установленное время.

Шарада — это увлекательная и интерактивная игра, которая может быть адаптирована для участников разных возрастов и интересов. Она способствует развитию творческого мышления, расширитию словарного запаса и улучшению коммуникативных навыков. Шарада также может быть использована в образовательных целях, например, для обучения детей новым словам или концепциям."
52,Тремблант,Циркут Монт-Тремблант,Квебек,Канада,46.1877,-74.6099,,Кирпис Мон-Тремблант
53,эссарти,Руан-Лез-Эсаре,Руан,Франция,49.3306,1.00458,,Руан-Лез-Эссар
54,Леманы,Ланс,Ланс,Франция,47.95,0.224231,,Круг Сартра
55,Реймс,Реймс-Гюэ,Реймс,Франция,49.2542,3.93083,,Реймс-Гюэ
56,Джордж,Принс-Джордж Циклют,Восточная провинция,Южная Африка,-33.0486,27.8736,,Принс-Джордж-Сиркуит
57,Зельтовег,Зельтовег,Стирия,Австрия,47.2039,14.7478,,Зельтвейский аэродром
58,Аинтрие,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,Аинтри Мотор Рсинг Кирт
59,Боависта,Круг Повисды,Опорто,Португалия,41.1705,-8.67325,,Круг Бозайшти
60,река,Международная автодрома Риверсайд,Калифорния,США,33.937,-117.273,,Риверсайд Интернаशनल Рейсовей (English)
61,Авус,Авус,Берлин,Германия,52.4806,13.2514,,Авус
62,Монсанто,Кружок парка Монсанто,Лиссабон,Португалия,38.7197,-9.20306,,Монсanto-парк-циркуит
63,Себрин,Себринг Интернэшнл Рейсвей,Флорида,США,27.4547,-81.3483,,Себринг-Эрие Спидвей
64,айн-диаб,Айн-Диб,Кассабланка,Марокко,33.5786,-7.6875,,Аин-Диябский электрический circuit
65,Пескара,Круг Пескары,Пескара,Италия,42.475,14.1508,,"Пескара — это автодром в Италии, расположенный в регионе Абруццо. Он используется для проведения гонок серии IndyCar и гонок ""24 часа Пескары""."
66,Бремгартен,Круг Бремгартен,Берн,Швейцария,46.9589,7.40194,,Циркут Бремгартен
67,Педральбес,Циркут де Педралбес,Барселона,Испания,41.3903,2.11667,,"Круг Pedralbes — это уличная гоночная трасса в Барселоне, Испания, которая использовалась для проведения автогонок Формулы-1 в 1969 и 1971 годах. Трасса была длиной 3,475 км (2,159 миль) и включала в себя 14 поворотов. Она была спроектирована знаменитым архитектором и инженером Сеферихом Саадой и строилась под руководством его сына, Энрике Саады.

Круг Pedralbes был построен на холме, который доминировал над районом Pedralbes в Барселоне. Трасса была известна своим технически сложным дизайном, включая несколько быстрых поворотов и прямых участков, что делало гонку захватывающей и требовательной для навыков водителя.

В 1969 году Гран-при Испании Формулы-1 был проведен на круге Pedralbes, который стал первым опытом проведения гонок Формулы-1 в Испании. Испанский гонщик Хиспан Элер выиграл эту гонку, что стало важным событием в истории автоспорта страны.

В 1971 году круг Pedralbes вновь стал местом проведения Гран-при Испании Формулы-1. Эта гонка запомнилась драматической борьбой между гонщиками Жаки Иксом и Риком Мэрэем, которая закончилась тем, что оба гонщика финишировали одновременно, но Икс был объявлен победителем из-за более быстрого круга.

После 1971 года круг Pedralbes не использовался для проведения гонок Формулы-1, но он оставался популярным местом для уличных гонок и спортивных мероприятий. Трасса была разрушена в начале 1980-х годов, чтобы сделать место под строительство нового района Барселоны.

Круг Pedralbes оставил свой след в истории автоспорта Испании и по сей день остается любимым местом для многих болельщиков Формулы-1 и любителей гонок."
68,буддизм,Международный трассир Будд,Утар-Прадеш,Индия,28.3487,77.5331,,budдский международный трасс
