driverid,driverref,number,code,forename,surname,dob,nationality,url
47,Баумгартнер,,,Зсолт,Баумгартнер,1981-01-01,Хангьяран,Золт Баумгартнер
48,ген,,,Марс,Гене,1974-03-29,Translate from English to Spanish.,Марк Жене
49,Френцен,,,Гайнц-Хальд,Френцен,1967-05-18,"Я не могу перевести это предложение, потому что в нем есть символы, которые я не распознаю. Пожалуйста, перефразируйте запрос или предоставьте текст без специальных символов для перевода.",Хайнц-Харальд Фентцен
50,верстаппен,,,Иос,Вертеппен,1972-03-04,Нидерландский,Хос Верстаппен
51,Уильямсон,,,Джастин,Уилсон,1978-07-31,Британский,Джастин Уилсон
52,Фирман,,,Ральф,Фирман,1975-05-20,ирландский,Ральф Фирман
53,Киеса,,,Николаус,Кьеза,1978-03-03,Да,Николай Кьесе
54,Burти,,,Лючано,Бурти,1975-03-05,Бразилец,Лючано Burtі
55,Але́сь,,,Жан,Алеси,1964-06-11,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?","Жан Алейсий (французский: [ʒɑ̃ alezj]; 29 марта 1953 года, алжирская Килиния) — бывший французский гонщик Формулы-1. Он участвовал в 204 Гран-при в период с 1989 по 1995 год и одержал 11 побед на этапах. Алейсий также был известен своим агрессивным стилем вождения и несколькими конфліктами со своими товарищами по команде. После ухода из Формулы-1 он стал телевизионным комментатором, а в последние годы работал послом бренда и советником для нескольких автопроизводителей."
56,Ирвин,,,Эди,Ирвин,1965-11-10,Британский,Эди Ирвин
57,Хаккинен,,,Мика,Хаккинен,1968-09-28,финский,Мика Хаккинен
102,Сенна,,,Аиртон,Сенна,1960-03-21,Бразилец,Аиртон Сенна
117,просто,,,Ален,Просто,1955-02-24,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Алейн Прост
119,патресте,,,Риккардо,Патрэш,1954-04-17,Итальянский,Риккардо Патрезе
177,Кеке Росберг,,,Кеке,Роскберг,1948-12-06,финский,Кеке Росберг
182,Лау́да,,,Никки,Лауда,1949-02-22,Австрийский,Ники Лауда
199,Руэтemann,,,Карлос,Рютеман,1942-04-12,Аргентина,Карлос Reutemann
203,Гийом Вильнёв,,,Гильес,Виллемсдеик,1950-01-18,Канадский,Гийом Вильнев
221,депаиллир,,,Патрик,Депаильер,1944-08-09,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Патри́к Депа́рьер
222,Шектер,,,Джоди,Щектер,1950-01-29,Южноафриканец,Джоди Счектер
238,Петерсон,,,Ронни,Петерсон,1944-02-14,Шведский,Ронни Петерсон
289,гора,,,Грейэм,Гилл,1929-02-15,Британский,Грейхэм Хилл
304,Халме,,,Дени,Хулм,1936-06-18,Нуэзиландер,Денни Хулме
306,Бельтоис,,,Жан-Пьер,Бельтоис,1937-04-26,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Жан-Пьер Бельтоз
328,Стюарт,,,Джекки,Стюарт,1939-06-11,Британский,Джекки Стюарт
356,Джек Брабэм,,,Джек,Брамх,1926-04-02,Австралийский,Джек Брабэм
358,Риндт,,,Джёцен,Риндт,1942-04-18,Австрийский,Иохен Риндт
360,Макларен,,,Брюс,Макларен,1937-08-30,Нуэзиландер,Брюс Макларен
427,Тринитанж,,,Морио,Триньянжан,1917-10-30,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Моисей Тринтанжант
475,мох,,,Стирлинг,Мосс,1929-09-17,Британский,Стэриng Мосс
579,Фаджио,,,Хуан,Фанио,1911-06-24,Аргентина,Хуан Мануэль Фанхио
