constructorid,constructorref,name,nationality,url
65,Мартини,Мартини,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Мартини (машин)
66,BRM,BRМ,Британский,"БРМ (British Racing Motors) — британская гоночная команда, участвовавшая в Формуле-1 с 1950 по 1974 год."
67,Пенске,Пенске,Американский,https://ru.wikipedia.org/wiki/Пенске_Рэйсинг
69,Макгьюэр,Макгуайер,Австралийский,Макгире (Формулу-1)
70,большие,Боро,Нидерландский,Боро (Формула-1)
73,Парнелли,Парнелли,Американский,Парнелли
75,гора,Посольство Хилл,Британский,Хилл (конструктор)
76,Линкар,Линкар,Британский,Линкар
77,Тройанский конь,Троян,Британский,"""Тройанский конюшня"" (English: Trojan Racing team) - это гоночная команда, основанная в 2004 году и базирующаяся в Великобритании. Команда участвовала в чемпионатах по автоспорту, включая Британскую формулу-3 и Европейскую формулу-3. В 2010 году команда была куплена командой ""Формула-1"" ""Торо Россо"" и стала их заправной командой, предоставляя подложку для молодых пилотов, чтобы они могли получить опыт в гонках ""Формулы-1""."
79,токен,Токен,Британский,Токен (гоночная команда)
80,Is there anything else I can help you with today?,Изо Марлборо,Британский,Изо-Марлборо
82,матрац,Матра,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Матра
85,Беласи,Белласи,Швейцарские,Белласи
87,сотрудник,Купер,Британский,https://ru.wikipedia.org/wiki/Купер_(автомобильная_компания)
88,орёл,Орёл,Американский,https://ru.wikipedia.org/wiki/Англо-американские_гонщики
90,Протос,Проты,Британский,Протос (конструктор)
92,Сирро́ко,Сирро́ко,Британский,Скирокко-Пауэлл
93,Да,РЕ,Родезийский,РЕ (автомобиль)
97,Гилби,Гилби,Британский,Гильби
99,Эмерсон,Эмерсон,Британский,Эмерсон
100,eneb,ENB,Бельгия,Экурей Национал Белж
102,Фергусон,Фергусон,Британский,Фергусон Рехейшн Лтд.
105,Мазерати,Мазерати,Итальянский,Мазерати
106,скарабей,Скарабей,Американский,Скарабей (конструктор)
108,Эпперли,Эпперли,Американский,Эпперли
109,Филиппс,Фи́лльпс,Американский,Филипс (конструктор)
111,Тревис,Тревис,Американский,Тревизо
113,Куртис Крафт,Куртис Крафт,Американский,Куртис Крафт
116,Дэвин,Эвиндж,Американский,Эуинг (конструктор)
118,Ванволл,Ванволл,Британский,Ванволл
120,Дунн,Дунн,Американский,Дунн Инжиниринг
121,старый,Старший,Американский,Элдер (конструктор)
123,Фри,Фри,Британский,Фрай (команды)
130,Бугати,Бугати,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?","Википедия. ""Бугати"""
131,Мерседес,Мерседес,"Я не могу перевести это предложение, потому что в нем есть символы, которые я не распознаю. Пожалуйста, перефразируйте запрос или предоставьте текст без специальных символов для перевода.",Википедия: Мерседес-Бенц в Формуле-1
133,Всемирный экономический форум,ХВМ,Британский,Хершем и Уолтон Моторс
135,павел,Павел,Американский,Павл (конструктор)
136,Панкрац,Панкратз,Американский,"Панкраци́зм (от  — «все» и  — «правило») — философская доктрина, согласно которой все существа находятся в постоянном процессе изменения и перехода из одного состояния в другое; ничего не существует постоянно и неизменно. Эта концепция была разработана немецким философом Готлобом Фрегеем и его последователями в XIX веке. Панкратицизм отвергает представление о том, что существуют объективные, неизменные сущности или принципы, которые лежат в основе реальности."
146,emw,EMВ,Восточная Германия,Эйзенахер Моторенверк
147,AFM,АФМ,"Я не могу перевести это предложение, потому что в нем есть символы, которые я не распознаю. Пожалуйста, перефразируйте запрос или предоставьте текст без специальных символов для перевода.",Алекс фон Фалькенхаузен моторенбау
149,Шерман,Шерман,Американский,Шерман (конструктор)
150,"Вот перевод:

""Deidt"" на русском языке будет ""Деидт"".",Дейджт,Американский,Дайтт
152,Бутерворث,Астон Баттерворт,Британский,Астон Баттерворт
155,холл,Зала,Американский,Холл (конструктор)
156,маркиз,Марчезе,Американский,Марчезе (constructor)
158,Рэй,Рэй,Американский,Рэй (мотоспорт)
161,Адамс,Адамс,Американский,Конструктор Адамс
162,Сноубергер,Сноубергер,Американский,Сноубергер
163,Милан,Милан,Итальянский,Скудерия Миланго
164,Хорошо,ХРТ,Translate from English to Spanish.,Хиспания Расинг
169,коопера-боргвард,Купер-Бёргвард,Британский,https://ru.wikipedia.org/wiki/Купер_(автомобильная_компания)
172,лотос-клюксим,Лотус-Клемокс,Британский,"Википедия: ""Team Lotus"""
173,Лотус-Мaserати,Лотус-Массерати,Британский,"Википедия: ""Team Lotus"""
175,Дей-Томасо-Альфа-Ромео,Детомасо-Альфа Ромео,Итальянский,Дэ-Томасо
177,Лотус-Боргвард,Лотус-Борвард,Британский,"Википедия: ""Team Lotus"""
184,ldc-климакс,LDS-Клиマックス,Южноафриканец,http://ru.wikipedia.org/wiki/ЛДС_(автомобиль)
186,Копер-Форд,Купер-Форд,Британский,https://ru.wikipedia.org/wiki/Купер_(автомобильная_компания)
191,Брабхам-Репко,Бразилиа-Репко,Британский,Брабхэм
195,Коппер-БРМ,Купер-БРМ,Британский,https://ru.wikipedia.org/wiki/Купер_(автомобильная_компания)
196,Матра-форд,Матр-Форд,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",Матра
197,BRM-Форд,BRM-Ford,Британский,"БРМ (British Racing Motors) — британская гоночная команда, участвовавшая в Формуле-1 с 1950 по 1974 год."
198,McLaren-Alfa Romeo,Макларен-Альфа Ромео,Британский,Макларен (гоночная команда)
199,Marchа-Альфа Ромео,Марч-Альфа-Ромео,Британский,"Марту engineering — это процесс разработки и проектирования машин, устройств или систем с использованием инженерных принципов и методов для решения конкретных проблем или достижения определенных целей. Это может включать в себя исследование, анализ, разработку, тестирование и реализацию решений для различных задач, связанных с технологией и производственными процессами. Инженеры, занимающиеся мартом-инжинирингом, могут работать над широким спектром проектов, от разработки новых продуктов или технологий до оптимизации существующих процессов или систем. Этот тип инженерного подхода часто используется в промышленности, производстве, робототехнике, аэрокосмической и военной отраслях, а также в области исследований и разработок. Март-инжиниринг требует творческого мышления, анализа данных и применения технических знаний для разработки инновационных решений, которые могут улучшить существующие процессы или создать совершенно новые возможности."
202,Шэдоуфорд,Шэдоу-Форд,Британский,Тёмные гоночные автомобили
204,Брабham-Альфа-Роэмо,Брамбх-Альфа Ромео,Британский,Брабхэм
206,Маруссия,Маруссия,Добро пожаловать! Как я могу вам помочь сегодня?,https://ru.wikipedia.org/wiki/Маруссия_Ф1
208,Лотус F1,Лотус F1,Британский,https://ru.wikipedia.org/wiki/Лотус_(Ф1)
