schoolid,schoolname,schoolcity,schoolstate,schoolnick
stcloudst,Университет штата Сент-Клэудс,Святой Кларк,MN,Хаски
ncstate,Северный Каролинский государственный университет,Рали,НГ,Волчьи стая
lemoynowen,Колледж Лемойна-Оуена,Мэмфис,ТН,Маги
txtech,Техасский технологический университет,Луббок,ТХ,Κόрыскины
nkentucky,Северный университет Кентукки,Высокие холмы,КЕ,Нордс
brandeisma,Университет Брандейса,Уальхэм,МЭ,Судьи
nebraska,Университет Небраски,Линкольн,НЕ,Хускеры
cumbrlndtn,Университет Кэмденского округа,Ливан,ТН,Бульдоги
setonhall,Университет Сэтон Холл,Южный Оранж,Ню-Джерси,Пираты
utahvalley,Уют Вэлли Университет,Орем,АТ,Вуверуины
florida,Университет Флориды,Гейнсвилл,ФЛ,Гейторы
rockhurst,Университет Рохерста,Канзас-Сити,МО,Сыры
staugustne,Колледж Святого Августа,Рали,НГ,Соколы
duquesne,Дюкенский университет,Питтсбург,ПА,Герцоги
stlouis,Университет Святого Людовика,Сент-Луис,МО,Билликены
detroit,Университет Детройта Мерси,Детройт,МИ,Титан
cameronok,Университет Кэмерона,Лоутон,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Аггиз
buenavista,Университет Буена-Виста,Шторм-Лейк,Я,Осетровые
dominican,Доминиканский колледж,Оранбург,НЙ,Шаржеры
fordham,Университет Фордхам,Брукс,НЙ,Рамсы
illinoisst,Государственный университет Иллинойса,"Да, я могу переводить только на русский язык без дополнительного текста. Пожалуйста, предоставьте текст для перевода.",Ял,Красные птицы
allegheny,Аллегени-колледж,Мэдвилл,ПА,Гейторы
wminsterpa,Западно-Эмпирский колледж,Новый Уилинг,ПА,Титан
carthagewi,Картахзский колледж,Кеноша,УИ,Редмен
wioshkosh,Университет Висконсина в Ошкоше,Ошкош,УИ,Титан
creighton,Университет Creighton,Омаха,НЕ,Соколы-синие
albany,"Университет Альбани, государственный университет Нью-Йорка",Албани,НЙ,Великие доги
midlndluth,Колледж Лутахера Мидлендс,Фремонт,НЕ,Воины
oakland,Университет Окленда,Рочестер,МИ,Гризли
csstanisl,Калифорнийский университет штата Stanislaus,Турлок,Калифорния,Воины
nwokstate,Северо-западный университет штата Оклахома,Альва,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Рэнджеры
loyolano,Лойолаский университет в Новом Орлеане,Новый Орлеан,Лос-Анджелес,Волчьи стая
shorterga,Корпусного колледжа,Рим,ЗАГ,Сыры
almami,Альма-колледж,Альма,МИ,Скотцы
swesternks,Южно-Западный колледж,Уинфилд,КС,Мундруторы
wlmcarey,Колледж Уильяма Кэри,Хаттиسبерг,Мएस,Крестоносцы
vatech,Виргинский политехнический институт и государственный университет,Блэксберг,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Хоки
georgiast,Грузинский государственный университет,Атланта,ЗАГ,Пантеры
grvalleyst,Большой долина государственный университет,Алланде,МИ,Лейкерс
mercyhurst,Колледж Мерси-Херст,Эри,ПА,Лейкерс
ucla,Калифорнийский университет в Лос-Анджелесе,Лос-Анджелес,Калифорния,Брюинс
maryhrdbay,Университет Мэри Хардин-Бейлор,Белтон,ТХ,Крестоносцы
minnesota,Университет Миннесоты,Миннеаполис,MN,Золотые госса
wisuperior,Университет Висконсина в Супиоре,Уверенно,УИ,Желтые жекеры
coppinst,Колледж Коппин штата,Балтимор,МД,Орлы
ucirvine,"Университет Калифорнии, Ирвин",Ирвин,Калифорния,Прыгуны-мишки
ferrisst,Феррисский государственный университет,Большой Рапидс,МИ,Бульдоги
lsu,Луисианский государственный университет,Батон-Руж,Лос-Анджелес,Тигры
missouri,Мизуриский университет,Колумбия,МО,Тигры
duke,Дюкский университет,Дурхем,НГ,Синяя Дева
gatech,Институт Джорджаии Технологического института,Атланта,ЗАГ,Желтые жакеты
ecentralok,Восточно-Центральный университет,Адэ,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Тигры
clevst,Государственный университет Кливленда,Кливленд,О,Викинги
lorasia,Колледж Лорас,Дубек,Я,Дудяки
mowestern,Мизури Уэстерн Стейт Колледж,Святой Иосиф,МО,Грифоны
uconn,Универсиитет Коннектикута,Сторрс,КТ,Хаски
montana,Университет Монтаны - Миссула,Муссо́ла,МТ,Гризли
olivetnaz,Университет Оливет Назарен,Бурбонис,Ял,Тигры
emichigan,Восточный университет Мичигана,Эпсилант,МИ,Орлы
njcity,Ню-Джерси Сити Университет,Джерси-Сити,Ню-Джерси,Готические рыцари
smethodist,Южный методистский университет,Даллас,ТХ,Мустанги
savstate,Университет штата Саванна,Саванна,ЗАГ,Тигры
navy,"Машинно-перевод:
США, Академия ВМС США",Аннаполис,МД,Мидл-шинмены
marquette,Университет Маркет,Милуоки,УИ,Золотой орёл
uncwilm,Универси́тет Северной Каролины в Уилмингтоне,Уильямнингтон,НГ,Сиэтл Сихокс
pbsc,Государство Пальм-Бич Колледж,Озеро Ворт,ФЛ,Пантеры
wofford,Колледж Ворфорд,Спартанбург,С,Терьеры
columbia,Колумбийский университет,Нью-Йорк,НЙ,Львы
stmichaels,Колледж Святого Михаила,Колчестер,ВТ,Синяя кавалерия
yale,Университет Йеля,Новый Хэйвен,КТ,Бульдоги
manhattan,Манхэттенский колледж,Ривердейл,НЙ,Язперы
iupui,Индианский университет-Университет Пердью в Индианаполисе,Индианаполис,В,Ягуары
weberst,Университет Вэйбера,Оггден,АТ,Дикие кошки
indianast,Индиана Стейт Университет,Терре-Хавт,В,Сычовники
riogrande,Университет Рио-Гранде,Рио-Гранде,О,Редмен
ursinus,Урсинус Колледж,Колледжвилл,ПА,Медведи
wvstate,Западно-Вирджинский государственный колледж,Институт,Западная Вирджиния,Желтые жакеты
newhaven,Университет Нью-Хейвен,Новый Хэйвен,КТ,Шаржеры
washcollmd,Вашингтонский колледж,Честервилль,МД,Скороме
clemson,Универсиитет Клемсона,Клемсон,С,Тигры
silledward,Южный Университет Иллинойса в Эдварзвилле,Эдвардсвилл,Ял,Пумы
ohvalley,Университет Охио-Вэлли,Вена,Западная Вирджиния,Борцы-шотлэндцы
williamsma,Уильямс-колледж,Уильямстон,МЭ,Эфсы
mesast,Месаский государственный колледж,Гранд-Джанкшен,КоО,Маверики
georgia,Университет Джорджии,Афины,ЗАГ,Бульдоги
georgemas,Джорджиный университет Мауэна,Фэрфакс,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Патриоты
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллз",Карисон,Калифорния,Торос
nebellevue,Университет Беллвью,Белвью,НЕ,Брюинс
estroud,Университет Ист-Страудсбург Пенсильвании,Восточный Струдсбург,ПА,Воины
canisius,Университет Каньиса,Баффало,НЙ,Гриффы
kansasst,Университет штата Канзас,Мэман,КС,Дикие кошки
quinnipiac,Университет Квиннипака,Хамден,КТ,Бобры
smaine,Университет Южной Кореи,Гор,Я,Хаски
sulrossst,Университет штата Саул Росс,Альпине,ТХ,Волки
chicost,Калифорнийский университет в Чико,Чико,Калифорния,Дикие кошки
uniontn,Университетский союз,Джексон,ТН,Бульдоги
rowannj,Роуэнский университет,Глассборо,Ню-Джерси,Профессоры
knoxil,Колледж Нокс (и Колледж Ломбард),Галесбург,Ял,Пламень прерий
mntclairst,Университет штата Монтклифф,Верхний Монтклик,Ню-Джерси,красные ястребы
mariettaoh,Колледж Мариетта,Марьетта,О,Пионеры
amherstma,Амхерстский колледж,Амхерст,МЭ,Лорд Джеффы
stjosephs,Университет Святого Иосифа,Филадельфия,ПА,Сыры
ucriver,Калифорнийский университет в Риверсайде,Риверсайд,Калифорния,Высокогорцы
georgefox,Джордж Фокс Университет,Нейберг,О,Брюинс
trumanst,Университет штата Троман,Кирксвилл,МО,Бульдоги
ecarolina,東カロライナ大学,Гринвилл,НГ,Пираты
robertmor,Университет Роберта Морриса,Мун-Тауншип,ПА,Колонисты
oregonst,Орегонский государственный университет,Корваллис,О,Осетровые
armstratl,Университет штата Армстронг,Саванна,ЗАГ,Пираты
swmost,Миссуриский государственный университет,Спрингфилд,МО,Медведи
lemoyne,Лемоунский колледж,Сиракузы,НЙ,Дельфины
towson,Тусонский университет,Товсон,МД,Тигры
stleo,Университет Святого Льва,Святой Лео,ФЛ,Львы
longbeach,Калифорнийский государственный университет в Лонг-Бич,Долгий пляж,Калифорния,"""Филадельфия Иглз"""
walabama,Университет Западной Алабамы,Ливингстон,АЛ,Тигры
lafayette,Колледж Лафайет,Восток,ПА,Лепарды
morehouse,Моусон-Холл,Атланта,ЗАГ,Марун Тайгерс
stxavieril,Университет Святого Хесус,Чикаго,Ял,Пумы
cncrdiacol,Конкордийский колледж,Моорхед,MN,Шарапины
ohwesleyan,Университет Уэзлиана в Огайо,Делавэр,О,Борьба епископов
newyorku,Нью-Йоркский университет,Нью-Йорк,НЙ,Фиалки
ncolorado,Университет Северного Колорадо,Грейли,КоО,Медведи
lewisil,Льюис Университет,Римовиилл,Ял,Флайеры
tamucomm,Техасский университет А&М в Коммерце,Коммерция,ТХ,Львы
sacstate,Калифорнийский университет штата Сакраменто,Сакраменто,Калифорния,Жуки-вурдуны
mercer,Универсиитет Мерса,Мэкон,ЗАГ,Медведи
sliprock,Университет Пенсильвании в Слипери-Рок,Скользкий камень,ПА,Рик Фарли
jacksonst,Университет штата Джексон,Джексон,Мएस,Тигры
missst,Государственный университет Миссисипи,Старквилл,Мएस,Бульдоги
hendrixar,Колледж Хенрикс,Консэй,АР,Воины
eutah,Колледж Восточной Юты,Цена,АТ,Золотой орёл
elon,Университет Элон,Илон,НГ,Финикс
alabamast,Alabama State Университет,Монголт,АЛ,Жуки-вурдуны
franklinin,Франклинский колледж,Франклин,В,Гризли
valpo,Валпариский университет,Валпараисо,В,Крестоносцы
hamlinemn,Университет Хэмлина,Санкт-Пауль,MN,Пиперс
unlv,"Университет Невады, Лас-Вегас",Лас-Вегас,НВ,Восставшие
newhamp,Университет Нью-Хэмпшира,Дурхем,НХ,Дикие кошки
ptparkpa,Парк-пойнтский университет,Питтсбург,ПА,Пионеры
scranton,Университет Скраллта,Скрантон,ПА,Королевы
shepherdwv,Колледж Шеппард,Шеппардстаун,Западная Вирджиния,Рамсы
norwichvt,Норфолкский университет,Нортфилд,ВТ,Кадеты
albanyst,Университет штата Альбани,Албани,ЗАГ,Золотые рычаги
sterlingks,Стёрлингский университет,Стерлинг,КС,Воины
gaswestern,Гораи-سوутерн-Стейт Университи,Америкус,ЗАГ,Ураганы
ulamo,Университет Луизианы в Монро,Мэрилин,Лос-Анджелес,Индийцы
coastcar,Университет Прибрежной Каролины,Консэй,С,Кантиклеры
alverniapa,Колледж Альверния,Чтение,ПА,Крестоносцы
tntech,Теннессийский технологический университет,Кукувель,ТН,Золотой орёл
amerintl,Международный колледж Америки,Спрингфилд,МЭ,Желтые жакеты
murrayst,Мюррейский государственный университет,Мюррей,КЕ,Торнадо
bethcook,Колледж Бэттун-Кукман,Дейтон-Бич,ФЛ,Дикие кошки
coloradost,Колорадский государственный университет,Форт-Коллинз,КоО,Рамсы
clrmuddscr,Клементон Маккенна Колледж,Кларемонт,Калифорния,Олень
wagner,Вагнер Колледж,Стейтен-Айленд,НЙ,Сиэтл Сихокс
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
centreky,Колледж Центр,Дэнвилл,КЕ,Колонны
albrightpa,Колледж Албрайт,Чтение,ПА,Львы
sonomast,Сонораский государственный университет,Рохнет Парк,Калифорния,Морские волки
radford,Университет Радфорда,Радфорд,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Высокогорцы
nebomaha,Университет Небраски в Омaha,Омаха,НЕ,Маверики
calutheran,Калифорнийский лютеранский университет,Тысяча дубов,Калифорния,«Короли»
lakeforest,Колледж Лейк-Форест,Озеро-Лес,Ял,Лесничие
sunybuff,Государственный университет Нью-Йорка в Буффало,Баффало,НЙ,Бычьи
crngmellon,Университет Карнеги-Меллона,Питтсбург,ПА,Тартановые
movalley,Колледж Миссури-Вэлли,Маршалл,МО,Викинги
centralst,Центральный университет штата Огайо,Уильям Уилберфорс,О,Бандиты
nillinois,Северо-Западный университет в Иллинойсе,Декалб,Ял,Хаски
concordny,Конкордийский колледж,Бруквилл,НЙ,Клипперы
quincy,Университет Кенсингтона,Квинси,Ял,Сыры
cconnst,Центральный университет штата Коннектикут,Новая Британия,КТ,Синяя Дева
longisland,"Университет Лонг-Айленда, кампус в Бруклине",Бруклин,НЙ,Черножуры
uofsouth,Университет Юга,Свани,ТН,Тигры
biolaca,Университет Биола,Ла Мирада,Калифорния,Орлы
kansas,Университет Канзаса,Лоуренс,КС,Джейхуксы
pepperdine,Университет Пеппердин,Малибу,Калифорния,Волны
utsa,Университет Техаса в Сан-Антонио,Сан-Антонио,ТХ,Птицепады
keenest,Киннеский государственный колледж,Кейн,НХ,Сова
gonzaga,Университет Гонзага,Спокан,Ва,Бульдоги
piedmontga,Пьемонтский колледж,Деморест,ЗАГ,Львы
syracuse,Университет Сиракуз,Сиракузы,НЙ,Оранджмен
ucsd,Калифорнийский университет в Сан-Диего,Ла-Хойя,Калифорния,Тритоны
lenoirrhyn,Колледж Ленор-Райн,Гикори,НГ,Медведи
philsmith,Колледж Филандер Смит,Малеррок,АР,Пантеры
vermont,Универсиитет Вермонта,Южный Burlington,ВТ,Сирены
tulsa,Университет Туллы,Тулса,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Золотой Шторм
princeton,Принстонский университет,Принстон,Ню-Джерси,Тигры
txwesleyan,Универсиитет Техасских методистов,Форт-Уорث,ТХ,Рамсы
mastersca,Колледж Мастера,Санта-Кларита,Калифорния,Мустанги
grossmont,Колледж Гроссмонт,Эл-Кахон,Калифорния,
evansville,Университет Эванса,Эвансвилл,В,"Фиолетовые ""Асы"""
hawaiipac,Университет Гавайи на тихоокеанском регионе,Гонолулу,Привет!,Морские воины
jksonvilst,Университет штата Джексонвилл,Джексонвилл,АЛ,Кокеры
inbethel,Бетелловский колледж,Мишавака,В,Пилоты
usc,Университет Южной Калифорнии,Лос-Анджелес,Калифорния,Тройаны
norfolkst,Норфукский государственный университет,Норфолк,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Спартаны
plymouth,Плимутский государственный университет,Плимут,НХ,Пантеры
fresnost,Калифорнийский университет штата Фресно,Фресно,Калифорния,Бульдоги
stbonny,Университет Святого Бонифация,Сант-Бонифацио,НЙ,Бонни
adrianmi,Адрианский колледж,Адриан,МИ,Бульдоги
wchester,Западный Честерский Университет Пенсильвании,Западный Честер,ПА,Золотые рычаги
villanova,Университет Вилланова,Вилланова,ПА,Дикие кошки
denisonoh,Университет Денисона,Гранвилл,О,Больший Красный
birmsouth,Бирмингем-Южный колледж,Бирмингем,АЛ,Пантеры
tarletonst,Университет штата Тарлетон,Стефенвилл,ТХ,Техасцы
bowdoinme,Колледж Боудина,Брумфилд,Я,Полярные медведи
messiah,Колледж Месии,Грантем,ПА,Соколы
portland,Университет Портленда,Портленд,О,Пилоты
smiss,Университет Южного Миссисипи,Хаттиسبерг,Мएस,Золотой орёл
alcornst,Университет штата Алкорн,Лормэн,Мएस,Бравы
newberry,Ньюбери-колледж,Ньюбери,С,Индийцы
strose,Колледж Святого Розы,Албани,НЙ,Золотая Шолм
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
iowast,Иоская государственный университет,Амс,Я,Циклоны
oklahoma,Университет Оклахомы,Норман,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Сонеры
lubbchrist,Университет Христа в Lubbockе,Луббок,ТХ,Чапрасы
utchat,Университет Теннесси в Чаттануге,Чаттануга,ТН,Мокрые
toledo,Университет Тлатао,Толедо,О,Ракеты
warnerpac,Вернер Тихоокеанский колледж,Портленд,О,Рыцари
swarthmore,Свартоуский колледж,Свартамор,ПА,Яблоковый прилив
pfeiffer,Университет Пфайффера,Мисенхаймера,НГ,Соколы
sfaustin,Стивен Ф. Эйзен уэйл Государственный Университет,Накогдочес,ТХ,Лумберджэки
lincolnmem,Университет Линкольна,Харрогейт,ТН,Разделяющие рельсы
grandview,Великий вид колледж,Дес-Мойнс,Я,Викинги
bucknell,Университет Бакнелл,Льюисбург,ПА,Бисон
dartmouth,Дартмутский колледж,Ганновер,НХ,Большие Зелёные
akron,Университет Акрона,Акрон,О,Зипы
grcanyon,Универитет Гранд-Каньона,Финикс,АЗ,Антилопы
wconnst,Западный Коннектикутский государственный университет,Данбери,КТ,Колонисты
niowa,Университет Северной Айовы,Цедар-Фоллз,Я,Пантеры
mnmorris,"Университет Миннесоты, Моррис",Моррис,MN,Пумы
mtstmarys,Колледж и семінария св. Марии,Эммитсбург,МД,Пути
eurekail,Еурика Колледж,Еурка,Ял,Красные дьяволы
holycross,Колледж Святого Креста,Уорик,МЭ,Крестоносцы
maryland,Университет Мэриленда,Колледж-Парк,МД,Террацины
trinitytx,Тринити-Университи,Сан-Антонио,ТХ,Тигры
stambrseia,Университет св. Амброджио,Дэвенпорт,Я,Борьба с пчелами
rice,Рисский университет,Хьюстон,ТХ,Сова
bethanywv,Колледж Бетуни,Бетани,Западная Вирджиния,Бисон
delawarest,штат Делавэр,Дувр,ДЕ,Жуки-вурдуны
albionmi,Альбион Колледж,Альбион,МИ,Британцы
westmontca,Западный колледж,Сан-Барбара,Калифорния,Воины
stetson,Университет Стэтсона,Деланд,ФЛ,Шляпники
nevada,"Университет Невады, Рено",Рено,НВ,Волчьи стая
carkansas,Универси́тет Цен́трального Арканса́с,Консэй,АР,Медведи
baconeok,Колледж Бэйкон,Мускоги,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Воины
hartford,Университет Хартфорда,Хартфорд,КТ,Сыры
umassdartm,Университет Массачусетса в Дартмуте,Северная Дартмут,МЭ,Корасыры
ilwesleyan,Иллинойсский университет в Веллс-Вэлли,Блумингтон,Ял,Титан
umes,Университет Мэриленда (Восточный берег),Принцесса Энн,МД,Борцы со лисами
miamioh,Университет Майами,Оксфорд,О,красные ястребы
pacificor,Тихоокеанский университет,Форест-Гроув,О,Боксёры
emoryhenry,Эмори и Генри Колледж,Эмори,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Жуки-выдры
deltast,Дельта-государственный университет,Кливленд,Мएस,Государственные деятели
monmouth,Монмутский университет,Западный Лонг-Бранч,Ню-Джерси,Сыры
wingate,Университет Вингейт,Уинджет,НГ,Бульдоги
occidental,Западный колледж,Лос-Анджелес,Калифорния,Тигры
hardinsimm,Университет Хардин-Симмонс,Абилин,ТХ,Кочевники
hartwickny,Колледж Хартвик,Онеонта,НЙ,Сыры
humboldtst,Гумбольдский государственный университет,Арката,Калифорния,Лумберджэки
willmary,Колледж Уильяма и Марии,Вильямсбург,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Трайб
catawba,Колледж Катваба,Салисбери,НГ,Индийцы
calpoly,"Калифорнийскийポリテクニック институт, Сан-Луис-Обиспо",Сан-Луис-Обиспо,Калифорния,Мустанги
unionny,Университетский колледж,Шенандоа,НЙ,немцы
shipnsburg,Университет Шиппенсбега в Пенсильвании,Шиппенсбург,ПА,Κόрыскины
mobileal,Университет Мобила,Мобильный,АЛ,Рамсы
stthomasmn,Университет Святого Томаса,Санкт-Пауль,MN,Томми
stjosephin,колледж Святого Иосифа,Ренсалер,В,Пума
memphis,Университет Мемфиса,Мэмфис,ТН,Тигры
hawaii,Университет Гавайи в Маное,Гонолулу,Привет!,Дневной свет
andersonsc,Колледж Андерсон,Андерсон,С,Тройаны
shaw,Шоу Университет,Рали,НГ,Медведи
mtennst,Средне-теннесиский государственный университет,Муфресборо,ТН,Блю Рейдерс
uncashe,Университет Северной Каролины в Ашвилле,Ашвилл,НГ,Бульдоги
neastern,Северо-Восточный университет,Бостон,МЭ,Хаски
charleswv,Университет 찰стон,Чарльстон,Западная Вирджиния,Золотой орёл
gacollege,Джорджийский колледж и государственный университет,Милледжвилл,ЗАГ,Бобры
ohio,Охиский университет,Афины,О,Бобры
blackbrnil,Колледж Блэкберн,Карлинвилл,Ял,Бэтлин Бизоны
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Жерцы
wpaterson,Уильям Пэйпертонский университет,Вэйн,Ню-Джерси,Пионеры
ilcollege,Колледж Иллинойса,Джексонвилл,Ял,Блюбойз
lee,Университет Ли,Кливленд,ТН,Пламени
upperiowa,Университет Иооки-Оберна,Фейетт,Я,Пеликаны
kalamazoo,Кальвезийский колледж,Каламацу,МИ,Жуки-вурдуны
aquinasmi,Колледж Акина,Гран-Рапидс,МИ,Святые
loyolachi,Лойолаский университет в Чикаго,Чикаго,Ял,Рамблеры
campbell,Университет Кэмпбелла,Бьюис-Крик,НГ,Камилы
friendsks,Друзья Университет,Вичита,КС,Соколы
edinboro,Университет Эдинборо Пенсильвании,Эдинборо,ПА,Борцы-шотлэндцы
siena,Университет Сены,Лоудонвилл,НЙ,Святые
txsouth,Тэксасский южный университет,Хьюстон,ТХ,Тигры
wcarolina,Западнокаролинский университет,Куллоуhee,НГ,Сирены
stmarysmn,Университет Святого Мэри из Миннесоты,Уинона,MN,Кардиналы
milligantn,Колледж Миллиган,Колледж Миллиган,ТН,Оранды
rutgers,Рутгерский университет,Нуовобретский,Ню-Джерси,Скаретные Рыцари
latech,Луизианский технологический университет,Рустон,Лос-Анджелес,Бульдоги
byu,Бригам Янги Университет,Прово,АТ,Пумы
scarolina,Университет Южной Каролины,Колумбия,С,Кокеры
sanfran,Университет Сан-Франциско,Сан-Франциско,Калифорния,Доны
wheaton,Вэтонский колледж,Уе́тон,Ял,Гром
semost,Юго-Восточный государственный университет Миссури,Кап-Гирардо,МО,красные ястребы
gardwebb,Университет Гарднера-Вэба,Боулинг-Спрингс,НГ,Бульдоги
lacollege,Луизианский колледж,Пайнвилл,Лос-Анджелес,Дикие кошки
nalabama,Университет Северной Алабамы,Флоренция,АЛ,Львы
neillinois,Н северо-восточный университет штата Иллинойс,Чикаго,Ял,
vandy,Вандербильтский университет,Нэшвилл,ТН,Коммодоры
lehigh,Льюисвинский университет,Бетлехем,ПА,Горные ястребы
millikin,Университет Милликена,Декатур,Ял,«Большая синяя»
ucdavis,"Университет Калифорнии, Дейвис",Дэвис,Калифорния,Аггиз
virginiast,Вирджинский государственный университет,Санкт-Петербург,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Тройаны
baldwalloh,Колледж Балдвин-Воллес,Берея,О,Желтые жакеты
viterbowi,Университет Витербо,ЛаКросс,УИ,Сыры
tnmartin,Университет Теннесси в Мартинае,Мартин,ТН,Скайхауки
concrdiamn,Университет Корниции,Святой Павел,MN,Золотые медведи
presbytrn,Пресбитерианский колледж,Клинтон,С,Синяя шнура
chicagost,Чикагский государственный университет,Чикаго,Ял,Пумы
bostoncoll,Бостонский колледж,Черешняя Города,МЭ,Орлы
alabamaam,Университет Алабамы А&М,"Да, я могу переводить только на русский язык без дополнительного текста. Пожалуйста, предоставьте текст для перевода.",АЛ,Бульдоги
georgewash,Джордж Вашингтонский университет,Вашингтон,ДЦ,Колонисты
okstate,Оклахома-Стейт Университет,Стоуер,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Кочевники
vmi,Вирджинский военный институт,Лексингтон,"Да, я готова начать работу. Пожалуйста, предоставьте текст для перевода с английского на русский язык.",Кейдецы
swoklahoma,Южно-Западный университет штата Оклахома,Вэзервилл,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",Бульдоги
pugetsound,Университет Пьюгет-Саунд,Такома,Ва,Логгеры
bryant,Колледж Брайант,Смитфилд,Ри,Бульдоги
arktech,Университет Арканзаса Тех,Расселвилл,АР,Вудер-боюны
temple,Университет Темпла,Филадельфия,ПА,Сова
brown,Университет Браун,Прорвайденс,Ри,Медведи
notredame,Университет Нотр-Дам,Южный Бенд,В,Ирландские бойцы
winstsalst,Университет штата Уинстон-Сейлем,Винстон-Салем,НГ,Рамсы
pennst,Пенсильванский государственный университет,Стэнфордский университет,ПА,Лионы Пэттерсона
nebkearney,Университет Небраски в Кэрни,Кэрни,НЕ,Лоперы
kentst,Кентский государственный университет,Кент,О,Золотые искры
mankatost,"Минский государственный университет, Манкато",Манкато,MN,Маверики
baylor,Университет Байлора,Вако,ТХ,Медведи
loyolamary,Университет Ло Йола Мэримуент,Лос-Анджелес,Калифорния,Львы
alabama,Университет Алабамы,Тускалуса,АЛ,Красный прилив
