playerid,awardid,yearid,lgid,tie,notes
alomaro01,Gold Glove,1994,AL,,Двадцать два
grudzma01,Gold Glove,2006,AL,,Двадцать два
willima04,Silver Slugger,1994,NL,,3В
brettge01,TSN All-Star,1980,AL,,3В
devliar01,Baseball Magazine All-Star,1909,NL,,3В
leachto01,Baseball Magazine All-Star,1910,NL,,ЧФ
huntro01,TSN All-Star,1964,NL,,Двадцать два
streega01,Baseball Magazine All-Star,1909,AL,,С3
nathajo01,TSN All-Star,2005,AL,Да.,РП
berrayo01,TSN All-Star,1950,ML,,C
ripkeca01,TSN Major League Player of the Year,1983,ML,,
spahnwa01,Baseball Magazine All-Star,1950,ML,,Т1
grovele01,Baseball Magazine All-Star,1929,AL,,Т1
palmeji01,TSN All-Star,1973,AL,,Правостороннее движение
cabremi01,Triple Crown,2012,NL,,
alexape01,Baseball Magazine All-Star,1923,NL,,П3
santoro01,Gold Glove,1964,NL,,3В
daubeja01,Baseball Magazine All-Star,1914,NL,,1Б
kurowwh01,Baseball Magazine All-Star,1946,ML,,3В
nichobi01,Baseball Magazine All-Star,1940,NL,,RF
wyattwh01,Baseball Magazine All-Star,1941,NL,,Т1
yorkru01,Baseball Magazine All-Star,1943,ML,,1Б
fellebo01,Baseball Magazine All-Star,1947,ML,,Т1
scottge02,Gold Glove,1975,AL,,1Б
collied01,Baseball Magazine All-Star,1912,AL,,Двадцать два
garvest01,TSN All-Star,1975,NL,,1Б
boggswa01,Silver Slugger,1991,AL,,3В
bellbu01,Gold Glove,1980,AL,,3В
francju01,TSN All-Star,1989,AL,,Двадцать два
gwynnto01,Gold Glove,1989,NL,,ОФ
colemje01,Babe Ruth Award,1950,AL,,Двадцать два
smithoz01,Gold Glove,1992,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
alomaro01,TSN All-Star,2000,AL,,Двадцать два
clarkwi02,TSN All-Star,1989,NL,,1Б
castilu01,Gold Glove,2003,NL,,Двадцать два
careyma01,Baseball Magazine All-Star,1917,NL,,ОФ
jeterde01,Gold Glove,2004,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hubbeca01,Baseball Magazine All-Star,1938,NL,,P2
wagneho01,Baseball Magazine All-Star,1908,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
winfida01,TSN All-Star,1982,AL,,ОФ
rizzuph01,TSN All-Star,1950,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
stargwi01,Babe Ruth Award,1979,NL,,1Б
gordojo01,TSN All-Star,1942,ML,,Двадцать два
flanami01,TSN Pitcher of the Year,1979,AL,,
hallji02,TSN All-Star,1965,AL,,ОФ
richabo01,TSN All-Star,1964,AL,,Двадцать два
manushe01,Baseball Magazine All-Star,1928,ML,,ОФ
richapa01,TSN All-Star,1945,ML,,C
wellsve01,Silver Slugger,2003,AL,,ОФ
mccovwi01,All-Star Game MVP,1969,ML,,
cullero01,Baseball Magazine All-Star,1945,AL,,RF
oglivbe01,Silver Slugger,1980,AL,,ОФ
coopewi01,Baseball Magazine All-Star,1921,NL,,П3
eversjo01,Baseball Magazine All-Star,1909,NL,,Двадцать два
powervi01,Gold Glove,1964,AL,,1Б
leachto01,Baseball Magazine All-Star,1909,NL,,ЧФ
richabo01,Gold Glove,1963,AL,,Двадцать два
aaronha01,TSN All-Star,1958,ML,,ОФ
schalra01,Baseball Magazine All-Star,1914,AL,,С2
willima04,TSN All-Star,1990,NL,,3В
nomohi01,Rookie of the Year,1995,NL,,
puckeki01,TSN All-Star,1988,AL,,ОФ
robinbr01,Gold Glove,1968,AL,,3В
lezcasi01,Gold Glove,1979,AL,,ОФ
berrayo01,Most Valuable Player,1954,AL,,
cabremi01,TSN All-Star,2005,NL,,ОФ
hernake01,Gold Glove,1981,NL,,1Б
rodriiv01,Gold Glove,1994,AL,,C
mantlmi01,TSN Major League Player of the Year,1956,ML,,
raschvi01,Baseball Magazine All-Star,1950,AL,,Т1
mussimi01,Gold Glove,2008,AL,,Привет! Чем я могу вам помочь?
gordojo01,Baseball Magazine All-Star,1948,AL,,Двадцать два
oneilst01,Baseball Magazine All-Star,1921,AL,,C
belanma01,Gold Glove,1975,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
bagweje01,Gold Glove,1994,NL,,1Б
gilesma01,TSN All-Star,2003,NL,,Двадцать два
gordojo01,TSN Guide MVP,1942,AL,,
aloufe01,TSN All-Star,1966,NL,,1Б
mcwilla01,TSN All-Star,1983,NL,,ЛКП
ruffire01,TSN All-Star,1939,ML,,Привет! Чем я могу вам помочь?
murphda05,TSN All-Star,1984,NL,,ОФ
tenacge01,World Series MVP,1972,ML,,
radatdi01,TSN Fireman of the Year,1964,AL,,
sauerha01,Most Valuable Player,1952,NL,,
brinked01,Gold Glove,1972,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
rivermi01,TSN All-Star,1976,AL,,ОФ
barryja01,Baseball Magazine All-Star,1913,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
anderga01,TSN All-Star,2002,AL,,ОФ
seweljo01,Baseball Magazine All-Star,1926,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
gomezle01,Baseball Magazine All-Star,1934,AL,,Т1
donovdi01,TSN All-Star,1962,AL,,Привет! Чем я могу вам помочь?
walshed01,Baseball Magazine All-Star,1908,AL,,Т1
robinbr01,Gold Glove,1971,AL,,3В
fiskca01,TSN All-Star,1972,AL,,C
torrejo01,TSN Player of the Year,1971,NL,,
garcida01,TSN All-Star,1982,AL,,Двадцать два
cravaga01,Baseball Magazine All-Star,1913,NL,,ОФ
hunteto01,Gold Glove,2002,AL,,ОФ
mathemi01,Gold Glove,2004,NL,,C
pettyje01,Baseball Magazine All-Star,1926,NL,,P4
griffke02,TSN All-Star,1993,AL,,ОФ
clemero01,Gold Glove,1964,NL,,ОФ
rolliji01,Gold Glove,2012,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
staubru01,TSN All-Star,1978,AL,,ДХ
duganjo01,Baseball Magazine All-Star,1923,AL,,3В
aparilu01,Gold Glove,1961,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
kaatji01,Gold Glove,1962,AL,,Привет! Чем я могу вам помочь?
ruckena01,Baseball Magazine All-Star,1908,NL,,П3
pettiga01,Gold Glove,1986,AL,,ОФ
klingjo01,Baseball Magazine All-Star,1908,ML,,C
foxne01,Gold Glove,1959,AL,,Двадцать два
olerujo01,Gold Glove,2003,AL,,1Б
morenom01,TSN All-Star,1979,NL,,ОФ
holloch01,Baseball Magazine All-Star,1922,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
carribi02,Baseball Magazine All-Star,1909,ML,,С2
greenha01,Most Valuable Player,1940,AL,,
hubbeca01,TSN All-Star,1936,ML,,Привет! Чем я могу вам помочь?
pujolal01,Gold Glove,2006,NL,,1Б
conceda01,TSN All-Star,1981,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
penato01,Gold Glove,1983,NL,,C
teahema01,Hutch Award,2009,ML,,
gibsobo01,World Series MVP,1964,ML,,
parkeda01,Gold Glove,1979,NL,,ОФ
jonessa02,TSN All-Star,1959,ML,,Привет! Чем я могу вам помочь?
kessido01,Lou Gehrig Memorial Award,1978,ML,,
johnsho01,Silver Slugger,1989,NL,,3В
mccormi03,Cy Young Award,1967,NL,,
morgajo02,TSN Player of the Year,1975,NL,,
alexape01,Baseball Magazine All-Star,1915,NL,,Т1
bondsba01,Silver Slugger,2004,NL,,ОФ
thomafr04,TSN All-Star,1994,AL,,1Б
matheed01,TSN All-Star,1957,ML,,3В
munsoth01,TSN All-Star,1975,AL,,C
traynpi01,Baseball Magazine All-Star,1924,NL,,3В
wagneho01,Baseball Magazine All-Star,1912,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
collied01,Baseball Magazine All-Star,1914,ML,,Двадцать два
taborji01,Baseball Magazine All-Star,1941,AL,,3В
cowenal01,Gold Glove,1977,AL,,ОФ
daubeja01,Baseball Magazine All-Star,1920,NL,,1Б
hermabi01,Baseball Magazine All-Star,1943,NL,,Двадцать два
campabe01,TSN All-Star,1974,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
pepitjo01,Gold Glove,1965,AL,,1Б
renteed01,Silver Slugger,2003,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
baylodo01,TSN All-Star,1985,AL,,ДХ
vidrojo01,Silver Slugger,2003,NL,,Двадцать два
sosasa01,TSN Major League Player of the Year,1998,ML,,
murphda05,Most Valuable Player,1982,NL,,
martied01,Silver Slugger,2003,AL,,ДХ
parneme01,TSN All-Star,1949,ML,,Привет! Чем я могу вам помочь?
mayswi01,Gold Glove,1962,NL,,ОФ
kessido01,Gold Glove,1969,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
aparilu01,TSN All-Star,1972,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
mazerbi01,TSN All-Star,1967,NL,,Двадцать два
gibsobo01,Gold Glove,1965,NL,,Привет! Чем я могу вам помочь?
forstte01,TSN Fireman of the Year,1974,AL,,
hernake01,Silver Slugger,1984,NL,,1Б
sewelri01,Baseball Magazine All-Star,1943,NL,,P2
cabremi01,Silver Slugger,2010,AL,,1Б
santoro01,TSN All-Star,1968,NL,,3В
versazo01,TSN All-Star,1965,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hernafe02,TSN Pitcher of the Year,2010,AL,,
smithlo01,TSN All-Star,1982,NL,,ОФ
brettge01,TSN Major League Player of the Year,1980,ML,,
pearsal02,Rookie of the Year,1958,AL,,
jacksjo01,Baseball Magazine All-Star,1913,AL,,ОФ
gibsoge01,Baseball Magazine All-Star,1910,ML,,C1
boonebr01,Gold Glove,2003,AL,,Двадцать два
greenmi01,Silver Slugger,1988,AL,,ОФ
allendi01,Most Valuable Player,1972,AL,,
willima04,Gold Glove,1993,NL,,3В
vinafe01,Gold Glove,2001,NL,,Двадцать два
drabedo01,Cy Young Award,1990,NL,,
bresnro01,Baseball Magazine All-Star,1911,ML,,C1
scottge02,Gold Glove,1968,AL,,1Б
henderi01,TSN All-Star,1990,AL,,ОФ
anderga01,All-Star Game MVP,2003,ML,,
pendlte01,TSN All-Star,1991,NL,,3В
wynnea01,TSN All-Star,1959,ML,,Привет! Чем я могу вам помочь?
cartejo01,Silver Slugger,1992,AL,,ОФ
mantlmi01,TSN All-Star,1962,AL,,ОФ
slaugen01,Baseball Magazine All-Star,1949,NL,,RF
gehrilo01,TSN All-Star,1936,ML,,1Б
chaseha01,Baseball Magazine All-Star,1909,AL,,1Б
bondsba01,Gold Glove,1993,NL,,ОФ
mcgwima01,Silver Slugger,1996,AL,,1Б
piercbi02,TSN All-Star,1956,ML,,Привет! Чем я могу вам помочь?
lidgebr01,TSN Reliever of the Year,2008,NL,,
fieldpr01,Silver Slugger,2011,NL,,1Б
morgajo02,Silver Slugger,1982,NL,,Двадцать два
vaughar01,Baseball Magazine All-Star,1935,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hartnga01,Baseball Magazine All-Star,1931,NL,,C
werbebi01,Baseball Magazine All-Star,1934,AL,,3В
roushed01,Baseball Magazine All-Star,1923,ML,,ОФ
pierzaj01,Silver Slugger,2012,AL,,C
hornsro01,Most Valuable Player,1929,NL,,
stirnsn01,Baseball Magazine All-Star,1944,ML,,Двадцать два
robinbr01,TSN All-Star,1964,AL,,3В
cobbty01,Baseball Magazine All-Star,1921,ML,,ОФ
collied01,Baseball Magazine All-Star,1909,ML,,Двадцать два
killeha01,TSN Player of the Year,1969,AL,,
grichbo01,Gold Glove,1974,AL,,Двадцать два
posadjo01,Silver Slugger,2003,AL,,C
baylodo01,TSN All-Star,1986,AL,,ДХ
terrybi01,Baseball Magazine All-Star,1929,ML,,1Б
ordonma01,Silver Slugger,2002,AL,,ОФ
henrito01,TSN All-Star,1949,ML,,1Б
maddugr01,Gold Glove,2005,NL,,Привет! Чем я могу вам помочь?
greenha01,Baseball Magazine All-Star,1940,AL,,LF
stargwi01,TSN All-Star,1966,NL,,ОФ
lonboji01,TSN Pitcher of the Year,1967,AL,,
ripkeca01,Silver Slugger,1994,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
suttodo01,TSN All-Star,1976,NL,,Правостороннее движение
puckeki01,Silver Slugger,1992,AL,,ОФ
parneme01,Baseball Magazine All-Star,1949,AL,,П3
planked01,Baseball Magazine All-Star,1912,AL,,П3
guidrro01,Gold Glove,1985,AL,,Привет! Чем я могу вам помочь?
mazerbi01,Gold Glove,1963,NL,,Двадцать два
boonebr01,Gold Glove,1998,NL,,Двадцать два
boyerke01,TSN Major League Player of the Year,1964,ML,,
fernato01,Gold Glove,1988,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
venturo01,Gold Glove,1999,NL,,3В
mageesh01,Baseball Magazine All-Star,1914,NL,,ОФ
chapmra01,Baseball Magazine All-Star,1917,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
duganjo01,Baseball Magazine All-Star,1924,ML,,3В
kinerra01,Baseball Magazine All-Star,1950,NL,,LF
ferrewe01,Baseball Magazine All-Star,1936,AL,,П3
clemero02,Pitching Triple Crown,1998,AL,,
norrimi01,Gold Glove,1981,AL,,Привет! Чем я могу вам помочь?
wellsve01,TSN All-Star,2006,AL,,ОФ
grichbo01,TSN All-Star,1981,AL,,Двадцать два
bondsba01,Silver Slugger,2003,NL,,ОФ
murphdw01,Gold Glove,1983,AL,,ОФ
santibe01,Gold Glove,1988,NL,,C
hubbeca01,TSN Guide MVP,1933,NL,,
harrebu01,TSN All-Star,1971,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
willite01,Triple Crown,1947,AL,,
moseswa01,Baseball Magazine All-Star,1936,AL,,RF
rodriiv01,Gold Glove,1997,AL,,C
saberbr01,Gold Glove,1989,AL,,Привет! Чем я могу вам помочь?
devliar01,Baseball Magazine All-Star,1910,ML,,3В
klingjo01,Baseball Magazine All-Star,1908,NL,,C
ruthba01,Baseball Magazine All-Star,1928,ML,,ОФ
robinja02,Baseball Magazine All-Star,1949,NL,,Двадцать два
roberda01,Baseball Magazine All-Star,1916,NL,,ОФ
dimagjo01,Most Valuable Player,1947,AL,,
coopece01,Silver Slugger,1982,AL,,1Б
bedrost01,TSN Fireman of the Year,1987,NL,,
rolliji01,Silver Slugger,2007,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
mcgwima01,Silver Slugger,1992,AL,,1Б
jonesra01,TSN All-Star,1975,NL,,ЛКП
larkiba01,Lou Gehrig Memorial Award,1994,ML,,
archeji01,Baseball Magazine All-Star,1913,NL,,C
molitpa01,Silver Slugger,1987,AL,,ДХ
gehrilo01,Most Valuable Player,1927,AL,,
johnsbi03,Baseball Magazine All-Star,1943,AL,,3В
walkela01,Gold Glove,1993,NL,,ОФ
wanerpa01,TSN All-Star,1937,ML,,ОФ
santibe01,Silver Slugger,1987,NL,,C
cuyleki01,Baseball Magazine All-Star,1925,ML,,RF
bautijo02,Hank Aaron Award,2011,AL,,
hubbske01,Rookie of the Year,1962,NL,,
sheffga01,Silver Slugger,1996,NL,,ОФ
warnelo01,Baseball Magazine All-Star,1932,NL,,Т1
bankser01,Most Valuable Player,1959,NL,,
bartedi01,Baseball Magazine All-Star,1932,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
whitalo01,Gold Glove,1984,AL,,Двадцать два
hunteto01,TSN All-Star,2002,AL,,ОФ
koufasa01,TSN All-Star,1966,NL,,Привет! Чем я могу вам помочь?
drabedo01,TSN Pitcher of the Year,1990,NL,,
roushed01,Baseball Magazine All-Star,1920,NL,,ОФ
shantbo01,Gold Glove,1958,AL,,Привет! Чем я могу вам помочь?
newhoha01,TSN All-Star,1946,ML,,Привет! Чем я могу вам помочь?
chaseha01,Baseball Magazine All-Star,1910,AL,,1Б
powervi01,Gold Glove,1961,AL,,1Б
floodcu01,Gold Glove,1964,NL,,ОФ
munsoth01,TSN Player of the Year,1976,AL,,
cansejo01,TSN All-Star,1988,AL,,ОФ
valvejo01,TSN Reliever of the Year,2007,NL,,
stottto01,Lou Gehrig Memorial Award,2000,ML,,
camniho01,Baseball Magazine All-Star,1909,NL,,P4
wettejo01,World Series MVP,1996,ML,,
richabo01,TSN All-Star,1962,AL,,Двадцать два
suttebr01,Babe Ruth Award,1982,NL,,РП
foxxji01,TSN All-Star,1938,ML,,1Б
vaughar01,Baseball Magazine All-Star,1933,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
samueju01,TSN All-Star,1987,NL,,Двадцать два
fellebo01,TSN All-Star,1947,ML,,Привет! Чем я могу вам помочь?
scottge02,Gold Glove,1972,AL,,1Б
breamsi01,Hutch Award,1990,ML,,
slaugen01,TSN Player of the Year,1949,NL,,
arroybr01,Gold Glove,2010,NL,,Привет! Чем я могу вам помочь?
reardje01,Rolaids Relief Man Award,1985,NL,,
vanceda01,Baseball Magazine All-Star,1928,NL,,Т1
jonesan01,Gold Glove,1998,NL,,ОФ
victosh01,Branch Rickey Award,2011,ML,,
willibi01,TSN Major League Player of the Year,1972,ML,,
speaktr01,Baseball Magazine All-Star,1912,AL,,ОФ
hoytwa01,Baseball Magazine All-Star,1927,AL,,P2
rodrial01,Gold Glove,2002,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
ruthba01,Baseball Magazine All-Star,1930,ML,,RF
ofarrbo01,Baseball Magazine All-Star,1923,NL,,C
munsoth01,TSN All-Star,1973,AL,,C
garvest01,Roberto Clemente Award,1981,ML,,
crosbbo01,Rookie of the Year,2004,AL,,
palmeji01,TSN All-Star,1976,AL,,Правостороннее движение
pagnoto01,Gold Glove,1992,NL,,C
martipe02,Pitching Triple Crown,1999,AL,,
hornsro01,TSN All-Star,1929,ML,,Двадцать два
hernali01,World Series MVP,1997,ML,,
reganph01,TSN Fireman of the Year,1966,NL,,
spahnwa01,TSN All-Star,1957,ML,,Привет! Чем я могу вам помочь?
garvest01,TSN All-Star,1977,NL,,1Б
spencji01,Gold Glove,1977,AL,,1Б
maddugr01,TSN Pitcher of the Year,1993,NL,,
bondsba01,TSN All-Star,1991,NL,,ОФ
victosh01,Gold Glove,2008,NL,,ОФ
templga01,TSN All-Star,1977,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
jennija01,Rookie of the Year,2002,NL,,
sanfoja02,Rookie of the Year,1957,NL,,
stanlmi02,Silver Slugger,1993,AL,,C
carltst01,TSN All-Star,1969,NL,,ЛКП
rolfere01,TSN All-Star,1939,ML,,3В
richabo01,Gold Glove,1962,AL,,Двадцать два
leiteal01,TSN All-Star,1996,NL,,ЛКП
mattido01,Gold Glove,1989,AL,,1Б
earnsge01,TSN All-Star,1931,ML,,Привет! Чем я могу вам помочь?
eckerde01,Cy Young Award,1992,AL,,
ferrewe01,Baseball Magazine All-Star,1930,ML,,P2
piazzmi01,Silver Slugger,1994,NL,,C
bondsba01,Silver Slugger,1993,NL,,ОФ
mizejo01,TSN All-Star,1948,ML,,1Б
jackstr01,Baseball Magazine All-Star,1929,ML,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
kessido01,TSN All-Star,1970,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hernake01,Gold Glove,1988,NL,,1Б
winebo01,Gold Glove,1963,NL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
hornsro01,Baseball Magazine All-Star,1921,NL,,Двадцать два
mcbeaal01,TSN Fireman of the Year,1964,NL,,
keltnke01,Baseball Magazine All-Star,1942,AL,,3В
otisam01,Gold Glove,1971,AL,,ОФ
colonba01,TSN Pitcher of the Year,2005,AL,,
gibsobo01,World Series MVP,1967,ML,,
santoro01,Gold Glove,1966,NL,,3В
papeljo01,Babe Ruth Award,2007,AL,,Привет! Чем я могу вам помочь?
allendi01,TSN All-Star,1972,AL,,1Б
speaktr01,Baseball Magazine All-Star,1916,ML,,ОФ
riceji01,TSN All-Star,1975,AL,,ОФ
leiteal01,Roberto Clemente Award,2000,ML,,
wilsowi02,Silver Slugger,1980,AL,,ОФ
davisto02,TSN All-Star,1963,NL,,ОФ
garcida01,Silver Slugger,1982,AL,,Двадцать два
myersra01,Rolaids Relief Man Award,1997,AL,,
willite01,TSN Player of the Year,1957,AL,,
johnsho01,TSN All-Star,1989,NL,,3В
ferrida01,Baseball Magazine All-Star,1945,AL,,P2
munsoth01,TSN All-Star,1976,AL,,C
berrayo01,TSN All-Star,1954,ML,,C
burksel01,Gold Glove,1990,AL,,ОФ
glaustr01,TSN All-Star,2001,AL,,3В
burgesm01,TSN All-Star,1961,NL,,C
devliar01,Baseball Magazine All-Star,1910,NL,,3В
goodedw01,TSN All-Star,1985,NL,,Правостороннее движение
henderi01,Gold Glove,1981,AL,,ОФ
ricesa01,Baseball Magazine All-Star,1920,AL,,ОФ
bergewa01,Baseball Magazine All-Star,1935,NL,,ЧФ
walshed01,Baseball Magazine All-Star,1908,ML,,Т1
palmede01,TSN All-Star,1999,AL,,3В
allenjo02,TSN Major League Player of the Year,1937,ML,,
jacksjo01,Baseball Magazine All-Star,1916,AL,,ОФ
hubbeca01,TSN Major League Player of the Year,1936,ML,,
derripa01,Baseball Magazine All-Star,1940,NL,,P2
mazerbi01,Gold Glove,1960,NL,,Двадцать два
boonebo01,Gold Glove,1987,AL,,C
quiseda01,TSN Fireman of the Year,1982,AL,,
jonesan01,Gold Glove,2005,NL,,ОФ
lazzeto01,TSN All-Star,1932,ML,,Двадцать два
brosisc01,Babe Ruth Award,1998,AL,,3В
oneilst01,Baseball Magazine All-Star,1921,ML,,C
boudrlo01,Baseball Magazine All-Star,1946,AL,,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?"
ageeto01,Gold Glove,1970,NL,,ОФ
crowdal01,Baseball Magazine All-Star,1928,AL,,Т1
beltrad01,Silver Slugger,2004,NL,,3В
rolfere01,Baseball Magazine All-Star,1938,ML,,3В
soriaal01,Silver Slugger,2006,NL,,ОФ
dyeje01,TSN All-Star,2006,AL,,ОФ
collied01,Baseball Magazine All-Star,1913,ML,,Двадцать два
