yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
1905,CLE,AL,buelofr01,75,,75,75,0,60,3,0,2,0,0,0,8,8,,
1977,HOU,NL,fergujo01,132,117.0,132,123,0,122,1,0,0,0,0,0,0,0,0.0,14.0
1884,KCU,UA,hutchbi01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1994,KCA,AL,lindjo01,85,84.0,85,84,0,0,0,84,0,0,0,0,0,0,0.0,1.0
1989,CIN,NL,armstja01,10,8.0,10,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
2006,NYA,AL,greenni01,46,22.0,46,43,0,0,1,19,17,10,0,0,0,0,0.0,1.0
1940,SLA,AL,harribo01,35,,35,35,35,0,0,0,0,0,0,0,0,0,,
1984,BAL,AL,stewasa01,60,0.0,0,60,60,0,0,0,0,0,0,0,0,0,0.0,0.0
1892,LS3,NL,healyjo01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1926,DET,AL,warneja01,100,,100,100,0,0,0,0,95,3,0,0,0,0,,
2002,MIL,NL,wrighja01,19,19.0,19,19,19,0,0,0,0,0,0,0,0,0,0.0,0.0
1910,SLA,AL,boydra01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1914,BRF,FL,chappbi01,16,,16,16,16,0,0,0,0,0,0,0,0,0,,
2009,HOU,NL,moehlbr01,29,28.0,28,29,29,0,0,0,0,0,0,0,0,0,0.0,0.0
2007,TBA,AL,orvelch01,10,0.0,1,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1970,ATL,NL,bakerdu01,13,,13,13,0,0,0,0,0,0,5,4,2,11,,
1900,CHN,NL,mccorba01,110,,110,110,0,0,0,5,21,84,0,0,0,0,,
1932,CLE,AL,browncl01,39,,39,39,37,0,0,0,0,0,0,0,0,0,,
1951,NYA,AL,johnsbi03,15,,15,15,0,0,0,0,13,0,0,0,0,0,,
1985,DET,AL,gibsoki01,154,151.0,154,144,0,0,0,0,0,0,0,20,127,144,8.0,3.0
1984,CLE,AL,bandoch01,75,60.0,75,64,0,63,1,0,1,0,0,0,0,0,1.0,13.0
1998,MIN,AL,hawkila01,33,1.0,1,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1924,BOS,AL,clarkda04,104,,104,104,0,0,0,0,94,0,0,0,0,0,,
1900,CIN,NL,peitzhe01,91,,91,91,0,80,8,0,0,0,0,0,0,0,,
1894,LS3,NL,lakefr01,16,,16,16,0,5,0,6,0,5,0,0,0,0,,
1993,FLO,NL,ariasal01,96,60.0,96,70,0,0,0,30,22,18,0,0,0,0,0.0,30.0
1968,ATL,NL,upshace01,52,,52,52,52,0,0,0,0,0,0,0,0,0,,
1997,TEX,AL,gonzaju03,133,133.0,133,64,0,0,0,0,0,0,0,0,64,64,69.0,0.0
1977,SDN,NL,sawyeri01,56,9.0,56,56,56,0,0,0,0,0,0,0,0,0,0.0,0.0
2003,KCA,AL,levinal01,18,0.0,0,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
1989,CLE,AL,wojnaed01,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
2001,BOS,AL,crawfpa02,8,0.0,0,8,8,0,0,0,0,0,0,0,0,0,0.0,0.0
1953,BRO,NL,meyerru01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,
1934,NY1,NL,vergejo01,108,,108,108,0,0,0,0,104,0,0,0,0,0,,
1988,CLE,AL,firovda01,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
1898,CIN,NL,vaughfa01,78,,78,78,0,33,39,0,0,0,0,0,0,0,,
1963,DET,AL,cashno01,147,,147,147,0,0,142,0,0,0,0,0,0,0,,
2000,DET,AL,johnsma03,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1884,CNU,UA,jonesja01,69,,69,69,0,0,0,19,10,41,0,0,0,0,,
1942,CHA,AL,rignejo01,7,,7,7,7,0,0,0,0,0,0,0,0,0,,
1986,KCA,AL,salazan01,117,98.0,117,116,0,0,0,1,0,115,0,0,0,0,0.0,1.0
1970,PHI,NL,reidsc01,25,,25,25,0,0,0,0,0,0,3,12,5,18,,
1903,CHN,NL,cookji01,8,,8,8,0,0,1,2,0,0,0,5,0,5,,
1954,NY1,NL,rodiner01,5,,5,5,0,0,0,0,0,0,0,2,1,3,,
1871,WS3,NA,whitewa01,1,,1,1,0,0,0,1,0,0,0,0,0,0,,
1898,CHN,NL,connoji01,138,,138,138,0,0,0,138,0,0,0,0,0,0,,
2011,CHN,NL,zambrca01,25,24.0,22,24,24,0,0,0,0,0,0,0,0,0,0.0,1.0
1972,BOS,AL,caterda01,92,,92,92,0,0,90,0,0,0,0,0,0,0,,
1900,PIT,NL,beaumgi01,138,,138,138,0,0,0,0,0,0,0,138,0,138,,
1915,BRO,NL,mailsdu01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1891,BSN,NL,nichoki01,52,,52,52,52,0,0,0,0,0,0,0,0,0,,
2000,COL,NL,crousri01,6,0.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
1917,DET,AL,jonesbo01,46,,46,46,0,0,0,18,8,0,0,0,0,0,,
1981,CIN,NL,fostege01,108,108.0,108,108,0,0,0,0,0,0,108,0,0,108,0.0,0.0
1942,CIN,NL,walkege02,119,,119,119,0,0,0,0,0,0,20,74,19,110,,
1990,NYN,NL,ojedabo01,38,12.0,38,38,38,0,0,0,0,0,0,0,0,0,0.0,0.0
1902,CHN,NL,kahoemi01,7,,7,7,0,4,0,0,2,1,0,0,0,0,,
1944,CHA,AL,moseswa01,136,,136,136,0,0,0,0,0,0,0,0,134,134,,
1954,ML1,NL,jayjo01,15,,15,15,15,0,0,0,0,0,0,0,0,0,,
1974,ML4,AL,anderla01,2,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
2003,TBA,AL,perezan01,48,38.0,48,40,0,0,0,31,6,6,0,0,0,0,0.0,3.0
2009,DET,AL,thamema01,87,67.0,87,22,0,0,2,0,0,0,20,0,0,20,50.0,18.0
1916,NY1,NL,tesreje01,41,,41,41,40,0,0,0,0,0,0,0,0,0,,
1997,DET,AL,sageraj01,38,0.0,2,38,38,0,0,0,0,0,0,0,0,0,0.0,0.0
2004,COL,NL,atkinga01,15,7.0,15,10,0,0,3,0,4,0,3,0,0,3,0.0,7.0
1887,PIT,NL,carrofr01,102,,102,102,0,40,17,0,0,1,8,33,5,46,,
1904,BRO,NL,cronija01,40,,40,40,40,0,0,0,0,0,0,0,0,0,,
1996,SFN,NL,rueteki01,4,3.0,4,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0
1969,PHI,NL,moneydo01,127,,127,127,0,0,0,0,0,126,0,0,0,0,,
2002,FLO,NL,mordemi01,38,19.0,38,32,0,0,1,0,7,24,0,0,0,0,0.0,9.0
2004,TBA,AL,rollsda01,53,28.0,53,44,0,0,1,2,19,0,16,5,5,24,0.0,8.0
1879,BFN,NL,hornujo01,78,,78,78,0,0,1,0,0,0,76,0,1,77,,
1964,KC1,AL,gentiji01,136,,136,136,0,0,128,0,0,0,0,0,0,0,,
1920,CHN,NL,paskedo01,139,,139,139,0,0,0,0,0,0,0,136,1,137,,
1945,PHA,AL,chapmsa01,9,,9,9,0,0,0,0,0,0,0,8,0,8,,
2003,DET,AL,rossco01,6,6.0,6,6,0,0,0,0,0,0,0,0,6,6,0.0,0.0
1916,CHA,AL,scottji01,32,,32,32,32,0,0,0,0,0,0,0,0,0,,
1979,BAL,AL,molinbo01,8,0.0,8,5,0,0,0,0,0,0,5,0,0,5,0.0,2.0
1982,SDN,NL,lanceri01,17,8.0,17,9,0,0,7,0,0,0,2,0,1,3,0.0,8.0
1905,SLN,NL,campbbi01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1995,LAN,NL,seaneru01,37,0.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0
1873,BL4,NA,selmafr01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1908,SLN,NL,lushjo01,45,,45,45,38,0,0,0,0,0,0,0,0,0,,
1967,NYA,AL,womacdo01,65,,65,65,65,0,0,0,0,0,0,0,0,0,,
1981,MON,NL,leach01,16,11.0,16,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0
1944,CIN,NL,tiptoer01,140,,140,140,0,0,0,0,0,0,139,0,0,139,,
1982,CLE,AL,whitsed01,40,0.0,0,40,40,0,0,0,0,0,0,0,0,0,0.0,0.0
1946,CHA,AL,groveor01,33,,33,33,33,0,0,0,0,0,0,0,0,0,,
2003,CIN,NL,hamiljo02,3,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0
1893,BLN,NL,wadswja01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1985,CHN,NL,bowala01,72,60.0,72,66,0,0,0,0,0,66,0,0,0,0,0.0,2.0
1997,COL,NL,swiftbi02,16,13.0,16,14,14,0,0,0,0,0,0,0,0,0,0.0,1.0
1989,CHA,AL,kittlro01,51,47.0,51,31,0,0,27,0,0,0,5,0,0,5,17.0,4.0
1956,PIT,NL,naranch01,17,,17,17,17,0,0,0,0,0,0,0,0,0,,
1967,BAL,AL,roznovi01,45,,45,45,0,23,0,0,0,0,0,0,0,0,,
1977,MON,NL,holdsfr01,14,6.0,14,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1931,CHN,NL,stephri01,80,,80,80,0,0,0,0,0,0,66,0,0,66,,
1978,NYA,AL,munsoth01,154,153.0,154,139,0,126,0,0,0,0,0,0,13,13,14.0,1.0
1987,NYA,AL,guidrro01,22,0.0,0,22,22,0,0,0,0,0,0,0,0,0,0.0,0.0
1952,SLA,AL,courtcl01,119,,119,119,0,113,0,0,0,0,0,0,0,0,,
1990,NYN,NL,brownke03,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0
2005,PIT,NL,johnsmi03,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1919,CIN,NL,seech01,8,,8,8,0,0,0,0,0,0,2,2,0,4,,
1999,SFN,NL,estessh01,42,30.0,40,32,32,0,0,0,0,0,0,0,0,0,0.0,2.0
1994,ATL,NL,olivajo01,19,16.0,19,16,0,0,0,0,16,0,0,0,0,0,0.0,3.0
2008,ATL,NL,smoltjo01,6,5.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
1937,BSN,NL,gablefr01,19,,19,19,19,0,0,0,0,0,0,0,0,0,,
2002,COL,NL,alomasa02,38,30.0,38,38,0,38,0,0,0,0,0,0,0,0,0.0,1.0
1977,OAK,AL,williea02,100,90.0,100,54,0,36,30,0,0,0,0,0,0,0,45.0,7.0
1974,CHA,AL,kucekja01,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1939,SLA,AL,almadme01,42,,42,42,0,0,0,0,0,0,3,31,0,34,,
1918,NYA,AL,caldwra02,65,,65,65,24,0,0,0,0,0,2,12,5,19,,
1961,CIN,NL,osteecl01,6,,6,6,1,0,0,0,0,0,1,0,0,1,,
1980,BOS,AL,perezto01,151,149.0,151,138,0,0,138,0,0,0,0,0,0,0,12.0,2.0
1947,BRO,NL,reisepe01,110,,110,110,0,0,0,0,0,0,51,62,0,108,,
1990,SLN,NL,collida02,99,4.0,99,61,0,0,49,0,0,0,4,1,8,12,0.0,32.0
1980,TOR,AL,velezot01,104,100.0,104,3,0,0,3,0,0,0,0,0,0,0,97.0,4.0
1991,TEX,AL,downibr01,123,98.0,123,0,0,0,0,0,0,0,0,0,0,0,98.0,25.0
1996,PIT,NL,erickjo01,28,4.0,28,28,28,0,0,0,0,0,0,0,0,0,0.0,0.0
1940,CIN,NL,bakerbi01,27,,27,27,0,24,0,0,0,0,0,0,0,0,,
1936,WS1,AL,phebubi01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1988,PHI,NL,barojsa01,6,0.0,6,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
1901,PHI,NL,delahed01,139,,139,139,0,0,58,0,0,0,82,1,1,84,,
1911,NYA,AL,coaklan01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1957,NY1,NL,spencda01,148,,148,148,0,0,0,36,6,110,0,0,0,0,,
1915,SLN,NL,huggimi01,107,,107,107,0,0,0,105,0,0,0,0,0,0,,
1921,CHA,AL,mulredo01,12,,12,12,12,0,0,0,0,0,0,0,0,0,,
1977,OAK,AL,perezma01,115,100.0,115,114,0,0,0,105,12,4,0,0,0,0,0.0,3.0
1930,NYA,AL,mcevolo01,28,,28,28,28,0,0,0,0,0,0,0,0,0,,
1999,TOR,AL,fletcda01,115,106.0,115,113,0,113,0,0,0,0,0,0,0,0,0.0,4.0
1990,PHI,NL,grimsja01,12,11.0,12,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0
1987,OAK,AL,ottoda01,3,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0
1943,CIN,NL,mallobo01,6,,6,6,6,0,0,0,0,0,0,0,0,0,,
1997,LAN,NL,kirbywa01,46,11.0,46,26,0,0,0,0,0,0,9,16,2,26,0.0,22.0
2003,NYN,NL,sanchre01,56,46.0,56,54,0,0,0,12,0,42,0,0,0,0,0.0,2.0
1940,DET,AL,mccosba01,143,,143,143,0,0,0,0,0,0,0,141,0,141,,
1967,DET,AL,wertdo01,142,,142,142,0,0,0,0,140,1,0,0,0,0,,
1924,PHA,AL,greenjo02,1,,1,1,0,0,0,0,0,0,0,0,0,0,,
1917,PHA,AL,bodiepi01,148,,148,148,0,0,1,0,0,0,145,0,0,145,,
1893,NY1,NL,keelewi01,7,,7,7,0,0,0,2,0,2,0,3,0,3,,
1899,BSN,NL,clarkbo02,60,,60,60,0,60,0,0,0,0,0,0,0,0,,
1949,CHA,AL,kuzavbo01,29,,29,29,29,0,0,0,0,0,0,0,0,0,,
1973,BAL,AL,jacksgr01,0,,0,0,45,0,0,0,0,0,0,0,0,0,,
1974,ML4,AL,moorech02,72,53.0,72,61,0,61,0,0,0,0,0,0,0,0,5.0,10.0
1994,SFN,NL,scarsst01,52,23.0,52,36,0,0,6,22,8,1,0,0,0,0,0.0,18.0
2011,MIL,NL,wolfra02,33,33.0,31,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
2002,TEX,AL,rodriri02,36,0.0,0,36,36,0,0,0,0,0,0,0,0,0,0.0,0.0
1990,PHI,NL,readyra01,101,47.0,101,58,0,0,0,28,0,0,30,0,0,30,0.0,51.0
1940,CLE,AL,dobsojo01,40,,40,40,40,0,0,0,0,0,0,0,0,0,,
1919,CLE,AL,mortogu01,26,,26,26,26,0,0,0,0,0,0,0,0,0,,
1983,LAN,NL,sciosmi01,12,10.0,12,11,0,11,0,0,0,0,0,0,0,0,0.0,1.0
1919,NY1,NL,schupfe01,9,,9,9,9,0,0,0,0,0,0,0,0,0,,
1965,CHN,NL,bertedi01,34,,34,34,0,34,0,0,0,0,0,0,0,0,,
1873,BL1,NA,brainas01,16,,16,16,14,0,0,1,0,0,0,0,2,2,,
1958,LAN,NL,colluja01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1963,SLN,NL,jamesch01,116,,116,116,0,0,0,0,0,0,82,1,25,101,,
1993,MON,NL,fasseje01,56,15.0,56,56,56,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,TOR,AL,wisede01,52,23.0,52,44,0,0,0,0,0,0,10,18,17,44,4.0,4.0
1968,ATL,NL,carrocl02,10,,10,10,10,0,0,0,0,0,0,0,0,0,,
1972,ATL,NL,neibaga01,8,,8,8,8,0,0,0,0,0,0,0,0,0,,
1988,MON,NL,reedje02,43,36.0,43,39,0,39,0,0,0,0,0,0,0,0,0.0,4.0
1970,MON,NL,jonesma01,108,,108,108,0,0,0,0,0,0,85,2,0,87,,
1987,SDN,NL,nelsoro03,10,0.0,10,2,0,0,2,0,0,0,0,0,0,0,0.0,9.0
1988,KCA,AL,tartada01,146,142.0,146,130,0,0,0,0,0,0,0,0,130,130,12.0,4.0
1928,CIN,NL,critzhu01,153,,153,153,0,0,0,153,0,0,0,0,0,0,,
1931,CHN,NL,warnelo01,20,,20,20,20,0,0,0,0,0,0,0,0,0,,
1982,SFN,NL,kuipedu01,107,45.0,107,52,0,0,0,51,0,1,0,0,0,0,0.0,58.0
1892,CL4,NL,davisge01,144,,144,144,0,0,0,3,79,20,0,3,41,44,,
1992,NYN,NL,obriech01,68,51.0,68,64,0,64,0,0,0,0,0,0,0,0,0.0,5.0
1966,CHN,NL,buhlbo01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1914,KCF,FL,package01,45,,45,45,42,0,0,0,0,0,0,0,2,2,,
1933,SLA,AL,brownll01,8,,8,8,8,0,0,0,0,0,0,0,0,0,,
1892,SLN,NL,dwyerfr01,10,,10,10,10,0,0,0,0,0,0,0,0,0,,
1972,CHA,AL,allendi01,148,,148,148,0,0,143,0,2,0,0,0,0,0,,
1958,CLE,AL,averiea02,17,,17,17,0,0,0,0,17,0,0,0,0,0,,
1932,PIT,NL,comorad01,108,,108,108,0,0,0,0,0,0,74,18,0,92,,
1987,CHA,AL,guilloz01,149,146.0,149,149,0,0,0,0,0,149,0,0,0,0,0.0,2.0
1986,CIN,NL,pricejo02,25,2.0,25,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0
1988,CAL,AL,bosleth01,35,20.0,35,26,0,0,0,0,0,0,24,0,2,26,1.0,6.0
1998,ATL,NL,colbrgr01,28,6.0,28,10,0,0,9,0,0,0,0,0,1,1,0.0,19.0
1951,CHA,AL,haasbe01,23,,23,23,0,0,7,0,1,0,1,0,3,4,,
1987,TEX,AL,stanlmi02,78,67.0,78,71,0,61,12,0,0,0,1,0,0,1,3.0,8.0
2004,TOR,AL,douglse01,14,0.0,0,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1960,SFN,NL,rodgean01,81,,81,81,0,0,6,0,21,41,2,0,0,2,,
1974,KCA,AL,brettge01,133,128.0,133,133,0,0,0,0,132,1,0,0,0,0,0.0,2.0
2001,BOS,AL,alcanis01,14,10.0,14,12,0,0,4,0,0,0,6,0,2,8,1.0,2.0
1990,CHA,AL,fernaal01,13,0.0,0,13,13,0,0,0,0,0,0,0,0,0,0.0,0.0
2004,CHA,AL,valdewi01,19,12.0,19,17,0,0,0,5,0,12,0,0,0,0,0.0,3.0
1997,MIN,AL,hunteto01,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1999,FLO,NL,burneaj01,7,7.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0
1972,DET,AL,scherfr01,57,,57,57,57,0,0,0,0,0,0,0,0,0,,
1927,SLN,NL,reinhar01,27,,27,27,21,0,1,0,0,0,0,0,0,0,,
1962,LAN,NL,gilliji01,160,,160,160,0,0,0,113,90,0,1,0,1,1,,
1997,CIN,NL,jacksda04,12,7.0,12,8,0,0,0,3,0,6,0,0,0,0,0.0,1.0
1873,BR2,NA,burdoja01,55,,55,55,0,2,0,55,0,0,0,0,0,0,,
1907,CHA,AL,tannele01,33,,33,33,0,0,0,0,31,2,0,0,0,0,,
1890,BRO,NL,stallge01,4,,4,4,0,4,0,0,0,0,0,0,0,0,,
1912,SLA,AL,wallabo01,100,,100,100,0,0,0,2,10,87,0,0,0,0,,
1938,BSN,NL,muellra01,83,,83,83,0,75,0,0,0,0,0,0,0,0,,
1926,NYA,AL,culloni02,2,,2,2,0,0,0,0,0,0,0,0,0,0,,
2002,DET,AL,bernead01,28,2.0,2,28,28,0,0,0,0,0,0,0,0,0,0.0,0.0
2000,MIL,NL,rigdopa01,12,12.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0
1932,CIN,NL,carroow01,35,,35,35,32,0,0,0,0,0,0,0,0,0,,
1986,SDN,NL,stoddti01,30,0.0,30,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
1935,CHN,NL,demarfr02,107,,107,107,0,0,0,0,0,0,0,69,29,98,,
1977,ML4,AL,moneydo01,152,150.0,152,145,0,0,0,116,15,0,23,0,0,23,7.0,2.0
1945,PHI,NL,coffmdi01,14,,14,14,14,0,0,0,0,0,0,0,0,0,,
2003,OAK,AL,hudsoti01,34,1.0,1,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
2004,ANA,AL,lackejo01,33,1.0,2,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
2009,WAS,NL,guzmacr01,135,117.0,135,117,0,0,0,0,0,117,0,0,0,0,2.0,17.0
2008,TEX,AL,sheltch01,41,26.0,41,39,0,0,39,0,1,0,0,0,0,0,0.0,9.0
1975,MON,NL,mcnalda01,12,12.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0
1949,CHN,NL,schefbo01,55,,55,55,0,40,0,0,0,0,0,0,0,0,,
1979,ATL,NL,niekrph01,44,44.0,44,44,44,0,0,0,0,0,0,0,0,0,0.0,0.0
1945,BRO,NL,hartbi03,58,,58,58,0,0,0,0,39,8,0,0,0,0,,
1988,PIT,NL,greggto01,14,2.0,14,6,0,0,0,0,0,0,5,0,1,6,0.0,8.0
1982,TEX,AL,parrila01,128,118.0,128,125,0,0,0,0,3,0,0,0,124,124,1.0,6.0
1891,CIN,NL,curtier01,27,,27,27,0,0,0,0,0,0,0,24,3,27,,
1960,KC1,AL,thronma01,104,,104,104,0,0,71,0,0,0,0,0,0,0,,
1968,MIN,AL,worthal01,54,,54,54,54,0,0,0,0,0,0,0,0,0,,
1915,BLF,FL,youngch01,9,,9,9,9,0,0,0,0,0,0,0,0,0,,
