yearid,round,teamidwinner,lgidwinner,teamidloser,lgidloser,wins,losses,ties
1918,Да,BOS,AL,CHN,NL,4,2,0
1985,Алькс,KCA,AL,TOR,AL,4,3,0
2012,Да,SFN,NL,DET,AL,4,0,0
1939,Да,NYA,AL,CIN,NL,4,0,0
1937,Да,NYA,AL,NY1,NL,4,1,0
1943,Да,NYA,AL,SLN,NL,4,1,0
2008,АЛДС1,BOS,AL,LAA,AL,3,1,0
1989,Да,OAK,AL,SFN,NL,4,0,0
1973,Алькс,OAK,AL,BAL,AL,3,2,0
1998,АЛДС1,CLE,AL,BOS,AL,3,1,0
1986,Алькс,BOS,AL,CAL,AL,4,3,0
1962,Да,NYA,AL,SFN,NL,4,3,0
1944,Да,SLN,NL,SLA,AL,4,2,0
1971,Да,PIT,NL,BAL,AL,4,3,0
1976,Да,CIN,NL,NYA,AL,4,0,0
1987,Да,MIN,AL,SLN,NL,4,3,0
1986,НЛCS,NYN,NL,HOU,NL,4,2,0
1981,Алькс,NYA,AL,OAK,AL,3,0,0
2000,НДС2,NYN,NL,SFN,NL,3,1,0
1997,НЛДС1,FLO,NL,SFN,NL,3,0,0
1981,Адеев,NYA,AL,ML4,AL,3,2,0
2010,АЛДС2,NYA,AL,MIN,AL,3,0,0
2001,Да,ARI,NL,NYA,AL,4,3,0
1973,НЛCS,NYN,NL,CIN,NL,3,2,0
1995,Алькс,CLE,AL,SEA,AL,4,2,0
1999,Алькс,NYA,AL,BOS,AL,4,1,0
2006,Да,SLN,NL,DET,AL,4,1,0
2010,Да,SFN,NL,TEX,AL,4,1,0
2008,АЛДС2,TBA,AL,CHA,AL,3,1,0
2001,АЛДС2,NYA,AL,OAK,AL,3,2,0
1981,Да,LAN,NL,NYA,AL,4,2,0
2011,НЛCS,SLN,NL,MIL,NL,4,2,0
1985,Да,KCA,AL,SLN,NL,4,3,0
2007,Да,BOS,AL,COL,NL,4,0,0
1969,Да,NYN,NL,BAL,AL,4,1,0
2000,Алькс,NYA,AL,SEA,AL,4,2,0
1986,Да,NYN,NL,BOS,AL,4,3,0
2004,Да,BOS,AL,SLN,NL,4,0,0
1998,НДС2,SDN,NL,HOU,NL,3,1,0
1997,НДС2,ATL,NL,HOU,NL,3,0,0
2007,НДС2,COL,NL,PHI,NL,3,0,0
1979,НЛCS,PIT,NL,CIN,NL,3,0,0
1997,Да,FLO,NL,CLE,AL,4,3,0
1967,Да,SLN,NL,BOS,AL,4,3,0
2006,АЛДС2,OAK,AL,MIN,AL,3,0,0
2009,АЛДС1,NYA,AL,MIN,AL,3,0,0
1969,НЛCS,NYN,NL,ATL,NL,3,0,0
1914,Да,BSN,NL,PHA,AL,4,0,0
1960,Да,PIT,NL,NYA,AL,4,3,0
2012,АЛДС2,DET,AL,OAK,AL,3,2,0
2012,НДС2,SFN,NL,CIN,NL,3,2,0
1985,НЛCS,SLN,NL,LAN,NL,4,2,0
1972,НЛCS,CIN,NL,PIT,NL,3,2,0
1938,Да,NYA,AL,CHN,NL,4,0,0
1948,Да,CLE,AL,BSN,NL,4,2,0
1984,НЛCS,SDN,NL,CHN,NL,3,2,0
1990,НЛCS,CIN,NL,PIT,NL,4,2,0
2007,АЛДС2,CLE,AL,NYA,AL,3,1,0
2009,НЛCS,PHI,NL,LAN,NL,4,1,0
2011,НДС2,MIL,NL,ARI,NL,3,2,0
2010,НЛДС1,PHI,NL,CIN,NL,3,0,0
1970,Да,BAL,AL,CIN,NL,4,1,0
1934,Да,SLN,NL,DET,AL,4,3,0
2011,АЛДС2,TEX,AL,TBA,AL,3,1,0
1997,Алькс,CLE,AL,BAL,AL,4,2,0
1993,Алькс,TOR,AL,CHA,AL,4,2,0
1950,Да,NYA,AL,PHI,NL,4,0,0
1955,Да,BRO,NL,NYA,AL,4,3,0
2011,АЛДС1,DET,AL,NYA,AL,3,2,0
1975,Алькс,BOS,AL,OAK,AL,3,0,0
1961,Да,NYA,AL,CIN,NL,4,1,0
1987,Алькс,MIN,AL,DET,AL,4,1,0
2003,Алькс,NYA,AL,BOS,AL,4,3,0
1981,НЛCS,LAN,NL,MON,NL,3,2,0
1975,НЛCS,CIN,NL,PIT,NL,3,0,0
2001,Алькс,NYA,AL,SEA,AL,4,1,0
1953,Да,NYA,AL,BRO,NL,4,2,0
1970,НЛCS,CIN,NL,PIT,NL,3,0,0
1954,Да,NY1,NL,CLE,AL,4,0,0
2011,Алькс,TEX,AL,DET,AL,4,2,0
1965,Да,LAN,NL,MIN,AL,4,3,0
1928,Да,NYA,AL,SLN,NL,4,0,0
1956,Да,NYA,AL,BRO,NL,4,3,0
2008,НЛДС1,LAN,NL,CHN,NL,3,0,0
2002,АЛДС2,MIN,AL,OAK,AL,3,2,0
2009,НЛДС1,LAN,NL,SLN,NL,3,0,0
1951,Да,NYA,AL,NY1,NL,4,2,0
2012,Алькс,DET,AL,NYA,AL,4,0,0
1998,Алькс,NYA,AL,CLE,AL,4,2,0
2009,НДС2,PHI,NL,COL,NL,3,1,0
2009,Да,NYA,AL,PHI,NL,4,2,0
1930,Да,PHA,AL,SLN,NL,4,2,0
