managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
fanniji01m,1982,MON,NL,1,162,86,76,3,Машина хорошо работает и не требует ремонта.
andersp01m,1989,DET,AL,1,162,59,103,7,Машина хорошо работает и не требует ремонта.
sheehto02m,1960,SFN,NL,2,98,46,50,5,Машина хорошо работает и не требует ремонта.
russejo02m,2009,PIT,NL,1,161,62,99,6,Машина хорошо работает и не требует ремонта.
cottich01m,1985,SEA,AL,1,162,74,88,6,Машина хорошо работает и не требует ремонта.
raderdo02m,1991,CAL,AL,1,124,61,63,7,Машина хорошо работает и не требует ремонта.
fogelho99m,1887,IN3,NL,3,70,20,49,8,Машина хорошо работает и не требует ремонта.
weaveea99m,1981,BAL,AL,1,105,59,46,2,Машина хорошо работает и не требует ремонта.
showabu99m,2000,ARI,NL,1,162,85,77,3,Машина хорошо работает и не требует ремонта.
harrilu01m,1971,ATL,NL,1,162,82,80,3,Машина хорошо работает и не требует ремонта.
robinfr02m,1975,CLE,AL,1,159,79,80,4,Да.
mattibo01m,1980,TOR,AL,1,162,67,95,7,Машина хорошо работает и не требует ремонта.
sawyeed99m,1959,PHI,NL,1,155,64,90,8,Машина хорошо работает и не требует ремонта.
stovage01m,1912,SLA,AL,2,117,41,74,7,Да.
crandde01m,1975,ML4,AL,1,161,67,94,5,Машина хорошо работает и не требует ремонта.
leylaji99m,1986,PIT,NL,1,162,64,98,6,Машина хорошо работает и не требует ремонта.
harribu01m,1936,WS1,AL,1,153,82,71,4,Машина хорошо работает и не требует ремонта.
murtada01m,1959,PIT,NL,1,155,78,76,4,Машина хорошо работает и не требует ремонта.
comisch01m,1887,SL4,AA,1,138,95,40,1,Да.
guilloz01m,2009,CHA,AL,1,162,79,83,3,Машина хорошо работает и не требует ремонта.
bauerha01m,1966,BAL,AL,1,160,97,63,1,Машина хорошо работает и не требует ремонта.
shepala99m,1969,PIT,NL,1,157,84,73,3,Машина хорошо работает и не требует ремонта.
mcgrajo01m,1924,NY1,NL,3,81,45,35,1,Машина хорошо работает и не требует ремонта.
johnswa01m,1930,WS1,AL,1,154,94,60,2,Машина хорошо работает и не требует ремонта.
mccarjo99m,1939,NYA,AL,1,152,106,45,1,Машина хорошо работает и не требует ремонта.
durocle01m,1949,NY1,NL,1,156,73,81,5,Машина хорошо работает и не требует ремонта.
larusto01m,1990,OAK,AL,1,162,103,59,1,Машина хорошо работает и не требует ремонта.
dressch01m,1961,ML1,NL,1,130,71,58,4,Машина хорошо работает и не требует ремонта.
harrilu01m,1970,ATL,NL,1,162,76,86,5,Машина хорошо работает и не требует ремонта.
lopesda01m,2002,MIL,NL,1,15,3,12,6,Машина хорошо работает и не требует ремонта.
ansonca01m,1895,CHN,NL,1,133,72,58,4,Да.
durocle01m,1966,CHN,NL,1,162,59,103,10,Машина хорошо работает и не требует ремонта.
clarkda05m,2009,HOU,NL,2,13,4,9,5,Машина хорошо работает и не требует ремонта.
mccarjo99m,1948,BOS,AL,1,155,96,59,2,Машина хорошо работает и не требует ремонта.
valenbo02m,1997,NYN,NL,1,162,88,74,3,Машина хорошо работает и не требует ремонта.
southbi01m,1943,SLN,NL,1,157,105,49,1,Машина хорошо работает и не требует ремонта.
fohlle01m,1925,BOS,AL,1,152,47,105,8,Машина хорошо работает и не требует ремонта.
hendrja01m,1927,CIN,NL,1,153,75,78,5,Машина хорошо работает и не требует ремонта.
lathaju01m,1882,PH4,AA,1,75,41,34,2,Да.
davisge01m,1900,NY1,NL,2,78,39,37,8,Да.
haneyfr01m,1954,PIT,NL,1,154,53,101,8,Машина хорошо работает и не требует ремонта.
wrighha01m,1879,BSN,NL,1,84,54,30,2,Машина хорошо работает и не требует ремонта.
hackech99m,1885,BR3,AA,1,37,15,22,5,Машина хорошо работает и не требует ремонта.
southbi01m,1929,SLN,NL,1,90,43,45,4,Да.
maddojo99m,1996,CAL,AL,3,22,8,14,4,Машина хорошо работает и не требует ремонта.
gastoci01m,2009,TOR,AL,1,162,75,87,4,Машина хорошо работает и не требует ремонта.
eversjo01m,1921,CHN,NL,1,96,41,55,7,Машина хорошо работает и не требует ремонта.
spaldal01m,1877,CHN,NL,1,60,26,33,5,Да.
riddogr99m,1990,SDN,NL,2,82,38,44,5,Машина хорошо работает и не требует ремонта.
wilheka01m,1922,PHI,NL,1,154,57,96,7,Машина хорошо работает и не требует ремонта.
washiro01m,2008,TEX,AL,1,162,79,83,2,Машина хорошо работает и не требует ремонта.
coxbo01m,1982,TOR,AL,1,162,78,84,6,Машина хорошо работает и не требует ремонта.
wagneho01m,1917,PIT,NL,2,5,1,4,8,Да.
fohlle01m,1918,CLE,AL,1,129,73,54,2,Машина хорошо работает и не требует ремонта.
larusto01m,1986,CHA,AL,1,64,26,38,5,Машина хорошо работает и не требует ремонта.
garneph01m,2000,DET,AL,1,162,79,83,3,Машина хорошо работает и не требует ремонта.
lajoina01m,1906,CLE,AL,1,157,89,64,3,Да.
durocle01m,1967,CHN,NL,1,162,87,74,3,Машина хорошо работает и не требует ремонта.
cushmch99m,1891,ML3,AA,1,36,21,15,3,Машина хорошо работает и не требует ремонта.
bolesjo99m,1999,FLO,NL,1,162,64,98,5,Машина хорошо работает и не требует ремонта.
killebi01m,1932,SLA,AL,1,154,63,91,6,Машина хорошо работает и не требует ремонта.
leylaji99m,1993,PIT,NL,1,162,75,87,5,Машина хорошо работает и не требует ремонта.
leylaji99m,1994,PIT,NL,1,114,53,61,3,Машина хорошо работает и не требует ремонта.
mcbridi01m,1874,PH1,NA,1,56,33,23,3,Да.
kingcl01m,1975,ATL,NL,1,134,58,76,5,Машина хорошо работает и не требует ремонта.
mileyda99m,2005,CIN,NL,1,70,27,43,6,Машина хорошо работает и не требует ремонта.
torrejo01m,2007,NYA,AL,1,162,94,68,2,Машина хорошо работает и не требует ремонта.
howleda01m,1931,CIN,NL,1,154,58,96,8,Машина хорошо работает и не требует ремонта.
zimmedo01m,1976,BOS,AL,2,76,42,34,3,Машина хорошо работает и не требует ремонта.
fergubo01m,1887,NY4,AA,1,30,6,24,7,Машина хорошо работает и не требует ремонта.
knighlo01m,1883,PH4,AA,1,98,66,32,1,Да.
robinwi01m,1929,BRO,NL,1,153,70,83,6,Машина хорошо работает и не требует ремонта.
peckiro01m,1931,CLE,AL,1,155,78,76,4,Машина хорошо работает и не требует ремонта.
traynpi01m,1938,PIT,NL,1,152,86,64,2,Машина хорошо работает и не требует ремонта.
coxbo01m,1999,ATL,NL,1,162,103,59,1,Машина хорошо работает и не требует ремонта.
cantijo99m,1907,WS1,AL,1,154,49,102,8,Машина хорошо работает и не требует ремонта.
hornsro01m,1931,CHN,NL,1,156,84,70,3,Да.
mcbridi01m,1871,PH1,NA,1,28,21,7,1,Да.
cronijo01m,1940,BOS,AL,1,154,82,72,5,Да.
barnibi01m,1890,BL3,AA,1,38,15,19,6,Машина хорошо работает и не требует ремонта.
mckecbi01m,1924,PIT,NL,1,153,90,63,3,Машина хорошо работает и не требует ремонта.
williji99m,1888,CL3,AA,1,64,20,44,6,Машина хорошо работает и не требует ремонта.
sislege01m,1925,SLA,AL,1,154,82,71,3,Да.
peskyjo01m,1964,BOS,AL,1,160,70,90,8,Машина хорошо работает и не требует ремонта.
rigglji99m,2008,SEA,AL,2,90,36,54,4,Машина хорошо работает и не требует ремонта.
murtada01m,1963,PIT,NL,1,162,74,88,8,Машина хорошо работает и не требует ремонта.
dykesji01m,1938,CHA,AL,1,149,65,83,6,Да.
maddojo99m,2008,TBA,AL,1,162,97,65,1,Машина хорошо работает и не требует ремонта.
aloufe01m,1993,MON,NL,1,162,94,68,2,Машина хорошо работает и не требует ремонта.
bancrfr99m,1883,CL2,NL,1,100,55,42,4,Машина хорошо работает и не требует ремонта.
mcveyca01m,1873,BL1,NA,1,33,20,13,3,Да.
clarkfr01m,1903,PIT,NL,1,141,91,49,1,Да.
robinwi01m,1927,BRO,NL,1,154,65,88,6,Машина хорошо работает и не требует ремонта.
crossla01m,1899,CL4,NL,1,38,8,30,12,Да.
garneph01m,2001,DET,AL,1,162,66,96,4,Машина хорошо работает и не требует ремонта.
buckeal99m,1904,BSN,NL,1,155,55,98,7,Машина хорошо работает и не требует ремонта.
richapa01m,1954,CHA,AL,1,146,91,54,3,Машина хорошо работает и не требует ремонта.
rosemch01m,1890,SL4,AA,3,15,7,8,3,Да.
actama99m,2011,CLE,AL,1,162,80,82,2,Машина хорошо работает и не требует ремонта.
gowdyha01m,1946,CIN,NL,2,4,3,1,6,Машина хорошо работает и не требует ремонта.
wallabo01m,1937,CIN,NL,2,25,5,20,8,Машина хорошо работает и не требует ремонта.
coxbo01m,1984,TOR,AL,1,163,89,73,2,Машина хорошо работает и не требует ремонта.
mackco01m,1903,PHA,AL,1,137,75,60,2,Машина хорошо работает и не требует ремонта.
virdobi01m,1972,PIT,NL,1,155,96,59,1,Машина хорошо работает и не требует ремонта.
jennihu01m,1917,DET,AL,1,155,78,75,4,Машина хорошо работает и не требует ремонта.
morgajo01m,1990,BOS,AL,1,162,88,74,1,Машина хорошо работает и не требует ремонта.
andersp01m,1988,DET,AL,1,162,88,74,2,Машина хорошо работает и не требует ремонта.
gibsoge01m,1934,PIT,NL,1,51,27,24,5,Машина хорошо работает и не требует ремонта.
willidi02m,1977,MON,NL,1,162,75,87,5,Машина хорошо работает и не требует ремонта.
kennebo01m,1968,OAK,AL,1,163,82,80,6,Машина хорошо работает и не требует ремонта.
collite99m,1999,ANA,AL,1,133,51,82,4,Машина хорошо работает и не требует ремонта.
kingcl01m,1969,SFN,NL,1,162,90,72,2,Машина хорошо работает и не требует ремонта.
alstowa01m,1964,LAN,NL,1,164,80,82,7,Машина хорошо работает и не требует ремонта.
mackco01m,1921,PHA,AL,1,155,53,100,8,Машина хорошо работает и не требует ремонта.
moorete01m,1954,PHI,NL,2,77,35,42,4,Машина хорошо работает и не требует ремонта.
chapmbe01m,1948,PHI,NL,1,79,37,42,6,Машина хорошо работает и не требует ремонта.
schoere01m,1970,SLN,NL,1,162,76,86,4,Машина хорошо работает и не требует ремонта.
garcida99m,1982,CLE,AL,1,162,78,84,7,Машина хорошо работает и не требует ремонта.
mackco01m,1923,PHA,AL,1,153,69,83,6,Машина хорошо работает и не требует ремонта.
lefebji01m,1989,SEA,AL,1,162,73,89,6,Машина хорошо работает и не требует ремонта.
ottme01m,1947,NY1,NL,1,155,81,73,4,Да.
wilsoji01m,1943,CHN,NL,1,154,74,79,5,Машина хорошо работает и не требует ремонта.
coonejo01m,1949,BSN,NL,2,46,20,25,4,Машина хорошо работает и не требует ремонта.
tayloza02m,1949,SLA,AL,1,155,53,101,7,Машина хорошо работает и не требует ремонта.
grimebu01m,1938,BRO,NL,1,151,69,80,7,Машина хорошо работает и не требует ремонта.
hodgegi01m,1970,NYN,NL,1,162,83,79,3,Машина хорошо работает и не требует ремонта.
gastoci01m,1994,TOR,AL,1,115,55,60,3,Машина хорошо работает и не требует ремонта.
hengled99m,1884,CHU,UA,1,74,34,39,5,Машина хорошо работает и не требует ремонта.
mclarjo99m,2008,SEA,AL,1,72,25,47,4,Машина хорошо работает и не требует ремонта.
fohlle01m,1917,CLE,AL,1,156,88,66,3,Машина хорошо работает и не требует ремонта.
torrejo01m,1980,NYN,NL,1,162,67,95,5,Машина хорошо работает и не требует ремонта.
mutriji99m,1886,NY1,NL,1,124,75,44,3,Машина хорошо работает и не требует ремонта.
harribu01m,1950,WS1,AL,1,155,67,87,5,Машина хорошо работает и не требует ремонта.
chancfr01m,1914,NYA,AL,1,137,60,74,6,Да.
trebeto99m,1986,ML4,AL,2,9,6,3,6,Машина хорошо работает и не требует ремонта.
boudrlo01m,1945,CLE,AL,1,147,73,72,5,Да.
frankhe01m,1968,SFN,NL,1,163,88,74,2,Машина хорошо работает и не требует ремонта.
stanked01m,1967,CHA,AL,1,162,89,73,4,Машина хорошо работает и не требует ремонта.
torrejo01m,1979,NYN,NL,1,163,63,99,6,Машина хорошо работает и не требует ремонта.
dykesji01m,1954,BAL,AL,1,154,54,100,7,Машина хорошо работает и не требует ремонта.
berrayo01m,1964,NYA,AL,1,164,99,63,1,Машина хорошо работает и не требует ремонта.
harribu01m,1924,WS1,AL,1,156,92,62,1,Да.
mackco01m,1901,PHA,AL,1,137,74,62,4,Машина хорошо работает и не требует ремонта.
bushdo01m,1928,PIT,NL,1,152,85,67,4,Машина хорошо работает и не требует ремонта.
williji03m,2002,HOU,NL,1,162,84,78,2,Машина хорошо работает и не требует ремонта.
mcaleji01m,1901,CLE,AL,1,138,54,82,7,Да.
brownfr99m,1882,WOR,NL,1,41,9,32,8,Машина хорошо работает и не требует ремонта.
torboje01m,2002,FLO,NL,1,162,79,83,4,Машина хорошо работает и не требует ремонта.
ansonca01m,1893,CHN,NL,1,128,56,71,9,Да.
streega01m,1931,SLN,NL,1,154,101,53,1,Да.
snydepo01m,1882,CN2,AA,1,80,55,25,1,Да.
jennihu01m,1915,DET,AL,1,156,100,54,2,Машина хорошо работает и не требует ремонта.
harribu01m,1940,WS1,AL,1,154,64,90,7,Машина хорошо работает и не требует ремонта.
woodji01m,1872,TRO,NA,1,25,15,10,5,Да.
fregoji01m,1996,PHI,NL,1,162,67,95,5,Машина хорошо работает и не требует ремонта.
sullite01m,1883,SL4,AA,1,79,53,26,2,Машина хорошо работает и не требует ремонта.
griffcl01m,1914,WS1,AL,1,158,81,73,3,Да.
torrejo01m,1983,ATL,NL,1,162,88,74,2,Машина хорошо работает и не требует ремонта.
machake01m,2003,OAK,AL,1,162,96,66,1,Машина хорошо работает и не требует ремонта.
willidi02m,1972,OAK,AL,1,155,93,62,1,Машина хорошо работает и не требует ремонта.
narroje01m,2006,CIN,NL,1,162,80,82,3,Машина хорошо работает и не требует ремонта.
chapmbe01m,1946,PHI,NL,1,155,69,85,5,Да.
kenneji99m,1890,BR4,AA,1,100,26,73,9,Машина хорошо работает и не требует ремонта.
dykesji01m,1959,DET,AL,2,137,74,63,4,Машина хорошо работает и не требует ремонта.
mauchge01m,1976,MIN,AL,1,162,85,77,3,Машина хорошо работает и не требует ремонта.
herzowh01m,1987,SLN,NL,1,162,95,67,1,Машина хорошо работает и не требует ремонта.
mosesfe99m,1884,RIC,AA,1,46,12,30,10,Машина хорошо работает и не требует ремонта.
murtada01m,1971,PIT,NL,1,162,97,65,1,Машина хорошо работает и не требует ремонта.
yorkto01m,1878,PRO,NL,1,62,33,27,3,Да.
robinfr02m,1982,SFN,NL,1,162,87,75,3,Машина хорошо работает и не требует ремонта.
loftuto01m,1890,CIN,NL,1,134,77,55,4,Машина хорошо работает и не требует ремонта.
bochybr01m,2002,SDN,NL,1,162,66,96,5,Машина хорошо работает и не требует ремонта.
barnibi01m,1885,BL2,AA,1,110,41,68,8,Машина хорошо работает и не требует ремонта.
cookedu01m,1948,PHI,NL,2,13,6,6,6,Машина хорошо работает и не требует ремонта.
gonzami01m,1938,SLN,NL,2,17,8,8,6,Машина хорошо работает и не требует ремонта.
blackbu02m,2011,SDN,NL,1,162,71,91,5,Машина хорошо работает и не требует ремонта.
trebeto99m,1991,ML4,AL,1,162,83,79,4,Машина хорошо работает и не требует ремонта.
felskjo01m,1987,PHI,NL,1,61,29,32,4,Машина хорошо работает и не требует ремонта.
weaveea99m,1973,BAL,AL,1,162,97,65,1,Машина хорошо работает и не требует ремонта.
hartnga01m,1940,CHN,NL,1,154,75,79,5,Да.
goryljo01m,1980,MIN,AL,2,36,23,13,3,Машина хорошо работает и не требует ремонта.
herzowh01m,1982,SLN,NL,1,162,92,70,1,Машина хорошо работает и не требует ремонта.
fregoji01m,1987,CHA,AL,1,162,77,85,5,Машина хорошо работает и не требует ремонта.
mitchfr01m,1917,CHN,NL,1,157,74,80,5,Машина хорошо работает и не требует ремонта.
fohlle01m,1919,CLE,AL,1,78,44,34,2,Машина хорошо работает и не требует ремонта.
altobjo01m,1985,BAL,AL,1,55,29,26,4,Машина хорошо работает и не требует ремонта.
tannech01m,1973,CHA,AL,1,162,77,85,5,Машина хорошо работает и не требует ремонта.
gibbojo02m,2007,TOR,AL,1,162,83,79,3,Машина хорошо работает и не требует ремонта.
schalra01m,1928,CHA,AL,1,75,32,42,5,Да.
lajoina01m,1905,CLE,AL,1,58,37,21,5,Да.
griffcl01m,1911,CIN,NL,1,159,70,83,6,Машина хорошо работает и не требует ремонта.
malonfe01m,1874,CH2,NA,1,36,18,18,5,Да.
mitchfr01m,1922,BSN,NL,1,154,53,100,8,Машина хорошо работает и не требует ремонта.
sharsbi99m,1890,PH4,AA,1,132,54,78,8,Машина хорошо работает и не требует ремонта.
huntebi03m,1978,TEX,AL,1,161,86,75,2,Машина хорошо работает и не требует ремонта.
mackco01m,1949,PHA,AL,1,154,81,73,5,Машина хорошо работает и не требует ремонта.
chapmja01m,1882,WOR,NL,3,37,7,30,8,Машина хорошо работает и не требует ремонта.
bauerha01m,1967,BAL,AL,1,161,76,85,7,Машина хорошо работает и не требует ремонта.
colliji01m,1905,BOS,AL,1,153,78,74,4,Да.
harribu01m,1951,WS1,AL,1,154,62,92,7,Машина хорошо работает и не требует ремонта.
dorgami01m,1880,PRO,NL,3,39,26,12,2,Да.
mcnamjo99m,1969,OAK,AL,2,13,8,5,2,Машина хорошо работает и не требует ремонта.
houkra01m,1978,DET,AL,1,162,86,76,5,Машина хорошо работает и не требует ремонта.
