playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
johnsja02,2003,1,BAL,AL,Привет! Чем я могу вам помочь?,32,32.0,569.0,8.0,24.0,3.0,0.0,,,,,
shockur01,1923,1,SLA,AL,Привет! Чем я могу вам помочь?,43,,,11.0,56.0,3.0,3.0,,,,,
jarvipa01,1970,1,ATL,NL,Привет! Чем я могу вам помочь?,36,34.0,762.0,29.0,38.0,1.0,0.0,,,,,
woodke01,1952,1,BOS,AL,ОФ,13,,,8.0,0.0,1.0,0.0,,,,,
blakibo01,1882,1,PH4,AA,Двадцать два,1,,,0.0,0.0,1.0,0.0,,,,,
bayha01,1901,1,CIN,NL,ОФ,40,,,78.0,3.0,4.0,3.0,,,,,
newmaal01,1987,1,MIN,AL,ОФ,2,0.0,12.0,0.0,0.0,0.0,0.0,,,,,
richage01,1980,1,SDN,NL,ОФ,156,155.0,4153.0,307.0,21.0,7.0,4.0,,,,,
blowemi01,1993,1,SEA,AL,LF,1,1.0,24.0,0.0,0.0,0.0,0.0,,,,,
spohral01,1928,2,BSN,NL,C,48,,,102.0,22.0,3.0,1.0,2.0,,,,
staffjo01,1893,1,CL4,NL,ОФ,1,,,0.0,0.0,0.0,0.0,,,,,
rollsda01,2004,1,TBA,AL,3В,19,14.0,383.0,16.0,25.0,2.0,3.0,,,,,
hunteto01,2009,1,LAA,AL,ЧФ,115,114.0,2932.0,308.0,2.0,1.0,0.0,0.0,,0.0,0.0,
bakerfr03,1973,1,BAL,AL,3В,1,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
perezro01,1996,1,TOR,AL,LF,59,39.0,1082.0,90.0,3.0,2.0,0.0,,,,,
mountfr01,1883,1,CL5,AA,Привет! Чем я могу вам помочь?,59,,,31.0,103.0,24.0,3.0,,,,,
mientdo01,2003,1,MIN,AL,ОФ,3,2.0,54.0,3.0,0.0,0.0,0.0,,,,,
tiptoer01,1944,1,CIN,NL,ОФ,139,,,329.0,8.0,6.0,1.0,,,,,
bollimi01,1957,2,WS1,AL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",37,24.0,694.0,42.0,89.0,6.0,17.0,,,,,
ruizch01,1965,1,CIN,NL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",3,0.0,9.0,0.0,1.0,0.0,0.0,,,,,
sargejo01,1921,1,DET,AL,Двадцать два,24,,,51.0,51.0,8.0,10.0,,,,,
miksied01,1948,1,BRO,NL,Двадцать два,54,,,106.0,101.0,7.0,15.0,,,,,
gentrru01,1943,1,DET,AL,Привет! Чем я могу вам помочь?,4,,,1.0,6.0,0.0,0.0,,,,,
faireji01,1968,1,LAN,NL,RF,22,15.0,424.0,31.0,3.0,2.0,0.0,,,,,
phelpba01,1940,1,BRO,NL,C,99,,,428.0,35.0,11.0,3.0,5.0,,,,
lylesp01,1969,1,BOS,AL,Привет! Чем я могу вам помочь?,71,0.0,308.0,3.0,19.0,3.0,3.0,,,,,
greento02,2005,1,COL,NL,C,33,32.0,786.0,151.0,7.0,4.0,0.0,3.0,17.0,26.0,4.0,0.0
mesnest01,1945,1,CIN,NL,3В,148,,,170.0,326.0,15.0,35.0,,,,,
housejo02,1914,1,BUF,FL,Привет! Чем я могу вам помочь?,7,,,1.0,11.0,0.0,0.0,,,,,
phillto02,1999,1,OAK,AL,RF,15,10.0,281.0,18.0,0.0,2.0,0.0,,,,,
alstode01,1978,2,OAK,AL,LF,23,18.0,464.0,36.0,0.0,2.0,0.0,,,,,
harveke01,2005,1,KCA,AL,1Б,5,5.0,111.0,41.0,0.0,0.0,2.0,,,,,
johnsro03,1982,1,KCA,AL,1Б,7,4.0,121.0,39.0,2.0,1.0,3.0,,,,,
freelry01,2009,1,BAL,AL,LF,5,3.0,93.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,
pattejo02,2007,1,WAS,NL,Привет! Чем я могу вам помочь?,7,7.0,94.0,1.0,2.0,0.0,0.0,,,,,
moellda01,1913,1,WS1,AL,ОФ,153,,,249.0,27.0,22.0,4.0,,,,,
mumphje01,1983,2,HOU,NL,ОФ,43,43.0,1064.0,103.0,1.0,1.0,0.0,,,,,
kubinti01,1997,1,OAK,AL,Привет! Чем я могу вам помочь?,11,0.0,38.0,2.0,1.0,0.0,1.0,,,,,
highan01,1933,1,CIN,NL,Двадцать два,2,,,0.0,1.0,0.0,0.0,,,,,
reulbed01,1907,1,CHN,NL,Привет! Чем я могу вам помочь?,27,,,13.0,53.0,5.0,3.0,,,,,
strinlo01,1946,1,CHN,NL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",1,,,0.0,2.0,0.0,0.0,,,,,
garneph01,1979,1,PIT,NL,3В,78,62.0,1734.0,47.0,144.0,13.0,16.0,,,,,
fogarji01,1884,1,PHI,NL,Двадцать два,4,,,10.0,6.0,2.0,1.0,,,,,
pennibr01,1996,2,CAL,AL,Привет! Чем я могу вам помочь?,8,0.0,22.0,0.0,0.0,0.0,0.0,,,,,
barrere01,1937,1,CIN,NL,Привет! Чем я могу вам помочь?,1,,,0.0,0.0,0.0,0.0,,,,,
orourji01,1885,1,NY1,NL,C,8,,,20.0,3.0,4.0,0.0,7.0,,,,
kavanma01,1918,1,CLE,AL,1Б,12,,,113.0,5.0,4.0,7.0,,,,,
hensodr01,2003,1,NYA,AL,3В,3,2.0,51.0,4.0,3.0,0.0,0.0,,,,,
lummi01,1981,1,ATL,NL,ОФ,1,1.0,24.0,3.0,0.0,0.0,0.0,,,,,
repozro01,1967,2,CAL,AL,LF,6,4.0,111.0,5.0,1.0,0.0,0.0,,,,,
puttmam01,1903,1,NYA,AL,Привет! Чем я могу вам помочь?,3,,,0.0,12.0,2.0,0.0,,,,,
mitchke01,1988,1,SFN,NL,LF,40,38.0,849.0,57.0,2.0,6.0,0.0,,,,,
sojolu01,1995,1,SEA,AL,LF,6,5.0,108.0,8.0,1.0,1.0,0.0,,,,,
rodriau01,1980,1,SDN,NL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",2,0.0,15.0,0.0,2.0,0.0,0.0,,,,,
evansdw01,1984,1,BOS,AL,RF,161,161.0,4218.0,315.0,9.0,2.0,3.0,,,,,
guindbo01,1964,1,BOS,AL,LF,1,1.0,24.0,1.0,0.0,0.0,0.0,,,,,
konopbr01,1942,1,PHA,AL,1Б,3,,,17.0,1.0,0.0,2.0,,,,,
stransa01,1902,1,CHA,AL,3В,137,,,170.0,334.0,62.0,21.0,,,,,
walketo04,1996,1,MIN,AL,ДХ,1,,,,,,,,,,,
parkeri01,1994,1,NYN,NL,ОФ,6,5.0,129.0,14.0,1.0,0.0,0.0,,,,,
haresh01,1991,1,DET,AL,ДХ,2,,,,,,,,,,,
sorrepa01,1989,1,MIN,AL,ДХ,5,,,,,,,,,,,
mayle01,1968,1,CIN,NL,LF,11,7.0,207.0,15.0,0.0,0.0,0.0,,,,,
roweda01,1884,1,SLU,UA,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",14,,,11.0,40.0,16.0,1.0,,,,,
egandi01,1916,1,BSN,NL,Двадцать два,59,,,81.0,125.0,11.0,11.0,,,,,
henrybi01,1967,1,SFN,NL,Привет! Чем я могу вам помочь?,28,1.0,66.0,1.0,1.0,0.0,1.0,,,,,
bradlge01,1884,1,CNU,UA,Привет! Чем я могу вам помочь?,41,,,33.0,81.0,11.0,3.0,,,,,
gerhajo01,1877,1,LS1,NL,1Б,1,,,11.0,0.0,0.0,0.0,,,,,
moranpa01,1901,1,BSN,NL,Двадцать два,1,,,1.0,4.0,0.0,0.0,,,,,
simmsmi01,1997,1,TEX,AL,ОФ,19,10.0,252.0,23.0,0.0,1.0,0.0,,,,,
romered01,1984,1,ML4,AL,Двадцать два,11,10.0,252.0,19.0,33.0,1.0,5.0,,,,,
shamsar01,1971,1,NYN,NL,RF,27,24.0,522.0,34.0,4.0,1.0,0.0,,,,,
berkmla01,2006,1,HOU,NL,ДХ,3,,,,,,,,,,,
youmafl01,1985,1,MON,NL,Привет! Чем я могу вам помочь?,14,12.0,231.0,6.0,1.0,0.0,0.0,,,,,
manniri01,1979,1,CLE,AL,ЧФ,141,140.0,3672.0,415.0,9.0,4.0,2.0,,,,,
voigtja01,1993,1,BAL,AL,1Б,5,2.0,69.0,26.0,2.0,0.0,3.0,,,,,
mcmanma01,1929,1,DET,AL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",8,,,9.0,20.0,0.0,2.0,,,,,
jimenjo01,2000,1,COL,NL,Привет! Чем я могу вам помочь?,72,0.0,212.0,5.0,8.0,2.0,1.0,,,,,
yeldier01,1990,1,HOU,NL,ЧФ,83,76.0,1986.0,220.0,5.0,7.0,2.0,,,,,
sinerho01,1909,1,BSN,NL,Двадцать два,1,,,2.0,3.0,1.0,0.0,,,,,
pelloki01,2002,1,KCA,AL,ДХ,4,,,,,,,,,,,
thompmi02,1991,1,SLN,NL,RF,11,6.0,213.0,19.0,0.0,0.0,0.0,,,,,
patteda01,1874,1,NY2,NA,1Б,1,,,4.0,0.0,0.0,0.0,,,,,
startjo01,1886,1,WS8,NL,1Б,31,,,348.0,7.0,10.0,16.0,,,,,
fiskca01,1976,1,BOS,AL,ДХ,1,,,,,,,,,,,
mageesh01,1918,1,CIN,NL,1Б,66,,,598.0,38.0,12.0,40.0,,,,,
gloadro01,2007,1,KCA,AL,LF,8,7.0,161.0,10.0,1.0,0.0,0.0,,,,,
smithza01,1986,1,ATL,NL,Привет! Чем я могу вам помочь?,38,32.0,614.0,7.0,45.0,1.0,4.0,,,,,
fennefr01,1886,1,CN2,AA,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",132,,,169.0,485.0,117.0,54.0,,,,,
mcgeaja01,1889,1,IN3,NL,Привет! Чем я могу вам помочь?,3,,,0.0,0.0,0.0,0.0,,,,,
milleno01,1973,2,ATL,NL,LF,1,1.0,6.0,2.0,0.0,1.0,0.0,,,,,
nelsoro02,1972,1,KCA,AL,Привет! Чем я могу вам помочь?,34,19.0,520.0,8.0,33.0,1.0,1.0,,,,,
walkegr01,1988,1,CHA,AL,1Б,98,98.0,2623.0,935.0,41.0,7.0,93.0,,,,,
brazlal01,1954,1,SLN,NL,Привет! Чем я могу вам помочь?,58,0.0,253.0,4.0,13.0,1.0,2.0,,,,,
hernaal01,2001,1,PIT,NL,ОФ,4,2.0,60.0,3.0,1.0,0.0,0.0,,,,,
stobbch01,1949,1,BOS,AL,Привет! Чем я могу вам помочь?,26,,,5.0,25.0,3.0,4.0,,,,,
jacksco01,2005,1,ARI,NL,ОФ,1,1.0,27.0,0.0,0.0,0.0,0.0,,,,,
foleywi01,1875,1,CH2,NA,3В,3,,,4.0,9.0,3.0,1.0,,,,,
wilheka01,1905,1,BSN,NL,Привет! Чем я могу вам помочь?,34,,,16.0,77.0,5.0,2.0,,,,,
parroto01,1893,1,CHN,NL,3В,0,,,0.0,0.0,0.0,0.0,,,,,
guerrpe01,1980,1,LAN,NL,LF,3,1.0,31.0,3.0,0.0,0.0,0.0,,,,,
rominke01,1990,1,BOS,AL,ДХ,1,,,,,,,,,,,
perisma01,2005,2,BOS,AL,Привет! Чем я могу вам помочь?,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
fonsele01,1930,1,CLE,AL,1Б,28,,,274.0,24.0,6.0,15.0,,,,,
bosmadi01,1976,1,OAK,AL,Привет! Чем я могу вам помочь?,27,15.0,336.0,9.0,19.0,1.0,2.0,,,,,
priddbo01,1962,1,PIT,NL,Привет! Чем я могу вам помочь?,2,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
knudsma01,1986,1,HOU,NL,Привет! Чем я могу вам помочь?,9,7.0,128.0,1.0,4.0,0.0,0.0,,,,,
dragodi01,1969,1,KCA,AL,Привет! Чем я могу вам помочь?,41,26.0,602.0,25.0,32.0,1.0,6.0,,,,,
lopezca01,1976,1,CAL,AL,ДХ,1,,,,,,,,,,,
judsoho01,1953,1,CIN,NL,Привет! Чем я могу вам помочь?,10,,,0.0,8.0,0.0,1.0,,,,,
fosteal01,1974,1,SLN,NL,Привет! Чем я могу вам помочь?,31,25.0,487.0,14.0,20.0,4.0,1.0,,,,,
oberkke01,1983,1,SLN,NL,3В,127,107.0,2839.0,79.0,231.0,13.0,27.0,,,,,
murphjo02,1886,3,SL4,AA,Привет! Чем я могу вам помочь?,1,,,0.0,0.0,0.0,0.0,,,,,
smithdi02,1963,1,NYN,NL,1Б,2,1.0,24.0,11.0,0.0,0.0,0.0,,,,,
belisma01,2003,1,CIN,NL,Привет! Чем я могу вам помочь?,6,0.0,26.0,0.0,2.0,0.0,0.0,,,,,
willbo01,1963,1,CHN,NL,1Б,1,1.0,21.0,10.0,0.0,0.0,1.0,,,,,
phillpa01,2005,1,KCA,AL,C,20,18.0,479.0,91.0,10.0,1.0,1.0,2.0,9.0,4.0,7.0,0.0
jamesbi02,1915,1,BSN,NL,Привет! Чем я могу вам помочь?,13,,,2.0,25.0,0.0,0.0,,,,,
kochal01,1963,1,DET,AL,Привет! Чем я могу вам помочь?,7,1.0,30.0,0.0,2.0,0.0,0.0,,,,,
valenjo03,2006,1,NYN,NL,ОФ,7,6.0,170.0,13.0,2.0,0.0,0.0,,,,,
gantnji01,1982,1,ML4,AL,Двадцать два,131,127.0,3403.0,307.0,398.0,13.0,104.0,,,,,
matosju01,2002,1,SDN,NL,3В,17,6.0,237.0,9.0,18.0,2.0,3.0,,,,,
ramirju01,2002,1,ANA,AL,ЧФ,15,2.0,138.0,11.0,0.0,0.0,0.0,,,,,
malkmbo01,1961,1,PHI,NL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",34,16.0,535.0,48.0,81.0,7.0,12.0,,,,,
mohrdu01,2003,1,MIN,AL,ДХ,6,,,,,,,,,,,
lazzeto01,1932,1,NYA,AL,Двадцать два,134,,,362.0,405.0,17.0,70.0,,,,,
marshwi01,1942,1,NY1,NL,ОФ,107,,,222.0,13.0,6.0,4.0,,,,,
marshdo01,1904,1,PHI,NL,C,7,,,20.0,14.0,2.0,0.0,0.0,,,,
ewingbo01,1910,1,PHI,NL,Привет! Чем я могу вам помочь?,34,,,5.0,60.0,2.0,2.0,,,,,
mirabdo01,2000,1,SFN,NL,C,80,71.0,1896.0,428.0,39.0,7.0,4.0,5.0,9.0,45.0,22.0,1.0
matsuhi01,2003,1,NYA,AL,ДХ,4,,,,,,,,,,,
lonboji01,1975,1,PHI,NL,Привет! Чем я могу вам помочь?,27,26.0,478.0,24.0,18.0,1.0,0.0,,,,,
repulri01,1958,1,PHI,NL,LF,36,35.0,903.0,58.0,0.0,3.0,0.0,,,,,
kraneed01,1974,1,NYN,NL,RF,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
halleto01,1967,1,SFN,NL,RF,1,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
roushed01,1925,1,CIN,NL,ОФ,134,,,343.0,15.0,8.0,3.0,,,,,
kimsu01,2005,1,WAS,NL,Привет! Чем я могу вам помочь?,12,2.0,88.0,1.0,2.0,1.0,0.0,,,,,
wilsowi02,1987,1,KCA,AL,ЧФ,143,142.0,3664.0,342.0,3.0,1.0,1.0,,,,,
snydech02,2011,1,PIT,NL,C,33,30.0,797.0,201.0,17.0,0.0,1.0,5.0,9.0,17.0,6.0,
griffcl01,1899,1,CHN,NL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",1,,,1.0,1.0,2.0,0.0,,,,,
averiea02,1963,1,PHI,NL,1Б,1,1.0,6.0,1.0,0.0,0.0,0.0,,,,,
berarjo01,1951,1,SLA,AL,3В,31,,,44.0,44.0,8.0,6.0,,,,,
salasma01,1984,1,SLN,NL,RF,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
downeto01,1915,1,BUF,FL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",2,,,5.0,7.0,1.0,1.0,,,,,
kanejo01,1910,1,CHN,NL,3В,4,,,4.0,7.0,2.0,0.0,,,,,
shoffmi01,1939,2,CIN,NL,Привет! Чем я могу вам помочь?,10,,,1.0,7.0,0.0,0.0,,,,,
virdobi01,1960,1,PIT,NL,ОФ,109,98.0,2663.0,272.0,10.0,5.0,0.0,,,,,
macharo01,2000,1,SEA,AL,C,8,3.0,114.0,35.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
jonesch05,1996,1,NYN,NL,ОФ,66,21.0,871.0,65.0,0.0,3.0,0.0,,,,,
raridbi01,1911,1,BSN,NL,Двадцать два,1,,,2.0,3.0,1.0,0.0,,,,,
betemwi01,2006,1,ATL,NL,3В,30,20.0,611.0,8.0,40.0,3.0,9.0,,,,,
slusajo01,1995,1,ML4,AL,Привет! Чем я могу вам помочь?,12,0.0,45.0,2.0,1.0,0.0,0.0,,,,,
parenma01,1986,1,SDN,NL,C,3,3.0,64.0,16.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
frymatr01,2001,1,CLE,AL,ДХ,2,,,,,,,,,,,
hudlere01,1997,1,PHI,NL,Двадцать два,6,3.0,87.0,11.0,9.0,1.0,2.0,,,,,
willije02,2011,1,LAA,AL,Привет! Чем я могу вам помочь?,10,6.0,132.0,3.0,3.0,2.0,1.0,,,,,
duceyro01,1988,1,TOR,AL,LF,1,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
lewisco01,2002,1,TEX,AL,Привет! Чем я могу вам помочь?,15,4.0,103.0,5.0,7.0,0.0,2.0,,,,,
reidbi01,1884,1,PT1,AA,Двадцать два,1,,,1.0,1.0,1.0,0.0,,,,,
parnhru01,1916,1,PHA,AL,Привет! Чем я могу вам помочь?,4,,,1.0,12.0,0.0,0.0,,,,,
randlle01,1981,1,SEA,AL,3В,59,41.0,1186.0,38.0,105.0,2.0,8.0,,,,,
stewash01,2006,1,MIN,AL,LF,34,34.0,858.0,58.0,3.0,1.0,1.0,,,,,
zimmeje01,1963,1,MIN,AL,C,39,15.0,497.0,116.0,8.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0
leede01,1993,1,MIN,AL,RF,4,2.0,55.0,3.0,0.0,0.0,0.0,,,,,
patteha02,1909,1,SLA,AL,ОФ,6,,,10.0,0.0,0.0,0.0,,,,,
orvelch01,2007,1,TBA,AL,Привет! Чем я могу вам помочь?,10,0.0,24.0,0.0,3.0,1.0,0.0,,,,,
holtobr01,1986,1,LAN,NL,Привет! Чем я могу вам помочь?,12,3.0,73.0,3.0,3.0,0.0,0.0,,,,,
magnami01,1997,1,HOU,NL,Привет! Чем я могу вам помочь?,40,0.0,143.0,1.0,7.0,1.0,0.0,,,,,
kieltbo01,2004,1,OAK,AL,ОФ,67,50.0,1428.0,97.0,1.0,1.0,0.0,,,,,
bohanbr01,2000,1,COL,NL,Привет! Чем я могу вам помочь?,34,26.0,531.0,11.0,23.0,1.0,3.0,,,,,
quirkja01,1992,1,OAK,AL,3В,2,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
masonji01,1975,1,NYA,AL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",93,73.0,1923.0,134.0,209.0,16.0,45.0,,,,,
garread01,1975,2,CAL,AL,1Б,10,10.0,243.0,77.0,8.0,0.0,10.0,,,,,
munsoth01,1975,1,NYA,AL,ДХ,22,,,,,,,,,,,
malonji01,1965,1,CIN,NL,Привет! Чем я могу вам помочь?,33,33.0,766.0,18.0,33.0,1.0,0.0,,,,,
palacre01,1989,1,KCA,AL,3В,21,3.0,208.0,13.0,10.0,1.0,0.0,,,,,
garread01,1973,1,CHN,NL,ОФ,7,5.0,135.0,9.0,0.0,0.0,0.0,,,,,
fletcva01,1955,1,DET,AL,Привет! Чем я могу вам помочь?,9,0.0,36.0,1.0,1.0,1.0,0.0,,,,,
moutoly01,1995,1,CHA,AL,RF,31,29.0,613.0,60.0,4.0,0.0,1.0,,,,,
gromest01,1953,1,CLE,AL,Привет! Чем я могу вам помочь?,5,,,1.0,0.0,0.0,0.0,,,,,
tayloca01,1969,1,PIT,NL,ОФ,36,30.0,740.0,50.0,3.0,5.0,2.0,,,,,
wagnech01,1938,1,BOS,AL,Привет! Чем я могу вам помочь?,13,,,2.0,4.0,0.0,0.0,,,,,
piedrjo01,2004,1,COL,NL,LF,14,9.0,238.0,12.0,0.0,0.0,0.0,,,,,
youngba01,1941,1,NY1,NL,1Б,150,,,1395.0,87.0,21.0,124.0,,,,,
mcraeha01,1979,1,KCA,AL,ДХ,100,,,,,,,,,,,
almonbi01,1985,1,PIT,NL,LF,26,21.0,444.0,24.0,1.0,0.0,0.0,,,,,
benzjo01,1919,1,CHA,AL,Привет! Чем я могу вам помочь?,1,,,0.0,1.0,0.0,0.0,,,,,
yellear01,1918,1,DET,AL,C,52,,,172.0,81.0,14.0,5.0,9.0,,,,
seitzke01,1991,1,KCA,AL,3В,68,55.0,1557.0,45.0,127.0,11.0,8.0,,,,,
surhobj01,1995,1,ML4,AL,ДХ,3,,,,,,,,,,,
mondari01,1979,1,LAN,NL,ЧФ,8,8.0,189.0,24.0,0.0,0.0,0.0,,,,,
workmch01,1945,1,BSN,NL,3В,107,,,97.0,205.0,30.0,18.0,,,,,
gutiefr01,2010,1,SEA,AL,ОФ,146,145.0,3832.0,413.0,2.0,0.0,0.0,0.0,,0.0,0.0,
gonzaal01,2001,1,TOR,AL,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",154,153.0,4123.0,248.0,511.0,10.0,120.0,,,,,
rodrine01,2002,1,CLE,AL,Привет! Чем я могу вам помочь?,1,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
fishech02,1884,1,KCU,UA,"К сожалению, я не понимаю ваш запрос. Можете ли вы предоставить дополнительную информацию или контекст для перевода?",1,,,0.0,2.0,1.0,0.0,,,,,
reulbed01,1909,1,CHN,NL,Привет! Чем я могу вам помочь?,35,,,15.0,91.0,5.0,4.0,,,,,
willibe02,2003,1,NYA,AL,ДХ,4,,,,,,,,,,,
sperrro01,1977,1,HOU,NL,Двадцать два,20,17.0,425.0,34.0,56.0,3.0,6.0,,,,,
levisje01,1999,1,CLE,AL,C,9,7.0,199.0,53.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
mieskma01,1999,2,HOU,NL,RF,7,4.0,124.0,11.0,0.0,0.0,0.0,,,,,
roberro01,1956,1,PHI,NL,Привет! Чем я могу вам помочь?,43,37.0,892.0,12.0,50.0,2.0,4.0,,,,,
prattto02,1999,1,NYN,NL,C,52,28.0,894.0,262.0,13.0,1.0,1.0,3.0,7.0,19.0,7.0,0.0
ellswdi01,1971,1,ML4,AL,Привет! Чем я могу вам помочь?,11,0.0,44.0,1.0,1.0,0.0,0.0,,,,,
rileser01,1992,1,HOU,NL,1Б,4,3.0,96.0,24.0,1.0,1.0,0.0,,,,,
geyerru01,1912,1,SLN,NL,Привет! Чем я могу вам помочь?,41,,,7.0,49.0,5.0,1.0,,,,,
hemslro01,1932,1,CHN,NL,C,47,,,173.0,17.0,5.0,3.0,4.0,,,,
martito01,1966,1,CLE,AL,Двадцать два,4,3.0,78.0,8.0,5.0,0.0,1.0,,,,,
frencla01,1942,1,BRO,NL,Привет! Чем я могу вам помочь?,38,,,7.0,27.0,2.0,1.0,,,,,
loesbi01,1952,1,BRO,NL,Привет! Чем я могу вам помочь?,39,,,14.0,27.0,1.0,5.0,,,,,
murphjo02,1886,2,SL5,NL,Привет! Чем я могу вам помочь?,4,,,1.0,5.0,0.0,0.0,,,,,
wiltsha01,1928,2,SLA,AL,Привет! Чем я могу вам помочь?,26,,,4.0,17.0,1.0,0.0,,,,,
sandesc01,1995,1,CAL,AL,Привет! Чем я могу вам помочь?,7,7.0,118.0,3.0,4.0,0.0,1.0,,,,,
josepdu01,1972,1,BOS,AL,C,6,6.0,137.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
macdoha01,1928,1,PHI,NL,ОФ,2,,,3.0,0.0,0.0,0.0,,,,,
