name,id,award,year,lgid,note
Джо Маллен,mullejo01,Патрик,1994,NHL,
Стэн Микита,mikitst01,Патрик,1975,NHL,
Кэмми Гранато,,Патрик,2006,NHL,
Джеймс Д. Норрис,norrija03h,Патрик,1971,NHL,посмертно
Рэй Мирон,,Патрик,2003,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Стив Езерман,yzermst01,Патрик,2005,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Джон Букик,bucykjo01,Патрик,1976,NHL,
Лу Вайро,,Патрик,1999,NHL,
Артур Вирц,wirtzar01h,Патрик,1984,NHL,
Уэйн Грецки,gretzwa01,Патрик,1993,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Глен Сонмор,sonmogl01,Патрик,2005,NHL,
Билл Клири,,Патрик,1996,NHL,
Бад Пойл,poilebu01,Патрик,1988,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Скотти Боуман,bowmasc01c,Патрик,2000,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
Пэт Лафонтен,lafonpa01,Патрик,1996,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Тони Росси,,Патрик,2010,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Брайан Бёрк,,Патрик,2007,NHL,
Брюс Макналл,,Патрик,1992,NHL,
Фред Кузик,,Патрик,1987,NHL,
Джим Хенди,hendyji01h,Патрик,1969,NHL,посмертно
Олимпийская хоккейная команда США 1960 года,,Патрик,2001,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Арт Росс,rossar01,Патрик,1983,NHL,посмертно
Ларри Плео,pleaula01,Патрик,2001,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Алекс Дельвеккио,delveal01,Патрик,1973,NHL,
1998 год Олимпийская женская хоккейная команда США,,Патрик,1998,NHL,
Марсель Дионн,dionnma01,Патрик,2005,NHL,
Лу Нанна,nannelo01,Патрик,1988,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Тед Линдси,lindste01,Патрик,2007,NHL,
Джим Девеллано,,Патрик,2008,NHL,
Кэм Нили,neelyca01,Патрик,2009,NHL,
Роберт Райддер,,Патрик,1993,NHL,
Красная Даттон,duttore01,Патрик,1992,NHL,
Гил Штейн,,Патрик,1992,NHL,
Джон Майасич,,Патрик,1997,NHL,
Дэвид Пойл,,Патрик,2000,NHL,
Сеймур Х. Нокс III,,Патрик,1996,NHL,посмертно
Том Фитцджеральд,,Патрик,1977,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,посмертно
Милт Шмидт,schmimi01,Патрик,1995,NHL,
Джон Б. Солленбергер,,Патрик,1970,NHL,посмертно
Эд Джеремайя,jeremed01,Патрик,1968,NHL,посмертно
Чарльз Л. Кроват,,Патрик,1973,NHL,посмертно
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Лен Сегларски,,Патрик,1989,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Томас Локхарт,lockhth01h,Патрик,1967,NHL,
Вилли О'Ри,oreewi01,Патрик,2002,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,посмертно
Марио Лемиё,lemiema01,Патрик,1999,NHL,
