playerid,year,stint,tmid,w,l,sa,ga
crawfco01,2010,1,CHI,4,3,19,3
andercr01,2008,1,FLO,0,4,11,7
toskave01,2006,1,SJS,0,1,3,3
dipieri01,2010,1,NYI,2,1,9,3
bouchbr01,2009,1,PHI,1,2,7,4
kiprumi01,2005,1,CAL,1,7,23,12
brodema01,2005,1,NJD,8,3,38,9
toivoha01,2005,1,BOS,0,1,3,2
climima01,2008,1,DAL,1,0,3,2
thomati01,2011,1,BOS,7,1,26,6
grahajo01,2006,1,CAR,0,1,3,2
sanfocu01,2005,1,STL,3,5,25,10
rinnepe01,2009,1,NAS,6,3,45,11
turcoma01,2010,1,CHI,2,2,13,7
bouchbr01,2005,1,PHO,1,0,3,0
millery01,2010,1,BUF,2,1,8,4
rasktu01,2009,1,BOS,5,4,33,10
peterju01,2010,1,CAR,0,1,2,2
garonma01,2010,1,CBS,1,3,12,4
turcoma01,2009,1,DAL,4,8,53,15
gustajo01,2011,1,TOR,1,3,11,4
valiqst01,2006,1,NYR,1,0,4,2
lundqhe01,2007,1,NYR,6,7,42,13
ellisda01,2007,1,NAS,2,1,9,4
leighmi01,2008,1,CAR,1,1,5,3
smithmi02,2011,1,PHO,6,8,46,15
bironma01,2007,1,PHI,2,6,20,13
conklty01,2009,1,STL,2,2,10,5
raycran01,2006,1,TOR,3,6,32,13
bironma01,2008,1,PHI,2,3,17,5
toivoha01,2006,1,BOS,1,1,8,3
johnsbr02,2010,1,PIT,2,1,11,1
turcoma01,2008,1,DAL,5,6,43,16
prusema01,2005,1,CBS,1,0,8,1
bironma01,2006,2,PHI,0,1,3,2
osgooch01,2005,1,DET,2,1,8,2
holtbbr01,2011,1,WAS,0,1,4,2
aubinje01,2005,1,TOR,0,2,5,2
markkju01,2006,1,EDM,0,1,3,2
masonch02,2008,1,STL,3,4,18,7
huetcr01,2007,2,WAS,2,0,5,0
dubiewa01,2006,1,NYI,2,0,6,1
burkese01,2006,1,LAK,2,2,22,11
kiprumi01,2007,1,CAL,3,3,17,6
emeryra01,2005,1,OTT,0,2,5,2
emeryra01,2011,1,CHI,1,3,13,5
theodjo01,2007,1,COL,6,1,28,6
rinnepe01,2011,1,NAS,4,5,30,9
pavelon01,2009,1,ATL,0,4,11,6
theodjo01,2008,1,WAS,4,4,22,6
hedbejo01,2008,1,ATL,3,0,13,1
schneco01,2008,1,VAN,0,1,3,3
brodema01,2010,1,NJD,1,1,9,2
hardijo01,2007,1,MIN,2,2,14,6
conklty01,2006,1,CBS,1,1,5,2
turcoma01,2005,1,DAL,8,1,24,6
lenevda01,2005,1,PHO,0,1,3,1
schneco01,2011,1,VAN,2,1,8,3
belfoed01,2005,1,TOR,2,4,14,6
bironma01,2008,1,PHI,2,3,17,5
ersbeer01,2007,1,LAK,1,1,10,2
denisma01,2007,1,TBL,1,0,3,0
ellisda01,2010,1,TBL,2,3,24,6
gigueje01,2007,1,AND,6,5,30,10
bironma01,2009,1,NYI,2,1,8,3
niittan01,2006,1,PHI,1,4,23,6
gigueje01,2008,1,AND,2,2,12,4
hardijo01,2006,1,MIN,0,1,3,1
dunhami01,2005,1,ATL,0,2,4,3
holtbbr01,2010,1,WAS,1,1,7,3
macdojo01,2006,1,DET,0,1,7,3
divisre01,2005,1,STL,0,1,3,2
millery01,2006,1,BUF,10,4,46,9
auldal01,2011,1,OTT,0,1,4,3
macdojo01,2010,1,DET,1,2,9,2
theodjo01,2006,1,COL,2,0,6,0
sabouda01,2007,1,PIT,4,1,26,6
auldal01,2006,1,FLO,0,3,8,6
auldal01,2009,1,DAL,2,2,15,2
weekeke01,2006,1,NYR,0,1,3,1
labarja01,2008,2,VAN,0,2,9,5
fernama01,2008,1,BOS,0,2,9,4
fernama01,2006,1,MIN,7,1,32,9
andercr01,2009,1,COL,7,4,51,16
khabini01,2006,1,CHI,4,4,33,11
turcoma01,2010,1,CHI,2,2,13,7
leighmi01,2009,1,CAR,1,0,3,0
raycran01,2006,1,TOR,3,6,32,13
macdojo01,2011,1,DET,1,1,9,3
fleurma01,2007,1,PIT,1,0,3,0
gigueje01,2011,1,COL,1,2,7,5
gigueje01,2009,1,AND,1,2,8,4
niittan01,2008,1,PHI,2,3,18,6
bouchbr01,2006,1,CHI,0,2,4,4
bironma01,2010,1,NYR,2,0,7,2
kolziol01,2005,1,WAS,4,5,44,15
sabouda01,2006,1,VAN,0,1,4,2
thomati01,2007,1,BOS,3,4,18,6
dipieri01,2007,1,NYI,3,2,21,6
denisma01,2006,1,TBL,4,1,20,2
aubinje01,2005,1,TOR,0,2,5,2
luongro01,2006,1,VAN,5,3,31,10
theodjo01,2009,1,WAS,2,2,16,7
bouchbr01,2005,1,PHO,1,0,3,0
toskave01,2009,1,TOR,1,1,4,2
millery01,2008,1,BUF,8,2,40,9
labarja01,2009,1,PHO,6,1,27,8
bouchbr01,2008,1,SJS,1,1,6,2
aubinje01,2006,1,TOR,1,1,11,3
hillejo01,2010,1,AND,4,2,26,4
josepcu01,2008,1,TOR,2,1,11,3
niemian02,2009,1,CHI,6,2,32,6
andercr01,2011,1,OTT,6,1,25,7
brodema01,2008,1,NJD,2,1,10,3
niittan01,2009,1,TBL,3,4,23,5
kiprumi01,2009,1,CAL,2,7,27,15
garonma01,2008,1,EDM,1,0,3,1
johnsbr02,2005,1,WAS,3,1,13,2
quickjo01,2009,1,LAK,8,6,51,17
reimeja01,2010,1,TOR,1,3,11,3
vokouto01,2005,1,NAS,4,3,20,8
backsni01,2006,1,MIN,3,5,32,15
khabini01,2010,1,EDM,1,3,18,4
lehtoka01,2011,1,DAL,7,3,39,9
bobrose01,2011,1,PHI,1,2,8,4
grahajo01,2005,1,TBL,4,1,16,4
rasktu01,2009,1,BOS,5,4,33,10
conklty01,2007,1,PIT,2,3,15,7
masonch02,2011,1,WPG,1,1,8,3
norrefr01,2006,1,CBS,3,3,22,8
auldal01,2011,1,OTT,0,1,4,3
elliobr01,2010,1,OTT,0,4,8,6
holmqjo01,2007,1,TBL,1,0,4,1
wardca01,2008,1,CAR,2,4,19,7
theodjo01,2006,1,COL,2,0,6,0
kiprumi01,2011,1,CAL,3,8,40,15
fernama01,2005,1,MIN,4,2,19,4
bishobe01,2010,1,STL,1,0,4,2
montoal01,2010,1,NYI,0,2,9,3
masonch02,2008,1,STL,3,4,18,7
huetcr01,2007,1,MTL,2,3,13,5
vokouto01,2005,1,NAS,4,3,20,8
vokouto01,2011,1,WAS,1,1,4,2
backsni01,2010,1,MIN,1,4,17,8
schneco01,2008,1,VAN,0,1,3,3
fleurma01,2011,1,PIT,9,2,39,9
mclenja01,2005,1,FLO,0,1,4,2
rasktu01,2010,1,BOS,1,1,5,2
khabini01,2008,1,CHI,2,5,19,9
clemmsc01,2006,1,NJD,0,2,6,3
conklty01,2005,1,EDM,0,1,2,2
bernijo01,2010,1,LAK,0,2,5,3
denisma01,2007,1,TBL,1,0,3,0
ersbeer01,2007,1,LAK,1,1,10,2
tellqmi01,2006,2,PHO,3,1,16,4
andercr01,2010,2,OTT,2,1,12,1
raycran01,2010,1,DAL,2,0,6,1
kolziol01,2006,1,WAS,1,5,17,9
dubiewa01,2005,1,NYI,1,0,3,0
niemian02,2010,1,SJS,3,5,28,8
thibajo01,2005,1,PIT,1,1,12,3
priceca01,2007,1,MTL,3,2,22,4
masonst01,2008,1,CBS,6,5,31,9
aebisda01,2005,1,COL,2,1,10,2
masonch02,2006,1,NAS,4,2,20,6
conklty01,2010,1,STL,0,2,7,6
fleurma01,2009,1,PIT,6,2,23,6
poulike01,2010,1,NYI,0,1,3,2
hasekdo01,2007,1,DET,3,2,12,3
hardijo01,2009,1,MIN,2,0,10,1
aubinje01,2005,1,TOR,0,2,5,2
turcoma01,2010,1,CHI,2,2,13,7
labarja01,2008,1,LAK,0,3,7,6
garonma01,2009,1,CBS,2,3,18,8
bouchbr01,2006,1,CHI,0,2,4,4
dubiewa01,2007,1,NYI,2,1,13,4
bironma01,2009,1,NYI,2,1,8,3
labarja01,2007,1,LAK,2,1,10,5
millery01,2011,1,BUF,5,4,34,11
luongro01,2011,1,VAN,6,6,42,17
drouije01,2008,1,EDM,1,0,3,0
toskave01,2007,1,TOR,2,3,15,6
leighmi01,2009,1,CAR,1,0,3,0
theodjo01,2009,1,WAS,2,2,16,7
dunhami01,2005,1,ATL,0,2,4,3
budajpe01,2005,1,COL,0,5,14,9
rolosdw01,2005,2,EDM,1,3,12,7
gigueje01,2010,1,TOR,2,2,15,7
schaeno01,2005,1,SJS,1,0,4,1
bernijo01,2011,1,LAK,0,1,2,2
kolziol01,2006,1,WAS,1,5,17,9
quickjo01,2009,1,LAK,8,6,51,17
enrotjh01,2010,1,BUF,3,0,19,5
macdojo01,2008,1,NYI,3,3,15,6
kolziol01,2007,1,WAS,2,4,34,11
garonma01,2006,1,LAK,1,3,18,7
markkju01,2005,1,EDM,1,3,16,8
eschero01,2006,1,PHI,0,1,2,2
masonst01,2008,1,CBS,6,5,31,9
macdojo01,2006,1,DET,0,1,7,3
rinnepe01,2011,1,NAS,4,5,30,9
dubiewa01,2009,1,MIN,1,0,2,0
osgooch01,2007,1,DET,2,3,16,8
osgooch01,2005,1,DET,2,1,8,2
luongro01,2005,1,FLO,4,4,27,7
johnsbr02,2011,1,PIT,0,1,3,2
hillejo01,2007,1,AND,2,1,12,5
kiprumi01,2009,1,CAL,2,7,27,15
clemmsc01,2008,1,NJD,2,1,12,3
montoal01,2011,1,NYI,2,2,13,5
millery01,2007,1,BUF,4,7,33,14
priceca01,2007,1,MTL,3,2,22,4
sabouda01,2008,1,PIT,3,2,19,5
bouchbr01,2010,1,PHI,2,3,20,8
gerbema01,2006,1,OTT,1,2,10,3
lalimpa01,2009,1,BUF,0,2,13,5
emeryra01,2009,1,PHI,2,1,9,2
brodema01,2010,1,NJD,1,1,9,2
enrotjh01,2010,1,BUF,3,0,19,5
lundqhe01,2010,1,NYR,7,3,46,7
conklty01,2005,1,EDM,0,1,2,2
crawfco01,2011,1,CHI,6,4,32,6
howarji01,2010,1,DET,3,2,17,2
divisre01,2005,1,STL,0,1,3,2
wardca01,2005,1,CAR,1,0,3,0
thibajo01,2006,1,PIT,1,1,5,3
sanfocu01,2007,1,VAN,0,1,4,2
lehtoka01,2006,1,ATL,7,4,30,10
hardijo01,2007,1,MIN,2,2,14,6
lehtoka01,2005,1,ATL,5,0,20,3
gigueje01,2005,1,ANA,3,7,31,12
ersbeer01,2008,1,LAK,1,4,20,8
denisma01,2005,1,CBS,3,1,18,4
masonst01,2009,1,CBS,0,7,28,12
legacma01,2009,1,CAR,2,2,16,4
dubnyde01,2009,1,EDM,2,1,11,3
hardijo01,2011,1,MIN,5,3,23,5
priceca01,2011,1,MTL,5,8,40,14
wardca01,2009,1,CAR,1,3,13,7
smithmi02,2011,1,PHO,6,8,46,15
niemian02,2009,1,CHI,6,2,32,6
lehtoka01,2007,1,ATL,4,3,18,5
macdojo01,2008,1,NYI,3,3,15,6
poulike01,2010,1,NYI,0,1,3,2
legacma01,2008,1,STL,3,1,13,4
macdojo01,2006,2,BOS,0,1,3,2
garnemi01,2005,1,ATL,0,2,8,4
noronmi01,2005,1,BUF,0,0,1,1
neuvimi01,2010,1,WAS,3,3,21,6
rinnepe01,2010,1,NAS,6,4,34,7
rolosdw01,2006,1,EDM,3,2,21,6
backsni01,2006,1,MIN,3,5,32,15
raycran01,2010,1,DAL,2,0,6,1
bobrose01,2010,1,PHI,1,4,17,9
labarja01,2011,1,PHO,0,2,11,7
lundqhe01,2011,1,NYR,4,3,25,7
gustajo01,2011,1,TOR,1,3,11,4
bacasja01,2005,1,STL,1,0,4,1
labarja01,2009,1,PHO,6,1,27,8
raycran01,2006,1,TOR,3,6,32,13
bishobe01,2011,1,OTT,0,2,6,3
andercr01,2008,1,FLO,0,4,11,7
macdojo01,2010,1,DET,1,2,9,2
pavelon01,2011,1,WPG,3,3,20,8
quickjo01,2010,1,LAK,10,0,44,8
elliobr01,2009,1,OTT,2,4,21,7
holtbbr01,2011,1,WAS,0,1,4,2
ellisda01,2007,1,NAS,2,1,9,4
kolziol01,2006,1,WAS,1,5,17,9
brodema01,2007,1,NJD,8,4,43,11
fleurma01,2007,1,PIT,1,0,3,0
bobrose01,2011,1,PHI,1,2,8,4
niittan01,2008,1,PHI,2,3,18,6
kolziol01,2007,1,WAS,2,4,34,11
johnsbr02,2011,1,PIT,0,1,3,2
ramoka01,2007,1,TBL,0,1,2,2
labarja01,2007,1,LAK,2,1,10,5
macdojo01,2008,1,NYI,3,3,15,6
mcelhcu01,2009,1,CAL,1,0,4,2
budajpe01,2006,1,COL,3,4,27,11
irvinle01,2011,1,CAL,0,1,4,2
munroad01,2005,1,CHI,0,1,4,2
bishobe01,2011,1,OTT,0,2,6,3
hedbejo01,2011,1,NJD,5,2,20,7
hasekdo01,2006,1,DET,1,5,16,8
gigueje01,2009,2,TOR,1,2,8,4
halakja01,2006,1,MTL,2,0,8,2
bryzgil01,2007,1,AND,0,1,3,1
bironma01,2009,1,NYI,2,1,8,3
kiprumi01,2011,1,CAL,3,8,40,15
belfoed01,2006,1,FLO,1,5,25,9
luongro01,2005,1,FLO,4,4,27,7
kiprumi01,2006,1,CAL,3,4,16,7
sabouda01,2007,1,PIT,4,1,26,6
priceca01,2010,1,MTL,3,2,24,6
rolosdw01,2006,1,EDM,3,2,21,6
millery01,2009,1,BUF,4,4,31,11
aubinje01,2007,1,LAK,1,1,4,2
brodema01,2011,1,NJD,7,2,26,7
gigueje01,2007,1,AND,6,5,30,10
johnsbr02,2008,1,WAS,0,1,2,1
bryzgil01,2011,1,PHI,3,5,25,13
lundqhe01,2007,1,NYR,6,7,42,13
gigueje01,2006,1,AND,4,6,39,13
vokouto01,2006,1,NAS,2,3,17,7
hedbejo01,2008,1,ATL,3,0,13,1
hillejo01,2011,1,AND,3,7,40,17
lalimpa01,2006,1,CHI,2,1,8,4
luongro01,2008,1,VAN,3,4,29,8
huetcr01,2005,1,MTL,1,2,9,3
hedbejo01,2007,1,ATL,5,3,31,7
osgooch01,2007,1,DET,2,3,16,8
gigueje01,2008,1,AND,2,2,12,4
toskave01,2006,1,SJS,0,1,3,3
auldal01,2011,1,OTT,0,1,4,3
hillejo01,2008,1,AND,5,1,31,5
dipieri01,2006,1,NYI,5,4,44,9
tellqmi01,2006,2,PHO,3,1,16,4
rolosdw01,2005,2,EDM,1,3,12,7
dipieri01,2005,1,NYI,8,3,41,12
garonma01,2010,1,CBS,1,3,12,4
halakja01,2008,1,MTL,2,1,7,2
bouchbr01,2005,1,PHO,1,0,3,0
thomati01,2005,1,BOS,2,6,31,9
brodema01,2010,1,NJD,1,1,9,2
gigueje01,2005,1,ANA,3,7,31,12
climima01,2008,1,DAL,1,0,3,2
elliobr01,2010,1,OTT,0,4,8,6
dubnyde01,2010,1,EDM,0,6,19,10
emeryra01,2011,1,CHI,1,3,13,5
ersbeer01,2008,1,LAK,1,4,20,8
kolziol01,2007,1,WAS,2,4,34,11
backsni01,2008,1,MIN,5,2,21,5
nabokev01,2007,1,SJS,6,6,40,18
hedbejo01,2005,1,DAL,4,0,17,3
ellisda01,2007,1,NAS,2,1,9,4
smithmi02,2009,1,TBL,1,3,14,5
leighmi01,2008,1,CAR,1,1,5,3
lundqhe01,2010,1,NYR,7,3,46,7
aubinje01,2005,1,TOR,0,2,5,2
conklty01,2011,1,DET,1,0,3,0
cassifr01,2006,1,WAS,0,1,3,2
leclapa01,2007,1,CBS,3,4,23,10
khabini01,2006,1,CHI,4,4,33,11
kolziol01,2006,1,WAS,1,5,17,9
schneco01,2010,1,VAN,1,0,3,0
gustajo01,2010,1,TOR,2,1,10,4
lalimpa01,2005,1,STL,0,2,5,3
lehtoka01,2011,1,DAL,7,3,39,9
bouchbr01,2008,1,SJS,1,1,6,2
poggeju01,2008,1,TOR,0,1,2,2
kolziol01,2005,1,WAS,4,5,44,15
hedbejo01,2005,1,DAL,4,0,17,3
prusema01,2005,1,CBS,1,0,8,1
dubiewa01,2006,1,NYI,2,0,6,1
gerbema01,2005,1,CAR,7,2,33,10
bobrose01,2011,1,PHI,1,2,8,4
lindban01,2011,1,NAS,1,0,3,0
holmqjo01,2006,1,TBL,6,1,33,4
kolesvi01,2005,1,COL,1,0,7,0
nabokev01,2008,1,SJS,5,4,32,11
millery01,2011,1,BUF,5,4,34,11
bernijo01,2011,1,LAK,0,1,2,2
backsni01,2006,1,MIN,3,5,32,15
wardca01,2007,1,CAR,1,3,11,6
kiprumi01,2009,1,CAL,2,7,27,15
turcoma01,2005,1,DAL,8,1,24,6
budajpe01,2007,1,COL,1,2,9,4
rinnepe01,2008,1,NAS,5,2,24,5
brodema01,2010,1,NJD,1,1,9,2
hedbejo01,2009,1,ATL,4,2,21,5
brodema01,2005,1,NJD,8,3,38,9
sauveph01,2005,1,CAL,1,0,3,0
turcoma01,2006,1,DAL,8,4,46,11
hardijo01,2008,1,MIN,0,1,2,1
wardca01,2010,1,CAR,5,4,25,6
osgooch01,2008,1,DET,4,2,21,6
norrefr01,2008,1,CBS,0,1,2,1
belfoed01,2005,1,TOR,2,4,14,6
belfoed01,2006,1,FLO,1,5,25,9
eschero01,2005,1,PHI,1,2,8,4
dubiewa01,2005,1,NYI,1,0,3,0
varlasi01,2010,1,WAS,1,2,8,3
leighmi01,2008,1,CAR,1,1,5,3
sabouda01,2008,1,PIT,3,2,19,5
emeryra01,2011,1,CHI,1,3,13,5
rolosdw01,2006,1,EDM,3,2,21,6
huetcr01,2006,1,MTL,2,3,14,8
quickjo01,2009,1,LAK,8,6,51,17
rinnepe01,2010,1,NAS,6,4,34,7
dubnyde01,2011,1,EDM,5,2,27,7
dipieri01,2006,1,NYI,5,4,44,9
garonma01,2006,1,LAK,1,3,18,7
bachmri01,2011,1,DAL,0,1,3,1
bouchbr01,2009,1,PHI,1,2,7,4
raycran01,2006,1,TOR,3,6,32,13
priceca01,2009,1,MTL,2,3,17,5
eschero01,2006,1,PHI,0,1,2,2
hillejo01,2007,1,AND,2,1,12,5
kolziol01,2006,1,WAS,1,5,17,9
andercr01,2005,1,CHI,0,3,7,5
bishobe01,2008,1,STL,0,1,4,2
niemian02,2009,1,CHI,6,2,32,6
belfoed01,2005,1,TOR,2,4,14,6
wardca01,2007,1,CAR,1,3,11,6
luongro01,2009,1,VAN,2,3,14,5
clemmsc01,2010,1,FLO,2,6,23,12
budajpe01,2008,1,COL,7,4,35,13
lundqhe01,2011,1,NYR,4,3,25,7
fernama01,2007,1,BOS,1,0,3,0
lundqhe01,2005,1,NYR,4,3,37,9
khabini01,2007,1,CHI,2,4,19,7
elliobr01,2009,1,OTT,2,4,21,7
macdojo01,2010,1,DET,1,2,9,2
howarji01,2011,1,DET,7,2,27,5
kiprumi01,2008,1,CAL,3,2,14,3
niemian02,2011,1,SJS,8,4,40,9
gigueje01,2010,1,TOR,2,2,15,7
valiqst01,2008,1,NYR,1,2,12,3
ersbeer01,2009,1,LAK,1,2,16,7
bryzgil01,2007,1,AND,0,1,3,1
toskave01,2005,1,SJS,0,3,12,5
lehtoka01,2006,1,ATL,7,4,30,10
crawfco01,2010,1,CHI,4,3,19,3
clemmsc01,2008,1,NJD,2,1,12,3
ramoka01,2008,1,TBL,1,3,13,5
belfoed01,2006,1,FLO,1,5,25,9
hardijo01,2011,1,MIN,5,3,23,5
millery01,2006,1,BUF,10,4,46,9
brodema01,2006,1,NJD,10,6,60,20
sanfocu01,2005,1,STL,3,5,25,10
fernama01,2008,1,BOS,0,2,9,4
lehtoka01,2011,1,DAL,7,3,39,9
lehtoka01,2009,1,DAL,1,0,4,0
budajpe01,2009,1,COL,0,1,5,1
priceca01,2009,1,MTL,2,3,17,5
