circuitid,circuitref,name,location,country,lat,lng,alt,url
30,Кьялами,Кьялами,Мидранд,Южная Африка,-25.9894,28.0767,,Кьялами
31,Донингтон,Донингтон-Парк,Замок Донингтон,Великобритания,52.8306,-1.37528,,"Донингтон-Парк — это автодром в Донингтоне, Ноттингемшир, Англия. Он расположен примерно в 15 милях к северу от Ноттингема и в 100 милях к северу от Лондона."
32,Родригес,"Автовоенный комплекс ""Херманос Родригес""",Мексико-Сити,Мексика,19.4042,-99.0907,,Автомагистраль Герреро Родригес
33,Финикс,Финиксский уличный трек,Финикс,США,33.4479,-112.075,,Википедия: Финиксский уличный трасс
34,Рикард,Кирпич Поль Рикард,Лэ-Шато́лье,Франция,43.2506,5.79167,,"Пуль-Рикард ( Paul Ricard ) - французский автогонщик, бывший пилот Формулы-1 и Ле-Мана . Он также был владельцем команды Formule 1 Team ORECA в начале 1990-х годов."
35,"Вы хотите, чтобы я перевел это слово? Это корейский термин, который означает ""сердце"" или ""душу"".",Международный круговой автодром Кореи,Янгам,Корея,34.7333,126.417,,https://ru.wikipedia.org/wiki/Корейский_международный_шоссе
36,Якарепагуа,Авто- и мотодром имени Нельсона Пике,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,Автоодномерический международный Нельсон Пике
37,Детройт,Детройтский уличный трасс,Детройт,США,42.3298,-83.0401,,Детройтский уличный шас
38,бренды_хэтч,Бренды Хэтч,Кент,Великобритания,51.3569,0.263056,,Бренды Хэтч
39,Зандвоорт,Зандворт-рейсвейк,Зандворт,Нидерланды,52.3888,4.54092,,https://ru.wikipedia.org/wiki/Зандвортская_трасса
40,зольдер,Золдер,Хюсден-Золдер,Бельгия,50.9894,5.25694,,Золдер
41,Дижон,Дижон-Преной,Дижон,Франция,47.3625,4.89913,,Дижон-Преной
42,Даллас,Фейр-Парк,Даллас,США,32.7774,-96.7587,,"Фейр-Парк — район в городе Далласе, штат Техас, США. Он расположен к востоку от центра города Даллас и является домом для нескольких культурных и развлекательных объектов, включая парк Фейр и Далласский зоопарк."
43,Длинный пляж,Долгий пляж,Калифорния,США,33.7651,-118.189,,"Википедия: Лонг-Бич, Калифорния"
44,Las Vegas,Стреловый круг в Лас-Вегасе,Невада,США,36.1162,-115.174,,"Википедия — это онлайн-энциклопедия, которая содержит информацию о различных темах и может быть полезна для перевода."
45,Ярама,Ярама,Мадрид,Испания,40.6171,-3.58558,,Circuito Permanente del Jarama
46,Уэткинс-Глен,Уаткинс-Глен,штат Нью-Йорк,США,42.3369,-76.9272,,Ваткинс-Глен интернешнл
47,Андерсторп,Скандинавская гоночная трасса,Андерсепп,Швеция,57.2653,13.6042,,Шведская гоночная трасса
48,Моспорт,Моспорт Интернационал Рэйвью,Онтарио,Канада,44.0481,-78.6756,,Моспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,"Шоссейная гонка «Монжуик» — ежегодное автогонка на трассе Монжуик в Барселоне, Испания. Она была основана в 1913 году и проводилась до 1954 года, когда трасса была преобразована в городской парк."
50,Нивель,Нивель-Больвер,Брюссель,Бельгия,50.6211,4.32694,,http://ru.wikipedia.org/wiki/Нивелльс-Бау́лдерс
51,шутка,Шарада-циркуит,Клермон-Ферран,Франция,45.7472,3.03889,,Харада-сборка
52,Тремблант,Кирпичный пролом в стену,Квебек,Канада,46.1877,-74.6099,,Курс Мон-Тремблант
53,эссарты,Руан-Лез-Эсарт,Руан,Франция,49.3306,1.00458,,Руан-Лес-Эссартс
54,лемансы,Лимон,Лимон,Франция,47.95,0.224231,,Курс де Ла Сарте
55,Реймс,Реймс-Гьез,Реймс,Франция,49.2542,3.93083,,Реймс-Гекю
56,Джордж,Принс-Джордж Циркрут,Восточная провинция Кейптауна,Южная Африка,-33.0486,27.8736,,Принц-Джордж-Циркут
57,Зельтовег,Зельтовег,Стирия,Австрия,47.2039,14.7478,,Аэропорт Зельтвейг
58,айтри,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,Аинтри-Мотор-Рэйсинг-Цирку́т
59,Боа-Виста,Киркто да Поссоа,Опорто,Португалия,41.1705,-8.67325,,Круг Боскайта
60,Риверсайд,Международная трасса Риверсайд,Калифорния,США,33.937,-117.273,,Риверсайд Интернэшнл Расвей
61,авус,Авус,Берлин,Германия,52.4806,13.2514,,АВУС
62,Монсанто,Круг Монсанто,Лиссабон,Португалия,38.7197,-9.20306,,Круг Монсanto-Парк
63,Себринг,Себринг интернационл рэйввей,Флорида,США,27.4547,-81.3483,,Шоссе Себринга
64,эйн-диаб,Айн-Диб,Касабланка,Марокко,33.5786,-7.6875,,Аин-Диябский трасс
65,Пескара,Пескара,Пескара,Италия,42.475,14.1508,,Пескара-циркуит
66,Бременга́рд,Круг Бремгартен,Берн,Швейцария,46.9589,7.40194,,Круг Бремгартен
67,Педралбес,Кирпич-Кассель,Барселона,Испания,41.3903,2.11667,,Трасса Перальбес
68,будд,Международный трассير Будды,Уппар-Прадш,Индия,28.3487,77.5331,,Круговая дорога Будда в Имакаме
69,Америки,Circuit Америки,Остин,США,30.1328,-97.6411,,Кругозабор Америки
70,красный-бул-ринг,Рид Булл Ринг,Спилберг,Австрия,47.2197,14.7647,,"Википедия - это онлайн-энциклопедия, которая содержит информацию о многих темах, включая Red Bull Ring. Ниже приведен краткий перевод статьи на русский язык:

«Red Bull Ring — это автодром в Австрии, расположенный в городе Кегельаммер. Он был построен в 1970 году и является домом для Гран-при Австрии по гонкам «Формулы-1» с 1987 года.

Автодром Red Bull Ring имеет длину 4,326 км (2,686 миль) и включает в себя 14 поворотов и 20 прямых секций. Он известен своими быстрыми поворотами и высокой скоростью, что делает его одним из самых захватывающих трасс для гонок «Формулы-1».

В 2020 году автодром был закрыт на реконструкцию, а в 2021 году он открылся вновь с обновленной трассой и улучшенной инфраструктурой.

Гран-при Австрии по гонкам «Формулы-1» проводится на Red Bull Ring каждый год, привлекая тысячи болельщиков со всего мира»."
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Сочи-автодром
72,Имперский порт,Улица Порт Империал,Нью-Джерси,США,40.7769,-74.0111,,サーキット・ポート・インペリアル
73,Bak,"Баку, город Гран-при",Баку,Азербайджан,40.3725,49.8533,,Бакуский городской тред
