year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2011,NHL,MIN,MIN,WC,NW,4,,82,35,36,,11,81,11,9,177,226,Minnesota Wild,994,16,39,258,4,51,285,5
1980,NHL,PHI,PHI,CC,PT,2,QF,80,41,24,15.0,,97,,,313,249,Philadelphia Flyers,2621,40,75,278,4,85,432,10
1975,NHL,PHI,PHI,CC,PT,1,F,80,51,13,16.0,,118,,,348,209,Philadelphia Flyers,1980,10,83,290,4,83,480,14
1996,NHL,DAL,DAL,WC,CE,1,CQF,82,48,26,8.0,,104,,,252,198,Dallas Stars,1325,10,46,314,9,51,308,11
1949,NHL,TOR,TOR,,,3,SF,70,31,27,12.0,,74,,,176,173,Toronto Maple Leafs,804,,,,,,,
2008,NHL,TOR,TOR,EC,NE,5,,82,34,35,,13,81,6,7,250,293,Toronto Maple Leafs,1125,12,62,330,7,78,308,6
1994,NHL,NYR,NYR,EC,AT,4,CSF,48,22,23,3.0,,47,,,139,134,New York Rangers,781,4,40,200,3,34,211,5
1989,NHL,MNS,DAL,CC,NO,4,DSF,80,36,40,4.0,,76,,,284,291,Minnesota North Stars,2041,28,81,386,16,74,397,14
1919,NHL,TRS,TOR,,,3,,24,12,12,0.0,,24,,,119,106,Toronto St. Patricks,253,,,,,,,
1971,NHL,LAK,LAK,,WD,7,,78,20,49,9.0,,49,,,206,305,Los Angeles Kings,719,10,38,272,7,50,210,4
1970,NHL,PIT,PIT,,WD,6,,78,21,37,20.0,,62,,,221,240,Pittsburgh Penguins,1079,6,56,318,9,48,276,5
1988,NHL,TOR,TOR,CC,NO,5,,80,28,46,6.0,,62,,,259,342,Toronto Maple Leafs,1740,14,56,334,14,98,359,10
1978,WHA,QUN,COL,,,2,AVSF,80,41,34,5.0,,87,,,288,271,Quebec Nordiques,1399,30,67,272,9,63,329,6
1977,NHL,COR,NJD,CC,SM,2,PRE,80,19,40,21.0,,59,,,257,305,Colorado Rockies,818,10,63,279,7,53,237,5
1997,NHL,SJS,SJS,WC,PC,4,CQF,82,34,38,10.0,,78,,,210,216,San Jose Sharks,1417,20,54,400,5,59,398,10
2002,NHL,TBL,TBL,EC,SE,1,CSF,82,36,25,16.0,5,93,,,219,210,Tampa Bay Lightning,1079,30,70,391,5,55,316,6
1983,NHL,LAK,LAK,CC,SM,5,,80,23,44,13.0,,59,,,309,376,Los Angeles Kings,1265,8,75,360,17,82,294,10
1996,NHL,STL,STL,WC,CE,4,CQF,82,36,35,11.0,,83,,,236,239,St. Louis Blues,1336,24,50,327,8,55,332,9
1991,NHL,CAL,CAL,CC,SM,5,,80,31,37,12.0,,74,,,296,305,Calgary Flames,2643,22,87,414,10,107,489,10
1970,NHL,MTL,MTL,,ED,3,SC,78,42,23,13.0,,97,,,291,216,Montreal Canadiens,1271,10,71,286,6,49,319,8
1929,NHL,TOR,TOR,,CA,4,,44,17,21,6.0,,40,,,116,124,Toronto Maple Leafs,607,,,,,,,
1941,NHL,TOR,TOR,,,2,SC,48,27,18,3.0,,57,,,158,136,Toronto Maple Leafs,341,,,,,,,
1927,NHL,BOS,BOS,,AM,1,SF,44,20,13,11.0,,51,,,77,70,Boston Bruins,557,,,,,,,
1980,NHL,DET,DET,WA,NO,5,,80,19,43,18.0,,56,,,252,339,Detroit Red Wings,1687,24,60,316,12,82,317,7
1989,NHL,PIT,PIT,WA,PT,5,,80,32,40,8.0,,72,,,318,359,Pittsburgh Penguins,2132,14,86,403,21,94,372,7
1936,NHL,CHI,CHI,,AM,4,,48,14,27,7.0,,35,,,99,131,Chicago Black Hawks,291,,,,,,,
1999,NHL,SJS,SJS,WC,PC,4,CSF,82,35,30,10.0,7,87,,,225,214,San Jose Sharks,1292,6,62,377,4,61,372,16
1987,NHL,MNS,DAL,CC,NO,5,,80,19,48,13.0,,51,,,242,349,Minnesota North Stars,2313,14,81,450,16,108,436,10
2003,NHL,NAS,NAS,WC,CE,3,CQF,82,38,29,11.0,4,91,,,216,217,Nashville Predators,1360,28,72,428,8,64,351,14
1932,NHL,MTM,MTM,,CA,2,QF,48,22,20,6.0,,50,,,135,119,Montreal Maroons,442,,,,,,,
2007,NHL,CHI,CHI,WC,CE,3,,82,40,34,,8,88,5,4,239,235,Chicago Blackhawks,1383,12,58,365,6,69,385,17
1943,NHL,TOR,TOR,,,3,SF,50,23,23,4.0,,50,,,214,174,Toronto Maple Leafs,293,,,,,,,
1968,NHL,MNS,DAL,,WD,6,,76,18,43,15.0,,51,,,189,270,Minnesota North Stars,854,,47,246,8,41,249,3
1932,NHL,NYR,NYR,,AM,3,SC,48,23,17,8.0,,54,,,135,107,New York Rangers,599,,,,,,,
2008,NHL,MIN,MIN,WC,NW,3,,82,40,33,,9,89,5,3,219,200,Minnesota Wild,889,20,66,328,6,36,291,9
1973,NHL,DET,DET,,ED,6,,78,29,39,10.0,,68,,,255,319,Detroit Red Wings,917,6,59,274,13,49,238,8
2007,NHL,SJS,SJS,WC,PC,1,CSF,82,49,23,,10,108,6,6,222,193,San Jose Sharks,1075,14,70,374,9,44,310,7
1978,WHA,WIJ,PHO,,,3,AVC,80,39,35,6.0,,84,,,307,306,Winnipeg Jets,1342,18,67,265,7,57,274,5
2000,NHL,BUF,BUF,EC,NE,2,CSF,82,46,30,5.0,1,98,,,218,184,Buffalo Sabres,1249,8,60,373,5,40,334,6
1985,NHL,HAR,CAR,WA,AD,4,DF,80,40,36,4.0,,84,,,332,302,Hartford Whalers,1759,24,83,378,8,72,376,12
1981,NHL,PIT,PIT,WA,PT,4,DSF,80,31,36,13.0,,75,,,310,337,Pittsburgh Penguins,2212,10,99,404,14,92,399,8
1915,PCHA,VA1,SPO,,,4,,18,5,13,0.0,,10,,,74,102,Victoria Aristocrats,,,,,,,,
1988,NHL,WAS,WAS,WA,PT,1,DSF,80,41,29,10.0,,92,,,305,259,Washington Capitals,1836,12,96,443,13,73,362,7
1975,NHL,NYR,NYR,CC,PT,4,,80,29,42,9.0,,67,,,262,333,New York Rangers,911,12,67,323,11,68,277,3
1914,NHA,OT1,STE,,,1,F,20,14,6,0.0,,28,,,74,65,Ottawa Senators,,,,,,,,
1991,NHL,NYI,NYI,WA,PT,5,,80,34,35,11.0,,79,,,291,299,New York Islanders,1713,2,75,339,8,90,383,11
2006,NHL,LAK,LAK,WC,PC,4,,82,27,41,,14,68,4,6,227,283,Los Angeles Kings,1239,24,81,442,6,91,411,6
1929,NHL,BOS,BOS,,AM,1,F,44,38,5,1.0,,77,,,179,98,Boston Bruins,447,,,,,,,
