year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1988,NHL,PHI,19,10,9,0,64,60,612,2,20,96,,26,119,8
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
2002,NHL,BOS,5,1,4,0,8,13,70,0,3,18,0,3,22,0
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1995,NHL,CAL,4,0,4,0,7,16,56,0,0,21,0,4,21,0
2003,NHL,DET,12,6,6,0,24,20,135,0,5,52,1,2,50,1
1929,NHL,MTL,6,5,0,1,14,6,100,,,,,,,
1996,NHL,CHI,6,2,4,0,14,28,160,0,1,27,0,12,45,2
1995,NHL,TBL,6,2,4,0,13,26,190,0,3,35,0,10,43,2
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
2009,NHL,PHO,7,3,4,0,18,26,81,0,6,33,0,8,34,1
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1930,NHL,MTL,10,6,4,0,24,21,105,,,,,,,
1974,WHA,HOU,13,12,1,0,61,26,,,,,,,,
2008,NHL,PHI,6,2,4,0,16,18,116,0,4,30,0,4,32,1
1977,WHA,QUN,11,5,6,0,43,41,,,,,,,,
1917,NHL,MTL,2,1,1,0,7,10,59,,,,,,,
1981,NHL,LAK,10,4,6,0,41,42,309,0,14,44,3,6,32,0
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
1982,NHL,WAS,4,1,3,0,11,19,98,0,1,24,0,3,18,0
2002,NHL,TOR,7,3,4,0,16,24,89,2,3,25,1,5,33,2
1986,NHL,TOR,13,7,6,0,33,32,345,0,9,51,0,8,53,0
1990,NHL,VAN,6,2,4,0,16,26,154,0,5,23,0,5,24,1
1996,NHL,STL,6,2,4,0,12,13,198,0,5,37,1,6,42,0
1980,NHL,CAL,16,9,7,0,55,60,365,2,17,74,5,19,65,0
1979,NHL,HAR,3,0,3,0,8,18,22,0,0,7,0,2,10,1
1987,NHL,TOR,6,2,4,0,20,32,189,0,6,41,,11,32,2
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
1923,WCHL,CAT,5,3,1,1,14,9,,,,,,,,
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
1992,NHL,WAS,6,2,4,0,22,23,134,2,9,26,1,2,30,1
1984,NHL,MTL,12,6,6,0,43,41,320,0,13,51,0,8,49,1
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
1983,NHL,EDM,19,15,4,0,94,56,460,4,17,76,3,20,89,3
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
2009,NHL,COL,6,2,4,0,11,19,67,4,2,15,0,5,26,0
2009,NHL,MTL,19,9,10,0,46,57,216,10,12,73,3,13,84,1
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
1990,NHL,WAS,11,5,6,0,29,35,328,2,8,50,0,9,59,1
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
2008,NHL,CAL,6,2,4,0,16,21,83,4,2,18,0,7,24,0
1967,NHL,PHI,7,3,4,0,17,17,142,,6,,3,4,,1
1978,NHL,BOS,11,7,4,0,36,32,131,4,6,25,0,8,32,1
1938,NHL,TOR,10,5,5,0,22,20,86,,,,,,,
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
1977,NHL,MTL,15,12,3,0,58,29,213,2,14,57,0,6,55,2
1992,NHL,CAL,6,2,4,0,28,33,213,0,9,40,1,5,40,3
1972,NHL,NYR,10,5,5,0,33,26,98,,5,,1,5,,0
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
1935,NHL,NYA,5,2,3,0,10,11,29,,,,,,,
1978,WHA,NEW,10,5,5,0,39,45,,,,,,,,
1934,NHL,CHI,2,0,1,1,0,1,16,,,,,,,
2011,NHL,VAN,5,1,4,0,8,12,94,0,3,21,2,3,26,0
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
