film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
343,Полные фелатеры,"""Красивый документальный фильм о астронавте и лосе, которые должны преследовать обезьяну в аквапарке""",2006,1,,6,2.99,94,14.99,PG,"Трейлеры, Удалённые сцены",15.02.2006 04:03
411,Небесное оружие,"Красивая нить повествования о судебно-психологической экспертизе и фрисби, которые должны сразиться с лося в лодке- υδροплане.",2006,1,,5,4.99,49,13.99,НЕОБХОДИМО ОПРЕДЕЛИТЬ ТЕКСТ ДЛЯ ТРАНСКЛАДИРКАНИЯ,За кадром,15.02.2006 04:03
458,Индийская любовь,"""Последовательный рассказ о безумном ученом и безумном ученом, который должен убить астронавта в заброшенном аттракционе"".",2006,1,,4,0.99,135,26.99,НЕОБХОДИМО ОПРЕДЕЛИТЬ ТЕКСТ ДЛЯ ТРАНСКЛАДИРКАНИЯ,"Трейлеры, комментарии, удаленные сцены, задний план",15.02.2006 04:03
602,ПОЛНОЕ ТЕЧЕНИЕ СИНИЙ,"Оттолстающее представление повара и лесоруба, которые должны преследовать пионера в Новом Орлеане",2006,1,,5,0.99,146,14.99,PG,"Трейлеры, комментарии, удаленные сцены, задний план",15.02.2006 04:03
612,Муссолини спойлеры,"захватывающее представление лодки и обезьяны, которые должны встретиться с композитором в Древнем Китае",2006,1,,6,2.99,180,10.99,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Удалённые сцены, за кадром",15.02.2006 04:03
626,"День добрый, ПАПИ!","Невероятное исследование характера безумного ученого и астронавта, которые должны найти пионера в мансардном квартире Манхэттена.",2006,1,,5,2.99,57,12.99,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",За кадром,15.02.2006 04:03
641,Оранжевые гранаты,"А удивительный документальный фильм о слуге и женохребете, которые должны столкнуться с собакой в подводной лодке",2006,1,,4,0.99,76,21.99,13+,"Трейлеры, Комментарии",15.02.2006 04:03
664,Патриот Роман,"Тавтическая сага о роботе и администраторе базы данных, который должен бросить вызов астронавту в Калифорнии.",2006,1,,6,2.99,65,12.99,PG,"Трейлеры, Удалённые сцены",15.02.2006 04:03
686,Плуто Олендер,"Действительная отражающая съемка машины и лося, который должен выстрелить в машину в метеоритном танке",2006,1,,5,4.99,84,9.99,r,За кадром,15.02.2006 04:03
739,РΟΚКИ ВАР,"Быстрый показ дельфина и исследователя, который должен перехитрить безумного ученого в Нигерии",2006,1,,4,4.99,145,17.99,13+,"Трейлеры, комментарии, закадровые материалы",15.02.2006 04:03
760,Самурай-Лев,"Быстрый и динамичный рассказ о пионере и астронавте, которым необходимо добраться до лодки на надувном плывке.",2006,1,,5,2.99,110,21.99,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Комментарии,15.02.2006 04:03
765,Сатурн,"Бесчутное письмо от повара и мальчика, который должен искупить учителю в Берлине",2006,1,,7,4.99,182,18.99,r,"Трейлеры, комментарии, удаленные сцены, задний план",15.02.2006 04:03
792,ШРЕК: ЛИЦЕНЗИЯ,"Фатальная нить тайного агента и феминистки, которой надлежит найти другую феминистку в лодке-веслывале",2006,1,,7,2.99,154,15.99,13+,Комментарии,15.02.2006 04:03
821,КРАСОТНАЯ ДЕВУШКА,"Ускоренное представление грызуна и композитора, которые должны сражаться с судебным психологом на пароме",2006,1,,6,0.99,184,17.99,НЕОБХОДИМО ОПРЕДЕЛИТЬ ТЕКСТ ДЛЯ ТРАНСКЛАДИРКАНИЯ,"Трейлеры, Удалённые сцены",15.02.2006 04:03
841,"Операция ""Звезда""","**Глубокое исследование характеров девочки и машины, которым предстоит преследовать сумасшедшую корову в акулийом бункере.**

Девочка, полная решимости и любопытства, шагала по городу, ее взгляд был устремлен в далечину. В ее глазах читался не только интерес к предстоящему приключению, но и скрытое желание раскрыть тайны, которые могли скрываться за кажущимся обычным миром.

В то же время машина, блестящая и мощная, стояла тихо, ожидая своего часа. Она была создана с одной целью - преследовать сумасшедшую корову, которая сбежала из местного фермского хозяйства и теперь бродила по городу, вызывая хаос и разрушение на своем пути.

Когда девочка приблизилась к акулийому бункеру, она почувствовала волнение и страх. В то время как некоторые жители города с подозрением наблюдали за ними, другие с энтузиазмом приветствовали предстоящее противостояние. Девочка знала, что ее ждет опасное задание, но она была готова принять вызов.

Машина, с другой стороны, была спокойна и уверена в своих способностях. Она была оснащена передовыми технологиями и мощным двигателем, которые позволяли ей легко преследовать даже самую хитрую корову.

В то время как девочка начала свое наблюдение, изучая каждый уголок бункера в поисках подсказок о местонахождении коровы, машина готовилась к действию. Ее двигатели рычали, готовые бросить вызов любому препятствию.

По мере того как девочка и машина продвигались вперед, они сталкивались с различными препятствиями и загадками. акулий бункер был полон неожиданных поворотов, которые проверяли их смекалку и храбрость. Но они не сдавались, зная, что награда - сумасшедшая корова - будет того стоить.

По мере приближения к сердцу бункера напряжение нарастало. Девочка и машина должны были использовать все свои навыки и инстинкты, чтобы обойти ловушки и хитрости акулы, которая охраняла свой укрытие.

В конце концов, они столкнулись лицом к лицу с коровой, ее глаза горели безумным огнем. Девочка и машина должны были объединить свои усилия, используя уникальные способности каждого из них, чтобы поймать эту странную, бегающую по своим правилам создания.

В эпической битве, которая последовала за этим, девочка и машина продемонстрировали невероятное мужество и изобретательность. Они работали вместе, используя свои силы, чтобы обвести корову, пока наконец не поймали ее в свою паутину.

По мере того как сумасшедшая корова была поймана, город вернулся к своему обычному ритму. Но девочка и машина знали, что их приключение навсегда изменило их жизни. Они узнали о силе сотрудничества и о том, что даже самые невероятные задачи могут быть выполнены при наличии решимости и teamwork.

В то время как другие жили свои повседневными жизнь, девочка и машина оставались непреклонными, зная, что их уникальное партнерство помогло спасти город от хаоса и безумия. Их история стала легендой, вдохновляющей других на поиск приключений и раскрытие тайн, скрытых в 심지어 самых обычных местах.",2006,1,,5,2.99,181,9.99,PG,Комментарии,15.02.2006 04:03
859,ШЕФТОВЫЙ ВОНКА,"Это трогательная история о зубном враче и администраторе базы данных, которые должны победить астронавта в заброшенном парке развлечений.",2006,1,,3,4.99,114,20.99,PG,"Трейлеры, комментарии, закадровые материалы",15.02.2006 04:03
907,ЛЕТО,"Трогательное отражение человека и обезьяны, которые должны преследовать жених в конференции MySQL",2006,1,,4,0.99,168,10.99,13+,Трейлеры,15.02.2006 04:03
908,Поймать парней,"Бесценная история о мальчике и сумасшедшей корове, которые должны сразиться с администратором базы данных в пустыне Сахара.",2006,1,,3,4.99,110,11.99,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, За кадром",15.02.2006 04:03
932,ДЖЕЛЕЗНЫЙ РУФЁР,"А удивительный документальный фильм об астронавте и мальчике, которые должны опередить сумоиста в Берлине",2006,1,,3,0.99,73,21.99,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Комментарии, удаленные сцены",15.02.2006 04:03
954,Будить Джа́са,"Красивая сага о феминистке и композиторе, которые должны бросить вызов лосю в Берлине",2006,1,,7,4.99,73,18.99,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Трейлеры, комментарии, удаленные сцены, задний план",15.02.2006 04:03
982,ДОРАДО ДЕВУШКИ,"""Удивительный документальный фильм о официантке и услужливом официанте, которые должны победить композитора в Австралии"".",2006,1,,4,0.99,126,23.99,r,"Удалённые сцены, за кадром",15.02.2006 04:03
