circuitid,circuitref,name,location,country,lat,lng,alt,url
47,Андерсторп,Северо-Западный кольцевой маршрут,Андерсторп,Швеция,57.2653,13.6042,,Скандинавская гоночная трасса
48,Моспорт,Моспорт Интернациональный автодром,Онтάριο,Канада,44.0481,-78.6756,,Мосспорт
49,Монжуик,Монжуик,Барселона,Испания,41.3664,2.15167,,Шоссейный круг Монтжуик
50,Нивелль,Нивель-Болье,Брюссель,Бельгия,50.6211,4.32694,,http://ru.wikipedia.org/wiki/Нивелльс-Баултюрс
51,шутка,Чарад-циркуит,Клермон-Ферран,Франция,45.7472,3.03889,,"Шарада (шарады) — это игра на знании языка, в которой один или несколько игроков пытаются описать слово или фразу без использования запрещенных слов, которые могут быть легко угаданы. Цель игры — отгадать слово или фразу правильно и как можно меньше раз."
52,Тремблант,Кирпичный круг на горе Тремблант,Квебек,Канада,46.1877,-74.6099,,Кирпич Мон-Тремблан
53,эссартс,Руан-Лез-Эссар,Руан,Франция,49.3306,1.00458,,Руан-ле-Эссартс
54,леманы,Лон-ле-Сяи,Лон-ле-Сяи,Франция,47.95,0.224231,,Круг Л'Авердон в Сарте
55,Реймс,Реймс-Гекю,Реймс,Франция,49.2542,3.93083,,https://ru.wikipedia.org/wiki/Реймс-Гекью
56,Джордж,Принс-Джордж Кирут,Восточная провинция Капри,Южная Африка,-33.0486,27.8736,,http://ru.wikipedia.org/wiki/Принс-Джордж_(прокурория)
57,Зельтовег,Зельтовег,Стирия,Австрия,47.2039,14.7478,,Аэродром Зельтвейг
58,Айнтре,Аинтри,Ливерпуль,Великобритания,53.4769,-2.94056,,Айнтree Мотор Ринкинг Кьюрс
59,Боа-Виста,Круг Пешво,Опорто,Португалия,41.1705,-8.67325,,Киркхофская дорожка в Буссано
60,риверсайд,"Международная автодрома ""Риверсидж""",Калифорния,США,33.937,-117.273,,Риверсайд Интернациональ Риджвей
61,авус,АВУС,Берлин,Германия,52.4806,13.2514,,Авус (автовокзальный комплекс)
62,Монсато,Монсантопаркский круговой маршрут,Лиссабон,Португалия,38.7197,-9.20306,,Монсантопаркский автомобильный круг
63,Себрин,Северинг Интернешнл Рейэйсвей,Флорида,США,27.4547,-81.3483,,Шоссе-обход Сиракуз
64,айн-диаб,Айн-Диб,Кассабланка,Марокко,33.5786,-7.6875,,"Аин-Диябский электрический ток — это электрический ток, который течет через тело человека при воздействии на него электрического поля, создаваемого такими устройствами, как электрошокеры или тортурные приборы. Этот тип электрического тока может вызвать сильную боль и даже привести к смерти, если его сила достаточно велика."
65,Пескара,Пескара,Пескара,Италия,42.475,14.1508,,Шоссейный круг Пескары
66,Бремгартен,Циркуит Бремгартен,Берн,Швейцария,46.9589,7.40194,,Киркут Бремгартен
67,Педралбес,Кирпичный округ Педралбес,Барселона,Испания,41.3903,2.11667,,"Круг Pedralbes - это круг на севере Барселоны, Испания, который включает в себя район с тем же названием и несколько близлежащих районов. Он расположен в районе Sarrià-Sant Gervasi и граничит с округами Gràcia и Les Corts. Округ Pedralbes известен своими красивыми зданиями и парками, а также высоким уровнем жизни."
68,буддх,Международный трассир Буддха,Утар-Прадеш,Индия,28.3487,77.5331,,Будд Интернациональнл Зиркут
69,Америки,Шоссейная трасса Америк,Остин,США,30.1328,-97.6411,,Круг Америки
70,ред-болл-ринг,Ред Булл Ринг,Спилберг,Австрия,47.2197,14.7647,,Википедия: Red Bull Ring
71,Сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,Автоход-ring Sochi
72,Имперский порт,Порт-Имперский уличный кольцо,Нью-Джерси,США,40.7769,-74.0111,,Пристанишная Имперская улица
73,БАК,Бакурический кольце,Баку,Азербайджан,40.3725,49.8533,,Баку-Сити-Кёрт
