year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1958,NHL,MTL,MTL,,,1,SC,70,39,18,13.0,,91,,,258,158,Montreal Canadiens,760,,,,,,,
1992,NHL,PHI,PHI,WA,PT,5,,84,36,37,11.0,,83,,,319,319,Philadelphia Flyers,1887,14,72,399,11,95,421,15
2000,NHL,PHO,PHO,WC,PC,4,,82,35,27,17.0,3,90,,,214,212,Phoenix Coyotes,1337,12,57,343,6,64,432,9
2003,NHL,STL,STL,WC,CE,2,CQF,82,39,30,11.0,2,91,,,191,198,St. Louis Blues,1274,28,61,341,11,57,369,7
1997,NHL,VAN,VAN,WC,PC,7,,82,25,43,14.0,,64,,,224,273,Vancouver Canucks,2166,18,48,373,12,77,432,19
1971,NHL,NYR,NYR,,ED,2,F,78,48,17,13.0,,109,,,317,192,New York Rangers,1010,4,60,257,10,44,282,14
1950,NHL,CHI,CHI,,,6,,70,13,47,10.0,,36,,,171,280,Chicago Black Hawks,615,,,,,,,
1994,NHL,CHI,CHI,WC,CE,3,CF,48,24,19,5.0,,53,,,156,115,Chicago Blackhawks,1123,8,52,212,3,36,228,7
1930,NHL,DTF,DET,,AM,4,,44,16,21,7.0,,39,,,102,105,Detroit Falcons,411,,,,,,,
1989,NHL,CHI,CHI,CC,NO,1,CF,80,41,33,6.0,,88,,,316,294,Chicago Blackhawks,2426,30,80,349,9,75,379,11
1999,NHL,CAR,CAR,EC,SE,3,,82,37,35,10.0,0,84,,,217,216,Carolina Hurricanes,799,4,58,342,7,40,253,3
1999,NHL,FLO,FLO,EC,SE,2,CQF,82,43,27,6.0,6,98,,,244,209,Florida Panthers,1329,18,58,338,8,47,323,2
1921,WCHL,EDE,EDE,,,1,WF,24,15,9,0.0,,30,,,117,76,Edmonton Eskimos,,,,,,,,
1977,NHL,NYR,NYR,CC,PT,4,PRE,80,30,37,13.0,,73,,,279,280,New York Rangers,1057,8,78,279,6,48,244,10
1994,NHL,BUF,BUF,EC,NE,4,CQF,48,22,19,7.0,,51,,,130,119,Buffalo Sabres,1022,4,45,242,7,32,220,13
1990,NHL,VAN,VAN,CC,SM,4,DSF,80,28,43,9.0,,65,,,243,315,Vancouver Canucks,2063,16,65,391,16,76,339,10
1991,NHL,PIT,PIT,WA,PT,3,SC,80,39,32,9.0,,87,,,343,308,Pittsburgh Penguins,1907,12,92,423,14,77,383,16
2006,NHL,TBL,TBL,EC,SE,2,CQF,82,44,33,,5,93,10,2,253,261,Tampa Bay Lightning,897,6,69,374,11,66,305,14
1988,NHL,QUE,COL,WA,AD,5,,80,27,46,7.0,,61,,,269,342,Quebec Nordiques,2004,10,85,392,12,82,385,12
1946,NHL,DET,DET,,,4,SF,60,22,27,11.0,,55,,,190,193,Detroit Red Wings,528,,,,,,,
2008,NHL,STL,STL,WC,CE,3,CQF,82,41,31,,10,92,6,6,233,233,St. Louis Blues,1248,22,72,351,8,58,357,10
1931,NHL,CHI,CHI,,AM,2,QF,48,18,19,11.0,,47,,,86,101,Chicago Black Hawks,469,,,,,,,
1972,WHA,NRA,SDM,,EW,6,,78,33,43,2.0,,68,,,303,334,New York Raiders,900,6,60,305,12,63,268,10
2002,NHL,LAK,LAK,WC,PC,3,,82,33,37,6.0,6,78,,,203,221,Los Angeles Kings,1146,50,52,354,4,62,371,8
1975,NHL,BUF,BUF,WA,AD,2,QF,80,46,21,13.0,,105,,,339,240,Buffalo Sabres,943,4,73,287,8,51,304,6
1994,NHL,SJS,SJS,WC,PC,3,CSF,48,19,25,4.0,,42,,,129,161,San Jose Sharks,840,18,24,203,5,39,208,6
2000,NHL,CAR,CAR,EC,SE,2,CQF,82,38,32,9.0,3,88,,,212,225,Carolina Hurricanes,1083,10,72,382,16,45,351,6
1954,NHL,DET,DET,,,1,SC,70,42,17,11.0,,95,,,204,134,Detroit Red Wings,827,,,,,,,
1975,WHA,QUN,COL,,CW,2,AVQF,81,50,27,4.0,,104,,,371,316,Quebec Nordiques,1654,,77,249,10,69,305,5
2011,NHL,FLO,FLO,EC,SE,1,CQF,82,38,26,,18,94,6,11,203,227,Florida Panthers,792,30,53,286,6,49,239,4
1973,WHA,MFS,MFS,,WW,2,AVSF,78,44,32,2.0,,90,,,332,275,Minnesota Fighting Saints,1243,32,61,262,11,53,265,20
1972,NHL,VAN,VAN,,ED,7,,78,22,47,9.0,,53,,,233,339,Vancouver Canucks,943,10,47,282,6,59,255,4
1909,NHA,REN,REN,,,3,,12,8,3,1.0,,17,,,96,54,Renfrew Creamery Kings,,,,,,,,
1984,NHL,VAN,VAN,CC,SM,5,,80,25,46,9.0,,59,,,284,401,Vancouver Canucks,1451,12,61,313,14,89,302,8
1957,NHL,DET,DET,,,3,SF,70,29,29,12.0,,70,,,176,207,Detroit Red Wings,758,,,,,,,
1923,WCHL,CAT,CAT,,,1,F,30,18,11,1.0,,37,,,83,72,Calgary Tigers,,,,,,,,
1919,PCHA,VML,VMR,,,2,PF,22,11,11,0.0,,22,,,75,65,Vancouver Millionaires,,,,,,,,
1931,NHL,MTM,MTM,,CA,3,SF,48,19,22,7.0,,45,,,142,139,Montreal Maroons,593,,,,,,,
2002,NHL,CAL,CAL,WC,NW,5,,82,29,36,13.0,4,75,,,186,228,Calgary Flames,1391,22,47,389,10,65,389,5
1924,WCHL,SAS,SAS,,,2,WSF,28,16,11,1.0,,33,,,102,75,Saskatoon Sheiks,,,,,,,,
2000,NHL,CHI,CHI,WC,CE,4,,82,29,40,8.0,5,71,,,210,246,Chicago Blackhawks,1001,24,41,318,12,52,323,15
1991,NHL,LAK,LAK,CC,SM,2,DSF,80,35,31,14.0,,84,,,287,296,Los Angeles Kings,2161,10,79,411,12,76,417,11
1918,PCHA,VML,VMR,,,1,PF,20,12,8,0.0,,24,,,72,55,Vancouver Millionaires,,,,,,,,
1923,NHL,OTS,STE,,,1,NHLF,24,16,8,0.0,,32,,,74,54,Ottawa Senators,178,,,,,,,
2001,NHL,DAL,DAL,WC,PC,4,,82,36,28,13.0,5,90,,,215,213,Dallas Stars,959,12,60,350,8,59,319,7
1977,NHL,MTL,MTL,WA,NO,1,SC,80,59,10,11.0,,129,,,359,183,Montreal Canadiens,745,10,73,229,1,40,211,9
1991,NHL,CAL,CAL,CC,SM,5,,80,31,37,12.0,,74,,,296,305,Calgary Flames,2643,22,87,414,10,107,489,10
2009,NHL,PHO,PHO,WC,PC,2,CQF,82,50,25,,7,107,14,6,225,202,Phoenix Coyotes,925,20,46,314,7,49,317,3
1978,NHL,NYR,NYR,CC,PT,3,F,80,40,29,11.0,,91,,,316,292,New York Rangers,1214,14,75,306,12,78,311,9
1994,NHL,QUE,COL,EC,NE,1,CQF,48,30,13,5.0,,65,,,185,134,Quebec Nordiques,770,4,45,186,3,38,203,9
2005,NHL,ATL,WPG,EC,SE,3,,82,41,33,,8,90,5,5,281,275,Atlanta Thrashers,1344,26,100,527,10,102,492,13
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847,28,99,423,20,71,379,11
1968,NHL,NYR,NYR,,ED,3,QF,76,41,26,9.0,,91,,,231,196,New York Rangers,806,,56,275,9,35,223,4
2007,NHL,MIN,MIN,WC,NW,1,CQF,82,44,28,,10,98,3,8,223,218,Minnesota Wild,1098,12,64,338,10,49,330,3
2002,NHL,PHO,PHO,WC,PC,4,,82,31,35,11.0,5,78,,,204,230,Phoenix Coyotes,1433,24,55,385,11,77,412,4
2003,NHL,NYR,NYR,EC,AT,4,,82,27,40,7.0,8,69,,,206,250,New York Rangers,1459,30,46,322,8,80,388,6
1992,NHL,EDM,EDM,CC,SM,5,,84,26,50,8.0,,60,,,242,337,Edmonton Oilers,2027,14,66,416,10,106,464,17
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
1997,NHL,TOR,TOR,WC,CE,6,,82,30,43,9.0,,69,,,194,237,Toronto Maple Leafs,1481,6,41,359,13,50,372,5
2005,NHL,DET,DET,WC,CE,1,CQF,82,58,16,,8,124,4,3,305,209,Detroit Red Wings,1117,14,102,461,10,67,461,7
