coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
gilbegr01c,2000,CAL,NHL,2,,14,4,8,2,,,,
huculsa01c,1974,PHR,WHA,1,,78,39,31,8,5,1,4,0
neilsro01c,1992,NYR,NHL,1,,40,19,17,4,,,,
pronoma01c,1977,BUF,NHL,1,,80,44,19,17,8,3,5,0
burnspa01c,1994,TOR,NHL,1,,48,21,19,8,7,3,4,0
fergujo01c,1975,NYR,NHL,2,,41,14,22,5,,,,
mactacr01c,2006,EDM,NHL,1,,82,32,43,7,,,,
keenami01c,2007,CAL,NHL,1,,82,42,30,10,7,3,4,0
wilsoro02c,2007,SJS,NHL,1,,82,49,23,10,13,6,7,0
murrate01c,1996,PHI,NHL,1,,82,45,24,13,19,12,7,0
muldope01c,1922,SEA,PCHA,1,,30,15,15,0,,,,
dayha01c,1944,TOR,NHL,1,,50,24,22,4,13,8,5,0
crawfma01c,2006,LAK,NHL,1,,82,27,41,14,,,,
mauripa01c,2001,CAR,NHL,1,,82,35,31,16,23,13,10,0
demerja01c,1984,STL,NHL,1,,80,37,31,12,3,0,3,0
gainebo01c,2005,MTL,NHL,2,,41,23,15,3,6,2,4,0
wilsojo01c,1978,PIT,NHL,1,,80,36,31,13,7,2,5,0
gillda01c,1927,OTS,NHL,1,,44,20,14,10,2,0,2,0
dineebi01c,1972,HOU,WHA,1,,78,39,35,4,10,4,6,0
rossar01c,1941,BOS,NHL,1,,48,25,17,6,5,2,3,0
iversem01c,1932,CHI,NHL,2,,21,8,7,6,,,,
gadsbbi01c,1968,DET,NHL,1,,76,33,31,12,,,,
watsoph01c,1955,NYR,NHL,1,,70,32,28,10,5,1,4,0
muldope01c,1914,PO1,PCHA,1,,18,9,9,0,,,,
wilsoro02c,1999,WAS,NHL,1,,82,44,26,12,5,1,4,0
neilsro01c,1994,FLO,NHL,1,,48,20,22,6,,,,
macmibi01c,1982,NJD,NHL,1,,80,17,49,14,,,,
oreilte01c,1988,BOS,NHL,1,,80,37,29,14,10,5,5,0
patrifr01c,1913,VML,PCHA,1,,16,7,9,0,,,,
