season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2007,131,1301,72,1439,64,N,0,21,40,6,13,24,28,0,28,13,17,6,4,17,26,62,4,10,8,19,12,21,8,10,9,1,22
2011,128,1395,70,1461,61,N,0,29,60,5,10,7,12,9,25,17,13,10,3,18,21,56,6,21,13,18,13,22,7,17,8,5,17
2004,40,1420,64,1406,56,A,0,23,56,2,7,16,23,17,21,14,15,9,5,14,23,55,5,11,5,10,13,19,13,14,7,8,17
2013,43,1242,87,1350,59,H,0,36,61,6,16,9,13,13,33,17,12,7,7,18,19,58,9,32,12,22,11,15,9,8,6,6,17
2011,58,1388,94,1280,72,N,0,35,67,14,30,10,10,7,22,21,3,1,0,20,21,46,6,15,24,34,8,25,7,11,1,5,18
2014,65,1449,59,1428,57,H,0,23,48,5,14,8,14,6,20,7,14,6,3,13,22,53,1,15,12,16,11,20,3,12,8,1,15
2007,75,1338,74,1207,69,H,0,28,47,3,10,15,19,9,14,22,7,4,2,14,28,46,5,14,8,11,6,12,16,10,3,3,14
2004,40,1231,62,1139,50,H,0,19,45,6,15,18,20,12,24,9,10,3,5,14,18,50,6,18,8,9,9,14,5,9,4,3,18
2008,124,1408,77,1187,75,H,0,23,50,4,12,27,31,13,20,15,10,4,0,19,23,50,13,28,16,20,7,17,15,10,5,0,22
2008,15,1447,88,1456,81,H,0,32,57,6,17,18,28,13,25,20,16,7,3,18,26,57,14,30,15,21,10,15,19,15,6,2,20
2011,12,1352,55,1389,30,H,0,21,61,6,22,7,9,16,28,11,11,9,3,28,6,36,2,16,16,32,13,25,4,21,1,4,16
2004,26,1309,62,1359,60,H,0,24,67,5,16,9,14,16,24,15,10,7,1,16,22,49,11,29,5,8,5,31,15,21,4,3,21
2013,18,1351,86,1239,71,N,0,30,57,9,18,17,26,10,25,16,16,9,6,25,25,61,1,14,20,27,15,25,12,19,5,4,22
2008,114,1350,82,1382,71,A,0,28,55,10,23,16,25,8,23,16,8,7,1,21,23,48,7,21,18,25,7,25,16,14,1,1,22
2007,15,1414,67,1376,52,H,0,21,45,4,10,21,29,9,30,17,11,3,2,13,21,59,4,24,6,9,11,23,9,8,4,4,23
2003,114,1185,80,1444,72,H,0,24,52,1,9,31,41,12,20,13,13,12,3,21,25,55,3,16,19,24,14,23,11,19,8,2,29
2011,33,1295,82,1355,75,A,0,33,72,4,13,12,17,25,30,6,18,5,5,22,26,71,7,27,16,22,19,18,10,9,7,4,17
2010,103,1387,68,1173,65,H,2,21,55,11,27,15,25,4,27,12,11,7,5,17,27,58,1,13,10,20,10,35,9,16,6,2,22
2011,19,1113,69,1412,66,H,0,28,61,3,17,10,14,12,18,18,8,4,6,13,28,58,6,24,4,7,14,23,15,16,5,5,17
2003,93,1266,68,1387,64,H,0,23,58,6,19,16,21,13,23,11,10,5,6,17,25,56,6,18,8,12,8,22,18,13,4,2,20
2009,94,1346,66,1357,64,A,0,21,54,5,13,19,24,10,27,10,13,7,5,19,23,62,7,19,11,15,14,26,13,14,6,5,18
2006,118,1252,77,1244,48,H,0,26,57,9,21,16,24,11,26,18,10,6,4,22,14,48,3,26,17,22,10,24,5,17,4,5,18
