playerid,awardid,yearid,lgid,tie,notes
thomafr04,Silver Slugger,1994,AL,,1B
kinerra01,Baseball Magazine All-Star,1950,NL,,LF
shantbo01,Most Valuable Player,1952,AL,,
smithoz01,Gold Glove,1981,NL,,СС
murphda05,Lou Gehrig Memorial Award,1985,ML,,
bridgto01,Baseball Magazine All-Star,1936,ML,,С3
lemonbo01,TSN All-Star,1948,ML,,Р
jeterde01,Silver Slugger,2009,AL,,СС
garcida01,Silver Slugger,1982,AL,,2B
santibe01,Gold Glove,1990,NL,,C
thompda01,Hutch Award,1974,ML,,
pettiga01,Gold Glove,1990,AL,,В ЛЮБОЙ ЧАСТИ
loftoke01,Gold Glove,1994,AL,,В ЛЮБОЙ ЧАСТИ
sewelri01,Baseball Magazine All-Star,1943,ML,,С3
pujolal01,TSN All-Star,2005,NL,,1B
willima04,Silver Slugger,1997,AL,,3B
cobbty01,Baseball Magazine All-Star,1911,AL,,CF
cochrmi01,Baseball Magazine All-Star,1932,AL,,C
parkeda01,Gold Glove,1978,NL,,В ЛЮБОЙ ЧАСТИ
sosasa01,Silver Slugger,1998,NL,,В ЛЮБОЙ ЧАСТИ
delgaca01,TSN All-Star,2003,AL,,1B
fingero01,Most Valuable Player,1981,AL,,
bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
wheatza01,Baseball Magazine All-Star,1925,ML,,LF
rodriiv01,Gold Glove,2007,AL,,C
mantlmi01,Most Valuable Player,1962,AL,,
mattido01,Gold Glove,1994,AL,,1B
chandsp01,Baseball Magazine All-Star,1943,AL,,С1
rodriiv01,Silver Slugger,1994,AL,,C
bagweje01,Most Valuable Player,1994,NL,,
willima04,TSN All-Star,1990,NL,,3B
ruthba01,Baseball Magazine All-Star,1928,AL,,В ЛЮБОЙ ЧАСТИ
bonilbo01,TSN All-Star,1991,NL,,В ЛЮБОЙ ЧАСТИ
carltst01,TSN All-Star,1980,NL,,LHP
collied01,Baseball Magazine All-Star,1915,ML,,2B
sullibi03,Baseball Magazine All-Star,1909,AL,,C2
willicy01,Baseball Magazine All-Star,1915,NL,,CF
gibsobo01,Cy Young Award,1968,NL,,
henderi01,Gold Glove,1981,AL,,В ЛЮБОЙ ЧАСТИ
easleda01,Silver Slugger,1998,AL,,2B
duganjo01,Baseball Magazine All-Star,1922,ML,,3B
benchjo01,Most Valuable Player,1970,NL,,
rosenal01,TSN All-Star,1953,ML,,3B
salmoti01,TSN All-Star,1997,AL,,В ЛЮБОЙ ЧАСТИ
hernake01,Gold Glove,1984,NL,,1B
yorkru01,Baseball Magazine All-Star,1944,ML,,1B
lidgebr01,Comeback Player of the Year,2008,NL,,
palmeji01,Gold Glove,1976,AL,,Р
rosebjo01,Gold Glove,1961,NL,,C
podrejo01,World Series MVP,1955,ML,,
whitefr01,Gold Glove,1987,AL,,2B
kingmda01,TSN All-Star,1979,NL,,В ЛЮБОЙ ЧАСТИ
cobbty01,Baseball Magazine All-Star,1913,ML,,В ЛЮБОЙ ЧАСТИ
leonade01,Hutch Award,1986,ML,,
gehrilo01,Baseball Magazine All-Star,1934,ML,,1B
gehrilo01,TSN All-Star,1931,ML,,1B
bondsba01,Silver Slugger,1990,NL,,В ЛЮБОЙ ЧАСТИ
rolensc01,TSN All-Star,2003,NL,,3B
garvest01,Lou Gehrig Memorial Award,1984,ML,,
camparo01,TSN All-Star,1955,ML,,C
vaughar01,Baseball Magazine All-Star,1933,NL,,СС
fregoji01,TSN All-Star,1967,AL,,СС
morgajo02,TSN All-Star,1977,NL,,2B
bellhe01,TSN Reliever of the Year,2010,NL,,
lajoina01,Baseball Magazine All-Star,1910,ML,,2B
gomezle01,Baseball Magazine All-Star,1932,ML,,С3
newhoha01,Baseball Magazine All-Star,1944,ML,,С1
foxxji01,TSN All-Star,1938,ML,,1B
willite01,TSN All-Star,1955,ML,,В ЛЮБОЙ ЧАСТИ
rodriiv01,Gold Glove,2000,AL,,C
brettge01,Lou Gehrig Memorial Award,1986,ML,,
gehrich01,Baseball Magazine All-Star,1937,ML,,2B
molinya01,Gold Glove,2011,NL,,C
sandbry01,TSN All-Star,1991,NL,,2B
valenfe01,TSN Pitcher of the Year,1981,NL,,
bresnro01,Baseball Magazine All-Star,1908,ML,,C
peterga01,Rookie of the Year,1963,AL,,
greensh01,Silver Slugger,1999,AL,,В ЛЮБОЙ ЧАСТИ
trammal01,TSN All-Star,1988,AL,,СС
cochrmi01,TSN All-Star,1930,ML,,C
hubbeca01,Baseball Magazine All-Star,1936,NL,,С1
lyonste01,Baseball Magazine All-Star,1925,AL,,С2
cochrmi01,Baseball Magazine All-Star,1930,AL,,C
rhoderi01,Silver Slugger,1986,NL,,Р
rolensc01,Gold Glove,2004,NL,,3B
collied01,Baseball Magazine All-Star,1912,AL,,2B
cobbty01,Baseball Magazine All-Star,1912,AL,,В ЛЮБОЙ ЧАСТИ
freylo01,Baseball Magazine All-Star,1939,NL,,2B
cutshge01,Baseball Magazine All-Star,1918,NL,,2B
traynpi01,Baseball Magazine All-Star,1929,NL,,3B
gossari01,TSN Fireman of the Year,1975,AL,,
suzukic01,Most Valuable Player,2001,AL,,
grovele01,Baseball Magazine All-Star,1929,AL,,С1
ripkeca01,TSN All-Star,1983,AL,,СС
lawve01,TSN All-Star,1960,ML,,Р
dimagjo01,Baseball Magazine All-Star,1946,AL,,CF
hoffmtr01,TSN Fireman of the Year,1998,NL,,
brandja01,Gold Glove,1959,NL,,LF
sundbji01,Gold Glove,1978,AL,,C
blefacu01,Rookie of the Year,1965,AL,,
bondsba01,TSN All-Star,2001,NL,,В ЛЮБОЙ ЧАСТИ
chandsp01,TSN All-Star,1943,ML,,Р
seweljo01,Baseball Magazine All-Star,1926,AL,,СС
palmeji01,TSN All-Star,1973,AL,,RHP
santoro01,Gold Glove,1965,NL,,3B
bondsba01,TSN All-Star,1993,NL,,В ЛЮБОЙ ЧАСТИ
rayjo01,Silver Slugger,1983,NL,,2B
camparo01,Baseball Magazine All-Star,1949,NL,,C
mathech01,Baseball Magazine All-Star,1913,NL,,С1
carewro01,TSN Player of the Year,1977,AL,,
barrere01,Baseball Magazine All-Star,1945,NL,,С3
mayoed01,TSN Player of the Year,1945,AL,,
johnswa01,Baseball Magazine All-Star,1924,AL,,С1
verlaju01,TSN Pitcher of the Year,2011,AL,,
sutclri01,Lou Gehrig Memorial Award,1987,ML,,
benchjo01,Gold Glove,1977,NL,,C
aparilu01,TSN All-Star,1972,AL,,СС
laryfr01,TSN All-Star,1961,AL,,Р
mcgwima01,TSN All-Star,1996,AL,,1B
hornsro01,Baseball Magazine All-Star,1923,NL,,2B
greenha01,TSN All-Star,1940,ML,,В ЛЮБОЙ ЧАСТИ
fellebo01,Baseball Magazine All-Star,1946,AL,,С1
crawfsa01,Baseball Magazine All-Star,1909,AL,,LF
cochrmi01,TSN All-Star,1929,ML,,C
lordha01,Baseball Magazine All-Star,1910,AL,,3B
kurowwh01,Baseball Magazine All-Star,1945,NL,,3B
morgajo02,TSN Major League Player of the Year,1976,ML,,
fordwh01,Babe Ruth Award,1961,AL,,Р
robinfr02,TSN All-Star,1962,NL,,В ЛЮБОЙ ЧАСТИ
peavyja01,TSN All-Star,2007,NL,,СП
shantbo01,Gold Glove,1958,AL,,Р
griffke02,TSN All-Star,1994,AL,,В ЛЮБОЙ ЧАСТИ
rizzuph01,TSN All-Star,1952,ML,,СС
duganjo01,Baseball Magazine All-Star,1923,AL,,3B
davisma01,TSN Fireman of the Year,1989,NL,,
ramirma02,TSN All-Star,1995,AL,Y,В ЛЮБОЙ ЧАСТИ
jeterde01,Babe Ruth Award,2000,AL,,СС
riverma01,Babe Ruth Award,1999,AL,,РП
sundbji01,Gold Glove,1979,AL,,C
palmera01,Silver Slugger,1998,AL,,1B
ausmubr01,Gold Glove,2002,NL,,C
greenha01,Baseball Magazine All-Star,1940,ML,,LF
grissma02,Gold Glove,1996,NL,,В ЛЮБОЙ ЧАСТИ
griffke02,Silver Slugger,1998,AL,,В ЛЮБОЙ ЧАСТИ
clarkfr01,Baseball Magazine All-Star,1908,ML,,LF
tananfr01,TSN All-Star,1976,AL,,LHP
renteed01,Silver Slugger,2003,NL,,СС
jayjo01,TSN All-Star,1961,NL,,Р
larkiba01,Silver Slugger,1995,NL,,СС
puckeki01,Gold Glove,1986,AL,,В ЛЮБОЙ ЧАСТИ
ruelmu01,Baseball Magazine All-Star,1925,AL,,C1
ripkeca01,Silver Slugger,1984,AL,,СС
chaseha01,Baseball Magazine All-Star,1908,ML,,1B
cobbty01,Baseball Magazine All-Star,1908,ML,,RF
lazzeto01,Baseball Magazine All-Star,1930,AL,,3B
gomezle01,Baseball Magazine All-Star,1934,ML,,С2
aaronha01,TSN All-Star,1969,NL,,В ЛЮБОЙ ЧАСТИ
raineti01,All-Star Game MVP,1987,ML,,
gehrilo01,TSN Guide MVP,1931,AL,,
bendech01,Baseball Magazine All-Star,1911,AL,,С4
kellge01,Baseball Magazine All-Star,1950,ML,,3B
bancrda01,Baseball Magazine All-Star,1915,ML,,СС
guerrvl01,TSN All-Star,1999,NL,,В ЛЮБОЙ ЧАСТИ
mccovwi01,Hutch Award,1977,ML,,
ofarrbo01,Most Valuable Player,1926,NL,,
snowjt01,Gold Glove,1995,AL,,1B
verlaju01,TSN Major League Player of the Year,2011,ML,,
seaveto01,TSN All-Star,1973,NL,,RHP
jeterde01,Gold Glove,2004,AL,,СС
bancrda01,Baseball Magazine All-Star,1915,NL,,СС
applilu01,Baseball Magazine All-Star,1936,ML,,СС
castilu01,Gold Glove,2003,NL,,2B
stephve01,Baseball Magazine All-Star,1942,ML,,СС
cuyleki01,Baseball Magazine All-Star,1931,ML,,CF
jonesan01,Gold Glove,2002,NL,,В ЛЮБОЙ ЧАСТИ
hudsoti01,Comeback Player of the Year,2010,NL,,
torrejo01,TSN All-Star,1966,NL,,C
roushed01,Baseball Magazine All-Star,1921,NL,,В ЛЮБОЙ ЧАСТИ
roushed01,Baseball Magazine All-Star,1918,NL,,В ЛЮБОЙ ЧАСТИ
garcino01,Rookie of the Year,1997,AL,,
warnelo01,TSN All-Star,1932,ML,,Р
coombja01,Baseball Magazine All-Star,1910,AL,,С2
peavyja01,Cy Young Award,2007,NL,,
boyercl02,Gold Glove,1969,NL,,3B
leachto01,Baseball Magazine All-Star,1910,NL,,CF
brettge01,Most Valuable Player,1980,AL,,
spahnwa01,Baseball Magazine All-Star,1947,NL,,С3
sosasa01,TSN All-Star,1998,NL,,В ЛЮБОЙ ЧАСТИ
millest01,TSN Fireman of the Year,1963,AL,,
delgaca01,Silver Slugger,2003,AL,,1B
damonjo01,TSN All-Star,2005,AL,,В ЛЮБОЙ ЧАСТИ
hamptmi01,Silver Slugger,2003,NL,,Р
lopezal01,Baseball Magazine All-Star,1945,NL,,C
wanerpa01,Baseball Magazine All-Star,1936,NL,,RF
knoopbo01,Gold Glove,1966,AL,,2B
willite01,TSN All-Star,1948,ML,,В ЛЮБОЙ ЧАСТИ
niekrph01,Roberto Clemente Award,1980,ML,,
terryra01,Babe Ruth Award,1962,AL,,Р
freehbi01,TSN All-Star,1968,AL,,C
schmimi01,TSN Player of the Year,1980,NL,,
cochrmi01,Baseball Magazine All-Star,1935,AL,,C
whitefr01,Gold Glove,1980,AL,,2B
johnsra05,Cy Young Award,2000,NL,,
jonesra01,TSN Pitcher of the Year,1976,NL,,
aaronha01,Most Valuable Player,1957,NL,,
cobbty01,Baseball Magazine All-Star,1914,ML,,В ЛЮБОЙ ЧАСТИ
clemero02,TSN All-Star,1987,AL,,RHP
daubeja01,Baseball Magazine All-Star,1916,NL,,1B
goodedw01,TSN All-Star,1985,NL,,RHP
whitefr01,Gold Glove,1977,AL,,2B
foxne01,TSN All-Star,1958,ML,,2B
cochrmi01,Baseball Magazine All-Star,1929,AL,,C
spahnwa01,Baseball Magazine All-Star,1950,ML,,С1
renteed01,Silver Slugger,2000,NL,,СС
shantbo01,Gold Glove,1959,AL,,Р
bonilbo01,TSN All-Star,1990,NL,,В ЛЮБОЙ ЧАСТИ
beltrca01,Gold Glove,2007,NL,,В ЛЮБОЙ ЧАСТИ
friscfr01,Baseball Magazine All-Star,1933,NL,,2B
hornsro01,TSN All-Star,1927,ML,,2B
roushed01,Baseball Magazine All-Star,1923,NL,,В ЛЮБОЙ ЧАСТИ
cochrmi01,Baseball Magazine All-Star,1932,ML,,C
belleal01,TSN All-Star,1993,AL,,В ЛЮБОЙ ЧАСТИ
suzukic01,Gold Glove,2008,AL,,В ЛЮБОЙ ЧАСТИ
archeji01,Baseball Magazine All-Star,1913,NL,,C
piazzmi01,All-Star Game MVP,1996,ML,,
furilca01,Baseball Magazine All-Star,1950,ML,,RF
cobbty01,Baseball Magazine All-Star,1921,ML,,В ЛЮБОЙ ЧАСТИ
harrebu01,Gold Glove,1971,NL,,СС
brosisc01,TSN All-Star,1998,AL,,3B
mizejo01,TSN All-Star,1948,ML,,1B
kessido01,TSN All-Star,1968,NL,,СС
wagneho01,Baseball Magazine All-Star,1909,ML,,СС
carewro01,Roberto Clemente Award,1977,ML,,
sciosmi01,TSN All-Star,1990,NL,,C
gomezle01,Baseball Magazine All-Star,1937,AL,,С1
righeda01,TSN Fireman of the Year,1986,AL,,
mattido01,Gold Glove,1986,AL,,1B
johnswa01,Baseball Magazine All-Star,1917,AL,,С1
lynnfr01,Gold Glove,1975,AL,,В ЛЮБОЙ ЧАСТИ
cobbty01,Baseball Magazine All-Star,1916,AL,,В ЛЮБОЙ ЧАСТИ
oneilst01,Baseball Magazine All-Star,1920,ML,,C
shockur01,Baseball Magazine All-Star,1922,AL,,С2
traynpi01,TSN All-Star,1933,ML,,3B
ramirma02,Silver Slugger,2004,AL,,В ЛЮБОЙ ЧАСТИ
robinbr01,TSN All-Star,1972,AL,,3B
sabatcc01,ALCS MVP,2009,AL,,
hartnga01,TSN All-Star,1927,ML,,C
campabe01,TSN All-Star,1973,AL,,СС
spahnwa01,Baseball Magazine All-Star,1949,NL,,С2
murphda05,TSN Player of the Year,1982,NL,,
antonjo02,TSN Pitcher of the Year,1954,NL,,
kellyge01,Baseball Magazine All-Star,1924,NL,,1B
pujolal01,NLCS MVP,2004,NL,,
marioma01,TSN Player of the Year,1944,NL,,
kentje01,TSN All-Star,2000,NL,,2B
saxst01,Silver Slugger,1986,NL,,2B
warnelo01,Baseball Magazine All-Star,1935,NL,,С3
suttebr01,Rolaids Relief Man Award,1984,NL,,
kinerra01,TSN All-Star,1950,ML,,В ЛЮБОЙ ЧАСТИ
hartnga01,Baseball Magazine All-Star,1932,NL,,C
foxpe01,Baseball Magazine All-Star,1944,AL,,RF
garvest01,TSN All-Star,1975,NL,,1B
giambja01,TSN All-Star,2002,AL,,1B
chaseha01,Baseball Magazine All-Star,1917,NL,,1B
johnsda02,TSN All-Star,1973,NL,,2B
smithre06,TSN All-Star,1970,AL,,В ЛЮБОЙ ЧАСТИ
snidedu01,TSN Player of the Year,1955,NL,,
cartega01,TSN All-Star,1980,NL,,C
rolensc01,Gold Glove,2001,NL,,3B
hernake01,Silver Slugger,1980,NL,,1B
hubbeca01,Baseball Magazine All-Star,1932,NL,,С2
warnelo01,Baseball Magazine All-Star,1933,NL,,С4
bergewa01,Baseball Magazine All-Star,1933,NL,,CF
applilu01,TSN All-Star,1936,ML,,СС
friscfr01,Baseball Magazine All-Star,1930,ML,,2B
gehrilo01,TSN All-Star,1927,ML,,1B
ruthba01,Baseball Magazine All-Star,1919,ML,,В ЛЮБОЙ ЧАСТИ
lynnfr01,Rookie of the Year,1975,AL,,
matlajo01,All-Star Game MVP,1975,ML,Y,
terrybi01,Baseball Magazine All-Star,1930,ML,,1B
hamptmi01,Silver Slugger,2000,NL,,Р
jeterde01,Silver Slugger,2007,AL,,СС
kellech01,Baseball Magazine All-Star,1943,ML,,LF
fostege01,TSN All-Star,1978,NL,,В ЛЮБОЙ ЧАСТИ
clarkwi02,TSN All-Star,1989,NL,,1B
burksel01,Gold Glove,1990,AL,,В ЛЮБОЙ ЧАСТИ
morried02,Baseball Magazine All-Star,1928,AL,,С3
covelst01,Baseball Magazine All-Star,1925,ML,,С3
beniqju01,Gold Glove,1977,AL,,В ЛЮБОЙ ЧАСТИ
gehrilo01,Baseball Magazine All-Star,1936,ML,,1B
gardnla01,Baseball Magazine All-Star,1920,AL,,3B
ortizda01,Silver Slugger,2005,AL,,ДГ
bondsba01,TSN Major League Player of the Year,1990,ML,,
burdele01,Babe Ruth Award,1957,NL,,Р
foxxji01,Baseball Magazine All-Star,1940,AL,,1B
gibsoge01,Baseball Magazine All-Star,1909,NL,,C2
ruffire01,TSN All-Star,1939,ML,,Р
leibeha01,Baseball Magazine All-Star,1939,NL,,CF
jackstr01,Baseball Magazine All-Star,1930,NL,,СС
sundbji01,Gold Glove,1981,AL,,C
utleych01,Silver Slugger,2008,NL,,2B
trillma01,Gold Glove,1979,NL,,2B
biggicr01,Gold Glove,1994,NL,,2B
vizquom01,Gold Glove,1999,AL,,СС
cochrmi01,TSN All-Star,1935,ML,,C
coopewa01,Baseball Magazine All-Star,1944,NL,,C
molitpa01,TSN All-Star,1996,AL,,ДГ
pagejo01,Baseball Magazine All-Star,1949,AL,,С2
cicoted01,Baseball Magazine All-Star,1919,AL,,С2
bagweje01,Silver Slugger,1997,NL,,1B
slaugen01,Baseball Magazine All-Star,1948,NL,,CF
berrayo01,Most Valuable Player,1954,AL,,
bonilbo01,TSN All-Star,1988,NL,,3B
sandbry01,Gold Glove,1987,NL,,2B
peckiro01,Baseball Magazine All-Star,1921,AL,,СС
tejadmi01,Silver Slugger,2005,AL,,СС
beckejo02,ALCS MVP,2007,AL,,
ensbemo01,TSN All-Star,2005,NL,,3B
schoere01,TSN All-Star,1953,ML,,2B
burksel01,TSN All-Star,1996,NL,,В ЛЮБОЙ ЧАСТИ
bayja01,Rookie of the Year,2004,NL,,
ramirma02,TSN All-Star,2005,AL,,В ЛЮБОЙ ЧАСТИ
morgajo02,Silver Slugger,1982,NL,,2B
boyerke01,Gold Glove,1961,NL,,3B
santajo01,Pitching Triple Crown,2006,AL,,
rodriiv01,Gold Glove,1994,AL,,C
herrto01,TSN All-Star,1985,NL,,2B
mattido01,Gold Glove,1987,AL,,1B
medwijo01,Most Valuable Player,1937,NL,,
jonesdo01,TSN Fireman of the Year,1992,NL,Y,
rolfere01,Baseball Magazine All-Star,1938,ML,,3B
holtzke01,TSN All-Star,1973,AL,,LHP
metzgbu01,Rookie of the Year,1976,NL,Y,
baergca01,TSN All-Star,1995,AL,,2B
danniha01,Baseball Magazine All-Star,1939,NL,,C
leede02,Silver Slugger,2005,NL,,1B
roberbr01,TSN All-Star,2005,AL,,2B
warnelo01,Baseball Magazine All-Star,1937,ML,,С4
thomafr04,Silver Slugger,2000,AL,,ДГ
lemonbo01,TSN Pitcher of the Year,1954,AL,,
rodrifr03,Rolaids Relief Man Award,2008,AL,,
woodwi01,TSN Fireman of the Year,1968,AL,,
schalra01,Baseball Magazine All-Star,1915,AL,,C
benchjo01,World Series MVP,1976,ML,,
carltst01,TSN All-Star,1982,NL,,LHP
fieldce01,Silver Slugger,1991,AL,,1B
rudijo01,Gold Glove,1976,AL,,В ЛЮБОЙ ЧАСТИ
yountro01,Gold Glove,1982,AL,,СС
