schoolid,schoolname,schoolcity,schoolstate,schoolnick
edinboro,Пенсильванский университет им. Эдинборо,Эдинборо,ПА,Борьба со шотландцами
mtstmarys,Колледж и семинария Маунт-Сент-Мэри,Эммитсбург,MD,Горные горы
norwichvt,Норвичский университет,Нортфилд,VT,Кадеты
uncashe,Университет Северной Каролины в Эшвиле,Эшвилль,НС,Бульдоги
njcity,Университет Нью-Джерси,Город Джерси,NJ,Готические рыцари
txtech,Техасский технологический университет,Любобок,TX,Красные бойцы
arkansas,Университет Арканзаса,Фейетвилль,ОАР,Бритва
wvirginia,Университет Западной Вирджинии,Моргантаун,WV,Горные горы
bradley,Университет Брэдли,Пеориа,Ил,Храбрые
olemiss,Университет Миссисипи,Оксфорд,MS,Повстанцы
utah,Университет Юты,Солт-Лейк-Сити,UT,Utes
oregon,Орегонский университет,Юджин,ИЛИ,Утки
mrningside,Утренний колледж,Город Сиу,IA,Мустанги
mankatost,"Университет штата Миннесота, Манкато",Манкато,МН,Маверики
indianast,Университет штата Индиана,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Симаморы
clevst,Кливлендский государственный университет,Кливленд,Ооо.,Викинги
mobileal,Мобильный университет,Мобильный,AL,Рамс
shenandoah,Университет Шенандоа,Винчестер,VA,Шершень
nytech,Нью-Йоркский технологический институт,Старый Вестбери,Нью-Йорк,Медведи
auburn,Университет Оберна,Оберн,AL,Тигры
baconeok,Колледж Баконе,Мускоге,Хорошо.,Воины
wisuperior,Университет Висконсин-Супериор,Высший,ЖИ,Желтые рубашки
coppinst,Копинский государственный колледж,Балтимор,MD,Орлы
mtvernnaz,Университет им. Маунт-Вернона Назарена,Гора Вернон,Ооо.,Кугары
columbia,Колумбийский университет,Нью-Йорк,Нью-Йорк,Львы
southernu,Южный университет и колледж АиМ,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Ягуары
ric,Колледж Род-Айленда,Провидение,РИ,Анкормены
stbonny,Сент-Бонатурский университет,Сент-Бонатура,Нью-Йорк,Бонни
duquesne,Университет Дюкесне,Питтсбург,ПА,Дюки
houston,Хьюстонский университет,Хьюстон,TX,Кугары
utahvalley,Университет долины Юта,Орем,UT,Извержение
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
highpoint,Университет высокого уровня,Высокий пункт,НС,Пантеры
idaho,Университет Айдахо,Москва,Идентификационный номер,Вандалы
nwstate,Северо-западный государственный университет Луизианы,Начотосы,Лос-Анджелес,Демоны
carsnewm,Колледж Карсон-Ньюман,Город Джефферсон,TN,Орлы
arkansaslr,Университет Арканзаса в Литтл-Рок,Маленький камень,ОАР,Троянцы
eillinois,Восточный Иллинойский университет,Чарльстон,Ил,Пантеры
mryvilletn,Мэривильский колледж,Мэривилль,TN,Борьба со шотландцами
baruchcuny,"Колледж Баруха, Университет города Нью-Йорка",Нью-Йорк,Нью-Йорк,Медвежие
ballst,Университет штата Болл,Манси,ВНУТРЕННИЕ,Кардиналы
txwesleyan,Техасский Уэслианский университет,Жилье стоит,TX,Рамс
wilbrforce,Уилберфорсский университет,Уилберфорс,Ооо.,Бульдоги
albany,"Университет Олбани, Университет штата Нью-Йорк",Олбани,Нью-Йорк,Великие датчане
tnmartin,"Теннессийский университет, Мартин",Мартин,TN,Скайхоуки
delaware,Университет Делавэра,Ньюарк,DE,Синие курицы
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Джасперсы
cflorida,Университет Центральной Флориды,Орландо,ФЛ,Золотые Рыцари
michigan,Мичиганский университет,Энн Арбор,МИ,Извержение
clarion,Кларионский университет Пенсильвании,Кларион,ПА,Золотые орехи
scranton,Скрэнтонский университет,Скрэнтон,ПА,Королевские власти
bostonuniv,Бостонский университет,Бостон,МЭТ,Терьеры
wofford,Воффордский колледж,Спартанбург,ПК,Терьеры
ferrisst,Государственный университет им. Ферриса,Большие быстрые,МИ,Бульдоги
kalamazoo,Колледж Каламазу,Каламазоо,МИ,Шершень
alabamast,Университет штата Алабама,Монтгомери,AL,Шершень
mntclairst,Монклерский государственный университет,Верхний Монтклер,NJ,Красные ястребы
lee,Университет Ли,Кливленд,TN,Пламя
providence,Провиденс-колледж,Провидение,РИ,фриары
troyst,Тройский государственный университет,Трой,AL,Троянцы
oakland,Оклендский университет,Рочестер,МИ,Гризли
laverneca,Университет Ла Верне,Ла Верне,КА,Леопарды
murrayst,Мюррейский государственный университет,Мюррей,KY,Тяжелые костюмы
sindiana,Университет Южной Индииa,Эвансвилль,ВНУТРЕННИЕ,Кричащие орехи
ncentralil,Северный центральный колледж,Напервиль,Ил,Кардиналы
glenvilst,Гленвильский государственный колледж,Гленвилль,WV,Пионеры
keenest,Кинский государственный колледж,Кин,NH,Совы
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
rowannj,Университет Роуэна,Стеклоборо,NJ,Профессоры
knoxil,Колледж Нокса (и Ломбардский колледж),Гейлсбург,Ил,Огонь в прериях
sprngfldma,Спрингфилдский колледж,Спрингфилд,МЭТ,Гордость
pfeiffer,Пфайферский университет,Мисенхаймер,НС,Соколы
smaine,Университет Южного Мэна,Горхам,Я,Хаски
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Кугары
saginawval,Государственный университет долины Сагинау,Университетский центр,МИ,Кардиналы
creighton,Крейтонский университет,Омаха,Нет,Bluejays
umass,Массачусетский университет Амхерста,Амхерст,МЭТ,Минуты
ntexas,Университет Северного Техаса,Дентон,TX,Средний зелёный
ohdominican,Доминиканский университет Огайо,Колумб,Ооо.,Пантеры
bridgeport,Бриджпортский университет,Бриджпорт,КТ,Пурпурные рыцари
nevada,"Невадский университет, Рено",Рено,NV,Вольфпак
rice,Университет риса,Хьюстон,TX,Совы
millsapsms,Колледж Миллсапса,Джексон,MS,Меньшинства
neillinois,Северо-восточный Иллинойский университет,Чикаго,Ил,
smiss,Университет Южной Миссисипи,Хэттисбург,MS,Золотые орехи
wake,Университет Уэйк Форест,Уинстон-Салем,НС,Демонские демоны
cornellia,Корнеллский колледж,Гора Вернон,IA,Рамс
piedmontga,Колледж Пьемонта,Демократия,GA,Львы
wingate,Уингейтский университет,Уингейт,НС,Бульдоги
freedhrdmn,Университет им. Фрида Хардемана,Хендерсон,TN,Львы
lenoirrhyn,Ленуар-Райнский колледж,Хикори,НС,Медведи
grinnellia,Колледж Гриннелла,Гриннелл,IA,Пионеры
viterbowi,Университет Витербо,Лакросс,ЖИ,Ястребы
nycortland,Колледж Нью-Йоркского университета в Кортланде,Кортленд,Нью-Йорк,Красные драконы
charleston,Чарльстонский колледж,Чарльстон,ПК,Кугары
juniatapa,Колледж Джуниата,Хантингдон,ПА,Орлы
riponwi,Рипонский колледж,Рипон,ЖИ,Красные ястребы
depauwin,Университет ДеПоу,Гринкасл,ВНУТРЕННИЕ,Тигры
temple,Темплский университет,Филадельфия,ПА,Совы
umassdartm,Массачусетский университет Дартмут,Северный Дартмут,МЭТ,Корсэрс
ekentucky,Восточный Кентукский университет,Ричмонд,KY,Полковники
heidelberg,Колледж Гейдельберга,Тиффин,Ооо.,Принцы
iowa,Университет Айовы,Айова,IA,Ястребы
csstanisl,"Калифорнийский государственный университет, Станислаус",Черепаха,КА,Воины
ulala,Университет Луизианы в Лафайетте,Лафайетт,Лос-Анджелес,Волшебные каджуны
walabama,Университет Западной Алабамы,Ливингстон,AL,Тигры
stanford,Стэнфордский университет,Palo Alto,КА,Кардинал
guilfordnc,Гилфордский колледж,Гринсборо,НС,Квакеры
lafayette,Лафайеттский колледж,Истон,ПА,Леопарды
swarthmore,Колледж Свартмор,Свармор,ПА,Гарнет Тайд
crngmellon,Университет им. Карнеги Меллона,Питтсбург,ПА,Тартаны
wisconsin,Университет Висконсин-Мэдисон,Мэдисон,ЖИ,Барсуки
albertsnid,Альбертсонский колледж Айдахо,Колдвелл,Идентификационный номер,Койоты
lemoyne,Колледж ЛеМойна,Сиракуз,Нью-Йорк,Дельфины
presbytrn,Пресвитерианский колледж,Клинтон,ПК,Голубая лошадь
missouri,Университет Миссури,Колумбия,МО,Тигры
vandy,Университет Вандербильта,Нэшвилл,TN,Коммодоры
chapmanca,Университет Чапмана,Апельсиновый,КА,Пантеры
nillinois,Северный Иллинойский университет,DeKalb,Ил,Хаски
wlmjewell,Колледж Уильяма Джеуэлла,Свобода,МО,Кардиналы
sacstate,"Калифорнийский государственный университет, Сакраменто",Сакраменто,КА,Шершень
cincy,Университет Цинциннати,Цинциннати,Ооо.,Медвежие
wrightst,Государственный университет Райта,Дейтон,Ооо.,Рейдеры
oberlinoh,Оберлинский колледж,Оберлин,Ооо.,Ёман
rhodestn,Родосский колледж,Мемфис,TN,Линкс
cconnst,Центральный университет штата Коннектикут,Новая Великобритания,КТ,Голубые дьяволы
messiah,Мессианский колледж,Грэнтэм,ПА,Соколы
sdakotast,Университет штата Южная Дакота,Брукингский,УР,Джекраббиты
portlandst,Портлендский государственный университет,Портленд,ИЛИ,Викинги
movalley,Колледж долины Миссури,Маршалл,МО,Викинги
lubbchrist,Луббокский христианский университет,Любобок,TX,Чарралы
muskingum,Мускиндумский колледж,Новый Конкорд,Ооо.,Борьба с мусками
american,Американский университет,Вашингтон,РС,Орлы
fresnost,"Калифорнийский государственный университет, Фресно",Фресно,КА,Бульдоги
iowast,Университет штата Айова,Эймс,IA,Циклоны
emoryhenry,Колледж Эмори и Генри,Эмори,VA,Осы
stjohns,Университет Св. Иоанна,Чили,Нью-Йорк,Красный шторм
akron,Акронский университет,Акрон,Ооо.,Зипсы
kentuckyst,Кентукский государственный университет,Frankfort,KY,Трубки
flagler,Флаглерский колледж,Сент-Августин,ФЛ,Святые
casewestrn,Университет западной резервной системы,Кливленд,Ооо.,Спартанцы
austinpeay,Остинский государственный университет,Кларксвилль,TN,Губернаторы
calpolypom,Калифорнийский политехнический университет - Помона,Помона,КА,Бронкос
nalabama,Университет Северной Алабамы,Флоренция,AL,Львы
nkentucky,Северный Кентукский университет,Нагорные высоты,KY,Норвежский
centok,Центральный Оклахомский университет,Эдмонд,Хорошо.,Бронхос
tntech,Технологический университет Теннесси,Кукевиль,TN,Золотые орехи
vcu,Университет Содружества Вирджинии,Ричмонд,VA,Рамс
wchester,Университет Западного Честера Пенсильвании,Западный Честер,ПА,Золотые Рамы
rockhurst,Университет Рокхёрста,Канзас-Сити,МО,Ястребы
tamukvill,Техасский университет АиМ-Кингсвиль,Кингсвилль,TX,Javelinas
hamlinemn,Хэмлинский университет,Сент-Пол,МН,Пайперы
amherstma,Амхерстский колледж,Амхерст,МЭТ,Лорд Джеффс
milligantn,Миллиганский колледж,Миллиганский колледж,TN,Буйволы
arkansasst,Арканзасский государственный университет,Джонсборо,ОАР,Индейцы
trinityct,Тринити-колледж,Хартфорд,КТ,Бантамы
kenyonoh,Кеньонский колледж,Гамбиер,Ооо.,Лорды
wagner,Вагнерский колледж,Стейтен-Айленд,Нью-Йорк,Морские ястребы
ucdavis,"Калифорнийский университет, Дэвис",Дэвис,КА,Агги
ashland,Ашландский университет,Эшланд,Ооо.,Орлы
jksonvilst,Джексонвильский государственный университет,Джексонвилль,AL,Игровые петухи
lewclarkst,Государственный колледж Льюис-Кларк,Льюистон,Идентификационный номер,Воины
cncrdiacol,Колледж Конкордии,Мятежник,МН,Кобберы
waynesburg,Уэйнесбургский колледж,Уэйнесбург,ПА,Желтые пекарни
grandview,Колледж Гранд-Вью,Де Мойнс,IA,Викинги
mtennst,Средний университет штата Теннесси,Мурфрисборо,TN,&lt; &lt; Голубые рейдеры &gt; &gt;
baldwalloh,Коллегия Болдуин-Уэллас,Берея,Ооо.,Желтые пекарни
bucknell,Бакнеллский университет,Льюисбург,ПА,Бизон
stthomasmn,Университет Сент-Томаса,Сент-Пол,МН,Томми
sterlingks,Стерлингский университет,Стерлинг,KS,Воины
hopemi,Колледж &lt; &lt; Надежда &gt; &gt;,Голландия,МИ,Летающие голландцы
bluefield,Блюфилдский колледж,Блюфилд,VA,Рамс
cwashngton,Центральный Вашингтонский университет,Элленсбург,WA,Дикие кошки
allegheny,Аллегенский колледж,Мэдвилль,ПА,Гейтеры
denver,Денверский университет,Денвер,CO,Пионеры
loyolamd,Колледж Лойолы в Мэриленде,Балтимор,MD,Грейхаунды
kansasst,Канзасский государственный университет,Манхэттен,KS,Дикие кошки
txchrist,Техасский христианский университет,Жилье стоит,TX,Рыжие лягушатники
sfcc,Муниципальный колледж Южной Флориды,Парк Эйвон,ФЛ,Пантеры
ramaponj,Колледж Рамапо в Нью-Джерси,Махва,NJ,Дорожные бегуны
wmichigan,Университет Западного Мичигана,Каламазоо,МИ,Бронкос
dallasbapt,Баптистский университет Далласа,Даллас,TX,Патриоты
arizona,Университет Аризоны,Тусон,AZ,Дикие кошки
fairldick,Университет Фейрли Дикинсона,Тинек,NJ,Рыцари
vatech,Вирджинский политехнический институт и Государственный университет,Блэксбург,VA,Хокки
benedctnks,Бенедиктский колледж,Атчисон,KS,Вороны
etxbaptist,Баптистский университет Восточного Техаса,Маршалл,TX,Тигры
ouachitab,Баптистский университет Уачита,Аркадельфия,ОАР,Тигры
lakeforest,Колледж Лейк Форест,Лейк Форест,Ил,Лесоводы
tnwesleyan,Теннесси Уэслианский колледж,Афины,TN,Бульдоги
centenary,Сентенарный колледж Луизианы,Шревпорт,Лос-Анджелес,Джентльмены
eckerd,Экердский колледж,Санкт-Петербург,ФЛ,Тритоны
wwashngton,Университет Западного Вашингтона,Беллингхем,WA,Викинги
carkansas,Центральный университет Арканзаса,Конвей,ОАР,Медведи
charlsouth,Южный университет Чарльстона,Чарльстон,ПК,Букканеры
airforce,Академия военно-воздушных сил Соединенных Штатов,Колорадо Спрингс,CO,Соколы
bethanywv,Колледж Бетани,Бетани,WV,Бизон
olivetnaz,Университет Оливета Назарена,Бурбоннайс,Ил,Тигры
calipa,Калифорнийский университет Пенсильвании,Калифорния,ПА,Вулканцы
utep,Техасский университет в Эль-Пасо,Эль-Пасо,TX,Горнодобывающие предприятия
linfieldor,Линфилдский колледж,МакМиннвилль,ИЛИ,Дикие кошки
masslowell,Массачусетский университет Лоуэлла,Лоуэлл,МЭТ,Река Ястребы
arizonast,Университет штата Аризона,Температура,AZ,Солнечные дьяволы
hartford,Университет Хартфорда,Хартфорд,КТ,Ястребы
otterbein,Колледж Оттербейн,Вестервилль,Ооо.,Кардиналы
kansas,Канзасский университет,Лоуренс,KS,Джейхокс
nmexico,Университет Нью-Мексико,Альбукерке,НМ,Лобос
ucla,"Калифорнийский университет, Лос-Анджелес",Лос-Анджелес,КА,Бруины
howrdpayne,Университет Говарда Пейна,Brownwood,TX,Желтые пекарни
wpaterson,Университет Уильяма Патерсона,Уэйн,NJ,Пионеры
samhouston,Сэм Хьюстонский государственный университет,Хантсвилль,TX,Медведи
stlouis,Университет Сент-Луиса,Сент-Луис,МО,Билликен
marquette,Маркеттский университет,Милуоки,ЖИ,Золотые орехи
iawesleyan,Айова Уэслианский колледж,Гора Плезант,IA,Тигры
mesast,Государственный колледж &lt; &lt; Меса &gt; &gt;,Большой блок,CO,Маверики
widenerpa,Вайднерский университет,Честер,ПА,Пионеры
stcloudst,Сент-Клаудский государственный университет,Сент-Облако,МН,Хаски
army,Военная академия Соединенных Штатов,Вест-Пойнт,Нью-Йорк,Черные рыцари
iupui,Индианский университет/Пурдуский университет Индианаполис,Индианаполис,ВНУТРЕННИЕ,Ягуары
cameronok,Университет Кэмерон,Лоутон,Хорошо.,Агги
newhamp,Университет Нью-Гэмпшира,Дурхем,NH,Дикие кошки
bowlgreen,Университет &lt; &lt; Боулинг зеленый &gt; &gt;,Зеленый боулинг,Ооо.,Соколы
rosehulman,Технологический институт Роуз-Хулман,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Инженеры
albionmi,Албионский колледж,Альбион,МИ,Британцы
pace,Университет Пейс,Нью-Йорк,Нью-Йорк,Заряды
vermont,Университет Вермонта,Южный Берлингтон,VT,Катагоны
sliprock,Пенсильванский университет &lt; &lt; Слиппери Рок &gt; &gt;,Скользкий камень,ПА,Скала
washcollmd,Вашингтонский колледж,Честертаун,MD,Шормены
ptlomanaz,Университет имени Ломы Назарене,Сан-Диего,КА,Морские львы
purdue,Университет Пурду,Западный Лафайетт,ВНУТРЕННИЕ,Котлоагрегаты
mscollege,Колледж Миссисипи,Клинтон,MS,Шоколадки
lincolnmo,Линкольнский университет Миссури,Город Джефферсон,МО,&lt; &lt; Синие тигры &gt; &gt;
furman,Университет Фурмана,Гринвилль,ПК,Паладины
swmost,Государственный университет Миссури,Спрингфилд,МО,Медведи
waynest,Университет штата Уэйн,Детройт,МИ,Воины
wconnst,Университет штата Западный Коннектикут,Дэнбери,КТ,Колониальные
depaul,Университет ДеПола,Чикаго,Ил,Синие демоны
mosouthern,Университет Южного штата Миссури (Джоплин),Джоплин,МО,Львы
wiscmilw,Университет Висконсин-Милуоки,Милуоки,ЖИ,Пантеры
tamucc,Техасский университет &lt; &lt; АиМ &gt; &gt; -- &lt; &lt; Корпус Кристи &gt; &gt;,Корпус Кристи,TX,Жители островов
wvstate,Государственный колледж Западной Вирджинии,Институт,WV,Желтые пекарни
setonhall,Университет Сетон Холл,Южный апельсин,NJ,Пираты
wheatonma,Колледж Уитона (Масс),Уитон,МЭТ,Лионы
sanfran,Университет Сан-Франциско,Сан-Франциско,КА,Доны
virginiast,Университет штата Вирджиния,Санкт-Петербург,VA,Троянцы
santaclara,Университет Санта-Клары,Санта-Клара,КА,Бронкос
mercer,Университет Мерсера,Мейсон,GA,Медведи
inbethel,Вефильский колледж,Мишавака,ВНУТРЕННИЕ,Экспериментальные проекты
uscaiken,Университет Южной Каролины Айкен,Айкен,ПК,Пейцеры
armstratl,Университет Атлантики Армстронг,Саванна,GA,Пираты
wiwhitewtr,Висконсинский университет - белая вода,Белая вода,ЖИ,Вархауки
sandiegost,Сан-Диегоский государственный университет,Сан-Диего,КА,Ацтеки
rider,Водительский университет,Лоуренсвилль,NJ,Бронки
sela,Юго-восточный университет Луизианы,Хаммонд,Лос-Анджелес,Львы
grovecity,Городской колледж Гроув,Город Гроув,ПА,Извержение
ecentralok,Восточный центральный университет,Ада,Хорошо.,Тигры
robertmor,Университет Роберта Морриса,Лунный поселок,ПА,Колониальные
georgia,Университет Грузии,Афины,GA,Бульдоги
nebellevue,Университет Бельвью,Бельвью,Нет,Бруины
alabama,Университет Алабамы,Тускалуза,AL,Краймсонский призрак
seattle,Университет Сиэтла,Сиэтл,WA,Красные ястребы
mit,Массачусетский технологический институт,Кембридж,МЭТ,Инженеры
monmouth,Монмутский университет,Западный Лонг Бранч,NJ,Ястребы
lincolnmem,Мемориальный университет Линкольна,Харрогат,TN,Железнодорожный транспорт
cshayward,"Калифорнийский государственный университет, Хейворд",Хэйворд,КА,Пионеры
uab,Университет Алабамы в Бирмингеме,Бирмингем,AL,Блейзеры
grcanyon,Большой каньонский университет,Феникс,AZ,Антелопы
loyolachi,Чикагский университет Лойолы,Чикаго,Ил,Рамблеры
villanova,Университет Вильяновой,Вильянова,ПА,Дикие кошки
clrmuddscr,Клэрмонтский колледж МакКенна,Клэрмонт,КА,Олени
wittnbrgoh,Виттенбергский университет,Спрингфилд,Ооо.,Тигры
butler,Батлерский университет,Индианаполис,ВНУТРЕННИЕ,Бульдоги
staugustne,Колледж Святого Августина,Роли,НС,Соколы
towson,Университет Тоусона,Тоусон,MD,Тигры
macmurryil,МакМюррейский колледж,Джексонвилль,Ил,Горцы
lemoynowen,Колледж ЛеМойн-Овен,Мемфис,TN,Волшебники
cornell,Корнельский университет,Итака,Нью-Йорк,Большой красный
maine,Университет Мэна,Ороно,Я,Черные медведи
ewashington,Университет Восточного Вашингтона,Чейни,WA,Орлы
siena,Сиенский колледж,Лудонвилль,Нью-Йорк,Святые
wichitast,Университет штата Вичита,Уичита,KS,Ужасы
bloomsburg,Блумсбургский университет Пенсильвании,Блумсбург,ПА,Хаски
usc,Университет Южной Калифорнии,Лос-Анджелес,КА,Троянцы
buffalost,Колледж Государственного университета в Буффало,Буффало,Нью-Йорк,Бенгалы
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
baylor,Бейлорский университет,Вако,TX,Медведи
winthrop,Университет Уинтропа,Рок Хилл,ПК,Орлы
etennst,Восточный Теннессиский государственный университет,Джонсон Сити,TN,Букканеры
washst,Университет штата Вашингтон,Пульман,WA,Кугары
stmarytx,Университет Св. Марии,Сан-Антонио,TX,Крысы
niowa,Университет Северной Айовы,Кедарские водопады,IA,Пантеры
manchester,Манчестерский колледж,Северный Манчестер,ВНУТРЕННИЕ,Спартанцы
hendrixar,Колледж Хендрикса,Конвей,ОАР,Воины
miamioh,Университет Майами,Оксфорд,Ооо.,Красные ястребы
ferrumva,Колледж Феррума,Феррум,VA,Пантеры
radford,Рэдфордский университет,Рэдфорд,VA,Горцы
georgemas,Университет Джорджа Мейсона,Фэрфакс,VA,Патриоты
marshall,Маршаллский университет,Хантингтон,WV,Громкое стадо
brandeisma,Университет Брандейса,Вальтам,МЭТ,Судьи
kutztown,Куттаунский университет Пенсильвании,Кутстаун,ПА,Золотые медведи
calpoly,"Калифорнийский государственный политехнический университет, Сан-Луис-Обиспо",Сан-Луис Обиспо,КА,Мустанги
concrdiatx,Университет Конкордии в Остине,Остин,TX,Торнадо
ucirvine,"Калифорнийский университет, Ирвин",Ирвин,КА,Потрошители
wgeorgia,Государственный университет Западной Грузии,Кэрролтон,GA,Храбрые
youngst,Университет штата Янгстаун,Янгстаун,Ооо.,Пингвины
pittsbst,Питтсбургский государственный университет,Питтсбург,KS,Гориллы
charleswv,Чарльстонский университет,Чарльстон,WV,Золотые орехи
lambuthtn,Университет Лумбута,Джексон,TN,Орлы
tulane,Университет Тулейна,Новый Орлеан,Лос-Анджелес,Зеленая волна
mansfield,Мэнсфилдский университет Пенсильвании,Мэнсфилд,ПА,Горные горы
philsmith,Колледж им. Филандера Смита,Маленький камень,ОАР,Пантеры
albrightpa,Колледж Олбрайта,Чтение,ПА,Львы
adelphi,Адельфийский университет,Садовой город,Нью-Йорк,Пантеры
delawarest,Государственный университет Делавэра,Довер,DE,Шершень
lehigh,Лехайский университет,Вифлеем,ПА,Горные Ястребы
georgtwnky,Джорджтаунский колледж,Джорджтаун,KY,Тигры
lewisil,Университет Льюиса,Ромеовиль,Ил,Флаеры
trnsylvnia,Университет Трансильвании,Лексингтон,KY,Пионеры
savstate,Саваннаский государственный университет,Саванна,GA,Тигры
sacheart,Университет Святого Сердца,Фэрфилд,КТ,Пионеры
