season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2007,117,1454,74,1453,73,А,0
2011,22,1283,60,1334,49,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2003,33,1164,73,1288,59,А,0
1999,33,1222,72,1237,71,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
1987,39,1464,76,1197,68,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2010,47,1444,72,1244,64,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
1997,103,1444,76,1123,66,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2012,63,1144,70,1157,65,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",1
2004,29,1343,68,1420,56,А,0
2002,66,1414,68,1168,58,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
1999,86,1321,62,1336,60,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2013,8,1318,67,1343,66,А,0
2007,102,1137,48,1221,45,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2002,72,1221,70,1298,57,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2001,61,1173,61,1266,60,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
1998,89,1328,61,1124,60,А,0
2012,93,1308,78,1167,57,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
2006,87,1423,83,1241,46,А,0
2014,54,1139,66,1312,48,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
1999,82,1275,80,1103,62,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время! Как я могу вам помочь сегодня?",0
