year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
1991,NHL,BOS,15,8,7,0,40,51,254,2,11,61,3,15,77,1
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
2008,NHL,CAL,6,2,4,0,16,21,83,4,2,18,0,7,24,0
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
1977,WHA,QUN,11,5,6,0,43,41,,,,,,,,
1929,NHL,MTM,4,1,3,0,5,11,56,,,,,,,
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
1972,WHA,CLC,9,5,4,0,33,22,,,9,39,0,8,55,1
1976,WHA,EDO,5,1,4,0,16,20,,,,,,,,
1919,PCHA,VML,2,1,1,0,3,7,,,,,,,,
1979,NHL,BOS,10,4,6,0,35,33,346,0,6,37,1,8,33,2
1990,NHL,BOS,19,10,9,0,60,62,439,2,24,100,3,17,92,0
1983,NHL,EDM,19,15,4,0,94,56,460,4,17,76,3,20,89,3
1947,NHL,DET,10,4,6,0,24,30,116,,,,,,,
2005,NHL,OTT,10,5,5,0,36,29,164,2,14,56,3,7,55,1
1998,NHL,STL,13,6,7,0,31,33,179,2,11,61,2,8,71,0
1932,NHL,DET,4,2,2,0,8,8,41,,,,,,,
1918,NHL,OTS,5,1,4,0,18,26,69,,,,,,,
1990,NHL,STL,13,6,7,0,41,42,421,0,10,80,1,14,67,0
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1987,NHL,LAK,5,1,4,0,18,30,178,4,8,38,,8,34,0
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
1930,NHL,MTM,2,0,2,0,1,8,28,,,,,,,
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1996,NHL,DAL,7,3,4,0,18,21,136,0,3,40,1,6,34,1
2000,NHL,OTT,4,0,4,0,3,10,48,0,0,16,0,3,13,0
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
1973,NHL,NYR,13,7,6,0,38,39,245,,7,,1,8,,0
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1976,WHA,WIJ,20,11,9,0,80,73,,,,,,,,
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
2007,NHL,NJD,5,1,4,0,12,19,56,0,5,24,1,4,17,0
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
1947,NHL,BOS,5,1,4,0,13,20,39,,,,,,,
1976,NHL,LAK,9,4,5,0,35,37,158,0,12,40,2,7,33,0
1980,NHL,TOR,3,0,3,0,4,20,56,4,1,12,2,6,16,0
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1998,NHL,NJD,7,3,4,0,18,21,86,2,5,27,0,4,26,1
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1925,WCHL,EDE,2,0,1,1,3,5,,,,,,,,
1925,NHL,OTS,2,0,1,1,1,2,42,,,,,,,
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
