year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1952,NHL,TOR,TOR,,,5,,70,27,30,13.0,,67,,,156,167,Toronto Maple Leafs,812,,,,,,,
2005,NHL,SJS,SJS,WC,PC,2,CSF,82,44,27,,11,99,1,7,266,242,San Jose Sharks,1058,14,91,500,11,77,399,10
1972,NHL,CLF,CLE,,WD,8,,78,16,46,16.0,,48,,,213,323,California Golden Seals,840,0,41,250,4,56,242,4
1940,NHL,NYR,NYR,,,4,QF,48,21,19,8.0,,50,,,143,125,New York Rangers,356,,,,,,,
2005,NHL,CAR,CAR,EC,SE,1,SC,82,52,22,,8,112,8,2,294,260,Carolina Hurricanes,1125,18,95,531,13,81,445,17
2005,NHL,TOR,TOR,EC,NE,4,,82,41,33,,8,90,3,7,257,270,Toronto Maple Leafs,1398,20,107,501,12,99,496,14
1929,NHL,CHI,CHI,,AM,2,QF,44,21,18,5.0,,47,,,117,111,Chicago Black Hawks,573,,,,,,,
1997,NHL,NJD,NJD,EC,AT,1,CQF,82,48,23,11.0,,107,,,225,166,New Jersey Devils,1488,8,63,333,9,41,309,4
1987,NHL,PIT,PIT,WA,PT,6,,80,36,35,9.0,,81,,,319,316,Pittsburgh Penguins,2211,26,110,500,19,120,507,18
1996,NHL,TOR,TOR,WC,CE,6,,82,30,44,8.0,,68,,,230,273,Toronto Maple Leafs,1331,12,48,309,8,59,328,11
1999,NHL,OTT,OTT,EC,NE,2,CQF,82,41,28,11.0,2,95,,,244,210,Ottawa Senators,850,14,52,310,8,34,273,6
2006,NHL,NYR,NYR,EC,AT,3,CSF,82,42,30,,10,94,9,5,242,216,New York Rangers,1109,22,75,406,6,65,400,11
1980,NHL,WIN,PHO,CC,SM,6,,80,9,57,14.0,,32,,,246,400,Winnipeg Jets,1191,30,60,345,15,67,261,8
1935,NHL,NYR,NYR,,AM,4,,48,19,17,12.0,,50,,,91,96,New York Rangers,387,,,,,,,
2000,NHL,CBS,CBS,WC,CE,5,,82,28,39,9.0,6,71,,,190,233,Columbus Blue Jackets,1234,20,56,381,8,70,363,3
1982,NHL,DET,DET,CC,NO,5,,80,21,44,15.0,,57,,,263,344,Detroit Red Wings,1064,12,37,268,9,80,292,7
1987,NHL,MNS,DAL,CC,NO,5,,80,19,48,13.0,,51,,,242,349,Minnesota North Stars,2313,14,81,450,16,108,436,10
1975,WHA,MFS,MFS,,WW,4,,59,30,25,4.0,,64,,,211,212,Minnesota Fighting Saints,1354,,40,185,9,58,245,5
1995,NHL,TOR,TOR,WC,CE,3,CQF,82,34,36,12.0,,80,,,247,252,Toronto Maple Leafs,1742,18,83,438,9,70,403,11
1926,NHL,CHI,CHI,,AM,3,QF,44,19,22,3.0,,41,,,115,116,Chicago Black Hawks,436,,,,,,,
1959,NHL,MTL,MTL,,,1,SC,70,40,18,12.0,,92,,,255,178,Montreal Canadiens,756,,,,,,,
2010,NHL,FLO,FLO,EC,SE,5,,82,30,40,,12,72,4,7,195,229,Florida Panthers,716,22,35,267,5,41,267,4
2007,NHL,LAK,LAK,WC,PC,5,,82,32,43,,7,71,5,3,231,266,Los Angeles Kings,954,24,64,366,4,68,309,11
1967,NHL,PIT,PIT,,WD,5,,74,27,34,13.0,,67,,,195,216,Pittsburgh Penguins,548,,37,273,11,30,195,2
1969,NHL,TOR,TOR,,ED,6,,76,29,34,13.0,,71,,,222,242,Toronto Maple Leafs,898,12,49,242,7,60,269,5
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Montreal Canadiens,1463,6,72,297,5,57,286,9
2003,NHL,CBS,CBS,WC,CE,4,,82,25,45,8.0,4,62,,,177,238,Columbus Blue Jackets,1209,22,58,401,14,50,337,5
1999,NHL,BUF,BUF,EC,NE,3,CQF,82,35,32,11.0,4,85,,,213,204,Buffalo Sabres,1173,10,37,351,10,54,361,8
1995,NHL,DAL,DAL,WC,CE,6,,82,26,42,14.0,,66,,,227,280,Dallas Stars,1652,12,67,443,20,82,418,8
1980,NHL,LAK,LAK,WA,NO,2,PRE,80,43,24,13.0,,99,,,337,290,Los Angeles Kings,1627,32,90,366,7,81,356,12
1965,NHL,DET,DET,,,4,F,70,31,27,12.0,,74,,,221,194,Detroit Red Wings,804,,42,245,9,44,273,7
1933,NHL,NYR,NYR,,AM,3,QF,48,21,19,8.0,,50,,,120,113,New York Rangers,401,,,,,,,
1975,NHL,STL,STL,CC,SM,3,PRE,80,29,37,14.0,,72,,,249,290,St. Louis Blues,1274,16,55,298,3,98,376,21
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,Washington Capitals,1233,16,67,408,14,82,414,12
1994,NHL,QUE,COL,EC,NE,1,CQF,48,30,13,5.0,,65,,,185,134,Quebec Nordiques,770,4,45,186,3,38,203,9
2009,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11,79,8,6,222,264,New York Islanders,950,22,49,306,3,71,300,7
1924,NHL,BOS,BOS,,,6,,30,6,24,0.0,,12,,,49,119,Boston Bruins,231,,,,,,,
1923,WCHL,SAC,SAS,,,3,,30,15,12,3.0,,33,,,91,73,Saskatoon Crescents,,,,,,,,
2008,NHL,TOR,TOR,EC,NE,5,,82,34,35,,13,81,6,7,250,293,Toronto Maple Leafs,1125,12,62,330,7,78,308,6
1922,PCHA,VAM,VMR,,,1,SCSF,30,17,12,1.0,,35,,,116,88,Vancouver Maroons,,,,,,,,
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
1999,NHL,STL,STL,WC,CE,1,CQF,82,51,19,11.0,1,114,,,248,165,St. Louis Blues,1139,22,61,342,3,42,345,13
1964,NHL,TOR,TOR,,,4,SF,70,30,26,14.0,,74,,,204,173,Toronto Maple Leafs,1068,,51,280,12,56,343,9
1933,NHL,CHI,CHI,,AM,2,SC,48,20,17,11.0,,51,,,88,83,Chicago Black Hawks,335,,,,,,,
1969,NHL,CHI,CHI,,ED,1,SF,76,45,22,9.0,,99,,,250,170,Chicago Black Hawks,901,14,55,270,7,32,247,7
2011,NHL,CHI,CHI,WC,CE,4,CQF,82,45,26,,11,101,7,7,248,238,Chicago Blackhawks,848,20,42,277,3,51,233,7
1960,NHL,MTL,MTL,,,1,SF,70,41,19,10.0,,92,,,254,188,Montreal Canadiens,811,,,,,,,
