year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1966,NHL,NYR,4,0,4,0,8,14,58,,,,,,,
1967,NHL,CHI,11,5,6,0,28,34,96,,5,,1,8,,1
1936,NHL,MTL,5,2,3,0,8,13,15,,,,,,,
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
1973,WHA,CHC,18,8,10,0,67,72,,,,,,,,
1972,WHA,NEW,15,12,3,0,70,49,,,14,75,0,13,64,1
1976,NHL,LAK,9,4,5,0,35,37,158,0,12,40,2,7,33,0
1974,NHL,LAK,3,1,2,0,6,7,82,0,2,9,0,0,9,0
1999,NHL,NJD,23,16,7,0,61,39,192,6,12,70,1,5,67,4
1998,NHL,SJS,6,2,4,0,17,19,102,0,7,41,1,7,42,2
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
1961,NHL,MTL,6,2,4,0,13,19,83,,,,,,,
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
1921,PCHA,VML,4,3,1,0,7,2,,,,,,,,
1948,NHL,MTL,7,3,4,0,14,17,103,,,,,,,
2009,NHL,BUF,6,2,4,0,15,16,114,2,0,19,0,6,22,0
1981,NHL,MTL,5,2,3,0,16,11,201,2,4,36,1,3,26,3
1995,NHL,BOS,5,1,4,0,16,22,147,0,7,27,0,5,30,2
1943,NHL,TOR,5,1,4,0,6,23,48,,,,,,,
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1990,NHL,DET,7,3,4,0,20,24,272,2,4,33,0,3,39,1
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1985,NHL,BOS,3,0,3,0,6,10,162,4,2,16,1,3,20,1
1925,NHL,PIP,2,0,1,1,4,6,10,,,,,,,
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1987,NHL,CAL,9,4,5,0,41,36,310,2,12,60,,14,65,4
1953,NHL,MTL,11,7,4,0,28,18,160,,,,,,,
1978,NHL,NYR,18,11,7,0,66,42,286,2,14,72,1,8,67,6
1914,NHA,MOW,2,1,1,0,1,4,,,,,,,,
1914,NHA,OT1,2,1,1,0,4,1,,,,,,,,
1998,NHL,DAL,23,16,7,0,64,44,279,2,13,107,0,9,95,3
1992,NHL,CHI,4,0,4,0,6,13,74,2,1,24,1,7,25,0
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1951,NHL,BOS,7,3,4,0,12,18,51,,,,,,,
1988,NHL,LAK,11,4,7,0,36,42,270,2,15,54,,11,57,1
1988,NHL,PHI,19,10,9,0,64,60,612,2,20,96,,26,119,8
2009,NHL,SJS,15,8,7,0,41,41,163,0,14,71,0,9,49,1
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1979,NHL,LAK,4,1,3,0,10,21,73,2,1,16,2,3,15,2
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
1953,NHL,TOR,5,1,4,0,8,15,57,,,,,,,
1999,NHL,OTT,6,2,4,0,10,17,81,0,2,22,0,2,23,0
1984,NHL,QUE,18,9,9,0,58,63,533,6,16,87,3,18,90,2
1994,NHL,NJD,20,16,4,0,67,34,227,2,18,72,2,10,74,1
1987,NHL,EDM,19,16,2,1,87,56,635,8,32,117,,20,117,2
1977,WHA,EDO,5,1,4,0,9,23,,,,,,,,
1924,NHL,TRS,2,0,2,0,2,5,21,,,,,,,
2002,NHL,VAN,14,7,7,0,34,47,239,2,13,73,1,18,76,2
1978,NHL,TOR,6,2,4,0,19,24,192,0,3,19,0,9,30,1
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1946,NHL,MTL,11,6,5,0,29,23,171,,,,,,,
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
2010,NHL,TBL,18,11,7,0,59,45,207,8,17,67,1,6,78,1
1973,NHL,CHI,11,6,5,0,30,35,196,,9,,0,9,,0
1976,WHA,EDO,5,1,4,0,16,20,,,,,,,,
2008,NHL,WAS,14,7,7,0,41,38,162,0,11,52,0,13,65,2
1983,NHL,CHI,5,2,3,0,14,18,134,0,3,23,1,4,23,1
2008,NHL,DET,23,15,8,0,76,48,226,2,23,97,1,19,71,1
2008,NHL,CAR,18,8,10,0,42,52,231,4,6,60,0,8,71,1
1978,NHL,BUF,3,1,2,0,9,9,41,0,1,8,0,0,13,0
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1970,NHL,TOR,6,2,4,0,15,16,147,,3,,1,4,,0
1928,NHL,MTL,3,0,3,0,2,5,48,,,,,,,
1994,NHL,VAN,11,4,7,0,33,38,272,6,12,57,1,8,66,7
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1991,NHL,CHI,18,12,6,0,65,48,340,4,18,108,2,13,90,1
1999,NHL,DAL,23,14,9,0,52,46,291,4,15,93,5,12,102,2
1997,NHL,MTL,10,4,6,0,28,32,148,0,6,50,3,9,58,0
1933,NHL,MTL,2,0,1,1,3,4,8,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
1989,NHL,CAL,6,2,4,0,24,29,149,6,2,33,1,10,46,2
1921,NHL,TRS,2,1,0,1,5,4,28,,,,,,,
1970,NHL,CHI,18,11,7,0,59,42,289,,17,,1,11,,1
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
1972,NHL,PHI,11,5,6,0,27,31,205,,6,,0,8,,1
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
2007,NHL,NYR,10,5,5,0,31,27,150,4,7,42,0,10,48,1
1995,NHL,DET,19,10,9,0,58,46,302,4,20,112,1,13,89,5
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
1977,NHL,ATF,2,0,2,0,5,8,24,0,0,4,1,3,6,0
1984,NHL,NYI,10,4,6,0,25,28,256,0,7,33,1,7,52,0
1979,NHL,PHI,19,13,6,0,78,53,530,4,16,76,3,23,117,5
1976,NHL,BOS,14,8,6,0,50,48,217,2,8,52,0,16,57,2
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
2001,NHL,COL,21,11,10,0,54,56,168,6,10,77,2,9,62,0
1980,NHL,VAN,3,0,3,0,7,13,77,0,1,12,0,4,11,0
1986,NHL,MTL,17,10,7,0,67,54,433,6,16,60,2,11,63,3
1977,NHL,MTL,15,12,3,0,58,29,213,2,14,57,0,6,55,2
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1989,NHL,WAS,15,8,7,0,49,48,480,0,13,71,3,13,79,3
1984,NHL,DET,3,0,3,0,8,23,101,0,2,16,0,7,16,0
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1983,NHL,MNS,16,7,9,0,47,53,335,2,14,67,4,12,66,3
1978,NHL,BOS,11,7,4,0,36,32,131,4,6,25,0,8,32,1
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
1987,NHL,PHI,7,3,4,0,25,31,286,0,5,41,,8,47,0
1981,NHL,WIN,4,1,3,0,13,20,121,0,5,26,0,2,16,0
1950,NHL,MTL,11,5,6,0,23,25,86,,,,,,,
1964,NHL,CHI,14,7,7,0,35,37,258,,,,,,,
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1984,NHL,STL,3,0,3,0,5,9,72,0,2,15,0,2,9,1
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1993,NHL,CAL,7,3,4,0,20,23,173,8,5,44,1,6,41,1
2006,NHL,ATL,4,0,4,0,6,17,115,2,1,17,0,5,24,0
1984,NHL,MNS,9,5,4,0,38,38,258,0,12,44,1,6,47,1
2009,NHL,PHI,23,14,9,0,76,61,253,10,23,105,2,14,95,1
1930,NHL,CHI,9,5,3,1,15,14,98,,,,,,,
1997,NHL,NJD,6,2,4,0,12,13,92,0,3,23,0,4,25,2
2006,NHL,MIN,5,1,4,0,9,12,79,0,2,27,1,5,19,1
1987,NHL,WIN,5,1,4,0,17,25,213,0,7,37,,10,35,1
2009,NHL,BOS,13,7,6,0,36,37,175,4,11,45,0,5,50,0
1945,NHL,BOS,10,5,5,0,29,29,47,,,,,,,
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
1913,NHA,TBS,2,1,1,0,6,2,,,,,,,,
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1999,NHL,STL,7,3,4,0,22,20,114,0,8,39,1,6,35,0
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
1990,NHL,MNS,23,14,9,0,81,75,674,4,35,152,3,24,136,4
1988,NHL,CHI,16,9,7,0,52,45,484,6,16,90,,15,99,7
2011,NHL,VAN,5,1,4,0,8,12,94,0,3,21,2,3,26,0
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
2007,NHL,PIT,20,14,6,0,61,43,323,2,21,92,2,11,85,1
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
1921,WCHL,EDE,2,0,1,1,2,3,,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
2006,NHL,AND,21,16,5,0,58,45,371,6,16,105,3,16,121,2
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
2007,NHL,DAL,18,10,8,0,45,41,218,0,18,90,4,13,76,0
1925,NHL,MTM,4,2,0,2,8,5,40,,,,,,,
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1936,NHL,TOR,2,0,2,0,1,5,21,,,,,,,
1976,NHL,STL,4,0,4,0,4,19,60,0,0,13,1,4,16,0
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
1937,NHL,CHI,10,7,3,0,26,21,66,,,,,,,
1974,WHA,MFS,12,6,6,0,44,42,,,,,,,,
2001,NHL,SJS,12,7,5,0,34,32,124,0,5,48,0,5,48,0
1947,NHL,TOR,9,8,1,0,38,20,102,,,,,,,
1987,NHL,TOR,6,2,4,0,20,32,189,0,6,41,,11,32,2
2000,NHL,PHI,6,2,4,0,13,21,74,0,4,17,0,6,18,1
2007,NHL,DET,22,16,6,0,72,41,243,4,20,106,0,14,98,6
1989,NHL,BOS,21,13,8,0,62,59,421,12,15,93,1,9,88,3
2008,NHL,CHI,17,9,8,0,54,54,297,6,19,68,1,14,65,1
1975,WHA,CLC,3,0,3,0,6,14,,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
1975,WHA,EDO,4,0,4,0,11,22,,,,,,,,
2001,NHL,PHO,5,1,4,0,7,13,83,0,1,25,0,2,27,0
1998,NHL,PHO,7,3,4,0,16,19,95,0,5,41,0,9,33,0
1969,NHL,MNS,6,2,4,0,16,20,82,,7,,1,10,,0
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
2010,NHL,PHI,11,4,7,0,29,38,173,4,7,49,0,9,47,0
1996,NHL,DET,20,16,4,0,58,38,437,6,17,117,0,15,96,2
1976,NHL,MTL,14,12,2,0,54,23,170,2,10,55,0,5,46,2
2001,NHL,DET,23,16,7,0,72,47,308,8,19,99,2,14,104,7
1980,NHL,LAK,4,1,3,0,12,23,162,4,5,16,0,3,16,1
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
1942,NHL,TOR,6,2,4,0,17,20,46,,,,,,,
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
2006,NHL,PIT,5,1,4,0,10,18,78,0,4,28,0,6,24,0
1972,NHL,MTL,17,12,5,0,73,52,179,,15,,2,12,,1
2010,NHL,PIT,7,3,4,0,14,22,82,0,1,35,1,8,27,0
2011,NHL,NYR,20,10,10,0,43,41,218,2,13,73,0,11,69,0
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
2005,NHL,CAL,7,3,4,0,16,17,129,4,6,43,1,6,44,2
1996,NHL,MTL,5,1,4,0,11,22,105,0,0,16,3,9,28,2
1971,NHL,MNS,7,3,4,0,19,19,111,,4,,0,6,,0
1960,NHL,DET,11,6,5,0,27,27,108,,,,,,,
1981,NHL,LAK,10,4,6,0,41,42,309,0,14,44,3,6,32,0
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
2011,NHL,BOS,7,3,4,0,15,16,52,0,2,23,0,3,19,0
1989,NHL,NYR,10,5,5,0,37,35,291,2,15,63,2,11,54,4
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
1935,NHL,CHI,2,1,1,0,5,7,8,,,,,,,
1970,NHL,MNS,12,6,6,0,35,42,195,,11,,1,9,,0
2003,NHL,NJD,5,1,4,0,9,14,28,0,3,18,0,4,12,0
2002,NHL,MIN,18,8,10,0,43,43,193,2,16,73,3,12,63,2
2003,NHL,COL,11,6,5,0,26,24,154,4,9,48,0,9,47,2
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
1931,NHL,TOR,7,5,1,1,28,15,95,,,,,,,
1972,NHL,CHI,16,10,6,0,60,53,155,,14,,1,9,,3
1977,WHA,BIR,5,1,4,0,12,29,,,,,,,,
1968,NHL,LAK,11,4,7,0,28,41,162,,6,,1,7,,1
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1942,NHL,MTL,5,1,4,0,17,18,50,,,,,,,
1998,NHL,DET,10,6,4,0,31,27,137,0,14,59,1,9,50,0
1997,NHL,PIT,6,2,4,0,15,18,70,0,4,33,0,5,27,3
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1995,NHL,STL,13,7,6,0,37,37,214,2,11,69,2,15,75,4
2006,NHL,NAS,5,1,4,0,14,16,148,0,3,22,0,2,30,1
1949,NHL,NYR,12,7,5,0,32,29,105,,,,,,,
1984,NHL,CHI,15,9,6,0,81,81,443,4,18,76,3,17,79,1
1966,NHL,TOR,12,8,4,0,35,30,150,,,,,,,
1988,NHL,VAN,7,3,4,0,20,26,160,2,7,44,,10,36,1
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1913,NHA,MOC,2,1,1,0,2,6,,,,,,,,
1979,NHL,BOS,10,4,6,0,35,33,346,0,6,37,1,8,33,2
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
1923,NHL,MTL,2,2,0,0,5,2,15,,,,,,,
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1992,NHL,TOR,21,11,10,0,69,63,413,0,17,104,7,21,90,0
1974,NHL,TOR,7,2,5,0,13,21,108,0,4,36,0,5,20,0
1971,NHL,MTL,6,2,4,0,14,19,76,,1,,0,3,,0
1986,NHL,DET,16,9,7,0,45,40,426,0,9,56,1,9,58,1
1982,NHL,STL,4,1,3,0,10,16,116,0,5,22,0,3,23,0
1989,NHL,TOR,5,1,4,0,16,20,257,0,4,28,1,8,28,1
1947,NHL,DET,10,4,6,0,24,30,116,,,,,,,
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
1962,NHL,CHI,6,2,4,0,19,25,104,,,,,,,
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
1993,NHL,DAL,9,5,4,0,27,28,149,4,10,49,1,7,41,0
2001,NHL,LAK,7,3,4,0,13,16,72,2,1,17,0,2,26,0
1933,NHL,CHI,8,6,1,1,19,12,51,,,,,,,
1999,NHL,LAK,4,0,4,0,6,15,54,2,0,23,0,7,23,0
2010,NHL,MTL,7,3,4,0,17,17,54,4,6,27,0,0,21,1
2010,NHL,WAS,9,4,5,0,23,24,84,4,5,35,0,5,38,0
1975,NHL,BOS,12,5,7,0,38,33,209,0,14,54,0,6,52,2
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
2011,NHL,PHI,11,5,6,0,41,44,225,2,15,42,1,13,47,4
1992,NHL,BOS,4,0,4,0,12,19,56,0,4,22,1,5,19,1
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1960,NHL,TOR,5,1,4,0,8,15,46,,,,,,,
1960,NHL,CHI,12,8,4,0,35,27,162,,,,,,,
2005,NHL,BUF,18,11,7,0,60,49,220,0,16,99,2,16,92,5
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1997,NHL,DET,22,16,6,0,75,49,334,6,20,129,3,14,119,6
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
1944,NHL,BOS,7,3,4,0,22,22,30,,,,,,,
1974,NHL,NYI,17,9,8,0,47,50,377,0,15,77,3,9,72,2
1996,NHL,PIT,5,1,4,0,13,20,68,0,4,23,2,4,29,2
1973,NHL,TOR,4,0,4,0,9,17,45,,1,,1,2,,0
1929,NHL,OTS,2,0,1,1,3,6,29,,,,,,,
1982,NHL,WIN,3,0,3,0,9,14,74,0,6,17,3,2,11,0
1975,NHL,VAN,2,0,2,0,4,8,19,0,2,12,1,1,6,1
1986,NHL,CAL,6,2,4,0,15,22,190,0,5,28,1,8,30,1
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
1976,WHA,QUN,17,12,5,0,79,56,,,,,,,,
2006,NHL,CAL,6,2,4,0,10,18,117,0,6,34,2,5,38,1
1976,NHL,PIT,3,1,2,0,10,13,60,2,3,10,0,4,10,0
2003,NHL,NYI,5,1,4,0,5,12,50,4,2,16,1,2,23,0
2008,NHL,PIT,24,16,8,0,79,64,283,4,20,97,2,14,84,1
1956,NHL,BOS,10,5,5,0,21,29,127,,,,,,,
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1992,NHL,STL,11,7,4,0,24,28,185,0,10,51,0,9,57,1
1992,NHL,PIT,12,7,5,0,50,37,200,0,12,52,5,9,61,2
1995,NHL,WAS,6,2,4,0,17,21,194,2,7,38,1,7,42,0
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
1998,NHL,PIT,13,6,7,0,35,36,183,2,8,45,1,6,50,0
1991,NHL,WAS,7,3,4,0,27,25,139,0,7,37,1,11,34,1
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1947,NHL,BOS,5,1,4,0,13,20,39,,,,,,,
1992,NHL,BUF,8,4,4,0,31,28,116,0,10,39,2,10,36,1
1974,WHA,PHR,5,1,4,0,12,23,,,,,,,,
1996,NHL,OTT,7,3,4,0,13,14,91,2,7,35,1,2,27,0
2005,NHL,NYR,4,0,4,0,4,17,71,2,2,21,3,8,27,0
1987,NHL,BUF,6,2,4,0,22,28,286,2,11,36,,6,42,0
1955,NHL,MTL,10,8,2,0,42,18,159,,,,,,,
1998,NHL,TOR,17,9,8,0,43,46,252,0,12,87,3,13,71,0
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1974,NHL,STL,2,0,2,0,6,9,56,2,2,6,1,3,10,0
1984,NHL,MTL,12,6,6,0,43,41,320,0,13,51,0,8,49,1
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1916,NHA,MOC,2,1,1,0,7,6,,,,,,,,
1921,PCHA,SEA,2,0,2,0,0,2,,,,,,,,
2005,NHL,DET,6,2,4,0,17,19,84,0,8,40,0,8,37,0
1990,NHL,BUF,6,2,4,0,24,29,221,0,6,36,1,9,37,2
1981,NHL,MNS,4,1,3,0,14,14,145,2,5,25,1,3,18,0
1994,NHL,STL,7,3,4,0,27,27,210,2,6,45,6,11,43,1
1987,NHL,BOS,23,12,10,1,85,72,813,6,20,131,,24,125,6
1989,NHL,CHI,20,10,10,0,69,65,532,6,18,109,1,22,109,5
1991,NHL,EDM,16,8,8,0,49,54,340,0,14,78,0,17,90,1
1974,WHA,TOT,6,2,4,0,27,29,,,,,,,,
2009,NHL,PIT,13,7,6,0,42,38,136,4,15,57,1,12,43,1
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1988,NHL,PIT,11,7,4,0,43,42,452,2,16,70,,17,69,1
1938,NHL,DET,6,3,3,0,16,15,51,,,,,,,
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1999,NHL,PIT,11,6,5,0,31,23,173,4,8,56,1,7,45,0
1967,NHL,STL,18,8,10,0,42,50,323,,10,,3,12,,5
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
1944,NHL,MTL,6,2,4,0,21,15,45,,,,,,,
1980,NHL,NYR,14,7,7,0,60,56,402,6,11,59,4,18,65,2
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1991,NHL,NJD,7,3,4,0,25,28,177,4,5,29,4,9,35,1
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1932,NHL,MTM,2,0,2,0,2,5,20,,,,,,,
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
1942,NHL,DET,10,8,2,0,36,22,87,,,,,,,
1977,WHA,QUN,11,5,6,0,43,41,,,,,,,,
1995,NHL,TOR,6,2,4,0,15,21,112,0,8,32,4,5,34,1
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1952,NHL,MTL,12,8,4,0,34,23,118,,,,,,,
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
1990,NHL,MTL,13,7,6,0,47,42,333,4,13,68,2,12,68,3
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
1995,NHL,NYR,11,5,6,0,34,38,136,2,12,55,3,8,57,1
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
