playerid,year,ppa,sha
skrikpe01,1990,5,
proppbr01,1989,9,
mcintjo01,1990,,2
coxecr01,1987,1,
gartnmi01,1988,9,
thibagi01,1989,2,
paslagr01,1990,3,1
poulida02,1989,1,1
brownro01,1990,10,
ferrara01,1990,5,
bullami01,1988,13,
josepch01,1987,6,
hunteda01,1987,1,4
bodgedo01,1988,25,1
lemiejo01,1989,1,1
joycebo01,1989,3,
foligmi01,1990,1,
tuckejo01,1990,1,
pederma01,1990,7,
zezelpe01,1988,17,
carsoji01,1989,5,
konrost01,1988,1,1
butchga01,1990,3,2
klimape01,1989,11,
macivno01,1988,19,
dineego01,1987,2,
ramagro01,1987,19,2
pavesji01,1987,1,
playfla01,1988,,1
hardyma01,1987,10,1
sheehne01,1987,1,
hrdinji01,1990,4,
tantito01,1989,9,
tuckejo01,1989,6,
courtru01,1988,2,
quinnda01,1990,18,
hullbr01,1987,10,
erickbr01,1987,6,
robergo01,1987,3,
samueul01,1990,,2
mcbeawa01,1988,1,
murphla01,1990,19,
ledyagr01,1987,5,
larsore01,1988,14,
iafraal01,1990,11,1
frasecu01,1987,2,
adamsgr01,1989,1,
huntema01,1990,4,
kontoch01,1987,6,
nylunga01,1988,1,
duguaro01,1987,2,
creigad01,1988,7,
erickbr01,1987,6,
goulemi01,1989,15,1
ruffli01,1988,1,
hunteda01,1987,1,4
maroima01,1988,3,
quinnda01,1990,18,
adamsgr01,1989,1,
nylunga01,1988,1,
josepch01,1987,6,
foligmi01,1990,1,
playfla01,1988,,1
wilsoca01,1987,9,3
pavesji01,1987,1,
ledyagr01,1988,6,
loisecl01,1990,1,1
stastpe01,1989,23,
adamsgr01,1988,1,
mckegto01,1989,3,
brownje02,1989,24,
broteaa01,1990,1,
norwole01,1990,3,
cunnera01,1989,4,
duguaro01,1987,2,
mcbeawa01,1988,1,
wilsoca01,1990,4,
kaspest01,1988,6,2
ramagro01,1987,19,2
proppbr01,1989,9,
macdepa01,1989,2,
manthmo01,1987,15,1
dahlqch01,1990,,1
crossdo01,1990,21,
deblolu01,1990,,1
thibagi01,1989,2,
murphla01,1990,19,
carsoli01,1987,1,1
petitmi01,1987,9,1
charbjo01,1988,1,
archida01,1989,4,
brownro01,1990,10,
donnemi01,1987,2,
mcintjo01,1990,,2
halwado01,1988,1,
wellsja01,1989,3,2
ciccadi01,1988,10,1
quinnda01,1989,15,1
lawtobr01,1989,1,
manthmo01,1988,9,
johanca01,1988,7,
bradlbr01,1990,10,
simpscr01,1987,10,1
gingrga01,1987,9,
frycemi01,1988,3,
ysebapa01,1990,4,1
coxecr01,1987,1,
petitmi01,1990,16,
kennede01,1988,,2
joycebo01,1989,3,
wilsoca01,1988,19,
dineego01,1987,2,
laughcr01,1987,3,
picarro02,1989,1,1
sanipev01,1989,2,
sandsto01,1989,20,
hardyma01,1988,5,
courtru01,1988,2,
fentopa01,1990,2,
brookbo01,1989,1,2
ferrara01,1990,5,
actonke01,1988,,1
makelmi01,1989,1,
murphla01,1988,22,
broteaa01,1989,3,
malondo01,1988,2,
nichobe01,1989,37,1
kurveto01,1990,15,
smaildo01,1990,1,1
ledyagr01,1987,5,
jonssto01,1988,24,
chrisda01,1989,7,
joycebo01,1989,3,
coxecr01,1987,1,
broteaa01,1989,3,
allismi01,1987,5,
poulida02,1989,1,1
ruffli01,1988,1,
bodgedo01,1988,25,1
lawlepa01,1987,3,
brookbo01,1989,1,2
frasecu01,1987,2,
murphla01,1988,22,
creigad01,1988,7,
huntema01,1990,4,
brownro01,1990,10,
sanipev01,1989,2,
dineego01,1988,2,
duguaro01,1987,2,
lawtobr01,1989,1,
pederma01,1990,7,
ramagro01,1987,19,2
ysebapa01,1990,4,1
huberwi01,1987,14,
pavesji01,1987,1,
hardyma01,1988,5,
deblolu01,1990,,1
ledyagr01,1987,5,
courtge01,1987,7,
paslagr01,1990,3,1
erickbr01,1987,6,
carpebo01,1988,4,
samueul01,1990,,2
wellsja01,1989,3,2
ruotsre01,1989,9,
klimape01,1989,11,
quinnda01,1989,15,1
bennibr01,1989,5,
vaiveri01,1988,15,
lemiejo01,1989,1,1
nylunga01,1988,1,
actonke01,1988,,1
macdepa01,1989,2,
courtru01,1988,2,
macivno01,1988,19,
wilsoca01,1987,9,3
pederba01,1989,7,1
larsore01,1988,14,
sandsto01,1989,20,
mckegto01,1989,3,
frycemi01,1988,3,
franclo01,1990,1,1
petitmi01,1990,16,
butchga01,1990,3,2
loisecl01,1990,1,1
robergo01,1987,3,
zezelpe01,1988,17,
playfla01,1988,,1
bradlbr01,1990,10,
jonssto01,1988,24,
gingrga01,1987,9,
tuckejo01,1989,6,
tantito01,1989,9,
cullejo01,1990,29,
donnemi01,1987,2,
grahadi01,1987,7,1
adamsgr01,1989,1,
gartnmi01,1988,9,
hunteda01,1987,1,4
johanca01,1988,7,
crossdo01,1990,21,
archida01,1989,4,
momesse01,1990,1,
skrikpe01,1990,5,
ledyagr01,1988,6,
brownje02,1989,24,
goulemi01,1989,15,1
makelmi01,1989,1,
hullbr01,1987,10,
mcdonhu01,1989,1,
sheehne01,1987,1,
stastpe01,1989,23,
gartnmi01,1989,14,1
mcintjo01,1990,,2
kurveto01,1990,15,
rousebo01,1988,,1
josepch01,1987,6,
