name,id,award,year,lgid,note
1960 года олимпийская хоккейная команда США,,Патрик,2001,NHL,
Чарльз М. Шульц,,Патрик,1980,NHL,
Фил Эспозито,esposph01,Патрик,1977,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Кам Нелли,neelyca01,Патрик,2009,NHL,
Фред Кусик,,Патрик,1987,NHL,
Рон ДеГрегорио,,Патрик,2002,NHL,
Джефферсон Сёр,,Патрик,2010,NHL,
Мюррей Армстронг,armstmu01,Патрик,1976,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Билл Кליри,,Патрик,1996,NHL,
Джим ДеВellano,,Патрик,2008,NHL,
Питер Карманос,,Патрик,1997,NHL,
