year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1940,NHL,NYR,3,1,2,0,6,6,41,,,,,,,
1969,NHL,NYR,6,2,4,0,16,25,169,,7,,2,6,,0
1957,NHL,DET,4,0,4,0,6,19,68,,,,,,,
1972,WHA,CLC,9,5,4,0,33,22,,,9,39,0,8,55,1
1936,NHL,MTL,5,2,3,0,8,13,15,,,,,,,
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1993,NHL,NYI,4,0,4,0,3,22,83,0,1,17,0,8,27,0
2001,NHL,CHI,5,1,4,0,5,13,73,2,1,17,1,5,20,0
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
1992,NHL,DET,7,3,4,0,30,24,163,2,10,30,0,4,34,4
1991,NHL,NYR,13,6,7,0,47,49,277,2,13,58,1,11,62,5
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
1987,NHL,WAS,14,7,7,0,54,50,529,0,14,99,,13,77,4
1967,NHL,LAK,7,3,4,0,21,26,114,,5,,1,4,,0
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
1975,WHA,CAC,10,5,5,0,36,37,,,,,,,,
1949,NHL,DET,14,8,6,0,32,28,148,,,,,,,
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
2000,NHL,OTT,4,0,4,0,3,10,48,0,0,16,0,3,13,0
1974,WHA,SDM,10,4,6,0,34,44,,,,,,,,
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1996,NHL,MTL,5,1,4,0,11,22,105,0,0,16,3,9,28,2
1980,NHL,EDM,9,5,4,0,35,35,157,2,9,43,2,15,46,1
2009,NHL,OTT,6,2,4,0,19,24,123,6,7,22,1,7,28,0
1954,NHL,DET,11,8,3,0,41,26,143,,,,,,,
1977,NHL,BUF,8,3,5,0,22,22,188,0,4,29,0,7,22,0
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1995,NHL,PHI,12,6,6,0,37,28,290,0,15,71,3,7,63,0
1926,NHL,OTS,6,3,0,3,12,4,85,,,,,,,
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
1960,NHL,DET,11,6,5,0,27,27,108,,,,,,,
1934,NHL,NYR,4,1,1,2,10,10,27,,,,,,,
1947,NHL,NYR,6,2,4,0,12,17,43,,,,,,,
1976,WHA,QUN,17,12,5,0,79,56,,,,,,,,
1927,NHL,OTS,2,0,2,0,1,3,24,,,,,,,
1928,NHL,DTC,2,0,2,0,2,7,24,,,,,,,
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1929,NHL,OTS,2,0,1,1,3,6,29,,,,,,,
1990,NHL,EDM,18,9,9,0,57,60,400,2,12,91,2,21,95,0
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1991,NHL,HAR,7,3,4,0,18,21,147,0,6,40,1,8,41,2
1940,NHL,BOS,11,8,3,0,27,23,81,,,,,,,
1924,NHL,MTL,2,2,0,0,5,2,17,,,,,,,
1994,NHL,TOR,7,3,4,0,20,22,89,0,7,36,1,2,27,0
