playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
rutheji01,1976,1,DET,NHL,48,2740,7,34,6,1,0,180,,,,,,,,,,
giacoed01,1969,1,NYR,NHL,70,4148,35,21,14,6,6,163,,5,280,2,3,,0,0,19,
backsni01,2006,1,MIN,NHL,41,2227,23,8,6,1,5,73,1028,5,297,1,4,,1,0,11,145
roberea01,1938,1,NYA,NHL,46,2850,17,18,10,,3,136,,,,,,,,,,
huetcr01,2009,1,CHI,NHL,48,2731,26,14,4,1,4,114,1083,1,20,0,0,,0,0,0,3
palmami01,1976,1,TOR,NHL,50,2877,23,18,8,4,4,154,,6,360,3,3,,0,0,16,
conneal01,1934,1,MTM,NHL,48,2970,24,19,5,,9,92,,7,430,5,0,2,,2,8,
reeseje01,1990,1,TOR,NHL,30,1430,6,13,3,3,1,92,695,,,,,,,,,
jablopa01,1991,1,STL,NHL,10,468,3,6,0,1,0,38,259,,,,,,,,,
maniace01,1968,1,MNS,NHL,64,3599,18,33,10,2,1,198,,,,,,,,,,
vezinge01,1918,1,MTL,NHL,18,1117,10,8,0,,1,78,,5,300,4,1,0,,0,18,
bironma01,2011,1,NYR,NHL,21,1220,12,6,2,2,2,50,519,,,,,,,,,
maniace01,1974,1,MNS,NHL,37,2129,11,21,4,1,1,149,,,,,,,,,,
cheevge01,1977,1,BOS,NHL,21,1086,10,5,2,1,1,48,,12,731,8,4,,0,1,35,
aubryse01,1976,1,QUN,WHA,21,769,6,5,0,2,1,51,369,3,18,0,0,,0,0,1,10
trefian01,1995,1,BUF,NHL,22,1094,8,8,1,2,0,64,660,,,,,,,,,
janecbo01,1987,1,LAK,NHL,5,303,1,4,0,0,0,23,165,,,,,,,,,
hernri01,1909,1,MOW,NHA,12,720,11,1,0,,1,41,,,,,,,,,,
rolosdw01,2010,1,NYI,NHL,20,1206,6,13,1,4,0,53,629,,,,,,,,,
holmeha01,1916,1,SEA,PCHA,24,1465,16,8,0,,2,80,,,,,,,,,,
millegr01,1989,3,CHI,NHL,10,575,5,4,1,1,0,32,267,14,613,6,6,,0,0,40,300
thibajo01,1998,1,MTL,NHL,10,529,3,4,2,0,1,23,250,,,,,,,,,
myreph01,1981,1,COR,NHL,24,1256,2,17,2,1,0,112,,,,,,,,,,
conneal01,1925,1,OTS,NHL,36,2251,24,8,4,,15,42,,2,120,0,1,1,,0,2,
ouellma01,2000,1,PHI,NHL,2,76,0,1,0,1,0,3,27,,,,,,,,,
gamblbr01,1970,2,PHI,NHL,11,660,3,6,2,1,0,37,,2,120,0,2,,0,0,12,
hainsge01,1934,1,TOR,NHL,48,2957,30,14,4,,8,111,,7,461,3,4,0,,2,12,
newtoca01,1975,1,DOT,WHA,10,573,4,6,0,0,1,35,314,,,,,,,,,
veisomi01,1979,1,CHI,NHL,11,660,3,5,3,2,0,37,,1,60,0,1,,0,0,6,
pavelon01,2009,1,ATL,NHL,42,2317,14,18,7,4,2,127,1353,,,,,,,,,
belfoed01,1994,1,CHI,NHL,42,2450,22,15,3,4,5,93,990,16,1014,9,7,,1,1,37,479
edwarga01,1974,1,LAK,NHL,27,1561,15,3,8,1,3,61,,,,,,,,,,
budajpe01,2006,1,COL,NHL,57,3199,31,16,6,6,3,143,1499,,,,,,,,,
holdebi01,1973,2,WIJ,WHA,1,60,0,1,0,0,0,4,28,,,,,,,,,
stefagr01,1987,1,DET,NHL,33,1854,17,9,5,3,1,96,923,10,531,5,4,,1,1,32,236
bernijo01,2009,1,LAK,NHL,3,185,3,0,0,0,1,4,94,,,,,,,,,
fisetst01,1990,1,QUE,NHL,3,186,0,2,1,0,0,12,123,,,,,,,,,
sauvebo01,1983,1,BUF,NHL,40,2375,22,13,4,0,0,138,1050,2,41,0,1,,0,0,5,14
