name,id,award,year,lgid,note
Линн Патрик,patrily01,Патрик,1988,NHL,погибший после смерти
Уильям Тутт,tuttwi01h,Патрик,1977,NHL,
Джон Мариуччи,mariujo01,Патрик,1976,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,погибший после смерти
Боби Орр,orrbo01,Патрик,1978,NHL,
Джеймс Норрис,norrija02h,Патрик,1966,NHL,погибший после смерти
Брайан Бёрк,,Патрик,2007,NHL,
Джек Паркер,,Патрик,2009,NHL,
Боб Наигель,,Патрик,2007,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Лу Ламориелло,lamorlo01c,Патрик,1991,NHL,
Сайрмёр Х. Кноукс III,,Патрик,1996,NHL,погибший после смерти
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Марк Месьер,messima01,Патрик,2008,NHL,
Майк Эмерик,,Патрик,2003,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Тони Росси,,Патрик,2010,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Арrt Росс,rossar01,Патрик,1983,NHL,погибший после смерти
Скотти Боумен,bowmasc01c,Патрик,2000,NHL,
Красный Дотун,duttore01,Патрик,1992,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Джим Девелано,,Патрик,2008,NHL,
Макс МакНаб,mcnabma01,Патрик,1997,NHL,
Кам Нелли,neelyca01,Патрик,2009,NHL,
Терри Сэчкку,sawchte01,Патрик,1970,NHL,погибший после смерти
Давид Поил,,Патрик,2000,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Эрб Брукс,brookhe01c,Патрик,2001,NHL,
Клэрнесс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Майк Илич,ilitcmi01h,Патрик,1990,NHL,
Уэйн Гретцки,gretzwa01,Патрик,1993,NHL,
Жери Йорк,,Патрик,2009,NHL,
Чарльз Л. Кроват,,Патрик,1973,NHL,погибший после смерти
Нил Бротен,brotene01,Патрик,1997,NHL,
Франк Буше,bouchfr01,Патрик,1992,NHL,
Рэй Мирон,,Патрик,2003,NHL,
Лари Плю,pleaula01,Патрик,2001,NHL,
Филип Эспосито,esposph01,Патрик,1977,NHL,
Гарри Синден,sindeha01c,Патрик,1998,NHL,
