year,hofid,name,category
2002,federbe01h,Бerni Федерко,Игрок
1968,dunnji01h,Джимми Данн,Построитель
1979,richahe01h,Генри Ричард,Игрок
1952,goheemo01h,Моос Гоэн,Игрок
1963,dandule01h,Лео Дандуранд,Построитель
2003,lafonpa01h,Пэт Лафонтьен,Игрок
1963,gormato01h,Томми Горман,Построитель
2001,gartnmi01h,Майк Гартнер,Игрок
1964,bentldo01h,Дуг Бентли,Игрок
1966,bentlma01h,МаксBentли,Игрок
1984,imlacpu01h,Пунч Иmlach,Построитель
1965,marshja02h,Джек Маршалл,Игрок
1945,vezinge01h,Георг Везина,Игрок
2010,granaca01h,Камми Гранато,Игрок
1984,lemaija01h,Жак Лемер,Игрок
1981,ashlejo01h,Джон Ашли,Судья/Судейский помощник
1962,simpsjo01h,Джо Симпсон,Игрок
1950,drinkgr01h,Грэм Дриквотер,Игрок
1964,durnabi01h,Билл Дурнан,Игрок
1952,cookbi01h,Билл Кук,Игрок
1968,hendyji01h,Джим Хендри,Построитель
1964,chadwbi01h,Билл Чадвик,Судья/Судейский помощник
2000,bushwa01h,Уолтер Буш,Построитель
1981,stanlal01h,Алан Стэнли,Игрок
1965,russebl01h,Блэр Рассел,Игрок
1972,smithho01h,Хули Смит,Игрок
1961,seibeol01h,Оливер Сеиберт,Игрок
1998,stastpe01h,Питер Стастный,Игрок
1987,giacoed01h,Эд Джиакомин,Игрок
1987,laperja01h,Жак Лапериер,Игрок
1971,jacksbu01h,Бушер Джексон,Игрок
1962,camerha01h,Гарри Кэмерон,Игрок
1973,udvarfr01h,Франк Удвари,Судья/Судейский помощник
1947,robincl01h,Клод Роббинс,Построитель
1980,lumleha01h,Гарри Лумли,Игрок
1978,plantja01h,Жак Плант,Игрок
1962,norrija03h,Джеймс Норрис,Построитель
1960,kilpajo01h,Джон Киппатек,Построитель
2007,gregoji01h,Джим Грегори,Построитель
1961,schmimi01h,Мильт Шмидт,Игрок
1993,shuttst01h,Стив Шутт,Игрок
1993,grifffr01h,Франк Гриффитс,Построитель
1947,nighbfr01h,Франк Найтбёр,Игрок
1962,huttobo01h,Боус Хэттон,Игрок
2007,stevesc01h,Скотт Стивенз,Игрок
1976,quackbi01h,Билл Кэкенбуш,Игрок
1977,delveal01h,Алекс Делевеко,Игрок
1966,reardke01h,Кен Рэрдон,Игрок
1983,sindeha01h,Гарри Синден,Построитель
1974,ivanto01h,Томми Иван,Построитель
1968,cowlebi01h,Билл Коули,Игрок
1963,hewitbo01h,Бобби Хьюзтон,Судья/Судейский помощник
1998,murraat01h,Аэтонский монастырь,Построитель
2005,costemu01h,Мюриар Коустелло,Построитель
1991,smithcl01h,Клинт Смит,Игрок
2009,leetcbr01h,Брайан Лич,Игрок
1988,hayesge01h,Джордж Хейес,Судья/Судейский помощник
1945,phillto01h,Томи Филиппс,Игрок
2001,patricr01h,Крейг Патрик,Построитель
1983,drydeke01h,Кен Драйден,Игрок
1974,tarasan01h,Анатолий Тарасов,Построитель
1958,lehmahu01h,Хью Ле ман,Игрок
1990,perregi01h,Гилберт Перреа,Игрок
1947,joliaau01h,Аurel Жолиа,Игрок
1982,ullmano01h,Норма Уллман,Игрок
1994,watsoha02h,Гарри Уотсон,Игрок
2009,lamorlo01h,Лу Ламориелло,Построитель
2011,howema01h,Марк Хау,Игрок
1958,turnell01h,Ллойд Тернер,Построитель
1961,appssy01h,Сильные приложения,Игрок
1950,davidal01h,Скотти Девайдсон,Игрок
1960,walkeja01h,Джек Уокер,Игрок
1985,cheevge01h,Гери Чиверс,Игрок
1962,hernri01h,Риел Херн,Игрок
2008,andergl01h,Гленн Андерсон,Игрок
1947,shoreed01h,Эдди Шор,Игрок
1947,bowieru01h,Руселл Боуи,Игрок
1971,robergo02h,Горд Робертс,Игрок
1950,grantmi01h,Майк Грант,Игрок
1975,pilotpi01h,Пьер Пило,Игрок
1993,lapraed01h,Эдгар Лапрад,Игрок
1966,prattba01h,Бебе Пратт,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1974,haych01h,Шарль Шай,Построитель
2006,hotchha01h,Харли Хортон-Кроссби,Построитель
1961,conacch01h,Чарли Конакер,Игрок
2000,savarde01h,Денис Савард,Игрок
1991,armstne01h,Нил Армстронг,Судья/Судейский помощник
1967,storere01h,Красный 스토리,Судья/Судейский помощник
1992,johnsbo02h,Боб Джонсон,Построитель
1972,howego01h,Горди Хоу,Игрок
2002,langwro01h,Род Лэнгвей,Игрок
1973,smithto01h,Томми Смит,Игрок
1962,broadpu01h,Пунч Бродбент,Игрок
1995,torrebi01h,Билл Торрей,Построитель
1975,armstge01h,Джордж Армстронг,Игрок
2000,mullejo01h,Джо Маллен,Игрок
2006,duffdi01h,Дик Дафф,Игрок
1981,mahovfr01h,Франк Махович,Игрок
1993,pagefr01h,Фред Пейдж,Построитель
1973,raynech01h,Чак Рейнер,Игрок
1977,cattajo01h,Джозеф Катаринич,Построитель
1986,hanlebi01h,Билл Холлидей,Построитель
1978,pollosa01h,Сам Поллок,Построитель
1987,ziegljo01h,Джон Зиглер,Построитель
1945,gardich01h,Чарли Гардин,Игрок
1983,hullbo01h,Бобби Халл,Игрок
1982,gilbero01h,Род Гилберт,Игрок
1965,hewitfo01h,Фостер Хьютон,Построитель
1947,nelsofr01h,Франсис Нельсон,Построитель
1949,bainda01h,Дэн Бэйн,Игрок
1999,vanhean01h,Анди ван Хеллемонд,Судья/Судейский помощник
2010,develji01h,Джим Девелано,Построитель
1964,stewaja01h,Джек Стюарт,Игрок
2011,nieuwjo01h,Джо Ньюдайк,Игрок
1974,mooredi01h,Дикки Мур,Игрок
1974,vossca01h,Карл Восс,Построитель
1945,pulfoha01h,Харви Пулфорд,Игрок
1958,smythco01h,Конн Смайти,Построитель
1975,hallgl01h,Гленн Холл,Игрок
1947,hewitwi01h,Уильям Хьютт,Построитель
