year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1995,NHL,TBL,6,2,4,0,13,26,190,0,3,35,0,10,43,2
1992,NHL,PIT,12,7,5,0,50,37,200,0,12,52,5,9,61,2
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1928,NHL,BOS,5,5,0,0,9,3,76,,,,,,,
1995,NHL,MTL,6,2,4,0,17,19,72,2,3,31,1,8,31,2
1983,NHL,BOS,3,0,3,0,2,10,77,0,1,13,0,2,12,0
2003,NHL,DET,12,6,6,0,24,20,135,0,5,52,1,2,50,1
2010,NHL,PIT,7,3,4,0,14,22,82,0,1,35,1,8,27,0
1996,NHL,NJD,10,5,5,0,27,21,186,0,11,50,2,3,37,3
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
1981,NHL,MNS,4,1,3,0,14,14,145,2,5,25,1,3,18,0
1965,NHL,MTL,10,8,2,0,33,20,187,,,,,,,
1918,PCHA,SEA,2,1,1,0,7,5,,,,,,,,
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1971,NHL,NYR,16,10,6,0,52,41,275,,12,,4,10,,1
1993,NHL,BOS,13,6,7,0,39,42,168,2,10,54,0,11,51,1
1999,NHL,DAL,23,14,9,0,52,46,291,4,15,93,5,12,102,2
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
1972,NHL,PHI,11,5,6,0,27,31,205,,6,,0,8,,1
1994,NHL,PIT,12,5,7,0,37,43,236,4,11,58,1,10,61,1
1985,NHL,MTL,20,15,5,0,56,41,689,6,17,93,3,10,82,4
2000,NHL,PIT,18,9,9,0,38,44,214,2,11,61,3,16,73,1
1975,NHL,LAK,9,5,4,0,17,27,151,2,5,41,2,11,43,0
1933,NHL,MTM,4,1,2,1,4,7,26,,,,,,,
2011,NHL,FLO,7,3,4,0,17,18,66,0,9,27,0,5,25,1
1983,NHL,WIN,3,0,3,0,7,18,76,0,2,10,0,0,8,1
1999,NHL,PHO,5,1,4,0,10,17,75,0,3,19,0,7,27,0
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
1989,NHL,HAR,7,3,4,0,21,23,143,2,3,34,1,8,32,0
1995,NHL,WAS,6,2,4,0,17,21,194,2,7,38,1,7,42,0
1946,NHL,BOS,5,1,4,0,10,16,58,,,,,,,
1968,NHL,NYR,4,0,4,0,7,16,38,,1,,0,5,,0
1997,NHL,PHO,6,2,4,0,18,24,127,0,6,33,0,7,42,2
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1991,NHL,LAK,6,2,4,0,18,23,153,2,6,35,0,10,34,0
1927,NHL,MTL,2,0,1,1,2,3,35,,,,,,,
2001,NHL,SJS,12,7,5,0,34,32,124,0,5,48,0,5,48,0
1978,NHL,TOR,6,2,4,0,19,24,192,0,3,19,0,9,30,1
1991,NHL,MTL,11,4,7,0,29,32,208,0,9,59,2,10,57,1
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
1983,NHL,CHI,5,2,3,0,14,18,134,0,3,23,1,4,23,1
1978,NHL,PIT,7,2,5,0,16,25,84,0,2,28,1,4,19,0
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1980,NHL,CAL,16,9,7,0,55,60,365,2,17,74,5,19,65,0
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1940,NHL,MTL,3,1,2,0,7,8,34,,,,,,,
1978,NHL,CHI,4,0,4,0,3,14,45,0,0,9,0,2,11,0
1941,NHL,NYR,6,2,4,0,12,13,60,,,,,,,
1951,NHL,TOR,4,0,4,0,3,13,90,,,,,,,
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
1976,NHL,ATF,3,1,2,0,7,11,96,0,2,11,0,3,14,1
1991,NHL,CHI,18,12,6,0,65,48,340,4,18,108,2,13,90,1
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1997,NHL,COL,7,3,4,0,16,19,209,0,5,35,0,7,46,1
1992,NHL,LAK,24,13,11,0,93,91,448,4,22,133,3,26,126,6
1967,NHL,PHI,7,3,4,0,17,17,142,,6,,3,4,,1
1983,NHL,MNS,16,7,9,0,47,53,335,2,14,67,4,12,66,3
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1973,WHA,EDO,5,1,4,0,14,22,,,,,,,,
1998,NHL,CAR,6,2,4,0,10,16,62,0,2,21,0,4,24,0
1958,NHL,TOR,12,5,7,0,32,39,173,,,,,,,
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
1972,WHA,WIJ,14,9,5,0,55,49,,,11,48,2,6,33,0
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
1990,NHL,BUF,6,2,4,0,24,29,221,0,6,36,1,9,37,2
1984,NHL,MNS,9,5,4,0,38,38,258,0,12,44,1,6,47,1
1990,NHL,CAL,7,3,4,0,20,22,125,4,7,35,0,5,32,0
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1963,NHL,CHI,7,3,4,0,18,24,129,,,,,,,
1993,NHL,NYR,23,16,7,0,81,50,379,2,22,104,3,9,103,2
1941,NHL,DET,12,7,5,0,36,38,185,,,,,,,
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1998,NHL,DET,10,6,4,0,31,27,137,0,14,59,1,9,50,0
1972,WHA,LAS,6,2,4,0,16,23,,,4,25,0,9,20,1
1973,NHL,PHI,17,12,5,0,54,36,578,,14,,1,9,,2
1984,NHL,WAS,5,2,3,0,12,14,90,0,4,28,0,3,17,0
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1964,NHL,CHI,14,7,7,0,35,37,258,,,,,,,
1937,NHL,BOS,3,0,3,0,3,6,28,,,,,,,
1984,NHL,STL,3,0,3,0,5,9,72,0,2,15,0,2,9,1
1921,NHL,TRS,2,1,0,1,5,4,28,,,,,,,
1959,NHL,MTL,8,8,0,0,29,11,79,,,,,,,
1969,NHL,STL,16,8,8,0,46,46,301,,19,,2,12,,2
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1984,NHL,DET,3,0,3,0,8,23,101,0,2,16,0,7,16,0
1984,NHL,QUE,18,9,9,0,58,63,533,6,16,87,3,18,90,2
2007,NHL,DAL,18,10,8,0,45,41,218,0,18,90,4,13,76,0
1940,NHL,BOS,11,8,3,0,27,23,81,,,,,,,
1984,NHL,PHI,19,12,7,0,61,54,563,2,19,103,2,17,83,4
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
1998,NHL,COL,19,11,8,0,56,54,309,0,14,96,3,19,106,2
1975,NHL,CHI,4,0,4,0,3,13,67,2,2,16,1,3,17,0
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1924,NHL,TRS,2,0,2,0,2,5,21,,,,,,,
2007,NHL,CAL,7,3,4,0,17,19,70,2,6,22,0,6,31,0
1998,NHL,PHI,6,2,4,0,11,9,82,0,3,27,0,5,34,0
1997,NHL,DAL,17,10,7,0,36,32,300,4,10,100,2,11,93,1
1979,NHL,BUF,14,9,5,0,48,36,237,6,17,61,3,9,55,1
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
2008,NHL,BOS,11,7,4,0,34,22,147,0,6,43,1,3,27,0
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
1982,NHL,VAN,4,1,3,0,14,17,136,0,2,20,0,4,18,0
1988,NHL,VAN,7,3,4,0,20,26,160,2,7,44,,10,36,1
1926,NHL,MTM,2,0,1,1,1,2,18,,,,,,,
1996,NHL,PIT,5,1,4,0,13,20,68,0,4,23,2,4,29,2
1965,NHL,CHI,6,2,4,0,10,22,75,,,,,,,
1970,NHL,NYR,13,7,6,0,30,36,250,,5,,0,7,,1
1961,NHL,CHI,12,6,6,0,34,31,191,,,,,,,
2000,NHL,EDM,6,2,4,0,13,16,83,0,5,31,0,4,26,0
1985,NHL,TOR,10,6,4,0,40,33,284,0,12,48,1,9,45,0
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
1999,NHL,FLO,4,0,4,0,6,12,54,0,1,14,1,2,16,0
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
1987,NHL,MTL,11,5,6,0,33,35,219,4,6,52,,5,50,1
1926,NHL,NYR,2,0,1,1,1,3,36,,,,,,,
2002,NHL,OTT,18,11,7,0,43,34,214,2,12,83,1,6,73,3
1924,WCHL,SAS,2,0,1,1,4,6,,,,,,,,
2010,NHL,NYR,5,1,4,0,8,13,62,4,1,20,0,3,16,0
2009,NHL,CHI,22,16,6,0,78,62,223,8,18,80,2,15,90,4
1972,NHL,MNS,6,2,4,0,12,14,112,,3,,1,4,,0
2003,NHL,SJS,17,10,7,0,38,32,216,0,11,81,3,6,72,1
1935,NHL,DET,7,6,1,0,24,12,36,,,,,,,
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1976,NHL,STL,4,0,4,0,4,19,60,0,0,13,1,4,16,0
2010,NHL,MTL,7,3,4,0,17,17,54,4,6,27,0,0,21,1
1993,NHL,DAL,9,5,4,0,27,28,149,4,10,49,1,7,41,0
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
1966,NHL,MTL,10,6,4,0,30,25,142,,,,,,,
1990,NHL,STL,13,6,7,0,41,42,421,0,10,80,1,14,67,0
1931,NHL,CHI,2,1,1,0,2,6,18,,,,,,,
1980,NHL,TOR,3,0,3,0,4,20,56,4,1,12,2,6,16,0
1977,NHL,PHI,12,7,5,0,37,35,245,2,9,30,0,7,37,0
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
2002,NHL,COL,7,3,4,0,17,16,68,2,4,26,1,7,29,0
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
1985,NHL,WIN,3,0,3,0,8,15,88,0,3,15,0,2,15,1
1957,NHL,BOS,12,6,6,0,42,32,147,,,,,,,
1974,WHA,PHR,5,1,4,0,12,23,,,,,,,,
1988,NHL,DET,6,2,4,0,18,25,187,0,6,37,,10,37,0
1981,NHL,STL,10,5,5,0,39,36,234,4,6,44,1,10,50,1
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
1996,NHL,EDM,12,5,7,0,32,37,204,0,8,55,1,10,61,3
2006,NHL,AND,21,16,5,0,58,45,371,6,16,105,3,16,121,2
1991,NHL,STL,6,2,4,0,19,23,166,2,7,36,1,9,42,1
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
1984,NHL,WIN,8,3,5,0,26,35,194,2,10,40,5,9,33,4
1972,WHA,NEW,15,12,3,0,70,49,,,14,75,0,13,64,1
1950,NHL,DET,6,2,4,0,12,13,26,,,,,,,
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
2010,NHL,VAN,25,15,10,0,58,69,435,12,19,93,6,19,99,1
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
1926,NHL,OTS,6,3,0,3,12,4,85,,,,,,,
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
1990,NHL,LAK,12,6,6,0,46,37,306,2,12,53,1,8,56,1
1971,NHL,PIT,4,0,4,0,8,14,71,,1,,1,0,,1
1925,NHL,MTM,4,2,0,2,8,5,40,,,,,,,
2000,NHL,CAR,6,2,4,0,8,20,115,0,3,29,1,2,24,0
2008,NHL,PIT,24,16,8,0,79,64,283,4,20,97,2,14,84,1
1993,NHL,WAS,11,5,6,0,32,32,256,0,5,55,0,6,52,3
2002,NHL,PHI,13,6,7,0,34,33,152,4,5,50,4,9,50,1
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
2002,NHL,WAS,6,2,4,0,15,14,88,4,5,27,1,4,27,0
1991,NHL,BOS,15,8,7,0,40,51,254,2,11,61,3,15,77,1
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
2011,NHL,DET,5,1,4,0,9,13,55,0,4,23,0,2,22,0
1995,NHL,PIT,18,11,7,0,57,52,351,2,16,100,0,14,96,2
1968,NHL,BOS,10,6,4,0,40,20,226,,11,,1,7,,5
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
1924,NHL,MTL,2,2,0,0,5,2,17,,,,,,,
1976,WHA,WIJ,20,11,9,0,80,73,,,,,,,,
2001,NHL,OTT,12,7,5,0,29,18,115,0,9,55,0,6,41,0
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
2009,NHL,PIT,13,7,6,0,42,38,136,4,15,57,1,12,43,1
1962,NHL,DET,11,5,6,0,35,36,170,,,,,,,
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
1997,NHL,NJD,6,2,4,0,12,13,92,0,3,23,0,4,25,2
1974,NHL,STL,2,0,2,0,6,9,56,2,2,6,1,3,10,0
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1983,NHL,NYR,5,2,3,0,14,13,87,0,4,23,0,0,21,1
1989,NHL,NYI,5,1,4,0,13,22,175,0,4,26,2,10,31,0
1985,NHL,NYR,16,8,8,0,47,55,426,4,13,70,3,14,81,4
1980,NHL,STL,11,5,6,0,42,50,281,4,14,53,3,10,47,0
2002,NHL,TOR,7,3,4,0,16,24,89,2,3,25,1,5,33,2
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
2010,NHL,PHI,11,4,7,0,29,38,173,4,7,49,0,9,47,0
1981,NHL,NYI,19,15,4,0,85,52,458,0,23,77,0,16,84,4
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1939,NHL,NYA,3,1,2,0,7,9,18,,,,,,,
1999,NHL,EDM,5,1,4,0,11,14,84,0,3,25,0,2,26,1
1985,NHL,WAS,9,5,4,0,36,24,209,0,9,40,1,7,36,2
1929,NHL,BOS,6,3,3,0,14,12,90,,,,,,,
1992,NHL,STL,11,7,4,0,24,28,185,0,10,51,0,9,57,1
1917,NHL,TOA,2,1,1,0,10,7,68,,,,,,,
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
2007,NHL,SJS,13,6,7,0,30,32,100,0,8,56,0,11,44,2
1985,NHL,QUE,3,0,3,0,7,16,116,0,3,16,1,5,14,1
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
1974,NHL,BUF,17,10,7,0,53,58,276,6,13,75,1,15,72,2
1921,PCHA,VML,4,3,1,0,7,2,,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87,,,,,,,
2010,NHL,AND,6,2,4,0,20,22,109,0,8,22,0,6,27,1
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
1988,NHL,PIT,11,7,4,0,43,42,452,2,16,70,,17,69,1
2011,NHL,PHI,11,5,6,0,41,44,225,2,15,42,1,13,47,4
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
1978,WHA,EDO,13,6,7,0,61,50,,,,,,,,
1970,NHL,CHI,18,11,7,0,59,42,289,,17,,1,11,,1
1959,NHL,CHI,4,0,4,0,6,14,30,,,,,,,
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
2007,NHL,COL,10,4,6,0,26,33,134,2,10,48,4,10,44,1
1981,NHL,NYR,10,5,5,0,39,42,216,4,13,46,4,11,43,0
1969,NHL,BOS,14,12,2,0,65,33,330,,14,,0,14,,5
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
2009,NHL,NAS,6,2,4,0,15,17,52,4,1,27,1,4,23,1
1977,NHL,BUF,8,3,5,0,22,22,188,0,4,29,0,7,22,0
1941,NHL,TOR,13,8,5,0,38,31,117,,,,,,,
1966,NHL,CHI,6,2,4,0,14,18,81,,,,,,,
1967,NHL,MNS,14,7,7,0,48,39,104,,9,,1,8,,1
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1938,NHL,NYA,2,0,2,0,0,6,50,,,,,,,
2000,NHL,SJS,6,2,4,0,11,16,88,0,0,22,1,5,27,1
1999,NHL,DET,9,5,4,0,23,19,132,0,10,43,0,5,49,1
1994,NHL,QUE,6,2,4,0,19,25,89,2,2,25,1,7,29,2
1971,NHL,MNS,7,3,4,0,19,19,111,,4,,0,6,,0
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
1977,WHA,WIJ,9,8,1,0,53,20,,,,,,,,
1994,NHL,CAL,7,3,4,0,35,26,111,0,7,31,0,6,31,6
2007,NHL,AND,6,2,4,0,13,20,118,2,5,24,0,10,38,0
1988,NHL,CAL,22,16,6,0,82,55,563,0,28,131,,18,126,3
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
1948,NHL,TOR,9,8,1,0,28,15,94,,,,,,,
1976,NHL,NYI,12,8,4,0,36,32,160,0,6,34,1,9,43,1
2006,NHL,SJS,11,6,5,0,25,27,165,4,4,57,2,8,47,0
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1931,NHL,DTF,2,0,1,1,1,3,10,,,,,,,
1933,NHL,DET,9,4,5,0,18,21,65,,,,,,,
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1925,WCHL,SAS,2,0,1,1,3,4,,,,,,,,
2009,NHL,MTL,19,9,10,0,46,57,216,10,12,73,3,13,84,1
1979,NHL,TOR,3,0,3,0,8,17,101,0,4,15,0,7,23,0
