lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
899,bellhma01,,,1974,8,23,США,МЭ,Бостон,,,,,,,Марк,Беллхорн,,Марк Кристиан,,195,73,б,Р,6/10/1997,9/30/2007,Аубурн,bellhma01,bellhma01,bellm002,bellhma01,bellhma01
925,benjami01,,,1965,11,22,США,ОХ,Еукрид,,,,,,,Майк,Бенджамин,,Майкл Пол,,195,75,Р,Р,7/7/1989,9/28/2002,Аризонský stát,benjami01,benjami01,benjm001,benjami01,benjami01
954,benzito01,,,1963,2,11,США,КЕ,Дайтон,,,,,,,Тодд,Бенцингер,,Тодд Эрик,Мерседес,185,73,б,Р,6/21/1987,5/14/1995,,benzito01,benzito01,benzt001,benzito01,benzito01
1012,berryda01,,,1963,12,3,США,Калифорния,Южный Лагуна,,,,,,,Дамон,Бери-Хилл,,Дамон Скотт,,205,72,б,Р,9/5/1987,9/28/1997,Оранж-Кост ДжК,berryda01,berryda01,berrd002,berryda01,berryda01
1050,bicheda01,,bicheda01h,1963,11,18,США,ФЛ,Западный Паломб-Бич,,,,,,,Данте,Бичетт,,Альфонсо Данте,,215,75,Р,Р,9/5/1988,10/6/2001,Пальм-Бич JC,bicheda01,bicheda01,bichd001,bicheda01,bicheda01
1197,blossgr01,,,1971,6,26,США,ФЛ,Μανат,,,,,,,Грег,Блоссер,,Грегори Брент,,200,75,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",9/5/1993,4/17/1994,,blossgr01,blossgr01,blosg001,blossgr01,blossgr01
1224,boddimi01,,boddimi01h,1957,8,23,США,Я,Цедар-Рапидыс,,,,,,,Майк,Боддикер,,Майкл Джеймс,,172,71,Р,Р,10/4/1980,6/13/1993,Айова,boddimi01,boddimi01,boddm001,boddimi01,boddimi01
1238,boggswa01,,boggswa01h,1958,6,15,США,НЕ,Омаха,,,,,,,Уэйд,Боггс,,Вэйд Энтони,,190,74,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,4/10/1982,8/27/1999,Хиллсборо JC,boggswa01,boggswa01,boggw001,boggswa01,boggswa01
1270,boltoto01,,,1962,5,6,США,Да,Нэшвилл,,,,,,,Том,Болтон,,Томас Эдвард,,172,74,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",5/17/1987,7/30/1994,,boltoto01,boltoto01,boltt001,boltoto01,boltoto01
1319,bordiri01,,,1959,4,18,США,Калифорния,Сан-Франциско,,,,,,,Богат,Бордий,,Ричард Альберт,,210,79,Р,Р,7/16/1980,7/19/1988,Фресно Стейт,bordiri01,bordiri01,bordr001,bordiri01,bordiri01
1407,boydoi01,,,1959,10,6,США,МС,Меридиан,,,,,,,Масляный фильтр,Бойд,,Деннис Рей,,155,73,Р,Р,9/13/1982,10/1/1991,Джексонский государственный университет,boydoi01,boydoi01,boydo001,boydoi01,boydoi01
1462,braggda01,,,1969,9,7,США,КТ,Ватерборо,,,,,,,Даррен,Брагг,,Даррен Уильям,,180,69,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,4/12/1994,10/3/2004,Джорджия Тек,braggda01,braggda01,bragd001,braggda01,braggda01
1477,brandma01,,,1970,7,14,США,ТХX,Хьюстон,,,,,,,Марк,Бранденбург,,Марк Клей,,180,72,Р,Р,7/20/1995,9/27/1997,Техасский технологический университет,brandma01,brandma01,branm002,brandma01,brandma01
1682,brownmi01,,,1959,3,4,США,Нью-Джерси,Кэмбденский округ,,,,,,,Майк,Коричневый,,Майкл Гэри,,195,74,Р,Р,9/16/1982,8/15/1987,Клемсон,brownmi01,brownmi01,browm003,brownmi01,brownmi01
1733,brunato01,,,1960,8,20,США,Калифорния,Кова,,,,,,,Том,Брунацкий,,Томас Эндрюс,,205,76,Р,Р,4/9/1981,8/10/1994,Калифорнийский политехнически университет Помона,brunato01,brunato01,brunt001,brunato01,brunato01
1771,bucknbi01,,bucknbi01h,1949,12,14,США,Калифорния,Валео,,,,,,,Билл,Бакнер,,Уильям Джозеф,Билли Бак,185,72,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",9/21/1969,5/30/1990,Аризонský stát,bucknbi01,bucknbi01,buckb001,bucknbi01,bucknbi01
1783,buforda01,,,1970,6,12,США,МД,Балтимор,,,,,,,Дамон,Буффорд,,Дэмон Джексон,,170,70,Р,Р,5/4/1993,5/15/2001,,buforda01,buforda01,bufod001,buforda01,buforda01
1847,burkejo03,,,1964,11,28,США,ПА,Новый Брайтон,,,,,,,Джон,Бёркетт,,Джон Дэвид,,175,74,Р,Р,9/15/1987,9/26/2003,,burkejo03,burkejo03,burkj001,burkejo03,burkejo03
1850,burksel01,,burksel01h,1964,9,11,США,МС,Виксбург,,,,,,,Элис,Буркс,,Элис Рена,,175,74,Р,Р,4/30/1987,10/2/2004,Рэнджер JC,burksel01,burksel01,burke001,burksel01,burksel01
2031,camermi01,,,1973,1,8,США,ГА,ЛаГра́нж,,,,,,,Майк,Камерон,,Майкл Терранс,Кэми,205,74,Р,Р,8/27/1995,,,camermi01,camermi01,camem001,camermi01,camermi01
2225,caseyse01,,,1974,7,2,США,Нью-Джерси,Виллингборо,,,,,,,Шейн,Кейси,,Шон Томас,Мэр,215,76,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/12/1997,9/28/2008,Ричмонд,caseyse01,caseyse01,cases001,caseyse01,caseyse01
2250,castifr01,,,1969,4,1,США,ТХX,Эл-Пасо,,,,,,,Франк,Замок,,Франк Энтони,,180,73,Р,Р,6/27/1991,5/26/2005,,castifr01,castifr01,castf001,castifr01,castifr01
2299,ceronri01,,,1954,5,19,США,Нью-Джерси,Ньюарк,,,,,,,Рик,Сероне,,Ричард Алдо,,192,71,Р,Р,8/17/1975,7/10/1992,Сетон-Холл,ceronri01,ceronri01,ceror001,ceronri01,ceronri01
2487,clarkja01,,clarkja01h,1955,11,10,США,ПА,Новый Брайтон,,,,,,,Джек,Кларк,,Джек Энтони,Джек-орли,175,74,Р,Р,9/12/1975,8/28/1992,,clarkja01,clarkja01,clarj001,clarkja01,clarkja01
2505,clarkto02,,,1972,6,15,США,КС,Ньютон,,,,,,,Тони,Кларк,,Антони Кристофер,,205,80,б,Р,9/3/1995,,Сан-Диего Стейт,clarkto02,clarkto02,clart002,clarkto02,clarkto02
2542,clearma01,,,1956,5,27,США,Калифорния,Лос-Анджелес,,,,,,,Марк,"Хорошо. Я готова к переводу. Пожалуйста, предоставьте текст для перевода.",,Марк Алан,,200,76,Р,Р,4/4/1979,5/16/1990,Гора Сан-Антонио JC,clearma01,clearma01,cleam001,clearma01,clearma01
2548,clemero02,,clemero02h,1962,8,4,США,ОХ,Дайтон,,,,,,,Роже,Клеменс,,Уильям Роджер,Ракета,205,76,Р,Р,5/15/1984,9/16/2007,Техас,clemero02,clemero02,clemr001,clemero02,clemero02
2550,clemema01,,,1974,8,12,США,ПА,МакКандлес-Тауншип,,,,,,,Мэтт,Клемент,,,,190,75,Р,Р,9/6/1998,6/14/2006,,clemema01,clemema01,clemm001,clemema01,clemema01
2651,colemmi01,,,1975,8,16,США,Да,Нэшвилл,,,,,,,Майкл,Колман,,Майкл Доннелл,Пикник,180,71,Р,Р,9/1/1997,5/16/2001,,colemmi01,colemmi01,colem001,colemmi01,colemmi01
2722,coneda01,,coneda01h,1963,1,2,США,Мо,Канзас-Сити,,,,,,,Дэвид,Конус,,Дэвид Брайан,,180,73,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,6/8/1986,5/28/2003,,coneda01,coneda01,coned001,coneda01,coneda01
2832,coopesc01,,,1967,10,13,США,Мо,Сент-Луис,,,,,,,Скотт,Купер,,Скотт Кендалл,,200,75,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/5/1990,9/28/1997,,coopesc01,coopesc01,coops001,coopesc01,coopesc01
2860,coreybr01,,,1973,10,21,США,Калифорния,Тысячный Оакс,,,,,,,Брайан,Кори,,Брайан Скотт,,170,73,Р,Р,5/13/1998,8/9/2008,,coreybr01,coreybr01,coreb001,coreybr01,coreybr01
2884,corsiji01,,,1961,9,9,США,МЭ,Ньютон,,,,,,,Джим,Курси,,Джеймс Бернард,,210,73,Р,Р,6/28/1988,10/3/1999,Святой Лев,corsiji01,corsiji01,corsj001,corsiji01,corsiji01
2991,crawfpa02,,,1977,8,4,США,Ар,Малорок,,,,,,,Пэкстон,Крауфт,,,,205,75,Р,Р,7/1/2000,6/6/2001,,crawfpa02,crawfpa02,crawp001,crawfpa02,crawfpa02
2993,crawfst01,,,1958,4,29,США,"Добро пожаловать в службу перевода Coral! Я с радостью помогу Вам перевести текст с английского на русский язык. Просто предоставьте мне текст, который необходимо перевести, и я сделаю это для Вас.",Приор,,,,,,,Стив,Крауфт,,Стивен Рэй,,225,77,Р,Р,9/2/1980,10/5/1991,Оклахома-Нешнл,crawfst01,crawfst01,craws001,crawfst01,crawfst01
3178,cuylemi01,,,1968,10,7,США,ГА,Макон,,,,,,,Мильт,Кюлер,,Мильтон (младший),,175,70,б,Р,9/6/1990,9/27/1998,,cuylemi01,cuylemi01,cuylm001,cuylemi01,cuylemi01
3228,damonjo01,,,1973,11,5,США,КС,Форт-Рили,,,,,,,Джонни,Дамон,,Джонни Дэвид,Страус,205,74,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",8/12/1995,,,damonjo01,damonjo01,damoj001,damonjo01,damonjo01
3264,darwida01,,darwida01h,1955,10,25,США,ТХX,Бонхам,,,,,,,Дэниел,Дарвин,,Даниэль Уэйн,"""Бонхэм Билет"", ""Доктор Смерть""",185,75,Р,Р,9/8/1978,9/22/1998,Графский район,darwida01,darwida01,darwd001,darwida01,darwida01
3272,daubabr01,,,1972,2,11,США,ИЛ,Беллвилл,,,,,,,Брайан,Даубах,,,Беллинвилл Башер,201,73,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/10/1998,7/8/2005,,daubabr01,daubabr01,daubb001,daubabr01,daubabr01
3367,dawsoan01,,dawsoan01h,1954,7,10,США,ФЛ,Майами,,,,,,,Андре,Дэсон,,Андре Ноулан,Сокол,180,75,Р,Р,9/11/1976,9/29/1996,Флорида А&М,dawsoan01,dawsoan01,dawsa001,dawsoan01,dawsoan01
3655,doherjo02,,,1967,6,11,США,Нью-Йорк,Нью-Йорк,,,,,,,Джон,Догерти,,Джон Гарольд,,190,76,Р,Р,4/8/1992,4/15/1996,Конкордия,doherjo02,doherjo02,dohej001,doherjo02,doherjo02
3686,donnech01,,,1966,4,21,США,Калифорния,Лос-Анджелес,,,,,,,Крис,Доннелли,,Крис Бартон,,185,72,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,5/7/1991,9/29/2002,Лойола-Маримаунт,donnech01,donnech01,donnc001,donnech01,donnech01
3703,dopsojo01,,,1963,7,14,США,МД,Балтимор,,,,,,,Джон,Допсон,,Джон Роберт,,205,76,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/4/1985,6/22/1994,,dopsojo01,dopsojo01,dopsj001,dopsojo01,dopsojo01
3803,drewjd01,,,1975,11,20,США,ГА,Валдосا,,,,,,,Дж. Д.,Дре́в,,Дэвид Джонатан,,200,73,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/8/1998,,,drewj01,drewj.01,drewj001,drewj01,drewj.01
3951,easlemi01,,,1950,11,29,США,ОХ,Кливленд,,,,,,,Майк,Еазлер,,Майкл Энтони,Убийца на заказ,190,72,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/5/1973,10/4/1987,Кливлендский государственный университет,easlemi01,easlemi01,easlm001,easlemi01,easlemi01
3979,eckerde01,,eckerde01h,1954,10,3,США,Калифорния,Оукленд,,,,,,,Деннис,Эклзли,,Деннис Ли,Э́к,190,74,Р,Р,4/12/1975,9/26/1998,,eckerde01,eckerde01,ecked001,eckerde01,eckerde01
4082,ellswst01,,,1960,7,30,США,ИЛ,Чикаго,,,,,,,Стив,Элсворт,,Стивен Кларк,,220,80,Р,Р,4/7/1988,7/8/1988,Каль-Сент-Нортон,ellswst01,ellswst01,ellss001,ellswst01,ellswst01
4090,embreal01,,,1970,1,23,США,О'р,Даллас,,,,,,,Элан,Эмбри,,Алан Дьюан,,200,74,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",9/15/1992,,,embreal01,embreal01,embra001,embreal01,embreal01
4151,esaskni01,,,1960,2,24,США,ФЛ,Хиалеа,,,,,,,Ник,Эсаски,,Николас Эндрюс,,200,75,Р,Р,6/19/1983,4/21/1990,,esaskni01,esaskni01,esasn001,esaskni01,esaskni01
4160,eshelva01,,,1969,5,22,США,ПА,Филадельфия,,,,,,,Ваугн,Эшельман,,Ваугн Майкл,,205,75,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",5/2/1995,7/11/1997,Хьюстон,eshelva01,eshelva01,eshev001,eshelva01,eshelva01
4206,evansdw01,,evansdw01h,1951,11,3,США,Калифорния,Санта-Моника,,,,,,,Дуайт,Эванс,,Дуайт Майкл,Дэви,180,74,Р,Р,9/16/1972,10/6/1991,,evansdw01,evansdw01,evand002,evansdw01,evansdw01
4214,evereca01,,,1971,6,3,США,ФЛ,Тампа,,,,,,,Карл,Эверетт,,Карл Эдвард,"C-Рекс, Юрский Карл",181,72,б,Р,7/1/1993,7/25/2006,,evereca01,evereca01,everc001,evereca01,evereca01
4302,fasseje01,,,1963,1,5,США,ИЛ,Спрингфилд,,,,,,,Джефф,Фассо,,Jeffrey Джозеф,,180,73,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",5/4/1991,5/7/2006,Миссисипи,fasseje01,fasseje01,fassj001,fasseje01,fasseje01
4489,flahejo01,,,1967,10,21,США,Нью-Йорк,Нью-Йорк,,,,,,,Джон,Флетли,,Джон Тимоти,Флэш,195,73,Р,Р,4/12/1992,10/1/2005,Джордж Вашингтон,flahejo01,flahejo01,flahj001,flahejo01,flahejo01
4519,fletcsc01,,,1958,7,30,США,ФЛ,Форт-Уолтон-Бич,,,,,,,Скотт,Фэтчер,,Скотт Брайан,,168,71,Р,Р,4/25/1981,9/29/1995,Грузия Сэндс,fletcsc01,fletcsc01,flets001,fletcsc01,fletcsc01
4536,floribr01,,,1970,5,21,США,ok,Чарльстон,,,,,,,Брайс,Флория,,Брэйс Бетэнкур,,185,72,Р,Р,7/17/1994,7/21/2001,,floribr01,floribr01,florb001,floribr01,floribr01
4614,fossuca01,,,1978,1,6,США,Нью-Джерси,Черри-Хилл,,,,,,,Кейси,Фоссум,,Кейси Паул,Блейд,160,73,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",7/28/2001,,Техас А&М,fossuca01,fossuca01,fossc001,fossuca01,fossuca01
4633,foulkke01,,,1972,10,19,США,СД,Эллсворт АФБ,,,,,,,Китх,Фольке,,Кейтч Чарльз,,195,72,Р,Р,5/21/1997,9/18/2008,Галвестон,foulkke01,foulkke01,foulk001,foulkke01,foulkke01
4646,foxch02,,,1970,9,3,США,Калифорния,Коронадо,,,,,,,Чад,Лисица,,Чад Дуглас,,180,74,Р,Р,7/13/1997,,Тарлетон (Техас) Штат,foxch02,foxch02,fox-c001,foxch02,foxch02
4762,fryeje01,,,1966,8,31,США,Калифорния,Оукленд,,,,,,,Джефф,Фрай,,Джеффри Дастин,,180,69,Р,Р,7/9/1992,9/20/2001,"Оклахома-Сити, штат Оклахома",fryeje01,fryeje01,fryej001,fryeje01,fryeje01
4811,gaettga01,,gaettga01h,1958,8,19,США,ИЛ,Центральия,,,,,,,Гарри,Гетти,,Гэри Джозеф,"Гадюка, Человек-Гада",180,72,Р,Р,9/20/1981,4/12/2000,Северо-Западный штат Миссури,gaettga01,gaettga01,gaetg001,gaettga01,gaettga01
4910,garcino01,,,1973,7,23,США,Калифорния,Уиттиер,,,,,,,Номар,Гарсиа-Парра,,Энтони Номар,Номах,165,72,Р,Р,8/31/1996,,Джорджия Тек,garcino01,garcino01,garcn001,garcino01,garcino01
4931,gardnwe01,,,1961,4,29,США,Ар,Бентон,,,,,,,Уэс,Гарнер,,Уэсли Брайан,,197,76,Р,Р,7/29/1984,8/3/1991,Центральный Арканзас,gardnwe01,gardnwe01,gardw001,gardnwe01,gardnwe01
4992,gedmari01,,,1959,9,26,США,МЭ,Уорикстер,,,,,,,Богат,Гедман,,Ричард Лео (младший),,210,72,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/7/1980,10/4/1992,,gedmari01,gedmari01,gedmr001,gedmari01,gedmari01
5057,giambje01,,,1974,9,30,США,Калифорния,Сан-Хосе,,,,,,,Дже́реми,Джиами,,,,185,72,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.","Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",9/1/1998,8/1/2003,,giambje01,giambje01,giamj002,giambje01,giambje01
5310,gordoto01,,,1967,11,18,США,ФЛ,Себринг,,,,,,,Том,Гордон,,Томас,Флэш,160,69,Р,Р,9/8/1988,,,gordoto01,gordoto01,gordt001,gordoto01,gordoto01
5408,grayje01,,,1963,4,10,США,ВА,Ричмонд,,,,,,,Джефф,Грей,,Джеффри Эдвардс,,175,73,Р,Р,6/21/1988,7/28/1991,Флорида Стейт,grayje01,grayje01,grayj001,grayje01,grayje01
5419,grebecr01,,,1964,12,29,США,ПА,Джонстон,,,,,,,Крейг,Гребек,,Крейг Аллен,,160,68,Р,Р,4/13/1990,6/2/2001,,grebecr01,grebecr01,grebc001,grebecr01,grebecr01
5452,greenmi01,,greenmi01h,1963,7,18,США,КЕ,Луизвилл,,,,,,,Майк,Гринвелл,,Майкл Льюис,Гейтер,170,72,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",Р,9/5/1985,9/28/1996,,greenmi01,greenmi01,greem001,greenmi01,greenmi01
5534,grosski01,,,1964,8,24,США,НЕ,Скотсблфф,,,,,,,Кип,Гросс,,Кип Ли,,195,74,Р,Р,4/21/1990,5/29/2000,Небраска,grosski01,grosski01,grosk002,grosski01,grosski01
5608,guthrma01,,,1965,9,22,США,Нью-Йорк,Баффало,,,,,,,Марк,Гиттис,,Марк Эндрю,,192,76,Р,"Добро пожаловать в сервис перевода Coral! Я готов помочь вам перевести любой текст с английского на русский язык. Просто введите ваш текст здесь, и я предоставлю вам точный перевод.",7/25/1989,9/28/2003,Луизиана,guthrma01,guthrma01,guthm001,guthrma01,guthrma01
