playerid,awardid,yearid,lgid,tie,notes
parkeda01,TSN All-Star,1990,AL,,ДХ
heilmha01,Baseball Magazine All-Star,1925,AL,,RF
cashno01,TSN All-Star,1971,AL,,1б
lynnfr01,All-Star Game MVP,1983,ML,,
morrija02,Babe Ruth Award,1984,AL,,П
davisma01,TSN Fireman of the Year,1989,NL,,
hornsro01,Baseball Magazine All-Star,1919,NL,,КВ
riceji01,TSN All-Star,1979,AL,,ОФ
collied01,Baseball Magazine All-Star,1909,ML,,Две-Б
cartega01,Silver Slugger,1984,NL,,В
murraed02,Gold Glove,1984,AL,,1б
willite01,Baseball Magazine All-Star,1939,ML,,RF
bentola01,Baseball Magazine All-Star,1928,ML,,P2
ruffire01,Baseball Magazine All-Star,1938,AL,,П1
caminke01,Gold Glove,1995,NL,,3В
schmimi01,Gold Glove,1984,NL,,3В
ramirha01,Rookie of the Year,2006,NL,,
aparilu01,Gold Glove,1968,AL,,КВ
wheatza01,Baseball Magazine All-Star,1924,ML,,LF
devliar01,Baseball Magazine All-Star,1910,NL,,3В
rolensc01,TSN All-Star,2002,NL,,3В
berrayo01,TSN All-Star,1954,ML,,В
manushe01,Baseball Magazine All-Star,1928,ML,,ОФ
bellge02,Silver Slugger,1985,AL,,ОФ
kleinch01,TSN Guide MVP,1931,NL,,
baylodo01,TSN All-Star,1986,AL,,ДХ
wegmabi01,Hutch Award,1991,ML,,
greenha01,Baseball Magazine All-Star,1935,ML,,1б
valenfe01,TSN Pitcher of the Year,1981,NL,,
grimebu01,Baseball Magazine All-Star,1929,NL,,P2
bluevi01,TSN All-Star,1971,AL,,ЛПХ
traynpi01,Baseball Magazine All-Star,1926,ML,,3В
dyeje01,Gold Glove,2000,AL,,ОФ
murphda05,Silver Slugger,1982,NL,,ОФ
clemero01,Gold Glove,1971,NL,,ОФ
metzgro01,Gold Glove,1973,NL,,КВ
colavro01,TSN All-Star,1961,AL,,ОФ
lemonbo01,Baseball Magazine All-Star,1948,AL,,П1
jonesan01,TSN Major League Player of the Year,2005,ML,,
luzingr01,TSN All-Star,1977,NL,,ОФ
rizzuph01,TSN All-Star,1951,ML,,КВ
cartega01,All-Star Game MVP,1981,ML,,
leachto01,Baseball Magazine All-Star,1909,NL,,КФ
oneilst01,Baseball Magazine All-Star,1919,AL,,В
gibsobo01,Gold Glove,1970,NL,,П
wilsoha01,TSN All-Star,1929,ML,,ОФ
moseswa01,Baseball Magazine All-Star,1937,AL,,LF
groatdi01,TSN All-Star,1964,NL,,КВ
moorejo02,Baseball Magazine All-Star,1934,NL,,LF
kaatji01,TSN Pitcher of the Year,1966,AL,,
ruthba01,Baseball Magazine All-Star,1930,ML,,RF
lyonste01,TSN All-Star,1927,ML,,П
renteed01,Silver Slugger,2002,NL,,КВ
grovele01,Baseball Magazine All-Star,1928,AL,,Т4
smithle02,Rolaids Relief Man Award,1991,NL,,
spencji01,Gold Glove,1970,AL,,1б
willima04,Silver Slugger,1993,NL,,3В
higgipi01,Baseball Magazine All-Star,1935,AL,,3В
riddlel01,Baseball Magazine All-Star,1943,NL,,T3
mayswi01,TSN Player of the Year,1965,NL,,
floodcu01,Gold Glove,1963,NL,,ОФ
lopezja01,TSN All-Star,2003,NL,,В
fregoji01,Gold Glove,1967,AL,,КВ
warnelo01,Baseball Magazine All-Star,1935,NL,,T3
fiskca01,TSN All-Star,1983,AL,,В
campbbi02,Rolaids Relief Man Award,1977,AL,,
travice01,TSN All-Star,1941,ML,,КВ
riceji01,Silver Slugger,1983,AL,,ОФ
thornan01,Roberto Clemente Award,1979,ML,,
trammal01,TSN All-Star,1988,AL,,КВ
derripa01,TSN All-Star,1940,ML,,П
fieldpr01,Silver Slugger,2012,AL,,1б
houttar01,Baseball Magazine All-Star,1950,AL,,T3
grissma02,Gold Glove,1996,NL,,ОФ
willite01,TSN All-Star,1948,ML,,ОФ
speaktr01,Baseball Magazine All-Star,1923,ML,,ОФ
yastrca01,TSN All-Star,1967,AL,,ОФ
sainjo01,Baseball Magazine All-Star,1948,ML,,P2
flanami01,Cy Young Award,1979,AL,,
belleal01,TSN All-Star,1996,AL,,ОФ
bergewa01,TSN All-Star,1933,ML,,ОФ
gehrilo01,Most Valuable Player,1936,AL,,
slaugen01,Baseball Magazine All-Star,1949,NL,,RF
pennohe01,Baseball Magazine All-Star,1925,AL,,Т4
johnswa01,Baseball Magazine All-Star,1918,AL,,P2
guidrro01,TSN Major League Player of the Year,1978,ML,,
gosligo01,TSN All-Star,1926,ML,,ОФ
larkiba01,TSN All-Star,1988,NL,,КВ
warnelo01,Baseball Magazine All-Star,1933,NL,,Т4
guerrvl01,Silver Slugger,2000,NL,,ОФ
fernato01,Gold Glove,1988,AL,,КВ
conceda01,TSN All-Star,1981,NL,,КВ
fossera01,Gold Glove,1971,AL,,В
edmonji01,Gold Glove,1997,AL,,ОФ
walkela01,Silver Slugger,1997,NL,,ОФ
turlebo01,TSN Pitcher of the Year,1958,AL,,
