schoolid,schoolname,schoolcity,schoolstate,schoolnick
pace,Университет Пейс,Нью-Йорк,Нью-Йорк,Установщики
charlsouth,Университет Южного Чарльстона,Чарльстон,ok,Бескоролые пираты
delaware,Университет Делавэра,Ньюарк,Да,Сирены
brewparker,Колледж Бреутон-Паркер,Монт-Вернон,ГА,Бароны
wiscgbay,Университет Висконсина-Зеленая Байда,Грин-Бей,ВИ,Финикс
glenvilst,Гленвиллский государственный колледж,Гленвилл,Западная Вирджиния,Пионеры
wesleyanct,Универси́тет Весле́я,Миддлтаун,КТ,Кардиналы
philly,Филадельфийский университет,Филадельфия,ПА,Рэмсы
stmartinwa,Колледж Святого Мартина,Лейси,ВА,Святые
holycross,Колледж Святого креста,Уорикстер,МЭ,Крестоносцы
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Змеиные
georgefox,Университет Джорджа Фокса,Ньюберг,О'р,Брюины
bostonuniv,Бостонский университет,Бостон,МЭ,Терьеры
juniatapa,Колледж Джуниты,Хантингдон,ПА,Орлы
lorasia,Колледж Лорас,Дубьюк,Я,Дахаксы
kansas,Университет Канзаса,Лоуренс,КС,Джайвортс
cmissouri,Центральный университет штата Миссури,Варрсбург,Мо,Мулы
abilchrist,Университет Абилина Христа,Абилин,ТХX,Дикие коты
jacksonvil,Джексонвиллский университет,Джексонвилл,ФЛ,Дельфины
nillinois,Северо-Западный университет штата Иллинойс,Декалб,ИЛ,Хаски
wiwhitewtr,Университет Висконсина - Уайтвотер,Водоέм для вью́рубов,ВИ,Вихрины
gonzaga,Гонзага (Университет),Спокан,ВА,Бульдоги
uab,Университет Алабамы в Бирмингеме,Бирмингем,АЛ,Блузеры
txchrist,Техасский христианский университет,Форт-Уорт,ТХX,Тёплые жабы
oakland,Оклендский университет,Рочестер,МИ,Гризли
shorterga,Корнеллский колледж,Рим,ГА,Сапсы
utpanam,Университет Техаса - Пан-Американский,Эдинбург,ТХX,Бронцы
stleo,Университет Святого Льва,Святой Леон,ФЛ,Львы
salabama,Университет Южной Америки,Мобильный,АЛ,Ягуары
psubehrend,"Пенсильванский государственный университет в Эри, Колледж Бэрнад",Эри,ПА,Львы
denver,Университет Денвера,Денвер,СЕ,Пионеры
wyoming,Университет Вайоминга,Ларам,В,Кочевники
mtstmarys,Колледж и семинар Святой Марии,Эммитсбугг,МД,Горные альпинисты
sacstate,Калифорнийский университет штата Сакраменто,Сакраменто,Калифорния,Жук
gatech,Грузинский технологический институт,Атланта,ГА,Желтые жакеты
csstanisl,Калифорнийский университет штата Стэнтон,Турлок,Калифорния,Воины
unc,Университет Северной Каролины,Чапел-Хилл,НК,Тар Хилз
stetson,Университет Стэтсона,Деланд,ФЛ,Шляпники
hobartny,Хобарт и Уильям Смит Колледжи,Женева,Нью-Йорк,Государственные деятели
ulala,Университет Луизианы в Ла-Файетте,Лафайет,Лос-Анджелес,Рагин' Кац
stmarysca,Колледж Святого Марии в Калифорнии,Морага,Калифорния,Гэлы
ecentralok,Восточно-Центральный университет,Ад,"Добро пожаловать в службу перевода Coral! Я с радостью помогу Вам перевести текст с английского на русский язык. Просто предоставьте мне текст, который необходимо перевести, и я сделаю это для Вас.",Тигры
smethodist,Южный методистский университет,Даллас,ТХX,Мустанги
calutheran,Калифорнийский лютеранский университет,Тысячный Оакс,Калифорния,«Кингсмены»
illinoisst,Государственный университет Иллинойса,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",ИЛ,Красные птицы
sanfran,Университет Сан-Франциско,Сан-Франциско,Калифорния,Донсы
nmexico,Университет Нью-Мексико,Албукуерке,НМ,волки
biolaca,Университет Биола,Ла Мирада,Калифорния,Орлы
ouachitab,Уачитский баптический университет,Аркаделия,Ар,Тигры
georgtwnky,Колледж Джорджтаун,Джорджтаун,КЕ,Тигры
tntech,Технологический университет Теннесси,Куколово,Да,Золотой орел
fltech,Институт технологий Флориды,Мельбурн,ФЛ,Пантеры
austinpeay,Университет штата Остин Пей,Кларксвилл,Да,Губернаторы
uscaiken,Университет Южной Каролины Эйкен,Айкен,ok,Пэйсерс
stbonny,Университет Святого Бонифация,Сент-Бонифаций,Нью-Йорк,Бонни
stfranpa,Университет Святого Франциска,Лоретто,ПА,Красный Флеш
utchat,Университет Теннесси в Чаттануге,Чаттануга,Да,Мокрые
emoryga,Эмори-университет,Атланта,ГА,Орлы
riogrande,Университет Рио-Гранде,Рио-Гранде,ОХ,Красный человек
benedctnks,Бенедиктинский колледж,АтчISON,КС,Короли
shaw,Шоу Университи,Рали,НК,Медведи
stthomasmn,Университет Святого Томаса,Сент-Пауль,MN,Томми
michigan,Университет Мичигана,Анна-Арбор,МИ,Волверины
centok,Университет Центрального Оклахомы,Эдмон,"Добро пожаловать в службу перевода Coral! Я с радостью помогу Вам перевести текст с английского на русский язык. Просто предоставьте мне текст, который необходимо перевести, и я сделаю это для Вас.",Бронхи
butler,Бутлерский университет,Индианаполис,В,Бульдоги
jksonvilst,Джексонвиллский государственный университет,Джексонвилл,АЛ,Птица-гусь
longwoodva,Лонгвудский университет,Фармилль,ВА,Лансеры
morehead,Университет штата Морхед,Мохед,КЕ,Орлы
silledward,Южный Иллинойсский университет в Эдвардсвилле,Эдвардсвилл,ИЛ,Песцы
albertsnid,Колледж Альберсон Айдахо,Кальдуэлл,ИД,Сирены
cornellia,Корнеллский колледж,Монт-Вернон,Я,Рэмсы
emoryhenry,Эмори и Генри Колледж,Эмори,ВА,Жуки-вредители
edinboro,Университет Эдинборо Пенсильвании,Эдинборо,ПА,Борющиеся шотландцы
missvalley,Университет штата Миссисипи долины Миссисипи,Иττα Bena,МС,Дельта Девилз
elizbthtwn,Колледж Элизабеттаун,Элизабеттаун,ПА,Блю Джайз
schreiner,Университет Шрайнера,Кервилль,ТХX,Горные альпинисты
