playerid,yearid,stint,teamid,lgid,pos,g,gs,innouts,po,a,e,dp,pb,wp,sb,cs,zr
fosteke01,2001,1,TEX,AL,П,9,0.0,53.0,0.0,0.0,0.0,0.0,,,,,
rubiojo01,1966,1,CAL,AL,П,7,4.0,82.0,3.0,1.0,0.0,0.0,,,,,
joynewa01,1991,1,CAL,AL,1б,141,140.0,3714.0,1335.0,98.0,8.0,124.0,,,,,
dwyerjo01,1882,1,CL2,NL,В,1,,,1.0,1.0,0.0,0.0,2.0,,,,
durocle01,1933,2,SLN,NL,КВ,123,,,238.0,358.0,24.0,64.0,,,,,
stricji01,1973,1,MIN,AL,П,7,0.0,16.0,0.0,1.0,0.0,0.0,,,,,
tauscwa01,1931,1,WS1,AL,П,6,,,1.0,9.0,1.0,2.0,,,,,
howarel01,1956,1,NYA,AL,RF,5,1.0,59.0,7.0,0.0,0.0,0.0,,,,,
gomezch02,2007,2,CLE,AL,1б,8,2.0,104.0,25.0,2.0,0.0,2.0,,,,,
bevacku01,1973,1,KCA,AL,ДХ,16,,,,,,,,,,,
parrist01,1995,1,PIT,NL,П,15,15.0,246.0,4.0,10.0,0.0,0.0,,,,,
oatesjo01,1973,1,ATL,NL,В,86,79.0,2145.0,409.0,57.0,9.0,6.0,10.0,21.0,43.0,29.0,3.0
williot01,1903,1,SLN,NL,КВ,52,,,94.0,161.0,33.0,16.0,,,,,
mizelvi01,1952,1,SLN,NL,П,30,,,7.0,25.0,4.0,1.0,,,,,
postwa01,1962,1,CIN,NL,LF,86,69.0,1845.0,103.0,4.0,6.0,0.0,,,,,
guerrma01,1977,1,CAL,AL,ДХ,19,,,,,,,,,,,
purneje01,1904,1,PHI,NL,3В,7,,,7.0,12.0,3.0,0.0,,,,,
donovpa01,1903,1,SLN,NL,ОФ,105,,,142.0,16.0,8.0,5.0,,,,,
foliti01,1984,1,NYA,AL,Две-Б,21,13.0,382.0,39.0,43.0,0.0,12.0,,,,,
sugdejo01,1901,1,CHA,AL,1б,5,,,21.0,2.0,0.0,0.0,,,,,
arochre01,1994,1,SLN,NL,П,45,7.0,249.0,3.0,11.0,0.0,0.0,,,,,
sewared01,1885,1,PRO,NL,П,1,,,0.0,4.0,0.0,0.0,,,,,
moronje01,1987,1,NYA,AL,КВ,2,1.0,21.0,0.0,2.0,0.0,1.0,,,,,
lockdo01,1968,1,PHI,NL,ОФ,78,58.0,1714.0,145.0,2.0,7.0,1.0,,,,,
pruitro01,1978,1,CLE,AL,ДХ,5,,,,,,,,,,,
hayesvo01,1988,1,PHI,NL,3В,3,2.0,47.0,2.0,3.0,0.0,0.0,,,,,
guzmaju01,1999,2,CIN,NL,П,12,12.0,232.0,5.0,8.0,1.0,1.0,,,,,
riceji01,1986,1,BOS,AL,ДХ,1,,,,,,,,,,,
niekrph01,1987,2,TOR,AL,П,3,3.0,36.0,1.0,0.0,0.0,0.0,,,,,
grothjo01,1956,1,KC1,AL,ОФ,84,61.0,1795.0,140.0,8.0,0.0,3.0,,,,,
koenima01,1934,1,CIN,NL,1б,4,,,42.0,1.0,0.0,2.0,,,,,
paskedo01,1910,1,CIN,NL,1б,2,,,12.0,0.0,2.0,0.0,,,,,
gutiefr01,2010,1,SEA,AL,ОФ,146,145.0,3832.0,413.0,2.0,0.0,0.0,0.0,,0.0,0.0,
lowerte01,1998,1,CHN,NL,КФ,20,2.0,141.0,13.0,0.0,1.0,0.0,,,,,
saffeto01,1955,2,KC1,AL,КФ,9,9.0,228.0,26.0,1.0,1.0,0.0,,,,,
pascuca01,1950,1,WS1,AL,П,2,,,0.0,1.0,1.0,0.0,,,,,
ripkebi01,1992,1,BAL,AL,ДХ,2,,,,,,,,,,,
fribebe01,1922,1,CHN,NL,1б,6,,,44.0,1.0,0.0,4.0,,,,,
holloke01,1930,1,CLE,AL,П,12,,,2.0,11.0,1.0,0.0,,,,,
glanvdo01,2001,1,PHI,NL,КФ,150,147.0,3932.0,413.0,8.0,4.0,3.0,,,,,
fournja01,1914,1,CHA,AL,ОФ,6,,,9.0,1.0,2.0,1.0,,,,,
ponsosi01,2003,1,BAL,AL,П,21,21.0,444.0,12.0,18.0,1.0,2.0,,,,,
ibanera01,1997,1,SEA,AL,ДХ,1,,,,,,,,,,,
walkbo01,1990,1,PIT,NL,П,26,24.0,389.0,12.0,11.0,3.0,0.0,,,,,
reynoch01,1882,1,PH4,AA,ОФ,1,,,0.0,0.0,0.0,0.0,,,,,
furilca01,1958,1,LAN,NL,ОФ,119,105.0,2887.0,187.0,5.0,5.0,0.0,,,,,
seymocy01,1910,1,NY1,NL,ОФ,76,,,137.0,9.0,10.0,1.0,,,,,
millwke01,2008,1,TEX,AL,П,29,29.0,506.0,8.0,24.0,2.0,1.0,,,,,
nelsoro02,1969,1,KCA,AL,П,29,29.0,580.0,19.0,25.0,5.0,3.0,,,,,
nortogr01,2006,1,TBA,AL,RF,28,26.0,622.0,40.0,0.0,2.0,0.0,,,,,
kildupe01,1917,2,CHN,NL,Две-Б,5,,,11.0,17.0,0.0,2.0,,,,,
higgike01,1993,1,SDN,NL,RF,2,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
snydech01,1890,1,PH4,AA,ОФ,5,,,6.0,1.0,5.0,0.0,,,,,
patteke01,1993,1,CAL,AL,П,46,0.0,177.0,1.0,8.0,1.0,0.0,,,,,
seradbi01,1885,1,BFN,NL,П,30,,,9.0,38.0,9.0,2.0,,,,,
reesera01,1930,1,NY1,NL,1б,1,,,0.0,0.0,0.0,0.0,,,,,
vaughgr01,1999,1,CIN,NL,ОФ,144,144.0,3574.0,266.0,8.0,4.0,2.0,,,,,
merklfr01,1920,1,CHN,NL,ОФ,1,,,0.0,0.0,0.0,0.0,,,,,
maysjo01,2002,1,MIN,AL,П,17,17.0,286.0,7.0,13.0,2.0,4.0,,,,,
asproke01,1962,2,ML1,NL,3В,6,5.0,153.0,9.0,12.0,1.0,1.0,,,,,
howelha01,1900,1,BRO,NL,П,21,,,6.0,31.0,2.0,1.0,,,,,
roberro01,1963,1,BAL,AL,П,35,35.0,754.0,24.0,31.0,3.0,1.0,,,,,
manniri01,1985,1,ML4,AL,ДХ,2,,,,,,,,,,,
edmonji01,1993,1,CAL,AL,RF,15,14.0,349.0,37.0,3.0,1.0,1.0,,,,,
edwarma01,1983,1,ML4,AL,LF,12,8.0,208.0,17.0,1.0,0.0,1.0,,,,,
geejo01,1944,2,NY1,NL,П,4,,,0.0,3.0,0.0,0.0,,,,,
paskedo01,1921,1,CIN,NL,ОФ,24,,,60.0,2.0,1.0,2.0,,,,,
wadderu01,1901,1,PIT,NL,П,2,,,0.0,4.0,1.0,0.0,,,,,
teahema01,2011,1,CHA,AL,RF,6,2.0,69.0,2.0,0.0,0.0,0.0,,,,,
bondwa01,1967,1,MIN,AL,LF,3,3.0,66.0,7.0,0.0,1.0,0.0,,,,,
hurstbr01,1989,1,SDN,NL,П,33,33.0,734.0,8.0,42.0,0.0,2.0,,,,,
fanzoca01,1973,1,CHN,NL,3В,25,15.0,472.0,17.0,30.0,4.0,0.0,,,,,
hammoro01,2007,1,ARI,NL,3В,4,1.0,41.0,0.0,2.0,1.0,0.0,,,,,
bondsbo01,1980,1,SLN,NL,ОФ,70,57.0,1547.0,114.0,5.0,4.0,2.0,,,,,
applilu01,1939,1,CHA,AL,КВ,148,,,289.0,461.0,39.0,78.0,,,,,
felizpe01,2002,1,SFN,NL,3В,44,32.0,841.0,29.0,57.0,3.0,9.0,,,,,
skinnbo01,1960,1,PIT,NL,ОФ,141,140.0,3685.0,250.0,13.0,5.0,2.0,,,,,
mabryjo01,1996,1,SLN,NL,1б,146,139.0,3593.0,1170.0,76.0,8.0,107.0,,,,,
knollpu01,1905,1,WS1,AL,В,5,,,14.0,4.0,0.0,0.0,0.0,,,,
hornsro01,1916,1,SLN,NL,КВ,45,,,90.0,132.0,22.0,22.0,,,,,
koosmje01,1984,1,PHI,NL,П,36,34.0,672.0,9.0,34.0,4.0,1.0,,,,,
whitnji01,1884,1,BSN,NL,3В,1,,,1.0,1.0,0.0,0.0,,,,,
akersbi01,1929,1,DET,AL,КВ,24,,,43.0,57.0,7.0,13.0,,,,,
loudeba01,1915,1,BUF,FL,3В,19,,,27.0,42.0,2.0,6.0,,,,,
mclaujo01,1984,2,TEX,AL,П,15,0.0,98.0,3.0,1.0,0.0,1.0,,,,,
ehrharu01,1927,1,BRO,NL,П,46,,,5.0,36.0,3.0,1.0,,,,,
mottocu01,1974,1,BAL,AL,ДХ,1,,,,,,,,,,,
younger01,1996,1,COL,NL,Две-Б,139,136.0,3507.0,340.0,431.0,12.0,109.0,,,,,
bakerfl01,1954,2,PHI,NL,3В,7,3.0,93.0,6.0,11.0,0.0,0.0,,,,,
fieldce01,1998,2,CLE,AL,ДХ,10,,,,,,,,,,,
murphed01,1898,1,PHI,NL,П,7,,,3.0,12.0,2.0,2.0,,,,,
strawda01,1988,1,NYN,NL,RF,150,149.0,3896.0,296.0,4.0,9.0,3.0,,,,,
yosted01,1956,1,WS1,AL,3В,135,135.0,3562.0,164.0,303.0,18.0,31.0,,,,,
harrijo03,1924,1,BOS,AL,ОФ,3,,,9.0,0.0,0.0,0.0,,,,,
joosted01,1943,1,BSN,NL,Две-Б,60,,,141.0,167.0,17.0,37.0,,,,,
