abbreviation,name,city,country,province,established
МТСКР,Режим контроля за технологиями ракетных систем,,,,1987-04-16
КП,Коломбо-план,Коломбо,КЛ,Шри-Ланка,1951-07-01
Миссия ООН по поддержке в Ливии,Группа военных наблюдателей Организации Объединенных Наций в Индии и Пакистане,Нью-Йорк,США,Нью-Йорк,1948-08-13
NSG,Группа ядерных поставщиков,Вена,А,Вена,
ВФТУ,Международная конфедерация профсоюзов,Брюссель,B,Прованс,1949-12-01
BCИЕ,Центральный банк Центральной Америки по экономическому интегрированию,Гватемала,ХСА,Франсиско Моразан,1960-12-13
НАМ,Движение неприсоединения,Джакарта,Ри,Индонезия,1961-09-01
Международный банк реконструкции и развития,Международный банк реконструкции и развития,Вашингтон,США,Дистрикт Колумбия,1944-07-22
Интесат,Международная организация спутникового связи,Вашингтон,США,Дистрикт Колумбия,1971-08-20
Международный олимпийский комитет,Международный олимпийский комитет,Лозанна,ЧХ,ДВ,1894-06-23
G-8,Группа из 8,,,,1975-10-01
G-15,Группа из 15 человек,Женева,ЧХ,ГЕ,
G-2,Группа из двух,,,,
ISO,Международный организационный комитет по стандартизации,Женева,ЧХ,ГЕ,1947-02-01
КариКом,Карибское сообщество и Общий рынок,Джорджтаун,Гей,Гайана,1973-07-04
ОАЭ,Организация американских государств,Вашингтон,США,Дистрикт Колумбия,1948-04-30
ВТО,Всемирная торговая организация,,,,1994-04-15
СААРК,Южноазиатское Ассоциация Регионального Сотрудничества,Катманду,НЕП,Непал,1985-12-08
SPФ,Форум юго-восточной части Тихого океана,Сува,Фиджи,Фиджи,1971-08-05
КАКМ,Центральноамериканский общий рынок,Гватемала-Сити,ГКА,Гватемала,1960-12-13
Добро пожаловать! Как я могу вам помочь?,Силы превентивной развертывания ООН,,,,1995-03-31
С,Содружество,Лондон,Хорошо,Бессарабская долина,1931-12-31
АССОЦИАЦИЯ СИЛЮМЕСТРОВЫХ ОСНОВАНИЙ ВЫШЕЙ СЧЁТЫ (АСЕАН),Ассоциация государств Юго-Восточной Азии,Джакарта,Ри,Индонезия,1967-08-09
Г-3,Группа из 3,,,,1990-10-01
WCL,Всемирная конфедерация труда,Брюссель,B,Прованс,1920-06-19
Г-6,Группа из 6 человек,,,,1984-05-22
АМУ,Объединение арабских и магрибских стран,Рабат,А,Марокко,1989-02-17
ЦЕГЛО-М,Экономическое сообщество стран Большого Озера,,,,1976-09-26
УВКБ ООН,Управление Верховного комиссара ООН по делам беженцев,Женева,ЧХ,ГЕ,1949-12-03
ЦВРМЭР,Миссия поддержки Организации Объединенных Наций для Руанды,Нью-Йорк,США,Нью-Йорк,1993-10-05
ЕВ,Европейский союз,Брюссель,B,Прованс,1992-02-07
ФРОНТЕКС,Операция Организации Объединенных Наций по восстановлению доверия в Хорватии,Нью-Йорк,США,Нью-Йорк,1995-03-31
КЭЭ,Экономическая комиссия для Европы,Женева,ЧХ,ГЕ,1947-03-28
APЭК,Азиатско-Тихоокеанское экономическое сотрудничество,Сингапур,СГП,Сингапур,1989-11-07
МТО,Международный союз электросвязи,Женева,ЧХ,ГЕ,1932-12-09
ЦЕ,Совет Европы,Страсбург,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Альзас,1949-05-05
ВТО,Всемирная организация интеллектуальной собственности,Женева,ЧХ,ГЕ,1967-07-14
NC,Совет северных стран,Стокгольм,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Стокгольм,1952-03-16
МЭО,Международное энергетическое агентство,Париж,"Добро пожаловать в Coral, искусственный интеллект, который поможет вам с переводом. Я могу помочь перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который нужно перевести.",Иль-де-Франс,1974-11-15
Инмарат,Международная организация спутниковой связи,Лондон,Хорошо,Бессарабская долина,1976-09-03
ЭКОВАС,Экономическое сообщество западноафриканских государств,Лагос,ВАН,Нигерия,1975-05-28
