name,code,capital,province,area,population
Французская Гвиана,ФГУ,Перец кайенний,Французская Гвиана,91000.0,151187
Ангилья,Осьа,Долина,Ангилья,102.0,14436
Маврикий,Мएस,Порт-Луи,Маврикий,2040.0,1140256
Маврикий,РИМ,Нуакшот,Маврикий,1030700.0,2336048
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Саудовская Аравия,СА,Рияд,Саудовская Аравия,1960580.0,19409058
Сент-Китс и Невис,Н,Бассетёр,Сент-Китс и Невис,269.0,41369
Французская Полинезия,ФПОЛ,Папеете,Французская Полинезия,4167.0,287032
Острова Питкэрн,ПИТЦ,Адамстاون,Острова Питкэрн,47.0,48
Папуа-Новая Гвинея,ПНГ,Порт-Морсби,Папуа-Новая Гвинея,461690.0,4394537
Тайвань,КР,Тайвань,Тайвань,36179.0,21465881
Маршалловы Острова,МХ,Маджуро,Маршалловы Острова,181.3,58363
Аруба,АРУ,Оранджестад,Аруба,193.0,103065
Танзания,Есть,Dar-эс-Салам,Дар-эс-Салам,945090.0,29058470
Непал,НЕП,Катманду,Непал,140800.0,22094033
Эль-Сальвадор,E/S,Сан-Сальвадор,Эль-Сальвадор,21040.0,5828987
Человек,GMK,Дуглас,Человек,588.0,73837
Виргинские острова,ВИРГ,Шарлотта Амали,Виргинские острова,352.0,97120
Сенегал,СН,Дакар,Дакар,196190.0,9092749
Молдавия,МД,Кишинёв,Молдавия,33700.0,4463847
Гватемала,ГКА,Гватемала-Сити,Гватемала,108890.0,11277614
Сомали,SP,Моґадишу,Сомали,637660.0,9639151
Узбекистан,узб,Ташкент,Ташкент,447400.0,23418381
Вьетнам,ВН,Ханой,Вьетнам,329560.0,73976973
Южная Корея,Рок,Сеул,Южная Корея,98480.0,45482291
Сент-Мартен,Смар,Мариго,Сент-Мартен,54.0,29820
Исландия,ИС,Рикьявик,Исландия,103000.0,270292
Монако,МЧ,Монако,Монако,1.9,31719
Панама,ПА,Панама-Сити,Панама,78200.0,2655094
Грузия,ГЕ,Тбилиси,Грузия,69700.0,5219810
Микронезия,"FSM - это термин, который используется в информатике и означает ""финальный автомат с выходами"". Это математическая модель, которая описывает дискретный автомат с определенными входными символами и выходными действиями. FSM также известен как конечный автомат с выходами или переходящий автомат с выходами.",Паликир,Микронезия,702.0,125377
Намибия,НАМ,Виндхук,Намибия,825418.0,1677243
Босния и Герцеговина,БиХ,Сараево,Босния и Герцеговина,51233.0,2656240
Канада,КДН,Оттава,Онтарио,9976140.0,28820671
Белиз,БЗ,Белемпан,Белиз,22960.0,219296
